2022 Federal Election House of Representatives Distribution of Preferences By Division [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:09 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,CountNumber,BallotPosition,CandidateID,Surname,GivenNm,PartyAb,PartyNm,Elected,HistoricElected,CalculationType,CalculationValue
NSW,138,Page,1,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Percent,7
NSW,138,Page,1,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Count,2443
NSW,138,Page,1,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Percent,2.34
NSW,138,Page,1,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Count,12
NSW,138,Page,1,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Percent,4.94
NSW,138,Page,1,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Count,47728
NSW,138,Page,1,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Percent,45.64
NSW,138,Page,1,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Count,27
NSW,138,Page,1,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Percent,11.11
NSW,138,Page,1,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Count,13846
NSW,138,Page,1,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Percent,13.24
NSW,138,Page,1,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Count,112
NSW,138,Page,1,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Percent,46.09
NSW,138,Page,1,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Count,0
NSW,138,Page,1,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Percent,0
NSW,138,Page,1,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Count,-243
NSW,138,Page,1,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Percent,-100
NSW,138,Page,2,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Count,4205
NSW,138,Page,2,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Percent,4.02
NSW,138,Page,2,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Count,295
NSW,138,Page,2,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Percent,35.8
NSW,138,Page,2,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Count,5780
NSW,138,Page,2,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Percent,5.53
NSW,138,Page,2,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Count,148
NSW,138,Page,2,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,17.96
NSW,138,Page,2,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Count,8947
NSW,138,Page,2,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Percent,8.56
NSW,138,Page,2,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Count,59
NSW,138,Page,2,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Percent,7.16
NSW,138,Page,2,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Count,0
NSW,138,Page,2,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Percent,0
NSW,138,Page,2,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Count,-824
NSW,138,Page,2,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Percent,-100
NSW,138,Page,2,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Count,19592
NSW,138,Page,2,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Percent,18.74
NSW,138,Page,2,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Count,44
NSW,138,Page,2,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Percent,5.34
NSW,138,Page,2,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Count,1820
NSW,138,Page,2,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Percent,1.74
NSW,138,Page,2,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Count,70
NSW,138,Page,2,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Percent,8.5
NSW,138,Page,2,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Count,2495
NSW,138,Page,2,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Percent,2.39
NSW,138,Page,2,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Count,52
NSW,138,Page,2,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Percent,6.31
NSW,138,Page,2,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Count,47787
NSW,138,Page,2,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Percent,45.7
NSW,138,Page,2,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Count,59
NSW,138,Page,2,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Percent,7.16
NSW,138,Page,2,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Count,13943
NSW,138,Page,2,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Percent,13.33
NSW,138,Page,2,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Count,97
NSW,138,Page,2,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Percent,11.77
NSW,138,Page,2,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Count,0
NSW,138,Page,2,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Percent,0
NSW,138,Page,2,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Count,0
NSW,138,Page,2,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Percent,0
NSW,138,Page,3,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Count,4296
NSW,138,Page,3,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Percent,4.11
NSW,138,Page,3,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Count,91
NSW,138,Page,3,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Percent,5
NSW,138,Page,3,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Count,5940
NSW,138,Page,3,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Percent,5.68
NSW,138,Page,3,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Count,160
NSW,138,Page,3,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,8.79
NSW,138,Page,3,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Count,9342
NSW,138,Page,3,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Percent,8.93
NSW,138,Page,3,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Count,395
NSW,138,Page,3,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Percent,21.7
NSW,138,Page,3,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Count,0
NSW,138,Page,3,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Percent,0
NSW,138,Page,3,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Count,0
NSW,138,Page,3,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Percent,0
NSW,138,Page,3,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Count,19877
NSW,138,Page,3,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Percent,19.01
NSW,138,Page,3,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Count,285
NSW,138,Page,3,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Percent,15.66
NSW,138,Page,3,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Count,0
NSW,138,Page,3,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Percent,0
NSW,138,Page,3,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Count,-1820
NSW,138,Page,3,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Percent,-100
NSW,138,Page,3,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Count,2624
NSW,138,Page,3,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Percent,2.51
NSW,138,Page,3,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Count,129
NSW,138,Page,3,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Percent,7.09
NSW,138,Page,3,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Count,48055
NSW,138,Page,3,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Percent,45.96
NSW,138,Page,3,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Count,268
NSW,138,Page,3,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Percent,14.73
NSW,138,Page,3,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Count,14435
NSW,138,Page,3,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Percent,13.8
NSW,138,Page,3,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Count,492
NSW,138,Page,3,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Percent,27.03
NSW,138,Page,3,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Count,0
NSW,138,Page,3,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Percent,0
NSW,138,Page,3,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Count,0
NSW,138,Page,3,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Percent,0
NSW,138,Page,4,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Count,4824
NSW,138,Page,4,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Percent,4.61
NSW,138,Page,4,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Count,528
NSW,138,Page,4,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Percent,20.12
NSW,138,Page,4,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Count,6948
NSW,138,Page,4,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Percent,6.64
NSW,138,Page,4,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Count,1008
NSW,138,Page,4,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,38.41
NSW,138,Page,4,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Count,9460
NSW,138,Page,4,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Percent,9.05
NSW,138,Page,4,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Count,118
NSW,138,Page,4,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Percent,4.5
NSW,138,Page,4,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Count,0
NSW,138,Page,4,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Percent,0
NSW,138,Page,4,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Count,0
NSW,138,Page,4,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Percent,0
NSW,138,Page,4,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Count,20042
NSW,138,Page,4,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Percent,19.17
NSW,138,Page,4,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Count,165
NSW,138,Page,4,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Percent,6.29
NSW,138,Page,4,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Count,0
NSW,138,Page,4,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Percent,0
NSW,138,Page,4,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Count,0
NSW,138,Page,4,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Percent,0
NSW,138,Page,4,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Count,0
NSW,138,Page,4,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Percent,0
NSW,138,Page,4,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Count,-2624
NSW,138,Page,4,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Percent,-100
NSW,138,Page,4,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Count,48523
NSW,138,Page,4,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Percent,46.4
NSW,138,Page,4,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Count,468
NSW,138,Page,4,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Percent,17.84
NSW,138,Page,4,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Count,14772
NSW,138,Page,4,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Percent,14.13
NSW,138,Page,4,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Count,337
NSW,138,Page,4,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Percent,12.84
NSW,138,Page,4,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Count,0
NSW,138,Page,4,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Percent,0
NSW,138,Page,4,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Count,0
NSW,138,Page,4,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Percent,0
NSW,138,Page,5,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Count,0
NSW,138,Page,5,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Percent,0
NSW,138,Page,5,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Count,-4824
NSW,138,Page,5,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Percent,-100
NSW,138,Page,5,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Count,9111
NSW,138,Page,5,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Percent,8.71
NSW,138,Page,5,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Count,2163
NSW,138,Page,5,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,44.84
NSW,138,Page,5,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Count,9766
NSW,138,Page,5,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Percent,9.34
NSW,138,Page,5,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Count,306
NSW,138,Page,5,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Percent,6.34
NSW,138,Page,5,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Count,0
NSW,138,Page,5,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Percent,0
NSW,138,Page,5,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Count,0
NSW,138,Page,5,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Percent,0
NSW,138,Page,5,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Count,20367
NSW,138,Page,5,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Percent,19.48
NSW,138,Page,5,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Count,325
NSW,138,Page,5,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Percent,6.74
NSW,138,Page,5,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Count,0
NSW,138,Page,5,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Percent,0
NSW,138,Page,5,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Count,0
NSW,138,Page,5,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Percent,0
NSW,138,Page,5,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Count,0
NSW,138,Page,5,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Percent,0
NSW,138,Page,5,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Count,0
NSW,138,Page,5,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Percent,0
NSW,138,Page,5,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Count,50083
NSW,138,Page,5,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Percent,47.89
NSW,138,Page,5,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Count,1560
NSW,138,Page,5,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Percent,32.34
NSW,138,Page,5,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Count,15242
NSW,138,Page,5,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Percent,14.58
NSW,138,Page,5,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Count,470
NSW,138,Page,5,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Percent,9.74
NSW,138,Page,5,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Count,0
NSW,138,Page,5,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Percent,0
NSW,138,Page,5,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Count,0
NSW,138,Page,5,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Percent,0
NSW,138,Page,6,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Count,0
NSW,138,Page,6,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Percent,0
NSW,138,Page,6,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Count,0
NSW,138,Page,6,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Percent,0
NSW,138,Page,6,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Count,0
NSW,138,Page,6,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Percent,0
NSW,138,Page,6,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Count,-9111
NSW,138,Page,6,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,-100
NSW,138,Page,6,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Count,10791
NSW,138,Page,6,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Percent,10.32
NSW,138,Page,6,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Count,1025
NSW,138,Page,6,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Percent,11.25
NSW,138,Page,6,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Count,0
NSW,138,Page,6,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Percent,0
NSW,138,Page,6,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Count,0
NSW,138,Page,6,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Percent,0
NSW,138,Page,6,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Count,21508
NSW,138,Page,6,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Percent,20.57
NSW,138,Page,6,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Count,1141
NSW,138,Page,6,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Percent,12.52
NSW,138,Page,6,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Count,0
NSW,138,Page,6,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Percent,0
NSW,138,Page,6,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Count,0
NSW,138,Page,6,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Percent,0
NSW,138,Page,6,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Count,0
NSW,138,Page,6,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Percent,0
NSW,138,Page,6,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Count,0
NSW,138,Page,6,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Percent,0
NSW,138,Page,6,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Count,53709
NSW,138,Page,6,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Percent,51.36
NSW,138,Page,6,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Count,3626
NSW,138,Page,6,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Percent,39.8
NSW,138,Page,6,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Count,18561
NSW,138,Page,6,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Percent,17.75
NSW,138,Page,6,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Count,3319
NSW,138,Page,6,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Percent,36.43
NSW,138,Page,6,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Count,0
NSW,138,Page,6,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Percent,0
NSW,138,Page,6,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Count,0
NSW,138,Page,6,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Percent,0
NSW,138,Page,7,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Count,0
NSW,138,Page,7,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Preference Percent,0
NSW,138,Page,7,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Count,0
NSW,138,Page,7,1,36647,SEARLES,Thomas,LDP,Liberal Democrats,N,N,Transfer Percent,0
NSW,138,Page,7,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Count,0
NSW,138,Page,7,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Preference Percent,0
NSW,138,Page,7,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Count,0
NSW,138,Page,7,2,37828,PIKE,Donna,ON,Pauline Hanson's One Nation,N,N,Transfer Percent,0
NSW,138,Page,7,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Count,0
NSW,138,Page,7,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Preference Percent,0
NSW,138,Page,7,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Count,-10791
NSW,138,Page,7,3,36365,MILLER,Kashmir,GRN,The Greens,N,N,Transfer Percent,-100
NSW,138,Page,7,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Count,0
NSW,138,Page,7,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Preference Percent,0
NSW,138,Page,7,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Count,0
NSW,138,Page,7,4,37459,SMITH,Heather Mary,CYA,Australian Federation Party,N,N,Transfer Percent,0
NSW,138,Page,7,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Count,26144
NSW,138,Page,7,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Preference Percent,25
NSW,138,Page,7,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Count,4636
NSW,138,Page,7,5,36935,DEEGAN,Patrick,ALP,Labor,N,N,Transfer Percent,42.96
NSW,138,Page,7,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Count,0
NSW,138,Page,7,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Preference Percent,0
NSW,138,Page,7,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Count,0
NSW,138,Page,7,6,36760,DUROUX,Brett Rodney,IAP,Indigenous - Aboriginal Party of Australia,N,N,Transfer Percent,0
NSW,138,Page,7,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Count,0
NSW,138,Page,7,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Preference Percent,0
NSW,138,Page,7,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Count,0
NSW,138,Page,7,7,36304,WILLIAMSON,Ian,UAPP,United Australia Party,N,N,Transfer Percent,0
NSW,138,Page,7,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Count,54779
NSW,138,Page,7,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Preference Percent,52.39
NSW,138,Page,7,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Count,1070
NSW,138,Page,7,8,36316,HOGAN,Kevin,NP,The Nationals,Y,Y,Transfer Percent,9.92
NSW,138,Page,7,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Count,23646
NSW,138,Page,7,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Preference Percent,22.61
NSW,138,Page,7,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Count,5085
NSW,138,Page,7,9,37568,LUKE,Hanabeth,IND,Independent,N,N,Transfer Percent,47.12
NSW,138,Page,7,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Count,0
NSW,138,Page,7,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Preference Percent,0
NSW,138,Page,7,10,36255,KILLINGBECK,Serge,TNL,TNL,N,N,Transfer Count,0
