CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED409,17,28,58,57,102,140,203,191,135,928,23,13,35,93,302,607,684,494,195,2459,571,2088,2952,2320,2261,1986,1028,500,295,13990,9,0,18,36,101,154,193,201,138,860,861,688,1298,1397,1569,1778,1147,707,439,9878,15434,7472,8205,6635,5063,3907,2052,817,230,49819,1723,998,1068,853,816,714,512,348,225,7259,19693,11915,14264,12230,11216,11068,7854,4693,2085,95019,44,164,628,1303,2666,4817,4899,3467,1472,19460,3224,2603,3336,2994,2572,2728,1997,1084,362,20897,27,39,112,242,575,1127,1395,967,380,4871,0,9,8,12,34,81,273,556,609,1590,68,193,473,1035,1948,3236,3290,1908,645,12803,81,87,160,264,786,1629,2203,1780,912,7893,49,51,93,111,183,311,414,392,213,1818,64,48,82,169,520,1126,1313,955,329,4608,1127,3302,4607,3834,3726,3374,1823,802,393,22992,19,10,31,82,198,388,491,433,235,1883,2219,1419,2115,2320,2705,3186,2104,1144,643,17857,30683,16233,17243,14093,10955,8203,4067,1540,467,103492
CED410,20,13,30,32,40,70,138,179,141,673,24,7,12,45,84,215,422,424,252,1471,236,1373,1585,1327,1402,1216,896,656,507,9197,5,3,6,11,48,88,186,249,226,820,489,661,884,1007,1244,1397,1513,1108,691,8994,12892,7678,8848,9194,7663,6119,4100,1885,611,59000,693,569,555,576,640,543,481,472,373,4889,14847,10665,12291,12913,12273,11498,10559,7584,4085,96716,22,86,257,515,1361,2744,4442,4368,2473,16276,1524,1656,1779,1781,1762,1523,1605,1123,496,13249,30,43,78,226,526,1037,1704,1551,722,5918,0,0,6,5,17,53,219,693,1089,2096,37,106,199,554,1072,1710,2395,2098,859,9024,42,54,70,136,453,1179,2168,2514,1667,8285,38,36,59,64,111,183,306,407,272,1461,37,29,31,76,155,422,764,813,450,2771,423,2117,2548,2256,2458,2103,1503,1026,683,15118,10,4,17,25,99,220,424,551,422,1768,1149,1165,1405,1701,2219,2508,2573,1856,1040,15608,26004,16767,18163,18246,15115,11734,7522,3497,1072,118117
CED494,0,0,0,0,0,0,4,0,0,11,0,7,3,5,7,13,14,0,0,41,17,65,77,59,39,34,20,6,0,317,0,0,0,3,8,3,0,0,0,17,5,23,34,17,20,33,21,4,0,161,125,83,123,75,60,79,39,6,5,593,42,37,73,79,46,37,22,3,0,345,197,214,305,245,178,197,141,26,10,1506,0,5,17,21,40,74,81,19,5,263,41,69,65,51,48,31,31,9,0,345,0,0,0,4,7,19,29,4,3,70,0,0,0,0,0,0,0,4,0,8,0,0,8,4,31,37,49,8,0,149,5,0,6,0,9,28,36,9,4,100,0,0,0,0,5,7,8,0,0,22,0,7,3,7,7,24,24,6,0,74,28,104,132,103,92,75,38,6,0,580,0,0,3,4,9,7,11,0,0,35,15,43,48,31,63,76,42,8,0,328,248,170,265,197,167,172,97,21,4,1338
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
CED501,7,13,29,58,74,120,171,153,84,697,25,22,28,58,184,388,511,411,127,1752,507,1817,2483,2153,1828,1344,697,289,142,11269,0,4,11,20,76,128,158,151,88,643,706,707,1057,1232,1348,1367,957,544,238,8157,15464,6982,7983,7937,6353,4313,2269,836,204,52336,1585,932,1005,930,869,653,446,343,229,6995,19305,10863,13245,13219,11859,9901,7174,3951,1466,90975,31,145,469,1037,2123,3477,3813,2710,934,14741,2874,1880,2452,2378,2012,1635,1227,655,169,15283,45,43,129,275,611,1044,1304,930,305,4684,0,0,0,9,13,61,136,348,267,844,61,128,313,651,1389,2112,2189,1314,373,8538,55,48,96,189,560,1261,1756,1595,594,6153,33,26,62,96,151,249,335,336,173,1456,54,32,65,114,322,732,985,839,262,3406,1095,2763,3780,3367,2927,2238,1201,529,190,18085,4,7,25,51,137,276,381,390,163,1440,1835,1259,1676,1923,2259,2368,1695,974,396,14385,31224,15226,16355,16125,13047,8797,4359,1601,372,107107
CED502,17,24,33,56,73,122,174,140,81,720,28,6,34,67,181,385,520,326,107,1664,359,1580,2040,1686,1431,1237,690,267,102,9390,9,4,6,52,75,96,177,152,74,637,696,622,959,1214,1163,1241,944,525,206,7577,16341,7277,9451,9554,5765,3865,2368,749,200,55575,1661,916,1036,1011,788,610,461,325,209,7011,19895,10835,14034,14600,10672,9131,7289,3728,1437,91615,35,105,397,854,1736,2860,3601,2383,845,12830,2343,1762,2184,2247,1801,1564,1305,608,160,13983,35,51,114,245,444,811,1200,786,237,3916,4,9,7,8,10,44,131,325,276,807,64,126,328,982,1698,2398,2630,1329,394,9950,48,40,96,257,582,1250,1872,1400,570,6108,50,33,63,111,136,231,370,321,148,1462,50,23,57,129,329,687,991,666,214,3143,794,2412,3123,2790,2373,1965,1142,448,145,15202,12,6,18,76,143,215,408,372,136,1378,1741,1154,1520,2049,2131,2182,1667,889,339,13678,33077,15540,18847,20023,12361,7925,4566,1532,350,114222
CED503,12,14,20,38,56,86,209,224,98,770,29,11,19,51,127,359,606,523,192,1912,311,1336,1738,1550,1462,1376,921,408,185,9283,3,7,13,23,68,135,219,244,134,836,541,497,707,902,1093,1303,1247,711,331,7337,12146,5676,5744,5967,5637,4939,3495,1333,275,45216,1224,732,669,732,822,782,641,503,338,6438,14969,8605,9309,9854,10309,10745,10067,5780,2108,81752,28,112,294,723,1671,3427,5348,4028,1402,17038,1999,1394,1639,1754,1654,1696,1676,966,263,13045,26,34,91,231,505,1143,1882,1515,442,5869,0,5,3,5,8,47,191,414,382,1051,58,129,191,441,977,1811,2641,1762,499,8515,40,36,74,134,453,1212,2509,2229,911,7606,29,19,30,67,105,201,426,506,227,1612,46,19,39,93,226,654,1224,1094,369,3764,720,2037,2592,2449,2357,2244,1634,764,274,15068,9,11,21,55,134,268,521,581,260,1859,1390,938,1093,1428,1817,2280,2248,1302,521,13011,24069,11823,11346,11820,11316,9773,6674,2678,542,90050
CED504,15,18,29,39,86,110,165,185,102,751,13,6,25,46,134,361,461,376,132,1558,298,1323,1677,1478,1337,1284,775,359,187,8710,3,3,14,20,68,123,171,209,132,731,522,542,787,1000,1137,1434,1205,710,391,7728,13129,7412,9459,8495,6605,5195,3225,1212,291,55018,1321,782,959,901,785,716,533,364,138,6502,15839,10489,13440,12680,11288,11010,9184,5066,1937,90932,26,90,318,644,1469,3031,4133,3000,1214,13920,1688,1601,1907,1936,1725,1692,1451,785,242,13035,38,33,94,209,446,955,1408,1025,326,4530,0,3,8,10,20,61,175,533,532,1331,38,92,243,636,1315,2343,3142,1850,501,10159,38,38,69,165,518,1265,2117,1784,750,6746,41,30,47,89,158,249,399,391,186,1591,32,15,65,97,252,640,935,756,264,3058,598,2046,2655,2473,2230,2080,1295,592,273,14239,4,3,18,43,134,294,427,456,243,1627,1231,1037,1314,1691,1962,2543,2171,1239,602,13788,26780,15794,19470,17331,13415,10364,6127,2402,528,112216
CED505,13,9,17,20,48,59,95,97,113,470,12,11,20,26,72,161,302,365,226,1196,236,1567,1609,1251,1094,927,614,376,276,7957,9,4,13,13,36,53,107,173,184,587,441,634,769,811,949,1105,1055,802,595,7155,12485,7602,8460,8773,7987,5586,3725,1738,540,56906,759,706,845,680,641,588,576,429,347,5559,14444,10945,12214,12230,11890,10041,8655,5817,3173,89421,30,101,263,429,1065,2048,3167,2953,1633,11697,1352,1661,1751,1628,1612,1282,1145,734,334,11501,36,51,109,231,593,1051,1533,1384,640,5623,0,5,0,5,6,45,176,548,830,1615,42,97,131,260,456,811,1251,1110,485,4636,27,38,57,110,318,859,1644,1864,1210,6123,26,26,32,57,95,123,186,255,209,1009,36,34,29,45,121,278,554,638,375,2119,474,2361,2476,2098,1920,1535,1069,628,372,12933,6,13,15,30,86,122,275,439,321,1308,1017,1116,1170,1317,1667,1945,1929,1370,884,12424,25495,15798,16771,17047,15513,11068,7004,3134,872,112703
CED506,13,11,25,65,120,151,203,171,71,827,27,12,23,46,155,357,463,253,76,1410,276,1000,1631,1513,1395,1118,582,229,105,7847,4,4,7,36,89,118,166,150,80,655,544,395,724,909,1109,1158,787,386,174,6187,15206,6686,9101,8254,6789,5365,2779,914,199,55288,3136,1626,2274,2106,1864,1584,1003,509,209,14309,19954,10230,14497,13907,12916,11950,8100,3715,1268,96523,38,88,322,725,1746,3293,3812,2167,713,12903,1991,1412,1980,2085,1948,1892,1333,572,157,13371,20,37,84,239,559,1149,1419,885,235,4636,0,3,9,8,28,68,162,347,325,952,72,142,312,709,1499,2456,2408,1218,296,9116,95,88,132,251,667,1509,1924,1349,510,6511,33,22,70,112,227,328,437,367,151,1739,59,34,42,82,296,732,1002,592,166,3004,603,1567,2434,2373,2346,2020,1137,428,165,13068,13,11,14,58,158,276,413,357,134,1432,1312,777,1154,1493,1872,2116,1576,741,278,11315,30842,14309,18657,17534,14946,11630,6031,1952,389,116279
CED507,7,3,12,37,59,101,134,135,108,598,24,13,13,41,113,311,494,343,136,1485,351,1258,1540,1607,1552,1349,826,343,202,9025,0,4,12,24,49,93,189,190,132,703,509,441,626,855,1024,1294,1046,606,338,6734,11880,4978,5453,6705,6172,5118,3456,1272,298,45335,1292,707,740,795,843,818,707,424,211,6548,14749,7743,8785,10762,10969,10861,9404,4893,2010,80181,40,116,304,818,1836,3508,4682,3020,1256,15570,2141,1321,1493,1838,1726,1603,1531,726,250,12631,28,19,79,233,521,1082,1671,1140,353,5125,0,3,0,8,14,59,184,436,488,1200,49,99,190,392,899,1561,2230,1294,461,7181,40,38,51,123,398,1036,1962,1667,838,6153,31,15,32,70,124,209,307,322,185,1286,47,28,38,68,211,582,975,740,245,2928,745,1926,2347,2516,2531,2265,1491,628,287,14729,5,8,32,36,107,231,452,399,220,1486,1251,876,957,1361,1694,2216,1942,1085,510,11886,24020,10816,11059,13176,12439,10096,6830,2509,541,91474
CED508,14,15,32,40,42,86,105,135,110,570,9,19,19,34,94,229,406,299,125,1227,283,1544,1962,1631,1442,1114,680,329,231,9210,5,7,8,23,41,94,134,150,99,559,514,658,918,1062,1142,1213,956,578,421,7468,12517,6315,8476,8455,6828,5011,2959,990,246,51805,958,725,851,812,765,636,499,302,264,5801,14852,9590,12774,12844,11433,10021,7688,4071,1930,85202,31,110,344,720,1438,2620,3356,2405,1073,12099,1623,1501,2029,2038,1649,1397,1082,563,228,12114,22,29,128,266,495,980,1347,840,304,4409,0,6,0,4,12,48,132,388,480,1066,36,116,190,418,829,1417,1842,1200,452,6493,38,33,59,123,418,1028,1618,1375,758,5455,21,28,52,98,109,201,253,296,194,1249,27,30,32,84,186,434,738,574,223,2326,551,2330,2981,2661,2420,1838,1187,529,329,14826,11,8,21,48,106,203,318,333,185,1227,1251,1144,1453,1704,1979,2083,1713,989,624,12951,25234,13115,16952,17144,13756,9962,5646,1963,470,104243
CED509,18,23,27,48,74,90,117,147,90,624,14,11,25,35,133,264,408,336,113,1332,354,1507,1889,1744,1552,1105,632,314,171,9261,5,0,7,34,61,95,140,167,102,610,585,641,843,1107,1152,1214,985,581,345,7449,14590,6668,8015,8024,6643,4816,2725,1010,250,52739,1146,727,900,849,808,621,487,307,192,6036,17468,9944,12260,12627,11737,9961,7583,4168,1651,87397,39,103,346,801,1665,2799,3479,2538,947,12721,2245,1744,2002,2123,1928,1600,1231,684,204,13751,28,29,93,268,590,946,1293,987,315,4547,0,0,3,6,17,35,132,375,439,1015,59,96,254,617,1235,1741,2014,1286,381,7676,46,44,60,149,497,1062,1749,1552,657,5817,35,31,44,97,143,194,258,300,158,1255,55,25,36,66,226,522,830,677,232,2671,740,2317,2883,2800,2515,1849,1112,524,243,14993,7,7,19,52,127,221,331,399,190,1349,1559,1198,1370,1777,2011,2122,1773,999,508,13328,29493,14445,15860,16336,13444,9678,5286,2002,466,107003
CED510,14,5,15,26,27,73,101,104,66,443,14,10,6,31,71,220,397,293,140,1181,316,1348,1120,1373,1222,1020,616,297,199,7506,0,6,11,34,35,79,140,137,138,578,523,569,595,878,1058,1351,1302,598,347,7226,12668,6484,5523,7478,7473,6279,3821,1118,267,51115,780,539,506,592,685,622,469,258,168,4626,14905,9341,8136,11210,11932,11711,9564,4287,1868,82942,36,102,209,568,1427,2990,4299,2568,1069,13266,1730,1504,1316,1822,1816,1586,1421,626,198,12013,29,35,66,251,589,1084,1755,1065,343,5222,0,0,0,4,8,50,158,379,502,1109,61,104,101,264,645,1357,1984,1141,368,6020,45,37,47,114,408,1153,2140,1545,685,6179,23,23,28,62,73,169,249,255,133,1015,30,23,26,61,125,369,762,576,230,2200,656,2084,1792,2178,2032,1700,1122,478,277,12318,5,8,11,50,75,175,369,354,230,1279,1277,1061,951,1368,1781,2310,2304,1035,527,12614,25690,14371,11350,15038,15076,12193,7430,2188,476,103811
CED511,13,7,31,33,86,128,169,157,84,719,18,21,7,53,163,407,557,371,142,1744,279,1290,1528,1513,1592,1512,848,396,205,9154,0,5,18,34,61,111,201,219,136,776,476,422,624,814,1076,1320,1047,635,376,6787,12383,5313,5965,6123,6030,5594,3421,1295,335,46465,1931,1086,1181,1238,1319,1312,979,569,246,9856,15755,8485,9885,10498,11496,12389,9886,5319,2071,85785,34,112,327,775,1954,4057,5128,3332,1265,16976,1932,1584,1787,1852,1988,2043,1690,831,225,13951,34,30,92,197,541,1194,1738,1244,395,5467,0,0,4,8,17,58,169,483,526,1275,46,101,269,490,1224,2185,2668,1651,446,9083,39,35,71,138,549,1459,2338,1861,821,7313,32,21,66,65,162,283,380,348,169,1531,48,31,27,92,273,805,1229,819,271,3594,586,1982,2316,2378,2604,2637,1629,684,296,15109,4,9,23,47,111,253,512,492,246,1701,1186,838,992,1311,1879,2431,2039,1175,575,12427,24924,11807,12820,12768,12689,11784,7281,2579,650,97305
CED512,9,17,25,40,59,76,116,132,71,556,12,16,17,46,117,253,350,308,99,1209,401,1646,2051,1844,1505,1015,520,252,182,9416,6,4,9,34,59,85,127,145,111,568,661,638,982,1203,1322,1109,798,529,342,7568,16251,7786,8591,8975,7400,4376,2264,792,167,56604,1290,783,841,846,794,579,377,222,100,5829,19498,11320,13089,13837,12601,9127,6246,3456,1277,90442,36,121,378,799,1796,2622,2914,2120,774,11555,2466,1785,2199,2231,1904,1314,949,510,145,13504,44,47,86,230,563,865,1089,805,280,4009,0,6,6,6,9,30,121,373,382,944,79,120,258,601,1197,1637,1735,1088,279,6999,49,45,52,168,532,1089,1489,1275,552,5249,38,29,55,79,121,176,266,268,139,1170,44,29,50,87,229,468,687,560,179,2331,901,2489,3025,2776,2373,1640,846,427,252,14736,11,9,15,54,122,173,275,304,185,1157,1727,1205,1522,1816,2109,1944,1446,870,483,13114,32569,16618,17039,17992,15018,8835,4303,1507,300,114181
CED513,3,11,17,34,55,73,108,146,139,589,16,12,26,35,92,232,354,313,202,1292,186,1760,2785,1847,1402,1117,685,378,282,10433,3,4,12,23,34,90,127,153,178,616,358,660,1276,1193,1113,1232,1049,654,504,8038,10732,6502,12719,9725,6715,4970,2975,1107,410,55848,771,792,1403,959,821,633,502,335,235,6455,12461,9950,18806,14561,11189,9785,7724,4545,2749,91775,7,95,377,622,1262,2359,3150,2435,1522,11836,1059,1470,2828,2378,1723,1451,1118,626,290,12937,30,41,135,305,511,930,1278,948,451,4628,3,3,7,9,19,55,163,487,732,1474,42,85,235,464,812,1346,1765,1298,592,6642,33,46,66,152,430,1011,1594,1531,994,5843,16,22,43,73,113,186,243,332,253,1284,35,25,48,76,199,444,688,610,352,2483,398,2513,4432,3237,2496,1983,1190,620,382,17252,10,3,19,49,78,203,322,375,309,1360,901,1081,2004,1978,2036,2215,1872,1084,780,13951,21682,13413,26053,20436,13882,10169,5661,2129,685,114113
CED514,17,12,29,39,56,83,121,158,122,636,15,7,32,39,114,274,457,394,169,1498,207,1796,2238,1539,1294,1057,634,378,250,9392,6,8,13,29,52,99,147,217,164,734,420,656,1048,1027,1065,1245,1073,630,363,7522,12667,8110,12240,9487,6453,4992,3084,1086,333,58452,1082,901,1395,1031,811,719,541,449,460,7383,14872,11882,17544,13997,10918,10034,8226,4645,2585,94696,27,138,349,710,1308,2581,3468,2561,1351,12492,1301,1786,2317,1988,1625,1489,1256,687,266,12721,25,41,109,276,528,906,1407,962,405,4657,0,5,4,7,12,55,177,494,586,1337,48,115,267,591,1104,1777,2226,1382,516,8033,30,50,83,167,477,1114,1787,1555,973,6229,29,21,61,81,119,184,286,308,213,1316,32,24,64,81,213,509,835,690,287,2728,447,2602,3603,2667,2191,1794,1124,622,374,15416,10,11,15,73,114,268,369,420,273,1546,1012,1146,1721,1768,1846,2202,1946,1078,560,13283,25830,17663,25969,19884,13505,9969,5832,2064,590,121303
CED515,3,14,21,32,53,80,124,129,144,591,12,12,14,21,71,178,358,324,179,1181,284,1440,1168,1172,1065,976,588,353,297,7343,3,0,11,17,46,62,154,191,166,653,506,666,659,922,1115,1305,1335,804,538,7846,14377,8463,6849,9692,8364,6497,4340,1520,499,60604,763,656,610,652,703,614,492,360,247,5092,16440,11648,9668,13329,12813,11682,10011,5554,2912,94068,38,98,180,531,1296,2419,3663,2943,1615,12787,1471,1548,1296,1629,1527,1385,1265,684,271,11079,32,49,82,235,551,1035,1639,1236,540,5396,4,5,0,4,5,30,184,554,804,1585,51,111,145,490,1031,1673,2296,1559,589,7943,35,40,58,141,411,1110,2062,1901,1083,6845,18,32,28,73,105,189,298,331,257,1337,32,26,25,48,131,354,634,665,329,2240,571,2169,1872,1903,1813,1591,1010,581,404,11916,11,10,23,30,85,155,352,416,299,1378,1282,1246,1061,1498,1940,2230,2386,1382,830,13849,28826,18020,14068,18525,16428,12464,8118,2888,861,120208
CED594,0,0,0,0,0,3,7,0,3,11,0,0,4,3,10,7,12,3,0,46,4,62,79,88,61,35,20,0,0,348,0,0,0,0,3,0,8,0,0,18,9,25,32,40,33,40,27,3,0,210,269,136,307,193,131,168,91,13,0,1296,93,172,267,281,223,162,87,14,12,1315,380,410,692,613,468,477,316,38,16,3416,0,10,6,35,61,122,136,24,3,399,28,50,72,68,56,40,35,10,0,371,0,0,4,9,16,33,53,10,0,130,0,0,0,0,0,0,0,0,3,11,0,4,9,14,31,54,65,8,3,198,0,0,6,12,22,44,68,24,4,185,0,0,0,7,7,7,13,3,3,33,3,4,3,9,17,20,35,10,0,103,14,104,149,157,133,86,36,9,6,688,0,0,0,0,10,8,19,0,0,40,21,49,59,72,71,89,70,6,0,430,528,305,612,469,315,334,212,26,4,2794
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,5,5,4,0,0,30,0,8,3,3,8,0,0,0,0,20,0,13,14,11,9,3,4,0,0,58,0,0,0,0,0,0,0,0,0,14,0,0,0,8,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,22,60,84,56,24,8,0,0,248
CED601,6,12,19,33,64,100,172,164,109,686,8,6,24,56,177,363,469,410,126,1635,295,1159,1445,1253,1284,1060,704,303,178,7675,0,0,4,33,76,100,161,180,127,685,354,392,547,660,909,979,894,549,349,5627,7051,3843,4511,3622,3571,3277,2153,835,231,29103,773,528,498,478,471,491,456,302,182,4174,8977,6200,7329,6593,7136,7501,6654,3935,1718,56024,38,90,291,646,1578,2975,3882,2831,1152,13470,1548,1289,1489,1444,1429,1359,1321,749,217,10853,17,33,68,137,352,778,1142,841,300,3654,4,0,0,8,18,42,125,326,378,912,30,82,198,345,700,1299,1690,1100,318,5760,39,35,56,99,325,888,1537,1402,660,5035,22,28,38,56,128,191,313,322,176,1272,13,14,47,99,321,677,932,743,226,3070,636,1841,2326,1984,2091,1816,1196,526,254,12683,0,3,7,41,131,235,406,397,232,1451,873,723,940,1051,1514,1785,1574,932,492,9876,14083,8307,9797,7557,7237,6360,4198,1639,407,59589
CED602,11,13,22,37,58,129,198,225,122,810,11,3,21,60,192,412,603,390,137,1826,251,1053,1329,1201,1272,1177,736,318,194,7531,0,5,8,22,73,119,170,174,121,701,313,375,535,639,881,1083,890,477,261,5454,7003,3469,3828,3333,3567,3417,2328,983,281,28209,845,465,484,455,565,569,547,368,152,4455,9031,5696,6500,6138,7236,8221,7347,4264,1689,56132,31,80,267,611,1649,3302,4403,2974,1101,14419,1678,1300,1416,1474,1528,1534,1498,754,195,11385,12,15,49,129,400,811,1249,934,310,3916,3,0,0,3,22,46,108,322,314,828,39,83,175,320,823,1419,1931,1280,362,6427,51,44,51,117,406,953,1729,1527,656,5542,18,24,43,60,123,233,428,448,208,1597,27,12,37,110,352,750,1123,795,241,3436,522,1636,1990,1898,2154,1969,1304,575,262,12309,11,5,18,34,147,244,449,422,202,1523,850,710,842,1017,1474,1929,1647,843,384,9697,13943,7433,8157,6769,7216,6920,4630,1913,476,57456
CED603,6,8,13,33,42,80,115,147,77,528,18,10,16,28,86,202,305,285,91,1034,226,1457,1535,1243,1218,965,627,335,195,7790,0,0,4,27,39,75,144,157,114,565,281,499,675,751,834,950,816,520,360,5681,6645,4066,7212,4401,3582,2955,1951,783,244,31838,615,475,625,438,442,426,349,250,150,3766,8136,6707,10293,7252,6815,6760,5870,3519,1705,57059,17,86,253,551,1242,2405,3265,2302,1132,11264,1058,1288,1319,1309,1218,1180,1003,539,223,9148,19,38,67,162,338,663,1051,754,329,3419,5,0,0,3,11,42,160,373,415,1015,40,102,184,315,533,1034,1281,917,320,4727,29,35,52,97,272,735,1220,1154,666,4263,8,17,29,64,84,160,279,272,127,1033,25,25,37,59,177,406,561,505,180,1973,445,2222,2494,2088,2071,1714,1041,513,268,12852,0,10,19,39,77,167,320,333,188,1143,738,863,1072,1204,1474,1652,1412,865,538,9824,13430,8807,15452,9085,7203,5838,3778,1498,420,65519
