CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
CED401,0,0,7,28,267,251,491,476,110,130,136,263,101,24,65,2353,47,41,63,43,255,81,50,22,3,4,5,0,4,0,16,640,0,0,18,48,51,57,156,89,44,51,55,87,40,7,5,709,0,13,25,48,55,96,255,67,11,29,45,72,13,11,14,751,0,3,10,24,28,46,153,226,58,70,87,143,62,5,9,928,0,0,0,0,24,41,66,160,47,45,59,60,31,0,15,533,0,0,0,20,116,87,174,116,25,22,21,39,12,5,20,658,153,858,2129,1096,664,438,958,414,73,94,88,92,97,45,162,7348,0,5,31,65,60,92,153,109,25,34,32,42,53,14,17,725,0,3,6,599,1696,907,795,643,249,225,291,316,186,40,169,6107,180,360,560,558,899,1394,2021,1397,522,529,564,695,354,62,182,10272,721,3812,5378,3697,5427,5209,13522,11232,3505,4085,4924,6363,2849,498,1464,72675
CED402,0,0,0,23,89,87,318,361,63,102,60,91,25,15,49,1298,3,4,15,11,36,13,3,0,0,0,0,0,0,0,6,87,0,0,4,7,3,0,3,4,0,0,0,7,0,0,3,39,0,3,15,23,15,55,167,96,18,23,41,48,27,6,16,551,0,0,3,12,8,0,12,34,14,15,10,17,0,0,0,122,0,0,0,0,0,0,12,34,11,11,14,23,9,0,3,107,0,0,0,10,11,17,116,96,14,29,11,24,6,8,11,357,149,867,2616,1031,439,253,542,215,21,23,23,29,12,0,337,6557,0,10,23,40,27,38,77,37,11,9,12,10,12,0,16,317,0,0,4,7,23,23,51,48,29,36,6,18,12,0,43,302,75,183,247,172,110,114,419,343,78,74,96,163,87,85,193,2439,397,2147,3665,1779,1293,1089,2760,2113,517,619,586,896,349,140,994,19336
CED403,0,0,4,46,189,150,261,282,39,62,84,107,31,9,35,1298,28,26,27,26,221,89,39,24,3,3,8,12,3,0,10,537,0,3,13,48,53,44,117,68,26,32,32,34,13,4,6,496,3,7,38,77,79,125,325,136,25,44,78,115,57,5,18,1132,5,3,12,28,43,25,145,106,16,33,43,60,47,4,9,582,0,0,0,0,8,10,45,70,14,8,8,11,10,0,0,191,0,0,0,9,43,56,95,54,19,5,12,17,18,5,11,330,284,1119,2841,1544,1046,754,2027,812,116,102,122,160,73,39,276,11316,4,9,47,78,95,99,162,99,31,22,28,31,30,15,19,763,0,0,0,144,114,48,91,118,35,31,42,78,53,0,26,787,195,311,423,406,509,711,1068,870,419,356,381,524,226,31,132,6558,847,3084,4783,3343,3666,3361,9268,6155,1735,1866,2135,2702,1179,212,912,45251
CED404,0,0,0,33,132,92,221,330,59,76,76,93,28,14,27,1187,8,9,20,5,29,11,11,0,0,0,0,0,0,0,0,95,0,0,7,7,6,4,5,4,0,4,5,0,0,0,0,41,0,3,10,35,14,33,199,92,19,6,21,23,26,8,15,495,0,6,0,7,5,4,33,51,16,27,23,16,7,0,5,185,0,0,0,0,0,0,7,13,3,3,0,11,9,0,0,42,0,0,0,6,9,11,40,51,14,10,16,13,5,0,13,182,155,879,3640,1315,411,210,402,157,16,27,26,21,7,5,364,7631,0,4,29,25,32,22,35,23,0,3,12,6,3,6,11,208,0,0,0,6,19,15,31,55,9,5,3,14,4,0,14,176,49,171,305,239,145,103,223,158,46,51,66,112,113,40,93,1905,358,1952,4684,2177,1192,764,1906,1467,299,387,444,473,285,102,758,17254
CED405,0,3,0,44,221,200,460,464,117,78,92,128,46,13,40,1910,48,66,72,55,222,59,64,40,12,6,0,3,0,0,20,665,4,0,6,19,24,13,44,21,3,13,0,3,8,0,7,178,3,0,16,40,41,70,257,115,45,31,77,81,64,4,10,871,0,0,16,16,19,7,44,54,10,21,21,19,17,0,8,250,0,0,0,0,3,8,27,49,4,4,7,5,0,0,3,122,0,0,0,5,67,50,107,64,12,10,22,24,13,5,11,391,144,859,2533,1076,674,451,1393,737,94,82,81,83,65,30,214,8515,0,0,20,51,45,74,97,64,24,23,24,13,14,7,21,474,0,0,12,345,831,467,447,326,94,90,97,126,51,10,131,3014,218,400,588,561,691,1508,1500,951,338,311,299,293,149,26,138,7969,965,4185,5998,3275,3904,3993,8215,5672,1474,1575,1811,1995,907,188,1046,45196
CED406,0,0,0,43,205,229,383,216,50,48,51,43,18,4,26,1314,15,7,22,41,393,151,64,26,7,4,0,0,0,0,18,747,0,0,8,27,14,14,59,23,14,6,3,0,0,0,0,182,0,0,18,51,58,122,520,239,86,44,75,41,45,4,13,1333,0,0,6,17,25,11,57,41,7,15,9,15,0,0,8,221,0,0,0,4,0,7,14,14,0,7,0,0,0,0,0,56,0,0,0,6,20,30,80,41,11,7,5,19,10,0,6,240,202,1053,4954,2946,1806,1115,3918,1608,146,132,116,176,78,25,393,18664,0,10,24,48,61,72,100,85,21,9,18,17,13,4,8,478,0,0,0,41,40,11,36,42,10,9,4,10,5,0,9,217,78,212,458,379,438,464,781,438,109,95,78,101,26,16,92,3764,466,2392,6410,4453,4195,3167,8403,4109,681,587,552,661,323,82,795,37292
CED407,0,0,7,31,320,282,644,483,92,66,80,90,40,6,30,2168,10,31,40,57,346,147,67,6,0,7,0,3,0,0,13,724,0,3,11,22,19,25,63,18,11,0,7,3,0,3,0,192,0,0,17,53,55,97,268,92,11,12,24,34,17,0,9,697,0,9,10,23,32,38,181,176,38,43,72,69,40,3,13,745,0,0,0,0,7,22,34,39,4,14,9,10,3,0,0,149,0,0,0,5,118,49,96,55,18,11,12,12,3,4,13,398,215,1352,5312,2823,1130,585,1209,353,36,30,54,46,16,12,384,13551,0,0,25,68,50,33,94,62,7,7,9,11,11,4,3,391,0,0,9,313,927,436,338,222,61,52,59,61,28,0,88,2595,103,340,498,468,925,1042,1706,938,318,154,230,239,113,21,189,7280,599,3259,7332,4665,4830,4002,11043,7057,1564,1403,1859,2055,865,184,1176,51897
CED408,0,0,3,11,67,61,130,157,35,17,17,33,5,0,25,562,4,3,19,22,103,31,20,10,0,0,0,0,0,0,3,226,0,0,17,31,15,15,41,35,4,3,3,0,4,0,7,173,3,11,26,65,87,102,360,140,33,30,49,57,31,17,14,1026,0,9,0,20,17,6,33,36,6,3,0,3,4,0,12,142,0,0,0,0,4,7,11,14,7,0,7,6,5,5,5,64,0,0,0,10,7,30,58,30,6,8,21,21,7,0,10,205,272,1617,4915,2685,1555,1020,2701,911,107,73,66,84,57,12,535,16610,3,14,43,101,106,112,156,100,10,12,15,23,20,5,23,755,0,0,0,27,14,11,44,24,9,0,3,11,0,0,5,130,106,220,364,318,298,303,490,258,70,51,49,67,28,10,62,2685,637,3122,6207,4086,3213,2294,5216,2312,395,344,337,423,219,79,881,29769
CED409,0,0,0,36,243,254,701,479,79,71,69,135,34,5,53,2177,4,7,11,24,215,64,42,20,0,0,0,0,0,0,7,400,0,0,8,9,10,13,17,22,3,4,0,0,0,0,0,85,0,4,14,24,15,50,172,64,17,5,9,6,6,3,4,392,0,0,0,12,12,5,27,66,8,15,12,10,5,0,13,179,0,0,0,0,0,12,26,20,6,3,3,0,3,3,6,82,0,0,0,13,150,72,127,50,12,4,14,17,7,0,23,487,108,1460,6138,2672,866,470,821,238,8,47,14,20,9,10,463,13340,0,0,11,31,36,40,94,54,11,10,14,6,6,0,4,319,0,0,0,176,723,463,436,282,48,55,59,60,62,10,71,2440,56,197,354,387,1107,891,3660,2444,706,365,577,696,211,43,297,11977,322,2818,7648,3972,4022,3026,9174,6948,1507,1246,1386,1715,600,200,1292,45892
CED410,0,0,4,40,155,111,339,227,46,65,66,97,37,9,32,1232,41,30,55,43,263,93,62,12,10,5,10,10,0,0,18,661,0,5,28,60,103,75,155,111,20,33,31,31,14,7,10,696,3,6,38,61,91,122,334,95,24,22,52,81,21,0,3,949,0,11,13,43,90,113,463,483,79,136,185,201,100,12,15,1955,0,0,0,3,50,80,99,76,16,18,33,4,3,0,8,398,0,0,0,15,44,43,105,62,19,16,16,15,7,8,3,350,223,1005,2455,1257,754,494,1214,519,79,46,91,86,49,31,205,8493,3,7,51,78,73,69,201,106,39,30,39,24,47,10,4,789,0,0,6,267,299,81,128,156,41,62,81,69,31,3,33,1253,296,415,494,465,626,881,1431,923,313,344,398,381,151,37,121,7284,1100,5411,6219,3687,4611,4280,13387,9368,2462,2736,3319,3769,1589,295,1170,63408
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54,28,12,14,13,10,4,6,0,8,4,7,10,176,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,3,5,7,16,11,3,4,9,12,3,8,12,110,6,30,72,43,36,37,66,47,11,14,25,56,22,34,36,530
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
CED501,0,0,0,17,179,163,1292,1572,249,215,117,182,50,40,41,4122,3,0,5,11,67,20,41,30,0,11,0,7,0,0,4,196,0,4,14,50,50,65,166,65,9,6,10,4,5,0,9,461,0,3,24,94,200,311,1524,649,95,65,80,83,43,13,52,3244,0,3,5,0,8,11,71,57,5,6,3,5,6,0,10,202,0,0,0,0,0,5,25,31,5,7,4,8,0,0,4,85,0,0,0,9,43,59,193,166,35,12,27,36,18,6,28,629,193,661,4897,3374,2817,1793,5231,3274,201,165,172,153,73,12,437,23464,4,6,31,40,73,65,152,88,14,23,16,10,15,4,7,546,3,0,3,12,37,34,99,66,12,11,13,22,13,3,17,348,39,87,464,445,583,675,2043,996,162,141,117,112,54,33,174,6126,380,1298,6215,4982,5720,4890,16248,11184,1212,1044,996,1073,494,234,1246,57225
CED502,0,0,3,35,239,207,1853,2094,327,216,180,205,99,17,77,5546,9,7,8,20,88,35,35,19,0,8,7,0,0,0,0,241,6,10,25,136,252,211,642,256,44,52,44,35,18,0,27,1763,0,4,19,141,172,205,1084,528,30,35,29,66,4,16,27,2366,0,9,13,25,52,92,616,676,38,65,57,79,53,10,21,1800,0,0,0,0,10,22,76,113,10,16,21,22,3,0,5,318,0,0,0,18,92,94,511,229,57,56,46,32,5,5,22,1174,149,488,3540,2606,2197,973,1473,679,57,59,48,58,38,22,292,12673,0,9,36,54,54,60,109,71,17,9,12,4,10,0,6,452,0,0,0,29,122,72,142,116,19,18,14,32,10,3,17,603,42,87,526,553,894,1166,4064,2009,446,297,317,352,111,55,209,11129,372,1360,5112,4853,6741,5893,22128,15274,2229,1818,1975,2470,878,294,1340,72732
CED503,0,0,3,15,106,96,492,533,103,66,89,74,26,10,42,1647,9,0,4,6,52,10,19,14,0,5,0,0,0,0,9,142,5,3,22,36,47,31,92,43,0,4,4,5,3,0,9,310,3,9,36,97,153,252,1235,512,65,28,65,43,20,6,37,2551,6,7,13,8,13,13,38,51,5,0,7,9,0,0,0,158,0,0,0,0,0,8,9,21,0,0,0,8,0,0,0,53,0,0,0,12,36,49,138,109,31,19,38,25,7,3,21,482,281,849,4517,3196,2429,1393,3748,1792,135,105,93,105,54,24,545,19273,4,13,55,62,57,54,112,60,7,9,11,12,6,0,17,475,0,0,0,9,22,16,46,48,14,14,13,17,6,0,12,214,55,106,374,353,403,306,1238,624,67,67,77,81,40,9,98,3889,585,1771,5812,4849,4836,3401,9964,5965,644,493,593,671,308,153,1139,41184
CED504,0,0,7,68,287,251,723,686,165,96,89,104,44,5,45,2581,34,21,31,57,326,88,63,46,8,0,6,4,0,3,11,698,3,16,55,137,233,144,244,76,12,4,5,5,7,0,8,952,0,3,21,96,395,366,717,206,34,15,14,22,15,15,18,1953,6,14,41,81,121,51,150,92,15,15,19,63,16,0,9,691,0,0,0,3,27,19,72,123,16,25,23,35,8,0,5,358,3,0,4,27,116,126,391,261,76,32,50,46,9,4,32,1171,139,456,2376,1490,1367,779,1266,628,66,57,60,54,25,14,178,8942,0,0,19,54,27,75,107,69,14,10,14,25,12,8,12,445,0,0,9,556,2153,1323,1303,846,186,173,129,179,105,15,278,7253,102,134,868,955,1453,2597,4597,2553,722,599,602,712,200,50,324,16458,638,2357,6065,5725,9854,9095,16385,10921,2243,1855,1981,2474,963,209,1692,72464
CED505,5,0,9,23,89,62,141,134,41,36,36,42,16,5,19,645,23,7,12,41,206,38,56,69,8,6,18,4,4,0,17,509,18,26,65,175,229,246,383,154,42,60,45,65,82,12,31,1641,8,22,69,217,458,596,1262,463,63,66,84,100,63,31,34,3548,12,10,20,53,102,68,125,81,14,11,18,38,19,5,6,584,0,0,0,14,78,38,41,50,18,10,11,13,5,0,7,287,0,0,3,19,34,36,119,65,22,21,17,30,14,5,14,400,237,608,2061,1875,2086,1715,2999,1727,188,229,238,286,215,82,302,14858,4,8,68,146,167,156,332,267,51,71,64,92,112,36,40,1622,0,0,3,118,143,56,48,80,22,18,34,48,14,6,15,597,115,135,448,556,911,1079,2027,1687,472,568,715,1035,453,49,153,10396,776,1777,3830,4801,7224,6390,12178,8407,1580,1874,2106,2979,1724,438,1057,57136
CED506,0,0,0,36,139,115,638,933,199,127,152,171,65,21,59,2653,16,5,0,12,42,3,22,13,3,0,7,0,0,0,0,121,0,5,15,41,48,28,61,15,4,3,6,8,5,0,14,257,0,3,29,57,108,198,789,365,24,33,28,64,29,20,24,1765,0,0,3,0,12,7,77,50,13,11,15,26,3,5,22,258,0,0,0,0,5,3,28,80,3,5,38,45,11,0,0,225,0,0,0,15,31,68,194,171,42,39,45,58,28,9,32,733,124,457,2329,1484,1130,749,1695,737,65,58,73,115,39,8,379,9446,0,8,37,47,43,68,81,78,9,15,30,30,14,10,7,498,0,0,0,14,97,59,72,91,17,18,23,13,10,4,45,483,45,93,335,273,373,351,1011,666,121,145,177,387,169,159,244,4561,372,1027,3320,3012,3448,2864,7479,5344,837,790,977,1485,633,350,1415,33351
CED507,0,0,0,16,75,80,489,549,125,87,96,105,36,6,39,1703,9,8,7,4,58,12,18,19,0,0,0,0,4,0,3,148,4,8,13,30,23,25,57,26,4,4,5,4,4,0,6,202,0,3,36,106,193,245,1012,458,48,72,39,66,32,10,29,2361,0,0,3,0,11,11,32,36,10,10,3,5,0,8,0,128,0,0,0,0,3,4,33,82,14,20,39,65,21,0,3,283,0,0,4,8,21,24,112,57,17,11,18,25,12,0,12,322,247,654,2954,2001,1558,902,1812,852,96,48,71,118,64,19,383,11774,3,5,48,103,69,48,115,65,20,15,8,20,10,6,12,535,0,0,0,12,15,30,59,55,14,13,6,14,8,0,14,235,51,76,289,286,339,274,874,503,88,108,110,155,90,30,166,3426,555,1422,3979,3467,3676,2626,6785,4362,633,621,659,888,388,150,1028,31246
CED508,0,0,4,35,139,120,849,1143,194,124,133,142,46,24,42,2988,11,0,5,24,222,52,42,49,4,5,6,3,3,0,6,432,3,10,31,55,139,184,399,150,32,45,25,28,12,4,13,1130,0,13,38,133,318,431,969,388,52,30,58,71,38,12,20,2559,5,3,6,14,45,45,110,81,24,5,5,9,11,0,7,372,0,0,0,0,11,20,47,88,7,7,12,13,4,0,4,215,0,0,0,12,48,40,148,111,22,28,18,19,22,7,19,503,195,463,2422,1934,2074,1374,3082,1787,168,155,151,179,95,36,276,14383,0,13,34,61,116,122,168,145,45,26,33,47,24,18,21,865,0,0,0,46,72,41,63,55,8,22,14,12,11,0,7,338,48,134,895,938,1241,1337,2091,1304,193,212,194,254,129,29,175,9183,515,2004,5179,4484,6593,5930,13184,9099,1244,1137,1157,1418,689,242,1063,53933
CED509,0,0,3,27,159,217,1213,1364,172,115,137,146,62,13,51,3687,7,7,23,18,134,41,33,29,4,3,0,3,0,0,9,311,8,5,24,65,77,82,195,71,7,8,13,10,0,0,12,571,0,7,30,91,201,322,1148,456,53,47,48,58,23,19,49,2553,3,0,8,18,47,40,142,107,20,9,9,19,18,3,11,454,0,0,0,0,4,5,15,35,3,4,6,3,0,0,13,96,0,5,5,10,44,54,215,139,17,20,19,30,10,4,23,594,195,536,3455,2569,2380,1445,2914,1185,100,62,69,79,47,16,406,15458,7,9,45,61,80,82,133,96,11,11,14,13,9,6,28,616,0,0,0,35,183,195,182,112,28,14,17,27,11,3,94,905,66,124,519,471,726,946,3153,1368,197,146,137,178,85,51,262,8441,573,1611,5243,4544,6128,5337,15230,8911,1113,851,895,1072,493,218,1513,53729
CED510,0,0,7,42,167,96,99,109,33,10,29,39,16,0,17,650,9,4,15,43,316,83,61,56,6,8,0,10,9,0,4,625,0,11,32,110,143,132,143,46,14,15,15,20,17,6,23,735,0,6,40,170,373,864,2581,1072,177,142,190,157,88,59,39,5961,0,6,15,23,26,27,25,9,0,5,6,45,14,0,5,214,0,0,0,0,10,18,29,31,6,0,6,10,0,0,0,110,0,0,0,16,34,54,93,90,20,16,11,21,8,4,10,378,157,588,2945,3122,4743,3299,7481,3741,374,286,272,249,140,29,374,27803,6,5,30,76,88,95,175,138,21,11,23,33,47,15,14,773,0,0,0,67,131,38,40,32,5,7,9,12,12,0,8,381,52,111,502,614,1046,1023,1986,943,141,126,137,141,97,15,106,7029,429,1479,4584,5689,9897,7646,16088,8791,1054,876,976,1118,626,183,885,60312
CED511,0,3,0,25,115,109,667,641,128,110,140,188,68,22,65,2274,13,10,15,15,35,10,8,3,3,3,3,0,0,0,6,120,3,7,26,36,20,18,31,7,3,3,4,4,0,0,5,165,4,17,31,54,112,151,862,311,33,52,75,96,67,19,38,1931,3,11,4,3,6,14,33,27,4,8,8,15,5,0,0,134,0,0,0,0,0,0,4,26,4,0,14,22,0,0,8,87,0,0,3,8,12,50,181,132,50,36,26,29,10,4,20,562,271,729,3114,1950,1207,624,979,416,48,43,65,80,32,11,411,9980,4,9,43,81,59,52,91,54,10,4,7,15,7,0,10,448,0,0,0,3,8,13,23,42,14,11,12,20,6,3,24,182,50,90,319,264,322,247,942,533,136,120,159,218,120,142,147,3814,570,1581,4255,3299,3360,2463,6162,3896,671,619,820,1071,470,309,1221,30751
CED512,0,0,3,28,165,155,763,701,111,86,67,91,33,8,32,2246,3,0,7,32,220,74,57,64,5,0,8,5,4,0,13,481,0,4,18,59,91,110,255,75,16,10,11,6,13,3,11,679,0,0,14,100,203,516,3184,1638,210,178,168,193,91,52,65,6595,0,3,5,14,25,24,53,54,0,5,7,23,5,0,4,219,0,0,0,0,4,24,30,42,5,10,5,18,0,0,0,140,0,0,3,10,42,53,189,127,41,25,34,35,11,7,12,576,113,375,2469,2526,3676,3000,10414,4994,498,305,273,275,140,48,522,29637,0,5,26,49,51,63,170,89,8,12,10,11,6,4,3,503,0,0,5,73,487,332,254,175,41,42,18,40,18,9,46,1532,33,74,360,483,950,1244,3945,1542,232,187,196,179,113,24,143,9699,281,943,3641,4346,8118,7974,25642,13800,1636,1224,1210,1406,729,271,1183,72404
CED513,0,0,3,38,200,159,368,513,92,78,94,147,56,13,28,1780,40,17,39,52,294,99,74,73,10,11,21,11,6,0,19,764,7,15,47,146,215,224,327,135,40,35,43,50,46,0,24,1351,0,7,42,157,448,529,825,241,22,34,39,59,37,8,36,2478,6,6,34,58,79,55,107,126,20,28,36,136,42,6,12,751,0,0,0,4,15,29,93,236,24,22,34,61,7,0,11,533,0,3,0,24,74,78,267,189,51,39,42,47,41,9,19,875,161,439,2158,1791,2018,1406,2321,1241,160,138,171,233,129,57,274,12699,3,7,48,63,101,118,213,169,38,37,61,86,40,20,32,1021,0,0,3,426,896,404,326,310,72,82,83,99,53,13,101,2876,117,186,640,772,1020,1600,2438,1957,554,652,838,1211,508,75,226,12804,747,2321,5019,5219,8158,7297,13236,10661,2302,2447,3105,4124,1870,442,1408,68349
CED514,0,0,5,44,222,189,1095,1129,207,153,163,278,59,16,75,3634,28,20,20,34,173,63,43,37,0,7,8,4,3,0,18,455,5,13,47,205,293,303,469,197,46,53,64,82,45,9,31,1847,5,4,35,111,243,258,736,271,50,46,32,59,42,9,27,1905,6,7,15,44,80,70,310,210,57,40,74,160,70,4,16,1166,0,0,0,0,14,49,124,244,36,33,50,60,4,0,15,642,0,0,10,24,87,127,290,188,45,43,38,49,28,8,24,962,189,529,2665,1931,1713,1002,1733,921,105,98,99,139,66,25,311,11531,8,5,33,64,76,84,156,109,30,33,32,42,23,7,25,729,0,0,0,129,209,128,219,208,81,69,62,64,49,15,50,1289,82,141,587,644,963,1322,2951,2027,581,543,660,986,406,108,244,12247,589,1698,4681,4798,7024,6682,17299,13138,3073,2875,3591,4509,1911,416,1632,73912
CED515,0,0,3,41,158,99,331,377,57,55,52,50,41,17,28,1307,21,6,0,30,150,49,38,20,3,0,0,0,5,0,8,346,9,21,59,287,630,597,1286,514,91,84,96,119,64,12,52,3929,0,10,46,201,436,479,1176,377,51,40,53,55,52,24,37,3051,5,8,14,41,232,328,626,454,55,59,48,105,41,0,10,2021,0,0,0,0,60,112,109,144,20,16,32,34,19,5,10,552,0,4,3,24,78,68,193,96,24,33,22,28,14,0,19,612,217,585,2667,2221,2458,1260,2334,1164,126,102,132,114,70,26,259,13734,3,6,33,86,96,100,182,116,27,29,23,25,26,15,25,790,0,0,0,132,196,101,99,103,32,46,36,32,10,6,45,835,107,111,629,734,1129,1061,2034,1309,247,262,232,331,161,34,158,8527,628,1735,4856,5709,11140,9036,20566,12405,2064,1927,1961,2323,1226,308,1436,77326
CED594,0,0,0,0,0,0,6,12,0,0,0,0,0,0,8,35,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,18,3,0,4,0,0,0,9,6,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,7,80,51,48,38,43,27,8,4,14,31,16,12,53,431,0,4,0,0,3,4,4,4,0,0,0,10,5,3,4,43,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,11,0,0,8,8,20,8,30,13,12,10,16,57,23,12,44,258,7,25,109,106,143,110,179,110,28,22,56,166,79,92,210,1431
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,3,0,0,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,3,0,0,25,0,0,4,7,14,19,46,20,0,5,6,8,3,0,16,148
