CED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
CED117,17,111,0,5092,16,0,6,6,7,15,0,8,0,23,467,551,11,0,8,4,4,3,0,0,0,43,57,138,6142,789,168,2388,627,1685,292,930,263,3079,565,16936
CED118,10,26,3,1414,10,0,9,3,8,9,0,7,8,37,296,398,15,0,6,5,0,4,0,3,9,63,76,189,3247,482,232,1426,709,1630,329,800,392,4506,445,14202
CED119,13,64,4,1841,12,4,4,6,7,10,0,3,4,48,295,403,3,0,7,3,0,6,6,9,3,65,41,146,2833,509,131,1458,556,1292,253,931,299,5369,377,14007
CED120,15,86,5,1473,14,5,11,6,13,24,4,6,8,49,449,590,12,4,15,12,7,6,0,8,8,109,100,279,3460,752,225,2366,572,1639,283,1167,357,6013,639,17467
CED121,20,104,0,1287,3,4,0,9,12,16,3,15,4,61,635,766,6,3,9,11,4,5,0,0,0,153,109,299,3269,768,136,2333,379,1664,232,1268,294,7862,827,19035
CED122,15,131,5,3606,17,0,12,10,13,13,11,12,5,39,544,677,15,3,19,4,0,3,0,5,5,66,95,216,5314,883,228,2252,746,1759,374,1198,347,4592,722,18408
CED123,4,34,0,1041,17,6,6,7,6,12,3,11,7,43,395,520,9,0,4,6,0,7,3,4,3,89,81,212,3380,560,219,1856,702,1640,299,908,335,4892,548,15341
CED124,12,118,3,954,21,4,11,9,5,26,3,19,8,91,672,859,15,3,18,16,4,8,3,6,9,260,168,507,2323,1052,164,2121,267,1428,202,1842,322,12008,1017,22739
CED125,9,34,3,1100,10,4,3,4,7,14,5,13,9,20,359,452,9,0,13,3,4,6,3,0,4,76,100,219,3205,532,276,1669,858,1738,348,902,454,5225,534,15740
CED126,14,363,3,2942,10,0,6,10,12,13,4,8,11,53,372,505,10,3,10,9,0,5,0,5,3,74,76,187,2792,914,164,1773,440,1264,261,1361,277,6228,513,15980
CED127,12,102,6,1561,11,6,10,10,10,19,0,11,0,29,375,477,10,7,8,0,11,5,4,7,4,82,55,190,2619,862,189,1962,555,1568,318,1292,385,5873,491,16117
CED128,10,37,3,604,4,4,11,0,10,15,4,8,12,44,268,364,3,0,5,7,0,7,0,4,12,94,109,244,1587,319,174,921,420,1218,187,749,393,5504,476,11957
CED129,17,93,0,2391,10,3,11,9,0,8,6,8,4,46,358,466,4,6,9,7,8,0,0,3,5,52,72,163,3153,591,151,1537,509,1519,226,1046,320,6099,475,15634
CED130,5,56,8,1018,23,0,8,12,0,29,5,13,8,59,629,781,30,10,11,20,3,9,0,5,6,140,133,360,3802,889,153,2609,271,1489,183,1299,233,6554,901,18388
CED131,17,108,0,1932,6,5,4,9,6,9,3,5,9,41,578,674,4,0,9,10,0,5,0,4,3,70,80,185,3905,991,119,2647,364,1306,218,1254,203,5274,719,16998
CED132,31,478,5,6457,15,0,5,6,11,9,0,6,7,25,515,602,12,3,0,0,3,10,0,6,0,35,66,148,6248,897,142,2253,579,2017,264,1315,237,4642,636,19230
CED133,16,91,0,863,16,9,9,8,6,16,5,11,5,72,685,837,23,5,17,12,3,10,0,7,4,148,122,353,2882,1191,157,2568,247,1521,220,1698,283,8905,978,20640
CED134,9,58,4,1023,17,4,7,16,7,31,5,10,10,56,702,864,43,14,11,17,5,16,3,6,13,162,158,453,3929,662,168,2376,293,1399,127,957,197,4787,970,15863
CED135,3,38,4,1554,13,0,10,8,5,5,8,4,19,35,449,563,14,0,8,3,5,4,3,6,3,63,125,230,3650,767,300,1725,657,1959,346,1072,424,4965,650,16517
CED136,14,107,0,1068,7,0,4,14,8,9,8,13,5,79,643,784,24,7,10,9,3,6,0,4,9,142,119,327,3275,794,140,2414,376,1630,204,1361,277,8614,865,19950
CED137,13,185,0,3842,17,4,16,9,10,19,8,9,17,36,577,732,8,3,11,0,4,0,4,0,8,52,105,195,5812,1196,419,2580,850,2401,437,1537,544,6064,785,22609
CED138,11,166,0,1314,6,6,4,9,0,12,8,15,10,74,657,809,13,5,9,11,0,8,0,8,0,158,130,344,2288,1359,155,2470,269,1310,280,1734,292,8532,908,19585
CED139,4,77,3,1029,22,3,7,12,7,20,3,18,5,64,718,882,34,9,16,6,3,7,0,3,12,155,150,408,3702,809,179,2583,247,1494,157,1285,214,6302,985,17946
CED140,7,163,0,1696,10,4,0,5,3,18,3,12,6,60,413,548,4,4,4,9,6,12,3,4,5,121,85,245,2344,833,172,1857,528,1492,282,1290,333,7465,597,17188
CED141,16,91,3,1129,6,5,0,7,5,12,5,11,9,49,466,567,0,5,3,3,0,3,6,6,0,142,103,271,2490,685,104,2039,333,1290,181,1261,288,8133,662,17466
CED142,31,218,13,9366,29,0,10,6,24,25,4,10,10,22,818,967,19,5,8,4,0,0,0,9,5,32,119,205,11278,1391,470,3732,1298,3122,628,1705,451,3807,1017,28894
CED143,24,534,3,5222,10,0,0,9,4,7,5,6,4,36,377,469,4,3,7,5,10,0,5,9,0,64,41,134,4645,815,110,1989,498,1526,236,1333,237,4521,454,16361
CED144,7,34,6,828,4,0,9,3,6,12,0,10,17,51,324,426,0,0,15,6,0,7,3,0,8,84,141,257,1694,491,314,1008,447,1297,302,889,518,5391,558,12902
CED145,34,551,9,6635,12,4,8,6,7,9,0,5,5,35,457,559,8,9,17,7,7,9,0,10,12,69,67,217,5521,899,191,2092,509,1619,247,1282,259,3433,571,16623
CED146,7,31,5,670,4,10,9,7,7,12,6,9,9,37,260,357,8,0,6,0,6,3,0,0,0,80,113,227,1872,332,232,908,526,1257,249,720,409,4526,445,11470
CED147,14,145,4,1290,5,0,9,5,4,9,3,11,7,67,478,608,4,8,4,9,4,4,0,0,3,135,121,295,2667,752,178,2074,511,1559,276,1326,371,8396,716,18819
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,8,37,0,1115,9,3,7,9,12,17,9,12,0,42,338,457,11,8,5,12,0,8,0,12,4,103,72,232,3285,680,92,2120,280,1539,138,1133,192,5803,470,15731
CED202,3,89,3,1125,12,0,3,13,5,17,0,16,7,49,473,596,18,5,3,9,0,3,0,3,5,124,98,279,3033,922,138,2483,297,1406,204,1324,264,6031,680,16775
CED203,13,79,0,1003,13,8,4,19,3,14,4,20,8,64,495,651,11,7,10,7,4,8,8,7,4,140,112,306,2850,945,143,2425,300,1380,219,1404,260,6583,708,17205
CED204,0,37,5,698,14,6,10,6,5,25,4,13,11,44,318,457,5,3,6,7,3,9,0,3,3,107,108,264,2802,668,89,1814,231,1679,119,1022,184,5333,525,14469
CED205,0,10,5,519,17,4,4,10,3,17,6,11,9,28,266,380,17,4,7,3,0,7,0,0,9,81,99,224,2488,463,94,1460,242,1388,98,732,151,3769,442,11319
CED206,10,67,0,1269,21,0,3,8,9,16,4,11,3,48,395,521,23,3,18,22,5,8,0,10,8,100,75,272,3443,831,108,2569,336,1481,196,1294,257,5583,542,16640
CED207,11,143,5,1691,12,4,0,9,5,12,4,6,6,54,454,557,4,3,4,5,0,4,0,7,0,117,80,241,2975,897,80,1819,230,1502,141,1291,183,7734,628,17471
CED208,7,39,3,2208,20,6,4,4,12,14,3,3,6,33,390,495,3,0,6,3,5,7,0,4,0,68,99,193,4738,835,107,2514,343,1319,190,896,171,3821,567,15494
CED209,8,146,9,1482,13,5,0,11,6,15,3,18,3,64,504,645,8,5,18,14,6,5,0,4,4,139,79,288,2948,951,120,2398,347,1250,181,1412,248,7471,677,18011
CED210,8,80,0,1348,11,0,6,13,5,12,6,10,10,54,388,522,15,4,7,5,8,4,0,9,6,120,98,267,3179,760,101,2411,314,1400,160,1222,226,5678,572,16021
CED211,5,84,0,1583,9,0,12,9,10,7,0,6,5,52,372,487,10,0,8,3,3,8,0,3,3,87,84,209,3580,741,80,2109,298,1391,140,1219,195,6218,529,16501
CED212,7,88,0,1240,15,4,0,7,13,14,9,6,10,36,317,431,16,10,7,5,10,7,0,11,3,106,86,265,3446,682,96,2198,339,1384,161,1074,198,5109,478,15165
CED213,17,281,12,1726,5,6,11,18,8,21,5,26,9,70,488,661,7,5,12,17,5,5,0,13,10,175,153,407,2433,1015,156,2193,265,1356,202,1644,312,8734,774,19094
CED214,3,8,5,1748,9,0,5,7,10,12,9,4,6,38,404,500,10,0,3,0,0,4,0,3,9,97,139,272,4156,824,109,2129,342,1472,165,871,204,4445,647,15362
CED215,7,54,5,2174,15,4,8,12,12,18,5,0,6,27,417,520,17,6,13,13,5,0,0,11,0,74,101,229,4410,621,106,2011,369,1609,120,886,178,4267,580,15150
CED216,17,86,5,956,14,6,8,21,6,19,4,18,7,86,659,850,19,12,12,21,0,13,0,9,9,209,161,459,2607,851,198,2470,287,1546,219,1665,323,8315,966,19440
CED217,28,334,5,3427,7,3,0,7,7,12,5,7,9,59,405,518,10,12,0,11,5,8,3,11,3,78,50,187,3437,785,80,1939,223,1397,144,1478,181,5284,493,15447
CED218,3,20,0,757,14,4,7,11,10,14,4,13,12,39,276,400,9,0,8,3,7,5,0,0,3,78,122,234,2755,454,87,1521,233,1341,108,801,171,4715,469,12656
CED219,9,33,0,877,12,5,3,8,5,19,0,7,9,35,345,459,19,3,9,8,3,4,3,4,3,91,106,256,3381,547,112,1905,320,1586,138,899,194,4456,536,14079
CED220,26,391,9,4814,20,0,4,10,14,17,0,15,0,39,476,592,19,4,8,10,5,8,0,9,6,48,60,173,5929,942,91,2599,338,1679,176,1338,168,4022,597,17863
CED221,0,19,0,517,15,3,11,8,15,16,5,6,7,34,311,422,20,0,7,13,5,0,3,3,5,79,101,231,3368,535,112,2048,293,1502,131,739,159,3607,492,12991
CED222,0,29,3,1164,16,5,13,6,10,18,5,20,14,45,416,553,11,0,12,12,0,8,3,7,3,96,135,283,3475,861,118,2123,283,1673,163,1157,214,6066,686,16829
CED223,7,103,4,1061,19,13,4,21,14,13,0,18,4,70,657,836,29,9,10,16,3,10,3,14,10,185,118,407,3385,1176,223,2916,376,1495,314,1547,308,7271,918,19927
CED224,12,48,3,1772,16,4,3,8,8,6,8,12,6,40,314,420,18,8,11,10,3,3,0,0,6,95,90,238,3909,651,85,2056,281,1409,134,1016,176,4988,479,15183
CED225,12,131,6,2113,19,5,0,11,8,17,0,9,8,47,361,476,14,3,0,16,0,13,0,11,5,102,79,245,3523,718,101,2056,318,1364,143,1276,200,5719,522,15940
CED226,28,461,0,3599,14,0,5,8,8,13,0,7,5,39,412,522,8,9,8,7,4,3,3,3,5,59,52,151,3641,905,80,2077,251,1460,130,1401,177,5415,513,16050
CED227,6,54,4,934,23,0,5,15,5,26,4,14,9,34,368,496,14,5,13,14,9,7,0,3,5,99,117,288,3616,606,121,2245,293,1401,153,884,161,4259,554,14295
CED228,6,24,7,947,24,3,4,3,5,17,5,8,7,35,364,475,19,0,7,8,7,8,3,4,3,80,103,250,3632,614,106,2107,302,1798,158,948,201,3879,527,14277
CED229,25,321,10,5670,16,0,11,13,12,21,6,14,4,29,681,804,11,4,11,4,4,5,7,9,0,59,80,202,7742,1506,178,3497,508,2214,249,1414,199,3455,812,21783
CED230,14,95,4,854,16,4,7,16,3,25,5,24,12,69,597,781,32,10,19,30,10,20,4,13,17,222,226,603,3572,1015,208,2907,332,1564,231,1428,320,7507,1007,20091
CED231,6,83,0,2318,12,0,6,4,11,4,10,11,6,46,374,476,6,3,9,9,0,12,0,3,3,101,97,246,4156,690,96,2039,308,1281,144,1014,162,4971,551,15414
CED232,6,71,0,1375,11,4,8,12,8,15,0,11,7,50,382,506,17,11,16,6,0,6,4,3,9,90,69,228,3341,643,117,2090,347,1455,171,1044,202,4580,524,14517
CED233,17,188,4,5981,19,6,9,8,20,9,8,5,9,10,693,798,5,3,7,0,6,3,0,0,3,24,69,121,9307,1852,192,4024,570,2637,337,1610,257,3223,809,24828
CED234,10,181,7,2045,6,3,4,7,3,9,7,18,4,38,442,537,11,5,4,14,9,8,0,0,6,117,89,252,2895,918,97,1948,235,1525,139,1390,219,7545,623,17543
CED235,17,106,0,1016,25,3,3,12,7,18,4,20,7,76,515,689,22,10,18,21,4,11,4,15,6,174,151,440,2573,1063,188,2375,282,1328,229,1508,330,7920,812,18606
CED236,15,83,5,872,22,0,4,19,0,31,5,14,9,84,596,788,18,13,18,11,3,11,8,11,10,202,185,485,3145,859,169,2612,304,1554,209,1300,313,7080,948,18489
CED237,3,24,4,560,6,4,3,8,0,14,8,9,4,44,313,409,8,3,5,11,4,4,0,8,3,96,113,260,2614,538,85,1770,228,1494,142,958,171,5167,524,13697
CED238,8,104,7,1139,15,9,3,19,3,23,3,20,4,70,607,773,25,17,21,21,5,16,0,8,13,158,156,440,3279,1104,228,2886,351,1468,243,1520,325,6912,896,19206
CED239,6,32,4,2335,22,0,3,9,10,9,9,9,3,28,410,516,21,0,8,9,0,3,0,3,3,70,77,191,5191,843,85,2697,399,1415,177,891,146,3580,558,15986
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,4,35,3,886,15,0,8,7,8,18,5,10,3,57,701,833,13,7,14,10,7,5,0,4,3,78,94,234,3792,651,217,2385,609,1887,231,1044,349,5721,888,17781
CED302,12,97,7,1866,13,0,5,14,5,9,3,4,10,28,487,577,14,0,5,3,8,0,0,0,9,61,72,167,3806,650,128,2083,438,1492,215,950,271,5140,610,15777
CED303,13,131,0,1374,10,3,7,7,11,9,3,5,4,50,529,649,13,0,6,3,4,4,3,11,0,112,88,245,3400,694,161,2181,489,1571,223,1223,327,7751,695,18714
CED304,19,256,3,4903,17,0,0,13,16,6,3,5,4,21,786,868,12,4,6,9,3,4,0,5,0,37,60,134,7299,1452,273,3406,809,2102,470,1249,288,3283,874,21505
CED305,24,66,8,1589,23,6,4,10,6,29,7,5,7,52,1222,1363,32,0,12,18,6,7,6,3,6,117,139,355,3722,537,185,2168,321,1667,174,939,274,5198,1473,16666
CED306,11,85,4,1470,6,3,7,14,11,15,5,6,12,62,1293,1442,18,7,20,19,0,5,3,8,8,120,122,333,4161,628,167,2569,321,1698,158,1145,214,5274,1511,17848
CED307,12,62,3,1574,16,0,3,8,15,16,0,3,8,27,516,616,9,6,9,3,4,7,0,0,7,59,54,161,3573,622,153,2122,558,1729,224,1007,306,5565,617,16485
CED308,19,204,5,1757,17,3,9,17,9,20,4,14,10,56,730,889,15,10,16,14,4,7,0,8,6,91,129,306,3879,1074,247,2907,578,1923,333,1437,393,7732,974,21481
CED309,22,173,3,1546,16,9,10,11,5,20,5,16,3,50,799,943,4,11,12,4,7,9,0,0,8,108,103,260,2998,1232,253,2731,508,1467,353,1593,405,8608,993,21138
CED310,28,181,7,1535,13,9,4,16,11,16,9,10,12,63,782,951,9,4,10,3,7,5,0,5,10,129,105,293,3130,1060,234,2523,510,1422,399,1496,391,9385,971,21515
CED311,23,47,0,1389,23,5,7,14,5,33,7,12,12,74,1119,1313,45,11,35,21,3,13,4,6,7,125,129,404,3771,613,239,2393,339,1795,174,1036,307,5438,1341,17453
CED312,7,35,0,845,16,3,7,8,14,22,0,7,8,46,527,661,14,4,12,9,7,4,0,4,6,93,121,280,3934,694,185,2527,562,1797,245,1099,302,5678,728,17752
CED313,27,144,6,3970,14,5,5,12,14,10,0,8,4,22,676,774,6,0,9,5,0,5,0,6,0,30,47,103,6604,980,216,3212,714,1877,340,1078,264,3283,762,19334
CED314,9,75,4,1130,12,0,8,3,6,15,8,14,0,38,800,904,20,3,15,7,5,13,3,0,3,122,100,301,3807,715,128,2543,279,1601,163,1129,221,6316,990,17897
CED315,12,61,0,1144,13,5,5,11,9,19,4,9,10,33,1077,1192,9,5,8,11,5,7,0,3,0,79,75,200,4091,590,152,2473,315,1557,147,1027,231,4493,1227,16313
CED316,9,90,6,713,7,4,5,9,7,23,3,18,6,100,814,1000,14,5,19,8,3,3,3,9,5,244,183,502,2486,724,131,2012,231,1547,154,1505,275,11931,1175,22166
CED317,18,63,4,1076,22,3,9,16,9,30,4,23,14,89,1076,1294,42,12,31,23,9,12,5,8,13,163,184,498,4107,779,231,2403,360,1631,169,1268,305,6112,1411,18776
CED318,12,82,0,1437,21,3,10,16,11,6,8,14,5,42,874,1006,16,8,16,7,8,3,3,8,11,81,102,260,3949,1035,197,2700,355,1595,209,1339,248,4642,1074,17349
CED319,17,49,0,2027,3,0,3,10,10,10,3,9,7,29,561,655,6,0,3,7,9,7,0,0,7,53,63,157,4759,736,173,2463,651,1501,275,841,276,4519,686,16879
CED320,5,70,8,853,13,3,8,11,12,19,8,10,6,67,765,922,14,5,12,8,6,5,4,7,13,130,129,322,3285,797,202,2404,546,1854,249,1292,375,9300,1021,21326
CED321,14,48,5,782,21,7,3,21,7,24,4,33,4,68,953,1137,56,6,28,24,3,13,0,14,9,180,178,519,3803,815,183,2385,277,1497,166,1144,247,6359,1283,18165
CED322,14,107,4,1462,13,8,3,17,11,13,6,6,12,48,598,734,7,0,9,7,7,4,3,6,10,89,88,237,3178,976,171,2384,443,1377,314,1259,302,6126,778,17308
CED323,29,243,0,1969,20,13,9,20,16,14,14,17,10,58,703,884,24,8,5,4,5,8,0,11,9,136,133,339,3697,1545,285,2949,615,1738,524,1672,395,6972,939,21326
CED324,14,112,4,1828,9,4,6,10,7,10,3,8,11,24,476,570,0,3,7,3,3,0,0,3,4,36,66,131,3659,854,165,2228,452,1543,241,1039,280,4732,617,15819
CED325,6,46,4,1170,12,4,8,4,7,8,6,3,9,42,528,626,5,0,6,7,3,0,0,8,4,52,90,176,3698,539,137,2065,482,1672,195,872,253,4404,686,15018
CED326,15,78,3,1232,19,0,6,10,15,15,3,14,8,54,666,805,12,3,5,7,4,3,0,3,5,110,89,242,3711,735,178,2344,559,1822,292,1118,298,7196,841,19091
CED327,12,42,3,659,18,0,3,5,5,19,4,10,9,45,470,585,10,0,3,3,4,7,5,0,0,58,92,192,2907,646,103,1909,397,1670,214,941,264,4718,626,14390
CED328,18,261,0,2981,12,0,6,10,9,6,3,6,0,39,499,587,6,0,6,3,0,3,0,9,7,50,37,116,3650,782,135,2069,428,1564,220,1180,238,4927,572,15762
CED329,17,207,0,1107,12,5,6,8,3,12,6,12,0,65,835,966,17,8,11,8,4,12,5,11,8,179,153,414,2207,1036,210,2079,307,1482,268,1681,380,10262,1113,21031
CED330,7,81,4,1099,21,6,6,16,17,22,4,8,14,53,716,875,26,13,16,15,7,14,6,11,9,145,135,393,3744,838,236,2560,559,1885,250,1225,385,6384,949,19004
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,18,227,0,2439,22,0,4,14,5,13,3,10,7,41,640,762,8,3,4,8,0,4,6,3,5,51,68,154,4839,1333,117,3267,304,1798,174,1519,166,5517,772,19802
CED402,8,96,3,929,14,3,4,17,8,22,5,19,13,69,802,979,22,9,22,21,9,13,4,16,10,181,157,443,3694,1142,182,3267,330,1642,239,1593,298,8298,1133,21823
CED403,17,157,0,1867,8,7,3,9,7,11,3,12,3,59,633,751,8,0,4,6,5,6,0,6,0,82,84,198,3635,1098,101,2694,245,1477,185,1542,195,7683,814,19671
CED404,14,84,10,986,17,8,3,20,3,20,12,27,8,84,1116,1315,19,14,20,15,4,13,4,12,8,206,162,472,3270,949,191,2931,315,1702,245,1577,313,8414,1480,21383
CED405,12,106,4,1463,10,4,0,8,3,7,0,8,3,57,606,715,9,4,3,7,0,5,3,5,3,88,84,205,3971,913,68,2638,259,1532,155,1341,196,6985,787,18848
CED406,15,44,0,605,11,4,0,11,12,12,0,3,0,52,535,651,16,4,4,8,0,8,3,6,0,94,70,213,3222,750,98,2657,310,1608,166,1331,211,7416,695,18461
CED407,6,40,4,673,6,6,6,8,3,11,4,16,7,65,500,621,7,0,13,5,0,9,0,3,7,109,89,241,3185,747,88,2404,246,1611,137,1227,186,7489,674,17990
CED408,18,151,7,1452,15,4,0,11,0,9,6,22,3,64,879,1023,15,7,12,9,8,13,0,8,0,124,92,293,3025,1321,167,2905,297,1674,218,1918,298,10053,1095,22981
CED409,5,42,0,376,12,0,3,10,4,13,0,17,5,46,565,681,4,6,10,8,6,4,0,3,3,110,112,263,2864,660,105,2180,252,1615,131,1093,212,5877,797,15785
CED410,13,266,0,2188,10,3,0,10,5,12,4,8,0,58,579,687,10,3,7,6,5,3,0,4,3,81,70,189,3561,1076,88,2677,220,1744,167,1675,154,7769,753,19879
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,23,34,0,1157,13,0,6,9,16,25,3,4,7,44,1434,1562,18,0,10,6,0,7,0,4,4,89,84,217,3288,574,134,2337,344,1864,203,1024,244,5200,1599,16806
CED502,7,21,0,730,14,9,3,5,3,17,3,6,5,37,899,1003,10,4,11,8,5,3,0,7,4,93,108,238,3164,591,133,2180,275,1711,115,1003,155,4568,1091,15000
CED503,31,114,4,1415,12,9,9,15,3,19,7,10,6,81,1384,1551,12,4,10,21,5,0,0,5,0,156,127,331,2680,676,154,2256,289,1718,179,1291,290,8344,1609,19480
CED504,9,56,0,1160,13,5,10,9,8,19,8,13,5,49,920,1063,9,3,13,9,0,6,5,0,10,71,120,246,3518,855,100,2457,259,1628,153,1303,172,5740,1143,17337
CED505,28,487,4,4507,17,4,9,13,9,20,6,7,6,56,1049,1188,7,0,4,0,0,6,0,5,0,62,49,142,3957,1058,105,2537,270,1564,137,1582,167,5499,1151,18006
CED506,32,69,0,2357,27,4,7,16,10,18,4,14,9,46,1713,1875,25,9,27,18,5,12,0,7,3,126,164,401,5060,824,266,2577,434,1806,212,1084,283,4817,1988,19356
CED507,23,98,5,1357,7,12,0,9,3,12,3,10,9,52,1281,1407,15,5,5,8,3,13,0,7,0,91,96,251,2986,955,179,2725,303,1496,201,1361,261,6664,1491,18633
