CED_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED101,65343,68471,133816,1868,1822,3689,7464,7351,14818,118,87,204,73,61,131,36,33,68,14,19,33,10,14,22,16,20,31,19,23,47,0,0,0,7749,7615,15360,468,487,961,171,126,305,10259,10051,20313,3373,3690,7064,78979,82216,161193
CED102,69114,70584,139698,3188,2902,6079,10701,10475,21174,194,161,360,108,141,250,39,31,69,33,30,60,31,29,63,21,13,28,50,46,98,0,0,0,11182,10919,22096,839,868,1709,264,192,454,15469,14877,30347,4833,4717,9546,89411,90173,179587
CED103,72360,76023,148383,3352,3521,6876,11421,11545,22967,290,226,511,188,208,396,70,62,132,61,62,117,17,17,35,20,18,43,61,60,122,0,0,0,12119,12205,24328,1127,1322,2447,168,147,313,16767,17195,33962,3361,3482,6844,92482,96700,189185
CED104,64813,66817,131631,1406,1436,2842,5721,5714,11433,85,84,173,57,73,129,24,27,55,20,20,37,5,7,12,6,3,8,33,24,47,0,0,0,5952,5952,11898,472,497,969,78,72,145,7905,7954,15855,1901,2082,3989,74620,76854,151468
CED105,74928,72860,147793,2843,2423,5270,8262,7415,15677,157,90,255,63,66,134,22,31,56,24,19,42,8,9,25,12,9,23,18,8,26,0,0,0,8581,7650,16233,815,893,1707,329,218,546,12566,11186,23754,7713,6780,14493,95215,90831,186044
CED106,66880,71763,138642,2317,2584,4901,7973,8447,16418,179,156,328,123,113,233,31,28,56,39,36,75,14,24,37,11,3,11,44,54,99,0,0,0,8411,8856,17268,1185,1270,2460,108,100,202,12028,12809,24832,1999,2316,4316,80906,86893,167793
CED107,64514,65947,130461,3692,3911,7605,6538,6870,13408,129,128,258,267,276,536,34,36,71,41,35,76,26,24,44,30,31,61,44,41,78,0,0,3,7104,7441,14545,243,249,498,195,163,356,11241,11760,23004,7921,5886,13803,83674,83594,167266
CED108,79112,80608,159725,2095,2155,4251,9733,9951,19682,154,121,272,123,135,252,28,31,60,19,32,47,9,12,18,16,3,23,29,39,64,0,0,0,10103,10320,20422,538,595,1136,236,167,407,12973,13245,26219,6519,6686,13209,98606,100547,199149
CED109,58970,62463,121431,1844,1961,3808,6986,7398,14381,84,90,174,111,124,238,20,20,39,32,35,63,4,3,5,14,13,31,26,33,53,0,0,0,7271,7712,14987,422,429,841,114,97,214,9652,10200,19858,3114,3324,6440,71736,75984,147724
CED110,64065,69103,133167,2884,3223,6106,6438,7139,13578,273,313,586,493,540,1033,41,41,81,76,63,140,34,34,67,35,40,77,86,83,170,6,4,4,7484,8260,15737,290,319,603,272,255,531,10928,12059,22983,6435,6101,12540,81430,87265,168693
CED111,63896,65717,129614,2350,2352,4700,7681,8196,15878,183,171,347,157,164,320,24,40,65,30,35,66,40,24,64,15,21,32,111,141,257,0,0,0,8236,8789,17027,410,418,829,191,146,338,11192,11705,22895,3562,3818,7380,78653,81241,159893
CED112,63346,67364,130706,1862,2085,3937,7492,8017,15512,83,94,178,139,156,297,20,24,42,24,37,59,13,17,30,14,18,22,18,21,41,0,5,0,7811,8385,16194,244,265,508,236,182,419,10146,10913,21061,4286,4805,9091,77777,83075,160858
CED113,63760,63956,127718,2914,3167,6083,4335,4345,8684,488,426,911,374,415,790,90,81,175,118,113,232,33,43,77,63,48,111,1733,1766,3501,4,0,3,7232,7250,14484,377,390,766,177,134,311,10698,10941,21639,5545,4951,10497,80007,79847,159853
CED114,66410,67941,134348,3793,3944,7739,3815,4099,7916,2297,2430,4725,321,302,621,67,62,124,53,72,120,32,31,61,33,35,65,73,75,141,0,0,0,6685,7089,13781,333,309,641,180,137,319,10994,11487,22480,7353,6966,14313,84757,86391,171149
CED115,70104,72084,142189,1847,1909,3753,6119,6325,12447,115,104,223,57,74,129,31,16,50,26,16,45,5,10,9,3,5,11,16,12,25,0,0,0,6371,6570,12942,519,582,1102,139,138,277,8869,9201,18072,5743,5681,11419,84716,86967,171685
CED116,63230,65689,128919,3072,3287,6362,6010,6427,12438,220,225,443,228,262,497,27,28,59,93,73,169,29,32,63,44,45,93,338,352,686,16,3,14,7005,7464,14469,240,254,493,183,151,328,10500,11158,21659,6205,5474,11677,79932,82319,162250
CED117,55016,57926,112941,2553,2746,5300,10026,10812,20836,268,293,559,182,200,387,38,44,79,65,72,136,26,30,56,16,16,33,80,95,175,0,0,0,10697,11562,22265,757,769,1530,184,162,347,14195,15239,29437,3438,3170,6614,72658,76337,148992
CED118,79722,80112,159837,2100,2007,4112,11452,11434,22888,206,173,378,132,130,269,24,28,55,45,36,82,10,15,24,22,19,37,32,21,56,0,0,0,11920,11865,23790,738,795,1531,175,155,330,14935,14824,29762,5360,3916,9270,100017,98849,198867
CED119,63157,65264,128416,1522,1634,3156,5227,5398,10622,96,64,158,195,135,327,33,22,60,41,27,67,12,19,33,32,19,48,54,41,93,0,0,0,5698,5721,11419,306,315,620,91,86,180,7627,7755,15378,2353,2346,4699,73129,75365,148498
CED120,69358,70859,140214,2469,2650,5123,6744,6973,13720,94,102,192,166,151,321,13,12,24,38,34,71,10,5,17,13,8,24,167,167,331,0,0,0,7247,7450,14696,259,247,513,188,169,351,10161,10520,20678,4728,4149,8883,84247,85524,169773
CED121,67905,69969,137874,3173,3423,6593,7320,7725,15046,157,119,275,344,241,580,61,33,95,71,54,122,27,16,43,43,33,72,56,35,83,0,0,0,8088,8239,16324,255,245,501,283,253,537,11798,12165,23962,6253,4292,10547,85962,86423,172382
CED122,64261,67507,131766,3525,3595,7119,12301,12910,25209,352,400,754,314,361,675,74,82,156,112,109,217,25,18,42,27,17,53,133,155,286,3,5,9,13343,14051,27395,1179,1195,2370,310,212,524,18353,19063,37421,5813,4802,10624,88434,91375,179807
CED123,73296,75271,148565,2031,2180,4210,8995,9683,18674,83,83,171,151,153,310,27,20,52,31,22,52,19,18,39,9,5,19,24,38,61,0,0,0,9340,10032,19376,369,392,765,242,178,416,11976,12788,24762,5936,5866,11798,91208,93925,185127
CED124,61493,64166,125654,2956,3280,6238,5648,6084,11732,131,144,274,284,279,564,18,20,35,35,49,86,19,24,38,24,27,52,32,46,77,0,0,0,6189,6666,12855,158,179,335,186,183,368,9495,10310,19802,5259,5374,10632,76242,79847,156093
CED125,81084,83442,164524,1826,2011,3840,10617,10908,21520,119,118,238,145,150,291,15,19,32,24,25,53,27,21,46,12,12,20,17,29,45,0,0,0,10974,11275,22258,485,509,991,214,166,376,13504,13956,27460,5005,5193,10198,99590,102594,202185
CED126,63153,65986,129130,1794,1846,3645,6642,6956,13602,89,100,183,91,105,191,16,16,33,16,19,35,9,9,15,6,9,17,34,32,62,0,0,0,6904,7236,14141,570,600,1173,123,112,236,9391,9802,19192,2580,2903,5482,75120,78688,153808
CED127,59632,62030,121667,2006,2108,4116,5388,5636,11021,94,103,196,118,100,212,21,19,41,9,23,30,12,15,31,16,8,28,24,22,48,0,0,0,5689,5926,11615,210,236,443,169,124,291,8064,8396,16460,2859,2839,5698,70554,73271,143824
CED128,72053,73332,145381,1895,1868,3770,6097,5909,12005,114,95,214,64,68,131,30,29,57,13,9,27,26,23,43,4,4,10,16,6,26,0,0,0,6368,6140,12511,479,502,981,149,112,253,8891,8628,17518,5384,5185,10568,86326,87139,173470
CED129,75666,78571,154235,1576,1672,3246,10641,11077,21715,150,145,291,92,111,207,41,43,85,36,33,65,11,13,26,14,12,21,40,35,75,0,0,0,11022,11472,22489,795,810,1599,85,113,195,13477,14059,27538,2212,2238,4450,91350,94869,186222
CED130,58658,60927,119586,4463,4804,9266,5283,5787,11067,170,147,315,640,712,1355,38,43,81,55,45,97,27,25,57,31,36,69,28,25,57,0,0,0,6275,6834,13103,343,301,644,157,166,328,11236,12102,23342,6994,7085,14074,76897,80109,157006
CED131,62754,64675,127429,2181,2320,4503,10042,10912,20956,272,260,536,283,302,588,49,47,96,53,53,102,53,47,95,39,53,96,104,95,207,0,0,0,10906,11779,22680,555,561,1111,336,243,574,13978,14898,28879,4005,4019,8030,80741,83594,164334
CED132,61260,66032,127295,2947,3148,6093,10077,10867,20944,290,302,590,198,216,408,39,39,82,69,69,138,21,22,43,21,16,37,96,113,209,4,0,4,10810,11637,22446,1307,1440,2746,146,138,282,15205,16359,31562,2985,3513,6501,79450,85911,165356
CED133,64852,66926,131776,3351,3627,6978,5164,5597,10761,348,353,696,801,873,1675,51,35,82,72,71,143,76,68,142,55,47,101,37,50,89,0,0,0,6601,7089,13695,285,290,572,257,243,502,10499,11246,21739,7343,6430,13772,82690,84597,167284
CED134,56750,57725,114478,3475,3859,7338,4454,4706,9161,203,186,389,430,472,900,114,118,226,44,63,106,23,31,60,41,34,75,35,33,68,0,0,0,5353,5641,10993,249,226,471,233,217,457,9305,9952,19262,9645,9580,19227,75706,77257,152964
CED135,76380,74691,151067,4366,3891,8252,12450,11267,23715,443,297,741,217,222,441,74,75,149,48,59,103,27,27,57,16,20,41,74,58,129,0,0,0,13352,12031,25376,1439,1550,2989,289,212,500,19445,17678,37121,6533,5849,12382,102354,98214,200574
CED136,68072,71072,139144,2838,3046,5883,8384,9030,17416,186,173,355,296,338,635,54,58,112,60,58,118,33,31,60,83,90,166,67,60,125,4,4,3,9163,9832,18997,304,305,611,229,223,451,12533,13413,25946,4229,4118,8351,84838,88603,173437
CED137,71749,74845,146590,5153,4992,10150,13864,13821,27677,391,378,771,240,271,513,61,57,118,57,43,103,46,31,74,15,18,32,88,70,157,3,0,3,14764,14691,29454,1248,1345,2587,350,231,584,21517,21260,42777,5580,4550,10128,98850,100650,199499
CED138,61862,66410,128272,2941,3361,6304,5475,6220,11695,557,657,1217,1651,1875,3528,63,75,134,60,71,131,41,41,82,45,42,90,34,48,84,3,0,5,7919,9041,16963,480,533,1014,319,286,601,11668,13214,24880,6177,6602,12774,79707,86223,165929
CED139,61623,63670,125291,3525,3924,7453,5124,5613,10735,442,457,899,496,455,949,122,113,238,67,60,125,34,38,64,53,57,107,212,202,413,0,0,0,6546,6990,13533,322,245,569,175,156,336,10566,11318,21890,6587,5644,12231,78772,80639,159411
CED140,59268,63190,122461,1973,2101,4073,6941,7226,14170,115,114,230,107,157,268,22,18,42,45,37,80,20,18,37,14,24,39,18,23,41,0,0,0,7269,7632,14900,347,357,698,181,148,329,9768,10238,20007,3799,4182,7983,72840,77616,150452
CED141,61411,64120,125535,1673,1723,3401,6217,6927,13146,120,115,240,144,160,307,27,22,50,42,33,72,17,18,39,21,25,48,26,33,59,5,3,11,6618,7350,13968,228,227,457,155,136,290,8673,9437,18110,3217,3421,6642,73305,76981,150280
CED142,65370,59163,124532,6111,5973,12087,21065,19765,40832,1008,897,1908,762,771,1528,218,228,440,279,257,542,48,54,100,60,54,110,243,269,516,0,0,0,23689,22298,45991,2534,2318,4854,448,384,838,32783,30972,63757,7749,6260,14016,105904,96399,202304
CED143,57555,61817,119377,2565,2829,5391,7629,8347,15980,186,192,375,166,189,356,34,36,71,31,36,70,7,9,19,10,7,17,53,58,108,0,0,4,8125,8872,16997,962,1084,2053,156,180,333,11810,12957,24762,2405,2520,4918,71768,77293,149054
CED144,73210,72410,145620,2891,2416,5304,8186,7674,15859,168,109,277,88,87,167,38,28,64,36,27,63,17,14,36,16,18,29,42,36,80,0,0,3,8574,7999,16577,748,737,1488,224,136,360,12440,11292,23732,6036,5612,11650,91687,89316,180999
CED145,51127,54825,105950,2973,3278,6250,8750,10110,18862,370,427,789,296,348,641,77,91,168,101,118,221,7,18,25,20,17,35,91,92,181,22,0,22,9720,11221,20941,1204,1399,2604,223,160,384,14124,16061,30181,3901,4405,8311,69151,75291,144443
CED146,81573,83082,164662,1203,1247,2446,8242,8548,16792,125,115,241,132,112,241,27,29,55,19,24,39,8,16,22,10,19,29,26,26,48,0,0,0,8583,8880,17465,426,474,907,155,123,277,10362,10727,21085,5364,5473,10838,97305,99281,196586
CED147,66510,69979,136486,2456,2662,5111,7138,7814,14957,109,125,236,148,160,305,19,9,26,43,35,73,21,19,31,13,16,22,73,94,171,0,3,3,7559,8268,15829,258,290,545,192,170,364,10466,11390,21855,4088,4186,8272,81066,85552,166617
CED194,1117,690,1808,499,323,827,1682,1644,3327,103,133,237,198,214,414,33,26,62,29,34,68,17,21,39,10,15,16,22,25,50,0,0,0,2092,2117,4204,212,201,413,47,33,86,2858,2673,5527,2347,1601,3950,6321,4965,11284
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,66942,69810,136756,834,918,1749,94,99,190,6082,6363,12444,81,72,150,24,30,52,25,24,46,28,25,50,3,9,10,15,8,26,0,0,0,6351,6614,12966,339,388,723,127,100,228,7642,8024,15668,2510,2586,5098,77101,80424,157522
CED202,58694,61914,120610,1857,1987,3844,152,174,326,7574,8079,15656,151,145,292,64,56,114,50,68,121,37,37,77,31,29,60,20,22,40,0,0,0,8077,8610,16686,239,275,518,185,148,340,10372,11015,21382,4278,4321,8594,73335,77256,150588
CED203,59132,62418,121544,1917,2108,4024,209,232,442,6465,7130,13599,99,117,208,60,67,124,50,60,113,36,38,71,37,32,68,24,25,44,0,0,0,6974,7708,14682,193,233,428,130,133,267,9215,10178,19392,5114,4865,9980,73463,77459,150920
CED204,74519,74125,148650,1477,1357,2833,130,111,242,7201,6722,13919,74,63,139,63,54,117,37,28,60,17,27,42,4,11,15,19,11,27,0,0,0,7544,7020,14564,619,723,1341,166,109,272,9806,9204,19007,4971,4483,9455,89300,87808,177107
CED205,75303,74933,150237,2114,2056,4170,258,236,490,9410,9385,18801,121,110,233,44,36,75,25,33,61,45,43,86,22,27,46,22,10,31,0,0,0,9941,9879,19820,615,637,1252,167,128,299,12841,12700,25539,5087,4650,9740,93234,92291,185522
CED206,66967,68555,135521,1195,1286,2486,76,73,146,5122,5457,10583,63,61,118,22,23,43,27,23,50,13,21,38,16,19,35,4,6,18,0,0,0,5353,5676,11026,221,183,399,118,84,199,6878,7227,14111,3051,2847,5899,76903,78632,155533
CED207,70732,74629,145363,2369,2306,4673,273,269,547,10811,10571,21382,162,168,330,102,87,191,56,68,130,96,99,196,37,42,77,37,48,89,0,0,0,11585,11361,22944,1155,1124,2283,197,130,330,15307,14916,30231,3435,3330,6766,89478,92879,182359
CED208,59837,63261,123091,1600,1729,3327,221,274,496,9022,9694,18720,131,133,267,56,73,127,55,54,112,36,46,85,25,24,48,35,39,69,0,0,0,9576,10346,19919,542,623,1169,201,157,359,11909,12854,24760,3394,3332,6724,75138,79438,154579
CED209,58089,61295,119387,2952,3171,6124,198,207,400,7782,8577,16361,144,166,311,50,60,111,50,49,98,53,63,116,30,37,63,25,29,47,0,0,0,8331,9188,17521,244,305,555,147,145,293,11679,12808,24487,3370,3638,7013,73140,77747,150884
CED210,61301,64920,126217,2126,2274,4401,150,185,336,7460,8074,15538,122,133,253,60,53,112,48,35,79,64,65,131,31,32,57,24,30,52,0,0,0,7956,8608,16561,337,367,698,197,157,349,10610,11403,22016,5167,4066,9233,77080,80386,157465
CED211,68576,73240,141818,1045,1061,2103,99,107,205,6956,7308,14268,56,67,124,27,33,58,21,28,46,26,22,45,18,18,33,12,14,25,0,0,0,7214,7593,14809,409,452,864,114,103,211,8786,9202,17987,2592,2945,5535,79953,85390,165342
CED212,63510,66514,130020,1602,1773,3376,102,99,199,6430,7023,13449,95,107,204,14,18,24,32,40,69,13,20,36,13,18,24,10,16,18,0,0,0,6701,7336,14033,316,298,619,159,149,309,8774,9557,18328,3939,3885,7824,76223,79955,156182
CED213,58877,63179,122060,2050,2257,4307,246,204,452,5542,5988,11532,235,171,407,34,27,55,106,64,166,34,17,51,41,37,73,26,19,41,0,0,3,6250,6523,12780,225,252,477,128,97,225,8655,9129,17778,4407,4763,9167,71937,77068,149003
CED214,68995,69001,137992,2448,2362,4816,245,200,446,9004,8713,17719,132,129,260,56,74,121,31,44,72,55,52,106,23,25,47,17,25,36,0,0,0,9559,9259,18817,656,729,1389,270,207,478,12946,12554,25500,5783,5086,10865,87717,86641,174359
CED215,73964,75364,149328,2835,2774,5611,334,316,652,9697,9473,19171,156,170,326,129,128,253,76,85,159,45,49,86,34,27,57,46,40,85,0,0,3,10516,10279,20797,846,922,1770,196,146,346,14391,14132,28517,5304,4125,9427,93661,93621,187276
CED216,59589,61574,121163,3050,3315,6364,287,289,571,4883,5190,10072,209,217,423,50,37,89,66,62,124,39,46,83,40,34,74,71,51,124,0,0,0,5640,5915,11559,199,198,396,176,161,335,9064,9588,18655,6862,6130,12996,75514,77293,152812
CED217,60551,65825,126380,1829,1916,3745,171,212,384,7465,7801,15266,118,129,242,29,36,63,46,41,88,31,14,45,13,14,29,29,27,59,0,0,0,7906,8281,16185,742,789,1531,88,106,195,10564,11086,21653,2488,2848,5335,73600,79762,153365
CED218,72824,74170,146992,1170,1198,2365,117,127,243,7518,7480,15002,93,91,184,40,47,84,25,20,51,27,34,60,11,10,19,10,6,14,0,0,0,7844,7815,15661,477,525,1003,127,101,228,9614,9639,19258,5658,3957,9618,88097,87767,175869
CED219,65679,67620,133293,1881,2150,4033,154,159,308,7348,7783,15130,123,144,268,42,41,85,29,24,54,34,46,76,19,23,40,9,5,13,0,0,0,7755,8224,15975,352,339,696,135,116,251,10125,10835,20960,4388,4417,8807,80187,82866,163056
CED220,55922,60371,116294,2261,2414,4675,378,487,862,10588,11457,22045,244,301,548,74,90,169,113,146,263,62,69,124,27,30,54,55,60,114,0,0,0,11540,12640,24181,840,912,1750,140,141,283,14784,16111,30891,3084,3402,6485,73792,79882,153673
CED221,75330,75581,150911,1411,1423,2833,152,155,308,9723,9777,19504,88,116,203,47,43,88,33,39,74,33,32,64,12,12,23,15,13,23,0,0,0,10108,10193,20297,593,716,1305,197,152,352,12305,12482,24786,4291,4129,8422,91928,92196,184123
CED222,78041,78630,156675,2557,2335,4898,204,208,407,10778,9625,20399,147,160,305,84,60,148,51,56,109,40,46,93,30,36,64,33,36,71,0,0,0,11364,10224,21589,868,917,1784,264,174,439,15056,13649,28712,4199,3869,8069,97296,96159,193455
CED223,61022,63287,124314,2890,3097,5985,967,1045,2016,4591,4891,9478,422,399,821,92,72,159,84,83,163,47,37,85,71,79,144,59,58,120,0,0,0,6332,6656,12991,213,202,416,154,176,328,9589,10131,19724,5650,5436,11083,76264,78855,155120
CED224,65422,69666,135086,1593,1694,3296,110,124,228,6392,6859,13253,88,88,175,19,34,55,32,26,61,13,17,26,6,5,10,13,18,35,0,0,0,6675,7164,13840,450,502,952,160,122,274,8882,9480,18368,2617,2679,5298,76917,81831,158746
CED225,65899,69425,135323,1262,1331,2593,177,169,347,6009,6553,12564,166,118,284,45,26,75,45,42,88,17,24,40,19,19,39,41,28,69,0,0,0,6518,6982,13499,391,398,784,83,89,168,8251,8797,17048,2426,2405,4835,76582,80627,157208
CED226,63262,69614,132872,1624,1755,3376,236,264,499,8617,9131,17744,124,154,277,70,61,132,78,72,150,45,43,89,24,18,46,44,40,88,0,0,0,9235,9791,19027,843,892,1739,115,114,226,11811,12554,24371,2391,2553,4941,77463,84722,162187
CED227,66523,68766,135285,1546,1700,3247,125,133,258,9341,9618,18963,106,106,207,32,44,78,32,32,62,28,31,60,29,24,54,10,10,23,0,0,0,9707,9995,19698,370,407,769,153,102,256,11769,12206,23974,3743,3878,7620,82026,84850,166880
CED228,77296,77293,154596,2241,2354,4596,405,364,768,12229,11907,24135,184,208,391,123,117,236,61,65,124,81,74,154,49,61,106,26,31,58,0,0,0,13152,12820,25972,871,914,1787,242,206,445,16508,16290,32806,5534,5148,10678,99339,98739,198076
CED229,56376,59040,115413,3553,3843,7391,554,626,1173,13529,14310,27830,394,441,834,123,118,243,142,180,315,62,82,149,36,48,84,84,86,168,0,0,0,14916,15877,30798,1271,1317,2594,271,211,483,20011,21254,41269,4914,4921,9833,81304,85212,166517
CED230,66340,67308,133645,3213,3517,6736,435,479,919,4215,4418,8636,171,166,335,218,196,415,47,48,95,28,41,67,44,57,106,13,24,32,0,0,0,5175,5425,10603,334,210,547,175,150,328,8896,9316,18209,7259,6847,14110,82496,83466,165964
CED231,60517,64050,124565,1779,1850,3633,180,180,361,7489,7822,15312,136,148,287,56,66,115,37,51,88,20,30,47,18,23,37,31,34,64,0,0,0,7960,8348,16311,561,515,1072,143,132,276,10439,10850,21287,2940,2996,5936,73899,77892,151790
CED232,64430,65794,130227,1986,2118,4102,124,133,258,7386,7584,14969,118,131,252,34,42,82,29,29,60,12,21,30,16,20,34,20,27,49,0,0,5,7751,7986,15736,257,305,556,125,96,214,10115,10493,20612,3386,3437,6824,77935,79724,157660
CED233,57031,58912,115939,5124,5424,10556,1207,1414,2621,22539,23375,45910,762,894,1656,342,390,734,438,444,884,204,230,437,93,126,223,233,269,504,0,0,4,25825,27148,52982,2323,2377,4704,376,324,692,33649,35285,68935,6965,6548,13512,97641,100743,198382
CED234,70282,74702,144978,1486,1544,3031,154,180,339,7548,7862,15416,94,97,192,54,68,117,32,34,65,34,41,70,9,12,21,28,28,57,0,0,0,7964,8321,16281,763,824,1583,107,114,225,10316,10805,21118,2533,2784,5317,83124,88289,171414
CED235,56657,58977,115634,3078,3532,6607,118,134,249,5289,5683,10971,125,149,281,18,29,55,49,47,97,22,27,50,24,18,38,15,9,23,0,0,0,5659,6102,11763,176,207,385,150,128,279,9060,9968,19036,5000,5185,10184,70712,74138,144848
CED236,62981,63541,126516,2853,3102,5959,601,636,1241,4809,5019,9831,236,213,448,60,63,127,105,44,158,48,53,104,51,45,93,32,21,56,0,0,0,5943,6099,12045,261,296,555,186,142,334,9245,9641,18888,6424,6029,12455,78651,79213,157857
CED237,70796,71820,142616,1285,1243,2522,146,143,287,7221,6950,14162,83,74,157,32,29,61,32,33,64,29,21,45,15,29,43,19,17,34,0,0,0,7571,7293,14860,450,471,915,128,108,236,9431,9103,18540,3582,3574,7154,83813,84501,168308
CED238,61261,62708,123971,3152,3445,6597,171,174,354,4201,4561,8762,179,176,355,124,140,263,53,51,101,32,36,64,44,46,88,11,4,10,0,0,0,4810,5179,9994,236,214,450,167,129,293,8366,8962,17330,6468,5300,11772,76096,76974,153066
CED239,59472,62486,121956,1935,1913,3849,345,381,727,9821,10471,20291,190,239,429,67,83,152,63,80,141,69,72,141,41,47,90,57,66,127,0,0,0,10657,11445,22098,592,723,1309,187,170,353,13372,14245,27612,3401,3377,6776,76241,80108,156348
CED294,847,576,1426,345,229,576,90,83,174,1209,1233,2442,81,96,179,32,23,50,27,26,52,19,13,29,15,11,22,7,9,20,0,0,0,1475,1495,2970,159,136,290,24,22,48,2008,1884,3889,2274,1409,3682,5124,3875,9002
CED297,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,27,36,6,38
CED301,70900,73156,144060,2693,2947,5638,683,743,1425,378,330,706,10342,11091,21433,93,107,202,72,76,144,35,38,80,149,133,278,53,56,109,0,0,0,11811,12579,24387,387,434,820,391,332,725,15283,16285,31569,6464,5355,11822,92645,94801,187445
CED302,63908,67482,131390,1361,1480,2846,438,432,872,330,324,651,8591,8982,17573,74,89,157,80,79,154,23,29,50,56,54,110,53,44,95,0,0,0,9638,10030,19666,621,697,1322,198,162,359,11818,12378,24197,2788,2732,5518,78515,82590,161102
CED303,63192,66243,129439,1954,2163,4116,479,519,1006,268,293,557,7306,7748,15059,34,39,70,48,42,89,33,40,72,27,20,48,44,34,83,0,0,0,8241,8751,16986,350,367,722,195,144,336,10735,11424,22162,3044,3066,6106,76972,80737,157709
CED304,61565,62209,123771,3149,3400,6551,1128,1082,2205,826,864,1690,16284,17276,33558,144,153,302,158,180,335,62,62,127,102,102,208,106,110,222,0,3,4,18817,19835,38650,1469,1504,2974,327,295,621,23755,25041,48797,4837,4172,9011,90158,91422,181579
CED305,58698,58264,116964,2917,3324,6236,366,342,706,187,169,358,7294,7912,15205,54,52,106,92,79,175,33,25,54,62,76,132,20,33,55,0,0,0,8107,8692,16796,266,260,525,265,195,461,11550,12469,24023,10572,6381,16952,80823,77111,157934
CED306,59262,58881,118138,2936,3156,6088,632,746,1384,445,476,925,7751,8373,16124,117,127,241,142,148,296,61,53,113,97,84,185,41,39,80,0,0,0,9288,10057,19343,450,382,832,240,203,439,12911,13798,26699,8954,6604,15566,81123,79283,160406
CED307,65251,66666,131923,1449,1541,2987,323,341,663,263,248,510,7243,7712,14960,60,64,125,55,59,113,17,21,44,69,70,131,65,56,118,0,0,4,8100,8569,16673,363,384,748,178,162,343,10093,10660,20751,2652,2533,5182,77993,79862,157858
CED308,70056,74465,144522,2652,2843,5493,1506,1676,3186,715,764,1475,11305,12287,23590,103,107,211,101,116,225,74,95,167,53,54,105,74,78,148,3,5,4,13933,15169,29100,764,708,1473,425,351,772,17774,19070,36843,5488,5618,11104,93319,99151,192471
CED309,62411,67285,129698,2547,2799,5352,882,987,1872,860,1004,1863,8263,9346,17603,84,105,185,94,96,194,87,93,186,73,77,148,77,85,164,3,0,6,10433,11795,22227,552,610,1161,312,297,603,13840,15505,29347,4443,4402,8844,80693,87189,167886
