CED_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED305,2866,3365,7707,7922,7738,5967,1300,137,15,37022,1414,615,1815,1452,1459,3356,5293,3554,1427,20371,356,509,1026,858,828,705,474,403,234,5383,4638,4488,10538,10230,10017,10028,7059,4095,1671,62777,1504,4102,10310,10757,10823,8063,1547,125,6,47239,3371,1985,3572,4011,3564,3377,1262,188,25,21358,206,246,1017,617,674,790,223,14,8,3796,118,168,399,285,265,201,74,31,7,1549,5197,6499,15298,15668,15326,12439,3112,364,43,73943,207,277,432,350,314,322,42,0,3,1929,441,172,225,196,162,212,44,0,0,1463,647,449,654,549,479,526,91,0,3,3395,5841,6951,15947,16217,15807,12967,3195,364,45,77338,3177,1114,2772,2316,2458,5562,10378,6671,2351,36798,776,1207,2875,2481,2425,2009,1132,746,393,14046,9791,9265,21592,21016,20684,20535,14710,7785,2798,128183
CED306,3021,3685,8010,8181,8522,6393,1535,167,19,39539,1306,633,1708,1513,1518,3379,5602,3604,1527,20796,335,487,1015,799,802,712,498,429,243,5315,4662,4806,10736,10492,10844,10487,7634,4206,1790,65652,1493,4777,10709,10870,11871,8722,1783,185,11,50421,3553,2013,3920,4293,3970,3796,1574,235,14,23380,188,246,875,589,624,710,192,30,4,3457,125,196,379,277,251,185,79,36,11,1540,5361,7243,15874,16033,16712,13417,3633,481,45,78793,211,251,445,334,338,328,50,0,0,1959,438,153,236,172,154,220,65,5,0,1445,656,406,685,508,489,549,116,6,0,3408,6016,7645,16558,16541,17202,13962,3749,486,45,82201,2935,1148,2629,2416,2630,5666,10844,6869,2439,37581,676,994,2314,2035,2050,1854,1156,843,414,12348,9628,9791,21502,20995,21882,21489,15744,8200,2901,132129
CED307,3366,3698,7755,9544,9958,6279,1221,93,3,41916,1746,599,1522,1727,1754,3208,6030,3403,1116,21096,136,152,363,342,322,227,244,188,173,2157,5253,4451,9642,11618,12030,9712,7489,3688,1294,65170,854,3443,9761,12254,13447,7829,1164,70,0,48827,3796,2891,3804,4877,4772,3743,1263,166,3,25312,845,690,1389,1118,1075,1005,305,26,0,6453,74,114,272,241,188,105,30,7,4,1028,5570,7142,15233,18493,19477,12679,2757,271,8,81628,205,376,462,329,354,271,29,3,0,2022,806,249,235,226,178,176,44,4,0,1915,1012,620,692,555,526,445,73,4,0,3940,6584,7764,15920,19047,20008,13126,2829,276,8,85565,4009,1178,2282,2484,2722,5251,11036,6428,1791,37174,291,352,789,738,716,507,459,333,253,4439,10879,9291,18992,22267,23443,18884,14324,7037,2050,127184
CED308,3346,4632,10124,10267,10425,7244,1866,162,11,48088,1979,990,2392,2297,2478,4171,8189,5309,1873,29666,338,395,921,735,696,539,514,432,283,4853,5662,6020,13435,13300,13598,11953,10567,5907,2167,82615,862,3961,11571,12590,12911,8246,1641,121,4,51903,3719,3492,5716,5715,5366,4628,2052,308,17,31013,778,934,1712,1251,1181,1070,353,48,0,7334,114,215,457,344,276,209,38,18,7,1669,5462,8612,19451,19889,19741,14153,4084,493,35,91924,273,429,673,480,559,466,76,0,0,2955,755,385,423,333,282,343,101,13,0,2639,1024,812,1091,816,841,810,178,15,0,5585,6484,9422,20545,20710,20581,14960,4263,510,40,97510,4370,1892,3499,3326,3860,6764,14443,10123,3114,51380,625,804,1880,1542,1455,1014,993,788,422,9524,11476,12115,25931,25579,25890,22742,19698,11420,3572,158410
CED309,3105,3387,7538,8869,9764,7515,1672,138,8,41996,1372,550,1467,1834,1872,4173,8484,5587,2215,27549,192,236,541,562,525,502,462,442,433,3885,4660,4174,9547,11275,12160,12182,10623,6158,2657,73430,807,2751,8153,9868,11210,7311,1323,91,4,41518,3480,2590,4511,5710,5791,5453,2071,240,12,29859,945,664,1346,1199,1220,1285,362,35,3,7061,85,175,362,266,218,159,41,14,8,1323,5314,6184,14368,17046,18439,14204,3793,380,33,79759,177,224,363,284,358,330,45,3,0,1787,545,204,242,228,244,256,88,7,0,1817,721,429,603,512,603,589,135,8,0,3599,6035,6611,14975,17559,19039,14793,3935,393,31,83365,3143,985,2163,2691,2998,6910,15530,10385,3752,48550,387,482,1098,1266,1185,989,916,793,643,7759,9563,8079,18233,21515,23223,22687,20379,11563,4424,139665
CED310,3561,3774,8002,8755,9435,7053,1633,133,7,42353,1385,655,1623,1727,1900,4368,8840,6064,2311,28883,264,255,591,513,500,522,516,436,348,3936,5209,4680,10218,10997,11840,11950,10980,6629,2670,75169,950,3208,8827,9892,11025,7000,1252,83,0,42245,3869,2871,4627,5393,5393,5008,1890,266,15,29328,947,770,1461,1141,1164,1256,345,42,0,7127,115,158,335,270,232,145,66,24,8,1349,5877,7007,15251,16691,17816,13408,3552,412,31,80042,181,223,397,296,359,315,39,0,0,1816,621,226,260,242,225,305,109,7,0,1994,797,448,650,539,586,622,150,8,0,3806,6677,7458,15906,17226,18403,14033,3700,423,32,83855,3253,1218,2365,2456,3026,7251,15916,11367,4042,50884,499,516,1242,1106,1140,1069,1003,776,549,7900,10432,9190,19509,20791,22567,22349,20618,12565,4625,142641
CED311,2659,2894,6826,7491,7633,5846,1354,231,19,34956,1575,748,2110,1852,2034,3856,5382,2968,911,21440,356,344,869,819,818,793,618,413,211,5243,4587,3984,9803,10161,10489,10491,7355,3610,1144,61637,1332,3718,9021,9961,10640,8052,1849,315,15,44897,3090,1579,3406,3916,3672,3469,1273,284,34,20722,171,226,839,604,639,850,186,35,8,3557,140,149,373,324,291,236,106,67,12,1694,4733,5676,13635,14807,15229,12612,3407,704,65,70874,280,407,537,464,507,500,63,0,0,2755,464,171,257,218,224,232,57,0,0,1637,750,577,796,686,728,733,117,3,0,4394,5483,6252,14430,15492,15964,13345,3529,710,66,75264,3335,1142,2795,2640,3279,6628,10940,5955,1639,38357,771,837,1976,2022,2016,1973,1421,846,337,12203,9586,8235,19206,20150,21260,21947,15891,7513,2038,125829
CED312,3389,4899,10603,10216,9255,6094,1235,80,4,45788,2290,1152,3019,2561,2446,3736,6665,3980,1299,27131,375,498,1068,853,653,478,429,394,277,5019,6055,6554,14690,13628,12348,10311,8328,4451,1580,77938,1095,4804,13133,13360,12224,7601,1232,60,3,53516,3482,3191,5627,5383,4521,3599,1299,115,8,27215,701,808,1626,1124,991,875,276,22,0,6418,122,253,564,374,259,153,49,8,5,1792,5404,9046,20955,20239,17994,12227,2852,210,13,88952,360,644,835,538,490,393,49,9,0,3317,876,354,438,316,255,247,68,5,0,2553,1231,997,1279,851,749,641,113,14,0,5871,6639,10041,22234,21095,18744,12866,2966,221,15,94818,5030,1995,4181,3714,3845,5968,11959,7460,2196,46335,767,957,2135,1738,1389,973,798,661,390,9823,12431,12994,28548,26542,23981,19813,15722,8339,2600,150978
CED313,2955,7132,15838,11932,9847,5769,1188,126,3,54800,1662,1463,1942,1833,1648,2485,4128,2669,1395,19233,235,500,1008,610,455,339,269,212,221,3855,4853,9102,18785,14378,11958,8597,5588,3008,1617,77893,449,5168,20355,16510,13904,7379,1181,82,6,65038,3284,5351,7261,5397,4229,3087,1267,192,13,30079,947,1450,2110,1417,873,763,206,37,4,7803,57,201,420,227,126,83,32,14,0,1155,4740,12172,30148,23550,19126,11310,2687,326,27,104078,92,367,759,523,431,316,39,0,0,2534,653,633,503,302,176,187,59,4,0,2516,740,996,1265,825,607,503,95,10,0,5055,5480,13170,31420,24373,19735,11816,2780,330,31,109132,3861,2865,3363,2661,2668,4294,7380,4731,2223,34052,445,905,2128,1331,1007,765,586,401,306,7872,9789,16943,36909,28360,23415,16877,10749,5468,2557,151062
CED314,3136,3896,8167,7868,7974,6077,1518,191,21,38846,1905,832,1996,1697,1735,3285,6687,4924,2236,25293,212,282,530,437,407,423,418,406,259,3372,5256,5012,10696,10000,10120,9780,8625,5513,2520,67519,1208,4285,10377,9891,10497,7596,1484,171,16,45526,3814,2727,4438,4560,3842,3582,1617,297,26,24909,246,270,877,498,492,599,199,26,7,3218,89,159,268,194,154,118,60,37,14,1076,5352,7440,15958,15132,14985,11893,3362,530,65,74725,236,357,494,346,324,250,31,8,0,2038,619,261,299,226,194,200,64,3,0,1868,852,615,791,569,521,451,96,12,0,3906,6203,8054,16749,15706,15506,12340,3458,536,71,78630,4090,1405,2847,2551,2828,5314,11948,8819,3536,43336,468,588,1185,948,951,914,833,681,406,6975,10764,10048,20788,19201,19286,18567,16237,10039,4011,128942
CED315,3437,4629,9147,8697,8291,6041,1384,108,10,41754,1818,1120,1983,1602,1664,3004,5158,3310,1244,20903,350,470,957,763,674,504,370,262,183,4534,5604,6215,12089,11068,10631,9552,6913,3685,1439,67191,1205,5214,12146,11362,11037,7454,1322,73,0,49813,3987,3247,4469,4048,3653,3456,1343,167,7,24373,252,376,1021,646,598,667,185,12,0,3754,93,197,366,256,184,115,45,10,0,1269,5532,9027,18001,16317,15475,11689,2894,260,11,79204,239,392,577,430,451,326,30,0,0,2446,634,289,319,228,209,196,66,8,0,1946,873,682,895,661,659,523,101,8,0,4397,6404,9706,18897,16980,16136,12209,2992,269,13,83602,3852,1870,3011,2622,2991,5309,9861,6085,1968,37567,786,1478,2249,1818,1591,1178,784,508,277,10660,11045,13050,24159,21406,20722,18699,13640,6854,2255,131831
CED316,2464,2539,5609,6159,7120,6048,1336,146,13,31434,1383,676,1624,1637,2116,5520,10792,6851,2428,33034,210,205,476,435,516,608,666,726,365,4205,4055,3420,7711,8228,9748,12182,12792,7726,2804,68668,909,2578,6431,6999,8203,6183,1104,98,5,32502,2872,1788,3274,3578,3831,4139,1461,203,25,21161,159,187,554,445,567,671,177,22,0,2778,119,120,288,237,215,166,42,31,7,1226,4048,4673,10545,11253,12813,11148,2785,361,37,57667,297,382,519,377,469,507,57,7,0,2611,563,206,273,224,244,341,83,8,0,1941,859,590,794,603,712,840,140,11,0,4551,4911,5265,11336,11857,13524,11996,2926,369,39,62217,3033,1164,2492,2629,3768,9494,20616,13537,4105,60833,421,439,1012,945,1150,1264,1338,1267,607,8431,8366,6872,14845,15424,18440,22747,24875,15176,4750,131489
CED317,2523,2877,7315,7432,8147,6806,1955,272,27,37356,1848,841,2082,1800,1874,3715,6323,4023,1453,23962,489,468,1105,1031,1026,886,763,567,304,6632,4866,4187,10496,10263,11044,11413,9039,4856,1779,67947,1401,3849,9851,9405,10641,8705,2245,377,20,46491,2900,1504,3465,3850,3884,4172,1856,315,26,21969,217,219,815,568,631,729,284,42,12,3524,170,211,455,350,357,282,117,68,13,2030,4689,5786,14585,14172,15520,13892,4503,794,73,74014,244,352,539,424,469,439,66,5,0,2528,372,181,285,209,232,294,72,11,0,1653,612,533,817,634,701,733,138,12,0,4180,5306,6319,15407,14806,16226,14623,4635,808,73,78200,4059,1621,3438,3083,3417,6592,12621,7958,2592,45380,1049,1023,2423,2156,2274,2081,1672,1172,531,14378,10406,8964,21265,20046,21913,23300,18923,9939,3202,137954
CED318,2863,3238,8604,9358,9756,7218,1810,174,17,43038,1928,1067,2236,2056,1952,3243,5682,3225,1186,22575,411,568,1418,1061,978,895,665,426,200,6620,5202,4869,12259,12483,12680,11355,8157,3821,1405,72233,876,3171,9718,10843,11985,8196,1662,142,10,46591,3402,2326,4958,5340,5273,4671,1915,276,25,28184,260,282,948,795,731,825,263,24,0,4141,135,198,408,310,276,204,61,29,6,1629,4677,5979,16028,17294,18265,13895,3902,468,40,80553,256,443,709,541,621,517,71,8,0,3157,571,229,315,315,294,306,103,10,3,2138,826,674,1020,854,905,820,173,10,3,5296,5507,6652,17049,18144,19173,14718,4074,487,45,85845,4173,1903,3446,3243,3516,6036,11230,6352,2007,41908,880,1213,2991,2297,2259,2018,1504,839,351,14354,10551,9760,23487,23692,24948,22768,16808,7678,2404,142107
CED319,2627,4414,11038,10252,8958,5683,1255,91,4,44322,1440,660,1618,1722,1591,2870,5399,4387,2326,22004,115,224,563,407,300,238,248,279,431,2806,4180,5288,13225,12377,10842,8787,6893,4768,2760,69132,516,3726,13937,13863,12214,6959,1166,68,3,52452,2962,3375,5265,5093,4068,3205,1208,167,9,25344,764,807,1719,1257,912,898,295,35,6,6695,36,142,356,211,136,90,30,18,5,1032,4277,8049,21272,20426,17338,11146,2699,287,20,85518,148,328,596,445,400,325,44,0,0,2286,568,312,281,215,197,192,57,0,0,1822,721,636,884,653,600,515,101,3,0,4111,4996,8685,22157,21082,17936,11657,2800,293,26,89623,3325,1250,2558,2551,2627,4845,9702,7505,3585,37939,272,467,1193,932,712,535,491,494,593,5695,8595,10404,25909,24560,21268,17038,12996,8286,4206,133264
CED320,3455,4068,8864,8714,8910,6375,1223,76,14,41710,1911,944,2583,2269,2479,4824,9413,5499,1700,31626,278,327,716,623,546,456,516,421,288,4159,5641,5335,12167,11607,11937,11660,11153,5998,1998,77495,1075,3918,10155,10532,11111,7304,1190,69,7,45362,3582,2843,4896,4662,4555,4106,1379,148,7,26181,719,681,1476,1093,1119,1052,301,20,3,6466,136,208,406,300,258,152,51,27,10,1540,5510,7649,16933,16588,17046,12615,2917,268,24,79546,392,540,670,495,487,377,53,0,0,3024,759,293,358,262,241,262,65,11,3,2250,1155,836,1029,753,732,641,115,11,5,5273,6663,8482,17961,17348,17774,13252,3036,269,32,84823,4203,1822,4356,3748,4192,8033,17355,10666,2956,57337,588,663,1439,1288,1171,964,1009,782,451,8348,11459,10965,23749,22386,23135,22253,21392,11724,3434,150508
CED321,2359,2685,5945,6306,7111,6257,1952,355,28,32994,1361,710,1786,1459,1807,3663,6467,4328,1693,23283,351,347,842,757,849,863,757,608,333,5704,4071,3746,8573,8518,9764,10783,9174,5291,2054,61981,1371,3544,8017,7845,9363,8028,2493,525,37,41216,2690,1426,3115,3403,3438,3781,1789,414,51,20096,187,189,636,467,481,587,271,42,0,2867,161,156,276,239,266,233,169,98,18,1618,4415,5319,12042,11949,13550,12628,4718,1077,109,65800,212,274,306,282,359,283,39,0,0,1758,250,146,220,148,171,187,57,3,3,1182,468,414,525,429,531,471,95,8,3,2938,4880,5732,12565,12378,14080,13095,4809,1084,113,68743,2827,1101,2512,2308,3135,6511,12642,8325,2843,42200,749,777,1822,1527,1778,1888,1647,1184,543,11913,8459,7609,16902,16212,18996,21498,19090,10596,3494,122859
CED322,2989,4022,8997,9778,9289,6577,1702,139,12,43509,1498,724,1418,1730,1753,3278,6848,4607,2015,23869,171,278,661,602,496,404,419,498,585,4106,4664,5026,11072,12104,11540,10259,8972,5242,2606,71489,601,2901,9786,10942,11123,6706,1394,82,5,43541,3542,3174,5066,6026,5361,4539,1927,259,16,29911,857,763,1417,1152,1004,972,351,46,7,6568,76,170,393,297,225,130,37,9,7,1345,5082,7010,16662,18414,17714,12351,3715,399,32,81368,168,261,426,344,426,355,50,5,0,2025,555,266,257,286,223,265,87,4,0,1945,716,527,678,629,652,619,138,8,0,3969,5803,7532,17340,19044,18365,12966,3848,407,32,85333,3383,1355,2219,2468,2786,5381,12150,8485,3278,41501,370,530,1367,1170,1057,817,812,863,892,7877,9551,9416,20926,22677,22205,19163,16819,9752,4200,134713
CED323,2752,5157,11384,9111,9037,6933,2086,256,13,46726,1631,1005,2140,2007,2304,3859,7380,5510,2064,27889,260,544,1332,861,786,793,683,620,472,6359,4637,6704,14862,11977,12124,11584,10155,6378,2549,80975,524,3409,11703,10498,10690,7331,1724,170,7,46049,2982,4148,7355,5683,5262,4676,2331,436,27,32890,811,1254,2034,1365,1155,1078,409,59,8,8163,92,240,561,319,247,169,81,20,14,1745,4404,9045,21650,17859,17351,13253,4538,683,57,88852,162,430,726,552,594,506,76,4,0,3051,594,420,529,310,272,333,108,18,0,2589,759,852,1251,862,868,841,187,20,0,5637,5168,9898,22901,18724,18216,14096,4729,708,56,94486,3652,1953,3546,3142,3810,6558,13472,10268,3562,49969,546,1026,2701,1816,1660,1628,1417,1142,722,12667,9368,12878,29150,23681,23688,22277,19614,12122,4339,157117
CED324,2345,4871,11024,10164,8121,5076,1163,100,5,42868,2172,1162,2291,2403,2054,3358,5466,3664,1847,24419,136,278,684,482,333,282,240,224,177,2834,4653,6309,14000,13051,10506,8719,6867,3990,2025,70122,405,3404,13285,13191,10707,6308,1102,86,0,48492,2534,4519,6619,5797,4198,3159,1338,217,5,28383,804,1032,1517,1124,879,718,244,27,4,6357,62,228,515,296,202,151,35,13,0,1509,3811,9196,21930,20413,15985,10338,2719,345,12,84734,125,443,853,530,500,333,44,0,0,2821,603,546,492,317,234,216,57,0,0,2465,730,984,1339,848,730,546,97,3,0,5285,4536,10183,23274,21263,16714,10882,2814,343,12,90022,4506,2391,3815,3451,3227,5553,9783,6678,2907,42308,290,633,1518,1031,762,622,498,384,240,5978,9342,13202,28605,25750,20700,17061,13096,7405,3157,138311
CED325,2999,4303,10236,10692,8970,5557,1092,70,5,43918,2725,1178,3021,2848,2599,3698,5405,3243,1263,25986,260,318,752,663,457,348,277,183,101,3371,5985,5791,14009,14208,12022,9604,6777,3504,1376,73277,707,3749,12476,14100,12338,7361,1226,56,7,52021,3175,3288,5246,5495,4138,3087,1060,126,4,25618,697,771,1557,1178,911,757,249,25,0,6146,85,186,486,318,269,156,45,10,0,1550,4672,8003,19765,21091,17650,11360,2580,212,16,85343,300,553,865,611,488,383,54,0,0,3252,909,416,423,370,260,243,75,6,0,2704,1205,973,1288,977,749,628,128,5,0,5956,5875,8973,21056,22072,18403,11988,2705,214,13,91304,5894,2489,5347,4940,4441,6225,9738,5895,2003,46969,542,666,1537,1312,962,732,554,334,179,6818,12307,12131,27936,28322,23804,18939,13004,6448,2191,145088
CED326,3238,4027,9299,10800,9828,6536,1372,116,19,45230,1897,806,2199,2388,2276,4007,8157,5556,2334,29612,183,231,561,533,446,360,349,412,384,3454,5322,5058,12051,13719,12544,10901,9879,6079,2736,78298,817,3608,10875,13887,12693,7606,1281,73,5,50836,3493,2916,4868,5597,4701,3803,1431,201,14,27012,764,777,1539,1220,1111,984,324,28,4,6755,124,166,387,313,220,126,39,15,10,1399,5196,7459,17671,21011,18724,12525,3070,319,29,86000,290,476,628,500,532,397,49,0,0,2880,833,269,345,297,221,243,64,9,3,2283,1119,747,975,797,755,647,110,7,5,5166,6313,8211,18647,21811,19479,13167,3181,326,31,91166,4282,1457,3187,3424,3625,6528,14375,9940,3768,50575,356,489,1161,1123,983,750,711,703,582,6857,10949,10150,22994,26363,24082,20450,18267,10971,4380,148597
CED327,2982,4009,8999,10223,8183,5561,1177,62,0,41197,2826,1390,3509,3297,2793,3944,6058,3036,1111,27963,372,410,1006,882,611,399,341,242,181,4441,6180,5807,13514,14398,11583,9901,7575,3343,1297,73598,852,3516,11154,13120,10750,6980,1255,66,0,47696,3094,3199,5198,5785,4312,3348,1171,128,3,26237,566,678,1205,1050,781,750,231,18,0,5275,111,260,478,398,283,164,52,14,0,1747,4627,7648,18036,20355,16122,11242,2707,222,3,80960,359,711,1032,729,574,432,58,0,0,3899,931,428,486,387,301,240,55,6,0,2842,1292,1146,1521,1116,880,673,112,9,0,6747,5916,8794,19554,21472,16999,11917,2820,224,3,87702,6136,2418,5016,4684,4328,6265,10958,5876,1783,47466,815,847,2023,1810,1279,857,676,444,282,9028,12869,12056,26595,27962,22607,19038,14458,6551,2062,144189
CED328,3575,5477,8332,9942,9626,5640,1601,180,13,44390,2523,1319,1503,1849,1771,2552,5190,3811,1754,22268,132,203,409,292,221,185,181,186,211,2020,6228,6997,10248,12080,11618,8381,6971,4178,1975,68680,528,3524,10397,12996,13450,7050,1471,123,10,49554,3688,5032,4131,4969,4470,3292,1720,348,24,27686,1462,1567,1375,1228,992,808,303,40,4,7774,54,126,195,189,107,62,20,6,0,764,5736,10251,16105,19382,19019,11208,3510,513,46,85771,97,340,465,374,401,265,52,4,0,1997,953,609,333,229,199,162,63,3,3,2559,1052,949,804,608,605,427,110,8,3,4557,6786,11206,16902,19983,19624,11640,3623,525,42,90330,5665,2756,2642,2506,2460,4062,9063,6969,2794,38914,268,553,847,622,521,409,345,320,309,4204,12718,14515,20394,23113,22608,16107,13032,7811,3151,133453
CED329,2331,2064,4482,5997,7603,6645,1571,175,19,30891,1453,631,1499,1695,2320,5428,9735,5538,1953,30238,231,190,476,544,641,659,627,531,339,4237,4005,2885,6459,8242,10567,12733,11936,6247,2300,65366,810,2093,4836,6292,8289,6203,1371,173,9,30074,2762,1513,2915,3931,4781,5022,1936,308,15,23178,494,300,698,616,863,997,305,45,12,4327,100,144,250,228,290,192,78,36,11,1336,4162,4062,8689,11071,14223,12416,3686,560,48,58919,247,324,412,318,412,467,50,6,0,2231,377,152,241,168,222,345,83,9,4,1598,619,472,647,486,631,810,133,13,0,3830,4781,4537,9339,11557,14856,13223,3820,567,51,62745,3200,1170,2580,2918,4112,9666,18894,11052,3333,56922,535,421,1027,1143,1392,1419,1309,957,526,8727,8516,6125,12946,15624,20360,24313,24024,12582,3906,128391
CED330,3548,3530,8027,9365,9954,6776,1587,172,16,42976,2119,990,2305,2347,2364,4267,6731,3561,1093,25769,315,270,654,664,646,518,469,370,292,4195,5979,4793,10984,12375,12971,11562,8783,4110,1401,72947,1224,3625,9738,11976,13012,8519,1665,187,3,49952,3838,2354,4170,4981,5063,4388,1701,287,19,26805,747,642,1274,1121,1086,1058,327,36,5,6297,137,194,357,332,393,232,71,46,17,1774,5945,6816,15541,18405,19557,14193,3764,563,46,84824,248,388,517,375,447,329,47,6,0,2353,634,247,253,229,200,232,68,12,0,1873,881,638,766,601,646,558,112,16,0,4224,6829,7453,16308,19014,20203,14755,3877,574,50,89052,4653,1621,3256,3379,3846,7031,12831,7141,1870,45628,674,599,1328,1410,1420,1150,937,703,456,8673,12153,9673,20890,23802,25465,22927,17649,8416,2372,143356
CED394,113,224,605,330,309,267,48,3,0,1892,117,143,382,296,360,713,715,132,19,2883,58,127,362,259,219,194,106,26,5,1349,291,493,1345,885,887,1170,870,160,25,6127,23,161,575,320,255,225,42,0,0,1610,72,118,329,217,169,157,52,7,0,1119,23,35,86,79,55,75,13,3,0,371,8,15,32,23,22,12,4,0,0,124,128,325,1027,644,497,464,118,7,0,3219,37,69,157,104,104,70,12,0,0,565,41,30,59,44,53,59,13,0,0,286,76,96,212,142,157,130,25,4,0,851,204,426,1241,790,656,596,140,9,0,4069,229,236,644,575,665,1368,1672,361,33,5780,124,267,765,717,612,501,313,74,12,3387,566,934,2649,2077,1929,2468,2124,444,44,13234
CED397,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,0,9,13,7,0,4,0,0,0,28,0,0,3,8,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,4,6,13,15,0,0,0,0,29,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,12,13,15,0,0,0,0,35,0,0,4,4,0,0,3,0,0,11,0,14,34,48,32,8,0,0,0,135,0,16,49,64,45,5,3,0,0,183
