CED_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED401,2647,6356,14617,10990,8874,6516,1754,153,21,51927,2289,1973,2790,2365,2175,3935,6806,4701,2944,29967,200,356,715,500,391,339,344,290,216,3351,5143,8690,18114,13855,11439,10790,8901,5142,3182,85250,384,4115,18059,14850,11905,7816,1626,107,3,58864,3455,6476,9511,6626,5037,4321,1998,313,24,37768,221,474,1153,795,456,506,184,22,0,3814,62,241,503,259,163,101,42,13,8,1388,4126,11303,29227,22536,17556,12750,3847,450,39,101835,100,483,960,614,544,401,45,0,0,3140,706,802,680,364,277,273,74,8,3,3184,807,1281,1638,977,818,666,117,13,3,6322,4929,12587,30867,23513,18373,13420,3965,458,48,108160,4744,4183,4692,3701,3894,6974,12233,8244,4533,53197,375,743,1599,1162,920,755,668,510,329,7065,10053,17512,37156,28378,23185,21154,16862,9215,4903,168422
CED402,2729,2974,6749,7434,8625,7668,2095,315,30,38620,1573,632,1797,1627,1839,4077,8217,5584,2455,27801,272,227,513,510,637,648,685,537,329,4362,4571,3836,9061,9571,11096,12397,10996,6438,2816,70782,1319,3586,8556,9039,10940,8973,2296,288,26,45020,3328,2097,4195,4692,4989,5599,2402,494,41,27833,216,217,759,543,604,771,345,49,3,3507,170,163,313,254,290,273,140,71,14,1691,5032,6069,13824,14529,16828,15612,5182,901,86,78057,162,318,426,299,365,324,35,3,0,1929,332,164,225,197,213,273,53,3,3,1467,488,479,657,495,577,596,91,6,3,3395,5521,6550,14482,15024,17406,16211,5270,905,88,81456,3620,1219,2934,3019,3487,7221,15895,10451,4045,51897,582,506,1150,1106,1353,1382,1416,1013,538,9054,9726,8277,18566,19153,22241,24820,22579,12374,4669,142401
CED403,2779,4663,9780,9969,9414,7313,1880,197,23,46022,1836,885,1540,1592,1599,3850,8515,6102,3750,29669,87,169,362,296,248,295,341,327,235,2367,4703,5724,11686,11856,11261,11454,10741,6624,4008,78062,457,3101,11803,11968,12002,8201,1533,123,10,49185,3766,4774,5899,6287,5318,5100,2208,366,27,33741,280,373,953,745,547,638,247,38,4,3815,43,111,245,173,135,103,51,25,13,900,4550,8359,18897,19173,18002,14033,4034,547,47,87641,97,307,498,388,393,305,63,0,0,2063,649,404,330,264,219,256,67,12,0,2197,746,713,826,648,610,560,133,6,0,4261,5298,9078,19727,19824,18612,14599,4165,553,50,91902,4059,1779,2542,2402,2718,6482,15192,10887,5808,51869,204,358,786,634,589,604,638,570,375,4754,9555,11214,23054,22857,21919,21689,19999,12010,6231,148524
CED404,2311,2816,6751,6839,8083,7271,1845,253,22,36201,1689,826,2112,1723,2083,4500,8308,5501,2220,28963,289,267,678,622,713,758,730,565,301,4918,4291,3905,9536,9182,10880,12531,10889,6321,2549,70085,1042,3224,8365,8287,9801,8409,2035,264,18,41453,2799,1901,4068,4329,4710,5310,2050,363,34,25564,218,215,861,529,631,889,314,69,7,3739,153,160,315,232,331,247,110,63,13,1622,4216,5492,13613,13382,15465,14854,4514,763,68,72377,200,372,545,415,520,523,53,3,0,2628,298,208,249,199,228,335,76,4,0,1595,498,576,794,612,755,857,119,7,3,4216,4712,6071,14402,13993,16221,15710,4639,771,71,76591,3694,1507,3433,3035,3895,8405,16296,10571,3739,54569,625,614,1459,1381,1638,1689,1473,1115,500,10494,9035,8187,19299,18412,21755,25800,22406,12455,4309,141658
CED405,2529,4243,9939,9287,9205,7302,1562,145,14,44229,1569,712,1706,1734,1914,4210,7905,5788,3187,28730,101,178,442,379,327,329,329,328,188,2604,4195,5132,12090,11405,11451,11834,9799,6264,3391,75560,517,3586,12569,11628,11939,8586,1420,114,5,50362,3359,4010,5722,5609,5000,4970,1783,271,21,30736,201,278,951,722,482,685,200,21,4,3539,63,111,279,199,185,114,47,18,3,1023,4147,7987,19515,18150,17601,14358,3449,421,35,85666,133,336,563,433,508,413,46,0,0,2429,554,331,314,277,268,245,62,3,7,2049,679,670,874,703,774,658,107,3,7,4479,4825,8664,20393,18856,18373,15016,3559,427,40,90147,3600,1479,2628,2684,3327,7358,14221,10155,5153,50611,234,395,971,785,740,730,615,567,301,5335,8656,10527,23994,22327,22440,23109,18386,11151,5499,146090
CED406,2829,3818,8409,8954,8624,6976,1383,80,10,41074,1642,708,1905,1923,1951,3860,8310,4757,1939,27005,146,152,343,370,304,310,307,290,230,2469,4621,4682,10664,11248,10880,11147,10005,5128,2181,70541,738,3180,10192,10836,10875,7744,1201,51,0,44809,3641,3382,5164,5813,5189,4960,1571,132,11,29871,198,335,1048,669,538,718,174,21,0,3708,55,122,224,165,175,130,33,18,3,919,4637,7015,16625,17481,16777,13547,2984,222,17,79312,217,449,566,426,424,342,40,0,0,2468,739,346,319,263,228,222,67,7,0,2183,950,795,882,691,652,568,104,7,0,4652,5588,7808,17509,18176,17426,14115,3085,226,22,83965,3680,1386,2785,2934,3238,6411,15258,8815,3238,47752,303,342,769,798,703,678,618,506,352,5062,9580,9535,21061,21906,21365,21206,18961,9544,3616,136777
CED407,2799,4083,8761,9283,8646,6532,1299,83,7,41488,1935,949,2363,2304,2081,3839,7804,5350,2038,28671,132,113,350,340,250,253,273,356,243,2308,4864,5149,11468,11924,10976,10624,9376,5792,2285,72465,674,3725,11253,12128,11528,7911,1236,42,0,48498,3589,3821,5521,5853,4971,4372,1469,163,5,29768,218,288,898,628,507,630,157,20,3,3344,49,133,299,229,175,117,34,18,9,1061,4529,7964,17974,18846,17183,13026,2893,242,14,82673,169,492,664,458,427,321,39,4,0,2570,788,392,346,339,201,227,34,4,4,2337,963,876,1007,798,629,546,78,8,4,4911,5485,8848,18981,19647,17810,13574,2972,251,16,87579,4348,1997,3594,3494,3431,6316,14031,9737,3445,50388,286,303,777,729,602,521,514,589,371,4688,10115,11144,23349,23868,21846,20409,17514,10581,3825,142664
CED408,2938,3173,6452,8440,9821,8126,2223,265,24,41462,1817,525,1315,1549,1689,4224,10081,6076,2249,29530,179,139,359,364,438,490,530,384,241,3129,4937,3840,8131,10348,11950,12847,12833,6726,2514,74121,713,2816,7480,9725,11944,8498,1930,190,5,43309,3854,2982,4092,5549,6187,6391,2845,514,43,32454,269,276,861,678,628,894,308,56,6,3973,135,116,180,191,207,196,106,45,6,1195,4974,6190,12605,16148,18954,15975,5193,812,64,80933,128,256,318,239,313,327,42,5,6,1631,516,209,219,186,219,284,88,3,0,1734,648,470,537,424,537,612,135,11,6,3367,5620,6660,13146,16574,19492,16586,5334,824,68,84301,3967,1033,1972,2226,2785,7169,18357,11784,3849,53148,350,349,748,803,951,1078,1056,748,388,6466,9947,8035,15864,19611,23224,24833,24745,13357,4304,143917
CED409,2799,4534,9404,8337,7600,5815,1003,68,4,39575,2539,1432,4078,3307,3098,4811,6446,4221,1764,31693,276,328,787,586,515,445,406,404,318,4058,5617,6295,14264,12230,11216,11068,7854,4693,2085,75330,850,4305,11597,10728,9802,6987,1003,38,3,45306,3162,3429,5909,5192,4332,4036,1082,120,11,27270,189,341,978,590,562,602,128,16,0,3404,116,233,440,323,235,160,52,17,7,1572,4319,8301,18914,16827,14922,11786,2270,187,20,77544,366,781,1071,780,672,428,50,0,0,4152,803,514,569,416,355,284,40,0,0,2987,1167,1291,1638,1197,1031,713,93,6,0,7135,5489,9599,20551,18021,15950,12497,2365,192,20,84682,5624,2574,5781,5096,5237,8324,12053,7555,2927,55167,557,656,1582,1336,1134,943,815,680,484,8188,11667,12826,27916,24452,22320,21765,15230,8425,3428,148036
CED410,2668,4656,10141,10606,10029,7435,2018,204,13,47776,2213,857,1744,2000,1933,3831,8249,7028,3773,31626,110,163,408,311,311,225,291,343,304,2464,4991,5678,12291,12913,12273,11498,10559,7584,4085,81866,364,3249,12391,13410,12883,8730,1740,157,10,52936,3813,5037,6131,6375,5846,5169,2535,452,35,35394,240,322,888,706,442,520,209,29,3,3364,50,127,276,215,139,94,41,12,5,957,4466,8729,19686,20704,19306,14514,4531,658,52,92646,84,296,617,502,434,337,37,9,0,2317,680,433,426,331,256,230,94,12,0,2462,762,732,1043,837,690,566,133,15,0,4773,5233,9457,20726,21543,19994,15081,4663,672,57,97423,5173,1908,2821,2898,3193,6243,14114,12240,5989,54575,232,329,853,722,666,529,523,563,478,4901,10635,11698,24400,25164,23853,21851,19301,13477,6518,156898
CED494,43,42,129,81,59,57,14,0,0,423,57,40,102,88,76,114,106,23,7,613,19,16,74,79,46,25,17,0,3,273,112,95,305,245,178,197,141,26,10,1306,3,19,112,92,77,45,11,0,0,351,18,34,77,41,36,39,15,0,0,264,4,3,17,19,12,22,3,0,0,70,0,3,8,4,0,7,0,0,0,38,32,61,211,156,128,106,26,4,0,724,11,10,35,33,30,25,0,0,0,152,25,15,24,18,17,14,3,0,0,112,35,29,62,55,38,40,3,0,0,266,65,87,272,205,172,147,34,4,0,989,86,80,193,161,172,241,262,55,7,1266,30,39,161,163,136,120,62,4,3,719,186,206,627,534,478,513,359,64,11,2975
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
CED501,3337,4163,9489,9861,9135,5897,1043,67,5,42995,1905,918,3053,2767,2239,3633,5805,3556,1209,25075,251,307,706,584,484,375,319,330,250,3600,5488,5382,13245,13219,11859,9901,7174,3951,1466,71674,1231,4342,12030,12972,12225,7736,1048,44,0,51620,3862,3035,5097,5404,4663,3647,1138,118,8,26964,150,306,1250,862,794,785,174,13,3,4328,106,177,452,325,241,149,36,9,8,1486,5342,7856,18821,19557,17915,12317,2396,183,14,84405,364,517,735,576,543,398,46,9,0,3182,969,307,451,381,289,243,82,10,0,2735,1333,827,1191,960,830,636,126,13,3,5920,6676,8687,20009,20517,18743,12951,2525,194,16,90321,4201,1690,4390,3949,3507,5765,10452,6751,2082,42780,529,756,1780,1628,1306,970,640,580,405,8600,11407,11132,26178,26097,23560,19691,13616,7519,2499,141699
CED502,2761,4125,9643,10475,7841,5412,1180,83,10,41536,2219,1156,3623,3449,2341,3352,5766,3333,1174,26414,259,305,768,673,491,366,346,312,254,3769,5243,5587,14034,14600,10672,9131,7289,3728,1437,71717,905,3869,12386,14807,10964,6976,1258,49,3,51213,3206,3522,5471,6200,4282,3451,1317,156,3,27611,146,233,947,760,498,503,153,13,0,3249,86,219,514,363,259,170,36,13,0,1657,4335,7844,19310,22132,15998,11104,2758,229,18,83729,296,531,869,744,628,414,65,0,0,3550,809,385,497,454,299,238,67,0,0,2761,1108,921,1363,1197,927,653,132,9,0,6314,5446,8769,20674,23332,16924,11756,2893,235,18,90047,4666,1961,4766,4534,3599,5193,10349,6223,1958,43251,538,633,1643,1581,1246,886,669,518,402,8122,10650,11357,27081,29443,21774,17836,13916,6976,2379,141417
CED503,2831,3079,6537,7284,7861,6264,1384,120,14,35371,1561,707,2299,2096,1965,4038,8269,5203,1727,27867,200,229,468,478,487,445,408,455,368,3538,4599,4013,9309,9854,10309,10745,10067,5780,2108,66779,1068,3082,7876,9016,10009,7455,1329,100,3,39941,3288,2319,3719,4266,4229,4152,1705,265,18,23963,175,254,871,714,747,900,231,24,5,3923,99,142,309,252,224,181,71,24,12,1308,4633,5798,12775,14253,15216,12688,3340,418,32,69139,253,367,504,433,435,346,62,4,0,2408,593,191,292,250,219,271,78,8,0,1897,842,562,796,680,653,623,137,10,0,4307,5477,6362,13573,14931,15868,13310,3478,431,28,73446,3327,1164,3010,2914,3017,6351,15227,10154,3072,48238,414,486,1093,1234,1265,1062,905,824,579,7861,9221,8011,17675,19084,20147,20723,19607,11411,3679,129549
CED504,2632,4385,10104,9421,8592,6699,1707,122,3,43656,2043,950,2635,2640,2264,3930,7110,4596,1693,27873,201,269,699,621,440,389,365,351,237,3559,4881,5609,13440,12680,11288,11010,9184,5066,1937,75084,676,3725,13157,12511,10957,8162,1661,95,4,50945,3251,4074,5901,5758,4987,4572,1892,237,13,30692,115,234,865,641,472,540,210,15,0,3095,88,249,513,325,279,184,54,13,5,1728,4136,8278,20440,19232,16697,13464,3816,368,27,86454,216,432,713,608,586,442,55,3,0,3061,783,368,440,396,299,312,84,12,0,2684,996,801,1153,1001,888,753,138,12,0,5750,5126,9078,21593,20233,17580,14220,3958,376,27,92200,4463,1869,3708,3739,3626,6243,12662,8486,2856,47644,398,644,1523,1398,1065,870,687,622,355,7559,9985,11595,26823,25369,22277,21335,17297,9489,3231,147408
CED505,2930,4535,10286,9803,9666,6684,2135,338,24,46399,2356,752,1327,1988,1900,3062,6140,5127,2750,25399,154,215,605,443,329,297,381,357,402,3180,5442,5501,12214,12230,11890,10041,8655,5817,3173,74980,349,2866,13309,12748,12862,8200,1903,230,13,52468,4209,4863,4836,5740,5405,4692,2819,646,56,33269,229,280,951,745,408,537,214,47,3,3414,44,107,275,191,161,86,50,27,6,943,4834,8112,19371,19423,18831,13518,4982,950,83,90102,58,203,360,314,416,292,65,8,0,1708,775,327,261,236,195,195,81,7,0,2079,828,528,621,553,614,486,143,14,0,3787,5664,8642,19990,19975,19445,14006,5124,963,87,93886,5166,1658,2137,2562,2712,4705,10503,9041,4341,42807,287,399,1364,1050,776,676,750,659,606,6562,11116,10697,23487,23589,22932,19378,16374,10662,5030,143257
CED506,2619,3264,9534,9770,9290,7330,1939,224,15,43990,1956,1088,2984,2372,2104,3338,5339,3005,1026,23212,576,724,1979,1767,1526,1273,821,479,227,9373,5151,5073,14497,13907,12916,11950,8100,3715,1268,76576,1509,4364,13483,13788,13566,10431,2464,243,20,59858,2884,1595,4130,4861,4274,4190,1860,340,31,24172,187,295,1323,1090,1006,1042,342,31,4,5317,140,213,510,405,351,278,105,55,10,2065,4720,6465,19446,20143,19191,15942,4770,671,67,91415,268,383,548,464,478,363,57,3,0,2574,366,162,275,264,247,238,70,8,6,1656,636,545,822,733,728,608,132,10,6,4225,5354,7009,20268,20877,19925,16546,4903,681,70,95647,4195,1987,4581,3837,3667,5822,10499,6020,1796,42405,1319,1623,4624,4333,3937,3274,1849,1003,373,22335,10871,10620,29474,29047,27532,25648,17253,7701,2233,160379
CED507,2933,2498,6344,8431,8839,6700,1652,180,15,37586,1390,525,1914,1835,1615,3655,7243,4349,1764,24306,202,194,531,497,510,507,511,368,231,3543,4525,3212,8785,10762,10969,10861,9404,4893,2010,65428,1241,3006,7950,9621,10726,7528,1475,127,8,41686,3469,1663,3773,5551,5240,4805,2179,300,27,27002,268,230,822,825,853,1029,301,46,3,4373,114,112,239,265,229,145,50,23,10,1196,5093,5012,12778,16264,17045,13512,4000,497,49,74255,185,222,345,284,304,266,35,0,0,1638,432,158,213,220,192,211,58,8,0,1494,623,379,561,505,492,476,92,8,0,3132,5711,5396,13340,16771,17534,13989,4093,507,49,77387,3122,916,2621,2672,2593,5792,13405,8207,2883,42218,420,415,1212,1250,1352,1165,1034,673,375,7894,9255,6720,17173,20693,21483,20938,18530,9389,3312,127496
CED508,2788,4265,10406,10325,9268,6729,1619,121,9,45528,1504,668,1783,2044,1755,2960,5758,3639,1672,21780,134,234,590,481,404,328,321,304,250,3046,4422,5169,12774,12844,11433,10021,7688,4071,1930,70349,797,3559,13385,13359,12302,8050,1488,90,3,53033,3468,3801,5141,6132,4955,4465,1891,240,9,30102,124,253,1142,902,593,654,184,18,0,3881,70,128,321,253,200,142,45,11,6,1164,4452,7735,19992,20650,18053,13310,3608,357,20,88177,140,291,478,399,421,337,50,0,0,2120,726,334,317,276,254,244,81,8,0,2240,863,628,794,676,672,586,131,9,0,4356,5320,8361,20783,21329,18721,13890,3746,369,20,92541,3291,1255,2516,2746,2762,4713,10285,6758,2733,37049,301,479,1364,1240,1029,771,631,547,386,6744,8904,10100,24662,25311,22514,19380,14658,7668,3136,136332
CED509,3139,3870,9217,9788,9359,6581,1548,158,12,43663,1838,719,2502,2364,1971,3042,5726,3725,1388,23281,176,197,538,474,411,338,317,282,257,2990,5156,4793,12260,12627,11737,9961,7583,4168,1651,69938,1061,3868,11780,13132,12762,8514,1576,111,6,52814,3984,3141,4783,5586,4740,4037,1811,311,20,28426,170,221,1101,795,683,758,191,26,0,3943,95,202,396,277,211,139,51,16,4,1384,5311,7432,18058,19786,18402,13451,3632,463,34,86562,203,391,486,381,408,326,59,0,0,2251,731,246,287,280,211,191,78,6,0,2033,934,632,778,656,616,516,140,13,0,4288,6239,8063,18835,20448,19017,13964,3773,479,39,90849,4176,1483,3860,3690,3194,4877,10335,6997,2331,40936,369,422,1278,1236,1115,869,583,514,414,6800,10784,9971,23971,25366,23326,19710,14690,7991,2780,138584
CED510,3363,3763,6712,9326,10176,8101,1905,122,8,43480,1587,444,1119,1633,1503,3339,7397,3946,1688,22657,84,96,300,249,258,271,256,216,170,1899,5034,4302,8136,11210,11932,11711,9564,4287,1868,68038,841,3348,8623,11735,13683,9687,1677,74,4,49672,4520,3764,3594,5645,5658,5579,2496,271,12,31542,165,204,836,789,570,850,290,23,0,3723,47,101,187,210,163,123,38,14,3,891,5575,7416,13242,18384,20077,16241,4511,377,23,85832,129,231,355,303,325,329,57,0,0,1734,934,271,192,217,196,192,87,4,5,2099,1058,499,552,516,525,517,146,7,7,3822,6638,7916,13789,18899,20599,16762,4647,389,26,89655,3692,1024,1660,2138,2079,5057,13458,7416,2718,39242,195,258,690,719,764,667,525,374,256,4456,10523,9197,16143,21760,23435,22482,18638,8175,2995,133353
CED511,2424,2734,6729,7673,8625,7688,2298,351,14,38544,1751,745,2206,1836,1866,3716,6774,4389,1734,25016,419,408,941,985,1004,979,817,581,328,6463,4600,3894,9885,10498,11496,12389,9886,5319,2071,70024,1624,3958,9445,9987,11610,9752,2653,402,31,49449,2627,1454,3656,4648,4561,5133,2446,524,45,25086,167,252,905,620,824,1105,415,79,8,4369,140,193,342,286,283,255,129,71,25,1726,4550,5851,14344,15544,17279,16241,5643,1064,108,80632,204,260,398,339,365,363,63,0,0,1997,342,113,194,189,172,231,89,7,0,1327,543,375,596,526,536,597,148,5,5,3326,5095,6229,14944,16071,17817,16835,5786,1074,107,83956,3682,1273,3222,2876,3187,6305,13086,8415,2950,45001,866,972,2305,2285,2431,2296,1791,1144,542,14644,9645,8470,20478,21238,23437,25441,20659,10637,3606,143602
CED512,3594,4569,9983,10894,10270,6062,1113,60,6,46563,2007,729,2592,2470,1913,2778,4887,3165,1120,21664,194,219,519,465,412,283,236,230,151,2720,5801,5519,13089,13837,12601,9127,6246,3456,1277,70951,1095,4285,12311,14001,13711,7716,1109,37,3,54272,4375,3749,5316,6384,5379,3833,1315,156,7,30524,149,274,1253,848,749,617,135,12,0,4048,101,190,446,344,269,172,35,13,0,1576,5724,8492,19324,21581,20108,12348,2604,226,13,90414,273,476,581,425,427,330,34,0,0,2552,1019,321,366,330,236,228,63,5,0,2570,1297,794,943,760,666,558,99,8,0,5122,7013,9285,20267,22340,20777,12906,2700,235,16,95543,4483,1414,3348,3117,2746,4220,8665,5717,1868,35577,411,497,1236,1213,1125,784,452,373,236,6331,11906,11204,24855,26669,24649,17907,11817,6323,2110,137448
CED513,2055,5174,15636,11786,9072,6471,1729,156,8,52091,1344,850,2077,2084,1633,2923,5635,4059,2506,23106,140,382,1094,694,479,388,361,336,238,4111,3535,6410,18806,14561,11189,9785,7724,4545,2749,79312,444,3892,20893,16666,12669,8299,1642,105,0,64605,2679,4739,7813,6413,4641,4103,1986,307,26,32703,133,296,1188,974,493,526,177,26,3,3810,46,190,477,312,157,103,28,18,0,1328,3305,9111,30371,24367,17950,13025,3833,451,31,102446,92,281,703,572,526,471,60,8,0,2714,519,352,448,321,255,248,88,15,0,2250,613,637,1154,892,780,722,149,15,0,4958,3915,9746,31520,25261,18731,13747,3979,475,31,107410,2873,1754,3231,3004,2736,4902,10047,7177,3845,39575,296,813,2560,1733,1231,974,745,623,401,9368,7085,12315,37315,29992,22700,19622,14772,8269,4281,156347
CED514,2558,5818,13721,10715,8457,6305,1747,139,14,49481,1716,1198,2767,2533,1956,3264,6052,4044,2044,25570,183,402,1056,742,508,470,420,465,524,4774,4454,7425,17544,13997,10918,10034,8226,4645,2585,79831,691,4697,18366,15094,11938,8233,1698,102,8,60827,3314,5712,7941,6192,4327,3908,1983,281,19,33682,171,331,1126,877,512,524,182,19,6,3743,66,300,610,306,246,142,47,18,7,1730,4238,11044,28041,22467,17028,12801,3909,419,39,99983,166,365,801,595,530,432,65,0,0,2957,626,513,512,340,252,241,86,6,0,2582,790,877,1312,941,778,671,155,10,0,5543,5026,11919,29358,23405,17808,13472,4067,431,39,105525,3880,2352,4100,3501,3106,5264,10782,7179,3225,43396,394,952,2413,1717,1262,1093,828,789,799,10244,9301,15224,35864,28623,22176,19835,15675,8396,4062,159166
CED515,3426,4508,7783,10471,10298,7515,2020,175,13,46211,2538,900,1556,2542,2206,3883,7744,5079,2620,29072,138,134,326,315,317,287,245,299,283,2344,6099,5551,9668,13329,12813,11682,10011,5554,2912,77624,670,3397,10055,13466,13881,9318,1870,109,7,52775,4688,4879,4356,6114,5701,4988,2597,397,24,33744,160,233,660,647,523,685,239,25,6,3177,55,148,282,212,201,123,54,18,8,1104,5576,8655,15357,20437,20305,15116,4766,552,38,90803,131,247,457,415,443,348,63,3,0,2099,945,433,314,328,283,250,100,0,0,2663,1074,681,767,748,727,596,162,6,0,4763,6648,9338,16129,21182,21032,15714,4927,561,38,95562,5419,1946,2661,3470,3090,5925,13666,9310,4253,49737,265,325,757,850,770,683,505,500,449,5103,12326,11609,19553,25499,24890,22323,19096,10372,4734,150405
CED594,43,111,281,177,122,123,23,0,0,875,44,47,155,157,127,200,207,27,5,967,57,104,259,276,224,154,93,16,12,1193,147,256,692,613,468,477,316,38,16,3030,16,90,328,188,158,117,16,0,0,915,33,73,118,102,56,75,26,0,0,484,0,17,45,60,28,25,6,0,0,181,3,4,11,4,5,0,0,0,0,33,53,185,501,355,248,216,45,0,0,1614,13,31,69,68,57,33,5,0,0,274,13,18,24,28,21,16,3,0,0,117,24,48,92,89,75,48,7,0,0,392,72,235,596,442,332,265,57,3,0,2000,89,93,265,290,249,396,465,89,10,1955,98,230,647,802,737,481,235,67,18,3326,261,562,1512,1543,1313,1144,758,155,30,7285
CED597,0,5,8,9,5,0,0,0,0,29,0,0,0,0,0,0,5,0,0,9,0,5,3,3,8,0,0,0,0,19,3,11,14,11,9,3,4,0,0,61,0,20,62,85,56,25,3,0,0,243,0,0,0,3,5,0,0,0,0,18,0,0,4,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,5,17,62,95,59,33,5,0,0,277,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,17,62,96,59,34,5,0,0,277,0,0,0,0,4,3,7,0,0,18,3,15,46,73,50,21,3,0,0,220,6,31,116,170,109,62,18,0,0,516
