CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED206,5,6,16,26,14,14,11,3,0,84,0,6,34,111,116,62,49,19,0,398,0,9,8,84,43,29,24,13,4,210,0,0,0,11,0,3,3,0,0,20,0,12,33,40,3,3,0,0,0,93,0,0,0,6,9,5,0,0,0,20,5,23,26,73,50,32,44,13,0,257,0,5,3,20,12,5,0,6,0,49,0,0,4,6,9,34,13,8,7,80,0,0,4,20,17,13,3,0,0,61,0,33,46,235,189,211,182,172,48,1121,130,325,330,698,460,422,330,228,82,3016,4900,10349,9520,19495,10587,9948,7844,4168,1095,77906,0,0,0,4,0,0,0,0,0,3,4320,8875,7824,16193,8617,7678,5831,2700,881,62913,0,0,0,6,0,0,0,0,0,11,0,0,0,8,4,6,0,0,0,25,0,0,0,10,0,0,0,0,0,16,0,0,3,21,8,4,6,0,0,38,0,0,4,57,41,22,20,4,0,154
CED207,5,104,158,212,106,83,63,24,6,766,0,34,54,122,95,70,45,33,9,471,18,158,558,1397,520,377,346,159,52,3592,6,18,44,233,53,38,52,7,0,440,0,14,36,102,24,6,15,7,4,205,0,0,4,36,29,40,21,24,5,166,10,66,74,73,53,50,18,17,0,360,0,43,116,231,313,330,195,53,22,1302,0,0,0,5,5,12,7,8,0,36,0,0,16,31,13,9,7,0,0,77,23,139,284,703,307,297,279,253,140,2433,102,288,600,1184,349,263,268,259,187,3496,3795,10575,14054,25494,11141,9511,7450,5505,2583,90099,0,0,3,48,20,21,13,3,0,110,3354,7485,7360,7318,4916,3933,3291,3259,1987,42910,0,25,31,101,32,15,15,0,0,215,0,0,3,18,15,12,8,3,3,56,0,6,3,44,12,5,4,0,0,74,0,4,22,67,63,40,36,13,4,250,3,11,17,35,21,21,9,10,4,121
CED208,0,15,9,69,27,9,8,3,0,144,0,5,22,109,36,20,7,3,0,209,0,6,55,238,47,54,40,13,5,457,0,6,3,44,4,0,0,0,0,61,3,15,16,63,13,6,0,0,0,120,0,0,4,48,33,38,18,15,8,163,10,32,20,188,55,37,20,0,0,366,3,37,103,302,218,276,129,50,13,1130,0,0,0,19,18,5,6,3,0,59,0,0,0,28,6,3,0,0,0,51,35,120,141,1106,360,294,221,144,71,2487,126,262,388,1156,437,358,289,217,126,3350,4282,7904,8545,26892,10504,7781,5166,3340,1582,75990,0,0,4,16,8,5,0,0,0,36,3821,6536,6673,17742,7656,5053,2444,1082,785,51800,0,7,14,70,9,3,0,0,0,105,0,5,0,32,12,16,9,12,7,92,0,0,7,93,12,7,0,0,0,123,0,0,8,24,16,9,8,4,0,60,5,11,8,149,51,17,9,4,0,249
CED209,0,7,12,22,15,12,18,0,0,76,0,25,40,99,68,51,37,19,5,346,0,3,48,99,18,13,9,4,3,196,0,5,0,7,4,3,0,0,0,15,0,6,17,22,4,3,0,0,0,49,0,0,0,7,5,0,4,0,0,21,9,38,24,69,36,26,34,13,0,245,0,4,21,39,10,6,3,0,0,81,0,5,0,13,18,17,22,11,4,94,0,0,11,35,13,3,5,0,0,68,10,54,69,251,120,136,148,98,36,924,108,360,329,749,418,413,497,346,133,3352,4701,10229,8646,18443,8885,8305,8765,4636,1477,74092,0,8,0,6,0,0,0,0,0,12,4285,8711,7373,15666,7837,7673,7134,3666,1690,64046,0,4,3,28,3,0,0,0,0,36,0,0,0,14,6,6,0,0,0,27,0,0,0,43,8,0,0,0,0,53,0,0,0,0,4,5,0,0,0,8,3,15,4,90,28,14,13,8,3,176
CED210,0,7,16,19,10,16,10,3,6,84,0,12,18,76,41,37,27,9,0,207,6,8,23,165,24,12,15,10,0,268,0,0,0,19,0,0,0,0,0,22,3,61,100,75,6,3,4,0,0,257,0,0,0,21,18,18,6,14,0,79,0,14,27,59,47,33,20,11,0,212,0,8,28,90,52,48,20,4,0,247,0,0,7,14,12,7,18,13,4,81,0,0,8,29,14,6,3,0,0,60,12,98,124,464,196,274,295,237,99,1786,175,453,500,1107,511,461,382,272,103,3960,4588,9520,9976,22100,9760,9128,7424,4026,1443,77971,0,13,52,113,43,9,13,3,0,241,4091,8017,7901,16342,8061,7320,5732,3042,1387,61898,0,3,0,27,7,3,0,0,0,40,0,0,5,54,31,67,40,30,3,233,0,5,0,34,4,3,0,0,0,46,0,0,0,19,6,8,4,0,0,38,0,6,11,69,29,9,10,0,0,139
CED211,6,44,60,99,60,43,34,11,6,363,3,26,35,146,104,90,51,31,5,491,0,23,60,381,101,98,106,33,10,817,0,16,18,111,30,12,17,0,0,199,0,32,44,83,17,6,8,0,0,181,0,5,0,17,12,9,0,4,0,50,11,31,39,74,52,42,24,9,3,278,0,22,28,130,131,128,88,33,3,561,0,0,5,19,11,14,21,12,3,79,0,0,4,22,17,15,5,0,0,61,12,80,117,431,238,236,251,192,78,1629,89,239,233,667,303,273,249,183,148,2390,4829,10493,9993,21744,10795,9302,7316,4570,1785,80822,0,0,0,13,8,4,0,0,0,34,4333,8586,7220,12981,7588,6384,5274,3523,1797,57692,0,0,3,33,14,8,7,0,0,62,0,0,0,13,5,8,11,4,4,45,0,0,6,20,3,3,0,0,0,41,0,0,9,58,46,58,33,19,0,210,0,8,13,50,26,19,13,13,5,143
CED212,0,5,3,20,13,13,4,0,0,64,0,29,52,167,136,74,56,25,3,538,0,0,7,99,54,69,52,32,5,316,0,0,0,19,0,6,3,0,0,29,6,25,20,31,11,4,0,0,0,94,0,0,0,20,18,19,10,6,0,78,4,29,16,77,57,37,49,21,0,287,0,11,13,33,23,11,3,4,0,94,0,5,11,33,29,26,32,15,9,154,0,0,7,20,23,7,7,0,0,72,3,91,127,459,334,303,251,193,66,1821,190,440,396,1043,597,465,323,233,111,3794,4775,10389,9154,20308,10763,9384,7077,3959,1337,77143,0,0,0,23,21,22,5,0,0,69,4444,8885,7168,15791,7719,6493,4921,2655,1234,59307,0,0,4,13,0,4,0,0,0,22,0,0,0,35,17,30,18,8,0,114,4,0,0,38,6,4,3,0,0,57,0,0,5,32,17,13,4,4,0,73,0,12,8,59,27,27,18,3,3,154
CED213,0,7,0,0,10,9,7,0,0,34,0,7,20,67,73,49,47,32,5,298,0,0,3,30,11,20,25,12,6,116,0,0,0,5,0,0,0,0,0,5,0,16,12,12,4,0,0,0,0,51,0,0,0,7,14,6,8,3,0,34,5,18,17,55,42,41,40,15,4,241,0,4,0,9,8,11,0,3,0,29,0,3,11,14,21,16,29,19,6,124,0,0,4,5,3,4,0,0,0,23,3,42,34,155,140,160,238,182,72,1024,159,436,358,856,608,618,669,503,258,4453,3695,8525,7946,14128,9238,9763,10310,6704,2332,72638,0,0,0,0,0,3,0,0,0,7,3198,7297,6231,12189,7892,7909,7931,4859,1937,59451,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,0,0,0,10,4,0,0,0,0,25,0,0,0,15,0,0,0,0,0,24,0,10,8,69,26,30,24,6,6,184
CED214,0,8,7,86,26,20,15,0,0,155,3,5,5,95,28,11,8,4,0,163,0,18,73,363,63,58,32,9,0,614,0,0,7,69,6,6,3,0,0,89,0,11,33,103,19,4,6,5,0,187,0,0,6,84,69,81,29,21,5,295,11,19,22,111,40,18,7,8,0,227,29,304,843,3262,2483,2662,1419,399,164,11560,0,0,4,8,7,5,4,0,0,27,0,0,8,41,6,3,0,0,0,58,21,160,375,1901,791,613,558,332,129,4869,265,531,689,2151,673,550,440,348,154,5807,5167,9444,10635,32309,10792,9141,6545,3480,1267,88791,0,5,32,69,7,10,3,0,0,128,4416,7019,6494,12833,3997,2790,1627,701,410,40279,7,14,18,183,25,11,0,5,0,268,0,0,6,102,70,105,100,44,11,422,5,3,5,71,11,3,4,3,0,106,0,5,3,31,27,38,19,11,0,144,0,5,3,76,17,3,0,0,0,114
CED215,15,89,49,122,83,40,24,4,0,417,6,82,81,243,165,84,22,18,0,705,6,29,53,330,109,47,37,12,0,617,3,4,8,46,8,5,9,0,0,69,0,43,51,81,13,4,3,0,0,197,0,6,6,49,26,16,6,4,0,108,19,74,45,119,48,41,14,5,3,366,6,37,48,335,274,249,157,39,11,1150,0,4,7,26,15,18,7,0,4,79,0,0,16,66,38,10,0,0,0,132,40,285,350,1512,699,508,346,218,86,4035,308,625,494,1650,498,364,254,145,56,4389,7748,14818,10261,32467,12098,8386,5628,2728,952,95075,5,3,3,34,6,5,0,0,0,59,6499,10863,6096,12477,6522,4416,2455,1269,649,51257,4,32,21,275,46,8,13,0,0,398,0,0,0,47,34,34,20,8,3,151,0,8,13,122,23,0,0,5,0,176,0,0,6,36,44,29,22,9,4,141,5,15,14,92,24,17,10,6,0,180
CED216,0,8,5,14,3,4,9,0,0,34,3,18,18,51,47,32,25,10,0,210,0,5,20,71,21,16,16,6,4,152,0,0,0,8,0,3,0,4,0,18,0,10,27,29,8,0,0,0,0,74,0,0,0,9,4,3,0,0,0,24,4,13,15,31,19,22,33,21,6,161,3,13,10,87,33,28,10,0,0,180,0,0,0,5,9,11,20,10,3,62,0,0,4,5,7,6,0,0,0,34,7,33,51,203,108,161,186,128,43,924,263,636,564,1319,753,927,934,568,233,6201,4080,9277,8045,16701,8818,10923,11138,5727,1598,76298,0,0,0,0,0,0,0,0,0,0,3637,7767,6593,13827,7788,9184,8005,4035,1508,62344,0,0,0,18,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,6,0,0,0,9,4,0,0,0,0,12,0,0,0,13,3,0,0,0,0,18,0,4,4,27,18,29,14,7,0,106
CED217,3,62,48,55,35,19,12,4,6,246,11,94,101,344,343,227,154,76,17,1359,0,5,12,83,47,46,53,28,18,290,3,4,4,32,6,0,4,0,0,63,0,12,27,31,10,0,5,0,0,86,0,6,3,44,23,28,14,9,0,136,33,112,94,116,92,80,44,21,10,592,0,26,33,88,61,34,14,4,0,256,0,4,4,17,24,18,5,12,3,94,0,0,0,32,19,22,13,6,0,90,32,182,186,934,694,596,590,380,159,3756,65,307,243,602,342,251,238,195,113,2352,3567,10216,9731,16445,11328,9700,7352,4238,1690,74264,0,0,0,3,0,0,3,0,0,14,3308,8056,7152,10006,7899,6554,5000,2942,1857,52772,0,0,0,18,0,4,0,0,0,26,0,0,0,25,15,17,10,6,3,79,0,7,13,101,35,11,10,0,0,169,0,3,0,18,13,0,0,3,0,43,0,16,4,93,62,38,19,10,3,247
CED218,3,25,19,49,18,25,17,3,0,154,0,8,24,65,32,26,12,7,0,177,3,42,106,377,219,183,89,33,7,1057,0,5,3,18,11,0,9,0,0,47,4,6,23,62,14,3,6,0,0,118,0,4,8,75,73,55,44,21,0,271,7,36,36,45,33,9,8,0,0,173,26,95,228,1468,958,925,346,99,24,4175,0,0,0,5,4,3,8,3,0,19,0,0,12,27,17,7,3,0,0,71,22,177,422,1591,979,975,765,349,73,5357,225,532,508,1245,490,373,286,135,33,3837,6026,13225,12009,27254,11571,9051,6413,2937,717,89201,0,23,38,87,36,9,6,3,0,206,5293,10274,7896,11940,5267,3318,1675,609,330,46607,0,7,12,97,13,18,3,0,0,159,0,0,11,183,113,138,71,31,13,556,0,0,3,16,12,8,0,0,0,42,0,0,4,34,21,11,20,4,0,85,0,4,8,28,9,3,3,5,0,61
CED219,0,14,11,20,19,18,7,0,0,99,0,8,32,72,55,32,23,9,0,242,6,21,37,186,85,49,32,12,0,425,0,4,0,9,5,0,0,0,0,15,0,26,36,36,8,3,0,0,0,104,0,0,5,24,20,21,15,6,0,87,0,19,16,53,26,20,17,3,0,163,0,18,12,129,51,52,23,6,0,295,0,0,0,13,10,17,15,7,3,59,0,8,16,39,19,8,0,0,0,85,22,185,331,913,459,364,300,172,49,2797,299,695,518,1327,536,440,341,198,59,4420,6298,12508,10159,24094,10093,8247,6456,2845,701,81404,0,6,8,33,4,0,0,0,0,49,5693,10221,7620,15949,7261,5847,4173,1686,700,59149,0,30,15,175,19,6,6,4,0,253,0,0,0,38,23,23,21,3,0,115,0,0,0,27,10,3,6,0,0,43,0,0,0,23,11,3,0,0,0,42,0,4,3,50,20,19,7,0,0,106
CED220,5,33,42,158,45,20,32,10,0,342,0,15,51,304,94,108,96,35,9,700,0,9,36,252,69,61,71,28,9,544,3,6,4,98,14,4,3,3,0,133,6,6,26,101,21,11,6,0,0,173,0,0,3,51,14,20,4,5,0,98,34,68,96,221,61,63,45,22,3,610,0,3,40,172,117,60,48,15,7,465,0,0,4,34,10,9,4,10,6,84,0,0,9,28,9,6,0,0,0,60,17,77,163,1168,365,356,371,299,135,2951,85,223,299,1135,368,297,239,214,109,2964,3343,7113,9061,26421,9355,7898,6009,3842,1441,74497,0,0,3,22,0,7,0,0,0,37,2856,5650,7343,14688,6691,5368,4118,2507,1223,50444,0,0,7,31,4,5,0,0,0,45,0,0,0,23,14,14,15,4,6,75,0,5,13,123,20,7,4,0,0,174,0,0,10,19,12,14,10,3,0,68,3,16,22,155,36,32,17,8,0,280
CED221,0,23,23,40,27,33,13,3,0,160,0,14,45,134,96,65,37,20,3,412,7,161,353,1566,627,395,223,65,19,3408,0,5,0,38,0,0,0,0,0,46,0,23,24,135,20,3,0,0,0,205,0,0,6,71,54,48,19,16,3,217,5,31,29,50,32,14,12,0,0,169,6,16,32,161,108,80,40,3,4,455,0,0,6,14,11,12,5,7,3,56,0,12,37,96,35,13,10,0,0,201,13,143,383,1164,629,556,324,181,43,3442,324,744,555,1450,462,391,259,120,45,4361,8138,15429,12201,30584,11009,8268,4991,2302,609,93534,20,317,797,1910,467,202,82,22,12,3832,7204,11327,6968,12162,4653,3487,2348,1139,465,49755,0,10,17,122,22,4,0,0,0,189,0,0,3,99,51,57,25,7,0,248,0,0,0,16,0,4,3,0,0,34,0,19,51,461,150,119,66,20,6,898,0,4,7,27,6,7,5,0,0,59
CED222,8,27,66,144,38,23,16,5,0,322,0,18,44,154,123,66,63,23,3,498,16,69,247,1192,263,271,298,155,39,2550,5,3,19,156,12,9,6,0,0,208,5,79,120,304,39,8,12,0,0,574,0,0,12,61,41,74,39,35,8,270,0,35,37,87,34,25,16,7,0,247,28,164,477,1749,1325,1537,820,264,109,6468,0,0,0,10,9,4,5,0,0,35,0,0,11,35,9,14,3,0,0,74,41,214,312,1378,729,681,649,446,148,4593,195,381,580,1558,445,378,298,245,110,4188,5539,10834,13490,32452,11700,10047,7583,4806,1972,98421,0,11,20,81,32,21,6,0,0,174,4688,8014,6929,8841,4622,3250,2312,1372,862,40884,0,19,31,187,39,32,11,0,0,321,0,4,9,94,59,93,61,37,8,354,3,4,9,48,14,5,0,0,0,93,19,115,427,1599,741,603,434,164,62,4165,0,7,10,66,18,5,5,0,0,117
CED223,0,3,0,8,6,5,3,0,0,29,0,10,23,42,43,30,23,5,0,178,0,9,7,37,19,6,5,0,0,92,0,0,4,21,0,0,0,0,0,35,0,10,14,28,5,3,0,0,0,61,0,0,0,4,0,4,0,0,0,9,9,12,16,41,23,24,36,10,0,165,3,21,13,60,15,0,3,0,0,126,0,0,0,6,8,13,22,15,0,79,0,8,6,5,12,5,4,0,0,42,11,62,101,169,124,137,171,154,56,978,202,624,556,1157,706,892,859,500,179,5660,3945,9685,8302,16372,9564,11115,10761,5591,1673,77010,0,0,0,0,0,0,0,0,0,0,3705,8369,6769,14085,8511,9590,8325,4323,1865,65544,0,0,0,14,5,0,0,0,0,13,0,0,0,4,5,5,3,0,0,18,0,0,0,18,0,0,0,0,0,24,0,5,0,19,0,0,0,0,0,29,0,10,3,45,11,27,15,7,0,125
CED224,5,24,12,48,29,17,18,12,0,165,4,62,81,239,197,101,56,36,6,765,3,13,56,325,167,168,136,81,26,967,0,0,5,28,5,4,0,0,0,40,10,20,13,86,16,0,6,0,0,152,0,8,7,88,88,94,62,36,6,390,17,41,26,85,59,55,16,4,0,301,6,15,28,242,221,238,127,33,7,914,0,9,5,21,17,17,12,7,3,88,0,0,0,26,14,12,0,0,0,64,17,142,144,922,577,461,392,222,85,2958,139,269,217,758,313,300,247,200,93,2529,4688,10315,8997,21194,11255,9203,6737,3925,1507,77828,3,50,87,289,65,28,18,3,0,540,4304,8567,6859,12655,7256,5460,4094,2507,1526,53222,0,4,4,32,11,10,6,0,0,73,0,0,3,63,29,61,12,5,0,179,0,4,5,79,22,8,5,0,0,128,0,23,63,333,191,141,71,29,9,857,0,15,13,108,37,23,8,3,0,208
CED225,3,29,18,65,27,11,23,6,0,187,0,12,28,122,95,49,22,15,3,350,0,17,41,206,76,68,73,38,14,531,3,3,4,44,15,3,4,0,0,81,3,21,15,36,14,11,4,0,0,95,0,5,0,27,14,15,12,4,0,78,11,44,46,90,55,40,32,14,0,336,5,23,29,100,81,53,25,17,0,327,0,0,0,15,6,13,11,7,4,58,0,0,4,17,12,0,8,4,0,46,14,100,127,625,326,304,279,165,84,2036,95,240,265,660,285,266,259,187,100,2353,4476,10065,9426,20118,10654,9282,7668,4249,1467,77412,0,0,0,5,0,0,4,0,0,11,4076,8774,7349,14084,8240,7127,5682,3052,1383,59765,0,0,0,20,3,3,0,0,0,33,0,0,3,21,7,24,11,6,6,68,0,5,4,34,7,4,0,0,0,61,0,0,5,18,11,0,4,0,0,33,6,16,9,77,30,23,9,4,0,174
CED226,14,75,74,122,67,40,35,26,5,459,0,20,37,131,102,77,47,38,5,455,0,13,55,252,131,91,67,28,15,666,3,21,21,188,55,27,40,14,0,364,6,16,21,65,13,6,0,0,0,128,0,0,3,29,23,16,8,10,0,89,29,102,85,137,66,40,41,21,5,527,0,32,106,209,196,184,93,32,9,864,0,0,3,11,13,16,7,9,0,61,0,0,0,21,8,13,3,0,0,46,14,97,120,539,265,203,190,158,85,1683,74,231,276,633,312,272,223,181,100,2306,3209,9857,11960,19517,10554,9586,7299,4256,1821,78044,0,0,0,5,0,0,0,0,0,4,2880,7561,8859,10973,7106,6291,4943,3071,1956,53627,0,0,7,49,5,3,0,0,0,66,0,0,0,14,5,11,4,0,0,30,0,6,4,54,15,0,3,4,0,90,0,3,9,6,17,8,7,0,0,58,0,18,20,89,41,30,17,7,0,226
CED227,0,27,39,55,27,19,7,0,0,173,3,42,83,172,143,72,51,25,6,592,8,180,224,1416,553,228,113,51,9,2791,0,6,0,78,3,0,3,0,0,101,5,10,17,45,11,3,0,0,0,86,0,0,0,22,15,17,13,3,0,65,0,26,38,52,38,20,8,6,0,190,0,4,10,47,19,18,10,0,0,120,0,0,5,10,18,16,15,6,0,77,0,4,29,84,46,23,5,0,0,197,10,137,212,763,391,309,207,132,42,2204,225,561,474,1104,468,340,290,206,78,3748,6804,13370,10654,25627,10272,7559,5278,2977,809,83354,4,30,90,276,83,28,15,5,5,535,6155,10886,7483,14783,6559,4842,3616,1895,712,56926,0,19,15,124,21,8,0,0,0,190,0,0,0,45,17,13,9,8,0,91,0,0,7,20,9,4,0,3,0,44,0,0,14,81,11,16,4,0,0,126,0,17,7,33,28,13,9,6,0,106
CED228,7,64,71,91,60,40,15,5,0,352,4,34,51,103,56,41,20,7,0,317,4,58,122,528,173,109,41,16,3,1068,0,0,5,49,7,0,0,0,0,63,9,194,371,213,15,7,9,0,0,826,0,0,0,29,22,18,6,5,0,85,9,46,33,51,20,21,15,3,0,202,3,25,62,271,115,93,59,20,0,658,0,0,3,11,10,12,10,3,0,47,0,8,7,57,20,5,3,0,0,97,46,403,623,1898,934,623,298,173,43,5045,484,918,722,2061,545,394,265,155,67,5614,9037,16071,12911,35997,10709,8100,5335,2270,566,100992,0,3,13,57,15,11,5,0,0,102,7606,11324,6582,10983,4900,4170,2589,1131,432,49719,3,81,62,664,91,37,14,0,0,953,0,0,0,54,25,31,17,3,0,142,0,6,6,43,3,6,0,0,0,70,0,0,0,40,18,7,6,4,0,77,3,5,4,33,13,13,4,3,0,94
CED229,6,29,31,195,30,19,19,7,7,340,0,19,73,455,208,168,130,51,16,1125,0,3,21,232,29,22,20,9,7,343,0,9,11,103,18,3,10,0,0,151,4,9,26,131,18,8,0,0,0,194,0,3,6,89,25,21,11,3,0,165,35,101,98,367,121,107,85,29,3,954,4,8,59,148,51,46,21,4,0,341,0,0,3,60,19,23,6,0,0,114,0,0,7,58,17,19,9,3,0,112,29,153,301,2683,574,429,571,382,179,5305,143,249,411,2037,662,529,421,274,129,4851,3594,6357,8267,33878,10536,8543,6516,3311,1101,82107,0,0,0,32,6,0,0,0,0,41,3151,5088,5840,16115,6744,5401,3793,1717,627,48487,0,0,8,38,0,6,0,0,0,57,3,0,0,55,9,16,8,8,0,93,3,10,38,400,31,15,6,6,0,506,0,0,5,23,11,0,3,0,0,37,4,13,22,237,72,35,11,4,0,392
CED230,0,0,0,8,3,3,0,0,0,16,3,15,25,56,38,27,18,8,0,189,0,8,0,63,12,6,8,3,0,95,5,3,3,77,0,0,0,0,0,85,4,21,41,125,21,7,0,0,0,215,0,4,10,28,35,47,23,18,3,167,0,5,3,27,16,14,20,13,0,89,0,34,21,127,58,70,32,6,0,343,0,0,0,0,0,13,11,4,3,34,0,0,3,21,15,10,0,7,0,55,14,49,65,380,126,130,130,73,28,988,238,802,676,1529,887,1166,1033,706,283,7321,4399,10268,9030,18406,9910,12130,10974,6099,2129,83340,0,10,40,52,17,12,6,0,0,134,4160,8511,7048,14108,8387,9845,8495,5081,2544,68177,0,0,0,17,0,3,0,0,0,22,0,0,0,7,0,3,0,0,0,13,0,0,0,9,0,3,0,0,0,10,0,7,4,38,11,11,9,4,0,73,4,3,5,21,7,14,12,9,0,71
CED231,7,22,15,70,26,14,6,3,3,152,0,17,19,94,38,10,10,7,4,196,0,21,37,173,84,62,68,31,12,493,0,4,3,44,0,3,0,0,0,62,0,21,27,37,11,0,0,0,0,102,3,0,10,113,76,101,41,13,4,365,12,28,24,121,51,24,23,3,0,287,4,29,92,278,284,284,197,62,33,1265,0,0,0,12,4,6,5,0,0,38,0,0,4,25,11,4,4,0,0,48,10,167,211,1175,428,404,305,235,80,3014,135,263,291,951,389,335,237,201,118,2919,4107,8541,8975,22760,10114,8317,6444,3965,1526,74746,0,0,0,11,0,3,0,0,0,21,3601,7215,7084,15062,7376,5721,3654,1862,870,52443,0,4,4,35,7,5,0,0,0,49,0,0,0,38,10,26,20,14,6,110,0,4,8,89,9,8,3,0,0,121,0,0,5,6,10,7,8,0,3,48,0,19,13,89,30,20,5,3,0,177
CED232,0,22,24,39,26,19,3,0,0,139,0,27,42,103,89,41,22,9,0,335,0,28,42,289,89,31,22,14,0,521,0,0,0,17,0,3,0,0,0,28,0,19,16,39,6,5,0,0,0,82,0,0,6,45,40,21,0,5,0,112,6,17,23,61,42,30,24,5,3,211,3,16,12,40,21,14,4,0,0,103,0,6,0,17,8,14,20,8,6,74,0,6,24,52,53,24,5,0,0,174,8,90,100,437,259,215,150,111,28,1410,181,456,381,872,464,464,345,220,63,3452,6024,12544,9798,21504,10448,8598,6364,3138,679,79087,0,0,3,10,0,0,0,0,0,16,5392,10582,7659,15907,8401,6572,4779,1998,703,61984,0,5,0,38,6,3,3,0,0,47,0,0,0,5,3,6,4,0,0,21,0,0,3,21,0,4,0,0,0,36,0,3,0,11,5,3,0,0,0,27,0,6,6,40,25,10,15,0,0,98
