CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED601,0,0,0,0,0,4,6,68,35,20,3,25,0,3,0,172,0,0,0,0,0,0,16,31,9,11,9,12,5,0,0,84,0,0,21,35,33,23,42,25,6,7,10,6,6,0,0,210,5,7,8,5,18,24,124,208,82,93,95,85,15,0,16,784,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,6,0,3,5,3,10,5,0,0,5,0,0,0,41,0,0,0,3,6,7,5,0,0,0,0,0,0,0,0,37,26,101,54,34,49,13,28,15,0,0,0,4,0,0,12,354,0,7,17,0,6,0,5,0,0,0,0,0,0,0,0,44,0,0,0,11,17,5,23,33,3,7,3,8,6,0,0,120,0,3,18,11,17,32,198,315,130,130,157,169,77,14,24,1289,0,9,0,5,5,4,20,16,8,0,0,13,3,0,0,91,0,0,0,0,4,3,9,108
CED602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,6,6,0,0,0,26,0,0,14,8,10,12,31,11,3,4,5,12,0,0,0,109,0,6,0,3,9,14,54,72,46,29,21,34,5,0,4,300,0,9,9,0,0,0,3,0,0,0,0,0,0,0,3,25,0,0,6,3,0,3,0,4,0,8,9,11,0,0,0,43,0,0,3,6,14,21,8,8,0,0,0,0,0,0,4,62,30,82,49,27,43,16,37,6,0,3,0,3,0,0,7,301,0,5,6,3,3,0,0,0,0,3,0,0,0,0,0,23,0,0,9,0,6,3,8,16,0,0,4,10,3,4,0,63,4,3,11,13,15,17,82,118,52,57,77,33,27,10,27,539,8,7,0,0,8,6,27,11,3,0,4,11,3,0,0,79,0,0,0,0,3,0,3,4
CED603,0,0,0,0,0,0,6,46,26,6,7,0,3,0,0,94,0,0,0,4,0,0,55,120,25,37,38,40,13,0,9,336,6,3,11,40,28,51,53,27,7,11,18,15,0,0,5,265,4,9,10,10,35,58,552,1164,531,460,415,311,78,10,68,3713,0,15,45,20,4,10,0,6,0,0,0,0,0,0,4,107,0,4,6,0,6,0,16,8,5,8,5,15,6,0,0,81,0,5,9,7,30,20,4,10,6,4,0,8,0,0,5,105,73,99,47,40,74,44,58,28,9,9,4,14,5,0,14,508,3,66,107,26,21,8,8,12,0,0,5,3,0,0,6,265,0,0,9,14,37,19,56,96,31,25,21,39,26,6,0,387,12,3,26,19,11,50,385,974,327,354,334,372,120,31,59,3072,4,7,3,0,10,20,52,58,19,24,19,16,7,0,5,232,0,0,0,0,14,12,13,55
CED604,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,22,38,0,13,17,11,3,0,0,119,0,3,28,47,42,37,58,21,4,9,4,9,0,0,4,268,4,3,8,0,10,25,301,553,224,217,194,163,49,3,40,1795,0,11,21,3,3,9,0,0,0,0,0,0,0,0,0,51,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,17,0,5,9,6,6,8,8,0,0,0,0,0,0,0,6,42,41,110,93,43,65,30,73,24,0,0,4,8,5,0,17,532,0,12,58,13,6,4,0,0,0,0,0,0,0,0,0,95,0,3,5,10,7,11,36,46,6,24,24,40,19,0,0,227,13,5,27,18,14,21,142,279,92,78,104,87,18,8,14,901,5,13,0,11,8,6,33,21,12,7,0,0,3,0,3,115,0,0,0,0,9,3,9,17
CED605,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,14,0,0,3,3,0,0,0,33,0,5,18,27,26,11,36,22,0,3,0,9,0,0,0,171,0,5,4,5,10,10,30,69,26,26,20,25,3,0,9,241,6,10,5,0,3,0,0,0,0,0,0,0,0,0,3,25,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,3,4,5,5,0,0,0,0,0,0,0,0,0,27,42,85,49,32,64,18,51,18,3,0,0,6,0,0,14,389,0,6,21,6,0,0,0,0,0,0,0,0,0,0,6,34,0,0,6,4,6,13,6,13,3,0,4,0,5,0,0,62,0,0,19,3,7,6,34,101,23,43,50,24,6,0,3,333,7,10,4,0,0,15,11,16,4,4,0,5,0,0,0,83,0,0,0,6,4,0,16,6
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,17,0,0,0,0,0,4,27,34,12,9,7,3,3,0,3,102,0,6,11,17,18,10,27,21,8,6,3,4,0,4,5,137,0,0,0,0,9,9,62,57,19,27,57,91,13,0,18,362,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,0,0,0,7,5,0,0,0,0,0,0,0,3,19,0,0,4,9,36,14,54,58,6,16,21,17,7,0,20,271,14,41,29,24,26,33,72,51,4,7,5,12,9,9,7,327,0,8,14,13,5,16,7,19,4,0,0,0,0,0,3,92,0,0,0,6,8,18,9,16,5,8,8,0,0,0,4,61,5,0,10,0,12,32,491,400,134,122,136,144,49,25,36,1605,0,3,0,6,15,36,53,62,25,14,26,28,11,5,11,292,0,0,0,0,4,0,9,12
CED702,0,0,0,0,0,0,10,8,0,0,0,0,3,0,5,24,0,0,0,5,13,13,95,181,43,86,72,59,23,3,3,595,0,6,9,28,23,22,45,48,7,8,4,7,4,0,5,218,0,13,13,7,48,50,353,328,116,119,110,93,40,0,40,1343,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,22,0,0,3,5,0,0,15,5,5,0,4,0,7,0,0,53,0,5,3,8,44,41,52,42,9,11,17,16,8,0,9,259,20,62,60,32,49,44,90,61,8,11,16,11,3,0,16,477,0,75,259,173,89,98,117,187,17,11,0,3,4,0,54,1091,0,7,9,29,47,33,31,44,15,3,7,20,8,0,5,264,9,13,32,38,69,80,770,1004,289,312,312,336,119,19,60,3449,7,9,6,75,97,183,251,194,55,70,80,75,43,9,26,1161,4,0,0,0,3,5,21,26
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,6,0,0,0,0,0,8,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
CED801,0,0,0,4,11,28,31,26,7,6,0,0,0,3,0,121,0,0,0,14,28,86,152,70,22,19,7,7,6,9,3,423,0,3,26,64,48,59,89,55,0,3,20,8,17,0,6,408,4,22,17,37,181,242,489,318,76,66,55,66,16,11,36,1634,3,47,225,57,27,24,9,4,0,0,0,0,0,0,10,416,7,8,19,16,10,15,21,33,3,3,3,3,0,0,3,143,0,4,9,19,80,44,74,48,5,0,0,4,3,9,14,323,149,187,93,73,64,60,51,28,4,9,10,0,0,0,20,755,11,76,116,52,11,3,12,15,0,0,0,0,0,0,18,321,4,3,26,54,121,81,72,59,10,11,5,5,11,0,15,479,9,11,60,82,148,315,1542,1490,302,278,315,281,104,35,76,5055,0,9,16,28,38,40,73,27,3,6,9,4,6,14,3,282,0,0,4,9,54,42,76,76
CED802,0,0,0,0,5,14,45,83,8,5,0,4,3,5,0,167,0,0,0,6,9,53,135,103,28,32,32,12,30,0,0,434,0,8,39,88,80,99,98,88,17,26,17,35,28,9,6,640,5,17,16,42,198,405,1010,1074,429,486,410,391,142,12,81,4713,0,51,164,73,11,34,8,13,0,0,0,0,0,0,11,364,6,10,10,3,6,5,19,5,7,3,8,8,3,5,3,103,4,5,4,20,53,57,43,19,11,0,10,5,8,8,8,257,115,165,75,59,70,79,130,59,17,11,12,25,10,3,17,852,10,102,169,42,19,11,4,17,0,0,4,4,0,0,13,406,3,10,31,51,138,127,127,89,20,33,24,26,21,11,13,738,11,17,48,92,139,294,895,735,196,291,323,319,159,25,61,3608,8,10,13,16,42,42,100,99,32,56,54,41,52,0,10,570,0,0,3,9,31,43,77,96
CED803,0,0,0,4,24,65,121,158,7,17,32,11,8,5,0,456,0,0,4,3,27,151,483,207,45,57,37,37,24,3,16,1082,0,3,15,40,28,57,94,44,5,13,7,19,10,0,3,348,9,10,7,29,209,478,1794,1390,403,453,406,350,117,16,117,5794,0,36,230,102,69,71,20,15,3,0,6,0,0,0,12,575,0,4,12,12,21,20,82,73,15,19,22,9,4,0,4,296,0,0,6,21,92,112,175,51,3,11,7,9,8,0,9,512,114,118,71,31,52,58,99,33,5,9,6,12,0,0,8,612,10,45,110,56,12,8,7,22,0,0,0,6,4,0,10,279,0,3,15,70,130,141,134,91,23,11,14,19,20,0,9,682,7,5,24,46,153,499,3114,2005,504,592,645,584,197,36,125,8533,3,8,8,29,40,73,123,76,13,16,24,40,11,0,4,470,0,0,0,3,32,39,67,168
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
