CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
CED231,24,21,31,20,4,6,7,560,0,0,5,7,22,122,91,67,18,17,9,4,0,0,5,369,10,24,54,34,73,42,142,100,9,18,13,3,8,0,8,538,129,2159,2153,284,90,58,70,154,27,28,12,18,8,0,162,5353,0,5,3,4,34,62,101,41,11,13,11,4,13,0,7,303,0,0,0,4,37,19,84,61,20,8,7,10,6,6,3,273,6,25,126,227,93,83,77,22,3,4,3,9,0,0,20,690,0,0,30,94,173,122,281,151,42,36,25,33,12,4,23,1041,0,0,0,0,0,3,73,86,56,97,161,153,33,0,10,674,8,99,21,16,14,12,23,13,5,0,0,4,8,0,0,221,4,11,68,152,237,297,522,355,67,56,73,63,19,33,42,2009,0,8,128,119,47,31,13,11,0,0,0,0,0,0,7,367,0,0,4,4,10,22,69,83,27,34,38,36,8,0,11,349
CED232,37,36,20,28,0,11,8,617,0,0,0,0,6,105,123,101,29,6,13,7,0,0,0,397,6,21,52,37,58,23,100,44,5,0,7,7,0,0,7,366,28,385,433,76,27,26,38,51,8,8,0,3,0,5,55,1140,0,0,0,6,3,15,23,14,4,4,3,0,0,0,0,88,0,0,0,0,6,18,56,13,6,0,0,0,0,0,0,102,5,4,27,45,40,20,43,26,5,4,8,14,0,4,5,245,4,5,12,27,58,29,108,89,35,48,18,19,0,5,21,474,0,0,0,0,0,7,190,112,27,22,12,28,7,0,6,409,13,140,28,19,28,19,42,15,0,4,0,6,0,4,5,331,3,16,64,196,321,298,533,348,47,60,77,37,15,17,67,2110,0,15,102,90,81,57,55,24,0,6,7,5,0,0,15,473,0,0,0,8,10,18,122,153,27,40,18,29,5,5,6,438
CED233,35,71,70,85,28,58,8,740,0,0,0,0,5,31,30,25,0,4,11,5,5,4,7,130,0,13,24,37,90,42,164,164,41,51,81,118,50,25,6,914,42,437,295,55,27,41,87,204,51,69,93,107,41,13,77,1637,0,0,5,6,45,97,238,150,56,75,125,117,71,11,35,1032,0,0,0,14,53,111,610,508,157,149,184,213,82,13,36,2116,4,10,28,31,24,14,25,3,4,8,4,8,3,9,7,178,0,16,52,178,372,309,1132,1137,552,615,596,541,221,36,74,5824,0,0,0,0,0,19,49,61,44,94,199,232,81,0,13,783,11,51,26,17,23,23,52,41,18,13,26,31,9,3,10,359,3,21,80,213,364,623,983,919,215,241,282,345,158,241,95,4805,0,4,18,27,28,23,25,13,0,0,3,0,0,4,4,153,0,0,0,6,4,25,57,83,24,40,43,48,27,14,4,373
CED234,231,161,157,180,79,82,45,3429,0,0,0,0,8,43,47,52,6,7,3,7,0,0,4,167,6,23,29,22,49,22,33,29,0,0,3,0,0,0,5,237,183,1630,905,146,53,47,50,84,9,10,7,11,4,0,112,3258,0,5,9,20,47,66,123,48,14,11,7,8,3,0,5,351,0,0,4,19,63,153,613,214,20,47,24,31,28,4,25,1250,4,28,107,133,107,44,22,5,3,0,3,0,0,0,16,478,0,26,150,435,1247,693,1560,931,269,306,301,224,91,19,83,6328,0,0,0,0,0,4,36,28,21,28,47,45,9,0,4,234,23,176,40,18,19,18,30,16,0,10,0,0,0,0,10,356,12,20,83,152,264,309,365,193,30,37,25,47,25,15,44,1620,5,60,101,73,28,14,4,3,0,0,0,0,0,0,3,296,0,0,0,13,41,67,117,210,43,78,56,71,31,6,18,747
CED235,5,0,3,0,0,0,0,26,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,21,0,19,65,57,50,15,33,30,0,0,0,3,0,0,5,289,42,329,157,34,13,3,6,20,9,0,4,4,0,0,51,670,0,3,3,3,6,10,22,7,0,5,3,3,5,0,0,81,0,0,0,0,3,0,13,11,4,3,8,8,0,0,0,45,0,0,4,9,0,0,0,3,0,0,0,0,0,0,0,24,0,4,16,18,18,14,28,13,10,3,9,0,0,0,0,147,0,0,0,0,0,0,9,9,4,9,10,6,0,0,0,46,41,690,125,49,104,23,21,22,0,5,0,5,0,0,30,1101,12,19,140,297,406,287,349,120,24,6,14,8,5,7,75,1786,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,23,0,0,0,5,0,3,12,11,7,8,4,4,0,0,0,44
CED236,17,6,3,8,3,0,3,131,0,0,0,0,0,169,175,88,19,36,18,21,0,3,11,537,0,12,27,22,22,20,32,37,4,0,7,0,0,0,12,205,76,540,354,76,15,10,8,5,4,0,0,11,4,0,77,1167,0,0,0,0,0,7,10,7,0,5,0,5,0,0,0,35,0,0,0,0,7,4,20,9,3,0,0,3,0,0,0,46,0,0,11,4,0,3,4,3,0,0,0,0,0,0,3,28,0,4,17,18,32,7,89,174,165,200,149,109,29,14,38,1034,0,0,0,0,0,4,36,25,18,21,36,18,7,0,3,169,17,290,48,21,35,15,30,12,4,0,6,0,0,0,11,479,4,18,92,222,235,276,402,208,33,30,32,16,12,15,77,1672,4,21,32,11,7,7,0,6,0,4,0,0,0,0,0,96,0,0,0,0,4,12,48,135,22,25,21,18,15,13,10,308
CED237,41,50,47,83,15,3,39,1869,0,0,7,9,22,825,813,514,139,138,67,161,12,10,25,2742,4,8,32,23,59,11,36,42,7,5,0,0,0,0,3,238,90,1587,2353,378,156,63,109,175,27,33,29,13,0,0,205,5207,0,4,4,4,5,28,43,23,3,5,0,8,0,0,0,119,0,0,0,5,7,14,117,29,9,9,12,3,0,0,3,214,0,10,138,429,378,280,275,128,28,33,36,37,6,4,54,1832,0,0,18,56,225,113,314,200,77,49,53,47,7,0,15,1173,0,0,0,0,0,15,523,344,86,102,166,207,44,3,7,1502,0,50,19,3,5,4,9,8,4,0,0,0,0,0,0,107,0,4,23,81,177,293,481,413,69,89,63,39,9,16,46,1809,8,106,1301,1552,897,623,445,195,43,35,41,39,12,12,147,5450,0,0,3,8,30,108,310,386,103,75,87,76,32,21,20,1239
CED238,0,0,0,4,0,0,3,27,0,0,0,0,0,6,5,0,0,0,4,0,0,0,0,12,5,18,29,25,36,14,64,46,4,3,5,7,0,3,8,275,12,73,41,10,0,8,3,12,0,0,0,4,5,0,23,193,0,0,0,0,3,11,26,12,0,4,3,5,0,0,0,66,3,0,0,0,0,0,26,11,7,4,4,13,4,0,5,82,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,19,0,0,10,25,13,10,22,24,8,8,11,5,6,0,15,150,0,0,0,0,0,0,16,41,17,25,21,11,3,0,0,144,20,337,57,21,39,24,24,18,6,0,5,4,0,5,17,565,3,18,89,243,334,352,537,219,41,18,36,30,22,10,124,2068,0,5,4,4,4,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,11,26,0,0,8,0,6,0,3,59
CED239,24,22,18,25,3,0,13,526,0,0,0,18,23,201,137,84,19,22,15,13,3,0,15,565,0,15,27,35,63,44,127,105,17,20,14,24,5,0,11,498,168,2337,2430,395,118,70,132,248,39,30,29,21,5,0,254,6280,0,3,0,11,15,60,123,53,13,18,19,24,3,0,6,353,0,0,0,0,22,28,94,52,16,14,9,9,4,0,4,262,5,13,279,824,400,323,324,146,23,36,23,39,9,7,100,2551,0,8,18,77,141,96,264,135,71,43,52,49,29,10,10,998,0,0,0,3,3,36,555,452,229,522,767,768,204,10,70,3616,3,38,15,11,21,12,33,29,11,0,8,8,0,0,5,194,7,11,33,145,305,368,760,605,96,110,113,107,52,36,61,2811,0,9,48,39,19,15,14,11,3,0,0,0,0,0,9,170,0,0,0,6,41,120,519,741,184,204,220,262,122,28,42,2495
CED294,0,0,3,0,0,7,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,6,5,4,0,27,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,4,0,11,13,4,11,10,5,9,0,5,74,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,11,12,23,39,16,4,3,7,0,0,13,14,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,4,0,3,0,0,3,0,22
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,9,0,5,0,0,0,0,103,0,0,0,0,0,6,10,4,0,0,0,0,3,0,0,26,0,12,31,42,32,8,70,42,3,4,3,0,0,0,8,251,9,20,21,9,3,6,13,6,0,0,0,0,0,0,15,102,0,0,0,6,10,22,49,26,4,0,4,8,0,0,8,137,0,0,0,0,3,21,100,38,8,11,14,14,3,0,3,219,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,14,0,9,64,92,65,20,42,30,12,0,10,9,0,0,13,377,0,0,0,0,0,0,92,50,17,5,10,3,3,0,0,190,13,217,73,67,50,25,21,12,0,0,4,3,0,0,9,500,0,18,125,573,1092,1318,2103,1463,229,203,237,229,67,78,294,8039,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,16,39,49,20,3,5,10,0,0,0,156
CED302,17,16,13,13,9,0,9,508,0,0,0,0,3,19,56,35,7,4,0,0,0,3,0,123,5,14,31,31,77,56,278,199,16,16,17,14,3,4,10,772,24,178,139,30,14,25,41,50,3,11,10,5,4,0,15,550,0,0,3,7,27,79,135,67,7,11,15,11,8,3,5,382,0,0,0,6,57,171,774,351,47,81,65,66,26,7,37,1695,3,4,23,21,13,9,10,5,0,0,0,5,0,0,3,111,0,10,36,107,202,106,350,209,41,30,46,19,14,11,24,1212,0,0,0,0,0,11,57,23,3,8,17,20,0,0,4,142,18,106,40,23,28,24,31,17,3,0,5,15,0,0,4,318,13,24,184,622,1180,1082,1908,892,129,111,139,128,59,42,160,6680,0,0,3,8,13,7,4,0,6,3,0,0,0,0,0,54,0,0,0,0,13,24,105,111,24,16,21,15,4,3,0,332
CED303,0,3,0,3,0,0,0,113,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,16,8,8,34,56,90,47,176,150,7,3,4,9,0,0,12,603,24,104,66,11,3,8,17,21,3,0,0,0,0,0,18,293,0,5,0,5,5,25,71,27,0,11,10,4,0,3,4,164,0,0,0,5,18,18,76,26,3,6,6,4,0,0,0,154,0,0,4,13,11,5,3,4,0,0,0,0,0,0,5,47,4,7,37,47,64,35,35,28,12,4,4,5,0,0,8,286,0,0,0,0,0,7,34,21,3,3,3,11,0,0,0,87,25,292,76,53,73,30,47,22,7,0,4,0,0,0,52,694,17,32,231,870,1626,1481,2229,874,99,88,104,113,35,48,190,8036,0,0,6,0,4,5,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,7,18,16,0,0,0,0,0,0,0,46
CED304,31,48,39,64,27,16,9,681,0,0,3,0,4,14,17,22,5,0,4,0,0,0,0,64,6,25,32,51,140,82,215,144,23,26,32,39,27,6,17,867,30,269,241,73,24,32,73,180,42,34,34,75,23,3,40,1171,0,5,11,14,39,130,195,142,38,66,69,111,67,24,22,933,0,0,0,9,58,108,420,322,93,99,118,161,65,19,35,1506,0,0,8,4,9,8,18,3,3,6,5,3,0,4,3,74,0,10,46,60,131,99,220,136,56,57,58,55,39,16,18,1000,0,0,0,0,0,10,94,186,105,207,372,331,75,3,21,1406,4,64,22,24,43,31,60,32,14,7,9,17,6,0,4,347,11,37,193,569,921,1022,1335,718,104,95,130,133,99,85,101,5540,0,0,13,4,0,15,9,7,0,0,0,0,0,0,0,52,0,0,0,0,3,9,39,53,13,18,14,30,15,0,0,200
CED305,3,0,4,0,0,0,0,45,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,10,5,12,12,20,13,10,30,50,0,0,0,7,0,4,6,185,7,28,11,11,0,0,7,8,0,0,0,0,0,0,7,92,0,0,0,0,0,10,22,8,3,4,5,0,0,0,3,66,0,0,0,0,0,3,38,8,9,5,3,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,14,20,10,10,16,21,4,4,0,7,0,0,6,124,0,0,0,0,0,3,73,49,19,41,31,21,14,0,3,257,21,91,40,14,15,19,17,3,0,0,0,0,0,0,8,220,7,15,130,486,583,437,667,393,42,52,47,62,41,23,118,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,14,24,3,3,14,9,6,0,4,81
CED306,0,5,3,9,0,3,0,52,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,18,4,5,16,21,23,18,44,77,4,4,8,20,17,0,9,273,51,205,98,29,4,8,11,31,3,5,3,27,7,0,35,515,0,0,0,0,3,16,27,11,11,4,6,16,8,3,0,120,0,0,0,0,9,14,101,56,19,20,25,30,10,0,8,293,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,17,27,36,11,39,33,16,9,8,18,17,8,8,251,0,0,0,0,0,4,31,21,21,12,24,14,5,0,0,132,12,95,46,32,36,14,39,18,0,0,0,7,3,0,9,325,10,22,189,578,684,570,909,491,59,54,35,98,45,23,141,3901,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,23,3,5,0,6,4,0,4,59
CED307,11,14,15,7,3,0,0,239,0,0,0,3,0,9,19,14,69,41,8,43,14,0,0,214,0,13,35,28,72,41,149,96,0,8,5,6,0,0,7,458,10,112,103,34,22,9,23,31,6,8,0,3,0,0,10,371,0,0,0,11,7,33,64,33,4,4,0,0,0,0,9,172,0,0,0,4,7,18,71,31,9,0,3,8,0,0,0,155,0,0,4,9,4,5,7,0,4,3,0,0,0,0,0,31,0,14,47,55,78,33,61,34,5,4,3,3,3,0,12,354,0,0,0,0,0,9,84,58,9,3,22,9,4,0,4,201,22,131,55,34,63,32,71,21,3,7,7,0,0,0,9,449,9,17,135,634,1150,1177,1635,847,90,98,107,109,40,32,164,6240,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,25,0,0,0,0,5,6,7,17,3,0,11,0,0,0,0,56
CED308,10,6,17,15,7,0,4,421,0,0,4,9,3,20,67,13,4,0,0,3,0,0,5,144,7,12,52,58,58,33,100,89,10,5,3,0,5,0,6,437,17,143,88,31,14,14,33,31,6,5,4,6,5,4,32,423,0,5,6,17,127,236,308,127,19,27,26,22,19,0,28,974,0,0,0,16,52,188,467,211,45,38,39,32,14,0,20,1136,3,7,20,16,10,9,16,3,0,0,0,0,6,0,4,98,4,5,31,45,92,61,152,52,19,10,10,14,9,5,9,529,0,0,0,0,0,0,96,67,21,19,27,23,3,0,12,263,28,204,82,37,54,30,49,20,5,4,0,0,0,0,14,536,13,58,328,1255,2509,2856,5003,2482,386,312,398,393,174,161,484,16801,0,5,11,11,8,9,17,7,0,0,0,0,0,0,0,66,0,0,0,7,17,32,94,91,22,29,32,16,19,4,7,363
CED309,3,6,5,16,3,0,0,85,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,13,5,11,38,34,56,31,119,75,11,0,13,6,0,0,4,411,13,83,39,16,11,21,42,55,6,13,4,5,7,0,15,319,0,3,4,3,17,26,86,42,6,14,7,11,5,4,3,227,0,0,0,0,9,12,79,113,31,20,19,27,10,0,6,321,0,4,4,7,0,0,9,0,0,0,0,0,0,0,0,19,0,17,38,47,41,18,35,15,4,12,6,12,5,0,9,252,0,0,0,0,0,0,39,66,74,95,86,33,12,0,7,410,28,215,99,66,56,31,69,43,4,8,8,8,0,0,26,658,10,58,315,978,1355,1138,1720,759,80,94,87,95,52,20,208,6968,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,5,17,22,4,4,4,0,0,0,0,71
CED310,0,4,3,9,0,0,0,76,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,7,18,43,57,67,45,95,94,8,17,4,7,0,0,9,473,19,82,69,24,20,14,36,49,7,9,6,9,0,0,20,349,0,8,0,3,16,30,71,31,6,5,6,6,8,0,13,212,0,0,0,0,7,9,78,73,23,35,23,17,0,0,6,285,0,0,8,3,5,0,0,5,0,0,4,0,0,0,4,25,0,8,38,54,31,18,34,40,7,6,7,8,4,0,11,258,0,0,0,0,0,3,63,116,37,46,83,49,11,0,10,421,29,249,85,43,57,29,84,21,3,11,5,18,0,0,12,642,19,52,309,948,1533,1225,1834,780,124,144,99,142,73,63,227,7566,0,0,4,0,5,3,0,0,0,3,0,0,0,0,0,21,0,0,0,4,0,0,9,19,0,10,3,5,0,0,0,54
CED311,0,0,0,5,0,0,0,34,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,13,4,3,24,16,17,8,26,46,3,0,0,0,0,0,3,155,4,34,20,3,0,3,7,11,5,4,4,8,3,3,8,123,0,0,0,0,5,7,9,11,0,0,3,12,0,0,5,63,0,0,0,0,0,5,29,14,3,4,5,13,3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,21,20,15,6,17,19,12,17,12,18,0,0,13,174,0,0,0,0,0,0,15,24,19,16,41,53,16,0,10,191,10,145,54,16,17,18,18,6,0,5,4,3,5,0,14,310,3,19,174,590,782,598,933,509,41,45,53,53,33,21,158,3997,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,35,5,23,8,0,0,0,0,83
CED312,4,16,10,13,5,4,5,257,0,0,4,0,3,30,48,56,137,26,10,78,10,3,5,401,0,6,33,53,65,25,103,76,0,9,0,4,0,0,12,394,5,54,67,16,7,6,30,14,0,4,0,3,0,0,17,216,0,0,0,4,26,61,103,34,10,4,4,10,3,0,8,286,0,0,0,4,39,63,301,107,18,15,6,14,0,0,6,582,0,0,10,25,22,7,24,11,5,0,5,0,0,0,3,119,0,5,29,46,79,36,115,54,12,8,7,4,0,0,20,421,0,0,0,0,0,0,34,33,0,8,10,12,3,0,0,100,30,229,71,52,63,33,23,15,0,3,4,0,0,0,10,539,10,22,253,1051,2264,2692,4700,2661,346,299,352,344,146,108,461,15717,0,0,4,13,13,10,6,3,0,0,0,0,0,0,4,51,0,0,3,3,7,23,101,169,24,36,26,35,23,7,5,467
CED313,24,25,46,65,16,21,8,628,0,0,0,0,0,19,33,23,13,0,5,9,4,0,0,107,4,12,40,40,100,73,283,252,27,26,47,53,34,6,17,1012,26,143,100,46,23,17,76,151,32,36,31,42,21,0,21,770,0,4,6,3,36,93,239,123,28,38,42,74,42,11,8,742,0,0,0,16,40,119,459,266,74,58,78,123,27,9,43,1322,0,3,16,22,18,18,20,15,0,4,0,3,0,3,0,127,0,6,47,69,117,106,237,173,40,60,66,59,42,10,15,1051,0,0,0,0,0,3,84,138,57,108,173,173,27,6,5,780,5,67,18,24,31,28,52,44,10,12,7,13,8,11,8,338,3,25,147,570,962,981,1444,642,111,110,103,167,72,83,115,5535,0,0,4,16,8,12,5,0,0,0,0,0,0,0,0,49,0,0,0,4,7,21,27,46,14,18,19,10,12,0,0,199
CED314,7,25,6,9,0,3,4,151,0,0,0,0,0,8,108,164,8,127,549,971,165,11,82,2200,3,11,24,23,42,20,38,34,0,0,0,3,9,0,6,209,8,39,29,7,0,5,0,10,0,0,0,7,0,0,9,120,0,0,0,0,0,20,37,23,6,7,4,9,0,0,3,101,0,0,0,0,9,12,86,65,22,15,19,12,0,0,10,252,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,3,5,23,33,31,27,89,51,7,13,3,10,3,0,9,300,0,0,0,0,3,5,105,147,49,111,116,125,39,0,10,718,13,167,48,30,25,13,32,11,0,0,0,0,0,0,8,345,8,21,118,390,502,390,396,250,26,25,35,28,12,13,79,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,31,60,15,13,10,20,5,3,0,165
CED315,0,0,5,10,5,0,0,50,0,0,0,0,0,0,13,4,0,0,0,0,3,0,0,31,6,15,21,25,38,16,87,43,7,4,8,8,0,3,5,288,28,94,80,25,13,8,34,43,4,3,9,3,6,0,24,367,0,5,0,0,12,19,41,27,7,8,0,3,0,0,5,124,0,0,0,0,6,13,56,69,11,15,11,23,6,0,3,211,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,11,62,43,40,15,62,24,11,10,9,3,6,5,14,313,0,0,0,0,0,0,41,47,12,16,21,17,13,0,0,176,10,110,40,27,19,27,36,10,0,7,0,3,4,0,0,295,7,23,151,493,762,614,750,416,45,34,52,56,22,28,118,3566,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,25,27,0,9,4,15,4,0,0,105
CED316,0,10,0,4,0,4,0,41,0,0,6,0,0,3,3,3,0,0,0,0,0,0,0,20,5,15,44,35,28,20,29,28,6,0,0,9,6,4,3,227,23,122,79,27,7,4,17,20,3,0,0,3,3,0,7,330,0,0,0,0,6,15,20,11,0,7,9,28,3,3,5,108,0,0,0,0,8,10,61,39,17,13,19,38,6,7,0,217,0,0,6,0,0,0,6,5,0,0,0,0,0,0,0,16,0,11,33,26,29,20,27,24,34,36,45,30,19,0,16,360,0,0,0,0,0,0,67,37,13,22,24,24,8,0,3,205,38,325,76,60,45,39,21,3,3,5,0,4,0,0,26,643,11,37,252,849,1011,745,707,282,41,30,57,55,27,31,161,4285,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,22,0,4,3,12,4,3,0,66
CED317,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,6,3,25,16,20,16,41,26,6,4,7,10,5,0,9,197,132,547,286,40,13,19,23,25,6,7,15,16,11,0,116,1251,0,0,0,5,4,46,89,55,8,3,14,18,3,0,11,263,0,0,0,0,3,6,33,16,0,7,4,9,6,0,3,91,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,6,19,32,21,16,24,10,14,17,19,9,7,0,5,198,0,0,0,0,0,0,18,22,15,5,16,3,3,4,0,88,10,131,58,34,35,20,31,15,4,0,0,5,4,0,11,364,11,25,262,529,703,483,635,424,47,41,62,46,15,34,173,3482,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,9,10,0,3,0,5,0,3,0,44
