CED_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
CED404,418,2381,650,1260,100,5221,449,360,2155,1634,2837,260,7700,11,9,54,44,171,23,316,38,21,125,195,1469,55,1909,28,15,109,156,665,265,1244,1613,1232,8165,6319,23490,2009,42832
CED405,578,3012,742,846,72,6518,1492,693,4593,1877,2439,287,11376,93,22,326,172,306,29,944,112,51,407,436,1594,77,2674,127,51,402,248,634,238,1701,6096,2534,19147,9606,19951,1768,59112
CED406,532,2403,764,1155,90,5839,914,682,3692,2440,4058,294,12074,34,15,155,120,257,14,602,69,49,297,345,1866,63,2688,53,19,208,176,747,158,1357,3146,1932,12589,8932,25171,1482,53258
CED407,535,2549,842,1139,67,6150,1145,614,3911,2117,3047,270,11111,25,5,134,113,217,15,519,90,38,346,398,1631,63,2564,134,15,330,199,677,221,1582,5018,1955,14867,9328,22106,1574,54847
CED408,713,3013,860,997,90,6904,1165,773,3922,1959,2851,224,10894,70,40,315,172,301,38,932,89,64,350,294,1643,54,2503,93,52,325,242,622,187,1523,4747,2723,15782,9190,22453,1647,56544
CED409,362,1468,729,1190,77,4225,487,400,2382,2003,3967,255,9490,11,5,69,63,199,8,364,27,29,148,267,1604,67,2138,40,10,148,191,890,294,1563,1803,1156,8038,7329,24590,1656,44580
CED410,821,3640,757,728,66,8613,3065,937,6652,1696,1792,328,14460,124,48,422,119,197,26,930,238,76,609,386,1245,60,2611,303,37,629,250,393,200,1802,12977,3795,28519,9250,14006,1640,70193
CED494,3,10,3,6,0,31,8,5,30,20,23,3,82,0,0,0,0,0,0,3,0,0,0,6,9,0,12,0,0,0,0,10,5,19,45,16,135,69,209,29,489
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED501,620,2048,830,1635,149,5775,549,488,2755,1914,3077,275,9064,21,21,126,113,315,25,626,44,37,193,353,1625,84,2331,83,30,318,328,1319,313,2399,2545,1782,11081,9780,28597,2090,55868
CED502,504,1897,672,1244,116,5135,908,456,3579,1881,2725,327,9883,51,16,190,150,289,16,715,103,33,357,414,1607,95,2607,171,40,540,408,1193,429,2785,4751,1695,14751,9566,22403,2199,55366
CED503,537,1838,697,1294,116,4835,422,351,2073,1465,2341,210,6857,22,6,100,96,270,29,530,39,20,174,319,1527,70,2143,60,20,233,263,1009,281,1864,1847,1458,8399,7601,23501,1846,44654
CED504,685,2137,724,1138,152,5503,979,492,3606,1785,2568,363,9796,52,19,276,200,290,28,864,131,50,444,493,1680,111,2904,193,41,641,401,1051,395,2723,4917,2162,17222,9796,20643,2378,57115
CED505,1135,3479,681,585,142,8319,3487,968,7169,1255,927,325,14131,172,81,586,167,222,28,1255,208,69,582,320,708,51,1937,509,101,1134,332,420,244,2737,14562,4544,33437,8236,10145,1861,72787
CED506,741,2777,776,1686,190,6710,692,536,2674,1447,2131,280,7758,38,17,156,96,237,42,584,62,37,215,313,1652,83,2353,74,23,270,229,1209,451,2266,2668,2055,12206,8788,30210,2744,58672
CED507,730,2220,684,1339,93,5479,633,462,2799,1374,2554,226,8041,17,16,132,100,256,27,544,66,39,222,266,1451,60,2104,51,21,278,223,829,267,1665,2131,1890,11354,7590,24877,1867,49708
CED508,1086,3212,815,1161,148,7915,1517,787,4928,1671,1958,287,11152,109,49,434,177,302,34,1105,139,62,464,396,1498,50,2612,235,70,711,402,992,349,2759,7140,3303,21658,9824,20495,2121,64532
CED509,741,2380,801,1316,134,6151,795,531,3243,1869,2531,298,9269,44,25,219,138,334,30,782,82,49,329,452,1906,61,2885,124,27,455,382,1159,316,2467,4023,2401,14656,10299,24966,2157,58502
CED510,1155,3648,1015,1244,143,8440,1096,645,4120,1735,1783,299,9679,65,39,356,165,290,35,951,101,66,421,440,1398,54,2477,161,52,602,349,871,238,2273,5824,3306,20893,10534,20166,1947,62677
CED511,642,2283,691,1374,131,5558,512,359,2299,1321,2090,237,6821,24,9,82,84,202,23,432,37,26,146,258,1671,61,2201,47,15,181,171,799,296,1512,2050,1624,10379,7189,25064,2241,48544
CED512,655,2425,912,1377,154,6168,738,524,3614,2283,2880,324,10362,40,18,196,128,347,23,746,69,29,374,528,1982,94,3083,130,43,418,365,1180,354,2483,3553,2085,15039,11191,26398,2298,60559
CED513,1177,3382,704,758,110,7862,2361,877,5697,1680,1686,286,12581,197,78,769,309,308,45,1706,226,74,668,501,1203,76,2754,396,93,1063,417,632,311,2919,12333,4598,33120,11427,16266,2194,79939
CED514,851,2881,688,934,117,7012,1735,665,4988,1780,1921,300,11391,143,39,529,255,451,42,1454,186,76,606,466,1322,101,2755,410,55,903,456,872,457,3155,10240,3291,26864,11144,19537,2480,73548
CED515,1070,3637,826,1003,135,8523,1968,832,5483,1569,1527,319,11694,93,28,384,168,280,32,982,159,69,558,406,1011,65,2276,388,69,1001,373,748,333,2909,10533,3694,27637,9510,15060,2003,68438
CED594,3,21,14,8,0,60,6,14,55,21,37,7,130,0,0,13,0,4,0,17,0,0,5,3,25,0,40,4,0,9,4,23,10,52,82,42,305,175,483,45,1126
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,17,3,31,3,3,35,29,110,12,199
CED601,251,1826,444,748,78,4118,991,467,2720,1170,2063,200,7609,46,13,119,72,173,17,448,78,22,173,154,921,31,1380,57,6,146,68,367,153,800,3412,1220,9060,4489,13791,1162,33142
CED602,245,1534,393,870,70,3466,494,326,1674,1082,2325,191,6107,9,9,66,41,109,12,241,40,16,98,146,1034,33,1373,16,7,65,58,390,151,690,1664,929,5855,4131,16095,1262,29935
CED603,468,2048,395,630,66,5422,1803,589,3481,1034,1586,215,8712,175,60,434,123,193,21,997,202,44,339,169,687,41,1474,197,15,248,83,233,154,925,9010,2308,14835,4758,10059,1115,42085
CED604,444,2122,459,803,58,5073,946,569,2434,1063,1672,177,6855,96,31,244,112,214,16,710,127,44,234,198,875,28,1508,71,15,161,91,286,127,756,4819,2061,11242,5318,13346,1061,37845
CED605,197,1097,335,793,52,2867,347,283,1437,1087,2284,212,5648,51,20,130,93,272,28,586,36,11,116,152,1043,21,1381,30,6,84,96,455,185,853,1714,890,5862,4526,16291,1346,30640
CED694,0,3,0,4,0,9,6,3,10,6,5,4,30,0,0,0,0,0,0,7,0,0,0,0,4,0,7,0,0,3,0,4,0,9,17,5,42,21,87,15,181
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,9
CED701,414,1424,422,870,124,3790,839,430,2014,882,1308,224,5693,65,33,208,108,314,47,766,80,37,215,152,873,48,1405,46,16,172,127,557,257,1178,2807,1456,7673,4945,14067,1534,32483
CED702,497,1680,443,755,75,4437,1442,599,3204,925,1199,209,7574,98,29,246,99,238,34,745,160,37,344,212,844,51,1655,148,38,325,191,582,227,1512,6200,2312,13453,6392,13491,1431,43288
CED794,3,11,4,0,0,23,4,5,21,3,3,3,44,0,0,6,0,4,0,12,0,0,0,0,0,0,5,4,0,0,0,8,13,23,38,22,118,55,120,31,378
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,6,30,0,40
CED801,620,2380,548,751,59,5696,1654,700,3842,1388,1530,229,9337,93,50,264,111,233,20,774,149,51,324,311,959,34,1833,148,15,233,135,271,155,963,10044,3906,20406,9320,14784,1386,59850
CED802,664,2629,403,401,72,7371,1996,512,2949,665,630,130,6880,305,105,547,139,175,25,1284,296,70,451,192,398,36,1444,248,33,352,101,144,152,1030,19149,5140,27147,5901,7049,1156,65549
CED803,660,2837,672,870,89,7051,1541,563,3237,1343,1339,171,8190,134,64,356,136,251,18,958,207,50,425,335,931,51,2001,279,30,343,163,257,237,1314,13795,3808,22962,9902,14104,1538,66105
CED894,0,3,0,6,0,13,3,0,8,5,0,0,22,0,0,0,0,3,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,3,24,4,49,15,42,0,138
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
