CED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
CED319,0,0,0,4,4414,4416,85,4,3,0,5013,5112,3572,158,191,8,8752,12686,7195,378,702,23,3875,12178,6109,548,1171,62,2528,10425,4723,423,1427,117,1563,8247,3732,284,1083,254,752,6100,2317,131,420,394,266,3524,809,21,74,459,75,1442,28555,1947,5086,1318,27234,64136,10,0,0,0,4171,4180,248,16,5,0,5019,5288,4757,259,290,13,7909,13225,7369,539,1013,54,3412,12377,5997,596,1724,150,2378,10842,4588,480,2016,416,1288,8787,3304,294,1592,985,710,6893,1923,86,697,1746,306,4768,442,14,195,1907,205,2760,28629,2283,7542,5271,25403,69132,8,0,0,4,8585,8595,334,26,14,4,10029,10404,8328,418,487,20,16658,25909,14563,914,1718,74,7290,24560,12109,1144,2900,213,4903,21268,9316,907,3438,531,2852,17038,7040,571,2682,1237,1464,12996,4241,212,1121,2141,572,8286,1251,41,268,2358,278,4206,57181,4229,12625,6585,52634,133264
CED320,10,0,0,0,5802,5813,189,21,5,0,5417,5633,3435,273,187,6,7686,11590,5763,620,690,22,3680,10777,6476,717,1422,98,2494,11198,6686,660,1770,199,1279,10593,7085,536,1686,476,458,10239,4003,203,676,653,190,5725,807,29,99,455,46,1435,34448,3066,6539,1911,27051,73012,10,0,0,0,5630,5641,291,27,0,4,5012,5335,4232,464,356,23,7087,12167,6351,857,1080,89,3233,11607,6613,854,2161,231,2083,11937,6917,709,2437,628,968,11660,6670,454,2060,1559,411,11153,2873,135,792,2082,111,5998,400,18,149,1401,36,1998,34354,3522,9035,6021,24565,77495,18,0,0,3,11430,11459,480,55,10,3,10427,10965,7669,733,542,34,14767,23749,12111,1478,1774,110,6916,22386,13086,1569,3580,329,4573,23135,13607,1372,4207,822,2247,22253,13756,991,3742,2039,871,21392,6874,336,1471,2736,298,11724,1204,48,245,1859,82,3434,68806,6584,15574,7932,51610,150508
CED321,0,4,0,0,4386,4389,143,16,5,0,3698,3866,2548,163,149,12,5455,8325,4326,323,474,21,2550,7697,5363,556,1034,64,2211,9231,6443,582,1727,229,1734,10715,6308,595,1713,498,810,9919,3394,201,693,688,328,5301,776,33,90,451,91,1440,29312,2464,5880,1953,21264,60874,9,0,0,0,4060,4071,223,19,5,0,3499,3746,3143,251,185,21,4976,8573,4849,548,629,77,2418,8518,5810,609,1290,209,1850,9764,6732,597,1790,643,1023,10783,5496,332,1489,1410,448,9174,2476,104,522,2019,165,5291,372,11,90,1523,66,2054,29111,2462,6001,5903,18502,61981,12,5,3,0,8446,8459,369,32,10,4,7197,7609,5698,414,329,32,10427,16902,9177,864,1103,92,4970,16212,11177,1159,2326,275,4062,18996,13172,1179,3514,871,2754,21498,11803,924,3202,1905,1251,19090,5873,298,1219,2709,500,10596,1142,46,178,1974,155,3494,58421,4922,11888,7861,39768,122859
CED322,5,0,5,0,4887,4892,48,5,4,0,4328,4385,2155,94,145,6,7460,9852,6044,362,648,18,3492,10573,6467,558,1271,70,2304,10668,5605,380,1537,118,1268,8904,5344,336,1359,278,541,7845,3126,145,578,470,189,4510,853,26,127,518,66,1590,29649,1901,5665,1484,24529,63223,5,0,3,0,4654,4664,109,8,0,0,4903,5026,3089,210,220,19,7533,11072,6847,587,1072,42,3547,12104,6597,713,2007,185,2036,11540,5643,564,2445,467,1139,10259,4956,367,2042,1125,485,8972,2295,116,849,1832,148,5242,446,11,244,1853,57,2606,29991,2585,8890,5516,24504,71489,3,0,3,0,9543,9551,158,14,3,4,9236,9416,5244,303,362,20,14994,20926,12897,955,1721,67,7033,22677,13071,1268,3277,255,4338,22205,11246,943,3979,588,2409,19163,10300,704,3396,1403,1025,16819,5425,262,1432,2304,339,9752,1299,39,374,2364,122,4200,59636,4486,14554,7001,49034,134713
CED323,3,0,0,3,4719,4729,126,9,3,3,6038,6175,2976,148,204,12,10945,14285,5508,461,798,20,4918,11704,5824,708,1654,60,3319,11562,5896,595,2146,153,1909,10694,5682,487,2059,357,878,9461,3727,207,924,578,302,5739,955,54,171,521,91,1792,30703,2652,7967,1706,33111,76146,9,0,0,0,4626,4637,234,26,4,0,6448,6704,3976,271,360,10,10245,14862,6057,646,1165,68,4040,11977,6171,864,2277,237,2578,12124,5896,698,3048,596,1351,11584,5260,401,2467,1436,581,10155,2749,153,1158,2113,198,6378,428,25,240,1798,59,2549,30785,3081,10717,6267,30122,80975,13,4,0,3,9347,9368,360,28,3,3,12486,12878,6955,419,564,24,21187,29150,11568,1106,1966,81,8962,23681,11990,1574,3930,294,5897,23688,11792,1288,5199,746,3255,22277,10942,882,4528,1798,1464,19614,6482,365,2083,2697,502,12122,1386,75,411,2321,150,4339,61490,5739,18684,7973,63237,157117
CED324,6,0,0,0,4673,4684,141,8,3,3,6737,6897,4274,178,233,6,9921,14609,8026,364,674,26,3611,12699,6556,416,997,40,2191,10194,5491,357,1119,109,1271,8342,4344,256,847,205,570,6224,2449,106,333,358,170,3415,654,17,58,360,50,1133,31938,1696,4255,1104,29193,68188,8,0,0,0,4645,4653,338,17,10,0,5936,6309,5440,262,323,11,7959,14000,8437,523,883,55,3160,13051,6477,572,1379,191,1880,10506,5277,396,1587,419,1035,8719,3968,222,1284,890,502,6867,1774,53,534,1441,180,3990,345,25,102,1494,58,2025,32058,2086,6104,4506,25372,70122,13,0,0,0,9317,9342,477,27,12,4,12680,13202,9718,439,554,17,17881,28605,16460,889,1549,79,6771,25750,13031,988,2383,232,4065,20700,10765,757,2711,524,2303,17061,8311,478,2127,1092,1079,13096,4218,166,866,1803,355,7405,994,43,158,1847,110,3157,63996,3784,10362,5608,54564,138311
CED325,22,9,0,4,6299,6326,234,19,4,0,6074,6338,4633,324,274,14,8674,13925,8753,698,787,27,3846,14116,7436,683,1291,81,2292,11781,6162,541,1401,168,1077,9339,4378,287,875,256,437,6229,2084,125,292,354,94,2946,477,7,60,259,19,818,34172,2679,4986,1163,28808,71815,13,0,0,0,5969,5985,387,30,13,4,5358,5791,6027,443,414,28,7099,14009,9039,797,1098,107,3160,14208,7279,738,1824,266,1913,12022,5541,555,1969,604,932,9604,3667,307,1371,1046,383,6777,1441,71,522,1342,126,3504,242,5,89,1002,34,1376,33642,2946,7305,4399,24982,73277,31,9,0,4,12265,12307,627,49,19,0,11436,12131,10663,772,692,41,15774,27936,17792,1494,1889,135,7015,28322,14715,1422,3117,350,4204,23804,11700,1096,3374,771,2006,18939,8047,591,2241,1306,817,13004,3525,195,808,1697,222,6448,717,12,156,1258,52,2191,67813,5631,12293,5566,53796,145088
CED326,4,3,3,0,5620,5626,109,12,6,4,4962,5090,3528,246,166,3,6998,10939,7667,552,741,35,3644,12640,6851,700,1492,73,2420,11538,5960,479,1604,155,1346,9549,5736,370,1366,388,533,8387,3377,130,574,605,209,4893,892,29,98,555,81,1646,34125,2515,6036,1823,25802,70301,6,0,0,0,5312,5322,229,35,0,3,4789,5058,4847,374,335,23,6484,12051,8182,810,1157,66,3501,13719,6865,862,2288,233,2297,12544,5936,685,2555,580,1148,10901,5344,422,2166,1449,493,9879,2534,143,894,2277,230,6079,464,16,196,1925,136,2736,34414,3343,9598,6557,24384,78298,10,5,3,0,10930,10949,339,46,3,7,9752,10150,8378,622,492,24,13477,22994,15851,1368,1894,102,7145,26363,13724,1557,3782,306,4718,24082,11900,1163,4160,737,2484,20450,11074,792,3535,1839,1021,18267,5915,271,1468,2880,436,10971,1354,43,289,2479,217,4380,68539,5863,15631,8382,50184,148597
CED327,0,3,0,0,6681,6685,192,7,4,0,6045,6252,4268,263,241,13,8291,13077,8320,597,741,35,3863,13563,6717,676,1214,89,2329,11020,5906,547,1409,162,1114,9132,4785,329,1067,304,394,6882,2212,121,385,393,106,3210,421,23,56,243,24,768,32829,2566,5118,1239,28838,70590,16,10,0,0,6157,6180,416,37,10,8,5345,5807,5631,473,378,34,6998,13514,8644,846,1102,132,3680,14398,6667,855,1706,334,2020,11583,5714,626,2059,648,857,9901,4238,353,1436,1251,289,7575,1379,87,521,1268,86,3343,197,9,109,943,35,1297,32911,3288,7314,4623,25462,73598,17,8,0,4,12839,12869,603,41,16,3,11381,12056,9900,739,614,46,15287,26595,16971,1442,1845,161,7541,27962,13384,1532,2917,421,4347,22607,11621,1169,3468,814,1967,19038,9022,681,2502,1560,688,14458,3597,208,902,1655,189,6551,617,34,167,1187,60,2062,65739,5859,12429,5864,54300,144189
CED328,5,0,0,0,6486,6490,67,5,7,3,7442,7518,2474,82,105,3,7479,10141,7511,282,505,20,2714,11040,7992,434,950,32,1585,10989,5643,265,867,70,878,7721,4646,159,658,151,445,6059,2809,63,256,342,161,3630,687,7,41,384,47,1179,31834,1292,3400,1009,27232,64773,6,0,0,0,6224,6228,129,3,6,0,6854,6997,3387,140,187,9,6526,10248,8370,459,765,38,2449,12080,7946,533,1450,127,1564,11618,5529,325,1403,280,841,8381,4376,170,1228,770,428,6971,2104,71,571,1252,186,4178,356,10,126,1397,95,1975,32199,1705,5738,3879,25168,68680,7,0,3,0,12708,12718,197,13,6,3,14297,14515,5868,217,290,14,13999,20394,15876,737,1271,57,5167,23113,15942,964,2398,157,3149,22608,11172,581,2278,355,1718,16107,9024,326,1885,916,877,13032,4910,134,835,1589,345,7811,1044,19,167,1781,140,3151,64038,2996,9134,4886,52396,133453
CED329,9,0,0,3,4496,4505,95,14,0,5,3127,3240,1648,125,99,6,4610,6488,3692,329,414,21,2922,7381,5338,580,1271,68,2533,9795,6655,593,2114,204,2018,11583,7947,520,2244,494,887,12092,4353,199,858,642,285,6338,912,39,128,454,68,1602,30659,2395,7129,1896,20950,63021,10,4,0,0,3990,4005,149,12,0,3,2715,2885,2175,198,173,17,3904,6459,4437,495,722,60,2524,8242,5760,662,1764,202,2180,10567,7321,661,2639,637,1474,12733,7288,399,2220,1485,540,11936,3021,130,848,2113,143,6247,436,27,180,1613,53,2300,30592,2591,8547,6129,17517,65366,22,4,0,0,8488,8516,248,23,3,3,5841,6125,3820,317,272,20,8516,12946,8127,827,1132,88,5451,15624,11097,1237,3038,271,4707,20360,13974,1260,4756,843,3483,24313,15230,915,4463,1983,1428,24024,7371,324,1709,2753,424,12582,1353,67,309,2065,117,3906,61240,4986,15674,8027,38459,128391
CED330,7,0,4,4,6165,6179,132,7,3,3,4738,4882,3304,180,168,8,6231,9901,6989,503,639,32,3261,11427,7911,667,1400,74,2447,12495,7549,575,1653,174,1411,11370,6211,430,1293,389,544,8867,2954,165,550,458,182,4314,525,17,70,316,42,974,35588,2547,5787,1463,25022,70407,6,5,0,0,5965,5979,252,19,4,0,4523,4793,4462,372,265,12,5870,10984,7627,721,897,86,3045,12375,8250,752,1808,207,1952,12971,7491,577,2003,513,969,11562,5606,318,1459,1084,321,8783,1969,85,549,1405,103,4110,243,14,115,985,40,1401,35899,2858,7101,4293,22789,72947,16,5,0,4,12129,12153,377,24,6,5,9264,9673,7768,553,435,26,12106,20890,14616,1227,1533,116,6311,23802,16160,1419,3207,279,4400,25465,15042,1156,3658,691,2382,22927,11816,743,2749,1471,865,17649,4919,255,1100,1859,280,8416,768,31,188,1304,80,2372,71490,5410,12887,5758,47815,143356
CED394,0,0,0,0,271,272,11,4,0,0,426,444,135,54,26,6,1083,1301,230,118,83,6,753,1194,242,131,195,4,472,1042,578,124,305,17,274,1297,641,130,313,63,107,1253,156,26,60,34,12,283,5,3,3,6,0,23,2006,593,977,134,3398,7108,0,0,0,5,288,291,15,9,0,0,466,493,174,60,25,0,1086,1345,248,82,99,14,439,885,281,87,195,16,306,887,641,71,299,43,124,1170,504,45,221,69,33,870,79,11,38,35,6,160,4,0,5,13,4,25,1943,363,881,194,2749,6127,3,0,0,5,556,566,22,9,0,0,894,934,314,112,46,6,2169,2649,479,204,180,16,1192,2077,522,224,395,23,776,1929,1217,195,598,62,394,2468,1146,184,528,132,140,2124,229,28,95,72,19,444,9,9,4,25,6,44,3948,959,1855,326,6142,13234
CED397,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,31,37,42,9,0,0,11,55,27,0,5,0,8,42,0,0,0,0,4,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,8,9,0,55,149,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,13,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,26,28,0,0,0,0,0,0,0,0,0,0,16,16,4,0,0,0,39,49,43,9,0,0,22,64,31,0,5,0,8,45,0,0,0,0,4,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,8,16,0,83,183
CED401,5,6,4,0,4906,4911,160,9,3,3,8647,8821,5139,159,242,7,13488,19041,8518,448,769,19,4771,14528,6604,557,1316,54,3215,11750,5674,472,1686,147,2391,10366,4817,339,1384,313,1115,7967,2677,128,549,375,347,4070,952,34,96,568,79,1727,34533,2162,6045,1489,38947,83174,12,0,0,0,5121,5143,420,45,17,9,8199,8690,6490,292,390,13,10938,18114,8331,513,1014,77,3914,13855,6301,601,1687,206,2651,11439,5576,548,2166,563,1926,10790,4389,308,2005,1233,961,8901,2049,104,775,1912,305,5142,468,17,230,2352,122,3182,34038,2425,8288,6364,34131,85250,21,5,0,0,10024,10053,578,55,22,10,16841,17512,11625,451,632,28,24421,37156,16852,961,1785,98,8681,28378,12905,1159,2998,261,5863,23185,11247,1024,3854,712,4315,21154,9202,644,3393,1548,2081,16862,4721,229,1322,2289,647,9215,1416,47,324,2916,200,4903,68570,4585,14329,7852,73078,168422
CED402,3,0,0,3,5146,5148,137,8,0,3,4302,4447,2754,160,129,8,6461,9502,5122,427,549,27,3457,9581,6228,584,1342,82,2913,11143,7431,643,2106,192,2050,12425,7838,491,1869,557,837,11584,4211,171,591,711,252,5935,1035,22,100,633,63,1850,34755,2509,6684,2207,25475,71622,10,0,0,0,4564,4571,199,16,8,4,3608,3836,3332,279,212,17,5225,9061,5576,558,774,53,2619,9571,6479,658,1640,238,2081,11096,7711,567,2222,643,1245,12397,7080,350,1654,1525,387,10996,3238,110,548,2400,135,6438,524,20,127,2097,51,2816,34147,2563,7176,6975,19917,70782,16,0,0,0,9704,9726,338,26,3,4,7903,8277,6083,440,343,18,11684,18566,10695,987,1323,75,6075,19153,12702,1246,2984,322,4992,22241,15138,1216,4330,837,3299,24820,14922,840,3517,2082,1225,22579,7452,280,1140,3105,388,12374,1556,42,229,2728,114,4669,68906,5075,13857,9180,45395,142401
CED403,4,0,0,0,4848,4849,96,9,0,0,5390,5490,3173,96,113,0,7968,11363,6799,314,556,8,3317,10996,6517,478,1156,59,2445,10660,6289,378,1498,140,1928,10235,6172,308,1404,340,1036,9258,3869,119,612,503,280,5390,1272,31,112,750,61,2220,34191,1734,5455,1803,27282,70462,4,3,0,0,4694,4703,221,16,3,0,5470,5724,4242,157,216,8,7067,11686,7266,489,883,51,3165,11856,6674,641,1653,158,2143,11261,6404,488,2462,469,1643,11454,5951,316,2310,1278,876,10741,3049,113,958,2217,283,6624,656,19,300,2910,122,4008,34470,2240,8781,7098,25472,78062,6,3,0,0,9544,9555,319,26,3,3,10861,11214,7417,258,327,14,15035,23054,14063,805,1439,57,6483,22857,13194,1116,2809,215,4585,21919,12683,866,3955,606,3573,21689,12126,622,3711,1622,1915,19999,6921,225,1573,2720,568,12010,1926,47,413,3654,182,6231,68666,3971,14228,8905,52753,148524
CED404,24,0,0,3,4721,4750,148,10,8,5,4112,4286,2634,163,122,14,6825,9754,4667,407,465,35,3660,9229,5573,588,1228,85,3392,10870,7344,710,2274,264,2675,13271,7359,585,2003,612,956,11519,4135,168,703,797,336,6135,919,32,113,620,71,1757,32805,2680,6913,2431,26749,71574,25,0,0,0,4260,4291,230,25,5,0,3654,3905,3332,267,158,23,5756,9536,4978,480,611,60,3058,9182,5975,670,1488,249,2499,10880,7443,630,2267,703,1484,12531,6828,376,1547,1677,464,10889,3095,99,556,2439,138,6321,439,14,108,1945,50,2549,32348,2561,6728,7094,21353,70085,52,0,0,3,8984,9035,376,34,8,5,7761,8187,5966,434,283,33,12584,19299,9646,881,1072,92,6713,18412,11554,1260,2720,335,5893,21755,14790,1342,4539,966,4157,25800,14188,966,3550,2290,1414,22406,7226,269,1255,3234,474,12455,1354,51,216,2566,121,4309,65151,5238,13643,9527,48104,141658
CED405,3,3,0,0,4453,4461,79,3,6,0,5305,5392,3359,141,175,6,8238,11911,6291,362,564,18,3689,10921,6034,566,1319,73,2992,10987,6482,558,1870,171,2196,11270,5580,344,1419,350,896,8592,3413,146,565,516,249,4886,1189,29,110,715,71,2106,32427,2149,6024,1851,28081,70528,9,9,4,0,4183,4195,236,11,7,0,4872,5132,4483,203,294,22,7083,12090,6610,503,889,73,3327,11405,6181,683,1847,192,2549,11451,6424,598,2451,601,1768,11834,5283,336,1965,1482,722,9799,2734,104,762,2473,192,6264,588,19,222,2484,78,3391,32544,2469,8435,7340,24776,75560,11,8,5,0,8638,8656,315,20,16,0,10182,10527,7844,346,466,24,15313,23994,12901,865,1454,96,7010,22327,12218,1244,3163,271,5545,22440,12903,1153,4319,769,3959,23109,10860,682,3385,1834,1623,18386,6149,252,1326,2986,438,11151,1775,45,332,3195,147,5499,64966,4622,14459,9187,52853,146090
CED406,0,0,0,0,4953,4958,73,10,0,0,4769,4856,2798,145,161,5,7290,10401,5634,468,676,23,3863,10665,5985,556,1307,62,2574,10490,6432,490,1627,169,1338,10056,6446,349,1317,413,432,8958,3193,119,486,532,89,4422,817,32,86,472,31,1430,31379,2172,5663,1676,25345,66231,0,0,0,0,4619,4621,159,14,6,0,4497,4682,3736,246,263,20,6397,10664,6200,675,1033,75,3257,11248,6051,700,1910,187,2032,10880,6560,592,2468,503,1026,11147,6004,344,2035,1258,363,10005,2420,84,728,1792,112,5128,420,16,144,1578,28,2181,31560,2666,8583,5405,22329,70541,0,0,4,0,9573,9580,238,26,8,0,9266,9535,6535,388,427,24,13689,21061,11835,1139,1711,101,7120,21906,12033,1260,3213,254,4611,21365,12996,1081,4090,671,2368,21206,12452,697,3354,1667,797,18961,5614,208,1212,2316,193,9544,1234,42,230,2048,56,3616,62935,4837,14249,7079,47671,136777
CED407,0,0,0,0,5248,5255,148,6,6,0,5839,5998,3898,173,179,4,7629,11880,7290,451,671,17,3505,11944,6573,535,1189,84,2492,10870,6446,440,1447,158,1285,9783,6071,292,1032,362,380,8142,3611,109,371,623,87,4791,868,25,83,540,23,1544,34908,2032,4984,1789,26491,70201,6,0,0,0,4855,4864,332,15,14,0,4794,5149,5070,296,238,17,5847,11468,7489,592,916,63,2865,11924,6490,675,1713,221,1890,10976,6332,531,2172,558,1029,10624,5763,298,1586,1429,300,9376,2802,90,645,2155,98,5792,462,12,110,1665,36,2285,34750,2517,7393,6106,21699,72465,8,0,6,0,10105,10115,484,15,10,0,10632,11144,8966,468,424,21,13476,23349,14781,1047,1593,87,6367,23868,13062,1212,2900,304,4378,21846,12780,974,3622,724,2310,20409,11834,586,2617,1789,682,17514,6408,196,1012,2776,189,10581,1332,35,196,2207,57,3825,69651,4539,12380,7901,48188,142664
CED408,10,0,0,3,4998,5005,74,0,3,0,4125,4195,2423,106,108,7,5086,7732,5585,323,521,10,2816,9258,7052,512,1287,63,2365,11272,7706,481,1893,184,1727,11993,8574,402,1699,460,778,11912,5015,151,660,591,211,6630,1090,21,104,546,31,1800,37526,1984,6275,1866,22141,69793,6,0,0,0,4929,4937,139,7,4,0,3679,3840,3247,186,184,8,4498,8131,6396,500,769,52,2631,10348,7309,648,1751,166,2076,11950,8043,493,2459,500,1342,12847,8311,342,2279,1236,664,12833,3670,121,865,1896,180,6726,559,15,148,1714,72,2514,37688,2313,8462,5581,20071,74121,14,0,0,3,9926,9947,217,10,3,0,7804,8035,5667,288,299,16,9585,15864,11980,822,1291,66,5450,19611,14362,1155,3034,233,4439,23224,15744,977,4356,689,3067,24833,16882,746,3977,1701,1442,24745,8686,264,1526,2482,394,13357,1652,35,254,2265,104,4304,75212,4299,14737,7450,42214,143917
CED409,5,0,6,0,6041,6054,176,23,9,3,6324,6530,3938,266,231,10,9198,13646,6147,643,840,29,4564,12219,5594,699,1484,91,3243,11103,5945,625,1985,244,1895,10700,4650,381,1365,432,550,7378,2509,116,443,547,120,3732,714,19,80,486,36,1339,29687,2770,6443,1846,31969,72710,8,0,3,3,5602,5617,424,44,8,6,5817,6295,5251,531,384,32,8076,14264,6206,844,1117,129,3938,12230,5521,830,2068,306,2496,11216,5743,701,2571,787,1266,11068,4054,342,1728,1367,366,7854,1983,86,608,1922,97,4693,369,14,129,1554,26,2085,29561,3388,8614,6094,27672,75330,17,4,4,4,11639,11667,605,65,14,9,12143,12826,9193,793,607,43,17273,27916,12356,1485,1958,150,8503,24452,11111,1524,3550,395,5736,22320,11686,1330,4556,1032,3161,21765,8707,722,3091,1793,911,15230,4483,202,1054,2467,215,8425,1084,31,215,2038,61,3428,59244,6159,15054,7940,59643,148036
CED410,0,0,0,0,5643,5649,101,5,3,0,5912,6017,3882,111,114,3,7993,12107,8270,311,542,26,3093,12246,7618,454,1062,59,2392,11582,6910,363,1342,127,1620,10358,6236,258,1192,334,728,8740,4419,99,560,577,246,5897,1436,25,125,787,63,2433,38870,1618,4939,1912,27691,75036,7,0,0,0,4985,4991,194,12,11,0,5465,5678,5216,173,247,11,6649,12291,8904,482,889,41,2599,12913,7852,594,1725,184,1922,12273,6919,453,2106,486,1530,11498,6111,304,1979,1397,774,10559,3515,123,973,2647,322,7584,719,20,283,2912,145,4085,39428,2155,8215,7680,24384,81866,4,0,0,0,10622,10635,297,15,9,0,11377,11698,9098,285,362,16,14644,24400,17172,794,1434,69,5694,25164,15471,1042,2784,248,4316,23853,13828,813,3446,615,3147,21851,12347,557,3172,1729,1499,19301,7941,215,1534,3218,566,13477,2153,44,404,3705,206,6518,78303,3774,13152,9593,52074,156898
CED494,0,0,0,0,74,74,0,0,0,0,111,108,28,6,9,0,273,320,48,30,29,0,178,289,49,38,54,6,152,299,79,44,88,8,89,311,96,31,58,16,18,214,19,4,13,0,0,40,3,0,0,3,0,7,328,153,260,30,892,1668,0,0,0,0,112,112,4,3,0,3,88,95,39,11,12,0,243,305,50,28,26,0,137,245,42,30,28,10,73,178,91,27,45,6,27,197,80,8,31,11,13,141,6,0,6,8,0,26,5,0,0,3,0,10,311,110,152,39,702,1306,0,0,0,0,186,186,7,3,0,3,199,206,66,19,23,0,523,627,100,65,50,3,313,534,87,71,82,10,225,478,168,69,136,15,117,513,170,39,93,24,32,359,30,4,21,14,0,64,9,0,0,11,0,11,637,261,406,75,1594,2975
