CED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
CED235,0,3,0,4,3851,3852,57,7,3,3,3220,3287,2118,135,110,8,5046,7410,4162,281,473,17,2645,7582,4692,488,1071,68,2167,8496,6187,510,1697,199,1650,10239,7066,512,1662,469,796,10509,3926,199,593,625,222,5567,843,37,101,591,50,1618,29050,2159,5725,1984,19646,58569,4,0,0,0,3791,3798,99,10,3,0,2969,3084,2770,222,196,13,4880,8088,4451,478,673,52,2519,8175,5110,585,1444,167,1926,9232,6601,552,2248,581,1282,11269,6614,419,1922,1346,595,10893,2905,86,717,1968,135,5811,406,25,125,1784,33,2375,28970,2370,7325,5913,18141,62717,4,3,0,4,7641,7650,160,12,7,8,6191,6375,4882,354,308,21,9924,15497,8613,762,1140,69,5171,15754,9806,1074,2525,231,4091,17726,12792,1061,3945,777,2939,21510,13681,927,3585,1821,1396,21404,6834,282,1313,2592,356,11374,1248,56,231,2369,83,3987,58024,4532,13045,7890,37791,121284
CED236,3,0,0,3,4907,4919,96,10,0,4,4201,4317,2528,177,127,8,6213,9049,4809,392,499,21,2781,8498,5526,597,1177,82,2493,9868,6466,640,1739,217,1704,10768,6493,481,1576,496,823,9871,3844,196,636,731,291,5707,983,27,116,592,64,1784,30749,2519,5873,2156,23477,64777,4,0,3,6,4281,4293,202,23,3,9,3743,3977,3284,253,176,25,5574,9310,5102,551,658,71,2650,9023,5777,703,1522,189,1883,10082,6614,672,2040,602,1148,11072,6038,379,1687,1362,435,9904,2943,97,619,2079,147,5888,510,15,127,1984,61,2694,30464,2690,6839,6321,19922,66241,14,0,3,3,9187,9207,299,26,14,12,7941,8291,5808,430,306,31,11789,18361,9908,938,1153,88,5425,17517,11307,1300,2694,271,4374,19953,13085,1308,3779,822,2851,21840,12527,860,3259,1859,1267,19778,6784,299,1258,2813,437,11593,1494,42,244,2579,126,4479,61217,5208,12716,8474,43403,131014
CED237,6,0,0,0,4986,4988,146,3,0,0,5812,5961,4521,160,208,9,8387,13284,9060,440,612,23,3163,13294,6850,552,1051,54,1801,10304,6093,491,1141,129,890,8739,4959,261,620,284,296,6427,2612,82,210,440,79,3422,706,14,42,368,31,1160,34950,2005,3887,1308,25446,67589,6,0,0,0,4601,4611,422,23,23,5,4890,5358,6308,316,290,12,6232,13158,9086,619,938,58,2424,13132,6640,680,1555,189,1539,10603,5922,537,1763,574,695,9501,4422,265,950,1297,269,7206,1814,68,316,1774,58,4030,346,14,43,1332,18,1762,34977,2527,5885,5239,20729,69353,14,0,4,0,9589,9602,567,21,28,3,10701,11325,10829,475,502,17,14619,26442,18146,1053,1556,80,5591,26426,13485,1229,2606,245,3337,20910,12019,1030,2904,704,1582,18236,9386,535,1568,1581,569,13637,4425,154,522,2211,142,7448,1052,29,85,1703,52,2925,69925,4529,9768,6548,46173,136944
CED238,3,0,5,0,4475,4488,62,3,0,4,3645,3713,2202,120,82,11,6062,8478,4339,340,427,22,3088,8215,5425,526,1062,70,2597,9679,6713,573,1663,206,2032,11192,7152,481,1554,464,1004,10653,3682,145,580,662,343,5409,942,18,63,590,91,1708,30525,2209,5432,2030,23340,63535,4,0,0,3,4115,4123,107,7,0,0,3244,3364,2698,197,156,17,5214,8280,4796,436,619,37,2671,8556,5669,616,1491,183,2061,10016,6985,599,2108,586,1437,11711,6524,344,1596,1375,650,10494,2830,99,588,2195,211,5927,478,15,119,2155,71,2849,30088,2316,6678,6559,19667,65309,6,0,5,7,8589,8601,162,11,3,5,6894,7078,4906,319,233,26,11269,16759,9136,772,1046,60,5758,16776,11093,1147,2550,248,4658,19697,13697,1167,3773,796,3469,22905,13675,824,3151,1845,1653,21143,6505,247,1168,2855,554,11334,1427,40,184,2746,169,4556,60614,4517,12114,8590,43004,128845
CED239,0,0,0,0,3360,3359,173,11,5,0,5633,5821,3824,138,193,9,12663,16831,6921,298,594,18,5299,13140,5209,391,928,46,2793,9371,3916,333,1041,117,1688,7099,2706,213,702,171,734,4524,1987,77,264,369,256,2957,990,29,57,558,74,1711,25723,1497,3787,1290,32504,64803,8,0,4,0,3182,3197,412,27,16,0,5401,5846,4942,209,291,14,11995,17440,6800,419,797,38,5057,13111,5050,500,1245,119,2715,9634,3778,401,1372,356,1651,7560,2531,201,982,867,752,5333,1630,65,389,1840,197,4127,444,25,115,2119,75,2776,25590,1851,5209,5367,31017,69028,4,0,0,4,6541,6556,578,42,20,6,11031,11671,8760,344,480,21,24661,34271,13715,725,1394,59,10355,26247,10257,893,2170,163,5513,19003,7695,737,2417,472,3341,14656,5233,414,1686,1039,1486,9855,3626,147,651,2210,450,7085,1436,49,167,2678,146,4486,51314,3344,8995,6655,63521,133834
CED294,0,0,0,0,234,234,9,0,0,0,337,345,92,35,27,0,783,939,241,98,84,0,575,1008,195,137,156,4,417,912,215,82,166,14,164,644,169,51,115,20,38,392,39,7,28,14,8,90,9,0,4,4,0,15,963,416,581,56,2551,4576,0,0,0,0,231,229,13,0,0,0,304,321,119,58,20,7,682,878,166,60,79,16,412,730,103,65,116,14,185,479,157,39,119,32,79,429,96,13,66,13,28,224,19,6,11,17,6,58,5,4,0,10,0,19,676,246,425,103,1924,3373,0,0,0,0,461,459,18,0,0,3,641,671,207,93,52,7,1467,1819,409,162,165,11,992,1736,300,203,272,18,600,1393,371,123,283,49,243,1074,269,66,180,36,62,613,59,8,45,33,12,152,9,4,7,13,0,29,1642,658,1005,165,4474,7946
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,3,5,3,0,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,7,5,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,0,8,38
CED301,8,0,0,0,6230,6243,178,23,11,4,5946,6163,4239,313,237,18,8668,13473,6833,703,844,33,4324,12739,6318,759,1389,79,2727,11277,6075,619,1690,213,1599,10192,4913,341,1292,394,590,7534,2531,141,475,454,179,3769,546,20,59,310,59,991,31637,2920,6001,1513,30320,72392,10,0,0,0,6038,6050,295,39,4,9,5692,6038,5338,556,421,23,7994,14344,7121,955,1107,90,3675,12944,6354,997,2027,280,2312,11972,5945,709,2238,570,1104,10573,4407,313,1611,1179,372,7885,1856,99,566,1609,132,4265,248,5,98,1150,64,1565,31583,3675,8078,4907,27380,75623,17,0,3,3,12265,12294,477,64,16,12,11634,12202,9580,869,659,45,16666,27817,13956,1657,1954,121,7998,25687,12670,1763,3413,359,5041,23248,12017,1331,3930,780,2705,20761,9320,656,2902,1579,960,15418,4384,237,1044,2063,304,8034,795,21,157,1459,119,2551,63226,6597,14074,6421,57697,148016
CED302,7,0,0,0,5321,5323,71,5,0,4,5018,5092,3033,108,176,4,6526,9841,7773,364,574,23,2942,11680,7608,472,1154,43,1901,11171,5971,382,1189,102,1125,8766,4582,225,914,267,476,6468,2608,107,369,422,156,3659,732,21,79,379,37,1254,32371,1683,4447,1246,23506,63250,4,0,0,0,4956,4962,141,14,4,0,4557,4705,4071,215,235,14,5815,10352,8620,501,952,62,2658,12793,7627,569,1648,144,1799,11785,5842,423,1748,417,1014,9443,4188,265,1406,984,444,7302,1960,86,608,1629,183,4463,372,17,172,1492,85,2137,32827,2087,6784,4737,21511,67952,4,0,0,0,10278,10283,210,15,9,4,9568,9801,7102,322,410,19,12341,20196,16387,866,1531,88,5600,24475,15234,1041,2800,181,3706,22957,11813,800,2938,519,2141,18209,8771,498,2319,1254,923,13766,4568,197,974,2046,339,8122,1109,37,253,1867,123,3392,65200,3770,11229,5984,45017,131198
CED303,0,3,0,4,5270,5284,62,5,0,0,4318,4389,2465,127,107,5,5095,7799,5668,348,573,13,2720,9328,6628,496,1282,51,1877,10332,7148,480,1579,162,1057,10419,6535,333,1319,388,508,9086,3588,118,542,537,140,4929,842,24,116,460,39,1478,32941,1922,5523,1622,21024,63039,5,0,0,6,4815,4822,125,11,0,0,3663,3793,3343,219,190,25,4520,8289,6336,524,904,50,2407,10219,7059,721,1760,184,1713,11445,7192,558,2296,489,895,11433,6084,340,1869,1285,389,9969,2606,96,792,1892,128,5521,408,13,171,1693,37,2316,33151,2479,7983,5621,18570,67810,5,3,0,8,10088,10104,186,13,4,0,7982,8185,5802,343,294,29,9613,16086,12007,868,1480,63,5127,19550,13691,1219,3039,239,3588,21779,14342,1034,3876,655,1954,21854,12615,673,3193,1675,898,19053,6194,212,1333,2433,272,10448,1250,36,281,2146,77,3799,66091,4403,13509,7249,39594,130844
CED304,0,0,4,3,4511,4520,121,10,3,0,8624,8767,3689,222,270,14,17297,21493,6793,457,931,24,6521,14725,6482,643,1485,59,3253,11928,4975,439,1511,107,1832,8867,3315,219,991,212,855,5594,1646,74,350,270,344,2679,421,25,58,234,65,805,27451,2085,5597,927,43317,79376,3,0,0,0,4742,4746,265,26,7,8,9805,10119,4741,300,454,22,15964,21481,6960,508,1188,53,5098,13807,6460,632,1797,123,2649,11663,4612,382,1932,330,1407,8659,2889,189,1343,662,661,5743,1167,68,532,1014,263,3051,201,12,121,1037,85,1462,27305,2113,7375,3257,40672,80722,7,0,4,4,9250,9264,392,35,18,10,18430,18888,8433,526,722,37,33263,42976,13749,967,2114,77,11622,28528,12939,1276,3285,181,5904,23591,9582,823,3441,442,3240,17525,6202,406,2333,873,1514,11329,2817,140,880,1287,609,5728,623,29,177,1274,155,2260,54754,4200,12975,4180,83990,160098
CED305,12,4,0,0,5138,5152,127,11,4,5,4623,4777,3440,226,180,11,7198,11057,5979,500,705,29,3569,10791,6019,683,1405,76,2482,10665,6303,558,1727,224,1689,10509,5008,361,1244,397,636,7647,2475,109,457,472,181,3692,591,12,75,402,43,1125,29953,2468,5804,1620,25561,65405,7,0,0,0,4630,4638,251,8,9,0,4224,4488,4220,272,271,19,5757,10538,5975,593,837,59,2763,10230,5936,637,1503,179,1763,10017,6134,520,1859,530,985,10028,4254,252,1140,1067,347,7059,1855,74,423,1611,129,4095,313,9,103,1180,73,1671,28942,2368,6154,4651,20663,62777,17,3,0,0,9770,9791,376,22,14,12,8842,9265,7660,501,452,27,12956,21592,11960,1092,1548,85,6331,21016,11953,1321,2907,260,4242,20684,12438,1073,3588,754,2673,20535,9262,613,2387,1465,980,14710,4326,186,879,2083,314,7785,903,25,175,1580,109,2798,58897,4831,11951,6277,46221,128183
CED306,5,5,4,0,4955,4962,107,12,0,4,4857,4979,2777,168,154,9,7655,10768,5610,498,693,12,3689,10502,6198,643,1447,60,2696,11038,6615,555,1815,205,1807,11001,5262,379,1376,418,671,8111,2635,121,500,497,241,3993,585,22,83,381,48,1116,29801,2402,6070,1589,26612,66477,9,5,0,0,4653,4662,200,14,3,9,4580,4806,3567,310,282,23,6556,10736,5951,677,896,78,2892,10492,6297,752,1697,183,1911,10844,6431,537,1927,524,1069,10487,4612,269,1211,1203,335,7634,1886,76,490,1627,123,4206,311,8,86,1345,38,1790,29271,2647,6583,4984,22164,65652,13,7,4,0,9608,9628,308,24,4,13,9436,9791,6352,474,440,30,14216,21502,11561,1173,1586,88,6586,20995,12494,1394,3139,248,4605,21882,13045,1098,3740,726,2873,21489,9878,647,2587,1622,1010,15744,4523,197,990,2121,364,8200,904,30,163,1728,83,2901,59072,5054,12655,6578,48782,132129
CED307,6,0,0,0,5618,5629,72,6,0,7,4760,4845,2961,148,155,5,6085,9354,6716,415,576,30,2915,10656,7767,532,1137,53,1931,11415,6637,325,1198,121,893,9173,5263,197,803,275,296,6831,2544,70,301,344,88,3352,447,7,42,242,25,759,32414,1703,4210,1073,22609,62007,4,0,0,0,5248,5253,168,15,4,0,4253,4451,3891,271,245,19,5219,9642,7463,613,924,55,2559,11618,7855,682,1642,176,1676,12030,6529,401,1696,392,701,9712,4740,225,1306,904,313,7489,1806,68,466,1254,94,3688,215,8,81,954,37,1294,32666,2286,6367,3751,20100,65170,8,3,0,0,10865,10879,243,21,10,6,9015,9291,6847,417,394,24,11307,18992,14177,1032,1501,89,5478,22267,15615,1210,2779,225,3612,23443,13165,726,2895,508,1590,18884,10005,428,2113,1176,605,14324,4352,140,769,1599,185,7037,663,17,125,1190,61,2050,65079,3984,10578,4820,42707,127184
CED308,3,0,0,0,5804,5814,112,8,0,3,5961,6094,3453,206,201,14,8610,12486,6987,574,808,27,3887,12278,7437,707,1617,60,2476,12294,6956,506,1840,188,1286,10781,6309,418,1530,369,515,9132,3926,161,691,580,157,5513,819,27,103,417,39,1404,36001,2599,6796,1665,28736,75799,8,0,0,0,5655,5662,235,26,4,6,5750,6020,4729,416,320,17,7958,13435,7630,766,1270,78,3559,13300,7769,939,2420,204,2268,13598,6829,682,2775,608,1060,11953,5940,411,2283,1451,482,10567,2765,144,957,1908,141,5907,405,18,199,1500,44,2167,36311,3395,10214,5778,26914,82615,13,0,3,0,11460,11476,355,31,6,11,11716,12115,8179,617,522,34,16571,25931,14619,1335,2074,99,7447,25579,15213,1643,4037,266,4737,25890,13790,1194,4619,798,2344,22742,12250,828,3811,1822,1000,19698,6682,300,1641,2493,300,11420,1220,48,299,1922,86,3572,72316,5990,17013,7439,55649,158410
CED309,0,0,4,0,4902,4903,108,12,0,3,3783,3907,2526,130,136,9,5883,8691,5951,368,617,19,3293,10244,6880,590,1339,49,2209,11063,6746,449,1768,159,1376,10503,6862,369,1533,341,654,9755,3868,140,638,546,211,5407,1059,27,116,520,43,1766,33998,2091,6157,1646,22341,66237,8,4,0,0,4651,4660,201,17,9,3,3942,4174,3468,186,239,7,5643,9547,6621,602,988,64,2995,11275,7042,809,2013,179,2122,12160,7141,584,2684,505,1263,12182,6278,363,2285,1224,473,10623,2917,98,970,2027,148,6158,554,22,194,1821,62,2657,34228,2688,9378,5829,21305,73430,8,4,5,0,9554,9563,310,24,13,3,7725,8079,5993,319,376,23,11523,18233,12568,969,1606,80,6289,21515,13918,1398,3346,227,4333,23223,13892,1044,4455,665,2640,22687,13143,733,3821,1568,1121,20379,6784,235,1606,2574,361,11563,1612,55,307,2345,102,4424,68232,4779,15533,7477,43648,139665
CED310,3,0,0,0,5209,5219,102,9,4,0,4392,4509,2575,123,151,5,6428,9292,5754,434,684,26,2904,9797,6652,549,1405,69,2050,10726,6707,523,1675,156,1338,10397,6979,331,1422,348,553,9632,4371,126,651,594,199,5937,1153,31,129,592,52,1954,34297,2132,6123,1791,23130,67469,4,6,0,0,5201,5209,218,14,6,3,4436,4680,3555,261,265,25,6110,10218,6322,682,901,65,3026,10997,6882,728,2090,188,1952,11840,7022,628,2588,547,1169,11950,6603,379,2231,1310,454,10980,3294,128,930,2112,165,6629,608,13,197,1791,60,2670,34518,2833,9209,6042,22567,75169,11,6,0,0,10417,10432,323,27,7,4,8827,9190,6130,386,420,32,12538,19509,12074,1118,1576,90,5931,20791,13537,1281,3497,258,4007,22567,13728,1149,4268,704,2506,22349,13585,706,3651,1663,1009,20618,7661,251,1579,2709,361,12565,1762,47,323,2382,109,4625,68815,4961,15325,7834,45698,142641
CED311,0,0,0,0,4988,4998,135,19,8,0,4092,4245,2948,218,193,6,6039,9404,5613,487,642,18,3225,9989,6175,637,1360,87,2515,10772,6776,687,1979,201,1809,11457,5363,499,1558,439,678,8534,2470,163,525,493,252,3902,441,20,81,296,54,894,29922,2731,6340,1543,23659,64189,4,3,0,0,4581,4587,251,25,14,0,3698,3984,3847,348,254,14,5341,9803,5957,614,776,80,2734,10161,6324,655,1512,172,1827,10489,6633,581,1826,532,913,10491,4534,334,1166,1072,255,7355,1733,83,360,1335,94,3610,196,11,53,854,31,1144,29481,2646,5966,4065,19480,61637,7,4,4,0,9574,9586,383,39,16,0,7794,8235,6794,566,445,22,11375,19206,11563,1102,1419,97,5967,20150,12494,1288,2872,256,4345,21260,13409,1271,3808,731,2724,21947,9898,829,2719,1506,931,15891,4202,245,890,1832,344,7513,644,28,128,1152,92,2038,59401,5372,12303,5610,43135,125829
CED312,6,3,0,0,6377,6380,248,18,8,0,6172,6443,4431,283,229,13,8903,13860,7285,625,834,23,4150,12912,6872,650,1472,80,2553,11630,6087,520,1562,163,1165,9498,5109,343,1186,381,374,7399,2726,132,457,452,115,3893,534,24,79,355,27,1019,33302,2593,5833,1471,29840,73033,11,0,0,0,6032,6055,439,16,3,9,6086,6554,5677,487,379,27,8115,14690,7787,873,1144,101,3721,13628,6962,896,2015,248,2231,12348,5867,637,2265,632,903,10311,4622,369,1740,1315,280,8328,1907,113,677,1666,81,4451,269,15,151,1115,30,1580,33542,3410,8384,5121,27492,77938,14,6,5,4,12411,12431,691,34,7,4,12262,12994,10106,775,611,39,17019,28548,15073,1494,1977,124,7874,26542,13828,1548,3486,329,4784,23981,11958,1152,3830,796,2068,19813,9736,708,2920,1699,658,15722,4630,244,1143,2118,205,8339,806,36,228,1470,60,2600,66842,6002,14216,6588,57331,150978
CED313,3,0,0,0,4925,4932,128,5,0,4,7701,7842,3549,166,225,13,14167,18115,7413,389,849,17,5315,13981,6776,581,1395,49,2656,11453,4937,383,1347,108,1503,8280,3131,203,914,209,702,5163,1538,74,353,257,230,2460,482,17,63,302,75,941,27959,1823,5142,961,37280,73167,4,0,0,0,4849,4853,226,16,0,9,8847,9102,4687,286,336,21,13461,18785,7763,559,1159,54,4844,14378,6773,656,1879,148,2492,11958,4589,414,1841,398,1358,8597,2670,236,1326,748,611,5588,1151,76,538,1030,218,3008,229,15,121,1155,99,1617,28115,2250,7195,3556,36771,77893,13,0,0,0,9775,9789,356,24,5,11,16544,16943,8238,451,556,27,27623,36909,15176,946,2008,71,10157,28360,13553,1241,3272,202,5145,23415,9531,796,3185,506,2866,16877,5803,438,2237,954,1313,10749,2694,148,889,1288,453,5468,713,30,186,1460,172,2557,56070,4081,12338,4513,74049,151062
CED314,4,0,0,4,5498,5511,218,10,5,6,4802,5041,3518,182,169,10,6209,10089,5689,441,605,24,2435,9200,5790,542,1024,54,1758,9171,5800,415,1258,149,1161,8788,5497,275,973,317,564,7614,3324,109,389,500,200,4523,906,16,96,414,58,1488,30754,1989,4525,1466,22690,61427,17,0,0,0,5235,5256,412,33,9,0,4552,5012,4461,345,304,32,5559,10696,6000,650,829,102,2426,10000,6033,685,1619,209,1578,10120,5970,489,1850,515,957,9780,5145,283,1539,1221,441,8625,2579,104,680,1959,189,5513,472,10,131,1809,101,2520,31094,2595,6953,5845,21029,67519,26,3,0,4,10732,10764,628,45,14,7,9353,10048,7982,526,467,36,11774,20788,11683,1094,1438,124,4860,19201,11824,1221,2638,260,3340,19286,11779,906,3110,666,2119,18567,10638,553,2509,1536,1006,16237,5907,208,1075,2454,391,10039,1376,33,223,2226,154,4011,61850,4581,11486,7307,43720,128942
CED315,8,7,0,4,5425,5443,150,13,0,0,6670,6838,3034,205,212,8,8613,12071,5193,498,724,28,3900,10340,5429,609,1258,87,2702,10089,5173,491,1602,160,1727,9148,4235,311,1147,331,697,6724,2036,120,405,376,237,3167,453,12,49,242,63,815,25704,2264,5404,1234,30031,64641,5,0,0,0,5592,5604,248,25,6,4,5925,6215,3842,358,272,32,7585,12089,5691,733,992,66,3576,11068,5498,781,1877,201,2272,10631,5178,550,2096,508,1223,9552,3648,325,1454,1068,411,6913,1520,105,539,1391,136,3685,216,9,85,1081,50,1439,25862,2890,7321,4353,26766,67191,17,11,0,9,11018,11045,402,39,9,11,12590,13050,6872,560,487,40,16204,24159,10881,1237,1722,96,7470,21406,10924,1394,3134,293,4974,20722,10347,1039,3700,668,2948,18699,7886,640,2603,1402,1115,13640,3557,222,941,1765,366,6854,669,20,137,1316,115,2255,51562,5154,12729,5583,56794,131831
CED316,6,0,0,0,4302,4305,111,8,3,3,3323,3446,1994,166,133,5,4826,7126,3765,378,475,27,2561,7192,4641,569,1148,84,2252,8690,6343,598,1904,181,1547,10573,8163,554,2081,562,724,12084,5148,250,928,848,267,7449,1115,35,154,577,59,1947,31278,2552,6833,2291,19865,62821,3,6,5,0,4045,4055,231,24,5,0,3160,3420,2598,319,226,21,4545,7711,4269,587,780,64,2530,8228,5129,739,1756,212,1914,9748,7038,775,2519,698,1152,12182,7842,493,2232,1747,490,12792,3752,153,920,2723,179,7726,559,17,176,1997,53,2804,31421,3111,8611,7470,18059,68668,11,6,5,3,8343,8366,342,32,11,6,6479,6872,4595,483,358,32,9380,14845,8030,968,1254,84,5091,15424,9772,1307,2902,298,4168,18440,13380,1373,4422,879,2697,22747,16003,1041,4308,2309,1213,24875,8900,403,1846,3574,446,15176,1670,54,331,2574,119,4750,62698,5661,15443,9762,37926,131489
CED317,14,4,0,3,5519,5544,133,33,3,0,4599,4772,2861,210,145,21,7532,10764,4881,378,510,34,3975,9781,5783,542,1220,69,3256,10871,6608,620,1957,245,2459,11886,5955,519,1817,486,1113,9883,3210,184,692,614,380,5082,790,30,110,409,84,1420,30233,2515,6457,1885,28912,70006,14,6,0,0,4851,4866,192,21,4,0,3968,4187,3522,282,199,26,6469,10496,5337,528,694,69,3637,10263,5999,592,1514,235,2705,11044,6657,587,1991,632,1545,11413,5332,339,1430,1346,589,9039,2309,76,503,1813,154,4856,321,10,76,1339,37,1779,29683,2438,6414,5469,23953,67947,27,6,0,6,10368,10406,329,48,5,7,8573,8964,6385,494,345,49,13994,21265,10219,905,1203,107,7612,20046,11781,1132,2728,307,5965,21913,13263,1205,3951,873,4001,23300,11286,855,3252,1829,1696,18923,5516,261,1197,2431,527,9939,1111,39,183,1745,118,3202,59918,4956,12868,7351,52866,137954
CED318,7,7,0,8,5332,5350,97,15,0,0,4778,4887,2159,155,133,14,8760,11227,4876,431,691,25,5190,11208,5967,618,1490,87,4106,12269,5911,617,1969,200,2719,11413,4743,452,1733,414,1308,8650,2251,146,660,446,360,3861,500,38,89,315,69,1000,26509,2475,6769,1496,32622,69870,5,0,0,0,5193,5202,140,17,4,3,4706,4869,2950,264,248,23,8771,12259,5832,604,1003,77,4965,12483,6145,797,1955,242,3541,12680,5576,638,2408,658,2073,11355,4025,363,1810,1220,747,8157,1532,101,629,1386,163,3821,253,15,111,987,35,1405,26461,2794,8178,4601,30196,72233,13,5,0,7,10527,10551,235,29,10,8,9486,9760,5112,420,385,32,17536,23487,10702,1035,1695,99,10159,23692,12111,1418,3448,326,7645,24948,11484,1255,4382,856,4791,22768,8766,815,3541,1633,2052,16808,3784,250,1289,1830,525,7678,747,49,204,1301,100,2404,52967,5268,14951,6098,62816,142107
