CED_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
CED230,464,725,1189,209,305,518,233,858,1087,295,1775,2076,1070,4963,6034,1063,2562,3623,3817,1636,5451,3124,2170,5297,3603,1926,5527,3971,1241,5208,2679,970,3651,2900,616,3514,5485,847,6327,3644,156,3801,2355,181,2537,1334,44,1383,2748,324,3072,2837,213,3055,973,1354,2325,42810,22862,65670
CED231,483,710,1200,176,241,421,217,668,886,200,1207,1400,612,2500,3115,549,1387,1939,1937,1127,3056,1674,1446,3121,2081,1727,3803,2263,1559,3829,1792,1493,3292,1883,1261,3145,4359,2211,6562,3796,314,4112,3493,547,4038,2663,149,2812,9765,823,10593,1857,326,2176,487,487,976,40298,20178,60475
CED232,403,371,773,161,121,283,162,289,450,152,490,647,539,1359,1894,643,865,1502,1629,671,2299,1664,836,2502,2302,969,3271,2794,801,3597,2363,689,3049,2636,486,3121,6165,790,6955,4897,66,4963,4242,162,4408,2670,22,2692,6751,253,7005,2615,99,2710,490,286,783,43273,9622,52897
CED233,791,3246,4037,234,656,891,341,1352,1697,309,2216,2523,632,2783,3418,665,2541,3203,1244,2417,3653,1423,3134,4554,1775,4304,6074,2305,4040,6345,1777,3740,5517,2003,3297,5297,4744,6635,11377,3854,1118,4968,3579,2008,5587,2708,580,3296,11381,3846,15231,1732,1814,3544,251,588,841,41748,50321,92069
CED234,967,815,1785,333,303,635,299,474,779,255,861,1112,816,2081,2903,800,1415,2216,2261,1054,3315,2117,1211,3323,2688,1295,3986,3032,1009,4040,2254,861,3113,2484,693,3181,5207,1227,6434,4156,157,4317,3779,329,4111,2690,75,2768,10214,454,10674,2484,233,2717,469,394,870,47307,14968,62272
CED235,467,620,1090,242,267,514,231,670,897,259,1401,1656,929,3744,4671,930,2409,3342,3190,1424,4609,2853,1661,4509,3175,1510,4685,3408,1023,4429,2297,804,3100,2603,587,3187,4891,751,5644,3267,78,3342,2473,168,2640,1360,27,1389,3136,301,3438,2493,142,2633,735,894,1621,38932,18475,57402
CED236,507,586,1089,214,234,449,197,653,849,281,1435,1717,941,3698,4641,987,2194,3185,3416,1470,4882,2859,1711,4573,3116,1704,4816,3636,1135,4775,2548,886,3432,2691,577,3271,5396,830,6224,3729,124,3856,2517,186,2709,1440,31,1474,3035,319,3351,2762,183,2947,848,1060,1905,41116,19025,60137
CED237,732,594,1328,205,154,362,239,403,641,275,843,1121,804,2070,2877,870,952,1822,2891,763,3656,2460,1146,3608,3034,1189,4222,3551,1018,4570,2953,813,3767,2856,585,3445,6353,799,7150,4763,164,4931,3473,196,3671,2237,50,2285,3942,199,4138,2194,193,2383,607,389,992,44435,12526,56962
CED238,414,600,1011,195,303,496,182,736,918,232,1454,1683,826,3899,4730,881,2326,3204,2982,1594,4574,2809,1967,4776,3098,1815,4917,3636,1228,4865,2527,871,3396,2767,689,3451,5368,906,6277,3709,122,3826,2531,219,2752,1467,40,1506,3369,368,3732,2747,200,2946,726,985,1709,40472,20303,60779
CED239,469,728,1190,131,263,396,160,641,801,187,1231,1423,551,2699,3250,600,1490,2084,1896,1166,3064,1575,1547,3119,2011,1826,3829,2284,1796,4077,1918,1799,3720,2005,1522,3524,4754,2759,7518,4008,528,4542,3834,763,4596,2765,284,3047,7761,1007,8764,1743,787,2525,414,507,917,39060,23343,62402
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,377,531,907,139,133,269,182,476,659,266,964,1228,747,2817,3567,1171,1908,3074,3070,1222,4292,2951,1728,4682,3438,1824,5267,4086,1421,5510,3244,1085,4329,3369,773,4136,7112,1002,8117,4971,143,5111,3740,212,3951,2193,35,2237,4005,216,4220,3344,269,3618,558,629,1188,48963,17402,66361
CED302,435,493,930,160,177,335,167,456,626,197,844,1036,564,2220,2787,569,1432,1995,1734,943,2685,1719,1150,2874,2253,1313,3566,2530,988,3518,2054,879,2937,2303,695,3000,5477,1271,6744,4499,199,4703,4182,332,4512,3095,67,3168,9225,390,9618,2377,298,2674,349,400,751,43899,14552,58455
CED303,396,477,868,153,187,336,177,471,649,164,1043,1203,652,2854,3507,730,1735,2466,2719,1028,3749,2297,1213,3509,2795,1177,3972,3077,880,3950,2284,719,2999,2564,538,3099,5798,792,6590,4677,117,4792,3863,164,4026,2602,34,2627,6291,212,6505,2749,188,2929,472,490,960,44457,14292,58756
CED304,371,1026,1394,126,320,451,129,691,824,110,1376,1483,335,2085,2421,431,2088,2519,934,1848,2784,1094,2547,3640,1611,3312,4922,2241,3198,5438,1737,2931,4664,1957,2503,4460,5098,4914,10011,3778,883,4663,3666,1388,5059,2921,377,3297,14207,2339,16550,2282,1146,3424,248,512,761,43275,35489,78763
CED305,364,483,843,179,163,342,154,505,659,180,971,1150,659,2541,3197,690,1517,2208,2323,994,3313,1919,1275,3193,2222,1296,3519,2526,997,3523,1859,843,2700,2146,714,2856,4876,1273,6155,3684,147,3821,3313,391,3707,2085,56,2143,5273,441,5716,4678,306,4986,605,605,1204,39723,15508,55233
CED306,439,519,959,185,191,379,170,542,709,205,1090,1296,648,2483,3135,743,1751,2492,2269,1085,3354,1883,1480,3363,2306,1518,3825,2687,1139,3820,2072,981,3053,2320,771,3095,5065,1380,6447,4045,199,4248,3326,356,3681,2110,61,2170,5035,397,5425,4643,462,5103,574,704,1274,40727,17120,57840
CED307,264,325,592,144,114,262,135,249,384,131,591,725,472,1716,2186,642,1174,1817,1860,763,2625,1869,1011,2887,2468,1145,3618,2885,937,3830,2340,811,3149,2606,572,3175,5885,867,6755,4823,142,4967,4195,167,4361,2830,38,2866,7672,199,7872,2670,172,2842,338,334,677,44244,11330,55577
CED308,650,625,1273,207,231,433,216,427,646,249,999,1241,821,2553,3375,922,2148,3069,3010,1230,4240,2868,1619,4484,3530,1709,5232,4158,1353,5515,3150,1071,4226,3369,799,4167,7345,1176,8512,5270,238,5504,3916,290,4203,2322,74,2395,6196,403,6601,3363,388,3753,625,596,1223,52179,17914,70091
CED309,410,499,902,215,194,403,203,478,685,187,1031,1217,642,2884,3526,829,2119,2949,2754,1346,4095,2678,1599,4279,3336,1488,4827,3777,1173,4951,2649,877,3532,3001,710,3709,6207,1069,7273,4498,212,4707,3394,257,3648,2051,74,2127,5447,384,5834,3376,402,3778,481,620,1102,46130,17427,63553
CED310,413,480,895,191,229,416,179,494,677,194,1063,1258,781,3001,3782,874,2095,2974,3042,1309,4355,2752,1521,4269,3195,1520,4718,3871,1141,5013,2709,921,3625,2900,712,3609,6017,1123,7140,4491,219,4710,3425,290,3714,2166,74,2245,5293,436,5726,3509,383,3894,484,593,1074,46475,17623,64100
CED311,486,567,1047,212,205,415,231,570,795,237,1190,1428,885,2819,3699,989,1492,2484,2917,1007,3925,2199,1374,3579,2461,1343,3809,2813,980,3799,1992,918,2913,2199,719,2915,4911,1258,6168,3558,132,3691,3003,329,3330,1872,33,1914,4340,421,4756,4216,294,4516,767,699,1466,40283,16348,56639
CED312,423,489,913,161,163,326,176,371,548,209,882,1088,677,2111,2785,991,1925,2919,2956,1037,3995,2815,1494,4307,3207,1617,4824,4013,1172,5180,3271,889,4159,3351,625,3978,7379,871,8252,5256,180,5434,3770,188,3959,2335,45,2379,4710,187,4896,3185,292,3481,558,590,1147,49441,15124,64566
CED313,391,840,1236,156,248,396,139,630,771,154,1250,1401,408,2126,2530,466,1641,2111,1089,1420,2511,1183,1854,3039,1766,2369,4136,2181,2333,4515,1797,2103,3901,1988,1912,3903,5216,3777,8991,4224,743,4964,4027,1092,5120,3102,295,3399,13011,1620,14628,2369,931,3296,218,454,673,43874,27643,71519
CED314,394,505,898,191,185,375,152,492,643,191,1075,1267,711,3064,3782,785,2204,2991,2811,1369,4177,2511,1752,4264,2959,1753,4711,3405,1384,4788,2601,1072,3678,2728,788,3511,5741,1063,6805,4081,177,4258,2955,220,3175,1840,46,1882,3985,299,4279,3158,247,3403,503,556,1053,41689,18238,59929
CED315,323,568,897,133,195,322,141,608,749,229,1062,1292,579,2357,2940,796,1821,2613,2100,1300,3401,2037,1679,3721,2498,1884,4380,2973,1582,4554,2408,1326,3739,2609,998,3605,5637,1391,7025,4452,248,4700,3348,320,3668,2081,78,2158,4290,389,4681,3871,443,4313,400,543,939,40916,18794,59711
CED316,542,620,1165,279,237,515,237,659,892,315,1515,1829,1133,4357,5489,1194,2800,3996,5006,1404,6412,3778,1593,5369,3959,1458,5418,3994,926,4917,2548,724,3276,2540,461,3000,4615,644,5261,3049,97,3147,2055,136,2194,1146,31,1173,2395,260,2651,3016,262,3278,751,1034,1783,42570,19207,61775
CED317,476,568,1044,249,270,518,251,727,978,288,1343,1627,929,3083,4015,979,1870,2844,3010,1265,4270,2540,1636,4172,2886,1487,4372,3293,1143,4433,2344,901,3240,2636,679,3312,5158,1064,6224,3643,126,3768,2891,246,3135,1693,71,1763,3451,334,3783,4234,303,4536,869,977,1847,41816,18084,59892
CED318,410,600,1007,156,231,392,219,664,880,258,1354,1610,784,2699,3479,943,2046,2981,2317,1451,3764,2386,1960,4341,2882,1978,4857,3389,1523,4920,2574,1209,3781,2661,933,3594,5443,1464,6907,3923,217,4138,3063,317,3383,1975,82,2056,4334,441,4776,3759,515,4273,608,712,1325,42080,20385,62465
CED319,281,534,814,124,209,336,144,572,713,159,1214,1367,491,2830,3328,592,1954,2547,1625,1374,3004,1819,1702,3516,2274,1843,4117,2621,1758,4376,2142,1421,3559,2318,1184,3497,5416,1979,7398,4672,321,4992,4225,491,4716,2978,118,3095,8098,535,8633,2311,449,2757,313,557,875,42592,21050,63639
CED320,466,481,946,202,182,389,196,393,593,260,1113,1371,887,3020,3901,1140,2323,3460,3894,1174,5077,3400,1601,5000,3879,1625,5505,4302,1074,5377,3148,801,3946,3284,564,3855,6535,786,7316,4698,137,4835,3313,153,3460,2004,38,2046,3852,236,4086,3469,265,3733,605,651,1258,49534,16621,66152
CED321,538,586,1127,209,244,452,220,628,849,258,1335,1591,981,3811,4789,960,2087,3046,3553,1241,4798,2769,1673,4450,2888,1595,4485,3337,1040,4378,2335,834,3169,2340,578,2919,4542,818,5360,2994,107,3103,2094,186,2276,1135,40,1183,2423,338,2754,3775,228,4003,836,912,1743,38194,18282,56476
CED322,461,634,1092,185,192,378,196,436,636,188,954,1146,586,2500,3087,738,1797,2536,2251,1217,3468,2134,1459,3595,2800,1581,4387,3285,1240,4526,2445,920,3366,2644,808,3453,5693,1246,6943,4432,286,4715,3600,362,3959,2292,124,2412,5889,488,6378,2833,512,3340,455,542,993,43097,17306,60399
CED323,615,1028,1643,206,336,543,204,703,905,272,1498,1771,740,3450,4190,975,2750,3723,2643,1859,4497,2550,2494,5050,3181,2592,5774,3812,2063,5873,2722,1547,4270,2926,1217,4142,5933,1910,7835,4083,447,4529,3212,557,3766,2022,156,2176,5973,830,6797,2830,797,3626,567,772,1348,45456,26998,72459
CED324,474,572,1049,192,190,383,184,497,683,208,950,1162,574,2004,2586,679,1483,2165,1711,1090,2805,1815,1422,3236,2290,1561,3857,2787,1313,4098,2250,1196,3451,2349,902,3254,5187,1617,6805,4219,378,4592,3634,465,4095,2684,158,2840,8166,631,8799,2429,582,3007,252,393,646,42094,17402,59499
CED325,465,432,897,156,156,311,237,355,587,292,773,1063,687,1939,2623,857,1248,2101,2179,899,3081,2379,1181,3565,2905,1358,4263,3513,1052,4567,2958,905,3867,2945,731,3673,6760,983,7742,5004,175,5179,4020,190,4211,2666,53,2723,5880,253,6133,2907,268,3172,427,400,826,47242,13356,60592
CED326,371,546,921,170,195,369,177,543,717,218,1207,1425,719,3314,4038,943,2540,3481,2893,1391,4284,2783,1648,4430,3290,1772,5060,3898,1311,5211,3047,1032,4082,3169,783,3952,7063,1216,8281,5132,174,5302,4159,261,4424,2524,45,2572,5582,320,5908,3191,253,3448,456,702,1165,49788,19251,69039
CED327,551,496,1045,162,172,333,249,350,597,313,814,1131,795,1980,2768,1115,1292,2404,2746,902,3653,2699,1373,4075,3320,1496,4813,4097,1128,5226,3199,811,4014,3161,625,3786,6524,775,7298,4726,148,4883,3270,143,3412,2071,50,2121,3893,197,4090,2963,268,3232,498,426,924,46362,13444,59807
CED328,377,608,988,169,209,376,157,449,605,129,668,797,400,1418,1811,504,1265,1770,1078,990,2069,1261,1230,2492,1876,1487,3363,2137,1318,3456,1750,1223,2973,1943,999,2945,4554,1840,6397,3795,304,4096,3857,453,4308,2895,109,3004,12815,728,13540,2440,622,3065,246,250,502,42387,16151,58538
CED329,540,539,1081,289,226,517,234,635,873,265,1376,1647,1015,4022,5042,1054,2351,3408,4096,1245,5338,3194,1599,4792,3562,1362,4921,3962,939,4900,2478,684,3165,2574,494,3068,4539,631,5166,2897,110,3003,2112,145,2259,1233,22,1255,3100,296,3398,3207,259,3465,653,761,1409,40997,17694,58689
CED330,462,449,915,185,152,346,207,337,543,217,682,898,726,1969,2698,800,1238,2040,2788,833,3617,2422,1024,3447,2961,1122,4088,3517,811,4326,2743,641,3383,2923,449,3371,6574,611,7186,4881,110,4991,3811,151,3959,2453,37,2493,5356,216,5569,3675,247,3919,699,465,1161,47391,11545,58938
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED401,535,1179,1720,192,392,578,252,1080,1329,245,2012,2252,756,3970,4724,913,2661,3572,2181,1825,4007,2296,2249,4550,2945,2763,5703,3440,2319,5758,2670,1937,4604,2922,1622,4544,6536,2528,9066,4784,567,5350,3922,749,4678,2669,207,2876,7963,1116,9077,2592,752,3344,328,611,942,48145,30535,78685
CED402,452,581,1033,222,271,493,216,797,1007,269,1704,1968,1032,4706,5745,1156,2669,3819,4100,1698,5794,3335,2069,5402,3558,1988,5546,4260,1264,5526,2894,898,3793,3127,602,3733,5981,798,6778,3839,109,3947,2650,153,2806,1415,27,1442,2822,281,3107,3360,189,3550,709,945,1650,45395,21741,67134
CED403,345,598,943,184,315,497,159,827,990,189,1595,1783,659,3838,4493,686,2866,3547,2246,1907,4151,2355,2137,4488,2952,2153,5096,3433,1739,5171,2426,1476,3900,2588,1059,3655,5761,1618,7386,4672,261,4937,4068,376,4451,2840,93,2932,7872,533,8401,2791,444,3240,328,665,991,46554,24501,71061
CED404,474,623,1102,218,298,517,253,1042,1294,289,2099,2386,1194,5283,6478,1192,2430,3616,4178,1616,5793,3295,1981,5278,3416,1824,5240,3932,1338,5275,2470,1077,3543,2622,715,3336,5037,1063,6101,3562,102,3666,2574,215,2789,1436,38,1481,2828,344,3174,4197,245,4445,850,1128,1975,44022,23465,67491
CED405,348,661,1007,173,272,442,180,833,1014,225,1807,2029,783,4363,5143,834,2408,3235,2811,1645,4459,2651,2048,4705,3182,2186,5368,3531,1686,5215,2662,1387,4044,2729,978,3706,6026,1486,7508,4919,245,5159,3850,292,4134,2524,75,2597,5703,421,6120,2696,339,3033,402,719,1117,46212,23822,70040
CED406,297,444,734,132,169,301,186,578,763,209,1327,1531,758,3596,4352,1036,2222,3257,3280,1435,4713,3182,1742,4926,3633,1765,5400,4114,1306,5418,3085,920,4006,3201,667,3873,6730,739,7468,4862,137,5000,3338,126,3461,1967,23,1994,3085,165,3249,2973,215,3189,408,503,906,46466,18069,64539
CED407,404,501,910,143,180,324,175,519,689,249,1185,1435,737,3329,4067,918,1849,2766,3156,1256,4413,3077,1633,4707,3687,1772,5458,4064,1310,5377,3118,1046,4159,3055,705,3762,6858,954,7814,4855,154,5009,3596,179,3778,2067,53,2121,3798,199,3997,2739,204,2937,428,518,943,47120,17535,64660
CED408,323,418,744,201,219,420,166,587,754,211,1140,1353,834,3459,4294,933,2452,3385,3495,1549,5041,3264,1680,4939,3747,1495,5239,4203,992,5197,2694,853,3543,3023,526,3550,5891,774,6664,4430,92,4520,3551,175,3724,2136,24,2156,5650,279,5926,3771,200,3968,446,482,933,48942,17402,66339
CED409,473,502,972,175,203,383,274,733,1010,394,1689,2076,1096,3948,5039,1489,2323,3815,4029,1397,5425,3729,2133,5857,4031,2098,6131,4640,1340,5977,3309,923,4232,3343,557,3897,6448,734,7177,4204,122,4327,2511,100,2607,1452,26,1483,2200,143,2344,3275,280,3557,606,831,1438,47668,20098,67764
CED410,509,725,1233,236,273,513,201,793,990,224,1476,1700,635,3814,4448,769,2716,3484,2365,1737,4109,2475,1903,4377,3167,2040,5205,3591,1607,5201,2753,1344,4095,2867,1077,3942,6212,1798,8011,4923,228,5152,4045,378,4426,2705,101,2810,9215,654,9872,2738,381,3120,338,574,913,49975,23628,73606
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,398,480,880,146,180,319,198,480,680,265,1068,1329,710,2530,3239,1050,1704,2759,2595,996,3586,2398,1309,3704,2644,1540,4185,2980,1288,4271,2700,1156,3854,2773,827,3600,6098,1383,7479,4687,158,4846,3943,300,4241,2426,55,2480,5037,281,5312,5955,384,6337,488,487,977,47493,16597,64091
CED502,472,585,1050,148,162,304,206,541,750,271,1163,1441,765,2566,3325,978,1609,2587,2675,1063,3729,2439,1430,3871,3106,1704,4808,3548,1312,4864,2987,1073,4055,3057,764,3820,6580,1076,7655,4758,145,4905,3700,235,3934,2013,57,2073,4028,248,4275,4375,352,4722,480,474,950,46581,16540,63120
CED503,494,556,1046,211,195,402,207,556,762,270,1129,1402,813,2994,3803,1010,2007,3010,3259,1090,4347,2641,1162,3801,2782,1206,3987,2983,798,3782,1996,783,2780,2272,609,2881,4841,1067,5910,3676,88,3764,3162,249,3417,1868,40,1910,4988,321,5308,5379,260,5633,554,600,1154,43398,15700,59100
CED504,575,716,1293,195,220,411,241,722,962,311,1350,1666,938,3327,4269,1038,1600,2642,2971,1146,4117,2710,1560,4268,3216,1804,5025,3709,1529,5234,2939,1202,4142,2867,925,3785,6066,1350,7418,4504,185,4686,3451,324,3780,2202,75,2282,4930,363,5295,3916,405,4320,496,542,1037,47297,19353,66651
CED505,402,675,1080,179,300,474,166,632,799,145,1170,1318,442,2332,2772,508,1833,2340,1088,1368,2452,1261,1504,2768,1711,1709,3414,1996,1551,3545,1457,1432,2892,1801,1143,2940,3886,2403,6289,3255,276,3528,3343,760,4098,2490,156,2643,16372,1617,17985,3623,654,4280,276,423,697,44395,21921,66316
CED506,414,575,989,180,199,378,276,709,988,326,1240,1567,902,2510,3414,892,1410,2301,2446,1000,3445,2058,1301,3358,2219,1489,3701,2471,1303,3776,1912,1262,3174,2168,1108,3277,4952,2120,7080,4014,183,4199,3793,586,4380,2479,102,2583,6938,774,7715,5837,409,6245,817,789,1601,45105,19067,64174
CED507,369,457,825,184,195,387,205,505,710,223,1118,1337,791,2807,3594,894,1793,2688,2756,1231,3989,2264,1358,3626,2800,1403,4206,3023,1064,4085,2209,844,3058,2410,669,3077,5153,1071,6224,3953,126,4081,3167,294,3455,1860,59,1920,4282,340,4619,4952,341,5293,440,534,973,41933,16214,58142
CED508,375,593,968,152,219,371,189,624,818,217,1158,1375,614,2669,3284,681,1526,2207,1962,1075,3034,1753,1358,3115,2145,1633,3782,2449,1461,3910,2091,1277,3364,2237,1085,3324,5497,1812,7309,4524,234,4763,4218,504,4720,2851,74,2925,8131,714,8849,4067,528,4595,324,471,791,44486,19031,63514
CED509,342,507,845,151,160,317,202,438,638,187,843,1029,567,2022,2585,734,1284,2016,2075,849,2929,1899,1117,3012,2543,1390,3935,2994,1183,4173,2311,973,3278,2629,755,3384,6197,1160,7356,4879,122,5003,4003,284,4288,2579,39,2620,6576,309,6889,5076,302,5377,446,412,855,46386,14147,60539
CED510,374,404,777,193,168,362,183,344,524,175,672,851,597,1738,2339,570,1301,1870,1805,872,2681,1816,936,2746,2303,1006,3311,2466,833,3293,1953,736,2694,2064,609,2669,4953,1052,6009,4335,124,4452,4384,280,4668,3058,49,3105,10709,348,11061,4353,251,4603,396,305,701,46694,12025,58715
CED511,431,618,1053,231,278,509,239,767,1004,252,1395,1643,924,3685,4611,925,2075,3000,3033,1297,4326,2406,1729,4130,2791,1810,4598,3161,1246,4410,2159,1193,3351,2461,902,3361,5164,1540,6699,3864,112,3976,3160,371,3532,1774,55,1833,4546,459,5002,4890,303,5194,717,863,1586,43120,20697,63824
CED512,379,402,780,128,134,255,168,324,494,235,675,910,588,1643,2234,808,1222,2028,2053,758,2813,2016,1018,3035,2396,1161,3554,2994,1003,3996,2524,881,3398,2749,685,3438,6463,1073,7533,5338,112,5446,4340,244,4583,2666,50,2712,6204,273,6482,5533,211,5746,471,368,833,48043,12237,60283
CED513,421,1019,1442,149,314,466,202,834,1035,204,1725,1932,581,3498,4080,647,2556,3198,1792,1760,3550,1723,2227,3947,2195,2812,5006,2573,2537,5104,2089,2332,4421,2250,1944,4199,5235,3812,9043,4270,473,4746,4037,1068,5105,2971,228,3201,10314,1661,11978,3413,870,4282,328,614,942,45402,32277,77678
CED514,492,929,1419,170,336,504,219,764,980,283,1532,1814,649,3200,3847,798,2245,3040,1996,1466,3469,1930,1983,3916,2458,2437,4898,3080,2093,5175,2450,1916,4363,2634,1404,4033,6002,2727,8732,4623,455,5082,3977,776,4757,2637,195,2828,8240,1075,9315,4089,1000,5088,411,608,1022,47131,27155,74290
CED515,532,573,1114,284,237,521,235,475,712,212,912,1123,702,2222,2921,682,1505,2196,1978,996,2975,1940,1149,3083,2528,1178,3703,2849,978,3825,2200,870,3071,2348,657,3008,5380,1265,6638,4445,163,4613,4339,336,4681,2965,77,3038,11385,563,11949,4121,322,4442,342,338,683,49478,14819,64292
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED601,227,368,596,127,161,286,129,539,664,209,1123,1335,650,2901,3550,748,1800,2552,2429,1113,3541,2125,1379,3506,2356,1340,3696,2689,909,3600,1854,695,2550,1790,514,2307,3763,616,4381,2433,131,2560,1797,147,1943,1071,44,1114,2213,234,2449,1914,217,2126,310,538,845,28826,14764,43594
CED602,227,355,586,135,164,299,147,568,721,213,1230,1440,733,3496,4230,830,1898,2731,3074,1046,4120,2265,1260,3524,2350,1230,3585,2720,741,3455,1882,644,2521,1873,484,2357,3636,587,4220,2442,61,2503,1661,86,1751,923,20,943,1735,173,1906,2326,136,2458,401,667,1065,29570,14854,44424
CED603,207,386,595,92,155,249,105,494,600,127,926,1059,414,2463,2880,582,1627,2210,1367,1200,2563,1483,1316,2802,1849,1429,3277,2286,1102,3390,1664,975,2639,1727,705,2433,3672,1100,4773,2743,238,2986,2133,321,2454,1481,100,1582,3833,470,4302,1792,421,2217,207,382,593,27775,15826,43596
CED604,228,279,511,107,114,221,112,335,455,137,789,926,539,2286,2822,644,1421,2064,1871,985,2854,1813,1122,2938,2265,1162,3424,2593,753,3344,1877,754,2629,1950,504,2456,4014,673,4688,3017,113,3129,2340,156,2492,1522,38,1560,3223,157,3374,2030,152,2187,245,361,606,30522,12153,42677
CED605,263,335,595,132,160,298,161,470,631,228,1100,1325,774,3252,4025,882,1542,2415,2981,978,3960,2351,1209,3563,2529,1139,3667,2887,720,3610,1983,557,2539,2040,373,2410,3890,424,4314,2670,61,2733,1729,86,1812,917,16,936,1718,138,1851,2364,122,2484,422,524,944,30919,13199,44115
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,117,204,328,189,103,292,321,296,617,216,372,589,673,648,1325,457,423,883,1012,432,1449,1049,622,1667,1242,855,2098,1389,810,2202,1093,790,1887,1124,619,1750,2605,1124,3733,2277,125,2407,2040,251,2297,1465,75,1540,3417,340,3756,2842,296,3137,472,329,803,24011,8731,32742
CED702,161,290,446,51,85,130,101,238,338,148,619,763,285,918,1214,353,589,936,720,515,1234,708,821,1525,1076,1011,2085,1351,1020,2372,1203,978,2180,1388,864,2254,3640,1607,5248,2897,272,3170,2554,399,2949,1874,148,2020,5045,637,5680,2876,535,3415,212,278,496,26640,11829,38465
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
