CED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
CED129,0,3,4,54,30,27,12,5,0,135,3,10,28,106,58,50,34,20,5,314,0,4,5,54,42,82,165,99,45,485,0,21,18,17,16,7,4,5,0,88,8,104,162,505,452,223,111,56,18,1640,0,3,10,85,123,131,101,51,10,509,3,54,63,277,137,135,158,74,14,917,0,0,0,8,9,24,69,73,20,211,0,0,5,18,21,24,20,12,0,105,0,0,4,36,28,13,21,12,6,112,0,4,29,193,56,12,14,0,0,306,4,3,8,18,11,25,35,31,17,151,15,107,169,304,242,199,91,44,8,1182,0,0,0,4,8,7,8,0,0,30,10,141,71,460,115,82,34,11,7,923,0,0,4,13,22,12,7,0,0,54,3,62,138,560,285,265,203,50,14,1578,0,3,4,40,32,48,75,18,9,224,0,3,0,10,6,3,4,0,0,24,0,12,15,39,51,48,60,48,16,278
CED130,13,79,87,68,19,10,5,0,0,278,0,3,5,40,15,11,22,12,0,112,0,6,0,4,0,3,12,19,13,63,0,9,3,10,0,0,7,0,0,24,3,0,7,24,6,0,7,0,0,32,0,0,0,3,0,7,3,6,5,17,0,5,16,35,21,13,6,0,0,96,0,0,0,0,3,4,13,6,0,23,0,0,0,3,0,0,3,0,0,3,0,5,4,29,5,0,4,0,0,41,0,6,16,226,9,0,0,0,0,259,0,4,0,7,8,13,46,41,4,125,0,20,44,147,118,152,151,62,10,701,0,0,0,0,0,0,0,0,0,0,0,3,4,57,3,0,5,0,0,83,0,4,6,12,16,11,9,0,0,57,3,70,69,175,74,14,4,0,0,402,0,0,0,4,0,0,3,7,0,17,0,0,3,17,0,0,0,0,0,21,0,6,5,14,20,46,41,36,8,174
CED131,0,6,3,17,3,4,3,0,0,45,0,18,8,67,31,23,17,8,3,182,0,0,3,26,13,28,63,61,69,275,4,9,15,25,3,5,8,0,0,64,3,14,24,108,32,14,4,4,0,196,0,7,0,3,3,0,3,0,0,33,0,7,44,85,31,18,15,4,0,212,0,0,0,0,0,5,11,7,0,23,0,0,0,8,0,3,4,0,0,21,0,3,4,12,5,0,0,0,0,25,0,8,52,200,7,0,0,0,0,264,0,5,6,19,18,7,23,26,9,105,7,45,77,305,182,147,103,32,12,913,0,0,0,16,30,75,107,66,27,315,3,23,85,230,11,0,4,3,0,369,0,0,3,6,14,7,9,0,0,50,3,36,56,165,42,14,6,6,0,323,0,0,0,28,14,11,28,15,16,105,0,0,6,13,6,8,4,0,0,40,0,10,10,53,35,63,51,39,18,283
CED132,0,0,3,17,8,5,9,0,3,46,0,17,13,182,112,76,40,22,7,466,0,13,5,192,47,60,83,87,50,550,19,78,58,280,178,96,51,19,0,775,8,50,53,367,128,63,42,34,4,756,0,0,3,30,42,41,26,26,5,181,5,10,50,341,151,115,129,52,14,867,0,0,0,3,4,3,6,7,0,23,0,0,0,22,7,12,4,3,0,50,0,0,0,10,5,7,3,8,4,30,0,6,168,283,21,0,0,0,0,479,0,7,6,54,44,21,41,29,14,218,12,49,114,538,395,325,213,99,11,1756,0,5,0,16,6,16,7,6,4,58,3,7,9,100,18,12,5,5,0,153,0,3,0,14,39,38,21,15,4,130,8,51,53,419,120,57,37,13,3,764,5,9,3,103,41,28,38,19,11,249,0,0,0,0,0,0,0,0,0,8,0,10,6,104,91,70,59,39,11,403
CED133,0,0,0,0,0,0,3,0,0,5,0,7,4,20,16,16,27,5,4,96,0,3,5,21,9,13,43,36,29,162,5,3,5,29,0,3,0,0,0,48,0,0,3,30,7,3,0,0,0,41,0,0,0,4,4,6,0,0,0,15,0,3,12,74,17,17,7,7,0,139,0,0,0,0,4,3,17,5,0,27,0,0,0,0,0,3,3,0,0,14,0,0,0,6,0,0,0,0,0,8,0,0,6,49,3,0,0,0,0,59,0,5,3,9,23,27,80,55,22,218,0,26,30,196,219,266,216,73,9,1042,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,4,3,0,0,28,0,0,0,23,22,20,11,0,0,81,0,25,17,45,18,8,0,0,0,120,0,0,0,12,3,9,8,0,0,26,0,0,0,6,0,0,0,0,0,13,0,3,6,13,30,49,54,49,3,213
CED134,0,0,0,3,3,0,0,0,0,5,0,0,3,32,14,0,5,3,0,64,0,5,0,4,0,4,19,8,9,51,0,5,0,7,0,0,0,0,0,17,0,0,5,33,3,3,0,0,0,42,0,0,0,11,8,3,10,3,0,25,0,0,5,26,9,13,3,0,0,59,0,0,0,0,0,0,9,12,0,26,0,0,0,3,0,5,4,0,0,6,0,0,0,8,0,0,0,0,0,9,0,3,39,361,13,0,0,0,0,413,0,0,0,5,6,10,26,28,5,76,0,17,21,107,87,103,90,38,7,471,0,0,0,0,0,0,3,3,0,8,4,7,7,99,5,0,3,0,0,131,0,5,0,8,11,8,3,0,0,45,5,56,39,152,63,18,7,5,0,346,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,3,19,6,13,16,22,5,85
CED135,0,28,37,245,131,125,31,7,0,612,0,6,3,58,21,15,20,11,6,135,0,9,12,58,31,52,66,74,41,333,0,8,16,33,12,13,5,5,0,83,5,70,182,626,414,314,152,98,18,1887,13,43,81,590,532,609,524,313,64,2760,6,24,82,345,95,104,97,46,13,810,0,0,0,8,0,18,56,46,26,151,0,0,7,34,12,17,13,11,4,95,0,0,17,74,42,21,38,9,0,203,6,23,1233,1973,141,29,14,4,0,3420,0,3,3,6,7,7,27,14,6,78,7,72,210,418,185,166,90,30,5,1185,0,0,0,13,7,6,6,3,0,32,36,186,223,1047,111,55,25,3,0,1691,0,0,5,4,13,5,4,0,0,32,8,87,158,867,288,202,116,42,7,1769,0,0,0,34,27,30,36,11,10,147,0,3,9,23,23,17,14,3,0,87,0,0,6,14,16,19,26,18,0,104
CED136,0,0,0,7,4,5,4,0,0,20,0,15,0,30,24,15,19,21,6,124,0,0,0,8,10,19,53,44,20,148,5,0,5,0,0,0,4,0,0,15,0,5,12,40,15,0,3,0,0,68,0,0,0,5,0,7,5,0,0,18,0,7,19,60,34,31,9,0,0,151,0,0,0,0,0,9,32,21,0,67,0,0,0,4,4,7,7,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,34,78,6,0,0,0,0,118,0,0,0,8,8,19,57,58,14,168,0,34,65,228,216,190,134,86,9,974,0,0,0,0,0,6,11,0,0,22,0,10,13,59,7,12,8,0,0,104,0,0,0,5,17,10,7,0,0,32,6,34,54,123,38,14,9,0,4,283,0,0,0,10,7,0,19,16,3,58,0,0,0,17,8,8,0,5,0,36,4,8,13,37,35,73,89,77,10,356
CED137,0,0,7,54,28,13,8,0,0,107,0,4,9,250,92,74,37,27,7,498,3,22,28,277,150,280,514,550,343,2163,3,12,31,69,27,11,6,8,0,173,26,126,310,2561,686,552,280,143,37,4722,0,13,14,171,178,173,149,103,26,832,5,13,121,752,154,93,94,64,18,1322,0,0,0,7,9,10,28,23,5,76,0,0,3,36,8,6,12,0,5,70,0,0,13,55,28,38,16,11,6,162,5,15,2474,2333,65,6,6,0,0,4914,0,0,3,23,17,10,11,15,6,87,8,44,126,441,224,199,115,34,8,1205,0,0,0,16,11,11,6,3,0,50,9,40,56,343,58,37,19,7,0,552,0,0,0,12,11,15,10,6,4,55,12,46,90,725,170,85,74,15,8,1214,0,0,3,68,20,23,39,8,6,170,0,0,0,14,3,4,9,5,0,33,0,0,3,49,38,43,37,22,9,211
CED138,0,0,0,0,0,0,3,0,0,6,0,10,4,70,39,23,30,28,15,208,0,4,10,143,22,21,53,34,22,317,0,15,13,73,26,4,12,0,0,148,0,0,4,18,5,0,0,0,0,36,0,0,0,8,0,7,4,3,0,17,0,0,3,17,17,22,15,7,0,84,0,0,0,0,0,10,17,13,4,43,0,0,0,0,0,10,5,6,0,22,0,0,0,0,0,3,0,0,0,4,0,0,0,46,0,0,0,0,0,54,0,3,5,34,14,29,91,70,19,255,4,57,88,524,374,374,368,169,46,1993,0,0,0,3,3,3,3,0,0,12,0,0,0,6,0,3,0,0,0,16,0,0,3,16,49,31,8,5,0,110,0,35,28,96,25,6,7,0,0,203,0,0,0,19,6,7,18,8,4,58,0,0,0,3,5,0,0,0,0,18,0,4,7,32,50,67,103,78,31,380
CED139,10,100,101,119,45,18,8,3,0,404,0,11,4,26,14,13,11,13,3,86,0,6,0,12,4,16,25,15,14,94,0,0,3,4,3,0,0,0,0,20,0,3,5,21,3,3,0,0,0,33,0,0,4,12,20,19,13,4,0,65,3,37,3,47,21,22,5,0,0,133,0,0,0,0,0,0,12,7,0,20,0,0,0,3,0,0,4,0,0,6,0,7,8,78,19,6,0,0,0,119,0,4,16,118,3,0,0,0,0,142,0,0,3,9,6,14,42,37,16,124,9,29,28,171,93,108,96,32,15,572,0,0,0,0,0,4,0,0,0,4,4,13,5,49,14,4,0,0,0,92,0,0,4,17,18,8,3,0,0,49,5,50,56,176,56,16,6,0,0,359,0,0,0,4,0,5,0,9,0,18,0,0,6,43,5,0,3,0,0,53,0,0,3,20,10,34,34,28,9,144
CED140,0,0,0,5,5,0,0,0,0,16,0,13,23,69,55,46,39,29,7,279,0,0,3,23,16,48,71,68,34,265,0,12,11,14,10,9,3,0,0,62,0,14,17,68,45,20,11,12,0,195,0,0,0,4,15,10,14,9,0,55,0,3,6,43,15,26,15,9,0,118,0,0,0,0,7,15,62,38,7,126,0,0,0,7,9,15,5,9,0,40,0,0,0,3,5,4,0,6,0,18,0,0,20,145,3,3,0,0,0,176,0,3,7,9,21,26,72,69,23,222,9,45,61,327,335,290,226,106,19,1419,0,0,0,0,5,10,3,0,0,11,4,0,11,41,5,6,3,0,0,56,0,0,0,20,26,14,13,3,0,71,3,39,32,142,49,47,29,7,0,346,0,5,4,28,20,19,20,13,7,111,0,0,0,9,4,0,5,0,0,15,0,5,18,57,65,91,83,75,30,429
CED141,3,3,0,7,0,0,0,0,0,24,0,11,10,36,26,27,27,20,0,153,0,0,5,10,8,19,50,58,32,189,0,9,3,6,0,3,3,0,0,22,0,5,8,37,9,5,0,0,0,59,0,0,0,4,5,3,11,0,0,27,0,0,3,30,18,27,26,7,0,110,0,0,0,0,0,10,32,32,4,90,0,0,0,6,0,4,8,0,0,11,0,0,0,4,0,5,0,0,0,8,0,0,7,51,0,0,0,0,0,61,0,3,3,4,9,8,72,51,23,168,5,41,54,191,187,167,149,69,20,872,0,0,0,0,6,17,39,19,8,97,0,5,0,17,0,0,4,0,0,30,0,3,0,13,14,7,0,0,0,44,4,13,12,63,16,8,7,0,0,130,0,0,0,3,3,6,17,10,0,33,0,0,6,7,3,11,7,4,0,35,0,7,7,36,45,62,91,85,17,351
CED142,0,0,0,44,20,9,9,0,0,80,4,0,29,1013,140,80,35,19,4,1311,5,5,48,728,80,61,73,52,18,1066,4,18,57,292,132,52,13,3,0,574,4,20,80,678,101,31,23,10,0,949,0,6,6,80,51,48,34,26,11,259,3,14,180,785,186,121,100,35,9,1428,0,0,0,4,9,9,24,12,6,66,0,0,6,35,15,15,10,0,0,77,0,0,45,53,10,12,5,6,0,131,0,0,90,155,12,0,0,0,0,266,0,5,7,144,40,26,23,17,4,275,9,22,239,1406,557,500,289,68,11,3105,0,0,0,28,7,15,14,5,4,77,0,0,33,184,10,9,3,0,0,240,0,0,4,18,22,17,5,0,0,75,0,5,80,700,147,71,30,11,0,1050,3,0,3,167,36,28,32,13,4,286,0,0,0,6,4,6,3,0,0,14,0,3,20,321,127,94,58,32,0,661
CED143,0,0,0,5,5,10,0,0,0,22,4,30,19,200,150,92,34,23,12,565,0,11,11,215,67,67,114,100,68,656,8,21,21,54,46,33,10,5,3,215,0,10,12,73,27,14,14,8,0,164,0,3,0,12,21,18,5,5,0,62,0,6,14,52,50,46,35,20,3,227,0,0,0,0,0,4,7,4,0,17,0,0,0,9,3,5,4,0,0,16,0,0,0,0,0,0,6,0,0,9,0,0,86,154,8,0,0,0,0,245,5,30,19,84,61,37,30,50,18,327,3,43,85,599,426,361,197,96,26,1840,0,0,0,8,8,11,7,3,0,43,0,3,0,27,9,7,0,0,0,48,0,0,0,14,25,24,14,7,0,88,0,12,25,147,53,34,35,12,0,314,0,10,3,71,17,22,28,11,6,176,0,0,0,4,3,0,3,0,0,9,0,19,29,150,146,112,81,57,23,623
CED144,0,14,33,117,87,59,18,3,3,341,0,5,0,94,39,34,20,17,0,217,0,5,8,128,85,157,272,336,171,1173,0,4,3,21,12,8,5,4,0,56,14,22,123,635,262,337,178,111,43,1714,11,83,164,1054,1075,1277,1143,621,155,5585,6,51,122,673,242,118,52,23,3,1291,0,0,0,0,6,4,21,26,12,65,0,0,0,19,20,30,27,29,6,124,0,25,53,561,105,63,20,7,3,841,5,24,634,1293,84,22,9,3,0,2074,0,0,0,9,4,4,3,12,0,32,5,53,147,281,155,137,71,24,0,887,0,0,5,19,13,40,35,23,8,145,34,128,335,1115,237,142,38,8,0,2031,0,0,6,4,10,8,7,3,0,39,8,33,79,479,165,167,107,25,0,1066,0,0,0,22,13,22,24,18,5,105,0,0,0,26,22,30,11,6,6,95,0,0,0,12,18,17,19,17,3,80
CED145,0,0,0,12,9,0,10,15,12,53,0,13,9,627,130,62,34,16,12,902,0,9,16,437,68,49,58,66,45,749,5,15,9,51,34,18,18,3,0,164,0,7,14,50,28,9,7,8,0,116,0,0,0,22,23,37,14,13,6,117,0,4,6,65,61,37,46,16,4,251,0,0,0,3,3,11,20,15,3,60,0,0,0,12,0,7,0,0,0,21,0,0,0,4,0,0,0,0,3,16,0,4,16,34,3,0,0,0,0,62,0,9,3,80,26,14,24,17,7,184,12,19,76,694,389,327,197,85,31,1834,0,0,0,10,0,5,3,0,0,25,0,0,5,21,5,5,6,0,0,36,0,3,3,10,24,11,0,3,0,63,0,10,25,187,57,35,10,3,0,331,0,3,4,70,25,17,79,16,30,245,0,0,0,4,0,3,0,0,0,7,0,4,3,172,90,64,56,37,17,439
CED146,12,376,720,2229,1041,790,430,159,44,5800,0,21,5,31,7,12,17,4,0,106,0,5,10,57,96,179,262,280,162,1050,0,4,4,4,3,0,0,0,0,22,0,0,7,29,20,11,5,4,5,92,3,43,76,721,541,415,268,112,15,2196,0,7,15,90,24,37,29,7,0,218,0,0,0,6,8,34,102,70,17,237,0,0,8,35,23,34,36,37,0,170,0,0,3,23,6,11,8,0,0,57,4,40,112,954,139,20,9,0,0,1278,0,0,0,7,0,4,12,13,9,42,19,220,370,688,216,140,66,15,5,1745,0,4,10,78,92,92,115,49,9,445,4,108,141,402,198,123,36,6,0,1011,0,0,3,7,7,3,0,0,0,21,4,43,118,601,304,390,234,56,10,1761,0,7,6,34,30,65,71,20,11,235,0,38,72,186,136,189,80,17,0,729,0,0,0,4,11,38,30,23,6,116
CED147,0,8,3,14,13,6,6,4,0,56,0,11,9,41,30,36,32,28,6,201,0,5,7,25,38,74,190,119,59,514,0,0,0,5,6,0,4,0,0,18,0,5,11,26,21,8,3,0,0,73,0,0,3,64,36,32,29,21,0,193,0,6,3,20,11,17,8,3,0,75,0,3,6,0,3,35,105,66,19,238,0,0,0,6,3,3,6,4,5,27,0,0,0,16,0,0,0,4,0,27,0,9,21,207,7,0,0,0,0,241,0,0,0,10,11,23,108,74,26,253,3,30,52,243,203,178,140,65,8,930,0,0,4,69,137,195,299,113,15,838,3,17,0,51,10,3,4,0,0,88,0,0,0,3,10,5,0,0,0,22,0,40,34,133,59,21,18,3,0,308,0,0,0,21,10,17,38,20,8,112,0,0,0,8,3,0,0,0,0,18,0,0,13,17,55,143,173,129,28,566
CED194,0,0,0,8,0,0,0,0,0,13,0,0,0,5,0,3,0,4,0,12,0,0,3,8,0,7,5,0,0,16,0,0,4,6,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,4,18,7,5,0,0,0,32,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,5,0,6,3,5,0,22,0,6,0,40,22,20,18,3,0,105,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,6,9,10,3,0,0,0,0,26,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,17
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,0,0,3,18,16,12,5,4,0,62,4,13,8,33,27,24,32,21,13,182,0,0,0,31,32,116,195,131,48,554,0,8,22,10,11,5,4,0,0,48,0,28,40,138,89,44,18,6,0,358,0,0,0,19,14,31,23,15,0,100,6,96,177,601,286,310,250,105,12,1845,0,0,0,3,0,11,36,15,3,69,0,0,6,32,19,47,43,16,7,165,0,0,21,44,12,6,4,5,0,103,0,5,14,63,21,11,3,0,0,113,0,0,3,15,15,26,130,105,46,343,3,73,117,274,177,148,84,53,4,938,0,0,0,5,11,5,10,3,3,39,3,6,20,104,15,21,12,0,0,180,0,0,0,9,12,5,0,0,0,21,7,41,60,213,121,65,56,14,0,566,0,0,0,48,17,53,59,13,17,210,0,0,0,7,7,7,4,0,0,20,0,0,8,31,33,69,95,59,17,310
CED202,0,7,0,15,5,3,0,0,0,32,0,4,12,33,28,17,21,17,13,142,0,0,0,29,10,26,52,38,13,164,0,0,5,13,4,6,0,0,0,26,0,0,7,21,3,3,0,0,0,28,0,0,0,10,6,3,0,0,0,16,0,10,17,46,20,20,18,3,3,134,0,0,0,0,6,14,39,26,0,90,0,0,0,18,4,3,0,4,0,30,0,0,0,3,0,0,0,0,4,8,0,0,31,95,0,0,0,0,0,132,0,4,3,10,12,40,121,116,37,335,3,23,43,175,146,157,100,39,3,681,0,0,0,3,3,10,6,5,0,28,6,13,12,75,8,0,0,0,0,120,0,0,0,10,11,0,0,0,0,17,4,30,42,137,37,13,5,0,0,261,0,0,0,7,12,11,8,0,0,38,0,0,0,0,0,0,0,0,0,7,0,4,8,30,29,51,82,41,11,268
CED203,0,0,0,9,0,0,3,0,0,12,0,0,4,30,18,22,23,15,4,114,0,0,0,9,6,24,53,29,10,138,0,3,5,4,7,0,0,0,0,18,0,8,3,21,0,0,0,0,0,32,0,0,0,9,6,5,3,0,0,25,0,6,18,84,25,16,19,0,0,172,0,0,0,0,4,6,34,10,0,60,0,0,3,6,3,4,0,0,0,20,0,5,37,194,68,38,24,15,4,379,0,0,3,59,7,0,0,0,0,69,0,0,0,3,19,19,79,60,14,197,3,31,43,159,157,141,97,31,9,681,0,0,0,0,0,4,3,0,0,11,0,5,7,49,9,0,0,0,0,70,0,0,3,10,15,0,0,0,0,36,0,28,39,135,40,10,8,4,0,268,0,0,0,7,4,4,12,4,0,32,0,0,0,6,0,0,0,0,0,9,0,0,7,28,28,53,71,40,17,238
CED204,0,20,30,87,66,46,19,5,3,283,0,6,5,32,19,32,33,24,7,150,0,0,3,54,39,143,280,253,110,884,0,4,7,11,3,3,3,0,0,32,0,9,35,109,58,31,6,5,0,259,4,4,11,67,73,112,86,44,8,413,7,49,82,314,93,100,91,25,8,764,0,0,3,0,3,15,39,31,12,107,0,5,22,125,87,174,161,80,37,694,0,0,10,63,21,13,6,0,0,116,0,0,9,65,3,3,0,0,0,86,0,0,3,10,12,32,82,87,37,271,16,168,257,473,217,192,93,29,6,1447,0,0,6,33,38,41,58,31,9,214,39,243,257,743,147,88,35,10,0,1562,0,0,6,6,3,3,0,0,0,23,13,68,110,357,150,148,53,12,4,918,0,0,6,87,56,149,145,48,21,511,0,13,25,62,50,53,25,8,0,236,0,5,4,23,33,97,100,63,23,344
CED205,18,714,979,2869,1433,955,482,158,40,7639,0,0,5,22,10,14,15,8,7,77,0,4,12,75,64,285,416,299,99,1247,0,3,0,0,5,0,0,0,0,13,0,0,3,26,4,4,4,0,0,43,20,74,102,793,397,360,204,81,14,2045,4,27,31,92,29,20,11,7,0,213,0,0,3,14,19,56,164,103,29,387,0,3,9,48,16,20,15,7,4,113,0,3,0,10,4,7,5,0,3,30,4,40,228,924,50,9,16,0,0,1272,0,3,0,4,7,9,11,8,0,43,36,331,335,461,122,103,32,6,4,1430,0,5,3,41,41,56,35,9,8,195,25,216,315,1390,216,62,21,6,0,2257,0,0,3,10,4,0,0,0,0,23,3,57,137,498,199,171,87,12,4,1176,0,0,0,22,19,21,40,8,3,107,0,32,44,151,120,107,50,7,0,515,0,0,0,14,11,24,31,16,4,110
CED206,0,0,0,4,0,0,4,0,0,10,0,8,11,55,28,32,44,27,7,217,0,0,4,34,20,61,149,130,58,447,0,8,5,5,8,3,0,0,0,26,0,3,5,13,15,4,0,0,0,43,0,0,0,10,6,3,10,4,0,40,4,57,16,45,25,32,20,8,3,205,0,0,0,0,0,12,25,13,3,58,0,0,0,13,0,13,10,0,0,36,0,35,135,312,97,32,23,4,0,624,0,0,8,21,5,0,0,0,0,43,0,4,3,31,57,87,238,197,69,695,4,34,52,246,221,203,135,33,7,930,0,0,0,8,5,6,4,0,0,24,0,0,3,22,4,0,0,5,0,38,0,3,0,7,18,8,0,3,0,47,0,14,30,78,33,21,10,0,0,186,0,0,4,28,16,21,33,14,6,122,0,0,0,4,0,4,0,0,0,8,0,0,9,38,55,113,109,70,17,417
CED207,0,0,5,23,14,4,6,6,4,66,0,6,13,45,17,19,17,17,13,149,0,3,14,56,27,103,217,209,157,791,7,27,46,49,37,12,18,7,3,200,7,45,107,337,199,77,26,12,6,810,0,5,3,13,22,14,17,17,0,98,7,91,472,1279,443,459,440,209,32,3433,0,0,0,0,3,12,13,22,6,60,0,5,20,61,17,34,20,12,9,177,0,0,11,22,5,11,8,3,0,69,4,4,54,101,16,4,0,0,0,182,0,8,7,16,14,21,38,40,30,171,17,83,180,259,153,132,85,61,17,986,0,0,0,3,9,6,9,10,0,37,0,46,100,263,50,19,3,0,0,486,0,0,10,8,12,6,0,0,0,34,5,25,59,263,65,57,28,5,0,515,0,3,3,28,27,46,59,33,15,213,0,0,3,5,0,0,0,0,0,10,0,8,10,31,32,50,36,55,25,254
