CED_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
CED101,14538,29624,305,1766,1949,9077,416,1931,10638,41390,13306,54166,1399,6146,2203,7942,4759,15852,8366,29942,21679,84106,76,362,418,1448,161,592,1858,4997,2508,7396,397,1360,758,1785,3318,7531,4474,10681,6990,18074,860,1867,44061,133675
CED102,17986,36691,306,1817,1724,8079,358,1699,11372,42872,13755,54462,1163,5142,1857,6570,4623,15583,7643,27291,21395,81755,81,391,370,1271,162,640,2049,5294,2660,7605,344,1175,871,2020,3461,7911,4677,11108,7339,18709,1200,2568,47924,139718
CED103,19143,38559,171,947,2204,9928,268,1173,14648,54940,17291,66987,1351,5807,2768,9798,4391,14426,8514,30029,25802,97023,32,147,384,1223,93,322,2022,5021,2534,6719,297,970,967,2217,2692,5938,3952,9123,6486,15836,985,2043,52418,153463
CED104,14337,28879,312,1767,2788,12814,347,1582,11111,43924,14562,60096,1714,7388,2947,10540,4865,15976,9528,33904,24086,93997,51,228,317,1030,88,331,1230,3190,1690,4778,301,967,621,1486,1888,4209,2821,6658,4505,11435,327,701,43261,135009
CED105,11736,24325,724,4599,2481,12922,673,3465,11065,46126,14941,67109,1512,6939,1671,6022,4861,16724,8047,29689,22985,96797,215,1127,607,2465,320,1285,2468,7513,3606,12385,482,1754,804,2008,3636,8609,4924,12374,8538,24760,1082,2404,44336,148288
CED106,15871,31835,168,931,2946,13243,213,923,13710,52227,17044,67323,1451,6209,3696,13126,3565,11453,8713,30784,25758,98105,30,122,495,1591,63,185,1715,4247,2303,6139,267,855,1117,2528,1922,4175,3304,7562,5613,13700,532,1124,47768,144767
CED107,18332,36582,381,2140,1733,8088,601,2815,9631,38504,12345,51546,670,2780,1193,3892,3090,9691,4952,16368,17294,67909,112,534,523,1900,364,1351,3188,8818,4188,12598,214,673,515,1095,2614,5591,3342,7357,7536,19956,632,1303,43790,125753
CED108,12788,26277,670,4215,2657,12974,881,4389,15132,59819,19343,81396,1530,6843,1868,6655,5196,17657,8590,31144,27941,112546,253,1308,676,2671,464,1832,3624,10741,5013,16565,424,1478,643,1552,4018,9443,5085,12465,10099,29035,973,2163,51797,170017
CED109,15619,31373,261,1410,1805,8279,347,1578,9868,38345,12281,49612,1354,5872,1789,6417,4006,13317,7150,25611,19431,75222,46,214,368,1238,111,384,1695,4152,2225,5994,281,895,659,1468,2563,5653,3496,8014,5722,14010,510,1065,41276,121672
CED110,20996,42063,254,1450,1549,7233,532,2454,7962,31519,10298,42658,580,2417,1084,3598,3078,9659,4744,15678,15044,58333,121,604,612,2136,366,1365,3460,9440,4566,13541,257,824,687,1490,3225,6969,4172,9291,8741,22836,659,1392,45442,124622
CED111,16557,33267,266,1511,1781,8184,371,1687,9746,38054,12164,49434,1067,4555,1589,5605,3643,11879,6300,22044,18465,71478,84,377,437,1431,213,765,2250,5824,2986,8404,298,930,699,1542,2805,6125,3802,8603,6785,17004,640,1352,42445,123097
CED112,16363,32984,361,2028,1738,8103,657,3095,9355,36962,12114,50187,911,3895,1276,4331,3737,12143,5920,20364,18035,70548,130,627,599,2065,396,1470,3455,9514,4577,13681,365,1160,695,1568,3518,7779,4575,10507,9147,24191,612,1269,44153,128992
CED113,19709,39253,288,1607,1748,7958,553,2551,9699,37818,12291,49928,784,3235,1301,4326,3259,10296,5347,17859,17638,67779,82,375,380,1274,198,679,2380,6251,3041,8575,187,576,498,1053,2229,4735,2907,6363,5951,14935,459,948,43754,122918
CED114,19926,39679,370,2053,1742,8166,577,2674,9489,37847,12176,50740,756,3130,1144,3647,3242,10251,5144,17034,17319,67774,100,480,512,1805,300,1100,2952,8084,3861,11466,223,688,518,1112,2401,5172,3143,6973,7011,18440,610,1297,44860,127190
CED115,11400,23626,581,3544,2153,10665,591,2972,8921,36304,12244,53483,1646,7587,1717,6279,5793,20128,9152,33998,21399,87477,182,873,712,2718,328,1246,2904,8417,4122,13259,554,2005,1002,2483,4521,10956,6078,15443,10200,28696,1076,2373,44070,142175
CED116,23275,46556,248,1351,1400,6485,512,2363,7821,30739,9975,40937,621,2578,1060,3496,3222,10134,4904,16215,14878,57153,98,458,475,1690,281,1039,2643,7192,3499,10388,185,579,534,1150,2769,5973,3482,7705,6986,18091,559,1161,45687,122960
CED117,16936,33907,83,475,1377,6019,135,585,10128,37214,11722,44296,551,2308,1653,5663,1981,6346,4180,14313,15905,58607,28,107,313,936,71,258,1729,3891,2143,5188,190,617,775,1702,2054,4476,3026,6800,5168,11991,797,1658,38796,106160
CED118,14202,29025,436,2506,3180,14547,629,2939,18740,71827,22986,91829,1595,6904,2562,9153,4748,15959,8899,32013,31890,123842,118,578,474,1732,235,875,2410,6490,3240,9677,377,1299,697,1634,2908,6645,3983,9574,7223,19252,799,1694,54105,173810
CED119,14007,28244,329,1815,2211,10167,432,1993,11597,45518,14570,59498,1501,6477,1923,6889,4492,14984,7919,28349,22491,87845,58,262,374,1243,165,583,1688,4405,2286,6492,296,953,570,1318,2263,5071,3128,7340,5418,13836,385,794,42298,130720
CED120,17467,35191,514,2915,2051,9684,916,4300,11814,47164,15292,64061,1165,5074,1362,4720,4448,14719,6967,24506,22259,88570,123,596,449,1603,346,1272,2665,7405,3583,10870,275,890,547,1206,2499,5560,3317,7657,6900,18528,434,925,47062,143215
CED121,19035,38166,345,1915,1652,7693,768,3561,10198,40017,12969,53185,919,3851,1215,4074,4141,13277,6275,21208,19241,74387,132,648,551,1978,425,1581,3618,9949,4732,14159,291,911,557,1241,3118,6896,3962,9045,8695,23204,603,1265,47578,137023
CED122,18408,37035,162,880,1767,7921,262,1186,11538,43146,13731,53137,949,4050,2007,7121,3314,10808,6268,21984,19998,75118,38,203,366,1171,118,396,2119,5121,2643,6893,268,866,847,1929,2852,6258,3964,9055,6612,15945,1138,2402,46158,130509
CED123,15341,31179,495,2910,2130,10180,851,4101,12983,50829,16454,68022,1235,5415,1431,4975,4447,14828,7110,25217,23569,93238,162,825,620,2284,427,1600,3920,10863,5133,15571,351,1159,711,1594,3707,8351,4772,11109,9899,26679,820,1761,49635,152851
CED124,22739,45492,295,1627,1323,6187,625,2912,6897,27607,9140,38334,602,2469,976,3178,3435,10736,5010,16385,14145,54714,122,540,445,1552,337,1248,2702,7558,3606,10899,182,566,512,1125,2794,5969,3489,7661,7090,18558,519,1087,44490,119854
CED125,15740,32081,679,4142,2545,12370,977,4790,16010,63164,20208,84461,1436,6327,1676,5838,5183,17434,8288,29599,28499,114063,209,1009,678,2565,499,1942,3893,11150,5279,16662,452,1560,703,1654,3622,8392,4772,11604,10056,28271,824,1754,55120,176168
CED126,15980,32146,243,1326,2264,10239,344,1529,11030,43122,13886,56219,1421,6072,2275,8058,3825,12489,7525,26618,21405,82836,51,216,400,1248,108,370,1600,3915,2167,5750,289,948,675,1564,2094,4606,3060,7117,5222,12871,417,873,43022,128723
CED127,16117,32432,322,1813,1747,8156,590,2766,8915,35273,11574,48003,1052,4533,1418,4815,3780,12370,6246,21709,17819,69710,89,378,412,1347,190,694,2168,5663,2859,8081,222,704,658,1442,2454,5343,3331,7484,6188,15566,402,822,40524,118524
CED128,11957,24467,715,4387,2389,12101,731,3703,10596,43854,14435,64049,1570,7242,1603,5865,5776,20258,8958,33370,23392,97421,186,985,572,2241,293,1203,2377,6994,3436,11422,489,1810,741,1771,3944,9512,5170,13089,8606,24512,820,1793,44775,148196
CED129,15634,31547,394,2177,3351,15347,497,2255,16790,65494,21032,85273,1961,8452,3205,11606,5150,17132,10318,37189,31350,122462,63,262,422,1377,113,396,1730,4514,2323,6543,362,1183,754,1790,2245,5088,3363,8064,5683,14603,422,905,53092,169526
CED130,18388,36679,296,1702,1576,7337,534,2451,8171,32366,10569,43857,574,2337,1049,3348,2577,8061,4193,13747,14762,57609,90,439,485,1834,280,1053,3223,9128,4089,12460,191,607,520,1122,2366,5043,3073,6776,7157,19240,631,1323,40941,114844
CED131,16998,33928,208,1154,1662,7673,321,1474,9784,37513,11976,47815,739,3098,1585,5422,2776,8794,5104,17308,17080,65120,70,290,468,1560,232,867,2693,6645,3460,9363,249,756,796,1743,2719,5876,3757,8373,7223,17733,849,1765,42149,118552
CED132,19230,38382,106,578,1973,8774,122,516,12248,45497,14442,55365,805,3385,2479,8671,2343,7434,5624,19494,20068,74859,27,97,358,1079,51,147,1918,4382,2351,5717,198,632,954,2158,1694,3594,2842,6384,5194,12096,725,1505,45213,126850
CED133,20640,41326,295,1678,1486,6946,623,2987,8070,32177,10477,43783,562,2303,1048,3458,3385,10617,4993,16381,15465,60169,108,532,535,1864,366,1320,3345,9201,4354,12914,237,762,644,1351,3153,6793,4035,8907,8386,21823,673,1418,45159,124727
CED134,15863,31599,254,1402,1375,6352,507,2277,8354,33295,10495,43331,474,1874,855,2656,2607,8134,3938,12672,14431,56002,100,469,411,1513,369,1441,3297,9551,4180,12973,149,475,410,849,2441,5369,3002,6693,7185,19668,689,1465,38163,108735
CED135,16517,33664,336,2011,2064,9777,398,1928,16653,62135,19452,75857,1166,5176,2065,7305,3879,13145,7111,25629,26562,101487,93,469,421,1487,158,597,2325,6134,3000,8683,353,1212,858,2005,3103,7030,4312,10250,7319,18930,1292,2802,51692,156886
CED136,19950,39973,380,2138,1725,8079,798,3697,10574,41018,13479,54933,826,3487,1194,4000,3879,12367,5905,19852,19387,74788,149,694,628,2253,427,1570,3817,10632,5026,15148,288,917,638,1403,3225,7089,4149,9405,9180,24554,665,1392,49177,140704
CED137,22609,45843,185,1039,1879,8539,228,1038,13404,49366,15698,59983,1144,4989,2312,8165,3945,13065,7407,26215,23107,86197,46,212,358,1165,87,309,1938,4785,2429,6473,279,916,1027,2305,2911,6426,4218,9649,6643,16117,1415,3049,53773,151211
CED138,19585,39140,205,1120,1458,6577,499,2244,8924,34775,11081,44723,616,2561,1214,3982,3120,9910,4951,16455,16028,61175,86,390,549,1811,281,1005,2859,7356,3776,10563,241,749,729,1536,3030,6510,4004,8800,7776,19363,564,1183,43955,120867
CED139,17946,35692,421,2423,1693,7928,614,2895,8874,35776,11599,49025,624,2571,1055,3378,2851,8894,4531,14834,16132,63862,96,437,498,1810,333,1267,3045,8568,3969,12086,213,659,499,1050,2326,5028,3042,6740,7013,18825,604,1270,41697,119650
CED140,17188,34521,289,1571,1609,7388,417,1930,8900,34590,11214,45474,871,3659,1400,4812,3378,10862,5648,19337,16859,64814,104,479,506,1682,206,756,2533,6631,3350,9555,279,881,678,1485,2870,6241,3825,8609,7179,18163,498,1037,41726,118535
CED141,17466,35058,304,1671,1563,7113,550,2498,8899,34633,11320,45911,906,3788,1276,4332,3519,11273,5698,19397,17022,65309,103,482,477,1619,324,1139,2897,7704,3805,10949,281,908,659,1439,3034,6616,3982,8966,7789,19918,562,1162,42835,121444
CED142,28894,57736,23,110,515,2219,53,225,7789,27148,8377,29704,237,969,953,3101,1121,3537,2310,7608,10685,37310,16,84,197,640,80,260,1682,3821,1978,4803,147,457,738,1596,1631,3471,2512,5523,4488,10326,1385,2920,45455,108292
CED143,16361,32690,162,827,2139,9544,204,898,11074,42359,13572,53630,978,4093,2438,8581,2429,7790,5845,20463,19426,74092,32,130,326,983,67,228,1629,3800,2057,5132,215,676,797,1745,1620,3515,2631,5936,4691,11067,476,978,40946,118834
CED144,12902,26470,546,3372,2345,11866,496,2471,11360,45883,14752,63591,1438,6554,1885,6780,4966,17013,8281,30343,23031,93936,153,780,470,1818,215,830,2194,6235,3038,9663,422,1517,858,2077,3640,8490,4928,12088,7959,21752,1087,2408,44984,144566
CED145,16623,33065,99,522,1579,7057,112,491,8946,33567,10743,41636,596,2495,1777,6206,1573,4928,3949,13623,14688,55261,16,78,330,1001,35,112,1565,3560,1950,4744,168,512,728,1579,1309,2756,2204,4841,4152,9592,544,1105,36001,99026
CED146,11470,23624,954,5861,3316,16412,925,4646,13409,54911,18601,81829,2058,9313,2155,7855,6296,21903,10510,39072,29103,120904,264,1353,734,2923,430,1687,3025,9191,4448,15157,545,1953,762,1914,3903,9441,5206,13306,9657,28465,717,1580,50951,174577
CED147,18819,37887,390,2160,1807,8391,705,3292,10048,39513,12953,53351,991,4249,1286,4434,4408,14419,6682,23102,19639,76450,125,595,551,1973,371,1382,2939,7992,3989,11939,358,1152,620,1383,3388,7544,4369,10078,8357,22015,614,1271,47431,137626
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,15731,31741,253,1395,1966,8878,353,1629,10815,41371,13387,53277,1497,6460,2235,7989,4893,16051,8629,30501,22010,83776,73,323,455,1535,162,577,1937,5018,2630,7454,370,1179,843,1931,2954,6584,4164,9696,6796,17145,605,1275,45145,133938
CED202,16775,33482,260,1460,1652,7706,456,2079,8914,35147,11281,46392,688,2892,1282,4300,2788,8891,4763,16076,16046,62469,112,504,509,1705,264,987,2792,7412,3673,10606,234,729,647,1391,2458,5323,3333,7438,7007,18051,557,1166,40391,115162
CED203,17205,34396,293,1648,1566,7271,409,1864,8823,34550,11088,45324,747,3177,1214,4063,2784,8794,4740,16044,15832,61368,121,554,550,1862,243,872,2826,7515,3736,10800,230,711,596,1256,2463,5307,3287,7267,7021,18068,618,1288,40678,115125
CED204,14469,29391,574,3632,2511,12236,580,2855,11506,45103,15169,63822,1629,7266,2121,7543,5176,17308,8924,32113,24093,95933,136,666,508,1868,218,837,2381,6424,3240,9799,427,1502,732,1684,3364,7668,4516,10861,7757,20653,760,1643,47082,147628
CED205,11319,23147,806,5009,2870,14552,697,3520,15380,61648,19747,84734,1763,8101,1625,5921,4872,17016,8255,31030,28006,115760,198,1022,587,2294,276,1095,2517,7315,3580,11726,493,1750,654,1589,3307,7979,4453,11325,8028,23043,741,1627,48097,163579
CED206,16640,33401,343,1925,1923,8939,504,2328,10739,41906,13516,55107,1327,5712,1526,5297,4404,14365,7259,25378,20774,80480,75,294,452,1522,200,687,2096,5335,2820,7837,385,1254,640,1440,2680,5916,3706,8606,6525,16443,453,945,44389,131267
CED207,17471,35230,181,947,2540,11218,217,943,11704,44348,14639,57450,1418,6056,3300,11690,4203,13677,8923,31423,23569,88872,43,214,504,1626,103,332,1825,4573,2474,6739,361,1168,1294,2977,2738,5971,4391,10118,6872,16856,933,1972,48836,142937
CED208,15494,31148,149,869,1500,6779,184,839,9952,37096,11789,45588,886,3828,1693,6000,2795,9282,5370,19110,17157,64696,41,193,356,1156,91,330,1903,4604,2395,6278,240,814,725,1599,2717,6064,3682,8481,6073,14760,980,2071,39706,112673
CED209,18011,35936,262,1397,1778,8114,370,1655,10634,41679,13044,52841,819,3435,1444,4926,2819,8989,5078,17352,18123,70188,86,382,473,1536,153,533,2008,5224,2720,7669,245,754,573,1258,1837,4009,2659,6015,5376,13691,438,897,41950,120711
CED210,16021,32101,256,1468,1567,7325,351,1654,9434,36494,11599,46940,851,3578,1510,5180,3152,10162,5502,18918,17103,65855,88,414,528,1809,257,922,2691,7051,3565,10192,328,1067,723,1636,2894,6382,3942,9075,7509,19273,726,1499,41359,118731
CED211,16501,33200,244,1374,2113,9600,292,1326,12161,46508,14805,58812,1375,5911,2164,7732,3906,12736,7444,26384,22254,85195,58,278,472,1564,150,514,1997,4964,2691,7321,412,1311,916,2071,2815,6150,4142,9531,6832,16849,627,1335,46217,136581
CED212,15165,30532,269,1482,1797,8209,416,1927,10427,40204,12899,51824,1003,4265,1564,5394,3545,11505,6108,21162,19010,72984,101,465,581,1916,255,912,2898,7507,3839,10797,369,1193,786,1789,3088,6809,4251,9784,8088,20578,589,1234,42852,125329
CED213,19094,38191,236,1267,1512,6905,380,1678,8005,31190,10139,41045,826,3460,1330,4547,3124,9956,5285,17960,15419,59010,77,322,481,1551,203,699,2181,5609,2938,8183,269,844,673,1487,2555,5504,3492,7832,6431,16018,453,935,41397,114154
CED214,15362,31272,263,1598,1601,7626,348,1747,10432,39762,12644,50729,999,4395,1606,5713,3673,12357,6279,22460,18920,73197,138,688,587,2141,245,958,2684,7103,3649,10899,447,1546,908,2190,3707,8524,5063,12262,8713,23158,1378,3006,44370,130634
CED215,15150,30561,329,1955,2461,11276,396,1916,18423,70065,21601,85201,1066,4585,2047,7140,3177,10370,6295,22100,27896,107307,86,469,529,1918,182,702,2600,6826,3394,9917,325,1089,777,1767,2480,5537,3584,8387,6981,18305,811,1756,50829,157922
CED216,19440,38713,291,1573,1339,6262,451,2045,7773,30621,9847,40497,637,2635,1031,3399,2959,9380,4631,15418,14481,55917,85,420,434,1549,269,1006,2702,7321,3490,10295,213,696,526,1110,2472,5301,3215,7111,6710,17405,529,1091,41159,113127
CED217,15447,30823,169,896,2556,11391,164,715,10680,41075,13568,54071,1248,5273,3200,11459,2988,9567,7438,26298,21007,80368,30,135,454,1362,58,183,1672,3941,2211,5612,271,831,1093,2479,1879,4030,3244,7343,5461,12961,459,956,42370,125107
CED218,12656,25878,491,2938,2830,13365,546,2658,13512,53161,17373,72128,1697,7471,2222,8098,5164,17533,9085,33097,26459,105229,157,832,594,2187,255,977,2437,6833,3452,10827,522,1775,781,1891,2942,6919,4246,10588,7692,21416,646,1407,47457,153936
CED219,14079,28446,446,2731,1994,9561,601,2864,12303,48471,15344,63627,1106,4797,1390,4880,3831,12661,6322,22341,21668,85969,164,823,614,2267,300,1088,3199,8957,4273,13133,362,1185,645,1451,2852,6417,3854,9056,8130,22187,603,1305,44482,137896
CED220,17863,35629,90,488,1603,7144,78,323,8649,32369,10414,40317,870,3657,2368,8467,2093,6676,5328,18804,15741,59124,17,80,310,980,46,165,1401,3214,1780,4438,197,600,819,1857,1638,3474,2649,5937,4429,10373,934,1908,38969,107037
CED221,12991,26528,721,4566,2917,14150,680,3309,16555,65093,20865,87110,1342,5999,1795,6316,3952,13239,7091,25552,27957,112665,193,1005,518,1900,309,1192,2921,8108,3940,12208,408,1407,646,1513,2672,6186,3732,9101,7679,21309,728,1586,49353,162090
CED222,16829,34417,264,1585,2187,10149,378,1784,12672,48262,15506,61779,1289,5636,2371,8365,4794,15948,8449,29947,23957,91732,94,457,550,1932,197,748,2378,6366,3215,9505,486,1656,1100,2610,3913,8969,5501,13230,8723,22733,1402,3079,50903,151954
CED223,19927,39679,255,1400,1546,7167,377,1685,8469,33353,10645,43596,691,2835,1139,3696,2859,8933,4690,15462,15325,59063,95,434,482,1676,237,837,2505,6613,3313,9562,193,612,570,1237,2330,4915,3089,6760,6404,16321,480,994,42143,116060
CED224,15183,30599,270,1462,2133,9699,304,1397,11800,45209,14505,57770,1255,5373,2239,7911,3596,11826,7090,25106,21595,82871,55,276,440,1425,124,447,2076,5097,2699,7244,352,1114,913,2037,2694,5911,3957,9064,6650,16311,575,1222,44003,131005
CED225,15940,31960,217,1226,2032,9253,251,1125,11482,44215,13974,55816,1335,5740,2203,7950,3979,12946,7518,26633,21500,82454,58,260,406,1289,90,295,1920,4711,2475,6558,342,1109,808,1835,2567,5593,3713,8544,6185,15096,573,1202,44196,130714
CED226,16050,32074,130,722,2808,12649,157,641,9876,37919,12965,51930,1404,5946,3602,12928,3169,10149,8175,29024,21143,80948,31,114,549,1717,54,163,1659,3946,2287,5942,286,895,1189,2735,1743,3704,3219,7330,5501,13277,746,1557,43446,127858
CED227,14295,28925,441,2632,2539,11904,559,2588,14829,57986,18369,75105,1250,5370,1738,6170,3322,11028,6303,22565,24674,97670,119,577,500,1829,189,686,2574,7055,3378,10147,369,1219,645,1467,2123,4778,3135,7467,6513,17616,508,1069,45990,145276
CED228,14277,29129,550,3440,2590,12663,519,2535,18822,72743,22483,91382,1168,5175,1858,6508,3591,12025,6616,23708,29098,115088,182,1003,627,2386,263,1059,3186,8972,4258,13422,426,1512,746,1759,2726,6220,3904,9489,8156,22909,927,2042,52464,169165
