CED_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
CED101,277,69,600,307,355,216,118,178,26,2149,7,10,3,4,9,3,9,19,4,67,121,162,68,73,133,54,77,38,33,753,131,172,151,107,148,84,98,90,253,1228,7974,18164,6052,5131,8190,3294,1990,2586,968,54347
CED102,330,85,828,387,323,241,136,279,48,2658,7,9,10,10,12,15,11,24,5,99,154,252,83,97,142,70,65,77,38,977,136,197,182,110,140,107,106,153,324,1458,9164,22793,6727,6141,8699,4302,2349,3787,1295,65248
CED103,316,102,769,275,302,231,73,175,27,2271,9,7,12,0,10,6,7,14,0,64,181,262,70,82,181,70,43,51,36,973,143,251,149,93,151,82,45,67,324,1303,12915,33880,6760,5155,10324,4280,1550,2239,1245,78337
CED104,269,80,437,203,277,130,52,118,15,1575,3,9,7,7,7,6,0,3,0,42,148,226,54,68,143,61,24,42,24,795,120,131,81,57,113,49,29,51,159,800,12013,23797,5812,3998,7911,2680,1022,1595,805,59631
CED105,179,46,471,263,220,161,127,185,22,1674,4,0,12,8,8,7,17,21,4,83,60,85,53,66,78,36,61,73,21,531,91,111,160,137,142,102,149,159,402,1458,4059,11183,4833,5028,5454,2537,2419,3069,1063,39642
CED106,200,76,397,197,195,114,47,113,12,1350,6,11,0,9,12,5,3,6,0,53,205,306,60,64,163,81,22,25,34,962,138,160,62,48,105,69,29,45,233,888,14878,30760,3588,3776,7927,3302,729,1329,1151,67439
CED107,360,70,939,575,347,225,228,361,41,3151,3,5,7,16,13,13,8,17,3,83,106,106,86,74,69,31,66,48,27,604,180,94,210,179,151,126,194,226,213,1569,7550,12765,8900,6934,5932,2347,3245,3348,768,51790
CED108,221,79,537,330,319,229,384,289,43,2439,8,0,5,12,14,4,13,13,0,72,93,107,98,114,150,81,232,109,44,1025,96,124,171,156,200,89,296,205,386,1719,5524,15249,6813,6816,8477,2974,5290,3648,1236,56022
CED109,357,104,538,342,439,217,92,123,29,2238,4,7,4,0,7,6,3,9,0,40,151,152,70,70,98,49,39,35,27,681,153,130,141,110,198,95,55,61,197,1134,10872,17773,7079,4751,7665,3191,1283,1602,885,55103
CED110,405,91,994,629,342,324,112,398,43,3336,6,9,3,11,5,9,0,15,0,61,81,116,82,87,68,39,44,73,27,612,174,119,214,211,145,128,103,218,226,1541,5850,12965,6903,7520,5518,2712,1467,3203,694,46839
CED111,289,85,657,423,317,177,105,214,20,2282,5,3,4,6,3,6,3,4,0,34,100,190,67,104,88,24,51,51,19,702,83,123,136,126,113,76,80,96,160,992,7734,19800,7905,6679,6478,2517,2179,2444,751,56497
CED112,328,112,802,487,382,305,184,311,25,2938,3,4,6,7,3,4,3,6,4,45,69,96,85,84,93,39,55,57,26,592,116,114,182,161,121,107,107,140,202,1248,6030,11640,8092,7133,5961,2676,2058,2820,715,47137
CED113,422,112,911,432,458,255,131,325,43,3081,5,3,4,7,6,10,4,8,5,51,240,216,67,124,121,36,57,60,30,946,203,122,224,143,150,105,116,191,227,1487,10475,14053,8265,6261,6916,2408,2036,3198,1043,54662
CED114,379,68,972,547,348,251,185,406,38,3191,9,4,3,12,10,10,5,25,0,74,106,81,86,77,56,25,68,134,16,660,258,88,280,171,140,113,182,358,262,1851,8325,11229,8271,6407,5576,2350,2554,4138,838,49689
CED115,167,50,353,276,233,147,136,193,17,1575,0,3,10,7,13,0,15,17,3,77,50,80,60,67,83,44,67,52,13,510,77,105,134,136,125,74,151,197,276,1283,3330,9408,4295,4106,5104,2088,2463,2185,786,33760
CED116,348,93,940,548,289,258,124,326,33,2960,4,3,0,3,0,12,3,7,0,37,99,122,76,105,68,34,45,50,24,629,145,109,221,180,129,141,106,172,158,1364,6463,11857,8127,6573,4940,2527,1539,2949,684,45669
CED117,307,111,626,259,203,148,60,119,21,1853,8,5,11,8,8,0,0,12,0,47,351,560,83,98,241,89,31,39,35,1523,138,203,103,86,123,75,30,67,208,1023,14410,33301,5032,4350,7503,3137,979,1604,888,71213
CED118,321,114,650,382,376,272,314,233,38,2707,8,6,8,5,7,3,3,9,5,61,137,196,116,173,219,90,206,95,42,1276,139,148,137,124,188,100,159,132,328,1451,10396,25196,7826,6864,10652,3645,4170,3042,1295,73093
CED119,292,111,530,316,387,234,97,145,28,2134,3,7,0,4,8,4,0,4,0,38,116,182,82,78,128,40,31,34,10,701,131,122,135,107,181,60,65,66,159,1029,9806,18641,8012,5528,8337,2705,1466,1789,725,57010
CED120,352,106,761,490,462,276,204,287,39,2978,7,4,6,13,8,6,5,16,0,56,123,99,102,71,88,43,63,63,27,665,189,111,243,146,175,105,163,154,271,1554,8758,12557,10366,7048,7123,2871,3117,3126,933,55893
CED121,327,95,1044,611,357,291,316,363,30,3427,3,0,4,7,6,10,4,3,0,50,84,76,104,87,57,29,120,70,30,660,114,91,246,157,136,108,249,173,251,1527,5860,10728,10818,7089,5930,2574,4371,3105,815,51283
CED122,343,140,862,409,380,205,125,242,40,2746,12,14,6,7,9,14,5,19,0,79,218,342,93,102,166,92,42,54,38,1151,147,221,194,136,159,95,65,136,343,1498,12940,29145,7669,5887,8737,4087,1959,2869,1266,74553
CED123,340,108,677,422,552,322,306,308,32,3066,0,12,4,8,17,12,3,8,0,58,90,97,88,91,137,52,154,90,29,826,133,115,190,160,193,87,207,158,276,1533,7178,13887,9107,7260,8597,3021,4033,3105,993,57189
CED124,280,60,887,504,250,264,100,317,32,2698,0,9,6,5,3,7,0,10,0,35,66,79,58,68,45,25,52,55,21,464,133,95,230,193,128,135,140,233,183,1479,5482,9597,7141,6271,4473,2248,1893,2799,674,40566
CED125,328,89,672,411,479,323,294,306,38,2951,3,3,11,3,8,12,6,15,0,65,120,123,108,105,123,66,132,105,30,908,141,130,214,163,196,101,224,171,333,1682,7235,15729,8698,7644,8645,3555,4015,3314,1171,60005
CED126,373,130,660,296,342,214,74,130,25,2242,0,7,0,5,5,3,3,0,0,26,199,236,83,76,95,62,37,33,36,855,187,152,145,88,124,94,47,85,197,1117,13041,19710,7372,4940,6915,3309,1300,1887,871,59338
CED127,271,76,639,392,356,211,98,221,22,2284,0,8,7,3,7,3,8,10,0,42,125,193,91,72,103,31,54,52,31,750,99,105,150,82,141,66,100,80,192,1011,7599,15175,8311,5771,6150,2274,2005,2358,738,50383
CED128,147,66,373,270,295,158,175,178,22,1686,5,4,5,0,9,0,5,7,0,37,60,66,63,55,93,38,85,49,29,539,99,92,150,97,146,72,137,134,301,1226,4646,10078,5663,4312,6338,2181,2512,2178,843,38749
CED129,374,113,494,296,419,246,96,144,21,2204,11,3,0,6,6,3,3,4,0,48,204,270,63,83,218,72,52,37,18,1024,155,208,129,70,152,87,58,49,276,1179,14690,29022,6697,5198,10394,3921,1554,1837,1085,74401
CED130,307,68,781,449,234,236,145,341,32,2592,5,7,0,4,12,12,0,18,0,61,99,97,54,57,62,33,63,79,14,563,244,95,198,154,139,134,159,318,177,1598,7221,11093,6749,5922,4938,2257,2264,3861,639,44940
CED131,308,107,994,524,346,267,125,239,18,2932,6,5,7,6,12,3,3,8,0,44,110,199,85,87,121,44,51,54,26,778,106,133,185,144,130,83,78,127,204,1179,7993,23937,8046,7207,6958,2762,2032,2413,764,62114
CED132,354,119,504,246,239,157,28,78,24,1752,5,11,0,4,4,4,5,4,3,30,299,396,50,66,181,67,30,18,41,1144,169,218,68,60,123,54,26,29,232,983,17886,37179,3997,3718,8451,3703,689,1164,1210,77990
CED133,309,75,901,558,283,258,130,402,32,2953,5,9,3,6,4,3,0,14,0,43,113,94,87,71,81,37,49,86,25,648,200,131,183,194,126,117,119,307,216,1598,6143,11482,7025,7233,5359,2394,1871,3986,724,46207
CED134,286,68,631,410,286,192,161,254,25,2308,6,3,5,13,10,3,5,6,0,59,61,55,58,64,64,20,60,71,25,474,218,129,213,190,149,117,202,248,239,1719,7127,9778,6486,5971,4697,1926,2704,2858,711,42258
CED135,252,79,580,297,280,205,226,269,28,2216,4,3,9,12,5,9,7,21,0,78,122,240,89,128,167,77,136,104,43,1099,124,198,145,128,173,94,123,145,421,1555,8660,27741,6537,6577,9479,4097,3706,3847,1549,72196
CED136,342,101,1096,683,388,340,247,349,34,3576,0,0,3,9,4,3,4,12,0,44,89,66,104,81,89,32,111,60,34,657,119,106,215,178,142,93,195,199,229,1482,5742,10908,10350,7803,6437,2751,3318,3091,807,51207
CED137,415,100,969,372,339,239,114,245,47,2843,5,8,6,11,7,14,10,19,7,85,218,361,92,90,175,85,56,65,33,1175,180,236,186,117,208,128,89,161,486,1797,14132,33095,6882,6085,10546,5128,2054,3844,1646,83408
CED138,462,103,1219,617,302,302,104,360,41,3510,0,3,4,9,4,3,0,8,0,35,119,140,94,91,76,43,29,74,27,700,193,161,272,180,118,115,94,213,256,1606,7446,14808,8228,7101,5085,2900,1496,3362,909,51329
CED139,369,75,790,548,278,247,139,330,32,2805,4,11,9,17,11,16,8,19,0,83,115,81,68,69,57,26,61,64,19,553,241,105,229,177,141,111,164,267,230,1668,7811,11428,7481,6537,5086,2296,2301,3202,682,46823
CED140,306,93,693,411,299,224,115,216,24,2394,4,8,5,9,5,8,7,8,0,49,87,156,85,62,94,35,40,47,17,629,123,123,157,117,152,77,89,89,167,1090,7291,15280,7052,5742,6188,2498,1414,2313,719,48495
CED141,227,79,785,459,340,243,123,232,33,2525,0,4,4,4,4,7,3,12,0,28,59,106,76,69,67,42,69,40,15,544,113,97,180,131,104,83,99,136,148,1096,5905,13836,8328,6404,6040,2255,2009,2324,583,47685
CED142,634,181,1455,583,358,273,84,271,48,3892,12,16,15,12,10,18,6,21,0,120,434,677,135,154,245,121,42,58,50,1914,225,353,182,158,158,116,57,157,440,1837,19787,47567,7281,6789,10201,5307,1579,3477,1760,103749
CED143,310,115,566,250,204,140,38,99,26,1743,3,5,0,13,0,0,0,5,0,38,269,325,64,70,137,50,28,25,33,1010,147,202,104,63,125,59,33,43,200,973,16442,27509,4786,3989,6822,3483,877,1225,1058,66193
CED144,245,63,629,333,248,196,148,215,26,2101,0,7,10,7,8,13,13,15,5,85,115,146,87,81,132,55,77,69,29,789,108,144,147,113,167,97,127,135,284,1327,5964,14992,5287,5338,6594,3289,2454,2702,1011,47643
CED145,323,123,536,224,182,122,23,78,11,1628,5,6,7,3,10,6,0,7,0,42,316,504,62,70,149,83,21,21,34,1264,221,284,102,74,114,83,22,61,289,1246,16120,32459,3617,3373,6124,3723,583,1105,1434,68541
CED146,234,70,472,292,298,194,177,234,43,2004,3,6,9,5,11,4,13,13,0,59,90,108,105,97,107,51,115,74,17,756,124,141,180,139,195,73,182,166,321,1522,5915,14190,6382,5675,7588,2725,3267,2568,988,49299
CED147,324,77,950,530,372,280,203,319,41,3101,0,3,3,3,3,10,6,3,0,38,98,117,99,56,95,50,75,65,24,679,128,80,201,137,139,89,137,178,216,1307,6361,12472,9560,7325,6378,2721,2713,3081,797,51408
CED194,11,3,33,9,9,8,3,25,0,108,0,0,0,0,0,0,0,0,0,3,8,10,5,5,0,0,9,3,0,31,4,10,6,3,10,3,8,19,19,84,186,453,205,217,159,95,124,224,44,1714
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,329,89,825,377,356,290,129,271,32,2695,0,3,3,0,11,6,5,10,0,42,144,199,116,110,120,66,48,53,38,900,125,111,234,109,159,84,92,115,231,1272,8263,17865,8968,6359,7673,3412,2054,2717,943,58245
CED202,337,62,867,457,346,264,109,295,14,2752,4,4,9,4,4,3,3,16,0,44,124,171,96,111,115,48,60,54,27,811,150,91,220,138,120,90,104,170,161,1244,6703,14459,7868,6779,5467,2464,1849,2847,635,49081
CED203,300,66,866,441,290,238,124,336,31,2697,4,3,7,3,7,5,5,17,0,51,138,180,71,95,106,51,66,67,29,800,120,105,192,149,91,98,134,162,190,1246,6222,14692,7447,6750,4974,2327,1916,3054,690,48075
CED204,245,72,858,424,337,259,228,369,40,2830,6,0,6,0,3,8,12,12,0,59,88,112,131,118,143,66,103,111,29,887,141,127,272,141,146,90,196,217,352,1684,6079,13279,9103,6754,7049,3054,3466,4038,1137,53960
CED205,280,68,888,452,321,314,444,348,39,3154,8,4,10,8,9,0,6,15,0,54,109,111,132,155,109,57,166,130,32,995,91,125,235,173,124,119,220,172,358,1627,5033,11704,7675,7487,6297,2929,4345,3645,1091,50211
CED206,380,90,906,415,438,267,108,274,40,2914,0,8,11,3,4,0,4,11,0,34,149,199,114,144,122,53,48,45,35,919,151,96,264,112,117,84,103,133,251,1310,8348,14670,11290,7027,6450,2625,1997,3007,868,56279
CED207,288,85,762,345,222,200,100,255,16,2272,5,0,4,9,5,6,3,16,4,51,179,290,78,110,169,100,37,57,42,1059,151,175,173,87,125,89,66,107,334,1301,10984,27177,6246,5667,8469,4156,1826,2933,1241,68693
CED208,293,81,802,338,256,181,100,240,23,2314,0,3,0,9,6,0,9,8,5,45,314,540,113,152,253,89,42,71,36,1608,123,149,154,113,144,75,50,111,258,1180,10016,27416,6594,6105,7056,3046,1716,2641,1003,65590
CED209,319,90,978,464,326,285,113,276,30,2880,6,4,3,7,3,4,0,10,0,41,144,199,82,135,111,44,57,63,31,858,145,120,211,139,120,89,71,126,206,1227,7704,16442,8795,7286,5688,2741,1745,2818,810,54031
CED210,312,67,920,453,293,257,189,331,31,2858,0,6,0,5,4,10,0,8,4,40,115,184,105,141,114,48,72,77,25,881,112,113,226,155,111,80,99,179,233,1309,6633,16369,8171,7469,5676,2699,2429,3233,849,53535
CED211,328,88,741,383,344,282,115,219,34,2532,0,4,0,4,0,0,7,10,3,46,147,227,109,115,169,59,48,41,24,941,117,128,190,130,130,77,60,110,222,1169,9493,22324,8124,6573,7818,3247,1557,2456,965,62549
CED212,333,110,861,465,402,319,134,305,32,2961,0,3,6,3,9,4,3,6,0,44,150,160,103,116,129,53,45,65,45,879,134,128,251,113,127,111,103,157,221,1344,7628,14208,9614,6897,6315,3147,2017,2937,856,53606
CED213,385,73,928,447,327,270,90,285,34,2837,8,4,3,5,3,6,0,3,0,31,149,141,110,125,84,42,27,60,22,750,181,89,264,167,135,119,63,148,166,1332,7515,11988,8759,5817,4719,2595,1242,2561,754,45949
CED214,308,101,936,559,320,243,200,392,43,3104,7,3,10,13,6,6,12,19,0,64,175,292,120,126,189,71,116,79,48,1210,107,149,172,179,158,96,200,200,386,1637,7466,19262,6548,6433,7143,3247,3381,3833,1196,58506
CED215,381,133,916,457,423,266,365,283,54,3274,5,4,3,4,8,0,3,10,0,44,244,274,122,163,222,85,123,94,49,1388,159,156,187,122,154,97,134,131,388,1532,11478,23763,7916,6863,8904,3587,3645,3033,1459,70653
CED216,320,78,808,437,353,254,99,357,29,2744,4,0,4,0,0,8,0,10,0,25,109,94,110,71,78,32,68,67,20,638,185,95,262,159,118,122,131,259,211,1543,5658,9999,7646,6158,4446,1974,2126,3101,752,41855
CED217,321,109,544,235,232,171,35,90,29,1765,4,5,11,6,4,3,0,0,0,33,319,407,86,107,178,80,16,38,42,1283,189,177,91,67,88,89,19,47,226,991,14929,25511,4445,4126,6725,3398,720,1279,1041,62171
CED218,316,89,801,469,433,334,365,325,52,3191,5,3,8,8,6,4,9,10,0,48,118,133,120,157,155,58,130,92,33,985,129,111,222,158,169,90,132,171,351,1530,6382,14279,7867,6578,7866,3092,3746,3204,1206,54212
CED219,279,84,828,450,438,288,384,296,33,3074,9,0,6,4,8,4,0,12,0,51,91,104,118,125,116,48,146,85,39,882,151,91,245,164,162,99,212,188,277,1580,5623,11050,9110,7468,6606,2742,3838,3162,946,50543
CED220,349,116,717,296,218,213,46,125,31,2107,9,11,4,5,3,0,0,5,0,37,349,498,75,116,230,124,33,52,37,1510,171,194,106,63,92,84,27,49,250,1042,14840,33871,4515,4630,7845,4075,880,1718,1186,73567
CED221,343,89,1086,585,468,361,509,514,45,3993,6,5,8,0,3,3,13,14,0,51,136,115,147,193,140,65,184,135,39,1149,115,107,287,183,130,90,252,218,398,1785,5843,12286,10211,9029,7370,3367,4987,4730,1208,59038
CED222,291,86,1155,534,315,284,281,452,52,3458,10,4,11,10,3,5,13,31,12,92,137,225,123,132,182,78,109,129,39,1153,138,167,232,167,148,96,170,265,426,1804,7676,20409,8056,7148,7884,3823,3594,4936,1395,64925
CED223,401,78,1021,474,344,299,178,417,20,3245,7,3,3,9,4,8,0,21,0,51,128,141,99,101,90,40,68,65,27,753,233,95,237,158,130,121,157,249,214,1593,8068,11832,8461,7029,4986,2360,2338,3656,774,49494
CED224,327,96,777,361,350,248,104,212,38,2514,8,7,5,4,5,3,5,11,0,47,211,249,92,98,158,53,56,59,39,1019,143,119,210,105,126,93,74,94,253,1216,10267,20028,7881,5786,7605,3302,1648,2213,938,59668
CED225,263,96,605,323,319,199,67,152,22,2043,0,7,3,4,3,4,3,9,0,33,210,340,105,159,170,54,32,39,26,1143,128,159,172,91,124,71,47,80,206,1080,10743,24715,7343,5704,7240,2729,1254,1896,836,62452
CED226,274,84,465,226,201,153,34,88,24,1539,8,10,5,8,8,11,0,10,0,60,288,424,61,96,206,95,21,27,35,1264,140,195,62,51,114,78,7,41,204,896,14260,32289,3787,4098,7502,3593,691,1396,1102,68718
CED227,341,94,996,531,468,334,378,374,54,3571,4,4,3,5,6,8,11,9,0,43,140,142,125,147,122,52,128,85,25,968,177,110,277,127,178,115,167,167,321,1636,7538,14576,10313,7841,7234,3232,3489,3678,1050,58959
CED228,365,95,1084,528,442,345,700,430,46,4029,0,3,14,0,0,6,19,14,4,63,110,173,188,224,169,88,285,146,50,1439,116,134,200,193,192,95,285,188,437,1849,6830,17514,8930,8930,8548,3823,6223,4347,1486,66631
CED229,467,134,1126,468,321,226,63,172,38,3014,8,3,13,13,6,6,3,14,0,62,384,567,90,180,249,120,34,64,55,1736,190,273,117,109,117,82,43,74,318,1326,16435,36620,5917,6247,8676,4323,1175,2505,1490,83383
CED230,366,85,899,425,310,305,136,410,46,2973,16,6,0,5,4,3,5,48,4,81,117,81,63,88,52,24,64,95,16,601,339,105,228,168,113,139,178,389,264,1931,7936,9897,6719,6315,4154,2088,2182,3951,809,44052
CED231,304,85,639,356,323,218,85,187,24,2227,3,8,6,6,3,3,0,13,0,42,229,342,92,119,205,65,39,53,43,1182,144,140,143,125,152,82,89,92,251,1226,10408,23243,6196,5129,7638,2897,1494,2140,994,60134
CED232,340,88,847,495,455,330,229,270,40,3112,3,10,0,9,5,7,0,6,0,47,144,191,109,168,129,55,99,72,33,1007,144,105,273,134,156,95,120,144,237,1413,8049,15142,10276,7440,6726,2774,2556,2853,953,56765
CED233,450,143,1579,657,292,198,92,262,47,3722,3,10,8,15,8,15,0,16,0,85,444,808,125,234,308,166,45,84,60,2269,161,302,156,195,106,99,53,115,368,1559,15597,49109,7267,8476,9908,5019,1526,3737,1638,102279
CED234,331,82,709,337,275,263,84,220,25,2320,8,12,6,10,9,3,4,7,0,47,202,267,96,113,168,87,30,53,32,1048,133,156,158,111,126,89,38,77,291,1186,11107,24348,6425,5389,7898,3904,1257,2199,1162,63693
CED235,330,67,817,378,255,285,118,322,35,2617,0,4,5,3,3,5,0,9,0,34,104,108,66,108,59,36,49,56,25,625,208,88,257,149,121,121,119,219,187,1472,6281,9945,7736,5885,4289,2230,1914,3244,695,42220
CED236,354,61,884,473,330,276,176,424,45,3026,5,5,3,10,7,0,5,22,0,47,117,93,65,89,69,30,81,102,31,676,263,106,245,152,125,140,172,345,228,1767,6941,10003,7436,6191,4133,2102,2146,4061,742,43766
CED237,316,75,964,532,414,309,277,357,42,3288,4,4,12,4,4,6,11,6,0,55,112,127,121,140,150,62,147,124,36,1008,108,109,249,178,160,130,172,194,323,1621,5528,13505,8044,7269,6942,3246,3344,3561,1057,52504
CED238,425,77,1034,477,265,293,120,452,47,3178,4,0,0,3,3,0,0,15,0,29,160,124,85,83,69,31,65,72,19,710,313,109,213,157,108,124,152,298,219,1688,8498,10933,7160,6356,4126,2120,2072,4134,755,46151
CED239,257,128,895,390,275,205,131,244,31,2552,0,3,8,13,8,5,8,6,0,52,282,479,105,195,236,75,51,63,40,1532,114,162,157,116,145,71,93,100,278,1240,9642,27870,7037,6517,7554,3033,1828,2760,1076,67315
CED294,4,0,15,7,9,7,6,19,0,67,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,5,0,30,0,8,0,4,4,0,5,17,12,54,133,313,192,156,89,64,81,181,28,1239
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6
CED301,410,101,925,598,459,393,245,517,43,3697,6,9,19,16,9,21,13,27,3,127,110,117,134,136,121,60,117,104,30,935,152,118,295,246,171,143,245,277,355,2000,6215,12268,9842,9191,7013,3101,3400,4226,1026,56282
CED302,369,124,751,441,385,294,139,234,27,2765,10,4,11,9,5,14,3,10,0,77,120,168,68,90,135,57,59,53,22,771,163,147,176,99,146,79,89,115,244,1255,9845,22057,7450,5792,7941,3373,1946,2692,934,62030
CED303,420,118,870,487,493,335,154,300,35,3220,6,9,7,8,6,8,3,6,0,63,104,124,93,95,107,50,50,50,19,690,129,113,227,123,156,100,115,133,230,1331,7753,12926,9418,6680,7195,3050,2158,2935,820,52936
CED304,519,170,1198,647,449,325,100,274,31,3718,10,17,15,10,17,15,5,22,0,113,230,373,91,133,188,100,50,64,36,1272,185,227,150,141,164,101,60,109,299,1432,14896,38823,7099,7561,9670,4524,1667,3619,1244,89106
CED305,301,84,843,483,351,292,326,347,33,3060,9,7,10,11,3,27,8,18,0,98,70,85,109,89,63,23,127,66,38,665,149,90,298,144,138,95,293,264,248,1733,4879,10509,10406,5833,4848,1903,4198,2954,826,46354
CED306,397,62,1040,614,365,366,277,372,34,3530,4,4,9,4,9,15,9,18,0,61,97,100,133,92,72,30,117,83,25,745,184,91,325,160,113,110,218,285,239,1734,5960,11592,10898,6366,4968,2373,3704,3392,829,50086
