CED_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
CED326,799,50,42,4,0,899,311,31,21,0,0,367,238,41,25,0,0,307,474,74,28,0,0,579,709,113,48,0,0,878,2520,379,168,0,0,3065,4439,357,143,3,5,4941,6350,227,129,3,5,6708,2329,43,37,0,0,2415,1473,29,23,0,0,1533,810,16,28,0,0,858,1167,83,44,0,0,1295,21617,1447,746,13,22,23843
CED327,926,72,8,0,0,1012,346,38,0,0,0,385,284,44,7,0,0,338,517,111,8,0,0,639,888,203,13,0,0,1109,3318,634,37,0,3,3994,4846,463,19,0,5,5335,4986,210,13,4,0,5216,1745,41,5,0,0,1794,1131,38,0,0,0,1170,619,24,0,0,0,650,1243,99,9,0,0,1348,20872,1983,114,0,13,22983
CED328,871,31,117,0,0,1012,234,10,33,0,0,273,200,6,34,0,0,240,295,22,70,0,0,394,411,28,122,0,0,551,1298,78,490,0,5,1869,1692,147,572,0,0,2414,3642,195,493,0,3,4328,2828,84,167,0,0,3078,2983,77,124,0,0,3190,2444,27,86,0,0,2558,914,40,111,0,0,1066,17803,751,2417,0,15,20985
CED329,952,38,23,10,0,1026,567,14,12,0,5,589,463,19,13,0,0,498,965,26,7,9,0,1010,1354,23,31,13,8,1436,3335,94,61,16,6,3507,2934,71,44,14,7,3065,2784,84,47,8,7,2925,1136,36,18,0,0,1197,815,20,20,4,0,861,635,28,18,0,9,691,1100,27,16,3,3,1158,17044,496,311,75,46,17971
CED330,958,19,9,0,0,987,402,10,3,0,0,412,367,11,0,0,0,382,707,16,0,0,0,721,1133,15,3,3,0,1162,3631,45,13,10,0,3703,4905,67,14,0,6,4990,7061,50,20,10,7,7143,3283,8,8,11,7,3305,2088,5,0,4,3,2106,1122,6,6,4,4,1139,1832,16,9,0,0,1858,27487,263,86,49,25,27906
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,907,207,89,6,5,1213,303,86,40,0,0,429,262,70,52,0,0,387,453,166,123,0,0,749,672,268,195,0,0,1136,1919,867,519,4,14,3323,2809,1020,441,5,6,4279,3534,959,312,0,11,4822,1690,363,95,0,3,2149,1456,236,72,0,3,1766,1278,172,69,0,4,1521,905,194,100,0,3,1206,16184,4602,2115,20,58,22982
CED402,1138,33,3,5,0,1178,891,45,10,0,7,948,973,53,7,9,5,1044,2008,75,23,8,0,2121,2783,65,15,3,0,2867,5520,81,13,12,7,5634,3655,28,7,12,4,3703,2236,16,0,10,7,2271,669,5,0,5,7,681,483,3,0,5,0,490,363,3,3,8,3,371,1043,30,7,4,4,1088,21754,438,91,73,49,22396
CED403,985,215,69,3,0,1276,326,104,40,0,0,466,284,68,30,0,0,389,542,157,79,0,0,775,708,233,174,0,3,1117,2064,699,428,0,7,3202,2986,840,224,0,8,4057,4482,840,118,7,10,5457,2211,309,40,3,7,2567,1964,200,32,0,0,2201,1321,117,32,0,0,1466,908,176,72,4,3,1161,18774,3965,1334,19,36,24130
CED404,1056,71,9,12,0,1146,899,122,5,4,0,1027,953,108,0,0,0,1067,1822,209,9,6,0,2045,2254,211,5,3,0,2478,4288,198,16,9,12,4530,2971,64,0,6,3,3054,2120,43,7,11,0,2175,578,12,9,0,0,598,387,14,0,7,0,402,285,10,5,0,6,296,1024,57,7,6,4,1096,18636,1102,65,68,37,19913
CED405,942,194,48,0,0,1192,385,91,37,0,0,513,326,85,34,0,0,445,635,161,81,6,0,876,842,239,141,0,0,1215,2539,782,313,5,7,3640,3418,878,209,0,13,4514,4415,748,103,0,13,5270,1901,253,27,0,6,2183,1466,210,27,0,5,1707,856,149,7,5,0,1015,955,187,46,0,5,1195,18673,3961,1070,21,43,23776
CED406,1175,59,9,0,3,1245,651,32,0,0,0,683,664,46,4,0,0,715,1215,76,14,5,0,1311,1822,121,31,0,0,1975,6298,287,59,0,8,6656,6824,169,37,5,4,7035,4871,83,28,0,3,4987,1234,13,8,0,4,1257,872,8,5,0,0,885,434,8,4,0,3,447,1204,73,10,0,0,1287,27274,976,203,4,28,28490
CED407,1143,70,20,5,3,1226,630,59,11,0,0,700,582,43,17,0,0,648,1102,70,33,0,0,1210,1505,116,83,0,3,1706,5546,396,142,0,9,6088,6365,284,71,0,8,6734,4532,140,26,0,0,4705,1316,35,6,0,0,1362,922,18,0,0,0,945,473,12,6,0,0,488,1201,46,20,0,0,1271,25319,1297,436,4,28,27080
CED408,1270,34,6,3,3,1316,684,21,0,0,0,711,573,30,0,3,4,606,1173,36,9,0,0,1217,1454,36,11,5,3,1505,4650,92,12,7,4,4759,5140,55,5,5,6,5207,5172,31,0,6,13,5221,2108,10,0,4,6,2123,1633,0,0,3,4,1635,1116,4,0,5,0,1117,1113,15,0,0,0,1141,26075,372,49,23,39,26561
CED409,930,82,6,0,6,1020,657,83,7,0,0,745,677,114,3,0,0,799,1384,262,15,3,0,1661,2496,321,26,0,0,2845,7590,427,34,6,13,8068,5808,118,4,0,8,5942,3306,31,4,0,8,3344,848,17,0,0,5,865,526,7,0,0,0,536,321,8,0,0,0,328,1234,65,3,0,4,1313,25773,1542,99,18,45,27481
CED410,1098,181,72,0,0,1354,327,78,30,0,0,432,282,83,41,0,0,407,526,119,73,0,0,716,710,194,119,0,0,1017,2132,606,303,0,4,3050,2897,700,215,0,5,3816,3917,791,136,0,10,4856,1998,315,42,0,5,2361,1991,258,21,0,4,2268,1877,131,20,0,5,2037,980,196,39,0,4,1219,18749,3643,1108,9,34,23542
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,931,39,12,0,0,983,436,18,9,0,0,460,361,18,11,0,0,389,711,36,17,5,0,766,1123,61,45,0,0,1228,4832,136,74,3,0,5057,7092,99,43,0,8,7237,8140,75,34,5,12,8267,2744,14,16,0,0,2773,1593,12,11,0,0,1616,959,5,6,0,0,975,1670,29,10,0,0,1713,30582,538,294,16,28,31453
CED502,1070,48,7,4,0,1125,411,40,5,0,0,459,390,29,4,0,0,432,798,85,8,0,0,897,1222,137,10,0,0,1363,4727,328,47,0,5,5110,6578,279,35,0,9,6905,7406,142,15,0,3,7567,2713,37,0,0,0,2752,1494,23,4,0,0,1523,889,18,0,0,0,913,1584,52,9,0,0,1651,29291,1224,145,10,16,30696
CED503,869,43,13,0,0,927,359,25,10,5,0,393,329,28,6,0,0,365,606,39,8,9,0,660,882,64,20,7,0,963,3347,141,32,4,0,3524,4820,91,18,4,4,4933,6250,67,19,3,6,6337,2562,23,6,5,8,2603,1861,16,16,0,0,1898,1109,11,13,3,0,1141,1367,32,12,5,0,1410,24357,577,174,32,21,25160
CED504,1200,179,0,0,0,1382,388,68,0,0,0,454,363,67,3,0,0,436,622,167,10,0,0,806,896,231,20,0,0,1141,3262,937,50,0,0,4251,4297,1061,27,0,0,5390,5022,801,21,0,5,5839,1970,214,9,0,0,2187,1500,132,3,0,0,1639,945,56,0,0,0,1009,1356,206,14,0,0,1575,21820,4129,161,0,0,26112
CED505,904,175,110,0,4,1191,197,37,33,0,0,266,137,50,40,0,0,224,225,95,91,0,0,409,272,149,111,0,0,534,777,457,338,0,0,1574,833,669,404,0,0,1911,1925,1042,330,0,0,3302,1509,507,135,0,0,2150,2494,532,140,0,0,3167,4492,391,113,0,0,4998,923,249,68,0,0,1249,14684,4348,1911,3,8,20960
CED506,800,30,3,13,10,861,371,14,3,3,3,395,356,21,3,3,4,387,747,44,7,10,5,812,945,52,11,9,0,1020,2707,113,18,21,3,2854,2832,89,15,17,9,2958,3342,101,10,30,5,3487,1513,30,0,11,3,1566,1256,25,0,9,4,1297,817,23,0,21,19,874,997,17,4,18,3,1046,16687,556,78,162,64,17551
CED507,848,38,8,0,3,896,395,25,4,0,4,432,355,24,3,0,0,376,657,37,7,4,0,701,1014,59,3,5,0,1084,3595,169,20,6,3,3789,4769,115,6,6,0,4903,5000,95,13,4,7,5121,1858,36,3,5,0,1903,1292,32,4,3,0,1334,791,25,4,0,4,819,1104,45,4,0,5,1163,21683,694,76,39,26,22518
CED508,940,130,55,0,0,1123,289,41,12,0,0,347,297,47,18,0,0,360,497,80,41,0,0,622,653,104,93,0,0,852,2223,466,275,0,0,2970,3737,592,267,0,0,4600,6137,574,213,0,4,6929,2998,258,80,0,0,3344,2426,194,81,0,0,2708,1580,110,70,0,0,1757,1243,141,69,4,4,1462,23017,2744,1281,10,12,27066
CED509,1045,32,3,0,0,1086,352,13,0,0,0,370,338,20,3,0,0,359,549,37,6,0,0,599,901,63,5,0,0,968,3369,232,39,0,4,3638,5726,232,23,0,4,5982,8609,239,15,5,8,8876,3819,58,5,0,7,3881,2589,38,6,0,0,2639,1562,13,0,0,4,1584,1607,42,5,3,6,1659,30460,1015,118,15,23,31638
CED510,1173,81,13,0,0,1270,388,38,4,0,0,428,308,21,11,0,0,338,506,47,14,0,0,567,712,49,16,0,0,779,2086,205,67,0,0,2357,2981,315,75,0,0,3377,5836,328,31,0,0,6195,3591,148,22,0,0,3763,3298,100,19,0,0,3410,2286,56,7,0,0,2355,1449,78,16,0,0,1539,24606,1457,287,8,3,26360
CED511,1131,19,3,0,8,1159,619,11,4,3,0,635,586,23,5,0,3,614,1172,40,0,0,0,1221,1449,47,4,5,4,1508,3804,120,9,11,9,3952,3391,63,0,0,5,3463,3158,73,0,4,6,3248,1061,17,0,0,5,1084,815,18,0,5,6,842,509,11,0,5,5,529,1100,28,0,6,5,1131,18789,471,29,50,45,19388
CED512,997,31,6,5,0,1032,318,15,0,0,0,333,314,19,0,0,0,334,569,21,0,0,0,592,916,23,6,0,0,952,3635,164,16,3,3,3820,6419,220,12,0,3,6649,9758,159,11,0,3,9931,4225,37,4,0,0,4264,2498,27,0,0,0,2528,1380,14,5,0,0,1398,1810,48,6,0,0,1868,32829,785,61,10,15,33700
CED513,725,279,163,0,0,1175,223,76,65,0,0,368,165,77,79,0,0,321,311,152,143,0,0,608,448,236,228,0,0,913,1300,865,847,0,4,3011,1841,1090,892,5,0,3831,3359,1136,813,3,4,5317,2028,515,329,4,3,2870,2131,437,276,4,5,2855,1705,233,174,0,3,2125,778,232,177,0,4,1191,15019,5337,4198,15,20,24583
CED514,856,202,63,0,0,1123,273,56,17,0,0,348,241,46,32,0,0,313,453,108,46,0,0,601,562,151,95,0,0,818,2165,708,339,0,3,3217,3276,842,387,0,6,4513,4534,850,325,0,5,5717,2102,331,120,0,0,2554,1805,262,115,0,0,2187,1496,188,74,0,0,1761,1042,189,97,0,0,1331,18800,3943,1718,10,20,24479
CED515,1212,100,21,0,0,1332,324,32,6,0,0,362,312,33,13,0,0,369,438,53,10,0,0,499,613,69,14,0,0,701,1981,289,81,0,0,2349,2592,364,102,0,3,3059,4553,452,113,3,0,5121,2819,190,39,0,0,3054,2876,191,27,0,3,3095,2480,151,20,0,4,2657,1230,109,27,0,0,1366,21433,2029,486,3,8,23966
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,677,26,13,0,0,718,404,11,14,0,0,432,452,17,10,0,0,478,902,49,39,0,0,986,1395,52,39,0,0,1478,3375,89,68,3,0,3533,2468,72,33,0,0,2570,1681,57,11,4,5,1756,505,14,7,0,0,527,391,5,0,0,0,401,244,13,0,0,0,258,617,22,11,0,0,652,13108,423,232,13,9,13786
CED602,666,21,0,0,3,699,572,18,0,0,0,588,517,11,0,3,0,534,1124,27,3,3,0,1161,1578,25,0,3,0,1612,3814,47,4,4,4,3872,2361,19,0,3,0,2388,1429,4,0,3,0,1439,413,0,0,0,3,418,293,0,0,0,0,303,203,3,0,5,0,212,648,4,0,5,0,659,13639,182,15,36,19,13882
CED603,639,33,31,0,0,707,322,17,22,0,0,358,251,12,23,0,0,290,468,21,45,0,0,533,763,43,62,0,0,872,2307,119,155,9,0,2586,2291,90,118,5,0,2500,2111,80,71,3,3,2273,854,43,18,0,0,911,713,27,21,4,0,757,536,20,17,4,4,575,493,18,37,0,4,553,11754,531,625,21,10,12938
CED604,781,16,4,0,6,806,412,5,0,3,0,423,396,11,0,0,0,418,706,23,6,4,0,737,952,12,5,0,0,978,2940,83,17,0,3,3052,3163,54,17,0,0,3240,3072,24,9,4,3,3111,1085,7,3,0,0,1099,766,9,0,0,0,781,472,0,0,0,0,475,698,12,5,0,0,716,15459,268,73,23,20,15830
CED605,764,10,18,3,0,804,549,5,3,4,0,564,531,8,14,0,0,560,1065,9,26,0,0,1103,1451,19,37,0,4,1507,3707,41,89,7,5,3857,3154,29,27,3,0,3211,2112,19,9,5,3,2141,577,0,4,0,0,582,378,9,0,0,4,389,228,0,0,4,0,239,746,11,10,0,0,768,15263,163,242,31,23,15729
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,240,15,4,11,0,271,89,14,0,0,0,108,101,8,0,3,0,110,149,30,5,8,4,194,257,56,10,5,0,333,843,185,21,13,6,1070,1244,174,9,3,6,1434,2119,114,9,10,6,2260,1256,30,0,7,3,1294,918,29,3,4,6,957,515,12,0,4,5,534,448,24,4,4,4,487,8173,688,76,70,44,9051
CED702,319,20,73,0,0,415,92,9,29,0,0,133,79,15,34,0,0,130,207,41,77,0,0,323,246,50,130,0,0,426,924,177,375,0,0,1473,1381,208,430,3,0,2026,2449,197,386,0,0,3036,1382,86,166,0,0,1630,1151,49,120,0,0,1322,741,32,70,0,0,846,489,49,86,0,0,625,9469,936,1963,6,0,12378
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,889,108,42,0,0,1038,270,33,16,0,0,315,229,45,25,0,0,295,434,83,56,0,0,577,528,107,89,0,0,722,1597,442,570,0,0,2609,2317,815,622,0,3,3763,4873,930,485,0,0,6290,3254,302,136,0,0,3694,2713,177,77,0,0,2964,1600,89,41,0,3,1734,789,127,64,0,0,973,19489,3252,2239,0,11,24994
CED802,593,120,148,0,0,867,145,31,38,0,0,208,123,32,43,0,0,191,152,56,118,0,0,323,219,79,188,0,0,480,629,286,812,0,0,1737,742,488,1198,0,0,2437,1518,701,1201,0,0,3421,1313,364,407,0,0,2080,1871,345,367,0,0,2583,2008,240,228,0,0,2481,448,84,153,0,0,682,9758,2824,4905,0,7,17501
CED803,678,124,46,0,0,847,211,32,22,0,0,260,179,42,21,0,0,246,321,79,52,0,0,453,464,127,113,0,0,703,1579,499,546,0,0,2621,2661,1041,556,0,6,4266,5426,1128,296,0,0,6852,3417,286,61,0,0,3765,2660,171,62,0,5,2900,1377,78,30,0,0,1489,864,147,63,0,0,1077,19843,3762,1860,0,19,25475
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
