CED_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED209,0,17,3931,3943,38,412,3301,3754,2386,2471,3323,8179,5724,1598,1518,8842,5540,1111,1623,8277,5261,719,1573,7552,5813,417,1376,7610,3061,145,767,3971,668,15,393,1066,28495,6902,17796,53191,0,31,3714,3741,60,597,2830,3492,3237,2642,2841,8716,6234,1618,2050,9901,5650,1091,2387,9126,5470,722,2720,8913,5500,323,2599,8421,2325,103,2028,4457,347,4,1069,1422,28827,7138,22230,58196,0,48,7639,7689,103,1008,6136,7247,5626,5112,6160,16899,11955,3214,3575,18739,11197,2202,4004,17405,10731,1443,4289,16465,11313,738,3978,16030,5389,246,2791,8422,1017,22,1459,2492,57327,14039,40027,111388
CED210,3,18,4191,4214,70,567,4063,4695,2658,2780,5198,10633,5058,1419,2480,8953,5078,1097,2779,8954,4976,714,2710,8398,4492,343,1865,6707,2519,118,951,3591,637,11,492,1136,25490,7068,24719,57278,0,50,3798,3848,150,788,3667,4606,3487,2899,4474,10850,5437,1382,2974,9790,5272,1062,3437,9772,5016,649,3551,9221,4171,282,3309,7770,1942,70,2519,4533,303,6,1350,1662,25774,7193,29089,62051,9,73,7985,8066,215,1354,7729,9304,6141,5681,9666,21484,10492,2806,5454,18747,10352,2157,6221,18725,9993,1364,6256,17615,8666,630,5180,14467,4463,191,3468,8128,939,15,1842,2795,51263,14258,53807,119331
CED211,0,21,4831,4851,54,293,4328,4676,2999,2214,4385,9596,7615,1237,2186,11040,6906,981,2353,10235,6019,586,2218,8820,4964,304,1474,6735,3105,118,860,4089,813,15,487,1311,32463,5763,23126,61359,6,33,4334,4367,99,456,3628,4189,4059,2330,3576,9962,8183,1180,2608,11970,6951,960,3315,11226,5881,534,3334,9745,4711,232,3272,8218,2450,69,2730,5249,380,7,1544,1938,32718,5799,28344,66860,5,54,9159,9222,153,752,7959,8859,7050,4539,7960,19553,15794,2417,4797,23006,13854,1937,5672,21465,11901,1118,5553,18566,9676,537,4746,14959,5555,188,3593,9341,1191,20,2033,3242,65185,11566,51469,128219
CED212,0,32,4478,4514,36,400,3519,3953,2192,2740,4089,9017,5422,1868,2468,9762,5756,1381,2845,9979,5169,879,2610,8660,4279,339,1825,6441,2419,140,964,3523,575,20,445,1045,25854,7791,23251,56896,0,61,3939,3996,78,613,3096,3788,3045,2960,3486,9489,5997,1828,2798,10626,5780,1329,3482,10594,5103,756,3570,9421,3910,312,3183,7395,1846,81,2290,4219,303,18,1223,1539,26058,7949,27053,61067,0,88,8418,8509,115,1016,6609,7742,5241,5702,7573,18505,11423,3693,5265,20391,11540,2710,6331,20576,10271,1631,6176,18078,8187,651,5000,13835,4265,220,3255,7739,880,37,1672,2584,51919,15742,50305,117964
CED213,0,20,3851,3872,22,306,2675,3000,1468,1902,2570,5942,3849,1304,1560,6709,4899,1253,2269,8421,5439,979,2334,8751,6241,624,2038,8908,4193,249,1353,5798,1104,44,629,1782,27216,6688,19287,53192,3,35,3485,3526,41,474,2281,2791,2009,2084,2246,6338,4408,1332,1961,7701,5280,1337,3008,9631,5658,943,3269,9868,6091,526,3592,10207,3375,165,3184,6722,532,20,1603,2156,27399,6914,24619,58936,3,61,7334,7393,62,780,4955,5792,3480,3986,4816,12279,8259,2634,3521,14416,10183,2589,5281,18052,11093,1923,5603,18623,12336,1146,5629,19113,7565,415,4540,12513,1635,70,2232,3939,54612,13604,43911,112124
CED214,0,14,3883,3903,120,332,5373,5824,3615,3201,9910,16726,6407,1974,4437,12816,5137,1146,3640,9918,4652,663,3116,8434,3767,247,1946,5960,2101,58,887,3044,565,20,419,999,26362,7651,33607,67623,7,33,3809,3849,307,502,4591,5400,5103,3417,7132,15655,6624,1829,4157,12612,5136,1003,4185,10324,4175,486,3817,8475,3398,150,3030,6581,1423,30,2127,3581,241,5,1196,1441,26407,7463,34045,67916,12,50,7693,7748,431,827,9967,11227,8721,6619,17044,32377,13032,3804,8595,25427,10274,2146,7823,20245,8819,1152,6931,16909,7166,392,4979,12542,3521,87,3014,6620,804,26,1615,2436,52770,15110,67658,135538
CED215,0,15,4667,4682,85,275,4410,4768,4211,2581,5909,12704,12500,1948,2674,17128,7582,1308,2400,11298,5054,719,2033,7808,3598,251,1377,5222,1787,71,623,2481,447,7,323,778,35275,7175,24421,66873,4,18,4332,4353,258,451,3478,4185,6688,2799,4228,13709,12224,1926,2950,17102,6959,1222,3354,11543,4734,578,2989,8290,3137,185,2461,5783,1258,30,1757,3042,217,4,951,1168,35463,7215,26496,69173,4,33,8996,9031,339,723,7886,8947,10899,5378,10134,26415,24725,3873,5626,34222,14544,2534,5760,22837,9784,1298,5021,16097,6732,440,3841,11008,3045,101,2378,5527,665,6,1275,1948,70733,14395,50916,136045
CED216,0,35,3853,3887,57,569,2597,3218,1889,2242,3058,7186,3720,1273,2039,7037,4159,1170,2396,7724,5589,1070,2943,9600,6227,666,2822,9714,3432,190,1302,4923,677,28,497,1199,25746,7237,21506,54489,4,91,3487,3579,106,839,2153,3095,2579,2327,2929,7832,4166,1298,2281,7741,4673,1232,2871,8772,6103,997,3410,10505,5776,515,3363,9653,2509,141,2604,5258,313,7,1249,1567,26220,7448,24344,58010,4,126,7338,7467,155,1402,4748,6305,4464,4574,5983,15017,7886,2572,4318,14771,8832,2403,5264,16500,11691,2064,6356,20107,12005,1180,6182,19363,5939,328,3908,10180,988,34,1745,2768,51969,14682,45845,112497
CED217,4,8,5073,5086,18,165,3966,4154,1457,1874,3458,6787,5748,1325,1581,8658,7735,1177,1839,10753,6619,751,1767,9136,4946,437,1375,6757,2799,143,849,3795,796,38,498,1329,30114,5920,20414,56444,0,15,4686,4703,41,259,3354,3651,2180,2076,2888,7137,6510,1308,2038,9858,8227,1078,2911,12216,6263,658,2946,9873,4538,349,2947,7830,2129,91,2509,4732,364,17,1764,2138,30254,5836,26044,62134,4,23,9760,9791,59,422,7326,7804,3635,3944,6345,13925,12257,2627,3619,18510,15962,2255,4754,22969,12885,1411,4714,19006,9486,786,4318,14584,4930,238,3357,8521,1156,49,2263,3470,60368,11753,46456,118580
CED218,0,10,5556,5564,66,233,5255,5558,3795,1686,6181,11663,8970,1136,2730,12834,7722,800,2247,10768,6363,445,1736,8545,4758,189,1147,6091,2099,40,588,2721,346,3,218,574,34121,4540,25667,64323,4,25,5380,5410,226,341,4483,5049,5683,1799,4586,12064,9417,1118,2855,13393,7605,782,3115,11508,6007,362,2790,9151,3964,125,2385,6474,1222,28,1494,2748,162,7,661,826,34287,4582,27755,66618,8,32,10937,10978,290,574,9743,10605,9480,3486,10765,23728,18387,2248,5588,26227,15328,1582,5370,22280,12367,802,4528,17701,8720,312,3530,12566,3324,70,2078,5466,504,10,878,1396,68404,9113,53417,130942
CED219,0,18,4743,4763,70,500,4119,4693,3678,2792,4666,11139,7075,1661,2525,11251,5860,1171,2401,9433,5116,633,1962,7712,4179,261,1521,5963,1760,91,713,2560,315,7,242,562,28053,7127,22885,58074,5,33,4503,4536,179,759,3438,4383,5164,2922,3951,12038,7170,1626,2870,11666,5774,1073,3063,9907,4963,587,2876,8425,3730,220,2592,6538,1150,39,1593,2788,148,5,688,832,28279,7265,25573,61112,6,49,9240,9300,252,1267,7554,9074,8844,5717,8622,23182,14239,3284,5394,22917,11634,2243,5462,19337,10082,1221,4838,16140,7912,480,4113,12507,2907,130,2308,5340,457,10,925,1393,56332,14392,48463,119183
CED220,0,18,3360,3375,36,529,4398,4965,2305,4536,7237,14087,5487,1869,2967,10315,5439,976,2242,8661,4712,640,1914,7264,3608,354,1460,5416,2344,117,927,3386,683,16,427,1132,24615,9050,24933,58601,0,31,3419,3445,71,714,4822,5604,3150,4464,7389,15005,5655,1366,3509,10531,5636,787,3111,9531,4534,468,2953,7950,3446,260,2830,6537,1815,52,2349,4218,299,13,1344,1655,24609,8153,31718,64484,0,47,6778,6827,110,1245,9217,10573,5464,9001,14631,29088,11145,3233,6474,20853,11074,1763,5357,18196,9243,1108,4868,15214,7049,616,4292,11953,4155,174,3277,7611,982,29,1771,2785,49231,17206,56653,123087
CED221,0,29,5510,5539,136,517,5292,5944,5154,2589,6015,13760,10860,1486,2699,15039,7320,948,2155,10421,5338,598,1843,7781,3331,213,1096,4643,1445,67,561,2072,298,8,182,486,33887,6457,25356,65699,8,48,5364,5413,407,774,4586,5774,7766,2781,4499,15048,10638,1372,2728,14733,6738,907,2857,10497,4684,482,2683,7841,2717,171,2172,5058,978,43,1288,2308,152,3,546,703,34092,6576,26717,67385,8,75,10871,10953,542,1298,9875,11722,12924,5367,10510,28809,21495,2854,5421,29770,14057,1854,5011,20924,10022,1080,4520,15625,6051,385,3271,9702,2426,109,1849,4380,452,10,727,1194,67979,13032,52069,133079
CED222,3,19,4886,4907,176,390,7065,7631,4515,2296,10356,17166,8166,1164,3898,13228,6876,793,3399,11065,5973,551,2952,9480,4901,252,1937,7090,3211,79,1073,4359,952,14,578,1541,34768,5563,36149,76476,15,43,4613,4674,385,589,5608,6579,6225,2344,6454,15025,8535,1138,3551,13224,6931,734,3958,11625,5580,465,3861,9903,4578,189,3410,8174,2262,45,2838,5143,410,8,1730,2146,34923,5542,36019,76484,23,63,9503,9584,560,978,12668,14210,10736,4641,16814,32193,16706,2294,7452,26450,13808,1524,7352,22692,11553,1017,6815,19380,9479,437,5351,15262,5473,128,3903,9502,1362,24,2307,3690,69693,11103,72163,152959
CED223,0,39,3994,4036,54,514,2386,2955,1932,2118,2886,6940,4090,1378,1871,7338,4821,1320,2441,8585,5927,1080,2883,9885,6219,638,2558,9412,3298,201,1346,4852,733,23,506,1262,27075,7306,20875,55253,0,87,3601,3692,119,755,1935,2812,2571,2200,2584,7363,4678,1486,2180,8349,5209,1361,2844,9415,6349,1050,3349,10749,5703,467,3275,9443,2474,113,2536,5133,322,19,1335,1675,27441,7539,23645,58623,3,124,7600,7728,178,1266,4323,5765,4506,4319,5478,14301,8765,2865,4056,15679,10029,2680,5283,17996,12283,2127,6230,20637,11920,1103,5833,18846,5777,316,3885,9979,1054,39,1843,2937,54511,14847,44517,113879
CED224,0,9,4475,4483,54,222,3861,4136,2409,2358,4387,9153,7116,1567,2250,10938,7118,1123,2517,10765,5686,689,2349,8732,4351,326,1544,6218,2458,100,983,3549,698,23,483,1201,29897,6424,22853,59174,6,15,4290,4314,133,341,3417,3890,3435,2575,3439,9452,7725,1538,2611,11869,7286,1103,3327,11715,5426,587,3315,9322,3899,251,3132,7281,1856,73,2510,4444,327,13,1514,1850,30085,6492,27562,64137,11,26,8768,8797,179,562,7278,8026,5847,4929,7826,18605,14836,3105,4859,22803,14407,2229,5847,22480,11108,1276,5664,18053,8247,576,4674,13504,4316,175,3495,7983,1022,30,1999,3051,59980,12914,50415,123315
CED225,0,9,4569,4584,24,207,3971,4201,2187,2322,4204,8722,6688,1489,2015,10192,6917,1085,2146,10143,5953,707,2072,8738,5226,371,1469,7074,2940,92,858,3891,707,14,411,1132,30641,6298,21736,58674,5,13,4149,4162,53,313,3578,3937,3039,2532,3485,9057,7265,1475,2264,10998,6916,1044,2904,10869,6068,629,3053,9758,4912,305,2887,8100,2211,54,2291,4554,357,10,1273,1636,30821,6384,25878,63076,5,25,8723,8748,80,520,7548,8139,5221,4860,7691,17778,13953,2963,4279,21194,13834,2130,5054,21014,12026,1338,5128,18492,10139,677,4356,15167,5144,151,3148,8440,1062,21,1686,2774,61464,12678,47609,121749
CED226,0,10,5409,5414,25,339,5228,5586,1817,2553,5231,9596,5757,1071,1850,8678,7475,765,1700,9937,6827,561,1576,8966,5192,290,1220,6703,2918,122,767,3798,873,21,514,1409,30882,5724,23493,60101,0,11,5266,5281,52,487,4863,5408,2518,2563,4735,9818,6524,1061,2547,10134,8075,687,3024,11788,6515,441,2919,9874,4847,240,2755,7843,2269,62,2432,4759,384,15,1674,2075,31186,5576,30219,66982,0,23,10677,10699,80,823,10087,10993,4337,5113,9965,19419,12281,2138,4396,18820,15552,1455,4728,21725,13342,995,4497,18838,10035,534,3978,14546,5185,177,3202,8562,1256,38,2196,3487,62072,11306,53708,127089
CED227,0,17,5215,5234,79,553,4108,4742,4456,2954,4220,11630,9226,1396,1914,12533,6821,1031,1843,9692,4916,660,1518,7095,3563,244,1019,4822,1979,113,585,2675,393,11,236,647,31425,6973,20667,59069,0,32,4733,4768,204,811,3557,4575,6260,3023,3614,12894,9227,1347,2315,12889,6525,1006,2568,10096,4572,556,2411,7537,3322,195,2154,5671,1389,55,1566,3011,183,4,685,879,31685,7041,23591,62318,0,50,9950,10000,285,1363,7665,9315,10719,5974,7831,24525,18450,2742,4227,25421,13348,2038,4403,19789,9485,1217,3930,14633,6877,438,3181,10492,3368,164,2154,5685,579,23,925,1527,63109,14017,44257,121388
CED228,0,28,5471,5506,131,529,5873,6530,6119,2400,7391,15904,13225,1387,3095,17706,6839,912,2319,10074,5153,550,1908,7611,3526,238,1236,4995,1442,44,565,2054,236,6,192,440,36668,6093,28052,70812,10,63,5007,5070,386,702,4504,5591,9663,2569,5298,17531,12116,1329,3263,16706,6090,827,3129,10049,4731,477,3048,8259,2926,160,2272,5357,915,32,1321,2263,110,0,590,701,36937,6160,28426,71523,12,88,10477,10575,518,1228,10373,12120,15774,4972,12686,33430,25342,2717,6357,34412,12933,1742,5446,20120,9883,1032,4951,15870,6451,402,3506,10354,2354,74,1886,4315,349,10,786,1137,73599,12256,56475,142340
CED229,0,19,2605,2625,65,696,4105,4867,2873,5884,9062,17821,5457,3013,4466,12935,4487,1622,3343,9452,3798,970,2765,7532,3227,490,1873,5591,1735,158,851,2748,446,21,321,792,22090,12874,29396,64365,0,38,2640,2679,160,988,4169,5306,3827,6123,9129,19086,5554,2285,5213,13051,4461,1245,4329,10029,3659,704,3540,7900,2896,348,2860,6103,1236,76,1776,3092,202,13,882,1094,21983,11815,34539,68342,3,56,5250,5310,219,1679,8269,10169,6702,12005,18195,36901,11014,5297,9677,25993,8948,2867,7669,19478,7452,1670,6310,15429,6119,836,4735,11694,2972,239,2628,5837,649,33,1208,1886,44071,24691,63939,132701
CED230,6,61,4117,4181,78,571,3119,3779,2355,2222,3949,8521,4150,1226,2354,7728,4795,1119,2889,8805,6320,961,3502,10790,6085,544,2985,9612,3584,152,1583,5314,887,21,696,1607,28254,6883,25194,60335,3,96,3708,3805,158,892,2362,3407,3116,2239,3534,8884,4562,1253,2428,8248,5363,1153,2949,9459,6516,879,3529,10925,5657,428,3362,9451,2699,98,2962,5764,423,8,1752,2177,28501,7042,26587,62128,12,153,7826,7985,234,1470,5484,7184,5468,4462,7483,17412,8716,2486,4777,15976,10160,2271,5839,18268,12836,1847,7027,21710,11742,971,6354,19063,6282,258,4543,11079,1305,30,2453,3788,56759,13924,51778,122464
CED231,0,8,3923,3932,43,309,4216,4566,2359,2892,5669,10924,6045,1638,2608,10294,5944,979,2621,9547,4972,592,2203,7758,4119,261,1547,5926,2685,79,844,3611,789,13,437,1240,26965,6776,24063,57803,5,25,3609,3633,108,453,3821,4387,3237,2991,5086,11311,6434,1492,3022,10942,6017,856,3300,10172,4891,510,3127,8533,4037,198,2796,7022,2017,48,2376,4439,289,0,1414,1705,27033,6570,28546,62146,5,33,7530,7567,153,764,8039,8953,5598,5882,10754,22236,12484,3130,5627,21240,11961,1838,5916,19715,9863,1101,5328,16287,8150,459,4343,12955,4699,126,3220,8048,1081,16,1851,2944,53993,13346,52606,119947
CED232,0,15,5009,5023,50,386,3700,4134,3432,2391,3352,9169,7789,1651,1664,11103,6746,1292,1802,9847,5591,785,1594,7965,4271,336,1135,5746,2093,103,586,2785,284,5,198,492,30254,6969,19053,56274,0,30,4592,4628,126,529,3076,3731,4747,2531,2817,10094,8022,1676,2056,11755,6705,1299,2593,10598,5376,672,2362,8413,3981,246,2143,6368,1407,53,1288,2748,132,4,513,649,30499,7044,21437,58983,0,51,9604,9655,176,915,6773,7869,8178,4922,6170,19267,15814,3327,3717,22853,13453,2597,4392,20442,10971,1452,3958,16379,8254,581,3281,12114,3502,153,1879,5530,413,12,710,1139,60756,14010,40490,115254
CED233,5,83,2432,2516,121,1518,8756,10396,3748,8858,16658,29261,5075,3494,5818,14387,3307,1427,3165,7893,2857,857,2472,6187,2243,419,1469,4137,1173,123,673,1967,306,6,228,543,18837,16790,41667,77287,15,104,2822,2941,202,2077,9992,12269,4710,8672,16686,30069,4861,2588,5776,13226,3293,1060,3681,8036,2625,596,3071,6292,1994,278,2413,4683,814,61,1469,2348,130,4,736,870,18647,15433,46651,80729,23,183,5251,5456,323,3595,18750,22665,8456,17528,33343,59332,9936,6079,11597,27609,6599,2482,6845,15928,5483,1453,5543,12474,4239,699,3880,8814,1990,182,2139,4320,435,11,962,1415,37483,32219,88310,158014
CED234,0,11,5144,5155,54,284,5065,5405,2735,1664,5264,9660,7431,950,2151,10536,7663,738,2303,10707,7224,523,1860,9606,5764,251,1205,7216,4142,101,941,5180,1299,16,573,1890,36307,4537,24507,65356,0,9,4639,4651,92,385,4316,4798,3787,1795,4247,9828,8193,905,2604,11705,7918,725,3105,11747,7129,418,3072,10617,5600,184,2779,8564,3279,64,2898,6237,567,5,1759,2330,36567,4499,29411,70479,0,22,9781,9809,150,673,9386,10206,6522,3458,9513,19488,15620,1857,4755,22233,15577,1459,5408,22452,14350,941,4933,20222,11360,436,3980,15776,7417,163,3836,11420,1864,20,2328,4215,72874,9038,53924,135834
CED235,0,23,3557,3579,52,475,2409,2940,1922,2002,2750,6676,3770,1263,1816,6853,4300,1170,2205,7675,5432,980,2692,9106,6101,620,2456,9172,3419,167,1240,4818,688,24,514,1225,25683,6720,19639,52046,4,55,3436,3488,101,668,1968,2739,2589,2199,2564,7346,4118,1269,2117,7509,4703,1159,2627,8494,5852,943,3298,10092,5752,483,3398,9637,2512,118,2403,5033,317,14,1225,1562,25938,6914,23040,55895,4,75,6993,7067,150,1149,4379,5674,4512,4201,5319,14025,7888,2535,3940,14361,9008,2332,4827,16166,11284,1920,5992,19197,11847,1104,5851,18810,5927,284,3644,9850,1007,38,1739,2786,51620,13639,42679,107935
CED236,3,38,4334,4376,85,545,3049,3677,2228,2101,3572,7905,4206,1203,2157,7566,4978,1141,2719,8834,5817,922,2944,9688,5614,531,2471,8619,3325,184,1385,4897,773,34,560,1363,27029,6700,23198,56923,10,76,3798,3880,184,789,2504,3474,3011,2210,3203,8424,4671,1194,2373,8238,5335,1122,2849,9308,5968,874,3192,10044,5258,440,3063,8760,2527,114,2476,5119,363,17,1366,1747,27316,6845,24829,58998,10,111,8127,8252,271,1335,5551,7151,5237,4313,6771,16326,8877,2394,4529,15802,10314,2262,5566,18144,11786,1802,6141,19728,10872,969,5540,17381,5850,300,3866,10014,1134,51,1927,3115,54347,13548,48025,115923
CED237,0,16,4717,4731,102,283,5171,5560,3997,1756,6728,12477,8519,1064,3057,12643,6511,690,2577,9781,5841,446,2081,8362,4725,168,1221,6113,2398,47,681,3122,595,9,327,927,32689,4469,26554,63707,0,28,4363,4391,311,395,4288,4987,5777,1889,4789,12447,8682,981,2936,12601,6383,647,3158,10191,5603,401,3129,9130,4155,109,2566,6831,1610,36,1902,3543,249,4,899,1152,32769,4489,28016,65275,0,42,9079,9121,412,680,9456,10549,9769,3641,11513,24927,17199,2046,5989,25235,12890,1343,5731,19971,11445,849,5201,17492,8877,274,3788,12944,4010,74,2586,6666,846,15,1225,2080,65459,8961,54574,128988
CED238,0,33,3982,4020,42,532,2710,3289,1861,2153,3386,7406,3815,1349,1986,7155,4858,1161,2502,8521,5984,1019,2954,9950,6120,611,2427,9162,3121,160,1325,4606,737,23,530,1287,26540,7050,21803,55390,0,78,3583,3663,93,751,2144,2990,2485,2306,2756,7552,4399,1308,2094,7801,5210,1253,2761,9223,6249,962,3351,10567,5615,470,3136,9219,2424,109,2637,5160,331,15,1531,1876,26803,7250,23997,58046,3,116,7566,7684,134,1289,4859,6273,4338,4464,6144,14951,8212,2658,4085,14948,10067,2414,5265,17741,12236,1976,6303,20517,11739,1083,5568,18379,5544,263,3960,9768,1070,41,2055,3167,53343,14300,45791,113434
CED239,0,8,3184,3196,96,394,4932,5421,3192,4098,8354,15637,6414,2488,3387,12293,4932,1201,2676,8806,3670,665,2273,6612,2523,244,1404,4169,1830,67,752,2650,832,6,529,1366,23497,9169,27490,60160,4,21,2988,3019,274,583,4576,5431,4388,4425,7346,16166,6404,2244,3736,12386,4791,1105,3228,9120,3528,539,3047,7118,2378,199,2382,4967,1493,36,2180,3711,341,3,1632,1978,23604,9163,31124,63891,4,27,6182,6206,370,978,9506,10851,7582,8521,15697,31808,12823,4734,7125,24686,9719,2304,5901,17922,7203,1205,5318,13726,4905,449,3785,9137,3322,103,2932,6360,1177,4,2162,3347,47099,18331,58616,124043
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,0,83,5579,5666,153,1133,3984,5269,3754,3353,4672,11776,6219,1885,3272,11378,5780,1356,3063,10209,5588,840,2851,9285,4504,353,1990,6847,2301,91,967,3363,445,15,341,793,28737,9119,26727,64588,9,168,5365,5541,278,1569,3587,5431,4974,3574,4712,13264,6763,1782,3557,12102,5945,1334,3911,11186,5502,763,3536,9799,4088,248,2932,7271,1664,66,2043,3777,192,6,893,1091,29417,9511,30540,69474,8,254,10947,11206,428,2698,7573,10698,8728,6931,9387,25040,12978,3667,6835,23478,11727,2691,6974,21390,11095,1599,6391,19082,8593,604,4924,14121,3971,164,3012,7144,637,22,1234,1887,58159,18624,57270,134052
CED302,0,37,5022,5062,52,522,4091,4667,2798,2268,4083,9147,7349,1525,2126,11004,7253,1092,2203,10554,5612,640,1987,8232,4283,284,1459,6025,2402,84,844,3329,609,8,395,1018,30365,6469,22214,59045,0,60,4617,4678,119,724,3498,4342,3818,2530,3415,9767,8244,1466,2598,12303,7279,1012,3050,11340,5383,579,2968,8925,3902,209,2769,6875,1781,50,2249,4079,280,9,1295,1584,30802,6640,26455,63896,0,98,9640,9739,168,1248,7588,9005,6617,4795,7499,18914,15594,2989,4718,23303,14532,2105,5257,21891,10995,1217,4948,17165,8184,489,4230,12897,4184,131,3093,7406,890,20,1695,2604,61168,13101,48668,122933
CED303,0,46,4980,5031,64,500,3508,4075,2304,1907,3037,7252,5406,1382,1997,8782,6255,1188,2212,9656,6637,914,2069,9621,6034,453,1858,8348,3256,172,1051,4482,688,26,449,1159,30645,6593,21160,58403,3,63,4522,4596,116,689,2706,3507,3198,2055,2566,7819,6109,1454,2209,9772,6747,1204,2991,10936,6699,795,3226,10716,5617,377,3269,9257,2372,121,2529,5018,286,16,1187,1483,31138,6763,25207,63106,3,113,9511,9624,176,1186,6218,7580,5499,3964,5605,15069,11514,2831,4204,18551,13003,2389,5204,20595,13332,1706,5298,20338,11654,828,5124,17607,5630,291,3573,9500,970,41,1636,2644,61786,13356,46370,121512
