CED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED239,42,264,317,1595,192,63,17,5,0,2495,0,0,5,27,21,8,0,0,0,65,11,54,107,696,162,138,104,39,4,1310,0,0,6,98,33,42,62,37,56,345,0,0,3,8,14,8,5,3,0,43,0,8,11,204,74,69,41,32,20,455,4,29,33,200,52,30,17,3,0,365,0,3,41,232,69,31,20,16,0,408,4,41,67,441,117,149,56,35,10,924,0,0,10,147,11,10,10,3,0,182,4,24,34,238,68,17,14,3,0,405,0,41,21,472,461,456,216,142,20,1832,18,63,81,577,121,65,39,17,4,985,7,34,82,427,239,211,141,31,8,1177,0,0,9,40,13,12,5,10,0,84,0,0,14,67,10,10,0,0,0,97,41,259,309,2593,609,513,465,361,187,5343,323,595,716,2494,744,573,485,426,341,6698,9031,15455,18223,60519,19003,14656,9855,7085,4486,158319
CED294,0,0,3,9,5,0,0,0,0,22,0,0,0,4,0,0,0,0,0,4,0,6,3,24,11,3,0,0,0,46,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,5,10,7,3,0,0,26,0,3,0,9,3,0,0,0,0,12,0,0,5,12,8,9,0,0,0,28,0,0,0,14,8,4,0,0,0,33,0,0,3,16,0,0,0,0,0,15,0,0,6,8,0,0,0,0,0,13,0,0,0,8,3,3,4,0,0,25,3,6,4,18,9,0,0,0,0,36,0,0,6,13,5,10,3,0,0,38,0,0,0,5,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,5,3,18,32,105,31,18,17,3,3,233,146,300,363,1421,586,371,178,34,11,3416,414,730,1131,3553,1393,1074,613,152,29,9089
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,9,0,0,0,27,0,0,0,17,3,14,4,0,0,38
CED301,0,15,12,92,13,13,11,0,0,156,0,16,45,106,122,61,34,11,8,401,19,193,289,1025,411,170,100,32,9,2239,0,0,4,27,26,16,20,17,5,122,3,57,104,326,227,191,116,27,3,1060,0,11,23,93,81,162,152,101,23,644,3,20,4,50,32,27,7,0,0,150,0,47,123,382,212,147,71,35,6,1037,3,16,16,136,45,22,15,3,0,257,4,0,7,91,10,6,4,0,0,137,0,17,30,123,63,29,16,6,0,286,0,0,6,17,7,5,0,3,0,36,11,36,55,144,78,74,58,17,4,473,5,24,28,203,93,82,39,12,7,482,0,0,14,20,40,34,22,27,6,170,0,3,34,129,67,36,11,3,0,281,24,276,507,1552,536,419,306,145,31,3795,560,1475,1459,3057,1240,1084,855,601,275,10597,13158,28769,24493,53505,23248,20761,15418,8034,2551,189948
CED302,4,39,43,174,47,18,3,4,0,332,0,23,70,129,183,128,73,49,15,669,5,65,196,622,337,277,161,34,13,1708,0,4,6,85,40,37,52,29,12,267,0,4,8,34,20,25,18,11,0,113,0,35,32,139,144,137,132,102,36,753,3,38,67,129,92,61,40,12,0,449,12,201,325,784,529,300,125,63,14,2368,0,58,150,337,237,145,100,39,9,1073,11,81,99,637,151,103,75,14,0,1181,0,35,56,193,79,38,17,0,0,420,0,8,7,29,18,13,0,11,0,84,19,56,101,209,104,81,54,21,3,649,0,37,65,260,227,204,132,30,22,977,0,3,18,50,39,34,23,16,3,181,0,3,16,101,59,47,34,4,0,272,22,260,361,1468,747,679,487,296,97,4417,211,543,579,1517,668,560,464,405,284,5225,9464,22223,20084,44666,22957,18209,13766,8122,3392,162883
CED303,0,0,10,20,11,5,4,4,0,46,0,10,24,86,126,98,81,14,6,447,5,49,124,381,220,171,104,21,7,1081,0,5,9,48,29,35,59,34,9,221,0,9,9,16,17,18,10,4,0,79,0,31,71,138,222,298,268,199,80,1308,0,9,10,27,42,30,26,5,0,143,11,189,391,829,662,445,214,108,31,2881,0,4,15,60,34,44,26,20,4,210,5,10,15,80,34,23,24,9,0,179,3,28,33,147,59,38,14,0,0,330,0,0,0,13,5,10,0,0,0,40,9,45,64,136,85,99,95,31,8,574,0,11,16,70,46,24,26,10,0,206,0,24,28,55,66,51,54,35,10,315,0,7,12,80,83,109,45,15,3,358,14,102,159,719,508,530,586,317,175,3108,215,566,516,1188,724,792,756,523,281,5552,8182,20201,18287,35628,21779,21854,19053,10448,3799,159222
CED304,3,11,15,155,5,4,9,0,0,200,0,10,119,230,189,124,42,7,0,731,13,79,212,1055,168,123,73,21,4,1741,0,7,5,143,64,36,36,27,15,333,0,0,0,29,8,11,6,3,0,66,0,24,70,275,168,169,105,53,18,885,12,82,155,294,60,31,32,3,0,673,7,40,206,837,277,127,95,34,12,1640,4,25,62,268,57,60,39,14,15,539,7,34,105,530,104,47,31,8,0,866,8,37,160,711,93,30,18,4,0,1063,0,3,11,95,15,17,7,0,0,152,49,138,183,644,168,127,89,35,4,1439,7,44,219,345,133,74,55,20,3,900,0,3,26,71,44,43,24,7,0,228,0,0,41,162,59,34,26,0,0,325,78,336,797,4694,750,464,293,161,55,7641,235,422,1204,3978,1017,832,551,374,214,8822,7656,15498,28148,71507,23591,17525,11329,5728,2260,183255
CED305,4,11,11,44,6,4,3,0,0,81,0,13,43,69,80,49,13,6,0,268,14,165,227,746,361,175,97,26,4,1811,0,0,0,11,4,0,4,5,4,23,0,0,0,12,8,0,0,0,0,31,0,6,19,50,43,74,66,51,15,321,0,0,5,13,16,14,4,3,0,58,10,74,95,337,205,116,40,27,3,902,9,18,31,135,59,13,4,0,0,269,0,9,4,33,3,0,0,0,0,53,4,25,24,104,52,29,6,0,0,245,0,0,0,3,4,0,0,0,0,7,6,16,26,79,39,47,42,19,0,271,0,21,72,158,78,23,12,0,0,369,0,4,3,27,8,21,24,10,0,98,0,13,28,86,56,34,26,4,6,239,12,48,58,373,150,167,144,87,27,1066,576,1426,1919,5317,2467,2149,1213,712,306,16085,9683,21929,19058,42609,20684,20535,14710,7785,2798,159792
CED306,0,8,0,37,0,9,0,0,0,59,3,19,29,96,119,63,34,4,0,366,14,211,296,871,419,236,115,16,3,2177,0,6,6,41,15,12,16,10,0,97,0,5,3,14,11,7,8,0,0,54,0,7,14,65,57,123,113,46,18,436,5,5,0,27,21,9,5,0,0,81,23,124,222,567,350,227,75,14,7,1602,4,32,21,110,32,23,14,12,0,251,0,7,11,128,0,0,0,0,0,147,5,29,55,143,95,42,6,0,0,379,0,0,0,6,3,10,0,0,0,21,0,20,30,162,43,42,52,22,0,368,0,8,35,104,47,38,21,0,0,247,0,0,9,41,18,18,22,13,6,130,0,15,51,131,84,108,44,8,3,443,29,139,223,1008,291,301,249,163,43,2433,515,1393,1586,4207,2062,1939,1238,782,360,14081,8823,21126,19415,42498,21882,21489,15744,8200,2901,162083
CED307,0,6,0,34,4,3,0,0,0,56,0,12,42,144,207,119,54,14,4,596,3,93,174,587,326,215,120,23,5,1540,0,0,7,61,29,36,43,10,9,192,0,3,12,78,57,52,52,5,0,254,0,25,40,147,116,166,158,95,29,777,0,9,9,36,41,28,16,5,3,158,13,195,307,791,621,335,172,70,20,2520,0,9,18,81,53,52,50,21,9,291,0,9,9,66,10,9,9,3,0,117,0,31,81,159,63,24,5,3,0,370,0,0,0,4,5,6,0,0,0,15,10,48,67,159,92,71,55,29,9,548,0,11,13,58,39,30,17,7,0,179,0,14,30,54,55,46,41,14,8,262,0,8,32,117,108,76,48,13,0,402,13,176,216,951,503,456,320,176,62,2870,250,594,574,1391,688,504,459,292,117,4880,9316,23076,20178,41260,23443,18884,14324,7037,2050,159571
CED308,4,27,38,211,47,24,5,8,0,363,0,5,27,70,82,75,43,14,4,318,19,101,187,822,358,290,160,41,14,1986,0,3,11,73,43,62,78,34,14,319,0,7,7,57,49,43,27,8,0,202,4,32,56,163,197,250,256,197,58,1216,4,20,27,90,59,57,48,11,0,326,15,160,367,894,637,478,276,126,29,2980,0,20,21,88,43,45,38,14,8,279,8,25,26,228,46,31,40,5,0,414,11,44,75,298,127,60,24,3,0,649,4,5,8,46,46,44,25,20,7,205,12,88,80,217,99,112,100,44,8,756,3,18,72,208,96,30,27,9,0,460,0,9,21,64,58,60,80,42,18,356,0,7,33,169,85,72,41,9,3,417,27,277,451,1729,961,852,733,471,137,5643,595,1328,1340,3138,1402,1051,991,714,299,10846,11425,24777,23592,51502,25890,22742,19698,11420,3572,194617
CED309,0,0,4,44,3,6,3,0,0,71,5,7,12,70,148,80,57,12,4,389,6,65,59,336,129,114,61,16,5,793,0,12,10,72,31,21,44,21,8,217,0,0,3,8,12,4,5,0,0,40,7,37,46,136,146,215,228,163,56,1039,0,32,14,29,29,29,18,3,4,159,6,172,229,680,477,345,227,100,23,2256,0,10,7,55,27,18,15,8,6,139,0,7,3,88,3,3,0,0,0,111,4,46,33,162,116,43,17,0,0,436,0,0,0,9,0,0,9,0,0,21,23,85,100,295,137,138,128,55,14,978,0,21,21,95,40,19,6,0,0,199,0,24,11,76,56,61,63,38,17,350,0,9,21,107,109,135,55,23,4,451,23,175,136,896,478,484,442,317,119,3082,291,874,780,2222,1109,1004,945,701,404,8332,8470,21328,17638,39751,23223,22687,20379,11563,4424,169466
CED310,0,7,0,34,0,0,5,0,0,54,0,10,24,68,101,92,48,11,5,360,5,76,56,356,120,98,53,7,3,785,0,4,0,65,27,19,38,14,8,179,0,0,3,8,8,8,8,4,4,41,0,29,38,147,135,188,232,158,56,975,0,29,9,40,28,21,15,0,0,149,10,121,207,558,406,274,217,72,28,1898,0,5,8,55,23,19,15,7,7,143,0,9,18,107,7,3,0,0,0,147,3,25,34,150,75,29,5,6,0,320,0,0,5,19,8,5,6,0,0,46,23,65,91,255,118,125,141,63,13,882,0,27,22,118,26,14,9,0,0,217,0,11,31,67,55,55,51,46,9,318,0,0,31,95,80,66,55,22,4,352,21,144,157,832,419,418,446,343,132,2905,289,914,939,2207,1155,1153,1072,786,426,8943,8433,21112,19618,40301,22567,22349,20618,12565,4625,172185
CED311,0,21,0,53,3,0,0,0,0,83,0,14,20,87,81,49,27,0,0,276,7,199,233,631,326,197,122,15,3,1740,0,0,0,24,3,10,27,0,4,67,0,0,5,29,7,0,0,3,0,51,0,0,10,67,51,102,100,66,11,410,6,6,3,14,17,5,3,0,0,62,14,123,178,410,293,166,60,23,3,1270,3,21,19,65,22,11,7,0,0,144,0,5,6,39,4,4,0,0,0,54,0,25,30,166,61,21,6,0,0,316,0,0,0,5,0,0,3,0,0,12,0,35,18,82,49,69,62,19,3,341,0,9,18,68,25,15,9,0,0,141,0,0,6,17,15,25,19,13,3,91,0,7,22,80,74,43,25,9,0,256,9,55,111,572,246,233,224,124,33,1607,626,1634,1525,3968,2144,2210,1573,856,303,14844,9790,23063,17821,39357,21260,21947,15891,7513,2038,158677
CED312,6,75,92,220,31,15,19,4,0,467,0,10,35,126,150,105,60,25,13,532,4,127,211,827,412,294,140,51,18,2085,0,0,0,76,38,37,73,27,7,264,0,13,67,248,158,132,99,27,7,750,0,16,58,132,137,216,218,122,40,929,0,8,17,61,48,35,36,7,6,216,7,114,199,682,387,291,165,91,16,1941,0,16,33,153,60,45,45,25,4,382,10,20,19,244,50,57,61,14,8,480,0,41,56,276,57,40,14,0,0,482,0,7,11,89,52,25,15,4,0,200,6,50,47,183,64,81,55,20,0,508,4,23,57,230,126,73,46,16,8,580,0,0,3,38,42,48,44,37,5,229,0,6,28,126,91,66,38,17,3,378,39,261,514,1812,859,884,676,372,124,5543,793,1819,1584,3544,1372,961,736,545,223,11585,13717,28646,25433,55096,23981,19813,15722,8339,2600,193345
CED313,3,10,22,128,14,17,9,0,0,199,0,19,78,153,160,99,41,9,6,574,11,60,206,769,205,133,90,27,4,1507,0,6,6,134,42,39,32,11,12,283,0,0,4,21,15,10,12,0,0,63,6,28,51,315,167,164,121,51,25,922,9,62,103,291,67,33,23,7,0,593,3,51,196,878,300,168,67,27,3,1695,8,46,91,320,126,67,33,16,5,707,6,32,128,618,87,55,31,17,0,974,4,35,87,405,89,33,13,7,0,669,0,7,6,101,28,23,0,3,0,176,23,125,153,554,141,100,49,28,0,1179,5,75,174,414,282,166,131,50,19,1314,0,5,23,98,38,36,24,15,9,248,0,0,32,148,54,51,22,0,0,314,58,299,601,3852,837,598,401,260,98,7014,270,574,1280,3264,1008,766,562,365,249,8335,8639,17888,26733,65267,23415,16877,10749,5468,2557,177589
CED314,0,22,30,76,16,11,3,0,0,165,0,11,42,71,98,63,27,5,5,324,14,142,218,633,248,142,80,19,0,1485,0,0,0,10,3,12,5,10,6,55,0,0,5,15,5,5,0,5,0,33,3,9,8,43,37,72,93,99,25,393,15,24,27,96,34,36,10,0,0,237,3,50,157,320,204,169,86,48,13,1047,3,41,34,216,89,25,16,10,0,437,3,12,7,149,24,21,13,0,0,238,0,15,20,85,41,12,10,0,0,182,15,9,0,11,6,4,4,0,0,52,9,36,59,118,60,59,73,32,5,446,0,17,16,78,30,3,11,0,3,149,0,0,4,8,13,22,18,19,9,87,0,10,58,144,123,100,56,22,3,519,28,338,474,1015,360,278,180,131,37,2846,383,825,1018,2084,969,977,865,672,351,8136,9647,22272,20817,39985,19286,18567,16237,10039,4011,160864
CED315,5,11,17,52,7,4,3,0,0,105,0,33,134,228,188,109,65,14,0,770,10,102,293,661,367,251,137,29,0,1856,0,0,0,28,19,11,12,5,0,84,0,3,5,8,11,12,6,3,0,47,0,17,15,99,79,145,128,68,22,582,0,3,13,33,28,14,11,5,0,101,5,36,135,281,157,114,56,18,3,812,4,8,55,100,33,24,19,5,6,249,0,11,4,29,4,0,0,0,0,53,5,31,59,122,69,37,14,0,0,351,0,0,3,9,5,3,0,0,0,22,5,27,73,214,68,62,71,14,3,532,3,13,37,114,56,29,21,0,0,278,0,0,0,30,17,23,24,15,4,113,0,16,42,109,50,40,18,8,4,289,47,316,462,1029,438,380,273,181,48,3181,576,1365,2179,3858,1563,1227,799,478,195,12242,9934,22289,24097,45571,20722,18699,13640,6854,2255,164046
CED316,0,7,10,36,4,7,0,0,0,66,0,3,14,39,81,60,34,4,0,237,15,74,86,415,196,251,183,38,3,1248,0,0,0,8,8,15,33,19,6,92,0,0,0,40,4,6,0,0,0,55,0,10,12,52,63,142,257,192,49,772,0,4,3,22,26,9,16,5,0,82,14,65,75,202,182,172,107,59,23,896,7,22,17,72,27,28,19,9,3,212,0,7,21,183,3,0,5,0,0,222,3,29,39,169,83,41,4,5,0,372,0,7,0,15,19,11,4,3,0,62,6,25,26,100,42,64,87,34,11,398,0,18,13,90,41,36,12,0,0,219,0,5,10,16,17,36,38,44,8,176,0,8,11,35,53,36,20,4,0,172,18,102,74,504,253,340,417,331,99,2144,325,909,797,1934,1185,1437,1544,1191,477,9797,6828,18241,15232,30264,18440,22747,24875,15176,4750,156565
CED317,0,3,0,19,3,8,0,4,0,44,0,59,108,268,228,180,103,19,3,967,9,127,169,597,294,272,158,28,5,1651,0,0,5,11,3,7,22,5,4,63,0,3,3,67,13,22,13,6,0,127,0,0,7,50,53,75,116,65,7,374,0,0,0,13,17,9,7,4,0,47,13,60,55,260,109,99,55,29,0,675,5,16,12,68,15,16,22,7,0,148,4,3,10,134,0,0,0,0,0,154,0,40,60,231,92,37,16,3,0,471,3,0,0,7,0,3,0,0,0,19,0,25,25,117,58,72,100,35,11,453,0,7,3,57,18,23,9,0,0,116,0,0,4,19,18,25,16,12,0,102,3,9,33,91,60,59,26,7,0,285,14,84,125,1010,329,384,358,285,75,2664,762,2117,2002,4635,2434,2374,1868,1075,469,17732,9867,23578,19370,41306,21913,23300,18923,9939,3202,171402
CED318,0,9,7,45,4,3,0,0,0,68,17,192,315,648,509,354,209,37,9,2290,11,120,162,720,355,342,167,43,3,1926,0,8,0,77,39,27,56,7,3,227,0,3,10,48,15,20,24,4,4,120,0,13,27,131,128,200,159,93,29,787,0,14,13,44,45,32,21,7,3,183,5,42,109,310,202,116,83,31,4,902,0,8,13,83,36,51,34,21,3,246,0,7,12,192,26,13,5,4,0,252,6,57,72,343,157,70,29,7,0,743,6,0,0,25,14,9,0,5,0,62,11,35,49,277,101,121,132,59,9,796,0,33,52,171,90,31,18,9,0,399,0,3,6,60,26,55,36,14,6,219,0,3,22,49,52,48,22,9,0,200,34,181,288,1694,789,727,566,346,99,4714,742,1650,1935,5126,2288,2051,1468,710,247,16211,9905,23614,20314,47173,24948,22768,16808,7678,2404,175620
CED319,0,14,11,97,18,3,0,0,5,149,0,48,102,249,218,134,81,29,11,875,15,143,233,983,428,379,188,68,10,2447,0,3,0,78,34,36,51,20,23,238,0,9,13,61,58,69,39,13,6,262,4,12,26,181,142,113,111,86,35,699,6,29,33,93,60,25,19,7,4,283,8,49,98,516,205,112,61,34,4,1092,0,24,40,191,78,66,69,35,11,515,0,11,20,223,24,17,19,0,3,314,0,62,115,252,88,49,8,3,0,575,0,0,5,28,9,3,0,0,0,48,11,42,82,265,75,65,47,18,3,617,0,25,38,148,95,75,40,23,7,453,0,8,6,51,38,25,16,13,4,169,0,3,19,89,41,21,24,0,0,202,26,213,299,1734,558,438,294,196,77,3842,264,497,671,1930,675,567,487,436,444,5972,9628,18667,18999,50471,21268,17038,12996,8286,4206,161558
CED320,0,0,0,20,4,0,3,0,0,40,0,25,62,146,124,142,86,17,6,607,13,130,175,664,297,241,152,52,10,1726,0,0,3,39,13,23,43,18,9,145,0,23,43,123,91,73,48,25,0,427,0,12,16,88,97,171,216,161,43,809,0,3,5,21,33,28,15,4,0,114,0,77,153,439,278,223,156,90,16,1433,3,3,9,67,23,21,19,9,0,166,4,8,36,507,15,3,13,0,0,584,4,19,53,223,85,29,9,3,0,428,0,4,0,9,10,4,5,4,0,28,5,39,56,140,85,103,95,24,5,538,3,9,22,89,70,34,15,3,0,245,0,3,21,28,43,37,52,40,9,233,0,6,28,101,51,63,33,6,0,298,6,113,166,710,395,368,425,250,88,2523,492,1236,1122,2497,1159,1078,1057,742,329,9716,10948,25133,22427,46139,23135,22253,21392,11724,3434,186589
CED321,0,7,0,26,3,6,0,0,0,39,0,9,14,42,62,52,17,4,4,202,19,152,192,556,275,171,93,25,0,1473,0,3,0,11,7,4,17,9,0,50,0,0,0,3,0,0,0,0,0,7,0,0,6,27,21,67,85,44,15,265,0,4,7,9,13,5,5,0,0,42,11,48,61,205,129,94,54,15,6,622,0,3,7,32,9,5,4,4,0,61,4,5,13,174,4,5,4,0,0,203,0,10,19,48,32,18,8,0,0,121,0,0,0,0,0,0,0,0,0,5,3,6,15,59,43,59,50,25,10,274,3,22,26,128,12,5,3,0,0,201,0,0,3,12,9,10,4,14,0,54,0,4,10,38,29,30,24,12,0,156,3,26,72,548,133,192,170,143,40,1328,587,1684,1499,3441,1868,2194,1861,1209,516,14858,8500,20063,16068,33113,18996,21498,19090,10596,3494,151422
CED322,0,4,6,28,4,3,0,0,0,49,0,10,18,58,99,62,30,12,0,289,6,47,77,400,182,185,84,37,7,1029,0,3,5,83,38,36,78,37,28,318,0,0,4,9,13,9,10,11,0,49,0,30,31,154,121,177,178,151,60,896,4,24,16,55,38,37,35,6,0,214,11,158,226,704,467,325,239,78,30,2236,0,7,33,51,23,22,34,16,4,181,5,23,33,151,69,28,25,11,0,355,6,46,63,177,80,42,13,3,0,434,0,0,6,15,26,14,10,3,0,82,16,100,108,351,131,137,109,40,9,1009,0,22,16,88,35,45,15,6,0,236,0,21,22,81,81,34,44,31,17,338,0,0,9,81,51,32,29,14,4,212,20,168,227,1430,553,442,508,355,154,3859,312,799,812,2316,1042,838,776,613,427,7939,8463,20434,18968,43599,22205,19163,16819,9752,4200,163608
CED323,0,10,33,87,15,13,6,0,0,164,0,10,42,65,127,85,41,9,0,377,9,81,205,939,342,273,178,37,12,2084,0,3,9,111,44,62,111,50,24,412,0,0,5,23,13,17,7,6,5,74,0,15,30,170,104,188,227,171,40,958,3,35,41,111,48,63,48,14,7,360,3,70,200,640,299,286,195,103,19,1817,0,19,36,111,28,37,35,26,6,301,17,29,76,445,114,78,68,23,3,851,11,72,71,425,136,60,31,4,0,808,0,4,3,54,39,32,30,16,0,171,16,84,107,371,110,138,106,45,12,1000,7,41,112,230,109,65,40,10,4,616,0,10,17,74,50,40,51,34,10,282,0,0,28,77,41,36,42,9,0,230,34,232,488,2754,826,851,838,564,229,6814,392,982,1494,4255,1626,1685,1459,1091,622,13607,7800,17221,22252,52827,23688,22277,19614,12122,4339,182143
CED324,16,132,132,591,87,45,23,3,0,1035,0,16,99,172,183,159,106,39,30,807,11,88,232,1102,313,237,171,39,16,2209,0,0,5,80,27,38,42,29,26,241,0,11,17,66,47,54,36,14,0,247,0,10,22,89,93,109,97,81,46,543,8,56,61,231,93,56,54,25,0,588,8,66,138,505,226,172,129,47,8,1306,12,34,93,372,121,121,80,36,16,887,48,145,260,2315,495,486,520,140,14,4422,11,45,61,250,75,36,24,0,0,505,0,6,5,46,21,15,7,3,3,98,29,103,92,261,114,66,56,35,4,758,8,63,231,756,571,529,342,112,45,2664,0,6,16,19,21,16,19,23,0,133,0,6,35,162,62,63,45,0,4,377,54,536,819,2660,980,840,622,326,123,6953,331,639,835,2218,719,610,502,338,202,6389,9770,20388,22545,54356,20700,17061,13096,7405,3157,168476
CED325,4,68,45,248,37,20,13,4,0,437,0,21,59,150,116,68,35,13,3,463,13,160,335,1099,570,380,173,54,19,2796,0,0,3,70,38,59,76,26,17,292,7,112,203,596,461,488,220,75,12,2182,0,28,33,135,125,171,160,101,33,784,3,32,50,132,65,57,62,12,0,415,9,91,220,627,372,271,147,60,16,1803,3,73,136,592,302,291,165,63,20,1637,5,32,16,302,67,67,67,8,0,576,3,26,42,226,85,39,14,7,0,435,0,4,0,23,14,10,5,4,0,64,18,69,90,208,96,65,59,25,5,631,32,298,680,3109,2257,1890,1161,343,150,9927,0,7,8,40,33,42,27,29,5,192,0,10,55,222,98,82,38,16,4,529,105,869,1474,3523,1504,1038,692,398,113,9708,606,1366,1039,2614,892,718,539,298,134,8198,13496,27932,24439,56259,23804,18939,13004,6448,2191,186519
CED326,0,9,9,103,30,15,0,3,0,169,4,34,76,180,174,115,77,14,10,684,8,217,368,1149,711,454,206,56,7,3173,0,0,0,59,23,30,48,22,7,200,0,21,69,186,143,142,100,24,3,693,0,36,65,125,168,187,242,195,77,1106,6,25,37,75,49,47,23,10,0,264,17,207,326,822,535,311,189,64,18,2486,0,31,29,213,79,90,66,40,12,555,6,10,14,129,15,9,13,0,0,200,10,45,52,189,61,41,16,0,0,423,0,5,0,25,12,11,0,0,0,48,11,71,83,181,89,85,88,23,3,640,0,19,26,101,76,39,34,11,3,312,0,15,19,67,47,48,55,37,17,315,0,12,42,205,98,95,35,11,5,504,13,267,320,1366,678,505,440,320,122,4042,382,886,771,2113,988,812,779,675,424,7819,11565,25125,21100,49356,24082,20450,18267,10971,4380,185285
