CED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,16,0,0,0,0,0,3,3,0,0,0,0,0,7,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,16,0,0,0,0,0,3,3,0,0,0,0,0,9,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CED301,2489,611,68,28,2577,469,6243,1937,1027,158,67,2350,627,6163,3377,3767,911,439,3583,1397,13473,2729,4240,1304,612,2769,1094,12739,2623,3764,1073,449,2551,824,11277,2178,3142,1029,540,2711,595,10192,1211,1832,1024,721,2306,442,7534,500,728,462,372,1379,333,3769,139,133,76,53,447,141,991,17180,19249,6093,3271,20676,5921,72392,2482,779,140,58,2149,444,6050,1462,1567,422,388,1768,428,6038,1856,4425,2119,2458,2583,902,14344,1184,4052,2677,2465,1784,781,12944,1354,4228,2251,1620,1850,671,11972,1187,3193,2053,1556,2071,509,10573,554,1722,1491,1605,2067,446,7885,396,703,630,639,1458,443,4265,157,203,111,71,737,290,1565,10626,20875,11890,10860,16466,4907,75623,4976,1401,201,82,4725,911,12294,3399,2594,586,454,4115,1057,12202,5233,8195,3028,2899,6167,2302,27817,3917,8289,3977,3080,4551,1876,25687,3975,7989,3323,2065,4406,1494,23248,3363,6339,3085,2091,4783,1100,20761,1764,3550,2512,2326,4377,888,15418,895,1428,1095,1015,2841,769,8034,292,341,181,118
CED302,2690,426,26,8,2010,166,5323,1978,806,93,33,1913,261,5092,2882,2856,580,253,2771,502,9841,2816,4504,1333,443,2095,481,11680,2849,4374,1199,394,1922,436,11171,2185,3199,916,359,1792,325,8766,1215,2007,882,414,1691,253,6468,545,963,449,255,1240,206,3659,170,213,113,62,562,142,1254,17330,19344,5592,2212,15991,2776,63250,2619,534,45,17,1576,175,4962,1700,1208,207,74,1337,177,4705,1974,3507,1294,1203,1938,436,10352,1310,4243,2936,2330,1568,413,12793,1383,4463,2649,1615,1328,354,11785,1187,3333,1908,1220,1491,302,9443,576,1843,1693,1251,1675,270,7302,422,893,786,650,1425,292,4463,241,336,170,101,1029,262,2137,11406,20356,11696,8459,13361,2675,67952,5311,957,70,29,3584,342,10283,3683,2013,302,109,3248,442,9801,4858,6360,1874,1458,4706,945,20196,4125,8743,4271,2770,3665,895,24475,4232,8833,3847,2012,3241,791,22957,3370,6534,2832,1576,3279,625,18209,1790,3844,2577,1658,3370,529,13766,963,1855,1235,906,2664,500,8122,410,544,283,162
CED303,2573,413,19,11,2092,176,5284,1749,639,84,39,1683,192,4389,2347,2395,517,220,1940,378,7799,2453,3537,997,352,1614,380,9328,2753,3891,1038,364,1823,467,10332,2550,3678,1094,454,2211,435,10419,1607,2712,1327,709,2301,427,9086,729,1168,720,420,1554,343,4929,176,242,118,84,614,246,1478,16931,18678,5914,2648,15824,3038,63039,2455,522,50,13,1607,185,4822,1427,924,191,118,986,157,3793,1377,2768,1298,1274,1228,343,8289,1066,3569,2337,1889,982,376,10219,1392,4578,2445,1424,1215,387,11445,1412,4001,2477,1469,1703,371,11433,710,2429,2269,1845,2304,406,9969,494,1030,985,851,1713,444,5521,225,259,140,99,1037,550,2316,10550,20085,12199,8981,12769,3217,67810,5024,929,74,19,3699,360,10104,3178,1568,273,157,2667,348,8185,3725,5168,1820,1490,3166,717,16086,3521,7103,3338,2237,2596,756,19550,4144,8469,3486,1789,3038,854,21779,3961,7675,3571,1926,3916,804,21854,2315,5148,3596,2557,4604,836,19053,1215,2199,1706,1270,3264,788,10448,401,504,264,185
CED304,2213,446,21,15,1660,168,4520,3052,1762,199,100,3116,535,8767,6702,6231,943,273,5803,1540,21493,3946,5300,1273,455,2797,952,14725,3288,4584,1042,349,1972,701,11928,2361,3256,807,286,1642,511,8867,1116,1808,640,256,1434,336,5594,450,695,315,133,894,198,2679,108,128,54,28,399,90,805,23230,24207,5294,1899,19712,5029,79376,2391,648,56,21,1452,178,4746,3382,2975,417,151,2598,602,10119,5599,7577,1700,1013,4297,1294,21481,2299,4716,2433,1915,1717,726,13807,1872,4611,2287,1319,1139,432,11663,1448,3290,1643,782,1086,412,8659,643,1653,1227,755,1187,284,5743,316,668,539,383,944,206,3051,187,217,113,54,740,151,1462,18136,26338,10411,6391,15158,4286,80722,4599,1095,81,40,3114,345,9264,6430,4730,616,248,5716,1137,18888,12303,13806,2644,1289,10096,2834,42976,6240,10017,3710,2364,4514,1680,28528,5161,9194,3329,1665,3115,1134,23591,3804,6547,2454,1065,2731,925,17525,1759,3456,1864,1015,2619,620,11329,762,1358,852,518,1837,395,5728,294,343,165,82
CED305,2118,415,39,28,2011,537,5152,1364,762,112,56,1658,824,4777,2521,2702,625,287,2713,2208,11057,2300,3186,882,411,2089,1911,10791,2352,3054,793,396,2288,1782,10665,2165,2893,962,477,2629,1386,10509,1153,1925,1001,627,2240,701,7647,466,727,395,365,1396,344,3692,149,153,68,84,507,171,1125,14591,15816,4878,2731,17527,9867,65405,1974,551,84,41,1551,436,4638,1102,1254,266,208,1130,523,4488,1371,3023,1553,1808,1707,1077,10538,894,3360,2037,1874,1177,893,10230,1092,3567,1822,1289,1381,868,10017,983,3017,1996,1478,1774,777,10028,472,1385,1475,1503,1720,515,7059,361,648,561,683,1436,397,4095,178,188,108,99,854,247,1671,8434,16995,9904,8974,12730,5733,62777,4095,968,124,70,3563,972,9791,2470,2012,379,258,2791,1354,9265,3896,5725,2182,2090,4415,3289,21592,3200,6547,2924,2289,3264,2799,21016,3447,6620,2618,1683,3672,2649,20684,3147,5910,2961,1952,4398,2164,20535,1622,3305,2472,2131,3957,1217,14710,829,1380,955,1045,2836,743,7785,327,336,172,179
CED306,2115,414,30,19,1947,446,4962,1531,717,95,52,1928,658,4979,2559,2670,524,251,3043,1729,10768,2453,3204,813,390,2082,1566,10502,2626,3324,848,375,2412,1448,11038,2402,3174,912,472,2778,1263,11001,1255,2027,989,593,2505,746,8111,536,769,449,359,1419,456,3993,125,127,74,67,542,179,1116,15600,16428,4730,2582,18660,8478,66477,2050,538,63,22,1599,389,4662,1295,1227,265,175,1303,547,4806,1571,3065,1323,1576,2020,1184,10736,1046,3380,2086,1803,1241,926,10492,1272,3960,2007,1233,1482,890,10844,1080,3273,2002,1420,1932,777,10487,528,1528,1510,1571,1936,566,7634,333,632,589,722,1465,469,4206,154,214,117,97,928,279,1790,9318,17816,9961,8620,13911,6034,65652,4160,951,97,42,3550,834,9628,2825,1939,361,226,3232,1206,9791,4126,5739,1852,1818,5064,2912,21502,3494,6586,2899,2200,3326,2488,20995,3902,7287,2855,1607,3895,2342,21882,3482,6449,2918,1893,4709,2040,21489,1776,3554,2499,2166,4442,1310,15744,869,1399,1036,1084,2883,927,8200,282,343,188,162
CED307,2838,445,26,13,2088,216,5629,1930,716,91,54,1843,210,4845,2772,2878,656,258,2289,493,9354,2596,4217,1284,502,1603,447,10656,2857,4636,1245,455,1782,439,11415,2118,3464,1118,461,1695,330,9173,1133,2143,1083,594,1631,243,6831,509,815,500,312,1046,169,3352,116,109,52,41,356,87,759,16876,19420,6058,2695,14331,2635,62007,2720,621,58,20,1664,182,5253,1662,1117,246,122,1127,172,4451,1672,3304,1483,1387,1382,405,9642,1136,4091,2708,2282,1009,395,11618,1504,4778,2585,1644,1150,366,12030,1143,3477,2098,1386,1350,267,9712,595,1772,1716,1523,1626,260,7489,337,706,634,574,1201,228,3688,162,174,85,44,649,180,1294,10933,20041,11611,8976,11158,2452,65170,5555,1069,85,32,3752,396,10879,3590,1836,333,180,2965,384,9291,4446,6186,2144,1647,3675,894,18992,3734,8308,3991,2784,2612,842,22267,4361,9412,3831,2096,2934,811,23443,3259,6944,3212,1839,3039,595,18884,1730,3911,2803,2116,3261,504,14324,853,1520,1139,892,2242,395,7037,276,281,139,89
CED308,2440,434,35,18,2540,352,5814,2084,900,114,49,2498,444,6094,3459,3226,692,290,3766,1061,12486,2957,4045,1094,527,2762,888,12278,3119,4103,1049,480,2723,823,12294,2651,3331,951,464,2855,528,10781,1630,2619,1105,528,2745,507,9132,809,1200,640,337,2153,367,5513,170,179,106,64,751,137,1404,19312,20035,5785,2764,22794,5115,75799,2388,645,76,25,2131,403,5662,1864,1459,323,197,1737,431,6020,2072,4113,1748,1877,2612,1020,13435,1362,4185,2600,2416,1938,791,13300,1739,4812,2555,1659,2065,770,13598,1450,3894,2239,1448,2327,590,11953,885,2511,2172,1578,2874,544,10567,496,1058,908,780,2213,452,5907,224,195,115,105,1216,306,2167,12486,22875,12751,10097,19116,5295,82615,4828,1082,109,45,4664,750,11476,3947,2360,443,250,4243,871,12115,5531,7334,2441,2170,6376,2077,25931,4317,8227,3700,2946,4700,1680,25579,4860,8911,3600,2143,4785,1594,25890,4104,7225,3194,1912,5182,1120,22742,2517,5125,3285,2111,5621,1053,19698,1312,2265,1547,1123,4365,817,11420,396,372,221,173
CED309,2359,334,23,5,1927,252,4903,1442,657,82,45,1404,281,3907,2507,2562,546,228,2225,625,8691,2369,3761,1132,447,1769,760,10244,2680,4126,1207,463,1847,737,11063,2428,3625,1215,546,2141,551,10503,1638,3036,1506,792,2279,510,9755,770,1350,727,445,1738,374,5407,225,270,152,120,789,224,1766,16405,19722,6585,3094,16115,4312,66237,2268,472,45,17,1620,237,4660,1383,1082,242,126,1068,263,4174,1691,3029,1343,1368,1520,603,9547,1168,3670,2529,2295,1013,597,11275,1489,4763,2626,1478,1246,567,12160,1582,4227,2519,1515,1783,548,12182,824,2767,2470,1866,2207,491,10623,503,1221,1031,954,1998,460,6158,220,323,163,157,1359,434,2657,11132,21550,12966,9768,13814,4205,73430,4632,803,66,23,3546,489,9563,2826,1736,323,161,2472,551,8079,4197,5592,1884,1601,3746,1222,18233,3532,7433,3662,2743,2783,1359,21515,4170,8888,3836,1936,3090,1303,23223,4010,7861,3734,2056,3923,1099,22687,2463,5805,3970,2656,4487,1001,20379,1272,2572,1760,1397,3740,835,11563,441,586,310,283
CED310,2453,400,29,17,2036,284,5219,1660,761,92,37,1662,303,4509,2728,2569,549,221,2511,715,9292,2409,3547,1054,431,1695,662,9797,2663,3842,1126,478,1938,683,10726,2358,3557,1166,535,2186,605,10397,1672,2987,1426,720,2290,537,9632,848,1488,852,487,1872,381,5937,248,295,152,125,917,224,1954,17035,19434,6444,3046,17106,4397,67469,2601,566,57,23,1661,306,5209,1592,1208,260,140,1190,289,4680,1797,3279,1426,1474,1621,629,10218,1161,3639,2367,2194,1081,557,10997,1459,4466,2531,1536,1299,547,11840,1388,4091,2490,1533,1887,562,11950,852,2816,2497,1939,2315,558,10980,545,1246,1229,1044,2066,493,6629,295,309,198,172,1334,361,2670,11693,21611,13061,10065,14438,4309,75169,5050,966,86,44,3693,594,10432,3253,1966,352,177,2850,590,9190,4523,5846,1978,1694,4128,1343,19509,3563,7186,3417,2625,2773,1219,20791,4124,8301,3661,2012,3232,1235,22567,3744,7647,3654,2074,4072,1166,22349,2527,5796,3926,2660,4604,1094,20618,1400,2732,2083,1528,3937,877,12565,540,603,349,297
CED311,2035,436,67,24,1923,508,4998,1258,736,132,53,1544,524,4245,2323,2512,598,318,2465,1184,9404,2322,3060,885,485,1972,1261,9989,2563,3227,898,469,2321,1290,10772,2346,3136,1066,641,2999,1268,11457,1280,1957,1016,815,2583,877,8534,515,674,414,415,1405,483,3902,113,116,64,69,403,139,894,14745,15860,5137,3286,17620,7530,64189,1898,642,85,37,1461,463,4587,894,1064,326,309,1017,377,3984,1131,2764,1451,1992,1538,927,9803,869,3077,2072,2154,1112,876,10161,1109,3643,1930,1518,1416,873,10489,982,2942,2151,1778,1785,842,10491,513,1384,1395,1671,1730,670,7355,275,549,500,670,1167,452,3610,106,131,70,83,527,235,1144,7779,16201,9983,10216,11755,5710,61637,3932,1076,152,64,3390,973,9586,2154,1804,458,370,2554,895,8235,3454,5279,2048,2311,4011,2105,19206,3194,6139,2957,2639,3086,2139,20150,3671,6866,2829,1986,3739,2163,21260,3323,6084,3224,2418,4790,2116,21947,1788,3338,2414,2486,4312,1551,15891,790,1231,908,1084,2570,931,7513,215,248,133,148
CED312,2546,577,44,20,2726,467,6380,2161,999,130,57,2586,513,6443,3607,3620,825,400,4252,1148,13860,3023,4321,1210,517,2871,972,12912,2836,3730,1017,474,2765,804,11630,2201,2903,905,434,2501,555,9498,1175,1858,897,552,2509,399,7399,519,772,465,292,1550,294,3893,116,123,52,48,550,132,1019,18185,18903,5549,2803,22315,5279,73033,2541,787,100,39,2161,434,6055,1698,1627,450,306,1933,533,6554,1946,4258,2027,2423,2873,1160,14690,1281,4202,2667,2600,1964,925,13628,1416,4257,2322,1600,2033,714,12348,1143,3171,1955,1362,2130,540,10311,692,1721,1634,1381,2431,476,8328,397,777,615,517,1713,428,4451,141,159,75,69,857,285,1580,11263,20961,11832,10293,18085,5501,77938,5089,1360,142,56,4888,897,12431,3860,2630,584,363,4515,1041,12994,5556,7878,2844,2830,7132,2309,28548,4299,8522,3877,3119,4831,1895,26542,4250,7989,3342,2080,4798,1522,23981,3342,6076,2862,1793,4630,1097,19813,1864,3581,2527,1933,4932,875,15722,919,1546,1075,810,3264,725,8339,261,279,125,114
CED313,2429,425,49,23,1785,231,4932,2697,1635,215,76,2776,443,7842,5631,5528,798,263,4687,1212,18115,3653,5362,1370,472,2342,798,13981,3043,4642,1115,377,1687,588,11453,2162,3040,822,285,1516,450,8280,1049,1612,630,223,1303,332,5163,391,613,297,136,828,189,2460,122,143,53,39,487,91,941,21173,23001,5349,1898,17407,4328,73167,2486,616,62,17,1403,269,4853,3052,2712,426,136,2235,542,9102,4720,6819,1665,1105,3392,1090,18785,2152,5097,2688,2208,1554,675,14378,1741,4704,2511,1376,1140,484,11958,1273,3429,1585,818,1129,371,8597,589,1630,1183,706,1192,296,5588,283,654,508,353,969,234,3008,171,238,94,73,826,214,1617,16464,25890,10715,6788,13850,4183,77893,4918,1042,103,36,3191,499,9789,5751,4342,642,207,5011,993,16943,10350,12346,2461,1365,8081,2303,36909,5804,10455,4053,2679,3895,1469,28360,4785,9349,3629,1754,2833,1071,23415,3435,6467,2408,1105,2649,818,16877,1637,3246,1814,928,2498,625,10749,676,1273,805,496,1797,422,5468,297,380,143,119
CED314,2332,469,37,23,2314,330,5511,1714,941,124,49,1867,340,5041,2779,2946,633,267,2734,741,10089,2261,3126,907,394,1958,556,9200,2348,3217,752,311,1954,586,9171,2118,2913,806,360,2068,524,8788,1284,2168,989,594,2126,455,7614,663,1046,614,395,1495,310,4523,187,205,118,86,739,155,1488,15681,17031,4984,2477,17264,3995,61427,2375,670,79,32,1813,279,5256,1355,1355,350,236,1378,335,5012,1590,3369,1546,1812,1806,574,10696,998,3255,2120,1872,1275,484,10000,1236,3860,1968,1271,1353,443,10120,1115,3312,1955,1284,1663,455,9780,626,1990,1833,1711,1997,462,8625,461,936,878,932,1881,417,5513,252,293,182,167,1342,283,2520,10006,19041,10916,9317,14497,3739,67519,4711,1140,120,59,4129,611,10764,3070,2298,476,283,3241,678,10048,4371,6312,2174,2081,4537,1311,20788,3261,6382,3023,2265,3231,1037,19201,3575,7081,2721,1580,3301,1023,19286,3236,6220,2757,1641,3735,983,18567,1907,4160,2824,2303,4120,921,16237,1118,1985,1493,1327,3378,730,10039,438,501,303,253
CED315,2134,476,37,22,2265,503,5443,1880,1110,132,65,2599,1055,6838,3089,3361,677,310,3260,1364,12071,2261,3415,937,468,2167,1098,10340,2333,3266,825,386,2296,981,10089,1957,2816,850,465,2331,728,9148,1032,1816,867,491,2054,467,6724,420,652,391,271,1176,258,3167,109,99,67,45,413,93,815,15233,17005,4781,2518,18557,6551,64641,2311,645,89,38,2107,422,5604,1724,1692,371,211,1703,509,6215,2034,3857,1511,1492,2179,1004,12089,1286,3782,2095,1701,1390,811,11068,1403,3785,1874,1135,1712,713,10631,1173,3148,1689,1106,1873,552,9552,573,1591,1297,1178,1875,396,6913,372,593,558,553,1335,278,3685,158,186,120,54,733,189,1439,11032,19277,9607,7475,14914,4879,67191,4443,1121,127,61,4371,926,11045,3601,2801,502,282,4300,1559,13050,5129,7223,2195,1799,5446,2369,24159,3550,7195,3034,2171,3557,1911,21406,3742,7048,2698,1524,4009,1696,20722,3132,5969,2540,1568,4208,1282,18699,1605,3405,2167,1671,3925,870,13640,789,1242,950,820,2510,535,6854,272,287,178,92
CED316,1835,346,42,14,1773,298,4305,1125,589,87,55,1338,246,3446,1817,1853,478,232,2152,587,7126,1672,2368,664,367,1571,560,7192,2019,2702,814,424,2040,698,8690,2161,3095,1127,648,2829,711,10573,1700,3151,1723,1116,3636,759,12084,939,1476,943,716,2782,589,7449,232,230,149,121,961,251,1947,13502,15811,6030,3691,19085,4705,62821,1772,468,56,32,1461,268,4055,869,864,228,175,1051,239,3420,1047,2246,1107,1248,1530,539,7711,792,2709,1683,1498,1056,493,8228,1164,3518,1784,1234,1507,548,9748,1303,3609,2370,1891,2337,665,12182,841,2630,2697,2541,3320,752,12792,580,1209,1128,1221,2816,767,7726,278,299,174,163,1495,393,2804,8652,17554,11219,10009,16570,4665,68668,3605,819,94,42,3237,570,8366,1993,1451,310,236,2391,483,6872,2866,4098,1578,1484,3688,1128,14845,2466,5080,2348,1865,2623,1049,15424,3181,6219,2591,1655,3545,1247,18440,3462,6703,3501,2542,5162,1376,22747,2546,5786,4424,3657,6962,1515,24875,1527,2688,2071,1940,5594,1356,15176,514,532,324,284
CED317,2169,498,49,45,2019,766,5544,1410,685,112,77,1715,774,4772,2658,2560,576,288,2848,1833,10764,2178,2787,800,472,2018,1532,9781,2518,3014,852,524,2468,1492,10871,2469,3220,1187,707,2989,1318,11886,1533,2296,1225,916,2900,1020,9883,570,925,633,570,1745,634,5082,162,178,98,88,640,246,1420,15670,16169,5525,3683,19341,9623,70006,1973,608,93,50,1537,609,4866,1041,1010,295,221,1116,504,4187,1532,2914,1381,1632,1853,1185,10496,1068,3126,1827,1871,1267,1096,10263,1258,3640,2048,1413,1589,1092,11044,1234,3325,2178,1767,1953,953,11413,656,1793,1728,1991,2057,820,9039,362,768,740,896,1528,565,4856,146,195,133,115,866,331,1779,9272,17369,10429,9955,13778,7152,67947,4140,1105,141,88,3561,1376,10406,2449,1693,407,294,2835,1278,8964,4191,5482,1953,1921,4700,3017,21265,3246,5913,2629,2348,3284,2628,20046,3784,6656,2902,1933,4057,2579,21913,3704,6546,3366,2474,4944,2269,23300,2192,4088,2950,2906,4959,1842,18923,932,1687,1376,1461,3274,1198,9939,308,372,233,206
CED318,2099,451,67,49,2108,582,5350,1445,756,113,75,1806,694,4887,2836,2597,571,332,3207,1674,11227,2624,3383,1017,516,2385,1287,11208,2900,3804,1099,530,2582,1358,12269,2483,3430,1070,549,2716,1174,11413,1444,2289,1049,561,2420,892,8650,534,760,397,289,1441,440,3861,129,137,56,51,477,142,1000,16504,17603,5437,2942,19139,8246,69870,2142,613,91,55,1789,522,5202,1313,1168,218,195,1367,608,4869,2257,3473,1263,1332,2466,1471,12259,1608,3852,2127,1896,1878,1118,12483,1829,4447,2206,1343,1809,1047,12680,1583,3764,1890,1124,2032,960,11355,790,1979,1473,1201,2025,686,8157,324,696,511,533,1337,432,3821,134,171,81,69,749,200,1405,11975,20167,9853,7746,15449,7036,72233,4241,1069,150,99,3894,1101,10551,2761,1926,336,266,3168,1305,9760,5098,6071,1835,1663,5678,3143,23487,4228,7239,3142,2416,4264,2402,23692,4733,8249,3306,1871,4388,2404,24948,4062,7193,2957,1678,4753,2130,22768,2235,4265,2521,1766,4445,1580,16808,859,1450,906,816,2773,871,7678,260,311,138,117
CED319,2118,352,36,16,1701,189,4416,1834,942,102,49,1892,298,5112,3741,4012,770,286,3116,754,12686,2919,4664,1398,484,2088,620,12178,2589,4085,1078,368,1836,467,10425,1977,2914,849,329,1842,338,8247,1023,1904,783,371,1738,280,6100,517,890,430,246,1208,231,3524,187,242,100,82,653,176,1442,16903,20013,5550,2238,16073,3355,64136,2118,486,56,16,1374,130,4180,1773,1533,265,117,1340,264,5288,2640,4784,1642,1327,2211,626,13225,1516,4375,2647,2066,1305,471,12377,1510,4280,2225,1217,1293,323,10842,1254,3074,1705,985,1480,290,8787,627,1817,1446,1032,1700,271,6893,469,983,773,647,1577,317,4768,321,360,190,144,1311,443,2760,12224,21691,10944,7538,13590,3136,69132,4234,839,89,37,3078,324,8595,3604,2472,362,172,3228,563,10404,6390,8799,2408,1614,5320,1381,25909,4435,9042,4054,2547,3392,1088,24560,4097,8362,3304,1583,3124,792,21268,3230,5992,2558,1310,3322,628,17038,1651,3720,2229,1395,3441,559,12996,990,1873,1199,890,2786,548,8286,507,598,289,224
