CED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
CED101,8,33,94,544,407,357,218,84,38,1774,0,0,0,5,7,7,5,11,5,30,0,0,0,23,10,6,8,0,0,42,17,101,133,918,496,487,401,273,124,2945,119,348,350,940,352,351,294,283,259,3288,4196,9222,9690,22757,10912,10613,7934,4901,2801,83028,0,0,0,12,6,0,0,0,0,22,8372,16647,14695,20624,10110,8420,6149,3775,2269,91050,5,23,82,500,85,39,16,0,0,753,0,0,0,96,52,107,43,20,10,344,3,18,19,283,43,28,14,0,0,418,0,0,7,32,22,20,9,6,0,94,3,9,12,70,35,28,9,10,6,182,0,8,11,96,64,65,61,31,4,336,35,326,749,5357,2634,3549,2151,889,474,16161,0,3,0,59,46,118,160,188,55,625,4,50,87,402,189,286,294,186,69,1561,17,98,79,422,355,416,397,305,118,2203,0,10,48,268,187,178,114,57,15,877,0,6,13,50,26,21,11,5,3,130
CED102,10,48,186,651,360,319,182,66,24,1845,0,0,0,14,0,3,0,3,0,22,0,0,7,15,5,10,0,0,0,45,43,190,247,2195,639,705,633,480,168,5301,176,344,469,1561,476,377,313,241,116,4074,4725,8572,10323,30972,11368,9928,7618,5043,2581,91139,0,0,0,23,8,0,3,0,0,40,9036,14977,13622,23096,10009,6136,3346,1804,1091,83119,9,55,213,1316,201,73,25,0,0,1906,0,0,6,86,32,60,43,28,12,276,10,28,125,1446,87,58,21,5,3,1778,0,0,24,45,23,33,12,3,3,149,0,3,18,125,39,15,16,10,3,223,3,11,19,169,88,77,104,47,8,536,49,300,1215,6772,2307,3426,2185,920,537,17708,0,0,3,51,34,88,117,143,60,486,0,21,24,206,124,222,293,215,111,1224,13,72,66,794,445,404,265,203,66,2336,0,11,26,276,176,189,128,56,18,875,0,9,5,140,42,32,13,11,4,267
CED103,8,20,148,398,173,153,95,30,11,1030,0,0,0,8,10,10,9,13,3,46,0,0,22,39,12,8,7,0,0,89,32,221,209,1446,505,464,367,252,117,3605,147,301,330,1197,323,283,227,226,181,3222,5160,10682,10536,32643,11904,11054,8296,4725,2710,97697,0,3,9,149,66,62,50,15,0,359,9590,16944,14413,20061,8837,7514,5242,3390,2197,88189,6,43,168,540,64,24,17,0,0,863,0,0,0,38,20,25,23,13,0,118,3,25,29,355,41,11,5,0,0,472,0,0,9,39,29,17,13,8,0,113,6,10,22,154,55,39,30,11,3,324,0,0,6,69,45,37,55,20,0,236,82,872,1609,12350,3362,3868,2642,967,491,26243,0,0,0,42,40,60,79,84,29,337,5,52,12,164,48,84,82,77,41,571,23,155,196,769,591,611,480,343,139,3309,0,8,19,167,126,114,85,56,14,588,0,17,19,149,41,19,19,4,4,282
CED104,3,10,14,122,103,75,40,13,4,375,0,3,4,9,13,12,11,9,7,71,0,3,4,26,40,23,6,4,0,109,7,109,115,529,437,401,276,207,85,2172,65,169,148,366,198,178,163,173,136,1581,3436,10329,9188,16797,11646,10343,8158,4987,2491,77373,0,0,0,45,43,30,33,9,3,162,6687,18567,15623,16625,11832,10139,7801,5180,2397,94860,0,11,9,70,45,23,21,9,0,192,0,0,0,6,17,12,0,4,0,43,0,5,8,65,24,10,8,0,3,119,0,3,0,18,25,10,10,0,0,61,3,27,17,77,75,58,40,14,6,325,0,5,3,25,47,38,36,25,5,181,31,488,366,3823,1648,1474,1134,421,169,9555,0,0,0,18,27,53,27,33,22,176,0,7,6,43,28,62,56,48,20,268,20,319,442,795,1130,1265,1051,784,322,6123,0,3,10,85,93,95,77,41,13,409,0,12,21,56,38,33,10,9,5,190
CED105,21,137,564,2489,1886,1911,1128,345,189,8675,0,0,0,0,0,0,3,5,0,10,0,0,8,13,8,4,3,0,0,38,36,319,416,1576,722,594,454,308,153,4573,432,916,853,2058,724,648,486,267,191,6581,6475,12339,12715,26898,10644,10018,7073,3818,2114,92095,14,174,403,1433,417,200,70,24,6,2749,11990,20305,16372,18200,4814,3567,2887,1699,1152,80982,8,64,147,1227,169,80,22,5,0,1732,0,4,7,78,54,81,45,28,10,297,0,14,11,98,18,8,0,0,0,151,0,0,7,67,98,105,85,40,10,425,0,4,3,22,13,9,0,0,0,60,3,6,0,35,40,51,53,47,3,239,23,135,884,4678,2258,2484,1189,543,279,12476,0,0,7,23,26,60,138,162,43,453,10,84,82,358,126,148,153,99,45,1094,0,29,25,93,70,145,159,136,57,712,0,25,43,263,200,191,160,43,9,938,0,0,3,24,6,10,14,10,0,69
CED106,0,7,36,212,147,59,46,13,3,526,0,0,8,11,24,22,10,13,7,97,0,3,9,37,37,37,24,3,0,155,16,190,144,826,522,380,302,259,159,2793,83,188,196,506,248,200,220,205,243,2078,3896,11779,10016,21360,13038,10103,8284,5737,3309,87529,0,0,0,20,9,18,8,4,0,67,7459,18403,14494,13995,10067,8214,6438,5463,3106,87633,0,6,12,83,21,13,9,3,0,148,0,0,0,12,0,4,4,3,0,32,0,17,14,183,52,24,4,3,0,300,0,0,3,18,14,4,0,0,0,52,10,35,49,115,125,88,46,30,4,507,0,3,3,34,40,30,32,29,0,177,90,1270,1143,7709,3070,2517,2058,801,283,18940,0,3,3,18,17,34,48,37,19,178,0,6,9,43,14,27,54,36,22,206,53,606,806,978,1493,1378,869,786,434,7398,0,0,9,55,57,46,34,25,5,244,5,16,14,110,59,33,24,19,9,292
CED107,0,0,9,56,16,12,5,0,0,100,0,0,0,3,7,15,11,6,5,51,0,7,9,39,14,19,5,0,0,97,9,34,42,222,99,111,130,78,40,759,256,700,529,1312,739,742,707,499,292,5768,4798,11097,9107,20040,10681,11069,9504,5684,2522,84502,0,5,3,21,0,5,0,0,0,27,9380,20857,17188,32762,17424,17851,14934,8291,3051,141740,0,12,3,80,7,7,4,0,0,116,0,0,0,6,3,8,3,5,0,35,0,0,3,18,4,0,0,5,0,31,0,6,0,20,4,6,0,0,0,44,3,3,16,75,52,32,12,7,0,201,0,0,0,33,4,10,11,3,0,65,5,10,21,154,84,58,64,32,4,441,0,0,0,4,5,39,35,21,8,109,0,3,3,14,0,4,7,5,0,42,3,48,91,332,399,786,793,625,218,3300,0,7,12,55,38,35,18,8,0,172,0,3,5,56,9,13,20,11,0,115
CED108,0,3,14,136,87,91,57,13,7,407,0,0,0,0,0,3,0,3,0,16,6,8,13,41,12,11,3,0,0,87,17,261,458,1496,798,653,512,295,205,4701,466,1061,787,2057,680,519,450,270,233,6527,7669,15124,12702,31920,11663,10097,7547,3582,1634,101944,10,94,207,773,243,173,86,25,8,1625,14419,24097,16876,21509,8380,6585,4611,2310,705,99496,10,147,96,1146,279,179,67,12,0,1930,0,3,0,73,49,75,51,27,3,292,0,7,4,48,6,10,0,0,0,77,0,3,12,53,29,21,14,6,0,129,0,5,8,34,15,8,5,3,0,89,0,0,4,58,68,62,82,33,23,335,4,35,87,782,363,422,266,104,46,2105,0,0,0,51,49,94,125,111,32,456,3,50,147,257,149,195,194,116,36,1137,0,60,55,226,259,519,465,323,117,2020,3,97,297,1784,1176,912,476,225,35,5011,0,0,5,13,6,15,3,7,9,55
CED109,0,0,12,100,86,57,35,13,6,307,0,4,0,21,11,7,6,7,3,71,0,0,3,15,6,4,3,0,0,35,3,81,88,948,511,459,437,268,99,2889,140,259,238,796,354,273,275,283,191,2802,3941,8346,8280,19291,10660,9639,8028,5506,3133,76813,0,0,0,10,0,6,0,0,0,10,7801,15802,14959,25831,14265,12088,9241,5664,3204,108854,0,4,5,60,25,15,11,0,0,132,0,0,0,73,43,67,35,20,8,242,0,19,25,535,56,45,15,5,0,705,0,3,11,36,15,7,13,3,4,95,4,4,13,143,66,52,27,14,0,324,0,5,4,87,85,65,58,45,4,359,9,81,140,1081,563,902,434,181,147,3535,0,0,0,45,36,81,102,105,37,404,0,22,29,245,141,254,319,220,83,1311,36,197,182,1092,765,788,668,565,246,4551,0,3,0,95,70,83,38,25,7,324,0,14,13,88,36,28,20,17,4,216
CED110,0,0,5,61,13,14,7,0,0,96,0,0,8,12,13,26,22,16,7,90,0,0,9,12,10,10,18,9,0,61,12,78,102,344,200,193,186,143,54,1304,229,614,522,1202,650,793,799,672,394,5869,3976,9934,8543,17750,10877,12940,12455,7896,3654,88020,0,8,12,15,7,0,0,0,0,45,7493,17832,15190,27134,16337,19237,18737,10641,4327,136935,0,0,4,10,3,0,0,0,0,21,0,0,0,0,4,7,4,0,0,19,0,3,0,57,9,4,0,4,0,83,0,0,4,10,0,0,0,0,0,26,0,16,8,120,52,68,61,27,10,357,0,0,0,14,26,6,21,4,0,74,5,8,16,147,86,77,32,11,8,393,0,0,0,3,0,12,22,21,11,79,0,5,8,15,11,9,20,15,3,91,12,128,144,525,708,1195,1493,1328,517,6051,5,0,6,46,43,43,24,9,4,192,7,7,9,50,32,23,39,20,8,181
CED111,5,24,78,147,68,71,46,20,6,459,0,4,4,17,19,36,34,17,3,134,0,4,4,25,10,9,8,0,0,56,19,161,208,745,383,387,400,310,185,2799,132,353,478,880,334,332,328,297,182,3329,4240,9101,11091,20946,10403,10070,8121,5338,2798,82109,0,3,9,15,8,6,3,0,0,40,8295,16613,18797,30528,14993,13498,9390,5234,2331,119693,0,5,32,140,0,4,3,0,0,193,0,0,0,79,30,65,37,31,11,259,0,11,12,113,25,9,5,0,0,181,0,4,6,12,6,8,0,0,0,26,10,34,36,202,88,52,29,9,0,457,0,0,12,55,96,62,86,66,14,388,5,56,220,864,207,197,106,44,24,1723,0,0,0,90,74,127,132,148,57,641,7,15,9,24,14,16,32,13,16,143,10,205,269,851,849,1282,1085,819,296,5662,0,0,9,64,31,32,26,16,7,186,0,3,13,63,26,29,20,12,8,182
CED112,0,7,10,61,23,12,9,0,0,125,0,6,0,23,18,16,20,23,4,115,0,4,9,35,16,13,3,7,0,87,4,32,47,299,203,205,237,174,66,1263,202,470,430,956,469,436,492,474,385,4321,4765,10279,9341,20043,10622,10472,9392,6007,3055,83974,0,0,0,11,0,0,0,0,0,14,9290,19542,17175,31204,15912,14965,12712,7255,3246,131304,0,4,0,51,3,5,0,0,0,63,0,0,0,6,3,4,3,3,0,28,0,4,4,96,17,6,3,4,0,131,0,3,0,20,8,3,3,0,0,40,0,17,17,100,35,41,26,13,0,246,0,0,5,16,34,33,36,30,0,155,0,18,26,191,125,157,134,36,7,696,0,0,0,8,20,31,36,29,9,136,0,6,4,19,11,26,41,34,18,159,17,151,244,845,845,1291,1295,1054,407,6144,0,4,14,83,47,43,26,6,0,223,0,0,5,42,23,29,15,12,5,125
CED113,0,4,5,36,25,10,3,4,0,87,0,0,0,6,9,22,15,12,4,66,0,6,6,25,14,19,12,0,0,77,6,28,42,365,189,228,240,154,80,1339,220,488,432,1175,645,759,671,416,227,5025,4422,9391,7747,19485,11208,11771,9670,4968,2059,80724,0,0,3,9,4,0,0,0,0,19,8282,17928,14295,29315,17386,17843,14084,6541,2225,127896,0,13,11,154,12,3,4,0,0,194,0,0,0,17,4,13,7,6,3,53,0,0,4,61,16,4,4,4,0,88,0,0,0,15,7,0,6,6,0,30,4,18,21,100,66,57,64,18,3,348,0,0,0,25,22,18,20,14,0,106,3,13,22,193,87,55,33,14,4,412,0,0,6,12,15,64,74,79,19,274,0,12,0,38,11,7,16,8,0,92,15,101,146,546,712,1283,1350,816,233,5198,3,0,22,109,50,24,29,5,0,239,0,10,15,54,25,38,23,12,4,179
CED114,0,5,11,42,16,10,5,0,0,79,0,0,5,8,9,7,15,8,3,49,0,6,9,26,17,13,4,0,0,68,6,60,84,405,174,163,109,111,32,1151,330,778,680,1547,802,963,850,671,302,6921,4999,10636,9414,20219,10668,11837,10314,6419,2840,87339,0,10,14,17,18,8,0,0,0,69,9414,19282,16461,29500,16737,18689,16393,9025,3449,138948,0,7,0,71,18,0,3,0,0,103,0,0,0,0,0,4,7,3,0,11,0,4,0,28,3,3,0,0,0,40,0,3,3,11,5,0,0,0,0,20,3,5,8,37,26,31,13,5,0,123,0,3,3,24,5,11,8,0,0,54,4,15,19,173,98,53,28,7,4,398,0,0,0,0,6,12,18,22,5,68,0,3,0,20,0,3,6,9,0,47,4,39,94,275,304,631,648,528,156,2675,5,20,40,124,78,62,28,8,0,364,0,0,5,32,10,8,9,5,0,69
CED115,39,321,923,4595,3629,3023,1861,605,333,15328,0,0,0,4,0,0,6,0,0,16,0,0,12,29,8,5,0,0,0,61,47,329,440,1617,1029,1158,1109,585,247,6557,320,686,664,1650,629,561,428,233,120,5289,4692,10234,11729,23897,11419,11205,8327,4171,2157,87839,9,14,47,189,33,22,9,0,0,326,8712,16111,15383,15503,4207,3920,2362,1112,482,67784,6,17,22,379,41,33,21,4,0,514,0,6,19,281,168,287,188,89,31,1071,0,0,5,26,3,11,10,0,0,50,12,86,278,1496,1190,1297,850,352,146,5708,0,9,9,28,9,10,8,0,0,68,0,3,20,141,190,210,267,157,36,1036,8,50,118,833,509,769,551,295,328,3464,0,0,5,260,206,359,507,386,178,1893,9,37,41,158,49,78,87,70,29,554,4,30,18,78,86,197,183,114,57,771,5,51,82,653,294,351,184,81,27,1723,0,0,6,23,16,11,10,7,4,74
CED116,0,3,5,46,30,3,10,0,0,99,0,0,0,10,14,23,38,35,16,135,0,0,4,11,5,12,7,3,0,40,6,31,37,210,153,213,270,198,66,1191,211,533,453,1085,597,781,772,588,303,5319,3797,8660,7180,16224,9742,13064,13508,7629,3249,83053,0,0,0,3,0,0,0,0,0,4,7373,16082,13468,26237,15106,19214,19478,9955,3694,130609,0,3,0,28,4,4,0,0,0,42,0,0,0,4,4,8,3,5,0,23,0,0,0,53,8,11,6,3,0,76,0,0,3,14,4,0,4,0,0,26,4,14,11,101,50,59,54,25,0,311,0,0,0,28,20,26,38,15,8,133,0,17,23,120,87,68,54,19,11,404,0,0,0,11,15,42,102,92,33,290,0,0,0,10,4,18,37,17,3,100,13,102,132,532,703,1692,2123,1666,532,7499,0,3,4,36,20,25,17,11,4,123,4,4,5,27,13,38,23,19,8,141
CED117,5,25,95,428,219,226,181,43,35,1246,0,0,0,33,15,19,13,9,0,91,0,0,6,8,17,11,5,3,0,50,17,65,121,1292,482,420,464,335,144,3344,122,195,345,1169,367,266,240,159,123,2989,3758,7196,7651,28129,11119,8206,6183,3361,1612,77216,0,0,0,17,3,7,0,0,0,26,7224,12920,11739,33090,13025,8940,5699,2136,696,95463,0,13,20,143,27,13,5,0,0,226,0,0,0,43,11,26,15,4,3,105,6,12,43,425,43,33,12,0,0,580,0,4,3,32,15,14,20,10,0,85,5,28,25,289,128,68,45,12,0,596,0,3,3,124,68,30,39,22,8,306,7,76,237,1463,449,682,396,172,101,3583,4,0,0,25,35,42,38,46,19,214,0,0,4,38,13,28,58,39,20,207,46,328,331,2571,1717,1217,778,326,87,7404,0,0,9,129,75,66,68,23,8,379,5,8,31,316,69,48,30,11,0,516
CED118,0,11,16,156,70,51,39,8,0,357,0,0,0,12,4,5,7,0,0,30,0,11,28,60,28,15,0,0,0,145,23,267,319,1163,538,482,350,207,75,3438,245,512,462,1379,425,330,266,182,87,3887,7133,14846,11728,33687,12170,9269,6909,3205,1214,100159,0,23,65,575,187,186,105,31,3,1169,13519,23836,16145,23156,10191,6796,4611,2159,744,101159,0,71,85,699,228,169,73,10,0,1347,0,4,3,58,36,68,40,12,8,233,0,6,5,96,14,21,3,0,0,149,0,0,3,21,17,13,8,4,0,67,10,17,32,78,33,12,15,4,0,202,0,8,7,66,80,53,65,36,7,319,19,98,184,1909,651,821,521,199,56,4459,0,0,3,49,52,92,111,87,31,426,0,71,86,271,80,115,149,89,21,879,15,171,176,593,479,540,465,314,102,2854,4,41,122,858,528,489,295,129,25,2487,0,7,3,37,14,25,15,10,4,115
CED119,5,10,27,191,139,82,45,9,4,508,0,0,3,19,17,16,17,10,0,82,0,0,4,23,7,7,0,0,0,53,14,77,105,723,412,374,263,193,64,2225,90,179,157,480,200,150,194,195,138,1786,4583,10168,8713,19467,10865,9197,7110,4182,1965,76248,0,0,0,3,0,0,0,0,0,9,8955,19390,16511,27445,14854,11614,8901,4895,1978,114535,0,4,16,143,76,61,19,6,0,325,0,0,0,46,25,43,13,7,6,142,3,8,8,194,37,22,6,4,0,289,0,0,6,31,15,15,3,9,0,84,4,19,11,109,58,38,21,11,0,272,0,3,7,62,62,54,44,33,4,268,0,56,60,828,327,422,287,98,38,2114,0,0,0,28,26,61,50,63,16,236,0,57,67,270,158,199,157,81,20,1008,16,210,216,988,887,972,725,621,219,4851,0,21,19,238,166,141,104,43,8,737,3,11,5,78,33,24,13,9,0,179
CED120,0,5,5,59,35,16,15,0,0,135,0,0,0,13,19,19,16,6,5,86,0,0,11,41,15,17,8,0,0,97,4,31,62,389,268,256,241,124,47,1426,186,475,383,986,458,498,491,362,243,4088,5721,11682,9891,22172,11358,10609,8722,4576,1927,86665,0,0,0,43,13,3,6,0,0,65,11397,22567,18677,35861,17800,15529,11823,5901,2052,141604,0,9,15,78,21,7,7,0,0,141,0,0,0,43,15,15,10,0,0,90,0,3,0,61,3,4,0,0,0,71,0,0,0,49,20,4,10,3,0,97,4,12,15,55,46,26,17,12,0,196,0,0,6,59,51,78,45,20,0,265,3,21,39,225,121,99,56,24,0,590,0,0,0,32,16,86,87,43,14,280,0,3,9,37,19,24,39,28,0,166,4,84,115,595,798,1285,1304,888,250,5319,0,6,21,186,105,40,30,10,0,407,0,0,10,19,26,14,25,8,0,104
CED121,0,4,10,78,23,0,0,0,0,117,0,0,3,14,8,16,12,16,7,78,0,0,9,40,10,14,8,0,0,86,0,23,45,207,126,129,132,112,40,818,192,425,410,941,447,463,498,389,223,3997,5127,10951,9659,21554,10845,10935,9803,5792,2715,87384,0,3,3,11,0,0,0,0,0,22,10085,21071,18535,36815,18013,17762,15105,8278,3396,149063,0,5,5,66,5,0,0,0,0,88,0,0,0,13,3,9,7,0,0,39,0,0,5,25,4,3,4,0,0,38,0,0,0,26,12,12,9,6,0,64,3,8,11,60,36,26,33,11,3,188,0,0,0,16,5,9,7,6,0,53,0,10,25,166,89,49,35,23,4,403,0,0,5,3,7,10,27,15,6,77,0,0,3,14,0,11,23,5,4,64,7,65,98,430,518,883,937,737,229,3912,0,0,8,66,44,32,29,11,0,190,0,0,3,20,11,15,10,11,5,76
CED122,3,13,116,278,118,63,66,18,10,689,0,5,3,78,20,24,6,6,3,143,0,0,4,22,19,14,9,3,0,73,31,196,297,2612,866,784,842,585,219,6443,185,345,599,1661,442,375,366,263,185,4411,4652,8721,11324,32536,11517,9249,7276,4845,2288,92410,0,0,3,25,8,5,5,3,0,45,8753,15051,14811,25697,11351,8572,5457,3252,1500,94444,8,42,89,577,229,175,58,9,0,1188,0,0,0,51,24,39,35,21,3,180,11,28,202,2345,119,54,31,14,0,2803,0,5,25,43,22,17,20,0,3,136,13,35,32,287,104,50,29,7,0,559,3,20,20,292,115,118,154,88,19,838,10,112,1573,3766,642,904,568,298,181,8047,0,0,0,45,27,39,75,122,39,347,0,12,12,59,44,81,196,244,105,759,62,278,416,3664,1340,917,596,382,120,7773,0,8,27,160,99,137,80,34,11,553,18,162,121,782,258,72,37,15,4,1473
CED123,0,13,8,129,50,20,17,4,0,248,0,0,0,6,14,16,23,12,3,69,0,6,22,57,31,11,4,6,0,123,14,107,177,839,417,358,326,204,84,2518,326,676,631,1606,547,419,418,383,338,5349,6584,12875,12001,29065,11657,9834,7746,3877,1577,95216,0,11,37,197,62,29,19,11,0,363,12926,23290,20214,38110,15335,11756,8217,3414,1100,134364,5,33,18,305,68,29,21,5,0,485,0,0,0,42,16,32,23,19,6,141,0,3,7,53,4,6,4,0,0,80,0,6,10,49,21,13,10,0,0,113,4,10,0,40,37,32,17,6,0,146,0,0,0,41,35,44,38,28,3,191,0,32,69,573,256,223,173,63,18,1409,0,0,0,44,50,112,110,91,26,429,0,18,48,152,70,87,113,49,14,544,6,79,138,608,719,1265,1149,770,190,4920,5,21,95,495,275,224,129,47,12,1304,0,4,5,31,8,21,11,11,0,85
CED124,0,5,3,30,11,7,3,0,0,56,0,3,0,11,8,8,14,21,3,68,0,0,0,16,14,8,12,0,0,47,4,17,13,109,90,138,148,121,31,671,170,544,396,951,584,760,877,685,307,5289,3408,8718,6908,14343,9690,12861,13331,7914,3295,80459,0,0,0,0,0,0,0,0,0,0,6447,16467,13115,23236,15660,20129,20967,11767,4245,132040,0,0,0,17,5,0,0,0,0,31,0,0,0,4,0,0,0,0,0,3,0,0,5,35,5,8,3,0,0,49,0,4,0,9,7,0,3,0,0,25,3,12,3,66,32,54,40,13,3,224,0,0,0,14,11,6,14,4,0,53,0,8,8,53,33,42,34,14,6,196,0,0,0,5,6,22,14,24,3,75,0,3,5,19,6,8,18,19,0,76,6,61,71,283,495,1072,1550,1226,368,5133,0,6,0,17,15,22,16,3,0,83,3,7,3,27,11,28,20,16,7,119
CED125,0,15,39,341,117,101,67,9,11,693,0,0,0,9,10,15,15,6,0,65,0,5,40,112,33,13,3,5,0,213,21,187,225,1357,784,756,550,258,73,4213,347,740,595,1505,510,430,375,245,122,4875,8307,15039,12525,32992,11729,10863,8136,3517,1104,104213,0,6,44,211,66,51,23,8,4,408,16043,26484,19774,34742,11892,10304,7555,2975,796,130554,15,191,243,2609,676,332,119,15,0,4196,0,4,5,169,64,73,44,15,0,387,0,4,5,72,12,10,9,0,0,112,0,13,19,203,102,68,64,17,5,479,5,14,10,61,25,14,6,0,0,142,0,7,13,200,218,204,197,127,12,974,6,60,76,705,298,373,262,75,26,1883,0,3,3,111,34,124,128,111,12,527,9,74,65,354,122,133,132,54,18,958,15,122,119,481,527,989,973,618,164,4000,0,49,117,1287,690,583,305,99,28,3148,0,4,3,32,19,18,16,13,0,107
CED126,0,3,13,72,52,27,16,0,0,194,0,10,4,31,44,26,15,10,11,159,0,0,0,28,24,20,11,4,0,91,18,83,103,924,550,438,348,253,123,2847,94,232,223,573,314,284,241,287,219,2469,3917,9785,8557,17612,12007,10156,8328,6012,3058,79420,0,0,0,7,7,7,9,0,0,24,7661,17975,14944,20937,14303,12088,9760,6722,3042,107435,0,0,0,35,12,3,0,0,0,58,0,0,0,30,20,36,30,14,0,128,5,41,80,1239,160,49,16,5,0,1589,0,0,0,14,11,6,3,0,0,32,6,28,37,200,158,133,50,38,7,650,0,0,9,66,34,30,24,30,4,206,4,56,129,666,470,465,230,130,71,2208,0,0,0,54,34,96,137,122,50,497,0,0,4,19,10,28,62,68,18,214,49,572,731,2148,2340,2067,1540,1313,486,11242,0,0,0,46,40,28,39,22,3,179,3,27,39,189,113,55,41,25,0,497
CED127,0,10,17,66,30,17,10,3,0,142,0,0,0,7,9,20,29,16,5,80,0,0,0,9,7,5,0,0,0,25,0,28,42,285,253,260,261,172,60,1365,109,294,247,623,347,331,320,288,219,2777,3913,8934,7918,17063,10441,10309,8759,4791,1872,74011,0,0,0,15,4,6,0,0,0,24,7749,17329,15413,27457,15691,14537,11597,5613,1843,117229,0,0,0,21,3,5,3,0,0,36,0,0,0,12,0,8,6,3,0,28,0,0,5,44,13,14,8,0,0,78,0,0,4,23,10,6,6,0,0,56,0,7,14,69,68,57,44,16,0,281,0,0,3,34,45,36,36,18,8,167,0,15,31,186,107,97,71,35,6,556,0,0,4,6,24,49,49,34,4,162,0,6,0,0,4,19,36,14,3,85,4,111,160,680,992,1604,1560,1027,284,6437,0,0,3,66,29,35,34,7,7,185,0,11,0,52,31,37,38,15,14,205
