CED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED234,236,4931,172,5343,318,5153,217,5683,638,9069,510,10218,1150,9468,429,11052,1938,8852,413,11196,1940,7802,305,10045,1095,6331,264,7694,724,4677,260,5658,281,1906,205,2391,8324,58187,2779,69291,221,4452,143,4818,372,4515,197,5085,798,9091,500,10392,1777,9967,455,12194,2927,8912,378,12220,2943,7860,337,11134,1694,7094,312,9097,879,5650,370,6895,200,2852,327,3383,11801,60392,3019,75208,457,9383,319,10157,696,9665,412,10771,1438,18163,1010,20607,2924,19440,884,23247,4861,17758,795,23420,4881,15664,641,21181,2783,13427,581,16789,1601,10324,631,12559,486,4762,533,5775,20123,118576,5798,144504
CED235,169,3342,346,3852,233,2827,228,3287,563,6351,495,7410,891,6092,600,7582,1210,6677,606,8496,1692,7880,671,10239,1362,8438,706,10509,689,4372,512,5567,148,1225,246,1618,6969,47199,4403,58569,257,3206,333,3798,283,2612,193,3084,965,6544,573,8088,1509,6071,599,8175,2181,6483,566,9232,2855,7760,657,11269,1847,8329,720,10893,723,4497,591,5811,102,1958,317,2375,10725,47458,4536,62717,428,6550,677,7650,523,5432,419,6375,1534,12899,1070,15497,2403,12160,1200,15754,3398,13160,1170,17726,4545,15638,1322,21510,3208,16769,1428,21404,1410,8868,1099,11374,246,3179,563,3987,17693,94656,8939,121284
CED236,217,4203,493,4919,280,3659,376,4317,653,7505,892,9049,939,6779,780,8498,1399,7641,832,9868,1605,8334,832,10768,1192,7918,764,9871,631,4483,596,5707,143,1391,246,1784,7047,51917,5809,64777,276,3609,414,4293,338,3330,312,3977,1104,7455,751,9310,1653,6649,719,9023,2410,6970,701,10082,2611,7722,736,11072,1793,7407,709,9904,664,4550,671,5888,112,2129,454,2694,10969,49820,5456,66241,493,7810,908,9207,616,6990,683,8291,1756,14961,1644,18361,2593,13427,1497,17517,3809,14614,1528,19953,4215,16051,1571,21840,2985,15326,1467,19778,1298,9034,1265,11593,250,3524,706,4479,18013,101735,11264,131014
CED237,212,4484,298,4988,348,5201,413,5961,911,11486,883,13284,1383,11175,734,13294,1476,8305,525,10304,1390,6942,408,8739,835,5275,318,6427,450,2713,261,3422,131,864,166,1160,7147,56432,4013,67589,266,4102,248,4611,422,4631,307,5358,1291,11117,752,13158,2049,10426,652,13132,2479,7652,470,10603,2259,6864,381,9501,1228,5604,369,7206,435,3233,358,4030,68,1371,323,1762,10492,55006,3854,69353,477,8585,547,9602,768,9830,722,11325,2206,22607,1632,26442,3433,21602,1386,26426,3959,15957,995,20910,3651,13803,781,18236,2066,10879,687,13637,885,5947,619,7448,203,2234,491,2925,17636,111443,7869,136944
CED238,199,3848,441,4488,201,3210,308,3713,589,7053,838,8478,882,6490,849,8215,1359,7415,907,9679,1860,8496,841,11192,1309,8507,836,10653,582,4270,554,5409,150,1317,242,1708,7122,50597,5812,63535,244,3482,385,4123,287,2854,214,3364,961,6785,535,8280,1514,6441,602,8556,2338,7078,600,10016,3055,7997,663,11711,1818,7986,689,10494,705,4643,577,5927,121,2294,425,2849,11048,49559,4704,65309,443,7336,828,8601,490,6062,525,7078,1550,13839,1374,16759,2394,12930,1449,16776,3698,14493,1511,19697,4915,16489,1503,22905,3131,16490,1527,21143,1285,8908,1130,11334,264,3614,675,4556,18175,100159,10513,128845
CED239,195,2997,174,3359,298,5158,361,5821,971,14847,1012,16831,1237,11216,681,13140,1626,7292,452,9371,1369,5401,327,7099,655,3612,257,4524,370,2348,236,2957,192,1346,171,1711,6914,54215,3676,64803,212,2824,154,3197,389,5150,304,5846,1397,15129,913,17440,1777,10776,559,13111,2588,6658,387,9634,2131,5141,291,7560,1018,4057,261,5333,542,3299,285,4127,138,2330,312,2776,10198,55360,3471,69028,401,5818,331,6556,686,10317,670,11671,2366,29972,1928,34271,3020,21991,1239,26247,4218,13950,839,19003,3499,10543,617,14656,1670,7666,524,9855,910,5648,524,7085,333,3669,483,4486,17114,109577,7144,133834
CED294,6,130,97,234,26,199,127,345,46,506,391,939,56,422,524,1008,81,366,467,912,57,290,295,644,36,225,132,392,5,61,30,90,0,4,6,15,316,2202,2062,4576,12,127,91,229,34,195,92,321,79,485,310,878,82,304,346,730,81,220,181,479,79,229,118,429,23,133,62,224,5,47,7,58,0,13,9,19,394,1754,1219,3373,22,255,187,459,56,392,215,671,128,991,698,1819,136,731,871,1736,157,586,645,1393,139,520,416,1074,60,353,199,613,12,102,37,152,6,17,13,29,714,3955,3282,7946
CED297,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,3,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,11,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,6,9,14,0,0,0,4,0,0,0,0,0,0,0,0,0,13,27,38
CED301,330,5430,488,6243,351,5183,635,6163,824,11234,1413,13473,1354,10271,1117,12739,1448,9009,824,11277,1453,8130,611,10192,994,6091,455,7534,451,2997,326,3769,99,744,148,991,7304,59088,6006,72392,368,5221,456,6050,432,5172,436,6038,1638,11770,937,14344,2234,9906,805,12944,2528,8738,699,11972,2446,7605,521,10573,1343,6084,458,7885,476,3355,438,4265,54,1214,295,1565,11519,59072,5039,75623,692,10652,943,12294,782,10354,1066,12202,2464,23003,2349,27817,3589,20179,1924,25687,3982,17748,1522,23248,3898,15736,1134,20761,2334,12175,906,15418,926,6352,762,8034,151,1961,437,2551,18819,118157,11043,148016
CED302,199,4940,182,5323,238,4593,260,5092,540,8778,521,9841,982,10189,504,11680,1419,9306,444,11171,1303,7147,320,8766,865,5345,251,6468,425,3023,212,3659,124,973,156,1254,6104,54302,2841,63250,232,4553,177,4962,294,4227,182,4705,803,9092,458,10352,1634,10722,435,12793,2368,9060,358,11785,2232,6910,298,9443,1263,5776,264,7302,525,3640,302,4463,103,1760,278,2137,9451,55739,2755,67952,434,9495,355,10283,528,8823,448,9801,1341,17877,975,20196,2624,20912,939,24475,3795,18364,797,22957,3529,14056,622,18209,2126,11123,518,13766,952,6659,512,8122,226,2733,430,3392,15560,110044,5595,131198
CED303,234,4855,189,5284,228,3961,199,4389,491,6928,379,7799,893,8036,400,9328,1217,8642,472,10332,1537,8451,431,10419,1184,7486,416,9086,584,4007,336,4929,146,1078,253,1478,6512,53443,3084,63039,216,4413,197,4822,245,3387,170,3793,835,7101,355,8289,1695,8135,389,10219,2266,8783,395,11445,2555,8494,387,11433,1688,7866,407,9969,671,4412,439,5521,84,1693,547,2316,10249,54278,3285,67810,450,9266,388,10104,470,7349,370,8185,1328,14026,732,16086,2585,16173,788,19550,3484,17422,872,21779,4087,16944,825,21854,2874,15358,822,19053,1253,8417,776,10448,231,2766,794,3799,16756,107723,6368,130844
CED304,177,4177,176,4520,306,7916,551,8767,860,19076,1558,21493,956,12797,975,14725,1368,9847,711,11928,1363,6994,509,8867,667,4594,333,5594,260,2207,209,2679,62,647,93,805,6019,68256,5105,79376,196,4359,186,4746,427,9085,603,10119,1036,19139,1311,21481,1361,11697,750,13807,2095,9122,444,11663,1943,6300,417,8659,1019,4447,281,5743,320,2522,211,3051,62,1243,151,1462,8455,67916,4347,80722,370,8529,363,9264,730,17003,1152,18888,1904,38211,2869,42976,2316,24494,1720,28528,3462,18969,1160,23591,3303,13295,930,17525,1683,9039,609,11329,580,4725,420,5728,127,1891,244,2260,14478,136171,9458,160098
CED305,220,4374,558,5152,189,3750,831,4777,544,8297,2216,11057,879,7979,1929,10791,1046,7848,1769,10665,1266,7867,1373,10509,848,6101,698,7647,415,2923,352,3692,112,849,169,1125,5523,49989,9897,65405,210,3965,453,4638,253,3709,529,4488,938,8496,1104,10538,1504,7803,914,10230,1797,7353,865,10017,2100,7169,760,10028,1123,5438,501,7059,455,3243,399,4095,86,1341,247,1671,8473,48525,5779,62777,434,8341,1016,9791,445,7467,1358,9265,1477,16790,3321,21592,2387,15784,2846,21016,2849,15200,2633,20684,3366,15034,2136,20535,1972,11534,1203,14710,870,6168,746,7785,198,2185,408,2798,13995,98516,15669,128183
CED306,204,4316,446,4962,181,4129,675,4979,485,8545,1740,10768,808,8107,1587,10502,1088,8501,1456,11038,1254,8503,1243,11001,840,6553,722,8111,405,3150,445,3993,99,843,172,1116,5358,52636,8476,66477,210,4041,417,4662,244,4002,555,4806,855,8681,1196,10736,1388,8173,934,10492,1866,8071,907,10844,1975,7739,774,10487,1240,5843,552,7634,496,3248,463,4206,72,1434,278,1790,8342,51231,6076,65652,415,8347,866,9628,432,8131,1228,9791,1339,17232,2933,21502,2197,16281,2515,20995,2954,16571,2361,21882,3231,16240,2014,21489,2073,12401,1274,15744,898,6394,905,8200,173,2282,449,2901,13701,103871,14559,132129
CED307,227,5178,223,5629,218,4405,224,4845,558,8304,493,9354,1090,9105,461,10656,1372,9588,452,11415,1363,7501,312,9173,1001,5586,242,6831,429,2759,158,3352,85,588,84,759,6345,53014,2645,62007,309,4760,188,5253,276,3995,171,4451,891,8328,421,9642,1802,9400,411,11618,2479,9175,376,12030,2211,7248,248,9712,1353,5874,266,7489,460,3004,224,3688,47,1067,180,1294,9836,52842,2490,65170,539,9933,406,10879,503,8396,394,9291,1448,16633,914,18992,2894,18503,871,22267,3852,18768,831,23443,3579,14750,561,18884,2352,11462,510,14324,890,5767,384,7037,131,1658,264,2050,16184,105855,5138,127184
CED308,210,5245,356,5814,275,5358,459,6094,668,10740,1082,12486,1041,10345,892,12278,1339,10123,829,12294,1278,8965,537,10781,984,7637,514,9132,586,4570,358,5513,116,1143,143,1404,6496,64122,5183,75799,263,4991,411,5662,310,5272,441,6020,1201,11210,1032,13435,1889,10583,829,13300,2339,10481,778,13598,2272,9108,576,11953,1520,8492,554,10567,662,4802,448,5907,92,1768,302,2167,10544,66703,5369,82615,468,10232,772,11476,581,10631,898,12115,1873,21947,2114,25931,2931,20925,1720,25579,3677,20601,1615,25890,3549,18076,1118,22742,2503,16132,1067,19698,1245,9368,802,11420,208,2916,448,3572,17040,130823,10549,158410
CED309,202,4435,263,4903,181,3440,285,3907,477,7575,634,8691,825,8642,769,10244,1247,9082,730,11063,1379,8599,529,10503,1105,8158,490,9755,602,4444,361,5407,188,1348,231,1766,6201,55734,4300,66237,179,4232,248,4660,246,3653,270,4174,786,8143,622,9547,1614,9024,630,11275,2275,9295,582,12160,2622,9016,545,12182,1688,8442,496,10623,711,4990,460,6158,127,2095,438,2657,10251,58886,4291,73430,382,8664,514,9563,427,7091,553,8079,1264,15718,1259,18233,2443,17670,1402,21515,3529,18384,1312,23223,3999,17615,1075,22687,2789,16604,987,20379,1311,9433,821,11563,313,3443,665,4424,16454,114623,8591,139665
CED310,220,4703,304,5219,194,4018,296,4509,460,8102,725,9292,827,8290,673,9797,1306,8730,697,10726,1340,8455,608,10397,1131,7973,526,9632,705,4827,403,5937,194,1534,229,1954,6383,56627,4464,67469,249,4648,319,5209,229,4165,284,4680,832,8745,640,10218,1627,8793,581,10997,2208,9077,557,11840,2561,8832,560,11950,1775,8650,557,10980,787,5342,498,6629,148,2150,371,2670,10410,60401,4364,75169,466,9348,619,10432,425,8181,586,9190,1294,16854,1364,19509,2455,17089,1247,20791,3509,17802,1251,22567,3897,17287,1165,22349,2908,16622,1087,20618,1490,10168,906,12565,345,3679,602,4625,16788,117023,8825,142641
CED311,203,4265,524,4998,173,3551,526,4245,529,7668,1204,9404,884,7832,1272,9989,1149,8337,1285,10772,1337,8880,1245,11457,910,6769,860,8534,403,3033,470,3902,76,677,144,894,5656,51009,7525,64189,233,3881,477,4587,244,3374,371,3984,985,7878,942,9803,1611,7660,888,10161,1873,7746,868,10489,2102,7555,830,10491,1105,5577,670,7355,402,2758,449,3610,67,852,230,1144,8636,47276,5724,61637,436,8145,997,9586,416,6928,896,8235,1517,15543,2140,19206,2501,15492,2159,20150,3023,16083,2159,21260,3443,16434,2075,21947,2012,12349,1529,15891,810,5789,914,7513,138,1522,374,2038,14291,98291,13243,125829
CED312,273,5624,483,6380,317,5609,522,6443,881,11814,1163,13860,1309,10623,976,12912,1303,9523,807,11630,1245,7701,558,9498,863,6133,400,7399,509,3091,288,3893,90,796,134,1019,6790,60908,5339,73033,341,5271,444,6055,441,5572,541,6554,1541,11988,1167,14690,2193,10507,931,13628,2312,9305,730,12348,2086,7706,520,10311,1278,6582,466,8328,522,3487,433,4451,63,1230,282,1580,10777,61646,5518,77938,613,10896,931,12431,756,11174,1066,12994,2420,23802,2328,28548,3502,21131,1913,26542,3615,18823,1540,23981,3330,15405,1074,19813,2144,12713,870,15722,1040,6577,725,8339,154,2031,421,2600,17572,122554,10853,150978
CED313,194,4498,239,4932,273,7113,452,7842,705,16200,1214,18115,984,12196,799,13981,1333,9535,586,11453,1266,6550,453,8280,635,4198,326,5163,273,1988,198,2460,94,758,87,941,5756,63046,4365,73167,214,4370,279,4853,386,8162,554,9102,1002,16681,1107,18785,1491,12184,697,14378,2141,9310,504,11958,1984,6240,372,8597,933,4363,291,5588,306,2472,231,3008,53,1342,219,1617,8508,65129,4252,77893,406,8868,518,9789,659,15277,1008,16943,1702,32881,2323,36909,2477,24392,1496,28360,3479,18845,1089,23415,3251,12792,829,16877,1570,8560,616,10749,579,4457,429,5468,152,2098,308,2557,14267,128173,8620,151062
CED314,271,4898,343,5511,243,4442,353,5041,596,8756,744,10089,922,7705,574,9200,1231,7351,589,9171,1288,6979,512,8788,973,6213,436,7614,576,3644,302,4523,161,1170,155,1488,6262,51150,4010,61427,291,4662,297,5256,301,4361,350,5012,1079,9031,588,10696,1656,7830,516,10000,2103,7577,446,10120,2293,7007,476,9780,1454,6711,457,8625,686,4375,449,5513,98,2140,279,2520,9959,53705,3851,67519,559,9561,639,10764,546,8806,703,10048,1675,17783,1327,20788,2572,15532,1093,19201,3332,14924,1031,19286,3582,13988,993,18567,2426,12918,892,16237,1262,8018,752,10039,259,3311,438,4011,16220,104857,7864,128942
CED315,245,4687,508,5443,274,5503,1050,6838,686,10002,1380,12071,962,8265,1113,10340,1123,7981,984,10089,1116,7294,741,9148,801,5460,468,6724,401,2523,246,3167,68,649,99,815,5690,52366,6587,64641,283,4889,431,5604,361,5333,517,6215,1084,9965,1045,12089,1726,8530,817,11068,1899,8010,721,10631,1930,7075,540,9552,1129,5389,392,6913,439,2961,278,3685,57,1188,193,1439,8909,53345,4940,67191,531,9579,939,11045,633,10840,1571,13050,1773,19965,2425,24159,2687,16787,1930,21406,3026,15998,1700,20722,3049,14367,1284,18699,1931,10851,864,13640,841,5487,522,6854,124,1836,292,2255,14598,105707,11519,131831
CED316,202,3779,323,4305,187,3009,249,3446,537,6005,590,7126,822,5793,578,7192,1197,6800,695,8690,1564,8305,705,10573,1480,9865,741,12084,909,5959,579,7449,190,1500,256,1947,7087,51006,4722,62821,233,3548,280,4055,249,2937,234,3420,945,6213,555,7711,1557,6176,498,8228,2146,7039,562,9748,2806,8709,661,12182,2247,9808,731,12792,891,6074,757,7726,151,2266,383,2804,11231,52772,4667,68668,437,7329,598,8366,442,5942,490,6872,1484,12218,1144,14845,2374,11967,1074,15424,3340,13837,1261,18440,4372,17012,1360,22747,3731,19673,1478,24875,1800,12031,1344,15176,346,3768,639,4750,18321,103773,9389,131489
CED317,238,4503,796,5544,201,3785,781,4772,561,8342,1853,10764,863,7389,1533,9781,1211,8168,1493,10871,1502,9092,1296,11886,1022,7868,998,9883,505,3962,615,5082,115,1065,240,1420,6218,54178,9607,70006,272,3961,634,4866,242,3427,517,4187,967,8330,1201,10496,1511,7638,1111,10263,2032,7894,1114,11044,2268,8180,964,11413,1442,6778,815,9039,586,3694,574,4856,79,1370,338,1779,9394,51280,7278,67947,505,8468,1432,10406,442,7214,1302,8964,1531,16670,3057,21265,2374,15032,2644,20046,3246,16061,2609,21913,3768,17272,2259,23300,2461,14651,1811,18923,1088,7660,1190,9939,194,2432,582,3202,15614,105457,16889,137954
CED318,208,4520,623,5350,219,3965,703,4887,585,8941,1700,11227,881,8993,1336,11208,1256,9648,1368,12269,1171,9074,1167,11413,846,6920,885,8650,318,3114,423,3861,95,757,150,1000,5578,55937,8363,69870,294,4368,545,5202,289,3960,621,4869,969,9789,1502,12259,1566,9751,1162,12483,1985,9621,1072,12680,1850,8555,948,11355,1156,6311,689,8157,411,2984,422,3821,62,1140,199,1405,8579,56492,7163,72233,500,8884,1169,10551,507,7925,1329,9760,1554,18730,3201,23487,2447,18746,2499,23692,3233,19274,2441,24948,3026,17627,2121,22768,2002,13233,1575,16808,734,6097,845,7678,161,1899,345,2404,14163,112422,15521,142107
CED319,189,4033,192,4416,224,4574,316,5112,626,11287,776,12686,996,10548,636,12178,1331,8624,470,10425,1276,6648,327,8247,739,5076,281,6100,413,2876,233,3524,128,1131,179,1442,5922,54795,3412,64136,191,3838,146,4180,313,4711,265,5288,949,11629,645,13225,1572,10330,478,12377,2172,8333,340,10842,1970,6538,276,8787,1177,5446,276,6893,581,3882,305,4768,114,2197,455,2760,9033,56909,3191,69132,382,7875,341,8595,533,9286,584,10404,1579,22916,1423,25909,2566,20879,1112,24560,3502,16953,812,21268,3243,13186,607,17038,1915,10521,560,12996,995,6756,538,8286,242,3334,631,4206,14959,111706,6605,133264
CED320,242,5150,422,5813,288,4774,571,5633,766,9395,1420,11590,1064,8599,1123,10777,1408,8923,866,11198,1455,8543,600,10593,1263,8424,553,10239,686,4619,420,5725,140,1142,159,1435,7311,59565,6134,73012,316,4965,364,5641,375,4596,369,5335,1500,9877,787,12167,2238,8687,681,11607,2604,8728,610,11937,2541,8594,527,11660,1908,8695,543,11153,735,4822,441,5998,88,1618,292,1998,12305,60566,4622,77495,554,10114,790,11459,660,9364,938,10965,2270,19273,2212,23749,3299,17280,1807,22386,4009,17649,1476,23135,3999,17138,1125,22253,3182,17122,1094,21392,1422,9435,864,11724,225,2759,452,3434,19619,120131,10757,150508
CED321,220,3636,536,4389,209,3202,459,3866,499,6798,1034,8325,791,6067,835,7697,1154,7094,981,9231,1412,8208,1090,10715,1123,7837,945,9919,513,4173,610,5301,130,1080,231,1440,6057,48089,6728,60874,233,3363,475,4071,246,3113,389,3746,842,6840,895,8573,1428,6289,802,8518,1955,6905,898,9764,2222,7637,922,10783,1401,6948,828,9174,582,4080,632,5291,104,1599,354,2054,8996,46780,6204,61981,455,6996,1013,8459,449,6309,844,7609,1336,13637,1930,16902,2218,12360,1636,16212,3108,14004,1879,18996,3638,15850,2015,21498,2521,14791,1778,19090,1094,8253,1246,10596,233,2679,580,3494,15057,94874,12927,122859
CED322,162,4480,256,4892,161,3941,285,4385,473,8596,779,9852,806,9128,636,10573,1176,8883,610,10668,1168,7280,461,8904,884,6538,424,7845,513,3617,381,4510,145,1136,311,1590,5489,53590,4144,63223,189,4239,233,4664,259,4459,304,5026,732,9614,726,11072,1513,9909,681,12104,2076,8917,545,11540,2188,7637,430,10259,1431,7078,459,8972,591,4136,512,5242,115,1855,640,2606,9096,57852,4542,71489,352,8718,487,9551,419,8399,599,9416,1210,18205,1513,20926,2319,19035,1318,22677,3256,17798,1156,22205,3357,14919,896,19163,2313,13615,886,16819,1102,7757,890,9752,258,2990,951,4200,14590,111439,8688,134713
CED323,188,4186,361,4729,222,5384,570,6175,593,12182,1515,14285,881,9765,1057,11704,1217,9394,954,11562,1323,8484,892,10694,910,7794,762,9461,600,4594,548,5739,163,1360,265,1792,6089,63139,6919,76146,224,4113,305,4637,279,5837,590,6704,890,12530,1441,14862,1389,9653,940,11977,2044,9224,855,12124,2126,8624,837,11584,1505,7931,704,10155,668,5034,679,6378,106,1956,486,2549,9234,64898,6836,80975,411,8295,664,9368,502,11216,1159,12878,1481,24713,2954,29150,2266,19411,2004,23681,3265,18618,1807,23688,3449,17107,1725,22277,2417,15728,1472,19614,1268,9627,1221,12122,271,3318,751,4339,15321,128045,13752,157117
CED324,198,4287,196,4684,293,6160,449,6897,727,12885,987,14609,1059,10975,656,12699,1314,8371,511,10194,1236,6705,399,8342,789,5143,288,6224,396,2838,178,3415,112,938,77,1133,6136,58317,3740,68188,233,4236,190,4653,370,5606,334,6309,980,12238,783,14000,1659,10823,569,13051,1980,8139,385,10506,1907,6472,334,8719,1174,5443,254,6867,491,3239,258,3990,80,1762,180,2025,8881,57955,3281,70122,430,8522,379,9342,662,11767,779,13202,1711,25126,1779,28605,2718,21804,1227,25750,3297,16513,890,20700,3141,13182,736,17061,1968,10579,543,13096,891,6081,429,7405,194,2700,267,3157,15017,116271,7024,138311
CED325,270,5603,445,6326,336,5280,715,6338,806,11116,2006,13925,1223,11205,1688,14116,1311,9437,1033,11781,1175,7560,604,9339,740,5134,355,6229,354,2429,163,2946,84,664,68,818,6302,58423,7082,71815,334,5282,372,5985,365,5024,399,5791,1330,11700,982,14009,2003,11338,863,14208,2142,9333,548,12022,1766,7418,415,9604,1057,5408,305,6777,361,2932,210,3504,57,1201,114,1376,9418,59650,4202,73277,604,10890,817,12307,709,10307,1118,12131,2139,22813,2989,27936,3232,22543,2551,28322,3453,18770,1583,23804,2948,14975,1021,18939,1796,10543,657,13004,712,5362,377,6448,142,1869,181,2191,15727,118072,11289,145088
CED326,259,5133,233,5626,249,4549,285,5090,683,9540,716,10939,1190,10751,702,12640,1416,9524,598,11538,1328,7771,447,9549,1044,6930,407,8387,598,3940,356,4893,149,1304,195,1646,6921,59435,3948,70301,307,4747,272,5322,359,4436,263,5058,1179,10199,680,12051,2178,10910,625,13719,2420,9599,524,12544,2305,8194,403,10901,1625,7835,420,9879,718,4888,474,6079,131,2190,417,2736,11221,63001,4080,78298,564,9878,505,10949,611,8988,552,10150,1863,19733,1401,22994,3373,21660,1327,26363,3837,19115,1127,24082,3634,15964,850,20450,2664,14767,828,18267,1316,8827,830,10971,280,3491,608,4380,18142,122432,8025,148597
CED327,312,5790,587,6685,343,5403,507,6252,894,11037,1146,13077,1344,11157,1057,13563,1295,8963,761,11020,1036,7564,536,9132,745,5769,368,6882,353,2638,215,3210,51,621,94,768,6383,58945,5270,70590,338,5379,462,6180,428,4911,463,5807,1384,11008,1119,13514,2277,11128,993,14398,2160,8736,684,11583,1894,7548,462,9901,1098,6088,386,7575,337,2751,257,3343,37,1071,188,1297,9960,58616,5025,73598,649,11170,1045,12869,771,10315,965,12056,2282,22047,2266,26595,3623,22283,2055,27962,3459,17694,1453,22607,2931,15109,997,19038,1848,11859,756,14458,685,5395,472,6551,92,1689,279,2062,16340,117564,10291,144189
CED328,229,6082,178,6490,248,6871,399,7518,488,9145,509,10141,941,9713,386,11040,1435,9213,339,10989,1235,6252,236,7721,840,5041,184,6059,454,3032,147,3630,134,935,110,1179,6005,56287,2484,64773,223,5825,180,6228,298,6447,250,6997,654,9151,454,10248,1485,10262,331,12080,2203,9144,268,11618,2041,6131,217,8381,1301,5478,197,6971,563,3405,212,4178,87,1673,212,1975,8851,57521,2312,68680,451,11913,350,12718,547,13322,647,14515,1140,18295,957,20394,2424,19976,714,23113,3638,18359,615,22608,3275,12380,448,16107,2134,10519,376,13032,1022,6442,356,7811,221,2602,326,3151,14859,113802,4793,133453
CED329,241,3845,420,4505,203,2678,359,3240,467,5166,851,6488,755,5764,866,7381,1264,7614,913,9795,1647,9088,848,11583,1404,9916,776,12092,738,5100,498,6338,150,1248,207,1602,6871,50420,5732,63021,217,3482,314,4005,243,2428,213,2885,826,5105,535,6459,1517,6131,591,8242,2213,7650,706,10567,2709,9297,722,12733,2021,9226,688,11936,774,4896,584,6247,95,1856,355,2300,10611,50062,4692,65366,459,7324,730,8516,441,5107,571,6125,1290,10270,1385,12946,2274,11897,1457,15624,3475,15257,1622,20360,4361,18383,1569,24313,3422,19144,1462,24024,1511,9998,1078,12582,247,3099,555,3906,17480,100482,10425,128391
