CED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED330,260,5444,470,6179,246,4265,378,4882,644,8452,813,9901,1166,9357,907,11427,1523,10074,905,12495,1565,9082,715,11370,1013,7356,496,8867,509,3452,351,4314,97,724,151,974,7020,58208,5179,70407,339,5214,432,5979,338,4085,368,4793,1160,8947,881,10984,2074,9427,872,12375,2530,9660,775,12971,2546,8436,576,11562,1545,6740,498,8783,482,3243,384,4110,56,1067,273,1401,11068,56817,5057,72947,597,10656,905,12153,586,8350,744,9673,1799,17397,1689,20890,3240,18789,1777,23802,4051,19736,1681,25465,4113,17520,1293,22927,2558,14093,997,17649,989,6696,733,8416,152,1789,426,2372,18087,115024,10239,143356
CED394,9,193,70,272,12,271,153,444,58,839,408,1301,66,652,467,1194,59,575,403,1042,102,879,313,1297,96,952,214,1253,29,207,42,283,0,16,8,23,445,4586,2077,7108,15,214,61,291,19,339,127,493,79,896,369,1345,89,527,270,885,112,556,222,887,156,827,195,1170,83,674,113,870,9,131,24,160,0,22,3,25,566,4176,1386,6127,24,406,133,566,37,615,278,934,138,1732,777,2649,159,1179,737,2077,177,1136,623,1929,259,1700,503,2468,181,1623,324,2124,37,336,70,444,0,31,16,44,1008,8758,3464,13234
CED397,0,0,0,0,0,4,9,4,0,8,30,37,0,14,45,55,0,12,31,42,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,37,108,149,0,0,0,0,0,0,4,9,0,3,13,13,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,28,0,0,0,0,0,3,14,16,0,11,34,49,0,13,52,64,0,12,32,45,0,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,0,46,135,183
CED401,210,4460,235,4911,411,7923,492,8821,939,16961,1145,19041,1278,12419,823,14528,1665,9425,648,11750,1807,8069,488,10366,1040,6570,354,7967,481,3342,242,4070,159,1443,119,1727,7999,70612,4559,83174,244,4638,255,5143,462,7803,421,8690,1303,15971,841,18114,1829,11461,569,13855,2469,8521,446,11439,2779,7619,391,10790,1653,6855,394,8901,674,4174,296,5142,130,2804,242,3182,11536,69856,3851,85250,454,9102,491,10053,872,15730,915,17512,2241,32928,1986,37156,3110,23877,1393,28378,4137,17952,1096,23185,4585,15696,875,21154,2692,13420,750,16862,1155,7514,542,9215,294,4246,358,4903,19536,140474,8413,168422
CED402,249,4448,460,5148,252,3798,397,4447,627,7825,1055,9502,912,7566,1100,9581,1415,8719,1011,11143,1748,9770,904,12425,1348,9384,847,11584,635,4771,528,5935,191,1462,201,1850,7378,57740,6504,71622,275,3924,381,4571,297,3280,257,3836,991,7506,566,9061,1618,7371,589,9571,2248,8168,683,11096,2828,8873,690,12397,1846,8423,725,10996,721,5125,595,6438,119,2352,347,2816,10946,55017,4819,70782,520,8365,837,9726,545,7080,654,8277,1615,15329,1620,18566,2525,14932,1688,19153,3665,16891,1693,22241,4582,18641,1595,24820,3198,17808,1572,22579,1362,9894,1117,12374,314,3808,551,4669,18319,112754,11324,142401
CED403,200,4486,166,4849,292,4987,215,5490,667,10219,479,11363,1069,9537,394,10996,1494,8770,395,10660,1955,7928,348,10235,1393,7540,332,9258,684,4445,259,5390,232,1848,149,2220,7977,59757,2728,70462,223,4352,127,4703,361,5161,200,5724,933,10331,425,11686,1608,9909,346,11856,2475,8484,306,11261,3156,7971,333,11454,2054,8306,377,10741,852,5435,333,6624,182,3560,269,4008,11840,63505,2715,78062,423,8838,294,9555,651,10146,413,11214,1601,20544,902,23054,2672,19447,740,22857,3968,17250,701,21919,5111,15895,681,21689,3444,15847,708,19999,1534,9883,597,12010,411,5401,418,6231,19815,123264,5447,148524
CED404,237,4010,501,4750,234,3589,457,4286,615,8006,1138,9754,913,7271,1045,9229,1371,8388,1115,10870,1865,10352,1046,13271,1351,9332,835,11519,639,4887,604,6135,159,1357,244,1757,7392,57187,6995,71574,234,3604,450,4291,290,3320,292,3905,1062,7706,767,9536,1592,6906,677,9182,2262,7801,816,10880,2808,8875,848,12531,1788,8328,769,10889,679,5036,597,6321,88,2129,326,2549,10818,53711,5553,70085,472,7617,952,9035,526,6913,749,8187,1674,15712,1910,19299,2508,14180,1725,18412,3635,16190,1933,21755,4680,19226,1899,25800,3143,17662,1604,22406,1319,9924,1210,12455,246,3483,575,4309,18208,110902,12551,141658
CED405,186,4074,201,4461,272,4865,254,5392,725,10570,616,11911,1134,9315,471,10921,1613,8877,495,10987,1977,8834,463,11270,1197,7069,322,8592,559,4082,252,4886,216,1750,143,2106,7885,59438,3207,70528,215,3834,151,4195,385,4536,214,5132,1082,10500,496,12090,1712,9244,440,11405,2512,8562,375,11451,3111,8349,380,11834,1785,7668,353,9799,705,5216,346,6264,169,3011,209,3391,11672,60920,2969,75560,402,7908,349,8656,658,9399,469,10527,1812,21072,1113,23994,2849,18567,912,22327,4123,17441,875,22440,5086,17184,844,23109,2977,14738,674,18386,1264,9300,590,11151,387,4762,350,5499,19553,120358,6178,146090
CED406,214,4544,204,4958,282,4374,201,4856,702,9206,487,10401,1139,9043,474,10665,1443,8599,447,10490,1624,8038,395,10056,1262,7359,335,8958,546,3639,229,4422,127,1175,123,1430,7344,55990,2900,66231,240,4179,207,4621,344,4162,181,4682,1129,9131,400,10664,2002,8819,419,11248,2390,8120,361,10880,2679,8100,371,11147,1805,7841,351,10005,612,4198,317,5128,72,1880,234,2181,11274,56428,2840,70541,451,8719,412,9580,623,8532,381,9535,1833,18337,892,21061,3149,17867,894,21906,3831,16725,810,21365,4306,16135,757,21206,3068,15204,690,18961,1160,7842,541,9544,201,3056,358,3616,18624,112416,5738,136777
CED407,227,4814,214,5255,312,5398,291,5998,762,10387,729,11880,1191,10088,661,11944,1493,8899,477,10870,1571,7879,334,9783,1094,6747,301,8142,594,3942,251,4791,144,1253,148,1544,7402,59400,3404,70201,246,4440,176,4864,350,4636,162,5149,1202,9766,497,11468,1978,9466,491,11924,2336,8306,335,10976,2473,7852,291,10624,1586,7452,337,9376,657,4760,375,5792,90,1925,261,2285,10928,58606,2929,72465,472,9254,390,10115,659,10032,449,11144,1968,20156,1230,23349,3169,19548,1154,23868,3831,17206,808,21846,4049,15734,627,20409,2684,14198,635,17514,1253,8703,630,10581,237,3181,408,3825,18322,118006,6333,142664
CED408,219,4500,279,5005,213,3750,232,4195,571,6735,430,7732,980,7786,484,9258,1557,9162,552,11272,1966,9410,617,11993,1594,9736,579,11912,833,5397,402,6630,193,1425,174,1800,8134,57907,3758,69793,281,4378,276,4937,289,3389,162,3840,827,6925,382,8131,1662,8268,421,10348,2656,8829,471,11950,3309,9003,534,12847,2378,9877,570,12833,848,5440,441,6726,150,2089,276,2514,12401,58193,3524,74121,504,8880,558,9947,499,7138,396,8035,1394,13654,810,15864,2645,16060,911,19611,4213,17993,1024,23224,5276,18413,1150,24833,3973,19615,1151,24745,1680,10838,841,13357,343,3513,452,4304,20529,116104,7279,143917
CED409,286,5370,397,6054,412,5731,384,6530,1074,11673,898,13646,1404,9950,858,12219,1512,8911,684,11103,1576,8570,553,10700,936,5976,463,7378,453,3000,288,3732,122,1039,177,1339,7784,60222,4699,72710,313,4927,376,5617,512,5395,390,6295,1965,11423,882,14264,2490,9081,666,12230,2411,8214,584,11216,2497,8074,490,11068,1270,6146,440,7854,449,3819,422,4693,74,1701,312,2085,11976,58790,4568,75330,601,10296,774,11667,927,11130,776,12826,3041,23094,1777,27916,3894,19034,1529,24452,3921,17119,1273,22320,4075,16645,1046,21765,2209,12121,904,15230,902,6824,707,8425,193,2745,492,3428,19762,119011,9268,148036
CED410,206,5263,174,5649,293,5496,229,6017,624,10947,537,12107,1157,10598,496,12246,1742,9421,412,11582,1996,8017,344,10358,1270,7210,267,8740,774,4879,247,5897,247,2015,176,2433,8309,63847,2881,75036,229,4593,160,4991,356,5119,203,5678,927,10880,482,12291,1685,10840,388,12913,2809,9116,354,12273,3237,7984,278,11498,1930,8318,309,10559,986,6209,381,7584,192,3579,306,4085,12354,66644,2868,81866,437,9859,330,10635,652,10611,431,11698,1550,21833,1020,24400,2842,21441,884,25164,4554,18538,765,23853,5232,15993,621,21851,3198,15527,583,19301,1763,11085,630,13477,440,5602,486,6518,20663,130490,5749,156898
CED494,9,50,14,74,6,78,27,108,23,216,88,320,24,169,95,289,28,176,95,299,20,194,102,311,17,149,46,214,4,24,5,40,4,0,0,7,138,1055,470,1668,13,76,19,112,13,75,19,95,32,196,74,305,32,131,82,245,23,111,45,178,29,143,27,197,23,101,17,141,4,20,4,26,0,4,0,10,166,850,288,1306,24,131,33,186,19,153,39,206,56,406,165,627,61,294,176,534,53,280,146,478,49,331,130,513,35,259,60,359,11,50,11,64,4,10,6,11,307,1907,763,2975
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
CED501,232,5301,383,5919,249,4858,645,5752,638,10643,1652,12933,1019,10369,1493,12883,1142,9510,1044,11702,1179,7926,681,9784,728,5346,374,6453,431,2872,273,3570,91,779,161,1033,5710,57609,6713,70029,257,4904,318,5488,315,4721,340,5382,1215,11232,792,13245,1804,10763,656,13219,2085,9228,547,11859,1990,7507,408,9901,1148,5676,345,7174,436,3167,353,3951,69,1135,264,1466,9311,58332,4028,71674,495,10205,702,11407,568,9578,989,11132,1857,21876,2444,26178,2819,21132,2146,26097,3228,18735,1591,23560,3169,15435,1090,19691,1873,11027,721,13616,859,6032,626,7519,153,1917,423,2499,15024,115940,10739,141699
CED502,228,4830,349,5412,242,5115,412,5773,800,11186,1067,13049,1295,12512,1041,14844,1148,9116,844,11100,925,7195,579,8697,745,5543,335,6621,355,2670,225,3248,81,711,155,940,5813,58871,5004,69692,261,4655,333,5243,364,4868,357,5587,1305,11846,884,14034,1991,11814,798,14600,1875,8227,563,10672,1748,6970,411,9131,1150,5774,365,7289,386,3026,315,3728,69,1106,259,1437,9149,58287,4282,71717,484,9490,679,10650,603,9984,771,11357,2109,23029,1944,27081,3282,24320,1840,29443,3017,17344,1409,21774,2678,14169,987,17836,1896,11312,699,13916,740,5697,538,6976,151,1821,407,2379,14965,117162,9288,141417
CED503,204,4143,287,4627,184,3522,295,3996,439,7164,765,8367,768,7496,963,9227,977,7939,915,9837,1263,8010,699,9973,1043,7916,582,9539,601,4609,416,5629,166,1196,209,1571,5644,52000,5125,62773,209,4109,278,4599,272,3491,249,4013,909,7863,536,9309,1434,7864,555,9854,1930,7849,535,10309,2293,7969,486,10745,1597,7990,475,10067,644,4647,488,5780,132,1611,365,2108,9422,53385,3971,66779,417,8245,563,9221,454,7007,544,8011,1350,15028,1296,17675,2206,15358,1515,19084,2910,15789,1446,20147,3553,15982,1190,20723,2643,15906,1057,19607,1248,9254,905,11411,298,2806,570,3679,15070,105386,9089,129549
CED504,226,4608,276,5106,279,5283,433,5990,711,11702,972,13385,1026,10752,917,12690,1356,8924,704,10984,1406,8388,530,10324,900,6846,379,8118,491,3642,288,4419,150,1014,139,1300,6533,61156,4629,72324,271,4326,283,4881,375,4927,312,5609,1106,11508,823,13440,1630,10326,728,12680,2135,8638,514,11288,2313,8257,445,11010,1490,7278,411,9184,576,4123,369,5066,103,1607,219,1937,9988,61001,4102,75084,494,8936,557,9985,651,10207,746,11595,1816,23216,1789,26823,2653,21078,1641,25369,3491,17566,1217,22277,3716,16647,975,21335,2384,14122,795,17297,1065,7766,655,9489,252,2623,362,3231,16521,122158,8733,147408
CED505,210,5289,169,5673,256,4726,214,5193,456,9970,848,11275,757,9929,664,11353,1286,9274,481,11040,1575,7359,404,9334,1021,6313,386,7722,507,3985,348,4842,199,1426,229,1852,6262,58269,3754,68286,231,5009,206,5442,322,4919,260,5501,738,10822,654,12214,1315,10433,481,12230,2334,9181,377,11890,2734,6972,337,10041,1711,6531,417,8655,789,4603,429,5817,196,2555,423,3173,10375,61028,3573,74980,444,10294,379,11116,580,9645,478,10697,1192,20794,1504,23487,2071,20370,1147,23589,3624,18452,863,22932,4312,14328,739,19378,2730,12840,805,16374,1291,8595,774,10662,390,3982,649,5030,16634,119292,7326,143257
CED506,281,4564,870,5721,257,4237,1052,5547,682,11189,3108,14976,1025,11164,2951,15144,1153,10810,2657,14618,1203,10352,2143,13697,815,7243,1096,9150,373,3072,545,3985,89,716,157,968,5886,63346,14586,83807,262,4148,740,5151,311,3979,781,5073,1096,11286,2115,14497,1626,10395,1887,13907,1834,9458,1616,12916,1873,8731,1343,11950,1142,6102,850,8100,371,2835,508,3715,61,969,239,1268,8581,57902,10094,76576,546,8709,1614,10871,569,8219,1836,10620,1782,22471,5225,29474,2651,21563,4836,29047,2991,20269,4276,27532,3077,19086,3479,25648,1955,13344,1948,17253,746,5901,1055,7701,149,1686,399,2233,14465,121244,24671,160379
CED507,184,4235,314,4735,136,3096,271,3503,413,7042,929,8385,783,8136,1005,9924,1086,8448,984,10511,1318,8016,744,10077,958,7569,598,9124,488,3676,331,4499,125,1004,175,1301,5491,51226,5351,62069,238,3997,290,4525,164,2833,221,3212,739,7467,584,8785,1510,8672,580,10762,1989,8406,567,10969,2391,7941,532,10861,1483,7370,554,9404,577,3899,414,4893,106,1627,271,2010,9194,52222,4018,65428,416,8235,603,9255,307,5928,492,6720,1145,14510,1509,17173,2296,16809,1587,20693,3071,16855,1550,21483,3710,15960,1274,20938,2443,14934,1151,18530,1064,7579,750,9389,227,2633,449,3312,14684,103447,9360,127496
CED508,184,4094,207,4485,235,4417,281,4935,567,10471,853,11888,893,10715,859,12463,1241,9145,692,11080,1366,7499,494,9362,855,5762,353,6971,432,2881,288,3603,123,908,175,1208,5892,55885,4201,65985,213,4025,186,4422,314,4585,271,5169,885,11230,664,12774,1603,10696,539,12844,2225,8763,445,11433,2347,7302,369,10021,1324,5988,378,7688,430,3286,355,4071,91,1505,328,1930,9433,57391,3524,70349,394,8119,391,8904,546,9006,550,10100,1453,21694,1512,24662,2496,21414,1395,25311,3470,17906,1140,22514,3714,14798,867,19380,2179,11750,731,14658,857,6167,638,7668,216,2418,505,3136,15327,113275,7733,136332
CED509,234,5121,272,5632,236,4498,453,5180,631,9621,1461,11712,984,10350,1412,12749,1290,9217,1082,11588,1248,7780,712,9746,847,5918,342,7103,457,3091,266,3821,114,849,164,1127,6046,56437,6166,68650,271,4643,232,5156,309,4228,258,4793,1104,10448,705,12260,1693,10304,626,12627,2174,9057,509,11737,2244,7333,385,9961,1317,5914,352,7583,521,3336,312,4168,70,1311,271,1651,9704,56571,3659,69938,510,9767,505,10784,540,8723,710,9971,1735,20066,2171,23971,2680,20653,2039,25366,3467,18273,1584,23326,3495,15113,1098,19710,2165,11829,697,14690,977,6432,580,7991,184,2157,434,2780,15751,113007,9826,138584
CED510,194,5145,146,5484,204,4498,191,4894,364,7191,453,8010,740,9269,542,10551,1213,9727,567,11510,1507,8817,442,10774,1186,7588,303,9078,409,3292,198,3892,128,910,93,1131,5946,56434,2940,65320,192,4698,146,5034,239,3939,122,4302,525,7266,341,8136,1285,9619,311,11210,2124,9504,305,11932,2588,8826,296,11711,1643,7617,295,9564,474,3575,245,4287,93,1592,181,1868,9156,56640,2246,68038,383,9847,294,10523,442,8434,321,9197,892,14460,796,16143,2018,18889,853,21760,3337,19228,872,23435,4098,17643,743,22482,2827,15210,602,18638,874,6864,439,8175,221,2499,279,2995,15103,113074,5180,133353
CED511,220,4254,574,5053,194,3740,651,4579,533,8396,1661,10591,845,8324,1578,10745,1218,9140,1587,11935,1590,10057,1409,13055,1068,8671,1033,10776,497,4215,594,5315,155,1148,231,1533,6321,57942,9314,73576,216,3830,545,4600,229,3207,449,3894,875,7996,1009,9885,1458,7963,1071,10498,1965,8471,1061,11496,2360,8972,1049,12389,1416,7612,857,9886,619,4085,625,5319,104,1635,328,2071,9249,53782,6997,70024,435,8085,1124,9645,422,6953,1100,8470,1408,16395,2670,20478,2306,16283,2647,21238,3186,17605,2645,23437,3950,19027,2463,25441,2481,16286,1891,20659,1115,8301,1216,10637,266,2786,557,3606,15566,111721,16311,143602
CED512,203,5610,293,6111,229,5116,332,5688,527,10414,822,11763,933,11080,826,12835,1125,10144,787,12053,897,7328,552,8778,595,4749,223,5571,331,2371,164,2861,86,656,94,834,4918,57474,4104,66501,260,5255,278,5801,293,4971,251,5519,1094,11404,596,13089,1750,11532,549,13837,1916,10196,487,12601,1621,7179,328,9127,895,5092,258,6246,330,2881,240,3456,65,1044,167,1277,8224,59552,3172,70951,462,10870,576,11906,520,10088,590,11204,1624,21816,1414,24855,2683,22610,1376,26669,3038,20334,1276,24649,2517,14504,890,17907,1487,9843,485,11817,660,5253,413,6323,147,1701,265,2110,13135,117035,7277,137448
CED513,160,3210,181,3548,251,5154,497,5903,809,16095,1598,18503,1061,13244,1124,15428,1371,9321,826,11513,1418,7780,641,9842,853,5785,407,7045,385,3041,297,3719,132,1235,163,1526,6447,64858,5732,77036,153,3213,172,3535,310,5654,450,6410,1019,16597,1190,18806,1488,12313,766,14561,2053,8594,540,11189,2268,7088,428,9785,1276,6060,388,7724,476,3718,349,4545,88,2401,258,2749,9141,65629,4539,79312,314,6427,348,7085,558,10803,948,12315,1834,32692,2787,37315,2549,25553,1891,29992,3421,17913,1369,22700,3686,14864,1068,19622,2134,11843,793,14772,862,6759,648,8269,221,3633,423,4281,15585,130488,10270,156347
CED514,191,4379,267,4845,273,6889,634,7803,777,15991,1550,18319,1055,12484,1096,14632,1175,9218,865,11255,1299,7826,675,9801,883,6131,441,7455,362,3073,321,3751,121,1092,268,1479,6144,67083,6109,79335,213,3994,249,4454,420,6527,478,7425,1099,15217,1233,17544,1505,11644,845,13997,1904,8426,589,10918,2136,7364,529,10034,1378,6402,446,8226,504,3673,472,4645,103,1936,546,2585,9262,65183,5382,79831,410,8376,517,9301,695,13415,1112,15224,1879,31209,2778,35864,2561,24124,1941,28623,3086,17644,1451,22176,3437,15193,1204,19835,2257,12535,883,15675,864,6745,791,8396,220,3026,814,4062,15405,132263,11495,159166
CED515,239,5780,200,6225,289,5423,347,6062,493,8494,894,9888,955,10314,899,12166,1452,9986,638,12073,1641,8506,494,10644,1249,7541,303,9085,561,3999,253,4819,203,1439,185,1824,7077,61491,4212,72776,295,5579,228,6099,346,4995,214,5551,616,8550,495,9668,1578,11293,463,13329,2390,10039,387,12813,2751,8596,334,11682,1856,7854,306,10011,704,4520,332,5554,137,2451,319,2912,10669,63876,3078,77624,538,11361,428,12326,631,10416,558,11609,1109,17046,1394,19553,2536,21608,1357,25499,3835,20025,1029,24890,4394,17097,829,22323,3100,15388,608,19096,1264,8520,583,10372,338,3896,501,4734,17747,125361,7296,150405
CED594,12,65,44,118,14,157,133,295,27,402,391,822,38,359,531,926,36,297,514,842,29,303,331,667,25,269,152,444,3,64,48,118,0,7,9,14,175,1922,2149,4247,12,74,60,147,12,141,103,256,21,404,266,692,55,277,284,613,38,213,219,468,43,278,160,477,24,197,95,316,0,23,14,38,0,5,12,16,205,1613,1215,3030,22,137,104,261,24,297,237,562,51,803,659,1512,88,637,809,1543,67,508,737,1313,70,578,493,1144,50,467,243,758,5,92,61,155,0,12,23,30,380,3536,3360,7285
CED597,0,3,7,7,0,9,13,25,0,54,44,99,6,82,71,157,0,54,46,103,0,30,20,55,0,6,4,14,0,0,0,0,0,0,0,0,15,243,202,455,0,0,0,3,0,5,5,11,0,8,3,14,0,9,3,11,0,5,8,9,0,5,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,39,19,61,0,5,3,6,0,15,15,31,0,67,46,116,6,90,80,170,0,61,48,109,0,35,21,62,0,9,3,18,0,0,0,0,0,0,0,0,15,280,222,516
CED601,143,2789,218,3155,168,2982,263,3415,513,6594,524,7633,597,5159,359,6115,844,5300,377,6517,948,5646,369,6967,733,5074,392,6197,377,2792,261,3437,99,814,150,1053,4427,37148,2915,44484,169,2706,176,3058,219,2706,213,3144,755,6169,404,7329,1095,5172,322,6593,1476,5357,305,7136,1733,5434,333,7501,1101,5152,395,6654,436,3170,333,3935,79,1390,250,1718,7065,37259,2727,47053,310,5500,400,6207,388,5687,477,6556,1265,12766,935,14964,1698,10335,682,12708,2314,10655,680,13653,2679,11083,698,14468,1838,10219,786,12847,814,5966,589,7370,178,2199,392,2770,11489,74406,5639,91537
CED602,126,2685,250,3068,142,2473,184,2794,370,5459,394,6226,630,4582,409,5618,884,5385,454,6723,1129,6056,436,7618,883,5631,466,6985,477,3068,331,3872,101,843,142,1092,4745,36187,3069,43997,165,2556,212,2928,216,2403,148,2772,779,5338,377,6500,1143,4669,329,6138,1502,5364,372,7236,1886,5932,395,8221,1275,5629,448,7347,482,3382,398,4264,65,1444,185,1689,7517,36712,2865,47095,294,5244,462,5992,360,4875,332,5572,1153,10796,777,12722,1771,9248,739,11759,2382,10751,826,13960,3020,11984,832,15839,2165,11257,909,14331,952,6451,728,8134,164,2284,327,2782,12263,72896,5936,91094
CED603,124,2728,147,3001,196,3377,178,3747,600,9523,638,10761,610,6050,364,7020,861,5202,330,6387,1028,4915,271,6211,662,4301,253,5213,334,2252,197,2786,107,800,72,984,4517,39141,2448,46107,156,2618,160,2932,267,3328,176,3775,770,8956,561,10293,1040,5897,316,7252,1418,5124,270,6815,1639,4853,272,6760,1085,4497,283,5870,422,2842,256,3519,95,1443,167,1705,6888,39576,2467,48924,276,5351,306,5932,463,6704,353,7520,1370,18480,1197,21049,1649,11944,679,14278,2277,10324,597,13199,2660,9767,542,12972,1746,8802,535,11082,753,5095,449,6307,202,2250,241,2691,11403,78715,4914,95028
CED604,143,2794,179,3122,152,2563,193,2908,457,6288,514,7253,627,5814,453,6899,941,5349,342,6626,1128,5429,363,6920,847,5187,330,6376,424,2762,253,3437,93,801,128,1023,4815,36988,2754,44564,140,2559,122,2822,186,2345,134,2664,654,6404,342,7396,1141,5952,314,7409,1533,5377,266,7173,1848,5586,283,7720,1204,5413,346,6962,485,3168,299,3953,65,1388,181,1633,7258,38178,2277,47724,284,5353,310,5949,340,4905,325,5570,1105,12691,849,14651,1767,11768,766,14301,2473,10721,601,13797,2980,11015,646,14636,2052,10603,675,13331,914,5925,552,7388,157,2186,311,2652,12080,75169,5035,92283
CED605,156,2704,279,3137,152,2522,193,2867,415,5522,424,6361,617,5079,438,6137,890,5614,444,6950,1190,6820,528,8544,964,6269,563,7797,437,2947,308,3690,76,740,98,912,4900,38220,3276,46397,165,2324,262,2752,188,2437,196,2816,790,5476,422,6685,1220,4939,412,6575,1563,5460,406,7429,1985,6231,511,8725,1208,5756,473,7440,420,2958,350,3725,72,995,123,1182,7606,36575,3145,47331,321,5024,546,5886,340,4961,385,5683,1202,10998,842,13043,1838,10019,846,12707,2451,11077,856,14386,3178,13054,1040,17274,2183,12026,1039,15236,856,5905,654,7415,144,1734,216,2097,12508,74799,6420,93730
CED694,5,25,9,43,4,54,9,71,6,88,40,135,11,69,29,99,12,87,29,130,11,61,32,104,0,48,48,90,0,13,4,18,0,0,0,0,54,437,198,689,7,36,11,48,8,36,10,53,13,74,11,92,15,62,21,97,12,48,17,78,17,60,27,98,6,38,33,72,3,7,4,13,0,0,0,4,70,363,127,561,5,67,19,95,16,92,15,119,12,155,55,228,21,132,53,198,25,132,46,203,26,119,55,199,3,85,75,163,5,19,10,31,0,0,0,3,126,798,322,1248
