CED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
CED101,0,0,0,0,7,15,48,45,16,133,0,0,5,23,18,39,29,16,8,130,0,0,0,15,18,14,7,7,0,66,0,17,682,1574,51,36,7,0,0,2364,0,0,3,6,7,7,7,10,6,52,5,39,133,381,216,205,102,43,15,1143,0,0,14,131,123,202,194,87,39,794,0,15,18,102,28,16,3,4,0,186,0,0,5,11,8,11,8,5,0,49,4,67,140,729,285,251,172,50,12,1708,0,0,4,52,26,16,25,14,8,144,0,0,4,16,19,8,15,7,0,73,0,0,0,20,14,21,24,13,10,113,0,10,22,36,25,29,32,9,3,163,0,3,16,78,45,48,30,19,5,246,0,4,15,46,26,27,20,14,10,146,5,5,18,102,31,20,27,9,0,206,3,15,33,298,106,57,33,0,0,549,0,4,4,18,13,17,12,13,4,85,7,22,27,74,16,27,19,5,3,206
CED102,0,0,0,0,8,14,61,53,34,165,0,0,0,26,8,7,9,10,3,69,0,0,8,25,8,12,8,4,0,76,6,37,1116,2374,66,31,12,3,0,3648,0,0,0,17,10,7,5,6,3,52,3,32,110,381,236,199,112,35,8,1120,0,12,16,204,163,374,490,285,121,1672,0,4,7,87,16,14,3,0,0,134,0,0,0,12,9,8,12,3,0,45,3,58,109,1072,325,315,189,50,27,2143,4,0,0,105,28,17,29,6,8,202,0,0,3,7,11,12,8,0,0,43,0,0,0,42,19,30,33,10,6,142,0,5,32,114,30,34,37,10,0,268,0,6,9,75,30,38,24,13,0,200,0,6,11,60,17,14,9,7,7,125,0,10,12,223,44,37,31,0,0,361,3,16,56,679,144,87,42,8,0,1037,0,6,4,62,57,44,31,19,3,216,16,32,31,150,27,22,15,6,3,307
CED103,0,0,0,0,8,15,27,26,9,78,0,0,5,23,7,12,7,13,3,78,0,0,12,57,27,33,23,14,0,169,0,0,139,315,5,3,0,0,0,472,3,5,4,8,14,9,18,24,11,99,4,53,108,267,169,191,97,45,9,941,0,0,0,11,9,17,25,5,8,69,16,82,38,319,26,11,15,4,0,503,0,0,0,14,23,11,14,7,4,70,13,110,122,1105,260,236,172,43,15,2082,0,0,0,70,32,41,34,14,11,206,0,0,0,0,5,0,8,0,0,15,0,3,0,31,23,33,42,37,15,186,9,55,55,145,85,58,53,18,9,481,4,26,35,168,88,59,52,34,11,475,3,33,42,263,123,174,121,63,27,851,10,32,43,418,119,74,83,20,0,799,5,15,33,402,117,55,28,16,3,666,0,4,0,60,22,26,17,7,8,142,17,75,61,163,38,32,28,11,5,431
CED104,0,0,0,0,0,20,39,16,9,94,0,0,3,8,16,14,9,0,0,56,0,0,0,21,19,20,9,5,5,81,0,5,33,178,19,8,0,0,0,239,0,3,14,17,17,23,45,45,15,178,6,56,87,201,217,223,157,71,29,1041,0,0,0,0,7,3,3,5,0,17,0,23,14,124,40,35,19,4,3,269,0,0,5,12,27,11,9,3,0,74,4,42,55,346,182,164,128,34,25,981,0,3,0,41,49,47,66,6,0,218,0,0,0,0,0,0,0,0,0,7,0,11,9,23,47,61,53,47,18,279,7,50,55,76,74,51,62,18,6,407,5,97,127,281,265,168,122,46,15,1129,0,27,40,219,202,241,131,67,29,956,0,13,15,108,56,58,68,5,0,326,0,10,19,127,58,33,17,4,0,265,0,5,0,12,13,16,3,0,0,54,6,49,78,116,68,58,29,15,11,427
CED105,0,0,0,0,3,11,26,44,16,94,0,0,4,15,13,19,21,13,10,96,0,3,15,103,58,37,29,16,4,258,0,17,1023,1497,21,20,6,5,0,2580,0,0,0,5,0,0,0,9,11,26,9,72,163,298,110,92,60,12,0,821,0,0,5,65,83,140,171,98,41,604,27,185,173,848,140,79,32,4,0,1489,0,0,0,8,0,4,4,3,0,23,0,26,80,495,209,241,176,54,13,1300,0,0,0,13,7,24,31,38,43,156,0,8,14,43,40,49,24,3,0,187,0,0,0,0,5,13,23,16,4,57,4,12,10,25,14,18,8,9,4,94,0,8,3,25,11,17,17,5,0,81,0,6,35,133,76,94,59,34,16,452,0,0,3,159,18,22,15,0,0,219,0,10,18,182,60,28,20,6,0,321,3,19,32,230,297,283,222,103,18,1206,5,12,22,24,11,10,9,3,0,94
CED106,0,0,0,0,6,7,9,5,0,24,0,0,0,13,4,14,15,5,4,54,0,0,9,14,15,15,10,4,9,74,0,13,185,447,25,13,9,0,0,683,0,12,18,14,24,22,31,39,23,191,7,62,134,212,280,262,183,120,59,1321,0,0,0,5,11,3,3,0,0,21,0,21,0,98,17,13,9,9,0,181,0,0,0,13,57,42,34,31,11,187,4,43,72,524,174,142,109,25,12,1110,0,3,0,55,27,42,42,13,12,195,0,0,0,5,0,0,0,0,0,5,0,15,27,27,56,74,50,37,30,312,14,111,79,140,92,63,68,26,6,599,13,140,198,481,506,368,244,148,47,2146,3,8,26,162,110,87,67,39,17,517,9,33,33,356,152,87,128,22,0,818,0,17,38,253,77,45,14,3,3,445,3,7,4,24,16,18,0,0,3,83,21,133,115,143,88,79,54,25,6,672
CED107,0,0,0,0,8,3,15,5,0,33,0,0,0,6,0,5,0,0,0,6,0,0,0,9,0,0,4,0,4,17,0,8,38,191,4,3,0,0,0,250,0,0,3,11,5,25,58,66,17,182,5,17,48,182,161,193,125,62,13,797,0,0,0,3,0,5,0,0,0,7,4,12,5,43,7,0,5,0,0,71,0,0,6,6,13,12,4,0,0,46,3,31,31,211,87,96,60,8,0,541,0,0,0,5,4,8,12,10,17,52,0,0,0,0,7,0,0,0,0,8,0,0,7,26,33,51,60,50,12,240,0,11,3,11,13,7,3,4,0,54,0,21,23,92,52,25,30,11,0,247,0,10,4,40,10,11,11,4,0,90,0,3,0,14,5,5,3,0,0,31,5,12,18,108,35,29,7,0,0,210,0,0,0,4,4,0,0,0,0,12,0,18,15,67,29,29,29,5,0,191
CED108,0,0,4,16,16,91,211,141,73,554,0,4,7,33,22,47,32,18,9,176,4,3,8,91,61,32,29,6,0,235,0,25,87,629,28,32,13,3,0,821,0,0,0,5,9,11,35,35,16,106,22,270,412,1109,346,213,112,31,7,2518,0,0,0,13,6,19,19,10,6,81,22,246,197,978,229,133,52,14,0,1878,0,3,8,8,13,3,7,0,0,40,20,307,773,3380,1767,1824,1183,328,110,9689,0,0,0,29,29,48,65,43,80,290,0,57,89,262,216,187,124,43,6,980,0,0,3,9,22,47,63,36,20,192,0,37,9,23,9,25,17,7,0,128,3,14,19,101,50,56,36,14,3,294,0,33,50,404,150,131,81,41,9,908,0,0,0,60,12,5,4,0,0,91,0,13,19,143,60,28,13,0,0,280,0,11,13,98,84,79,68,25,0,368,0,46,25,61,17,10,6,7,0,169
CED109,0,0,0,5,6,7,59,50,16,142,0,0,4,9,3,11,4,8,0,45,0,0,0,6,7,4,0,3,0,28,0,0,8,49,4,0,0,0,0,63,0,3,0,25,14,14,29,25,25,134,8,33,72,325,258,186,112,69,23,1075,0,5,8,88,68,117,88,38,12,418,0,3,0,19,0,7,3,0,0,42,0,0,0,13,12,12,0,4,0,54,0,19,39,275,131,139,86,19,12,715,0,3,4,87,37,26,32,13,14,212,0,0,0,0,6,3,3,0,0,16,0,4,4,38,38,57,63,62,9,279,0,8,18,27,22,22,21,6,0,124,0,17,26,152,96,70,42,27,3,435,0,3,0,15,11,8,4,3,0,50,0,4,7,40,16,16,17,0,0,96,0,17,18,207,78,21,22,0,0,363,0,3,0,30,25,18,22,11,7,112,11,23,23,115,35,35,24,8,4,282
CED110,0,0,0,0,6,11,30,13,0,53,0,0,3,5,4,5,0,0,0,15,0,14,42,137,28,18,7,0,0,246,0,4,18,104,0,0,0,0,0,128,0,0,6,25,15,34,99,85,44,303,0,27,34,204,194,311,255,129,45,1197,0,0,0,0,0,4,0,0,0,7,0,9,8,10,0,0,0,0,0,28,0,6,5,21,26,24,13,0,0,95,3,25,30,273,110,134,85,19,3,683,0,0,0,10,7,11,20,4,7,61,0,0,4,0,4,0,0,0,0,20,0,3,4,21,37,68,83,79,25,323,0,6,0,13,8,10,6,3,0,47,0,8,28,91,74,57,72,31,9,370,0,3,4,23,11,4,5,3,0,50,0,0,4,22,7,3,0,0,0,47,0,26,28,91,57,30,14,5,0,249,3,3,0,3,4,4,3,0,0,24,3,26,27,76,40,45,48,19,5,280
CED111,0,0,0,3,9,20,35,33,13,106,0,0,0,7,0,3,5,0,0,18,0,6,4,66,18,10,9,4,3,122,0,0,29,109,7,0,0,0,0,142,3,7,9,33,17,26,81,78,38,285,0,25,67,252,178,172,119,58,21,908,0,3,7,96,134,219,324,245,76,1106,4,9,11,81,15,0,4,0,0,126,0,0,3,11,16,13,4,0,0,39,8,21,40,234,82,125,89,26,5,634,0,0,4,36,20,18,49,15,21,166,0,0,0,4,4,0,0,0,0,12,0,0,15,31,57,117,119,88,46,472,0,16,5,17,14,11,0,6,0,71,0,10,26,128,52,58,43,15,3,339,0,3,24,42,16,15,13,8,7,119,0,6,3,27,10,6,3,0,0,51,0,28,60,212,84,42,9,9,0,443,0,3,0,28,69,56,39,39,8,241,9,32,50,152,63,47,45,21,0,407
CED112,0,0,0,3,5,14,61,53,11,154,0,0,0,7,3,8,18,3,12,54,0,0,0,3,0,0,4,0,0,12,0,0,13,72,0,0,0,0,0,88,0,5,0,14,12,29,56,53,32,205,5,31,67,303,290,284,204,98,30,1313,0,0,0,0,0,6,4,0,0,11,0,5,5,19,8,6,0,0,0,44,0,0,0,9,15,20,11,4,0,55,5,33,53,316,152,158,97,20,5,845,0,0,0,31,16,6,27,5,6,99,0,0,0,5,6,4,0,0,0,18,0,3,10,35,40,73,107,86,31,385,0,0,0,12,7,12,8,0,0,39,0,15,31,112,82,63,49,32,4,386,0,0,0,21,10,6,7,4,3,57,0,7,0,9,4,0,3,0,0,29,0,18,25,132,50,38,12,0,0,273,0,0,0,0,8,8,0,0,0,19,3,24,22,82,42,37,26,7,3,240
CED113,0,0,0,0,0,17,26,21,4,61,0,0,4,5,3,0,5,0,0,16,0,0,0,10,0,4,0,0,0,17,0,3,31,244,0,0,0,0,0,285,0,0,3,25,18,37,106,55,21,268,0,21,52,221,221,238,161,62,9,979,0,4,6,60,40,60,63,28,11,278,4,14,3,58,3,5,7,0,0,90,0,0,0,16,47,24,7,0,0,98,3,35,51,234,105,107,71,14,3,629,0,0,0,18,13,17,21,13,8,95,0,0,4,11,8,7,0,0,0,28,0,4,0,18,33,67,69,60,18,278,4,8,4,13,15,12,8,0,0,64,6,27,29,117,85,52,36,17,3,363,0,6,3,41,18,15,6,0,0,91,0,0,0,70,3,4,0,0,0,79,0,13,15,118,73,40,14,3,0,277,0,0,0,8,5,3,0,0,0,23,12,37,30,114,53,65,77,19,7,418
CED114,0,0,0,4,3,0,12,8,0,32,0,0,0,8,0,5,0,0,0,16,0,0,0,10,3,0,0,0,0,12,0,29,56,102,5,0,0,0,0,202,0,0,0,15,24,18,81,58,20,213,4,68,70,269,125,168,121,50,9,878,0,0,0,0,0,0,0,0,0,3,4,15,16,54,5,10,0,0,0,105,0,0,0,3,14,14,0,0,0,34,10,59,56,352,130,116,59,23,0,803,0,0,0,3,0,3,5,4,4,24,0,15,25,30,28,10,4,0,0,114,0,0,0,19,15,42,58,51,19,210,0,0,3,8,8,6,6,0,0,36,5,28,31,78,49,30,17,18,3,272,0,15,6,47,22,7,10,0,0,98,5,0,8,110,0,0,0,0,0,122,0,9,9,95,48,28,7,3,0,198,0,0,5,13,11,5,7,0,0,40,0,12,12,60,10,25,21,9,0,144
CED115,0,0,0,3,4,40,92,51,21,220,0,0,6,33,5,19,22,10,3,99,0,0,12,57,24,23,15,3,0,128,4,4,55,185,7,9,6,0,0,272,0,0,0,0,0,4,13,5,5,29,9,84,223,434,117,78,39,13,0,1002,0,0,13,78,51,109,116,55,17,440,10,30,41,230,19,9,15,4,0,363,0,0,4,0,4,0,0,0,0,8,0,43,93,503,205,220,239,60,21,1380,0,0,0,30,23,52,74,35,33,245,0,18,51,130,98,84,40,5,5,434,0,0,0,6,6,16,22,15,11,67,0,4,3,20,8,7,16,3,0,58,0,0,6,15,7,9,12,7,0,61,0,0,5,27,15,16,21,12,9,93,0,0,5,44,11,12,10,0,0,91,0,23,54,420,112,92,54,11,0,774,0,25,10,50,51,47,48,25,0,250,0,20,17,28,6,7,6,0,0,85
CED116,0,0,0,3,5,18,48,31,13,129,0,0,0,3,3,10,12,4,0,35,0,0,0,0,0,0,0,0,0,9,0,0,11,73,0,3,0,0,0,85,0,0,5,10,14,30,116,80,35,287,3,19,42,178,199,239,240,115,25,1060,0,0,0,5,10,11,18,9,0,46,0,3,3,15,0,0,0,0,0,23,0,3,3,9,18,18,9,0,0,51,4,21,30,201,90,104,80,20,3,551,0,0,0,19,7,18,26,16,11,95,0,0,0,3,0,0,0,0,0,8,0,3,7,24,30,102,150,106,39,460,0,4,6,8,13,10,11,5,5,66,0,6,16,71,48,50,61,36,6,293,0,4,4,26,10,4,3,0,0,58,0,0,0,13,4,0,0,0,0,21,3,5,19,97,63,26,10,0,0,223,0,0,0,4,0,0,3,0,0,11,3,19,16,95,48,50,73,25,4,354
CED117,0,0,0,6,3,14,38,31,19,109,0,0,3,19,4,12,6,10,0,51,0,0,6,18,20,10,9,5,0,61,0,11,219,409,10,14,4,3,0,660,0,6,12,52,28,13,20,10,0,143,4,20,81,596,374,298,185,50,14,1626,0,0,4,20,9,16,17,16,4,98,0,0,4,29,7,4,0,0,0,46,0,0,0,19,32,5,5,0,0,72,0,22,36,486,126,121,117,31,9,946,0,0,3,87,36,14,28,23,12,212,0,0,0,0,3,3,3,0,0,15,0,0,14,92,85,68,59,27,11,356,3,31,24,108,43,24,16,5,0,261,0,3,31,223,77,47,39,15,0,443,0,0,0,88,16,14,19,9,6,157,0,0,6,108,21,10,8,3,0,167,0,22,31,430,108,58,33,4,0,687,0,3,0,53,27,26,26,17,5,165,33,63,56,382,116,62,44,15,0,780
CED118,0,0,0,3,12,80,222,157,42,518,0,0,6,39,26,36,40,20,12,191,0,0,12,97,59,40,33,13,3,262,4,20,131,823,58,46,19,6,0,1102,0,3,0,16,8,10,20,27,17,104,20,165,312,552,271,193,100,28,4,1651,0,0,0,3,8,5,18,0,0,38,8,112,76,597,99,62,47,14,4,1023,0,0,0,3,22,7,0,0,0,41,11,139,299,1520,819,771,475,122,61,4212,0,0,3,49,40,44,55,21,12,220,0,0,11,43,36,38,16,4,0,156,0,4,11,17,31,48,40,26,17,192,10,63,37,60,32,32,18,6,5,257,7,69,96,262,164,89,60,18,9,782,9,111,158,1045,452,398,233,90,41,2533,0,11,6,81,14,19,21,0,0,149,0,10,30,185,71,35,15,3,0,360,0,3,9,106,94,82,45,27,4,368,11,55,54,102,35,25,16,0,0,304
CED119,0,0,0,0,7,15,34,39,13,109,0,0,0,8,15,43,22,11,15,121,0,0,0,12,0,4,7,0,0,30,0,9,14,117,12,6,5,0,0,155,0,0,3,16,17,14,25,22,17,128,4,39,71,284,225,186,79,43,8,951,0,0,5,40,43,77,76,25,8,261,0,4,10,35,17,12,3,0,0,85,0,0,0,7,19,13,8,0,0,44,9,17,35,315,124,167,107,26,13,810,0,6,0,70,27,41,33,16,9,200,0,5,0,14,17,16,3,0,0,64,0,4,5,51,45,53,63,45,14,285,5,7,11,20,14,23,23,3,0,111,6,22,34,136,91,76,72,31,10,480,0,3,0,35,13,25,12,13,5,107,0,0,4,31,13,10,11,0,0,72,0,8,9,153,58,27,8,5,0,265,0,0,3,13,10,12,5,7,0,50,10,30,30,117,43,38,34,10,5,307
CED120,0,0,6,15,12,47,103,46,11,235,0,0,3,15,10,16,15,3,0,62,0,0,0,5,3,6,0,0,0,17,0,3,8,89,5,0,0,0,0,113,0,0,0,15,10,31,81,34,17,186,9,26,61,231,208,189,151,45,12,925,0,0,0,11,8,10,3,5,0,38,0,10,8,38,11,8,5,0,0,73,0,0,0,6,19,11,7,0,0,43,6,19,26,237,96,93,73,5,3,565,0,0,3,34,15,18,25,7,9,115,0,0,7,13,12,3,3,0,0,42,0,9,3,47,47,92,98,71,21,382,0,0,5,11,13,10,7,0,0,46,0,8,27,95,60,43,37,18,3,287,0,5,9,24,17,7,7,4,0,73,0,0,0,25,3,5,3,0,0,34,0,3,19,99,58,20,13,0,0,214,0,0,0,14,7,4,3,0,0,38,3,9,20,60,30,46,32,7,5,206
CED121,0,0,0,3,0,4,26,6,0,38,0,0,0,3,0,12,8,3,0,22,0,0,0,6,3,0,0,0,0,16,0,0,9,63,0,0,0,0,0,71,0,3,0,9,10,23,81,54,20,202,8,49,61,280,227,223,176,97,31,1147,0,0,0,6,4,0,3,0,4,18,4,10,0,29,4,4,5,0,0,61,0,0,5,11,28,16,15,8,0,78,4,20,41,272,112,110,78,21,4,657,0,0,0,16,4,5,20,10,8,64,0,0,4,13,9,10,10,0,3,43,0,5,11,19,27,56,87,53,32,289,0,0,3,5,7,9,12,0,0,41,0,25,35,114,92,52,37,27,3,390,0,4,4,21,12,5,11,0,0,71,0,0,0,20,3,0,0,0,0,29,6,5,21,138,57,30,13,0,0,266,0,0,0,4,5,4,0,0,0,11,0,12,17,74,28,34,33,16,0,216
CED122,0,0,0,4,0,26,76,77,34,211,0,0,5,29,9,25,19,5,0,97,0,0,13,26,6,7,12,4,0,62,0,0,40,86,4,0,0,0,0,132,0,4,6,59,24,12,16,17,6,145,11,32,130,573,304,263,155,71,20,1558,0,0,0,25,4,9,11,6,0,58,5,3,15,63,8,9,11,0,0,113,0,0,5,17,30,19,11,9,5,88,7,51,97,671,277,226,179,49,11,1565,0,3,11,152,50,57,89,24,14,393,0,0,0,0,8,12,3,0,0,26,0,5,15,181,85,66,60,23,14,447,6,25,64,138,50,46,52,18,0,395,4,18,86,289,281,131,80,69,11,963,0,0,17,75,25,31,26,9,0,177,6,10,22,169,41,30,40,3,3,315,3,20,49,483,138,76,53,0,0,818,0,0,0,73,69,75,60,31,7,319,24,62,59,364,81,43,19,9,3,668
CED123,0,0,0,20,22,88,166,126,29,454,0,0,4,20,13,18,28,11,9,94,0,6,0,41,12,10,8,0,0,67,0,12,59,286,16,26,9,3,0,414,0,0,0,9,10,40,74,47,19,193,17,118,238,662,315,230,135,25,14,1752,0,0,0,9,7,10,9,8,0,46,3,40,33,208,52,25,19,6,0,390,0,0,3,8,11,8,4,0,0,40,8,79,179,1006,440,379,245,56,19,2411,0,0,0,31,18,33,36,21,14,152,0,15,54,98,68,49,24,12,4,326,0,0,6,37,52,116,111,72,13,412,0,9,4,36,17,22,10,4,0,110,0,8,21,116,67,55,32,31,6,329,4,22,27,192,63,66,40,13,0,438,0,0,0,43,4,5,12,0,0,69,3,13,24,200,78,62,14,4,0,398,0,0,3,26,25,20,18,6,0,102,0,10,22,66,17,27,23,3,3,165
CED124,0,0,0,0,4,10,23,15,8,65,0,0,0,4,0,6,4,0,0,17,0,0,0,0,0,0,3,0,0,8,0,0,8,54,0,0,0,0,0,66,0,5,0,12,13,23,91,61,24,229,3,16,23,122,133,222,225,95,28,863,0,0,0,0,0,3,0,0,0,4,0,0,0,12,6,0,0,0,0,16,0,0,0,4,19,20,10,3,0,64,0,15,14,146,79,91,66,14,0,433,0,3,0,9,9,11,21,5,4,60,0,0,0,0,0,0,0,0,0,0,0,4,3,11,18,73,96,74,10,294,0,0,0,3,4,7,13,0,0,35,0,6,12,48,42,49,58,16,6,227,0,0,0,8,3,6,3,4,0,25,0,0,0,11,0,3,0,0,0,16,0,5,16,66,50,18,15,0,0,173,0,3,0,0,5,0,0,0,0,7,0,14,11,61,27,37,60,23,0,228
CED125,0,0,0,15,10,38,77,49,12,202,0,0,8,55,32,74,47,22,12,245,0,0,6,22,12,8,4,6,0,59,8,29,116,1161,54,64,21,3,0,1462,0,0,3,11,9,16,42,16,10,100,28,189,372,970,345,240,130,48,4,2332,0,0,0,47,40,37,36,14,0,173,4,109,93,492,115,48,23,3,0,890,0,0,9,16,17,21,7,0,0,71,12,88,224,1143,545,548,326,94,27,3006,0,0,7,54,42,39,59,16,5,232,3,42,96,218,197,192,94,37,5,889,0,10,4,49,33,112,110,67,8,396,0,17,4,25,16,11,17,4,0,94,8,17,33,172,122,90,90,32,5,567,5,25,42,151,63,56,36,20,0,392,0,4,9,51,19,8,7,0,0,94,5,16,22,313,110,71,38,10,0,587,0,7,3,31,26,8,5,5,0,86,0,16,26,73,22,23,20,4,5,193
CED126,0,0,0,3,6,9,11,13,0,39,0,0,0,9,4,17,10,4,0,35,0,0,0,4,3,4,3,0,0,23,3,5,102,211,7,0,0,0,0,322,0,16,15,42,53,52,64,83,54,379,3,34,76,377,341,351,219,99,37,1533,0,0,0,5,7,4,10,3,0,30,0,0,0,9,9,0,5,0,0,18,0,0,0,6,28,28,8,7,0,81,0,21,50,302,148,153,78,21,7,789,0,0,0,79,28,29,41,10,5,193,0,0,0,3,7,8,3,0,0,22,0,12,13,69,95,110,84,73,36,495,0,23,15,30,32,26,18,3,0,152,8,57,95,354,264,174,94,63,21,1138,0,0,0,15,7,13,10,6,0,47,0,4,0,20,12,3,7,0,0,54,0,10,16,158,95,50,18,6,0,361,0,5,3,16,16,17,16,9,4,80,22,56,61,216,143,92,78,31,0,708
CED127,0,3,0,11,16,54,108,60,11,260,0,0,0,4,0,14,3,6,0,27,0,0,0,0,5,3,0,0,0,14,0,0,15,59,0,0,0,0,0,81,0,0,4,15,37,26,98,58,26,269,0,15,47,220,222,268,166,78,18,1030,0,0,0,8,5,10,11,6,0,33,0,0,0,12,9,6,4,0,0,27,0,0,0,7,20,25,5,0,0,65,0,15,23,195,97,81,66,10,4,499,0,0,0,30,21,28,36,8,8,148,0,0,0,3,5,0,3,0,0,10,0,11,14,27,48,87,106,59,20,370,0,10,4,14,17,11,8,0,0,66,0,8,34,95,91,46,45,15,13,339,0,5,0,30,10,13,12,5,5,71,0,0,0,13,4,5,6,0,0,34,0,13,6,108,33,35,12,0,0,203,0,0,0,8,4,6,3,0,0,18,4,24,20,105,50,73,67,32,7,382
CED128,0,0,0,17,10,90,303,271,92,790,0,0,3,19,9,22,33,19,9,111,0,5,3,52,40,33,17,10,5,170,0,4,66,279,15,7,11,0,0,377,0,0,5,3,3,3,21,13,6,56,14,99,200,465,224,134,73,25,4,1233,0,5,0,19,18,28,49,20,4,142,4,93,90,363,58,30,27,7,6,682,0,0,0,0,4,3,3,0,0,23,8,50,114,671,398,377,318,67,27,2034,0,0,3,23,11,37,37,20,23,156,0,15,39,81,68,60,36,12,3,305,0,0,0,9,14,43,39,29,6,148,0,0,8,13,11,10,11,3,0,56,0,3,9,36,42,30,33,11,0,164,0,8,15,115,71,88,57,25,16,391,0,0,4,42,12,18,11,3,0,90,0,8,30,216,53,60,21,6,0,398,5,27,17,140,162,131,73,37,12,602,7,18,21,39,7,13,3,0,0,109
