CED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
CED328,0,0,0,0,5,0,0,6,0,13,0,0,5,8,4,7,7,3,0,34,0,0,8,25,11,10,3,6,8,72,0,5,84,155,6,7,3,0,0,254,4,5,11,42,34,30,56,39,8,221,12,95,216,543,401,322,189,103,29,1914,0,0,0,10,5,4,8,4,0,32,0,16,4,46,9,5,0,0,0,83,0,5,36,82,99,61,25,18,8,334,3,11,69,268,92,88,64,14,3,610,0,0,0,61,22,30,32,3,8,158,0,0,0,8,10,0,0,3,0,20,0,30,42,81,85,100,87,39,27,495,0,38,73,136,57,34,27,17,3,393,13,134,259,540,412,220,172,60,18,1838,5,23,46,158,61,67,55,27,6,446,3,26,38,201,74,40,47,3,0,434,3,21,60,124,69,20,16,3,0,320,0,8,0,24,13,11,3,0,0,59,21,96,145,234,109,89,61,19,5,777
CED329,0,0,0,6,0,5,14,10,3,34,0,0,0,3,0,6,3,3,0,14,0,0,0,0,0,0,0,0,0,5,0,0,5,18,0,0,0,0,0,24,0,4,11,29,27,50,97,64,23,294,4,47,88,363,433,570,513,221,41,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,13,18,56,53,20,3,0,156,0,19,24,204,140,140,99,25,3,668,0,0,0,13,14,12,18,6,0,70,0,0,0,0,5,0,3,0,0,10,0,7,10,31,51,80,111,65,31,389,0,6,3,12,7,24,15,0,0,61,0,15,33,113,118,101,65,44,10,505,0,0,0,8,5,0,4,3,0,30,0,0,0,33,3,3,0,0,0,40,5,23,15,100,57,23,8,5,0,235,0,0,0,0,0,0,0,0,0,5,3,20,24,101,56,67,52,28,5,355
CED330,0,0,0,6,0,10,11,3,0,27,0,0,0,10,0,5,6,6,0,29,0,0,5,14,4,6,5,0,0,26,0,0,6,13,0,4,0,0,0,15,3,4,3,26,36,42,101,48,15,277,33,182,333,1167,938,781,446,159,41,4067,0,0,0,11,5,8,0,0,0,17,0,6,8,27,5,8,5,0,0,58,0,9,19,56,88,43,24,5,0,247,4,23,47,255,114,115,67,15,3,641,0,0,0,24,14,16,17,9,0,83,0,3,8,32,13,17,13,4,0,88,0,10,15,65,72,97,86,39,17,410,0,0,25,19,24,13,12,0,0,98,0,33,92,241,171,135,53,24,14,764,0,3,3,15,13,10,5,0,0,52,0,3,19,242,20,14,3,4,0,300,0,16,19,138,43,23,4,0,0,239,0,0,0,3,5,4,0,0,0,14,5,26,29,99,43,50,52,14,4,313
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,6,4,5,8,11,3,0,32,3,0,21,68,46,56,63,13,0,265,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,3,0,8,3,4,3,0,0,22,0,4,10,18,4,4,4,0,0,40,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,14,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,3,7,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,34,0,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,15,4,4,0,0,0,22
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,0,0,0,5,0,5,35,30,16,94,0,0,4,14,4,0,0,0,0,28,0,0,17,51,4,14,5,0,0,91,0,14,196,590,13,4,0,0,0,822,0,0,10,19,13,23,64,29,20,177,12,39,63,204,107,107,104,32,12,677,0,0,0,7,3,3,4,3,0,24,18,110,110,277,24,12,4,0,0,559,0,0,4,16,18,12,8,0,0,67,9,55,154,686,205,151,101,26,11,1405,0,0,4,110,37,61,77,56,57,382,0,0,0,0,0,0,0,0,0,3,0,18,14,61,38,83,102,66,29,396,4,26,104,139,46,39,24,6,0,372,9,13,58,136,78,38,29,12,3,378,3,36,59,244,39,21,17,5,5,430,3,7,30,237,19,11,7,0,0,317,0,12,42,249,67,33,17,0,0,430,4,6,3,27,10,3,7,3,4,62,9,35,44,160,40,40,35,16,0,373
CED402,0,0,0,0,0,4,6,0,0,12,0,0,0,0,0,5,3,0,0,6,0,3,16,58,22,12,6,4,0,118,0,0,5,32,0,0,0,0,0,38,0,0,0,11,19,35,153,92,27,337,7,30,60,176,124,171,72,34,9,680,0,0,0,0,4,0,4,0,0,11,3,10,9,22,0,0,0,0,0,50,0,0,0,9,12,4,4,0,4,37,4,62,88,323,155,136,62,22,0,857,0,0,0,5,6,11,15,9,7,57,0,0,0,0,0,0,0,0,0,0,0,0,3,28,27,83,105,71,22,345,0,0,4,5,9,8,3,0,0,28,5,31,31,98,51,36,25,12,0,291,0,4,3,35,11,3,3,0,0,59,0,0,4,72,0,0,0,0,0,84,3,28,38,92,41,11,3,0,0,228,0,0,0,3,5,3,12,0,0,32,0,9,4,51,21,34,36,6,3,170
CED403,0,0,0,0,0,4,23,22,8,59,0,0,7,14,4,5,0,0,0,20,0,0,0,23,4,0,4,4,0,36,3,26,190,755,15,15,0,0,0,1006,6,3,9,40,14,33,114,84,59,369,6,29,46,180,137,151,112,44,24,729,0,0,0,0,0,4,0,0,0,6,3,26,26,103,24,7,9,3,0,208,0,0,3,22,27,18,11,0,3,83,0,33,60,357,136,107,78,26,11,811,0,0,3,77,39,62,69,32,27,310,0,0,0,0,4,0,5,0,0,10,0,7,27,79,76,128,126,90,67,610,0,13,50,89,39,32,30,9,0,278,3,55,80,191,117,63,51,26,10,594,6,25,33,132,46,21,17,11,10,307,0,3,7,80,15,4,0,0,0,117,0,9,22,128,47,22,12,0,0,244,0,7,0,5,3,6,6,3,0,27,10,37,42,114,43,52,39,24,0,374
CED404,0,0,0,0,0,7,10,3,9,28,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,8,35,0,0,0,0,0,45,0,8,5,15,17,35,123,69,15,290,4,25,30,147,101,136,98,43,3,579,0,0,0,0,0,0,3,0,6,8,0,7,0,23,5,0,0,0,0,36,0,0,7,9,7,10,7,0,0,40,3,52,55,296,126,121,98,27,0,785,0,0,0,13,7,6,10,7,0,46,0,0,0,0,0,0,0,0,0,0,4,10,7,30,48,148,136,118,40,532,0,0,3,7,12,3,0,0,0,31,4,23,21,83,63,25,31,10,0,255,0,3,7,54,9,5,4,0,0,84,0,6,4,20,0,0,0,0,0,29,0,12,7,60,50,21,10,0,0,158,0,0,0,0,0,0,0,0,0,3,0,7,9,24,20,28,26,9,0,119
CED405,0,0,0,3,0,7,57,31,15,114,0,0,0,4,0,3,0,0,0,9,0,0,0,0,4,0,0,3,0,15,0,0,65,260,0,4,0,0,0,331,0,3,0,21,16,21,67,49,9,196,0,28,56,193,124,118,72,26,0,628,0,0,0,13,10,8,15,26,9,84,7,31,30,132,15,9,10,0,0,236,0,0,4,15,11,3,3,0,0,37,5,66,124,487,209,159,115,30,9,1213,0,3,4,77,41,54,87,58,68,392,0,0,0,0,0,0,0,0,0,8,0,11,27,78,63,120,127,95,31,555,0,9,10,37,15,14,19,3,0,108,9,41,50,183,89,53,22,17,0,453,0,11,10,56,26,6,9,5,0,115,0,3,4,54,4,8,3,0,0,75,0,25,20,134,68,20,12,0,0,277,4,0,4,11,9,0,0,0,0,35,9,20,23,90,28,40,20,9,0,235
CED406,0,0,0,0,6,7,24,15,5,51,0,0,0,4,5,7,3,0,3,19,0,0,0,0,0,0,3,0,0,7,0,3,5,51,0,4,0,0,0,62,0,4,3,31,21,57,166,98,43,429,5,31,57,216,150,153,117,40,3,777,0,0,0,0,0,0,6,0,0,12,0,10,22,84,26,20,12,0,0,174,0,0,3,16,29,7,8,0,0,59,3,32,62,325,189,164,93,40,5,912,0,0,4,74,54,110,111,34,22,416,0,0,0,0,0,0,0,0,0,7,0,19,48,130,146,238,211,157,58,1003,0,0,13,27,29,16,17,0,0,105,0,70,80,217,174,76,46,25,8,696,0,5,11,55,19,17,6,6,6,121,0,0,0,26,3,0,0,0,0,38,0,16,9,100,50,12,4,0,0,198,0,0,0,3,4,3,0,0,0,13,0,21,23,85,25,23,29,13,3,230
CED407,0,0,0,0,5,14,32,42,12,106,0,0,0,4,5,0,3,5,0,15,0,12,41,79,27,3,7,3,0,170,0,12,38,172,3,5,0,0,0,238,0,0,5,12,8,38,108,83,38,293,3,31,44,152,108,88,60,34,13,524,0,0,0,3,0,9,5,9,0,33,8,88,91,185,22,3,5,0,0,403,0,0,5,5,26,13,0,4,3,49,3,62,130,544,248,216,132,26,4,1372,0,0,0,62,53,94,110,46,24,390,0,0,0,4,0,0,0,0,0,4,0,6,11,48,43,154,196,159,59,685,0,8,14,26,20,19,18,5,0,103,0,19,48,105,74,56,26,23,3,352,0,24,46,166,54,31,19,10,0,345,0,6,8,60,10,4,3,0,0,91,0,11,17,123,45,30,7,3,0,234,0,0,0,17,10,4,5,0,0,32,0,20,27,60,24,24,19,13,3,194
CED408,0,0,0,3,4,7,20,9,0,42,0,0,0,3,0,3,0,0,0,8,0,0,4,0,3,0,0,0,0,7,0,0,0,14,0,0,0,0,0,12,0,3,8,30,36,59,240,109,32,510,8,22,40,187,161,195,147,67,13,835,0,0,0,0,0,0,0,0,0,3,0,4,6,4,4,0,0,0,0,17,0,0,0,13,40,15,5,0,0,74,0,24,37,157,83,74,34,3,0,421,0,0,0,43,23,26,29,12,12,133,0,0,0,0,0,0,0,0,0,3,4,18,27,55,93,142,193,106,46,683,0,11,8,21,24,14,19,6,0,101,7,45,62,169,104,70,45,23,8,540,0,3,4,32,17,6,8,0,0,72,0,0,7,26,5,9,0,0,0,44,0,8,14,73,45,6,5,0,0,145,0,0,0,5,0,0,0,0,0,7,7,25,32,116,66,71,65,21,7,408
CED409,0,0,0,0,5,9,34,22,3,80,0,0,0,5,3,3,0,0,0,13,0,42,124,348,88,34,13,0,0,650,4,132,213,233,14,6,0,0,0,609,0,0,0,13,20,42,109,74,41,300,3,42,50,164,131,104,54,23,3,572,0,0,0,0,0,7,6,0,5,15,11,110,123,170,15,3,0,5,0,432,0,0,0,12,22,0,0,0,0,38,3,66,145,537,245,224,112,37,12,1379,0,0,6,30,27,46,67,15,12,201,0,7,0,5,4,0,5,0,0,10,0,0,3,30,50,189,178,169,70,690,0,9,0,16,10,16,3,3,0,50,0,16,16,62,38,31,12,8,0,186,0,0,3,41,15,4,3,0,0,69,0,4,0,42,4,5,0,0,0,56,0,16,19,181,61,28,10,0,0,318,0,3,4,22,8,4,3,5,0,48,0,9,21,62,18,22,16,6,3,154
CED410,0,0,0,3,5,8,31,24,9,81,0,0,0,7,0,3,0,4,0,15,0,0,4,12,0,3,3,0,0,27,3,10,60,291,3,10,3,0,0,380,0,3,8,12,18,23,85,74,26,244,4,34,50,124,103,118,99,54,22,604,0,0,0,3,0,0,0,0,0,9,15,65,37,186,24,11,4,0,0,341,0,8,5,13,23,14,8,3,0,66,5,35,70,350,122,107,77,36,9,807,0,0,5,69,52,79,83,53,41,382,0,0,4,3,0,0,0,0,0,8,0,19,13,48,54,72,118,83,48,461,3,37,36,113,58,36,51,22,3,364,10,38,51,154,91,67,59,26,6,504,12,131,83,463,147,54,48,26,5,971,3,17,15,115,27,23,18,3,0,226,0,12,25,120,60,14,18,0,0,250,0,5,0,18,6,13,14,15,4,75,10,55,60,131,37,39,38,30,9,403
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,6,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,0,0,5,0,3,13,7,0,29,0,0,12,51,12,8,14,6,0,102,0,0,3,25,11,16,14,7,3,78,0,6,12,43,9,0,0,0,0,67,0,3,9,30,36,33,90,63,28,294,33,345,483,1596,750,615,313,95,12,4238,0,0,0,8,3,9,0,0,0,24,0,5,3,48,7,5,3,0,0,80,0,0,0,14,18,10,4,0,0,52,10,225,408,916,449,204,113,18,0,2337,0,0,4,33,22,19,21,3,0,112,0,5,4,11,6,4,0,4,0,39,0,52,76,233,228,289,198,148,53,1281,0,12,16,84,47,44,30,13,0,254,4,104,199,583,372,195,104,40,10,1617,0,9,13,50,15,6,10,5,0,101,6,0,0,53,0,0,0,0,0,64,7,32,41,241,135,56,22,6,0,534,0,0,0,4,3,0,0,0,0,7,0,29,30,101,32,37,38,9,0,274
CED502,0,0,0,3,5,9,14,5,0,34,0,24,39,186,34,35,16,12,0,348,0,13,82,441,175,169,129,47,31,1079,0,0,23,135,7,8,0,0,0,174,0,3,5,25,40,34,129,105,65,408,21,234,300,892,453,423,213,57,13,2604,0,0,0,0,5,0,0,0,0,12,7,145,85,416,50,24,20,3,0,753,0,15,30,46,32,7,6,0,0,132,14,284,553,1159,573,280,145,28,3,3043,0,6,3,32,5,23,32,11,8,128,0,0,0,13,9,5,4,5,0,30,0,6,13,100,78,140,141,105,26,610,4,47,92,305,128,170,120,30,12,913,3,53,179,388,271,169,84,28,9,1194,3,69,107,436,121,55,55,19,5,872,0,3,3,183,15,13,0,0,0,218,5,70,170,312,143,62,23,3,0,796,0,6,5,43,30,9,8,4,0,92,4,30,24,57,32,34,21,5,0,218
CED503,0,0,0,0,0,4,6,7,0,24,0,5,7,48,11,11,10,3,0,89,0,0,0,10,9,11,13,11,7,57,0,3,4,21,0,0,0,0,0,29,0,5,7,44,34,40,165,97,35,423,15,162,227,783,522,521,355,105,17,2717,0,0,0,0,0,0,0,0,0,5,0,9,3,38,4,3,0,0,0,57,0,7,14,19,23,4,4,0,0,72,6,84,136,420,194,134,61,15,0,1047,0,0,0,24,12,16,20,3,4,77,0,0,0,7,0,0,4,0,0,14,3,27,43,134,134,216,200,132,34,920,0,6,11,38,39,36,23,7,4,166,0,77,183,404,337,180,109,41,16,1340,0,7,8,28,11,7,10,9,0,76,0,0,0,24,3,6,0,0,0,36,7,25,28,162,86,55,24,3,0,387,0,0,0,6,0,0,0,0,0,0,0,8,22,61,31,46,45,15,4,237
CED504,0,0,0,3,3,6,17,7,4,39,0,6,25,110,34,63,59,39,15,349,6,44,119,550,245,233,216,78,42,1531,0,4,16,89,8,4,3,0,0,127,4,0,6,21,9,15,45,64,27,195,9,97,205,591,297,312,189,61,15,1777,0,8,18,176,137,216,217,122,47,938,0,38,31,179,27,21,12,4,0,311,0,0,9,11,8,12,4,0,0,47,3,90,208,546,291,189,146,39,5,1517,0,4,9,85,47,82,105,40,27,394,0,0,0,4,4,0,0,0,0,15,0,4,14,81,74,99,134,86,35,534,0,19,24,132,80,113,106,41,8,524,0,16,107,312,187,170,124,51,10,988,0,8,27,105,42,51,53,36,7,324,4,7,8,195,18,7,12,0,0,251,3,82,145,285,152,65,41,0,3,781,0,10,7,49,19,3,5,0,5,98,0,15,20,103,24,21,14,11,0,221
CED505,0,0,0,0,3,0,4,5,0,14,0,3,13,31,11,18,8,10,3,100,0,0,3,10,26,24,20,16,4,101,0,0,24,88,3,4,0,0,0,123,6,17,21,51,49,35,68,56,33,332,11,45,84,471,271,279,216,94,17,1485,0,0,0,18,10,3,6,4,3,52,0,13,10,52,10,8,3,0,0,93,0,0,0,10,28,19,6,0,0,67,0,22,46,203,73,50,35,6,5,437,0,8,0,97,52,47,61,20,22,314,0,0,0,0,3,3,3,0,0,16,4,25,74,180,151,165,128,87,54,870,8,77,123,237,129,123,115,57,8,874,10,88,228,602,351,253,177,82,38,1833,0,16,17,97,42,45,36,37,19,312,0,7,4,87,30,17,22,3,0,172,4,20,37,109,62,32,19,3,0,290,0,0,0,24,8,3,3,0,0,45,25,131,99,276,127,84,67,37,11,862
CED506,0,0,0,0,0,0,9,4,0,13,0,3,3,22,7,10,6,0,0,49,0,3,0,15,9,11,3,0,0,46,0,7,7,29,4,0,0,0,0,42,0,0,13,54,30,28,78,40,12,255,21,106,204,896,503,565,278,66,11,2646,0,0,0,8,4,4,6,3,0,24,3,3,0,44,3,7,5,0,0,58,0,0,3,21,17,7,8,0,0,55,6,115,151,633,265,171,77,20,0,1449,0,0,0,24,15,4,15,3,5,73,0,0,0,11,5,0,6,0,0,20,0,9,9,100,62,144,102,49,11,487,0,3,10,40,35,26,12,8,0,141,10,53,87,312,223,110,61,19,5,878,0,10,9,54,11,8,7,9,0,99,4,3,0,148,3,0,0,0,0,162,6,41,28,281,163,70,14,4,3,603,0,0,0,4,0,0,0,0,0,9,4,13,10,124,42,38,27,6,4,271
CED507,0,0,0,0,0,3,3,7,0,17,0,0,3,12,3,11,10,0,0,42,0,0,0,24,0,0,6,4,0,47,0,3,3,31,0,0,0,0,0,41,0,10,4,37,37,44,92,57,27,305,15,119,151,636,385,416,248,70,19,2052,0,0,0,0,0,0,0,0,0,5,0,10,7,26,0,4,0,0,0,53,0,3,5,8,15,13,3,0,0,43,8,103,119,458,166,83,58,7,0,1013,0,0,5,24,13,19,18,3,12,87,0,0,0,3,0,0,0,0,0,0,0,8,20,66,75,121,131,68,21,509,0,4,11,44,25,20,17,3,0,124,0,71,121,366,306,169,113,53,20,1206,0,8,7,32,13,3,6,0,0,62,6,0,5,180,0,0,0,0,0,196,3,26,11,107,73,37,15,5,3,261,0,0,0,6,0,6,0,0,0,5,0,18,13,78,38,47,58,17,3,268
CED508,0,0,0,0,3,4,11,3,3,26,0,4,4,55,17,12,19,0,0,117,0,4,0,20,10,16,14,7,5,84,0,5,8,74,3,0,0,0,0,92,0,8,9,58,23,46,55,49,33,272,20,92,188,741,361,349,173,46,6,1978,0,0,0,0,0,6,3,6,0,21,4,15,6,73,13,11,4,0,0,113,0,0,3,10,22,11,0,0,0,46,11,156,277,673,285,165,77,18,6,1662,0,0,7,74,39,37,64,18,6,239,0,0,0,7,0,4,0,0,0,10,5,25,39,213,143,201,167,98,30,927,10,13,73,225,97,112,73,24,3,627,3,55,139,487,279,182,95,48,18,1316,0,12,11,71,39,28,18,8,4,190,4,3,0,116,3,12,0,0,0,141,4,26,48,174,85,39,20,0,0,394,0,0,0,11,10,0,0,5,0,28,4,42,45,197,42,51,42,15,4,438
CED509,0,0,0,0,4,9,14,4,0,32,0,11,27,144,31,34,19,7,6,288,0,0,21,108,48,37,37,15,9,272,0,4,8,68,4,4,3,0,0,89,0,0,13,32,33,42,91,73,27,319,13,169,278,1012,549,549,254,83,18,2930,0,0,7,33,6,14,5,0,0,64,0,5,20,76,13,7,5,9,0,138,0,0,8,25,18,11,5,0,0,67,9,165,334,875,402,189,82,25,3,2087,0,0,3,57,22,33,28,11,21,180,0,0,0,4,0,4,3,0,0,15,0,12,31,121,129,191,168,86,47,780,0,15,20,106,57,52,43,19,0,316,6,72,147,432,294,169,87,61,13,1282,0,15,20,95,42,20,22,4,0,221,0,0,3,50,4,5,0,0,0,71,6,25,66,208,95,44,14,0,0,458,0,0,0,9,3,3,0,0,0,19,7,29,32,104,43,46,40,13,5,315
CED510,0,0,0,6,9,11,6,4,0,37,0,8,11,26,9,31,20,5,6,109,0,0,0,8,24,34,57,15,8,141,0,0,8,18,0,0,0,0,0,28,0,7,11,41,37,32,90,71,29,319,8,80,128,593,378,442,236,73,18,1952,0,0,0,15,7,21,18,3,3,76,0,6,4,34,0,7,8,0,0,57,0,0,0,14,29,10,3,4,0,56,4,15,22,149,87,89,74,17,0,461,0,8,7,89,57,77,111,17,20,384,0,0,0,0,0,0,0,0,0,7,3,78,126,303,300,380,308,143,50,1691,0,21,27,75,58,98,92,21,13,413,14,213,399,880,739,493,207,107,42,3090,0,3,16,34,10,16,17,6,5,108,0,3,3,48,9,4,7,0,0,77,0,9,22,119,80,41,19,6,0,302,0,0,0,11,8,0,0,0,0,17,13,38,47,122,55,42,45,8,5,379
CED511,0,0,0,0,0,5,3,0,0,17,0,0,0,4,3,4,0,0,0,19,0,0,6,57,40,22,17,3,3,148,0,0,0,15,0,0,0,0,0,19,0,4,3,37,31,26,107,79,23,307,24,124,227,831,493,600,316,73,17,2710,0,0,0,0,0,5,3,3,0,19,0,14,4,16,6,3,6,0,0,54,0,17,17,24,32,12,5,0,0,117,7,126,140,548,237,180,81,16,0,1340,0,0,0,12,15,3,18,11,11,63,0,0,0,5,0,9,0,0,0,15,0,4,9,77,54,116,82,80,25,466,0,0,4,29,16,27,13,0,3,99,11,82,117,330,208,148,68,38,7,998,0,0,0,24,5,8,10,4,0,60,0,0,0,50,3,3,0,0,0,54,0,56,40,149,94,55,14,0,0,411,0,0,0,3,0,0,0,0,0,3,0,5,10,70,36,45,53,16,3,241
