region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED325,0,391,306,197,237,172,81,14,0,1398,0,121,355,392,616,960,899,729,337,4409,184,318,178,92,100,119,70,44,19,1124,15798,9874,10377,10878,9161,6626,3697,1935,672,69018,0,754,9115,13052,11621,8606,4521,1734,295,49698,0,1767,3785,2412,1379,603,173,27,6,10152,0,438,1298,2083,1790,815,337,240,125,7126,32272,0,0,0,0,0,0,0,0,32272,0,7570,0,0,0,0,0,0,0,7570,0,5310,2297,744,380,158,19,0,0,8908,0,1142,694,323,381,493,376,326,145,3880,0,814,419,259,201,107,25,0,3,1828,0,866,878,557,540,363,153,48,8,3413,0,312,961,1139,1401,1664,1326,990,439,8232,378,589,431,261,215,207,134,71,27,2313,32650,19562,19878,20830,17908,13016,7064,3436,1048,135392
CED326,0,349,328,173,267,213,133,81,22,1566,0,155,391,505,809,1411,1662,1678,868,7479,183,289,181,120,125,150,97,57,26,1228,13309,8219,8756,10126,8864,8091,5679,3634,1353,68031,0,639,7029,11303,10344,9907,6612,3257,593,49684,0,1748,3628,2449,1516,890,323,68,12,10634,0,401,1168,2083,1671,791,374,310,157,6955,27019,0,0,0,0,0,0,0,0,27019,0,5783,0,0,0,0,0,0,0,5783,0,4786,1784,773,445,197,29,3,0,8017,0,800,437,243,349,383,316,240,155,2923,0,689,363,220,148,91,39,15,6,1571,0,728,809,473,586,407,249,145,40,3437,0,333,1018,1345,1735,2414,2440,2248,1128,12661,381,577,412,282,224,251,179,79,34,2419,27400,16484,16648,19171,17018,15331,10561,6365,2125,131103
CED327,0,582,475,214,236,249,130,28,6,1920,0,196,433,455,702,1120,876,590,270,4642,235,363,221,126,125,135,73,36,18,1332,18388,12137,12835,11791,10608,8571,4022,1679,578,80609,0,1032,10720,13404,12743,11139,5186,1528,257,56009,0,2322,4743,2786,1620,847,225,28,4,12575,0,606,1741,2535,2298,1013,441,248,98,8980,37128,0,0,0,0,0,0,0,0,37128,0,8302,0,0,0,0,0,0,0,8302,0,7098,3031,908,355,148,27,0,0,11567,0,1558,944,402,485,627,450,323,153,4942,0,1226,745,330,252,129,54,15,3,2754,0,1363,1329,620,543,489,242,61,13,4660,0,418,1206,1336,1609,1953,1454,839,350,9165,501,705,540,296,273,218,129,48,29,2739,37629,24630,24999,22617,20178,16563,8208,3090,907,158821
CED328,0,3249,1413,219,149,152,87,36,10,5315,0,364,684,551,636,1119,1094,1039,611,6098,101,395,231,75,97,113,69,44,21,1146,12389,12260,9679,10281,9454,7748,4439,2595,1088,69933,0,354,6903,13544,12596,10569,6154,2649,539,53308,0,1396,3535,2063,1266,700,181,38,6,9185,0,98,348,1133,1500,751,238,220,168,4456,25551,0,0,0,0,0,0,0,0,25551,0,8645,0,0,0,0,0,0,0,8645,0,3560,1790,498,295,170,33,3,0,6349,0,1510,706,185,176,249,225,209,152,3412,0,1083,710,162,57,61,19,0,0,2092,0,6227,3300,560,324,293,148,69,14,10935,0,736,1504,1204,1345,1750,1525,1344,766,10174,204,790,484,196,200,187,114,57,26,2258,25755,24399,19280,19545,17759,14730,8637,4589,1671,136365
CED329,0,366,214,174,307,299,178,38,13,1589,0,167,301,440,966,1549,1596,1388,644,7051,191,302,151,140,229,289,204,74,26,1606,12199,6384,5846,8526,10047,9686,6809,3389,1150,64036,0,419,4234,8613,10785,12130,9151,3708,660,49700,0,1301,2535,2371,2076,1452,578,116,14,10443,0,337,941,1881,1737,587,288,288,161,6220,24746,0,0,0,0,0,0,0,0,24746,0,4631,0,0,0,0,0,0,0,4631,0,3666,1081,623,417,219,26,0,3,6035,0,520,193,130,253,337,309,237,156,2135,0,440,236,163,158,93,42,18,5,1155,0,769,559,427,629,608,375,106,26,3499,0,344,731,1188,2155,2915,2754,2063,893,13043,399,601,388,338,456,561,393,145,43,3324,25145,13028,10898,15734,18666,18902,13916,6681,1961,124931
CED330,0,389,274,132,206,219,102,26,8,1356,0,99,184,281,518,791,816,656,312,3657,165,330,154,98,143,189,115,46,14,1254,14460,7753,6960,10438,9950,8017,4660,1975,665,64878,0,429,6011,13060,13324,11427,6697,2297,341,53586,0,1159,2535,2695,2019,1049,348,51,4,9860,0,301,787,1540,1259,545,279,193,105,5009,29575,0,0,0,0,0,0,0,0,29575,0,6083,0,0,0,0,0,0,0,6083,0,5037,1584,659,420,135,17,0,0,7852,0,470,239,166,273,385,458,301,163,2455,0,627,293,197,184,113,62,27,11,1514,0,689,631,363,464,439,236,68,16,2906,0,239,519,859,1304,1594,1466,999,439,7419,391,635,359,250,266,301,210,81,19,2512,29966,15669,12958,19789,19513,15988,9773,4017,1098,128771
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,336,351,198,228,297,129,30,12,1796,215,336,351,198,228,297,129,30,12,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,681,834,547,529,626,324,83,23,4091,444,681,834,547,529,626,324,83,23,4091
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,0,2585,1608,270,221,190,99,53,24,5050,0,634,1310,1158,1431,2020,1644,1784,1138,11119,158,401,358,132,105,122,86,53,33,1448,10447,10560,11598,9575,9245,8007,4658,3608,1674,69372,0,549,7806,10669,9955,8628,5049,2945,711,46312,0,1361,4118,2127,1559,1123,298,48,11,10645,0,132,590,1331,1645,898,289,366,203,5454,20764,0,0,0,0,0,0,0,0,20764,0,6568,0,0,0,0,0,0,0,6568,0,2846,1767,647,542,227,35,0,0,6064,0,1463,906,240,276,282,192,185,126,3670,0,860,680,141,93,41,12,8,3,1838,0,5194,4092,830,565,426,197,103,41,11448,0,1283,2901,2871,3245,3580,2525,2411,1500,20316,311,710,722,302,262,230,134,90,46,2807,21075,20966,23582,19158,18142,15435,8731,6156,2641,135886
CED402,0,369,235,109,174,149,88,30,6,1160,0,324,555,501,922,1433,1592,1830,1016,8173,223,359,201,145,195,286,227,115,43,1794,13642,7490,7576,9337,10100,9094,6269,3948,1475,68931,0,474,6249,10770,12522,12655,8310,4068,685,55733,0,1882,3126,2451,2001,1073,314,92,11,10950,0,348,1091,1788,1491,520,255,257,138,5888,27525,0,0,0,0,0,0,0,0,27525,0,5490,0,0,0,0,0,0,0,5490,0,4244,1110,563,406,152,30,0,0,6505,0,532,228,149,212,220,173,169,107,1790,0,359,195,114,92,65,22,6,4,857,0,908,712,324,406,328,186,68,9,2941,0,810,1606,1753,2583,3028,2656,2567,1327,16330,438,771,470,394,409,530,422,181,61,3676,27963,15818,14787,18306,20122,18571,12368,7408,2342,137685
CED403,0,797,551,152,178,187,77,50,18,2010,0,244,593,565,868,1580,1587,2009,1390,8836,114,310,176,85,86,139,112,84,29,1135,10453,8070,7353,8718,9327,8676,5755,4456,2046,64854,0,280,5654,10738,11454,10867,7395,4384,1063,51835,0,750,2602,1797,1489,1013,291,63,18,8023,0,132,467,1221,1692,843,277,316,175,5123,21116,0,0,0,0,0,0,0,0,21116,0,7397,0,0,0,0,0,0,0,7397,0,3879,1848,590,468,202,24,0,0,7011,0,722,386,157,158,217,153,199,122,2114,0,527,393,107,68,42,16,6,0,1159,0,1499,1358,407,399,358,155,102,24,4302,0,490,1339,1465,1905,2679,2280,2603,1790,14554,236,574,371,231,194,241,200,118,41,2206,21355,16250,14418,16713,17827,16462,10791,7791,3233,124840
CED404,0,394,200,99,157,161,92,43,18,1164,0,389,578,478,997,1435,1554,1771,812,8014,323,401,248,189,263,296,247,124,41,2132,12997,7200,7271,8559,9465,8540,6263,3788,1214,65297,0,488,5296,8996,10975,11237,8203,3673,603,49471,0,2064,3356,2666,2060,1142,458,109,12,11867,0,408,1205,1699,1445,503,293,253,112,5918,26004,0,0,0,0,0,0,0,0,26004,0,4570,0,0,0,0,0,0,0,4570,0,3725,1074,570,398,144,20,0,0,5931,0,751,275,217,261,251,230,145,74,2204,0,375,137,85,73,53,24,6,0,753,0,900,505,297,371,331,191,107,28,2730,0,929,1638,1738,2968,3236,2895,2642,1129,17175,646,842,602,466,571,582,470,215,51,4445,26650,15052,14088,16734,19122,17479,12784,7150,2009,131068
CED405,0,1244,854,227,194,181,106,46,10,2862,0,388,1000,898,1231,1798,1812,2404,1551,11082,129,297,223,117,93,149,98,71,34,1211,9317,8516,9073,8756,9131,8281,6123,5019,2266,66482,0,413,6472,9896,10188,9587,7253,4792,1141,49742,0,1168,3273,1915,1500,912,275,78,27,9148,0,136,524,1289,1650,795,359,392,215,5360,18900,0,0,0,0,0,0,0,0,18900,0,6199,0,0,0,0,0,0,0,6199,0,3699,1919,836,604,252,22,3,0,7335,0,1028,574,190,240,267,202,175,125,2801,0,630,402,119,77,53,12,10,3,1306,0,2568,2134,587,446,364,207,96,29,6431,0,770,2218,2281,2776,3217,2747,3175,2071,19255,268,536,509,275,200,246,154,113,47,2348,19168,17147,18025,17388,17681,15693,11231,8834,3658,128825
CED406,0,403,331,121,186,204,85,28,10,1368,0,222,580,523,1003,1657,1395,1320,572,7272,228,413,203,100,131,140,111,57,19,1402,13744,9107,9583,10142,10270,9467,5426,3045,981,71765,0,480,7110,11220,12058,12205,7172,3187,587,54019,0,1783,4424,2934,1879,961,311,78,8,12378,0,374,1389,2276,2102,924,301,210,109,7685,27770,0,0,0,0,0,0,0,0,27770,0,6927,0,0,0,0,0,0,0,6927,0,5845,2056,675,330,145,27,0,0,9078,0,611,373,171,235,265,191,188,130,2164,0,562,251,138,113,54,19,6,3,1146,0,824,865,373,411,413,161,61,18,3126,0,476,1592,1760,2358,2858,2103,1772,771,13690,459,738,513,300,250,253,199,90,27,2829,28229,18620,18573,19847,19736,18078,10484,5592,1653,140812
CED407,0,285,268,98,154,136,69,16,4,1030,0,177,486,476,737,1286,1328,1288,582,6360,138,268,149,99,83,107,84,38,12,978,11481,8267,8019,9091,9327,8537,5449,2982,918,64071,0,435,6684,10708,11633,11722,7452,3203,502,52339,0,1135,3075,2175,1493,697,241,66,9,8891,0,248,832,1809,1814,821,303,214,97,6138,23298,0,0,0,0,0,0,0,0,23298,0,7049,0,0,0,0,0,0,0,7049,0,5376,2334,716,359,115,23,0,0,8923,0,688,371,170,199,246,200,160,101,2135,0,409,238,111,89,53,18,7,0,925,0,659,746,320,340,262,123,52,10,2512,0,385,1264,1539,1742,2079,1895,1742,756,11402,304,559,380,246,170,174,142,64,20,2059,23602,16943,15924,17794,17839,16169,10397,5508,1495,125671
CED408,0,226,167,93,132,179,98,35,13,943,0,146,315,385,794,1403,1396,1359,697,6495,177,330,167,104,156,242,183,81,30,1470,12494,7396,6042,9453,10521,9911,6212,3409,1175,66613,0,321,5234,11581,13329,13612,8789,3926,749,57541,0,962,2506,2387,2248,1394,425,107,15,10044,0,137,538,1457,1593,615,205,195,108,4848,25087,0,0,0,0,0,0,0,0,25087,0,7057,0,0,0,0,0,0,0,7057,0,4562,1438,464,264,149,28,3,0,6908,0,427,169,90,138,203,179,155,122,1483,0,324,126,88,92,32,13,7,3,685,0,470,427,240,313,340,200,75,18,2083,0,361,797,1154,1903,2552,2144,1893,946,11750,341,667,362,274,305,414,345,134,39,2881,25428,15288,11597,17735,20185,19311,12328,6495,2000,130367
CED409,0,560,495,258,270,222,90,42,14,1951,0,284,724,782,1208,1727,1620,1664,913,8922,217,401,267,139,135,123,73,61,29,1445,14107,10049,11240,11221,10922,8433,5329,3781,1504,76586,0,655,8719,11937,12040,9513,5873,3424,699,52860,0,1464,3825,2795,2046,976,257,74,9,11446,0,396,1369,2356,2383,1101,460,440,274,8779,28222,0,0,0,0,0,0,0,0,28222,0,7823,0,0,0,0,0,0,0,7823,0,5819,3034,1071,671,315,32,0,3,10945,0,1159,779,315,438,449,299,323,145,3907,0,614,496,235,187,120,30,8,4,1694,0,1288,1451,703,649,499,204,94,25,4913,0,682,2020,2246,3028,3261,2554,2297,1228,17316,440,753,649,393,326,243,143,90,38,3075,28662,20653,22342,22051,21768,16477,9852,6750,2425,150980
CED410,0,919,568,149,171,164,80,39,14,2104,0,283,754,763,1060,1625,1837,2217,1274,9813,117,238,192,74,93,123,112,66,31,1046,10741,8702,8405,9374,9588,8499,6752,4790,1903,68754,0,376,6760,11520,11450,10551,8616,4862,918,55053,0,798,2449,1548,1160,757,252,68,11,7043,0,125,542,1445,1873,807,402,361,203,5758,21908,0,0,0,0,0,0,0,0,21908,0,7918,0,0,0,0,0,0,0,7918,0,3880,2294,891,586,204,32,0,0,7887,0,1003,554,164,199,220,208,225,141,2714,0,665,383,123,80,49,20,7,0,1327,0,1906,1420,418,360,326,164,85,20,4699,0,550,1643,1892,2127,2605,2570,2879,1632,15898,253,440,393,195,201,192,173,99,45,1991,22161,17661,16438,18196,18036,15711,12437,8586,2970,132196
CED411,0,466,258,159,228,196,72,29,4,1412,0,278,555,536,990,1430,1509,1460,656,7414,305,461,222,107,147,175,108,58,16,1599,15604,10457,9739,10112,10390,7886,5515,3354,1028,74085,0,824,7212,10398,11803,9945,6795,3443,490,50910,0,2409,4094,2878,2142,856,273,68,11,12731,0,779,1970,2597,2172,804,376,305,128,9131,31612,0,0,0,0,0,0,0,0,31612,0,7047,0,0,0,0,0,0,0,7047,0,5756,2075,751,488,172,35,0,0,9277,0,895,422,247,382,340,251,227,115,2879,0,660,289,197,166,70,24,16,6,1428,0,954,762,467,565,396,164,65,13,3386,0,648,1715,1929,2650,2796,2290,2043,909,14980,648,904,629,333,308,290,192,92,25,3421,32260,20876,19168,19797,20676,15669,10400,6259,1697,146802
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,104,107,76,70,53,17,5,0,513,81,104,107,76,70,53,17,5,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,234,301,220,169,128,57,5,5,1282,163,234,301,220,169,128,57,5,5,1282
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,353,238,135,166,156,75,38,10,1171,0,251,489,390,709,1075,1236,1196,465,5811,277,432,190,115,132,162,109,72,16,1505,16308,9991,10148,11006,9531,7050,4928,3036,832,72830,0,765,8050,12542,11763,8975,6493,3269,536,52393,0,2670,4851,3078,1914,816,282,88,14,13713,0,511,1403,2095,1698,611,219,191,96,6824,32747,0,0,0,0,0,0,0,0,32747,0,6222,0,0,0,0,0,0,0,6222,0,6186,1423,513,274,124,22,0,0,8542,0,891,451,249,280,315,244,208,104,2742,0,608,311,171,128,57,30,3,6,1317,0,866,763,405,384,309,165,74,22,2988,0,604,1369,1365,1761,1953,1935,1676,647,11310,512,814,502,295,258,275,172,113,21,2962,33262,20137,19123,20713,18460,13435,9562,5622,1446,141760
CED502,0,315,252,150,198,177,119,44,7,1262,0,179,383,402,691,1272,1339,1226,472,5964,234,426,195,113,170,200,131,81,29,1579,13822,8898,8484,9342,9541,8759,5736,3167,846,68595,0,652,6599,10280,11254,11354,7926,3503,513,52081,0,2124,3816,2607,1977,1120,364,111,10,12129,0,470,1177,1905,1670,662,258,225,98,6465,27909,0,0,0,0,0,0,0,0,27909,0,5533,0,0,0,0,0,0,0,5533,0,5752,1638,556,309,149,21,3,3,8431,0,842,374,169,280,314,226,199,120,2524,0,586,329,152,110,60,23,6,3,1269,0,696,718,390,424,368,237,96,27,2956,0,469,1206,1331,1847,2425,2226,1767,672,11943,475,793,466,298,322,357,264,126,36,3137,28384,17917,16323,17688,18193,16809,11545,6036,1482,134377
CED503,0,245,244,85,106,113,55,26,4,878,0,136,326,346,503,1013,980,900,340,4544,139,288,183,76,98,95,71,40,7,997,14866,9539,9422,10712,10018,7486,3900,2221,648,68812,0,552,8410,13950,13738,10684,5166,2219,380,55099,0,1331,3466,2252,1357,654,186,30,3,9279,0,268,823,1572,1696,791,273,167,78,5668,30130,0,0,0,0,0,0,0,0,30130,0,7975,0,0,0,0,0,0,0,7975,0,6423,2472,686,282,112,16,0,0,9991,0,1007,643,238,311,347,237,253,121,3157,0,494,317,179,117,72,13,9,3,1204,0,589,735,300,243,234,119,49,17,2286,0,361,995,1047,1213,1654,1385,1158,454,8267,293,565,399,181,179,164,120,60,10,1971,30423,19565,18260,20405,19136,14712,7515,3945,1066,135027
CED504,0,1325,1375,179,122,130,83,32,6,3252,0,422,1099,901,910,1460,1487,1668,1109,9056,100,279,268,98,88,118,119,43,18,1131,10820,8711,9123,9246,9114,7313,4823,3358,1636,64144,0,263,5472,11558,11676,9161,5920,3047,777,47874,0,1040,3865,1841,1454,857,304,76,9,9446,0,68,210,810,1379,787,216,191,171,3832,21966,0,0,0,0,0,0,0,0,21966,0,7946,0,0,0,0,0,0,0,7946,0,2727,1428,336,289,159,24,0,0,4963,0,970,546,98,133,140,127,171,114,2299,0,424,431,67,30,33,16,7,0,1008,0,2797,3239,469,304,259,160,73,12,7313,0,833,2423,2071,2036,2624,2308,2174,1387,15856,210,518,533,225,164,188,198,68,28,2132,22176,17586,18147,17475,17465,14208,9273,5807,2498,124635
CED505,0,473,436,160,207,162,69,20,6,1533,0,330,653,475,813,1044,750,644,263,4972,510,486,496,306,343,323,150,72,16,2702,16312,8111,10557,10599,9301,6781,3412,1685,467,67225,0,668,7115,11408,10400,8356,4370,1772,235,44324,0,2547,5629,3904,2843,1290,310,61,8,16592,0,511,1184,1670,1295,548,257,170,86,5721,32682,0,0,0,0,0,0,0,0,32682,0,3162,0,0,0,0,0,0,0,3162,0,4543,1211,509,245,88,12,5,0,6613,0,1477,670,461,484,432,260,165,58,4007,0,684,426,216,200,114,25,12,0,1677,0,997,1126,565,584,430,174,56,12,3944,0,823,1723,1691,2382,2612,1744,1105,388,12468,999,997,1095,802,802,663,297,145,23,5823,33681,16409,20179,21226,19235,14533,7449,3491,810,137013
CED506,0,431,322,108,169,122,43,36,9,1240,0,214,398,405,750,1223,1197,1211,579,5977,250,344,222,153,224,269,170,88,28,1748,13587,7317,7762,9807,9371,7738,4676,2805,908,63971,0,489,5981,11098,11564,10269,6230,2923,497,49051,0,1884,3761,2807,2008,1037,306,58,13,11874,0,279,982,1797,1435,503,203,153,105,5457,27500,0,0,0,0,0,0,0,0,27500,0,4645,0,0,0,0,0,0,0,4645,0,4541,1026,390,236,122,28,5,0,6348,0,591,246,122,142,195,140,142,104,1682,0,405,266,146,92,40,11,5,0,965,0,957,895,342,376,274,111,59,16,3030,0,512,1223,1319,1845,2321,1846,1658,764,11488,535,718,511,394,416,496,300,147,35,3552,28035,15021,14891,18415,18114,15257,9175,5150,1534,125592
CED507,0,638,721,206,208,196,88,39,14,2110,0,243,643,735,947,1499,1423,1406,644,7540,211,332,224,134,108,132,74,55,23,1293,12964,8590,10192,10915,9756,7775,4663,3049,1015,68919,0,367,7745,12763,11227,9199,5608,2829,454,50192,0,1358,4359,2792,1859,979,268,52,5,11672,0,228,738,1634,1909,847,327,267,116,6066,26191,0,0,0,0,0,0,0,0,26191,0,6166,0,0,0,0,0,0,0,6166,0,4836,2012,703,412,158,16,0,0,8137,0,974,592,197,251,308,209,224,111,2866,0,576,502,183,128,55,16,11,3,1474,0,1334,1769,692,534,405,172,85,23,5014,0,520,1591,1799,2109,2693,2139,1917,847,13615,398,618,513,311,225,225,136,76,26,2528,26589,16977,19821,21074,18654,14869,8891,5461,1585,133921
CED508,0,393,314,175,197,187,106,29,13,1414,0,167,467,457,707,1299,1330,1241,549,6217,221,357,205,107,96,111,109,42,22,1270,13586,9666,9612,9919,9522,8471,5228,2958,944,69906,0,648,7690,11229,11393,11024,6731,3065,483,52263,0,1867,3973,2546,1718,962,273,52,9,11400,0,350,1101,1878,1833,861,348,261,140,6772,27727,0,0,0,0,0,0,0,0,27727,0,6573,0,0,0,0,0,0,0,6573,0,6288,2330,767,395,181,28,5,0,9994,0,1189,617,268,314,396,265,219,136,3404,0,599,432,234,170,81,29,8,0,1553,0,928,1017,566,523,419,226,61,20,3760,0,437,1346,1504,1808,2317,2017,1646,700,11775,415,653,488,269,218,209,168,63,28,2511,28142,19532,18994,19261,18372,16450,10085,5380,1516,137732
CED509,0,524,311,88,128,113,45,20,3,1232,0,185,343,296,504,949,788,709,351,4125,153,345,154,91,77,109,78,27,16,1050,14060,10419,7934,10899,11388,8136,3803,1935,631,69205,0,380,6274,14488,15958,12101,5716,2162,358,57437,0,1437,3339,2362,1519,716,169,36,3,9581,0,204,657,1433,1810,776,186,138,59,5263,28502,0,0,0,0,0,0,0,0,28502,0,9250,0,0,0,0,0,0,0,9250,0,6438,2083,488,230,69,16,4,0,9328,0,914,407,138,164,241,167,209,111,2351,0,490,337,114,80,45,15,7,0,1088,0,1121,945,322,268,212,95,36,13,3012,0,431,998,1001,1172,1556,1139,942,454,7693,339,650,368,206,158,174,120,40,16,2071,28841,21315,15408,20552,21359,15890,7623,3574,1014,135576
CED510,0,426,234,115,170,143,71,35,4,1198,0,315,476,465,857,1253,1262,1183,578,6389,351,416,295,199,274,349,201,123,32,2240,14819,7181,8178,9617,9679,7831,4882,2767,918,65872,0,629,6498,10882,11749,10369,6419,2766,481,49793,0,2131,3944,2990,2255,1147,342,83,12,12904,0,383,1003,1551,1317,478,230,211,109,5282,29445,0,0,0,0,0,0,0,0,29445,0,3758,0,0,0,0,0,0,0,3758,0,4127,939,453,314,141,15,0,0,5989,0,737,326,206,243,283,192,131,73,2191,0,448,236,155,107,63,24,9,4,1046,0,941,670,292,424,315,180,72,10,2904,0,787,1399,1587,2407,2729,2270,1758,793,13730,736,827,620,465,564,636,399,219,47,4513,30181,14768,15635,18581,19380,16161,10071,5249,1529,131555
