region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED511,0,243,192,108,142,155,66,25,3,934,0,129,327,384,604,1076,965,795,368,4648,220,363,200,105,129,178,109,44,8,1356,16225,8847,8815,11624,10106,8021,4889,2260,685,71472,0,614,7502,14256,12957,10728,7032,2755,445,56289,0,1766,3772,2985,2137,1055,315,46,7,12083,0,303,1008,1781,1644,640,232,173,107,5888,33125,0,0,0,0,0,0,0,0,33125,0,6590,0,0,0,0,0,0,0,6590,0,5919,1497,535,265,128,31,0,0,8375,0,689,376,172,228,312,260,221,115,2373,0,481,282,145,127,59,38,15,3,1150,0,544,507,310,333,297,142,56,10,2199,0,365,920,1100,1450,1983,1588,1181,511,9098,432,716,424,282,277,322,202,87,13,2755,33557,17987,16288,21566,19418,15524,9840,4534,1211,139925
CED512,0,1198,1353,306,238,187,107,32,21,3442,0,397,1309,979,1143,1635,1479,1391,706,9039,146,316,330,130,92,119,82,66,23,1304,9995,8830,12168,9652,8791,7578,4662,3092,1195,65963,0,598,7919,10603,9676,8679,5314,2789,615,46193,0,1714,5334,2550,1681,864,231,49,14,12437,0,192,657,1451,1635,851,325,320,178,5609,20355,0,0,0,0,0,0,0,0,20355,0,5511,0,0,0,0,0,0,0,5511,0,3793,1970,705,434,244,29,4,0,7179,0,1242,855,258,276,324,241,220,125,3541,0,647,697,194,112,52,30,6,4,1742,0,2582,3465,921,637,501,241,77,34,8458,0,833,3090,2581,2812,3227,2392,1959,935,17829,290,580,668,320,213,198,135,92,36,2532,20645,17692,24655,19583,17476,14940,8938,5516,1941,131386
CED513,0,796,916,232,191,167,74,39,19,2434,0,262,1074,947,1038,1662,1621,1696,869,9169,138,260,259,101,99,113,81,56,23,1130,11459,8446,11315,9605,8390,7666,5206,3695,1339,67121,0,652,8200,11269,9501,8712,6220,3468,717,48739,0,1518,4409,2044,1175,683,195,61,15,10100,0,199,729,1425,1733,870,342,320,152,5770,23006,0,0,0,0,0,0,0,0,23006,0,6075,0,0,0,0,0,0,0,6075,0,3712,2233,755,469,196,29,0,0,7394,0,1320,949,253,254,328,224,228,121,3677,0,591,569,140,104,59,11,12,0,1486,0,1800,2513,692,501,383,161,83,27,6160,0,579,2395,2245,2365,2856,2447,2262,1106,16255,283,490,580,283,215,170,134,94,29,2278,23289,16936,22577,19106,16317,14257,9763,6528,2167,130940
CED514,0,2256,1350,290,243,243,104,41,14,4541,0,481,1151,936,1156,1798,1593,1781,999,9895,155,405,285,137,129,133,87,57,29,1417,11192,11360,13496,9826,8621,7651,4706,3493,1516,71861,0,800,10279,11260,9169,8345,5042,2814,662,48371,0,1950,4958,2392,1498,874,257,49,7,11985,0,248,801,1455,1684,918,335,326,191,5958,22625,0,0,0,0,0,0,0,0,22625,0,5650,0,0,0,0,0,0,0,5650,0,3667,1855,655,490,195,45,0,0,6907,0,2596,1430,318,300,364,270,194,114,5586,0,1481,1075,247,130,86,25,5,7,3056,0,4991,4065,1025,665,545,248,87,31,11657,0,1058,2778,2390,2742,3289,2528,2379,1289,18453,320,755,649,335,260,233,151,79,38,2820,22945,23196,27890,20077,16938,14849,8901,5933,2339,143068
CED515,0,803,448,108,93,103,58,33,10,1656,0,210,400,322,536,1037,1095,1260,779,5639,132,282,159,64,83,125,63,52,12,972,12081,10734,7415,9720,10860,8702,4629,3130,1290,68561,0,298,5956,13507,15336,12942,6536,3385,721,58681,0,763,2080,1221,1118,637,201,52,6,6078,0,97,340,1037,1620,810,265,210,113,4492,24802,0,0,0,0,0,0,0,0,24802,0,10425,0,0,0,0,0,0,0,10425,0,5553,2712,564,292,162,17,0,0,9300,0,1389,673,168,160,210,229,220,170,3219,0,708,426,142,69,39,12,10,3,1409,0,1686,1257,293,194,210,113,54,13,3820,0,458,919,866,1110,1592,1483,1590,967,8985,267,492,330,140,167,184,113,70,19,1782,25069,21869,14693,17938,20066,16786,8969,5591,2012,132993
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,162,220,108,113,120,41,3,0,877,110,162,220,108,113,120,41,3,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,317,502,301,235,251,114,13,5,1963,225,317,502,301,235,251,114,13,5,1963
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,15
CED601,0,703,328,106,147,125,71,34,13,1527,0,298,489,442,802,1234,1251,1292,669,6477,148,331,144,79,116,182,131,53,15,1199,8918,6298,5716,6515,6718,5843,4019,2622,989,47638,0,341,3970,6908,7822,7251,4760,2330,450,33832,0,1345,2527,1769,1166,632,195,48,6,7688,0,324,865,1344,1210,466,214,175,100,4698,17864,0,0,0,0,0,0,0,0,17864,0,4277,0,0,0,0,0,0,0,4277,0,2947,961,446,257,142,20,0,0,4773,0,526,211,89,149,185,162,130,61,1513,0,383,153,86,56,33,12,3,0,726,0,1446,790,295,293,277,135,62,16,3314,0,599,1154,1189,1747,2120,1895,1763,878,11345,319,616,344,201,240,328,221,91,23,2383,18183,12804,10975,12327,12940,11434,7614,4602,1534,92413
CED602,0,255,149,65,125,127,77,31,8,837,0,223,355,356,790,1154,1204,1317,594,5993,179,277,121,72,128,181,156,83,36,1233,9094,5425,5115,6233,6950,6142,4344,2664,938,46905,0,343,3637,6407,7987,7971,5592,2466,464,34867,0,1357,2463,1955,1380,642,221,65,12,8095,0,322,859,1428,1138,378,186,178,114,4603,18162,0,0,0,0,0,0,0,0,18165,0,3550,0,0,0,0,0,0,0,3550,0,3182,852,407,310,128,18,0,0,4897,0,330,123,86,129,165,138,109,79,1159,0,270,87,64,67,29,14,3,3,537,0,538,369,174,251,232,170,71,12,1817,0,491,946,1054,1779,2118,1936,1800,779,10903,355,553,308,222,243,312,277,137,51,2458,18517,10939,9644,11797,13284,11975,8552,4829,1514,91051
CED603,0,1184,688,158,146,152,73,52,14,2467,0,343,628,598,912,1370,1292,1345,783,7271,137,292,169,102,101,142,96,60,25,1124,7818,6691,6195,6320,6835,5834,3743,2685,1133,47254,0,287,3528,6200,6998,6592,4010,2233,477,30325,0,1390,2861,1957,1496,772,254,38,7,8775,0,251,741,1200,1393,524,249,209,119,4686,15726,0,0,0,0,0,0,0,0,15726,0,4394,0,0,0,0,0,0,0,4394,0,2450,1041,452,310,151,21,0,0,4425,0,576,290,115,132,184,163,133,79,1672,0,431,303,105,81,30,12,9,6,977,0,2468,1553,402,320,289,160,90,26,5308,0,683,1449,1458,2019,2439,1944,1797,1007,12799,286,577,407,237,220,245,182,94,28,2276,16015,13507,12173,12126,12969,11226,6995,4603,1749,91363
CED604,0,191,146,74,112,110,61,19,6,719,0,123,321,370,664,1115,1103,1099,513,5308,165,275,147,98,123,173,149,66,22,1218,9013,5151,5258,6644,7029,6454,4140,2384,858,46931,0,259,3989,7406,8367,8195,5250,2414,476,36356,0,957,2382,1953,1489,887,308,58,6,8040,0,222,721,1230,1203,556,214,199,103,4448,18278,0,0,0,0,0,0,0,0,18278,0,4300,0,0,0,0,0,0,0,4300,0,2945,1053,456,290,128,18,3,0,4893,0,389,182,75,136,192,145,124,74,1317,0,277,144,60,52,45,16,3,0,597,0,402,383,209,209,222,122,43,10,1600,0,263,757,942,1404,1937,1668,1486,691,9148,350,514,326,212,249,294,243,108,25,2321,18628,10528,9937,12543,13399,12456,7984,4438,1385,91298
CED605,0,116,83,60,130,164,96,34,3,686,0,134,205,323,669,1087,1049,883,388,4738,213,302,128,110,151,234,203,70,25,1436,9224,4850,4762,6499,7257,7003,4407,2115,645,46762,0,206,3317,6759,8636,9230,5932,2236,346,36662,0,1130,2444,2248,1784,1064,365,58,0,9093,0,342,866,1243,1031,412,205,202,86,4387,18687,0,0,0,0,0,0,0,0,18687,0,3557,0,0,0,0,0,0,0,3557,0,2929,922,525,324,134,17,0,0,4851,0,338,119,85,167,218,167,140,71,1305,0,251,109,66,61,39,19,17,3,565,0,254,202,157,284,339,202,77,10,1525,0,316,655,944,1784,2269,1951,1380,544,9843,396,586,317,248,322,450,349,134,35,2837,19083,9909,8951,12275,14393,14155,9207,4244,1095,93312
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,64,35,24,27,16,10,0,0,196,20,64,35,24,27,16,10,3,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,116,86,69,58,46,22,3,0,451,51,116,86,69,58,46,25,6,0,457
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
CED701,0,261,364,155,157,147,46,18,3,1151,0,156,372,344,550,590,289,141,26,2468,437,345,321,233,223,158,54,19,3,1793,12473,7014,7701,7434,6263,4170,1532,539,151,47277,0,1709,5829,7184,6426,4525,1581,346,44,27644,0,1244,2714,2405,1720,780,208,30,6,9107,0,512,1070,1188,986,516,233,106,35,4646,24933,0,0,0,0,0,0,0,0,24933,0,2663,0,0,0,0,0,0,0,2663,0,3637,1258,490,164,48,6,0,0,5603,0,2296,1184,960,846,714,423,212,98,6733,0,461,304,187,161,100,30,12,4,1259,0,549,735,367,392,305,121,36,3,2508,0,342,932,1004,1411,1471,710,265,42,6177,842,708,617,483,422,315,116,34,3,3540,25775,14121,14643,14268,12528,8774,3428,1041,235,94813
CED702,0,578,843,286,217,167,53,15,3,2162,0,157,450,461,575,763,523,278,71,3278,147,255,239,144,139,116,50,13,6,1109,9452,5969,8168,7158,6020,4253,1817,652,147,43636,0,600,5593,7499,6451,4920,2084,543,59,27749,0,1831,3735,2340,1604,792,178,21,0,10501,0,234,713,1170,1052,518,183,97,35,4002,18932,0,0,0,0,0,0,0,0,18932,0,3206,0,0,0,0,0,0,0,3206,0,2807,1086,359,138,44,7,0,0,4441,0,707,490,225,228,278,183,106,50,2267,0,578,609,216,157,90,30,11,0,1691,0,1296,1934,758,568,427,141,44,7,5175,0,412,1130,1191,1434,1582,973,448,92,7262,311,579,543,310,271,222,102,28,9,2375,19243,12250,15833,14068,11903,8873,3881,1298,252,87601
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,30,14,19,18,11,0,0,136,23,21,30,14,19,18,11,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,71,44,42,40,26,0,0,303,43,37,71,44,42,40,26,0,0,303
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,0,696,960,230,199,174,87,28,10,2384,0,256,764,863,1228,1776,1529,1306,687,8409,188,380,290,141,170,154,148,74,26,1571,14804,10733,11032,11946,12714,9804,5500,3093,1176,80802,0,461,8339,14047,15593,12828,7007,3101,660,62036,0,1524,4268,2806,2175,1117,290,50,9,12239,0,262,845,1858,2351,1059,305,234,145,7059,30161,0,0,0,0,0,0,0,0,30161,0,9727,0,0,0,0,0,0,0,9727,0,5757,2530,762,371,145,20,0,0,9585,0,831,592,246,235,295,235,237,151,2822,0,653,496,190,103,69,22,10,0,1543,0,1480,2262,626,485,353,175,59,16,5456,0,531,1771,1999,2545,2933,2197,1707,888,14571,391,710,597,321,353,300,247,123,38,3080,30552,21936,21700,22855,24211,19099,10498,5521,1907,158279
CED802,0,2164,1925,357,252,197,100,50,14,5059,0,444,1306,1062,1220,1665,1321,1141,557,8716,210,601,393,177,138,205,116,64,30,1934,16299,12265,16289,13537,10801,8907,4851,2636,992,86577,0,746,12533,16599,12953,10921,6032,2614,541,62939,0,2263,6477,3294,1954,1071,257,47,6,15369,0,238,863,1916,1957,941,324,211,126,6576,33033,0,0,0,0,0,0,0,0,33033,0,8018,0,0,0,0,0,0,0,8018,0,4343,2296,735,300,142,20,0,0,7836,0,1259,807,273,246,336,253,193,141,3508,0,1216,860,237,120,82,29,7,5,2556,0,4333,4478,958,569,373,190,94,21,11016,0,885,2783,2458,2553,2773,1951,1583,706,15692,446,1076,876,418,295,327,203,93,36,3770,33479,24377,31973,26888,20947,16966,9259,4842,1582,170313
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,38,26,16,12,0,3,0,140,11,34,38,26,16,12,0,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,62,78,61,32,26,5,3,3,296,26,62,78,61,32,26,5,3,3,296
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
