region_id,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED411,32706,20865,19152,20110,20955,15860,10615,6896,2497,149656,62,57,30,32,32,14,11,12,3,253,4,12,20,14,30,36,18,8,3,145,3,7,23,15,43,46,28,18,3,186,8,19,15,14,33,22,19,4,0,134,633,1050,784,461,411,356,242,194,117,4248,3,6,10,13,18,18,8,6,3,85,0,4,0,4,8,7,3,7,0,33,9,3,4,6,10,6,8,0,0,46,3,0,4,7,3,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,663,1101,860,534,556,495,330,237,126,4902,725,1158,890,566,588,509,341,249,129,5155,33431,22023,20042,20676,21543,16369,10956,7145,2626,154811
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,6,9,16,0,51,0,0,0,5,0,3,7,0,0,15,0,0,4,0,0,0,7,0,0,11,0,13,8,9,5,8,3,4,0,50,0,3,0,3,0,3,3,3,0,15,0,0,0,0,4,3,3,0,0,10,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,15,24,16,26,32,23,0,158,3,19,15,24,16,26,32,23,0,158,3,22,18,27,16,26,32,23,0,167
CED501,34349,20580,19847,21585,19016,13724,9781,5973,1929,146784,39,37,42,18,20,24,10,4,3,197,9,66,64,38,41,48,30,18,3,317,19,20,22,23,35,46,22,7,0,194,12,33,33,38,17,41,22,3,3,202,3,26,29,18,14,18,14,5,3,130,557,945,682,441,359,299,184,128,61,3656,5,8,4,5,15,17,13,3,0,70,3,3,8,3,6,0,3,0,0,26,3,3,3,3,4,3,3,3,0,25,0,0,0,0,0,0,0,3,0,3,611,1104,845,569,491,472,291,170,70,4623,650,1141,887,587,511,496,301,174,73,4820,34999,21721,20734,22172,19527,14220,10082,6147,2002,151604
CED502,29159,17934,16790,18328,18729,17145,11725,6423,1963,138196,40,35,26,41,24,22,4,14,3,209,9,8,11,23,30,27,35,3,3,149,13,7,14,25,16,40,31,5,0,151,5,4,15,9,20,38,17,3,0,111,6,4,6,4,6,15,19,0,3,63,612,900,796,610,499,529,245,135,64,4390,5,8,5,3,6,15,9,3,0,54,3,3,3,6,3,3,3,0,0,24,0,3,0,3,3,0,3,0,3,15,0,0,0,0,0,0,0,3,0,3,653,937,850,683,583,667,362,152,73,4960,693,972,876,724,607,689,366,166,76,5169,29852,18906,17666,19052,19336,17834,12091,6589,2039,143365
CED503,30857,19456,18314,20705,19380,14849,7607,4235,1599,137002,26,31,22,15,16,15,3,13,3,144,4,4,12,8,14,8,8,0,0,58,3,3,11,5,14,28,29,9,3,105,0,5,7,11,10,13,11,6,3,66,5,3,5,5,8,15,14,5,0,60,340,605,496,272,219,212,153,72,30,2399,3,3,8,9,3,7,5,4,0,42,3,3,3,0,0,3,0,0,0,12,3,0,3,0,0,3,0,0,3,12,3,0,3,0,0,3,0,0,0,9,364,626,548,310,268,292,220,96,39,2763,390,657,570,325,284,307,223,109,42,2907,31247,20113,18884,21030,19664,15156,7830,4344,1641,139909
CED504,23144,19227,19154,18189,18072,14779,9610,6313,3298,131786,20,57,34,22,20,18,17,11,11,210,24,30,82,82,55,88,46,12,0,419,21,34,85,43,70,90,39,18,3,403,15,19,45,37,48,63,23,5,0,255,4,16,20,18,21,15,13,10,3,120,714,1026,972,609,590,620,493,366,270,5660,3,5,3,3,3,19,10,4,3,53,3,0,3,8,3,4,4,3,0,28,4,4,4,8,10,7,3,6,0,46,0,0,0,0,3,0,3,0,0,6,788,1134,1214,808,803,906,634,424,279,6990,808,1191,1248,830,823,924,651,435,290,7200,23952,20418,20402,19019,18895,15703,10261,6748,3588,138986
CED505,35944,19728,27577,26945,23737,16551,7800,3727,1099,163108,229,176,207,185,182,94,40,25,12,1150,168,185,492,517,734,1341,1013,146,6,4602,327,141,544,579,801,1652,1226,237,6,5513,151,209,585,670,894,1123,710,89,3,4434,55,98,224,260,364,721,561,78,3,2364,1675,3488,6871,6245,6988,6837,4468,1396,154,38122,26,34,60,83,120,214,156,15,0,708,28,56,138,91,121,100,23,3,3,563,23,6,32,42,40,85,76,5,0,309,0,0,0,0,3,0,0,0,3,6,2453,4217,8946,8487,10065,12073,8233,1969,178,56621,2682,4393,9153,8672,10247,12167,8273,1994,190,57771,38626,24121,36730,35617,33984,28718,16073,5721,1289,220879
CED506,28793,15224,15369,19029,18534,15367,9238,5447,2027,129028,54,50,42,30,37,34,23,5,0,275,16,19,51,77,93,122,53,8,3,442,14,18,68,35,74,100,69,21,0,399,9,8,48,49,87,94,40,6,0,341,4,12,16,14,29,51,38,4,0,168,787,983,1143,860,857,832,398,188,80,6128,3,4,6,3,14,12,25,10,0,77,0,3,6,3,7,11,0,3,3,36,3,0,3,3,3,3,4,3,0,22,0,0,0,3,3,3,0,0,0,9,836,1047,1341,1047,1167,1228,627,243,86,7622,890,1097,1383,1077,1204,1262,650,248,86,7897,29683,16321,16752,20106,19738,16629,9888,5695,2113,136925
CED507,27026,17119,20179,21514,19070,15142,9126,5945,2222,137343,30,29,26,24,16,13,7,7,3,155,15,24,40,35,61,56,41,10,0,282,11,27,27,50,52,75,60,10,0,312,4,19,25,34,26,34,13,3,3,161,3,13,19,30,18,31,13,9,3,139,461,808,710,528,479,422,280,198,106,3992,3,0,0,4,8,15,10,3,3,46,0,3,6,3,3,6,3,0,3,27,3,3,8,3,11,8,4,3,0,43,0,0,0,0,3,3,0,0,0,6,500,897,835,687,661,650,424,236,118,5008,530,926,861,711,677,663,431,243,121,5163,27556,18045,21040,22225,19747,15805,9557,6188,2343,142506
CED508,29248,19939,19449,19906,18962,16965,10358,5743,1998,142568,33,26,21,25,21,10,10,0,3,149,8,14,15,11,20,22,30,3,0,123,11,11,28,20,24,38,28,3,3,166,6,7,7,19,17,31,20,3,3,113,3,3,9,4,10,16,26,3,0,74,558,897,682,475,328,358,211,119,72,3700,4,3,3,3,3,15,9,0,0,40,3,5,3,4,3,0,0,3,0,21,6,3,3,3,5,4,0,0,0,24,0,3,0,0,0,3,3,0,0,9,599,946,750,539,410,487,327,134,78,4270,632,972,771,564,431,497,337,134,81,4419,29880,20911,20220,20470,19393,17462,10695,5877,2079,146987
CED509,29339,21401,15640,20972,21710,16129,7698,3765,1309,137963,31,30,7,15,3,8,8,0,3,105,13,22,18,28,17,39,29,10,3,179,5,8,29,20,26,27,25,6,3,149,15,12,24,24,16,30,12,4,0,137,3,4,3,3,13,8,8,3,0,45,494,711,589,325,211,211,158,132,78,2909,0,0,3,3,3,10,3,3,3,28,3,3,0,3,3,3,0,3,0,18,3,0,3,3,3,3,0,0,3,18,0,0,3,0,0,3,0,0,0,6,536,760,672,409,292,334,235,161,90,3489,567,790,679,424,295,342,243,161,93,3594,29906,22191,16319,21396,22005,16471,7941,3926,1402,141557
CED510,31118,15870,17213,19919,20400,16462,10121,5532,2039,138674,115,75,71,60,76,59,29,22,8,515,14,31,64,61,71,174,166,20,3,604,8,38,104,82,108,171,169,21,3,704,12,23,75,54,83,136,86,9,0,478,7,15,50,46,57,114,101,13,3,406,917,1588,2235,1865,1880,1474,702,273,84,11018,3,13,18,24,42,63,23,3,3,192,5,6,20,7,12,8,3,0,3,64,4,5,9,8,3,23,6,3,0,61,0,0,3,0,0,0,0,0,0,3,970,1719,2578,2147,2256,2163,1256,342,99,13530,1085,1794,2649,2207,2332,2222,1285,364,107,14045,32203,17664,19862,22126,22732,18684,11406,5896,2146,152719
CED511,34684,18485,17199,22659,20153,15913,10109,4839,1618,145659,42,36,27,33,35,11,15,9,5,213,5,15,21,20,26,46,30,8,0,171,6,13,20,22,26,53,35,13,3,191,12,8,22,13,28,20,22,3,0,128,5,9,23,13,12,18,16,8,3,107,480,752,540,418,414,378,241,129,40,3392,4,3,0,4,3,14,14,0,0,42,3,4,5,5,4,3,3,0,0,27,0,0,0,3,3,0,3,3,3,15,3,3,0,0,0,0,0,0,0,6,518,807,631,498,516,532,364,164,49,4079,560,843,658,531,551,543,379,173,54,4292,35244,19328,17857,23190,20704,16456,10488,5012,1672,149951
CED512,21277,18583,26238,20461,18233,15521,9332,5982,2586,138213,44,64,49,33,22,18,19,9,4,262,8,63,252,299,327,205,85,22,3,1264,16,71,256,283,292,175,82,33,0,1208,5,39,125,169,224,117,48,3,3,733,4,21,62,64,97,80,19,15,3,365,407,948,1017,713,631,512,283,190,120,4821,3,10,10,24,30,46,11,5,0,139,0,7,22,11,11,4,5,3,3,66,3,10,47,23,42,26,4,3,0,158,0,0,3,0,0,0,3,0,0,6,446,1169,1794,1586,1654,1165,540,274,132,8760,490,1233,1843,1619,1676,1183,559,283,136,9022,21767,19816,28081,22080,19909,16704,9891,6265,2722,147235
CED513,24116,17461,23370,19695,16742,14674,10063,7024,2970,136115,37,30,50,30,24,11,16,3,3,204,16,20,49,46,60,27,29,8,3,258,11,16,50,34,60,60,23,8,0,262,12,17,30,27,32,20,10,3,3,154,3,7,3,17,7,7,10,3,0,57,352,588,646,378,300,283,191,115,58,2911,3,0,3,3,3,13,3,3,3,34,3,3,0,3,3,3,3,0,3,21,3,0,3,3,3,3,3,3,0,21,0,0,0,0,3,0,0,0,0,3,403,651,784,511,471,416,272,143,70,3721,440,681,834,541,495,427,288,146,73,3925,24556,18142,24204,20236,17237,15101,10351,7170,3043,140040
CED514,23853,25044,29234,20942,17630,15420,9333,6595,3337,151388,22,43,72,33,21,20,9,27,23,270,6,22,69,101,107,115,36,9,3,468,13,32,95,128,136,98,43,12,3,560,4,36,47,109,95,58,40,11,0,400,3,15,40,49,70,47,11,10,0,245,483,1129,954,610,590,442,203,147,158,4716,3,3,12,13,12,14,4,0,0,61,4,4,3,10,11,3,3,0,0,38,3,9,17,3,10,4,3,0,0,49,0,0,3,0,0,3,3,0,0,9,519,1250,1240,1023,1031,784,346,189,164,6546,541,1293,1312,1056,1052,804,355,216,187,6816,24394,26337,30546,21998,18682,16224,9688,6811,3524,158204
CED515,25472,22187,15065,18412,20327,16982,9111,5888,2571,136015,41,48,20,25,13,8,10,5,5,175,10,13,16,8,18,21,15,11,0,112,16,19,31,19,12,17,18,6,3,141,3,10,14,10,8,19,9,3,0,76,3,5,5,3,4,5,8,9,3,45,429,729,516,278,259,236,221,131,51,2850,0,5,3,3,4,7,11,3,0,36,0,0,3,0,3,4,0,0,0,10,0,4,3,3,0,3,3,0,3,19,3,0,3,0,0,3,3,0,0,12,464,785,594,324,308,315,288,163,60,3301,505,833,614,349,321,323,298,168,65,3476,25977,23020,15679,18761,20648,17305,9409,6056,2636,139491
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,42,137,95,68,31,5,6,3,387,0,3,0,0,0,0,0,0,0,3,3,19,47,70,62,48,32,7,0,288,3,4,48,41,54,34,13,3,0,200,3,12,43,65,71,27,14,3,0,238,0,4,18,11,24,16,7,4,3,87,3,122,486,414,366,160,26,7,5,1589,0,6,12,22,18,7,0,0,3,68,3,0,3,9,3,3,0,0,0,21,0,3,0,0,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,15,170,657,632,601,298,92,27,11,2503,15,173,657,632,601,298,92,27,11,2506,15,215,794,727,669,329,97,33,14,2893
CED601,18368,12858,10984,12452,13024,11401,7690,4940,2183,93900,40,47,12,17,25,28,23,14,9,215,16,32,38,40,45,32,23,8,0,234,17,67,72,79,104,73,49,9,0,470,13,21,48,26,51,41,21,0,0,221,3,7,15,11,20,16,22,8,0,102,0,13,11,8,7,21,6,3,0,69,388,955,459,311,342,341,230,122,69,3217,0,5,0,6,4,3,0,0,0,18,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,437,1105,643,481,573,527,351,150,69,4336,477,1152,655,498,598,555,374,164,78,4551,18845,14010,11639,12950,13622,11956,8064,5104,2261,98451
CED602,18673,10732,9615,11918,13398,11926,8535,5058,1961,91816,47,43,43,29,26,21,30,24,9,272,15,19,23,37,31,28,17,9,0,179,32,45,43,74,78,77,25,7,0,381,27,15,33,34,47,39,24,3,0,222,4,0,12,10,12,12,4,3,0,57,6,14,19,9,31,10,5,4,0,98,344,675,464,434,409,340,156,97,61,2980,4,0,5,0,0,0,6,0,0,15,0,3,3,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,432,771,602,598,612,510,237,123,61,3946,479,814,645,627,638,531,267,147,70,4218,19152,11546,10260,12545,14036,12457,8802,5205,2031,96034
CED603,16229,13822,12289,12299,13193,11373,7114,4938,2345,93602,46,45,33,27,24,21,20,13,4,233,19,27,53,55,79,61,38,11,0,343,30,69,146,103,102,95,39,15,5,604,55,25,37,35,57,57,22,14,4,306,0,7,14,12,32,20,18,0,0,103,9,15,12,18,35,38,12,5,0,144,426,812,533,399,441,383,273,178,97,3542,0,0,5,3,3,0,0,0,0,11,3,3,9,5,11,12,3,3,3,52,0,0,0,0,0,0,0,0,0,0,542,958,809,630,760,666,405,226,109,5105,588,1003,842,657,784,687,425,239,113,5338,16817,14825,13131,12956,13977,12060,7539,5177,2458,98940
CED604,18651,10339,9985,12679,13451,12464,7968,4641,1873,92051,42,35,23,26,29,25,16,12,7,215,12,17,16,14,20,38,13,9,3,142,12,14,34,23,33,37,17,9,4,183,38,20,22,21,27,39,27,7,0,201,4,3,9,8,4,16,14,3,0,61,13,7,10,13,9,25,11,0,3,91,297,569,358,225,200,194,117,68,20,2048,0,6,0,3,3,3,0,0,0,15,3,3,7,6,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,379,639,456,313,299,352,199,96,30,2763,421,674,479,339,328,377,215,108,37,2978,19072,11013,10464,13018,13779,12841,8183,4749,1910,95029
CED605,19220,9626,8962,12403,14475,14173,9118,4344,1401,93722,71,61,54,35,40,52,40,19,7,379,25,18,34,24,36,38,29,12,0,216,27,30,58,44,58,67,29,10,0,323,29,23,32,46,33,58,42,4,0,267,6,10,4,13,20,19,8,3,0,83,12,9,25,21,25,28,18,4,0,142,370,610,358,301,346,364,190,79,36,2654,0,0,6,0,3,3,0,0,0,12,0,3,0,3,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,469,703,517,452,521,581,321,112,36,3712,540,764,571,487,561,633,361,131,43,4091,19760,10390,9533,12890,15036,14806,9479,4475,1444,97813
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,3,13,21,24,20,20,10,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,14,0,0,0,49,10,11,31,19,21,33,14,0,0,139,3,0,8,5,12,0,0,0,0,28,0,0,4,5,5,0,0,0,0,14,0,0,3,4,8,4,0,0,0,19,12,6,32,33,52,48,26,5,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,88,74,115,99,40,5,0,463,25,17,88,74,115,99,40,5,0,463,28,30,109,98,135,119,50,5,0,574
CED701,26492,15059,16272,15521,13529,9426,3708,1174,295,101476,252,162,140,113,84,57,21,7,0,836,187,153,228,317,452,825,629,142,6,2939,217,152,279,293,486,965,727,130,14,3263,103,165,273,326,480,842,506,99,8,2802,109,107,181,176,280,538,477,103,16,1987,80,109,210,178,224,419,282,49,6,1557,24,6,27,38,61,140,114,17,0,427,885,894,1205,1044,990,831,307,57,11,6224,11,21,47,42,55,65,24,4,0,269,3,6,11,7,7,0,0,0,3,37,1619,1613,2461,2421,3035,4625,3066,601,64,19505,1871,1775,2601,2534,3119,4682,3087,608,64,20341,28363,16834,18873,18055,16648,14108,6795,1782,359,121817
CED702,20837,14190,17810,15465,12928,9595,4197,1527,363,96912,38,49,34,24,31,18,3,6,0,203,77,100,196,190,275,419,373,96,24,1750,135,129,252,209,345,539,408,122,13,2152,78,114,175,222,260,387,230,85,18,1569,60,118,154,122,222,309,261,105,13,1364,65,54,127,154,182,250,197,50,11,1090,18,17,29,27,45,85,44,9,5,279,488,675,682,483,428,354,153,44,16,3323,5,35,42,38,58,47,25,7,0,257,0,0,3,0,0,0,0,0,0,3,926,1242,1660,1445,1815,2390,1691,518,100,11787,964,1291,1694,1469,1846,2408,1694,524,100,11990,21801,15481,19504,16934,14774,12003,5891,2051,463,108902
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,20,35,18,17,8,9,0,0,107,0,0,3,0,0,0,0,0,0,3,0,6,18,10,18,33,15,6,0,106,4,11,15,10,11,19,11,3,3,87,0,3,10,19,16,12,0,0,0,60,0,0,5,6,4,0,0,0,0,15,3,5,6,13,8,0,3,3,0,41,0,0,0,0,0,3,0,0,0,3,0,26,15,36,32,3,0,3,0,115,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,7,51,69,97,92,70,32,15,3,436,7,51,72,97,92,70,32,15,3,439,7,71,107,115,109,78,41,15,3,546
CED801,30885,22037,21918,23224,24423,19211,10513,5806,2523,160540,20,18,34,28,32,15,14,10,6,177,329,305,409,404,490,463,259,109,29,2797,163,33,124,131,134,93,45,17,4,744,39,57,81,112,116,99,39,25,4,572,5,27,27,33,41,34,18,6,0,191,76,42,44,71,63,42,26,9,0,373,0,5,16,11,15,22,9,9,3,90,5,5,15,9,16,11,3,0,0,64,404,712,628,328,221,176,123,124,107,2823,0,0,0,0,0,0,0,0,0,0,1021,1186,1344,1099,1096,940,522,299,147,7654,1041,1204,1378,1127,1128,955,536,309,153,7831,31926,23241,23296,24351,25551,20166,11049,6115,2676,168371
CED802,33963,29688,33256,27494,21324,17132,9382,5123,2031,179393,39,86,45,18,18,17,17,6,0,246,430,754,481,416,567,470,209,80,22,3429,85,162,135,177,229,155,54,9,6,1012,52,118,123,179,190,182,61,10,0,915,88,18,31,53,84,70,28,9,3,384,11,33,26,41,51,45,23,3,0,233,0,16,14,12,16,27,20,4,0,109,8,26,18,23,19,14,0,0,0,108,310,762,696,368,212,157,81,57,53,2696,0,0,0,0,0,0,0,0,0,0,984,1889,1524,1269,1368,1120,476,172,84,8886,1023,1975,1569,1287,1386,1137,493,178,84,9132,34986,31663,34825,28781,22710,18269,9875,5301,2115,188525
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
