region_id,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED101,26101,19213,20988,19731,20460,15770,10409,7677,3600,143949,24,29,35,21,27,16,16,10,5,183,307,402,518,322,274,208,157,111,62,2361,9,3,13,9,9,4,6,4,0,57,3,13,8,7,17,22,16,8,0,94,0,3,3,3,0,3,0,0,0,12,3,3,3,3,0,3,6,0,0,21,0,3,0,0,3,0,0,3,0,9,0,0,0,3,3,0,0,0,3,9,3,3,3,3,0,9,3,0,0,24,0,0,0,0,0,0,0,0,0,0,325,430,548,350,306,249,188,126,65,2587,349,459,583,371,333,265,204,136,70,2770,26450,19672,21571,20102,20793,16035,10613,7813,3670,146719
CED102,24588,16317,22251,20966,17982,14883,10575,7619,3391,138572,27,25,43,31,16,15,11,7,0,175,358,320,523,437,352,354,271,271,189,3075,3,3,15,24,33,17,8,0,0,103,13,15,13,21,30,29,14,7,0,142,0,0,3,11,6,3,6,8,0,37,6,6,11,12,16,12,9,0,0,72,0,0,3,3,3,15,3,0,0,27,0,0,0,0,0,6,0,0,0,6,3,6,12,7,11,13,13,6,0,71,0,0,0,0,0,0,0,0,0,0,383,350,580,515,451,449,324,292,189,3533,410,375,623,546,467,464,335,299,189,3708,24998,16692,22874,21512,18449,15347,10910,7918,3580,142280
CED103,24696,20581,21608,20860,20320,15685,9825,7396,3266,144237,20,42,36,19,20,13,8,9,10,177,245,549,563,347,306,310,206,148,116,2790,12,18,58,70,77,48,14,12,0,309,14,16,45,46,68,50,24,4,3,270,0,19,18,33,16,19,8,0,0,113,7,19,32,9,29,16,11,4,0,127,4,11,11,8,10,7,9,4,0,64,0,5,0,4,7,0,0,0,0,16,0,9,5,13,10,7,4,0,0,48,0,0,0,0,0,0,0,0,0,0,282,646,732,530,523,457,276,172,119,3737,302,688,768,549,543,470,284,181,129,3914,24998,21269,22376,21409,20863,16155,10109,7577,3395,148151
CED104,25549,17773,10916,17757,20760,16842,9968,4982,2137,126684,19,17,12,11,21,9,7,5,14,115,274,394,360,211,182,213,188,97,54,1973,4,4,11,13,5,8,6,0,0,51,8,12,17,7,16,22,27,14,0,123,3,0,0,4,0,10,3,3,3,26,8,3,6,3,4,3,6,0,0,33,0,0,3,0,0,6,6,3,0,18,0,0,3,0,0,4,0,0,0,7,0,9,9,0,0,3,5,0,0,26,0,0,0,0,0,0,0,0,0,0,297,422,409,238,207,269,241,117,57,2257,316,439,421,249,228,278,248,122,71,2372,25865,18212,11337,18006,20988,17120,10216,5104,2208,129056
CED105,35109,22166,22821,20329,19768,15445,9363,6815,2924,154740,67,41,50,45,27,24,14,18,5,291,397,474,638,437,328,269,166,132,103,2944,8,12,0,22,37,18,7,0,0,104,6,13,15,23,23,25,13,3,0,121,0,3,0,3,3,3,3,0,0,15,0,3,8,4,3,0,4,0,0,22,0,0,3,0,0,0,6,3,0,12,0,0,0,0,3,0,0,0,0,3,0,6,6,3,11,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,411,511,670,492,408,318,199,138,103,3250,478,552,720,537,435,342,213,156,108,3541,35587,22718,23541,20866,20203,15787,9576,6971,3032,158281
CED106,28021,18171,13052,19281,21081,15581,10578,7630,4297,137692,27,19,14,14,7,15,14,10,11,131,414,589,457,311,278,293,282,321,238,3183,8,8,21,12,15,14,13,3,9,103,6,10,11,17,11,33,45,11,3,147,4,0,3,7,3,4,14,3,0,38,75,3,3,14,7,16,11,0,0,129,3,0,0,4,4,4,3,4,0,22,3,5,0,0,4,0,0,0,0,12,0,22,11,0,3,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,513,637,506,365,325,368,368,342,250,3674,540,656,520,379,332,383,382,352,261,3805,28561,18827,13572,19660,21413,15964,10960,7982,4558,141497
CED107,29993,17863,14955,17497,18677,16736,11642,7269,2700,137332,77,70,45,45,30,30,24,22,7,350,716,1678,900,699,780,692,405,215,98,6183,10,29,44,38,48,75,67,18,0,329,34,46,89,81,77,76,35,8,0,446,3,10,12,16,18,23,24,3,0,109,4,19,34,25,28,19,11,0,0,140,0,3,9,3,9,12,5,0,0,41,3,3,4,0,0,0,0,3,0,13,10,35,22,6,5,12,7,0,3,100,0,0,0,0,0,0,0,0,0,0,780,1823,1114,868,965,909,554,247,101,7361,857,1893,1159,913,995,939,578,269,108,7711,30850,19756,16114,18410,19672,17675,12220,7538,2808,145043
CED108,24350,15819,13851,16382,17299,15994,10903,7008,3181,124787,30,35,18,18,14,31,14,11,0,171,735,864,568,451,370,428,321,256,165,4158,5,24,10,8,6,9,20,5,0,87,14,20,20,17,26,44,32,5,0,178,0,8,3,5,3,10,6,0,0,35,0,16,4,0,3,7,7,3,0,40,0,4,3,3,4,12,0,0,0,26,3,3,3,3,0,6,0,0,0,18,3,3,3,3,3,6,6,0,0,27,0,0,0,0,0,0,0,0,0,0,760,942,614,490,415,522,392,269,165,4569,790,977,632,508,429,553,406,280,165,4740,25140,16796,14483,16890,17728,16547,11309,7288,3346,129527
CED109,39420,24387,23065,22641,21319,16216,8984,4448,1609,162089,55,43,48,31,37,23,15,14,5,271,526,660,632,389,307,255,165,111,50,3095,3,6,19,14,10,10,0,3,0,65,7,20,23,20,21,25,6,6,0,128,4,0,3,3,3,0,3,3,0,19,3,6,10,3,0,4,3,0,0,29,3,3,0,3,3,0,8,0,0,20,3,3,3,0,4,0,0,0,0,13,6,3,3,0,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,555,701,693,432,348,298,185,126,50,3388,610,744,741,463,385,321,200,140,55,3659,40030,25131,23806,23104,21704,16537,9184,4588,1664,165748
CED110,24752,15498,17465,19543,18077,15256,10532,7950,3467,132540,20,24,16,14,17,15,10,6,6,128,352,452,530,339,280,324,224,195,162,2858,4,9,18,9,15,16,5,0,0,76,9,9,34,22,36,46,20,15,4,195,0,0,3,6,3,3,5,0,0,20,0,6,16,3,3,11,9,3,0,51,0,3,0,5,3,3,6,0,0,20,0,3,3,0,0,0,0,0,0,6,0,0,4,5,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,365,482,608,389,343,406,272,213,166,3244,385,506,624,403,360,421,282,219,172,3372,25137,16004,18089,19946,18437,15677,10814,8169,3639,135912
CED111,24849,13658,10842,14886,18669,18764,13359,8148,3412,126587,58,58,30,38,65,38,21,14,8,330,638,888,717,604,861,1087,954,372,165,6286,51,22,44,45,69,287,476,180,25,1199,89,76,129,79,126,199,139,43,7,887,6,9,4,12,12,44,70,32,3,192,5,9,7,10,13,27,6,3,5,85,7,3,0,9,11,39,50,14,0,133,0,5,3,3,3,6,5,0,0,25,14,4,13,15,6,27,39,46,5,169,0,0,4,0,0,0,0,0,0,4,810,1016,921,777,1101,1716,1739,690,210,8980,868,1074,951,815,1166,1754,1760,704,218,9310,25717,14732,11793,15701,19835,20518,15119,8852,3630,135897
CED112,25685,20358,17443,18867,19146,15611,10638,7605,3300,138653,33,29,44,20,24,20,6,7,4,187,595,1119,677,517,419,405,263,200,143,4338,20,17,35,29,28,24,18,3,0,174,11,27,24,45,30,31,17,10,0,195,3,3,3,6,3,6,7,4,0,35,3,0,13,11,14,7,4,0,0,52,6,3,3,3,7,4,0,0,0,26,0,3,0,3,0,0,0,0,0,6,6,20,12,14,18,13,0,0,0,83,0,0,0,0,0,0,0,0,0,0,644,1192,767,628,519,490,309,217,143,4909,677,1221,811,648,543,510,315,224,147,5096,26362,21579,18254,19515,19689,16121,10953,7829,3447,143749
CED113,27926,16470,14194,17582,17778,15372,11095,7823,3645,131885,32,31,15,26,13,24,5,15,8,169,454,754,549,417,387,373,339,252,141,3666,5,4,11,9,19,26,35,11,0,120,9,16,19,24,20,40,24,10,0,162,3,0,3,4,3,3,7,3,0,26,7,0,5,4,8,4,5,0,0,33,0,3,3,0,3,12,0,0,0,21,0,4,3,0,3,0,0,0,0,10,0,7,3,3,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,478,788,596,461,443,461,413,276,141,4057,510,819,611,487,456,485,418,291,149,4226,28436,17289,14805,18069,18234,15857,11513,8114,3794,136111
CED114,24376,13566,12362,16893,19192,18132,12374,7041,2737,126673,64,49,45,39,43,52,33,13,19,357,1903,2832,1556,1651,1846,1734,981,336,104,12943,111,127,134,147,222,354,411,336,47,1889,516,347,245,244,232,218,104,16,8,1930,33,44,37,32,20,58,45,3,0,272,30,30,38,29,41,26,12,3,3,212,3,16,12,7,17,35,22,11,0,123,3,8,6,4,5,3,0,0,0,29,135,264,191,161,203,197,170,44,3,1368,0,0,0,0,0,0,0,0,0,0,2734,3668,2219,2275,2586,2625,1745,749,165,18766,2798,3717,2264,2314,2629,2677,1778,762,184,19123,27174,17283,14626,19207,21821,20809,14152,7803,2921,145796
CED115,24989,14902,12821,15513,17976,17015,12159,7892,2989,126256,101,76,78,46,53,45,23,18,8,448,401,778,610,463,581,614,409,197,102,4155,131,457,357,328,426,618,491,265,49,3122,37,40,57,33,78,86,54,16,3,404,27,55,61,72,90,154,180,58,9,706,19,14,26,25,14,29,29,5,0,161,7,8,6,12,14,29,33,5,0,114,6,6,4,3,7,3,3,0,0,32,10,22,13,18,16,16,14,0,0,109,0,0,0,0,0,0,0,0,0,0,638,1380,1134,954,1226,1549,1213,546,163,8803,739,1456,1212,1000,1279,1594,1236,564,171,9251,25728,16358,14033,16513,19255,18609,13395,8456,3160,135507
CED116,31741,22139,19317,20127,21536,15220,8503,5210,1561,145354,63,44,55,38,38,15,15,4,3,275,494,484,575,408,344,206,108,70,37,2726,3,5,14,9,8,7,4,3,0,53,4,8,7,3,12,9,7,3,0,53,0,0,0,3,0,3,3,3,0,12,0,4,6,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,501,506,605,427,364,228,130,79,37,2877,564,550,660,465,402,243,145,83,40,3152,32305,22689,19977,20592,21938,15463,8648,5293,1601,148506
CED117,23880,14008,10917,14955,17729,17314,14116,9041,3207,125167,31,36,38,29,43,27,18,13,0,235,579,755,554,440,478,613,487,249,132,4287,8,9,15,30,29,57,68,21,3,240,21,19,37,18,35,40,19,4,0,193,0,0,4,0,9,16,19,3,0,51,8,9,12,19,5,15,3,0,0,71,0,3,0,3,11,14,14,4,0,49,3,3,3,0,3,0,0,0,0,12,8,31,29,16,35,42,36,6,3,206,3,3,0,0,0,0,0,0,0,6,630,832,654,526,605,797,646,287,138,5115,661,868,692,555,648,824,664,300,138,5350,24541,14876,11609,15510,18377,18138,14780,9341,3345,130517
CED118,22169,15749,27911,26038,19273,13788,8451,5979,2507,141865,33,37,52,36,29,20,10,5,7,229,311,588,805,543,435,344,215,94,53,3388,3,16,23,22,10,14,17,7,0,112,5,13,22,16,21,33,18,5,3,136,3,4,17,4,7,3,8,6,0,52,0,10,4,4,11,12,9,8,0,58,3,6,4,7,3,3,5,3,3,37,0,0,0,7,0,4,0,0,0,11,3,7,11,0,13,14,10,0,0,58,0,0,0,0,0,0,0,0,0,0,328,644,886,603,500,427,282,123,59,3852,361,681,938,639,529,447,292,128,66,4081,22530,16430,28849,26677,19802,14235,8743,6107,2573,145946
CED119,34947,18869,25323,24345,19133,14617,7853,4446,1441,150974,52,22,55,36,18,20,14,4,0,221,309,452,451,307,250,206,198,132,79,2384,0,3,11,3,7,11,8,9,0,52,8,11,19,10,16,17,17,8,0,106,0,0,4,0,6,8,3,0,0,21,6,4,6,4,4,4,8,3,0,39,0,0,0,0,3,9,3,3,3,21,0,0,0,0,0,0,0,3,0,3,7,3,5,6,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,330,473,496,330,286,260,237,158,82,2652,382,495,551,366,304,280,251,162,82,2873,35329,19364,25874,24711,19437,14897,8104,4608,1523,153847
CED120,29315,19182,17363,20029,20123,16180,8840,4813,1761,137606,22,28,30,19,15,8,10,8,4,144,315,524,507,294,229,263,201,134,70,2537,3,9,18,12,5,13,9,3,0,72,6,36,38,24,20,31,11,3,0,169,0,3,5,0,0,4,4,0,0,16,3,15,9,9,5,5,3,3,0,52,0,0,0,0,0,0,5,3,0,8,3,7,10,0,0,3,0,3,0,26,3,3,9,3,7,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,333,597,596,342,266,323,236,149,70,2912,355,625,626,361,281,331,246,157,74,3056,29670,19807,17989,20390,20404,16511,9086,4970,1835,140662
CED121,28094,14939,12334,17928,19174,17921,12347,6755,2450,131942,56,45,31,33,32,29,30,11,8,275,736,787,603,524,520,593,370,200,77,4410,20,27,28,31,30,58,65,23,0,282,175,62,35,40,55,85,46,12,3,513,4,7,9,10,10,16,24,3,3,86,64,10,15,13,12,22,11,0,0,147,0,0,3,3,4,3,7,0,0,20,3,4,6,0,0,4,0,0,0,17,37,69,42,30,40,45,22,3,3,291,0,0,0,0,0,0,0,0,0,0,1039,966,741,651,671,826,545,241,86,5766,1095,1011,772,684,703,855,575,252,94,6041,29189,15950,13106,18612,19877,18776,12922,7007,2544,137983
CED122,29280,16930,16743,18299,17892,15538,9457,5706,2155,132000,50,49,41,30,35,32,11,11,3,262,564,1094,972,767,734,715,389,210,125,5570,3,24,29,18,39,28,26,20,4,191,25,51,99,65,85,76,40,13,0,454,0,8,9,5,12,9,11,0,0,54,5,6,17,19,18,24,4,0,0,93,8,0,6,0,5,11,4,0,0,34,3,12,3,3,0,3,0,0,0,24,3,4,4,8,7,16,8,0,0,50,0,0,0,0,0,0,0,0,0,0,611,1199,1139,885,900,882,482,243,129,6470,661,1248,1180,915,935,914,493,254,132,6732,29941,18178,17923,19214,18827,16452,9950,5960,2287,138732
CED123,23861,23096,27650,23313,18883,14935,10325,7105,2862,152030,19,54,46,30,23,15,25,14,11,237,489,904,887,643,485,484,284,204,109,4489,11,39,52,72,64,58,29,9,0,334,7,51,76,58,86,57,27,10,0,372,0,11,15,20,24,14,7,0,3,94,5,14,25,18,23,19,10,3,0,117,0,8,4,9,8,8,4,5,0,46,3,13,11,5,0,5,3,0,0,40,8,44,23,28,19,21,10,4,0,157,0,0,0,0,0,0,0,0,0,0,523,1084,1093,853,709,666,374,235,112,5649,542,1138,1139,883,732,681,399,249,123,5886,24403,24234,28789,24196,19615,15616,10724,7354,2985,157916
CED124,31830,20460,21401,20733,18908,16400,8814,4345,1651,144542,36,31,24,30,23,14,7,6,5,176,558,818,679,409,343,311,225,142,75,3560,4,6,22,28,15,13,3,3,0,94,24,21,46,24,37,27,20,10,0,209,0,0,6,3,5,9,3,0,0,26,7,4,6,10,10,7,3,0,0,47,0,6,0,0,0,12,7,0,0,25,0,0,3,0,3,3,0,0,0,9,0,4,3,6,14,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,593,859,765,480,427,382,261,155,75,3997,629,890,789,510,450,396,268,161,80,4173,32459,21350,22190,21243,19358,16796,9082,4506,1731,148715
CED125,22148,11857,9206,13763,16948,17530,14838,9607,3722,119619,55,32,35,38,33,36,26,14,8,277,623,794,598,570,679,872,777,386,149,5448,28,20,31,22,40,133,234,113,12,633,22,49,57,53,68,72,83,15,3,422,8,3,4,7,12,15,26,15,0,90,13,9,11,7,16,11,6,3,0,76,3,3,3,0,5,25,17,13,0,69,3,0,3,0,6,3,3,0,0,18,3,14,5,8,16,27,22,7,6,108,0,0,0,0,0,0,0,0,0,0,703,892,712,667,842,1158,1168,552,170,6864,758,924,747,705,875,1194,1194,566,178,7141,22906,12781,9953,14468,17823,18724,16032,10173,3900,126760
CED126,31714,19466,18319,19842,18173,15363,7953,3855,1450,136135,26,25,35,27,14,15,13,5,10,170,503,820,609,358,302,320,205,123,61,3301,3,13,14,17,15,23,10,5,0,100,12,18,25,33,31,36,13,5,0,173,0,3,3,9,3,3,4,0,3,28,3,0,9,3,11,9,4,0,0,39,0,3,0,3,4,3,0,3,0,16,3,3,3,0,0,0,3,0,0,12,3,14,7,5,4,5,6,0,3,47,0,0,0,0,0,0,0,0,0,0,527,874,670,428,370,399,245,136,67,3716,553,899,705,455,384,414,258,141,77,3886,32267,20365,19024,20297,18557,15777,8211,3996,1527,140021
CED127,27065,14511,13912,20439,19481,15984,11444,7074,3916,133826,20,20,23,32,17,16,11,18,6,163,430,486,468,332,302,328,203,110,109,2768,9,10,13,18,7,13,18,11,0,99,6,7,14,16,27,32,26,11,3,142,0,4,5,7,6,8,8,3,0,41,3,3,13,3,4,11,14,6,0,57,3,3,3,5,5,8,8,3,0,38,0,0,4,3,0,0,3,0,0,10,3,10,4,0,3,3,0,3,4,30,0,0,0,0,0,0,0,0,0,0,454,523,524,384,354,403,280,147,116,3185,474,543,547,416,371,419,291,165,122,3348,27539,15054,14459,20855,19852,16403,11735,7239,4038,137174
CED128,27573,16738,13574,18607,19989,17560,10432,5386,2297,132156,27,30,20,19,32,34,4,9,5,180,699,757,538,442,409,465,333,154,102,3899,0,25,43,27,29,30,15,4,5,178,17,24,43,48,31,40,35,7,3,248,0,7,16,9,5,6,7,3,0,53,11,6,11,7,20,19,6,0,0,80,6,4,3,4,6,12,3,3,0,41,0,0,5,4,9,0,0,0,0,18,0,9,6,11,9,6,6,5,0,52,0,0,0,0,0,0,0,0,0,0,733,832,665,552,518,578,405,176,110,4569,760,862,685,571,550,612,409,185,115,4749,28333,17600,14259,19178,20539,18172,10841,5571,2412,136905
CED129,28649,21110,19025,18950,20022,16600,9408,5025,1411,140200,46,21,16,39,19,20,3,3,0,167,359,403,455,301,237,223,155,140,95,2368,0,11,4,8,11,18,7,0,0,59,8,3,8,12,20,14,12,3,0,80,4,0,0,5,4,7,0,0,0,20,0,0,4,0,3,0,0,0,3,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,371,420,477,334,278,262,174,146,98,2560,417,441,493,373,297,282,177,149,98,2727,29066,21551,19518,19323,20319,16882,9585,5174,1509,142927
CED130,29928,17418,14681,21516,19058,15548,9366,4428,2190,134133,16,11,12,17,21,12,11,12,7,119,229,335,390,231,170,203,196,111,101,1966,7,12,32,35,25,15,13,10,4,153,17,13,22,28,34,36,26,10,3,189,5,0,7,11,11,9,4,0,0,47,6,9,17,5,6,4,5,4,0,56,0,3,7,3,0,9,3,0,0,25,0,0,0,0,0,0,3,0,0,3,0,3,10,4,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,264,375,485,317,249,279,250,135,108,2462,280,386,497,334,270,291,261,147,115,2581,30208,17804,15178,21850,19328,15839,9627,4575,2305,136714
CED131,28515,17062,13794,16456,18784,17541,12895,7753,2950,135750,105,87,49,47,36,52,34,13,11,434,725,1697,816,671,824,797,558,236,95,6419,11,26,17,24,39,65,78,28,0,288,55,136,116,98,99,147,104,23,4,782,8,10,15,13,21,21,37,12,0,137,9,5,18,10,8,17,4,3,3,77,3,8,3,3,6,9,11,3,0,46,3,5,0,3,3,0,0,0,0,14,7,10,8,14,13,12,14,4,3,85,0,0,0,0,0,0,0,0,0,0,821,1897,993,836,1013,1068,806,309,105,7848,926,1984,1042,883,1049,1120,840,322,116,8282,29441,19046,14836,17339,19833,18661,13735,8075,3066,144032
CED132,21316,18408,18800,16756,16858,13988,9406,6937,3222,125691,19,42,41,24,17,20,5,11,5,184,399,1258,832,578,593,522,334,177,99,4792,13,35,49,44,53,36,21,5,0,256,18,48,72,66,65,80,25,4,0,378,3,5,8,9,13,17,5,0,0,60,4,5,19,14,14,10,9,3,0,78,3,3,3,3,4,4,7,0,0,27,3,3,6,3,0,3,3,0,0,21,0,14,22,7,16,8,8,4,3,82,0,0,0,0,0,0,0,0,0,0,443,1371,1011,724,758,680,412,193,102,5694,462,1413,1052,748,775,700,417,204,107,5878,21778,19821,19852,17504,17633,14688,9823,7141,3329,131569
CED133,24060,15439,26379,23910,18593,15350,9432,5900,3241,142304,14,37,44,18,19,21,12,13,7,185,500,729,793,569,571,594,452,298,220,4726,4,14,82,102,86,72,37,10,0,407,13,27,44,75,81,78,26,11,5,360,5,3,5,22,13,23,13,3,0,87,3,7,21,19,42,19,13,8,0,132,0,3,6,13,9,12,11,0,4,58,6,4,0,0,3,7,0,0,3,23,4,15,25,15,26,17,8,5,0,115,0,0,0,0,0,0,0,0,0,0,535,802,976,815,831,822,560,335,232,5908,549,839,1020,833,850,843,572,348,239,6093,24609,16278,27399,24743,19443,16193,10004,6248,3480,148397
CED134,24214,14299,11252,14704,17999,17990,12648,8787,3649,125542,62,36,32,29,30,40,11,17,13,270,558,944,614,520,689,890,878,434,174,5701,24,27,27,26,55,174,346,144,13,836,89,128,152,129,147,239,180,44,5,1113,9,0,8,7,13,18,44,19,3,121,11,8,17,6,11,14,3,0,0,70,3,0,0,3,9,38,23,5,0,81,0,0,4,4,6,0,0,0,0,14,6,3,8,13,3,24,23,12,0,92,0,0,0,3,0,0,0,0,0,3,700,1110,830,711,933,1397,1497,658,195,8031,762,1146,862,740,963,1437,1508,675,208,8301,24976,15445,12114,15444,18962,19427,14156,9462,3857,133843
CED135,31422,15951,15216,18054,19553,17438,12804,7463,2620,140521,153,116,91,64,69,55,36,26,13,623,853,1477,1101,1097,1275,1332,871,360,91,8457,36,44,51,60,97,280,339,102,6,1015,90,113,147,121,169,187,150,58,8,1043,11,13,23,14,25,93,108,15,3,305,3,12,5,8,13,41,24,0,0,106,3,3,11,11,11,21,32,7,0,99,3,7,5,4,7,0,4,0,0,30,3,10,7,10,10,34,18,10,3,105,0,0,0,0,0,0,0,0,0,0,1002,1679,1350,1325,1607,1988,1546,552,111,11160,1155,1795,1441,1389,1676,2043,1582,578,124,11783,32577,17746,16657,19443,21229,19481,14386,8041,2744,152304
CED136,30361,21287,33951,23610,19451,14318,9055,6016,2522,160571,42,50,56,40,21,22,16,10,0,257,570,647,832,633,554,465,279,176,105,4261,5,21,63,109,124,50,14,6,3,395,12,24,39,62,87,53,12,7,3,299,0,8,12,10,29,25,3,3,3,93,5,13,19,25,16,12,3,0,0,93,4,3,0,4,0,8,3,0,0,22,0,3,3,0,0,0,0,0,0,6,3,20,19,16,19,9,3,3,0,92,0,0,0,0,0,0,0,0,0,0,599,739,987,859,829,622,317,195,114,5261,641,789,1043,899,850,644,333,205,114,5518,31002,22076,34994,24509,20301,14962,9388,6221,2636,166089
