region_id,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED140,36,202,3,241,4447,700,5388,276,194,17,487,3938,455,4880,2767,275,75,3117,4410,826,8353,4503,217,147,4867,3430,793,9090,2287,428,61,2776,6442,695,9913,320,835,6,1161,6896,589,8646,48,508,0,556,4655,600,5811,5,126,0,131,2802,495,3428,5,10,0,15,799,176,990,10247,2795,309,13351,37819,5329,56499,109,443,6,558,3912,609,5079,656,376,47,1079,3332,263,4674,4237,480,256,4973,3013,405,8391,5455,400,353,6208,2583,399,9190,1848,1157,102,3107,6156,440,9703,125,1937,10,2072,5778,477,8327,43,884,5,932,4390,598,5920,9,194,0,203,3323,657,4183,3,26,0,29,1582,380,1991,12485,5897,779,19161,34069,4228,57458,145,645,9,799,8359,1309,10467,932,570,64,1566,7270,718,9554,7004,755,331,8090,7423,1231,16744,9958,617,500,11075,6013,1192,18280,4135,1585,163,5883,12598,1135,19616,445,2772,16,3233,12674,1066,16973,91,1392,5,1488,9045,1198,11731,14,320,0,334,6125,1152,7611,8,36,0,44
CED141,22,213,3,238,3721,556,4515,151,169,4,324,3208,271,3803,2009,245,69,2323,3835,474,6632,4381,235,169,4785,3025,519,8329,2432,354,84,2870,5710,640,9220,365,904,16,1285,6453,543,8281,46,809,3,858,4777,597,6232,9,158,0,167,3207,604,3978,4,10,3,17,1149,328,1494,9419,3097,351,12867,35085,4532,52484,50,331,3,384,3330,375,4089,380,295,14,689,2747,189,3625,3131,384,237,3752,2823,357,6932,5489,359,418,6266,2357,440,9063,2220,903,132,3255,6275,525,10055,133,2156,9,2298,6150,505,8953,41,1209,7,1257,5064,640,6961,20,177,0,197,4232,905,5334,0,12,0,12,2034,742,2788,11464,5826,820,18110,35012,4678,57800,72,544,6,622,7051,931,8604,531,464,18,1013,5955,460,7428,5140,629,306,6075,6658,831,13564,9870,594,587,11051,5382,959,17392,4652,1257,216,6125,11985,1165,19275,498,3060,25,3583,12603,1048,17234,87,2018,10,2115,9841,1237,13193,29,335,0,364,7439,1509,9312,4,22,3,29
CED142,28,168,0,196,3811,508,4515,203,162,4,369,2925,179,3473,2048,231,50,2329,3575,279,6183,4198,199,188,4585,2863,419,7867,2095,422,70,2587,5509,430,8526,278,1079,5,1362,6120,405,7887,43,954,4,1001,4821,517,6339,7,182,3,192,3231,591,4014,0,9,0,9,898,223,1130,8900,3406,324,12630,33753,3551,49934,82,337,0,419,3429,382,4230,451,291,30,772,2504,166,3442,3268,374,196,3838,2425,224,6487,5206,363,401,5970,2164,305,8439,1840,1109,95,3044,5610,365,9019,115,2335,15,2465,5753,363,8581,55,1298,7,1360,5128,580,7068,12,172,3,187,3883,794,4864,0,18,0,18,1466,360,1844,11029,6297,747,18073,32362,3539,53974,110,505,0,615,7240,890,8745,654,453,34,1141,5429,345,6915,5316,605,246,6167,6000,503,12670,9404,562,589,10555,5027,724,16306,3935,1531,165,5631,11119,795,17545,393,3414,20,3827,11873,768,16468,98,2252,11,2361,9949,1097,13407,19,354,6,379,7114,1385,8878,0,27,0,27
CED143,10,61,0,71,2302,599,2972,27,147,0,174,7697,1706,9577,1474,500,19,1993,20928,3674,26595,3686,367,91,4144,10418,1902,16464,1740,191,67,1998,7098,1284,10380,404,309,5,718,5944,985,7647,68,360,5,433,3010,697,4140,21,94,0,115,1439,406,1960,0,6,3,9,306,115,430,7430,2035,190,9655,59142,11368,80165,12,154,3,169,2558,462,3189,117,350,3,470,8723,1464,10657,2267,865,77,3209,19109,2856,25174,4288,554,221,5063,6980,1291,13334,1602,392,79,2073,5651,922,8646,163,910,9,1082,5312,765,7159,48,636,3,687,2658,567,3912,9,119,0,128,1610,398,2136,0,9,0,9,668,193,870,8506,3989,395,12890,53269,8918,75077,22,215,3,240,4860,1061,6161,144,497,3,644,16420,3170,20234,3741,1365,96,5202,40037,6530,51769,7974,921,312,9207,17398,3193,29798,3342,583,146,4071,12749,2206,19026,567,1219,14,1800,11256,1750,14806,116,996,8,1120,5668,1264,8052,30,213,0,243,3049,804,4096,0,15,3,18
CED144,32,194,3,229,3950,508,4687,202,164,7,373,3122,208,3703,2452,275,80,2807,3654,343,6804,4135,202,164,4501,3180,452,8133,2097,463,67,2627,6046,471,9144,296,1067,12,1375,6180,508,8063,56,799,3,858,4873,538,6269,14,177,0,191,3147,564,3902,3,3,0,6,798,186,990,9287,3344,336,12967,34950,3778,51695,71,387,8,466,3595,424,4485,521,319,33,873,2587,196,3656,3710,417,242,4369,2467,309,7145,5230,377,363,5970,2439,349,8758,1846,1256,117,3219,5908,373,9500,148,2182,9,2339,5736,450,8525,43,1229,6,1278,5182,591,7051,20,196,0,216,3606,721,4543,4,7,0,11,1531,337,1879,11593,6370,778,18741,33051,3750,55542,103,581,11,695,7545,932,9172,723,483,40,1246,5709,404,7359,6162,692,322,7176,6121,652,13949,9365,579,527,10471,5619,801,16891,3943,1719,184,5846,11954,844,18644,444,3249,21,3714,11916,958,16588,99,2028,9,2136,10055,1129,13320,34,373,0,407,6753,1285,8445,7,10,0,17
CED145,23,116,0,139,3018,351,3508,35,97,3,135,3259,327,3721,1476,278,21,1775,8578,1016,11369,5926,268,152,6346,5174,835,12355,3709,168,102,3979,5236,641,9856,588,546,17,1151,5629,495,7275,73,855,3,931,3631,384,4946,12,253,0,265,2201,329,2795,0,19,0,19,922,185,1126,11842,2600,298,14740,37648,4563,56951,14,212,0,226,2804,306,3336,70,199,7,276,3248,267,3791,2429,598,122,3149,8142,872,12163,7356,458,481,8295,4200,733,13228,3519,432,170,4121,5734,543,10398,210,1482,14,1706,5825,497,8028,45,1611,8,1664,3517,451,5632,18,337,3,358,2871,479,3708,7,17,0,24,1881,424,2329,13668,5346,805,19819,38222,4572,62613,37,328,0,365,5822,657,6844,105,296,10,411,6507,594,7512,3905,876,143,4924,16720,1888,23532,13282,726,633,14641,9374,1568,25583,7228,600,272,8100,10970,1184,20254,798,2028,31,2857,11454,992,15303,118,2466,11,2595,7148,835,10578,30,590,3,623,5072,808,6503,7,36,0,43
CED146,25,154,0,179,4649,746,5574,107,175,3,285,5242,662,6189,2458,281,24,2763,9236,1235,13234,4571,139,58,4768,5167,879,10814,2763,158,35,2956,6648,896,10500,556,436,9,1001,6187,628,7816,104,635,5,744,3978,517,5239,29,234,3,266,2539,458,3263,0,14,0,14,771,235,1020,10613,2226,137,12976,44417,6256,63649,57,273,0,330,4152,578,5060,500,331,15,846,4625,502,5973,4915,431,88,5434,6454,1058,12946,6025,298,137,6460,4017,856,11333,2445,620,75,3140,6785,756,10681,276,1354,13,1643,5618,572,7833,90,988,5,1083,3680,512,5275,30,220,0,250,3066,621,3937,4,13,0,17,1256,455,1728,14342,4528,333,19203,39653,5910,64766,82,427,0,509,8801,1324,10634,607,506,18,1131,9867,1164,12162,7373,712,112,8197,15690,2293,26180,10596,437,195,11228,9184,1735,22147,5208,778,110,6096,13433,1652,21181,832,1790,22,2644,11805,1200,15649,194,1623,10,1827,7658,1029,10514,59,454,3,516,5605,1079,7200,4,27,0,31
CED147,20,105,0,125,2392,461,2978,35,100,0,135,3752,721,4608,1245,403,11,1659,13452,2614,17725,4489,297,95,4881,7600,1707,14188,2846,169,91,3106,5636,1162,9904,571,458,20,1049,5923,890,7862,106,722,3,831,3550,718,5099,11,232,0,243,2103,477,2823,3,13,0,16,952,285,1253,9326,2499,220,12045,45360,9035,66440,18,179,0,197,2354,417,2968,62,266,4,332,4204,696,5232,2101,856,72,3029,13227,2206,18462,5692,544,307,6543,5297,1410,13250,2648,437,141,3226,5204,999,9429,231,1313,6,1550,5658,830,8038,59,1319,9,1387,3297,692,5376,20,297,0,317,2585,669,3571,4,29,0,33,1919,586,2538,10835,5240,539,16614,43745,8505,68864,38,284,0,322,4746,878,5946,97,366,4,467,7956,1417,9840,3346,1259,83,4688,26679,4820,36187,10181,841,402,11424,12897,3117,27438,5494,606,232,6332,10840,2161,19333,802,1771,26,2599,11581,1720,15900,165,2041,12,2218,6847,1410,10475,31,529,0,560,4688,1146,6394,7,42,0,49
CED148,53,185,3,241,4946,766,5953,226,208,4,438,4328,447,5213,2801,282,48,3131,6181,713,10025,4895,180,78,5153,4481,632,10266,2479,337,46,2862,6741,680,10283,345,718,14,1077,6009,564,7650,66,414,3,483,2897,409,3789,13,79,0,92,1282,290,1664,0,7,0,7,328,118,453,10878,2410,196,13484,37193,4619,55296,82,368,6,456,4485,664,5605,672,399,20,1091,3809,389,5289,5166,454,182,5802,4624,706,11132,6297,324,206,6827,3692,648,11167,1938,1026,73,3037,6853,653,10543,160,1676,18,1854,5320,539,7713,45,610,8,663,2747,429,3839,13,112,0,125,1698,449,2272,3,3,0,6,615,332,953,14376,4972,513,19861,33843,4809,58513,135,553,9,697,9431,1430,11558,898,607,24,1529,8137,836,10502,7967,736,230,8933,10805,1419,21157,11192,504,284,11980,8173,1280,21433,4417,1363,119,5899,13594,1333,20826,505,2394,32,2931,11329,1103,15363,111,1024,11,1146,5644,838,7628,26,191,0,217,2980,739,3936,3,10,0,13
CED194,6,10,0,16,295,76,387,30,23,0,53,513,138,704,177,47,10,234,879,384,1497,240,30,8,278,662,431,1371,92,32,0,124,641,454,1219,10,42,0,52,617,292,961,5,34,0,39,439,145,623,0,4,0,4,98,43,145,0,0,0,0,26,24,50,560,222,18,800,4170,1987,6957,16,24,0,40,266,67,373,69,38,5,112,412,85,609,229,67,5,301,679,181,1161,180,33,11,224,349,159,732,51,53,3,107,448,119,674,9,78,0,87,540,91,718,0,36,0,36,245,65,346,0,0,0,0,57,39,96,0,0,0,0,44,28,72,554,329,24,907,3040,834,4781,22,34,0,56,561,143,760,99,61,5,165,925,223,1313,406,114,15,535,1558,565,2658,420,63,19,502,1011,590,2103,143,85,3,231,1089,573,1893,19,120,0,139,1157,383,1679,5,70,0,75,684,210,969,0,4,0,4,155,82,241,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,0,3,4,0,7,0,0,0,0,6,3,9,0,0,0,0,9,0,9,0,0,0,0,8,5,13,0,0,0,0,8,3,11,0,0,0,0,0,0,0,3,0,0,3,41,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,18,0,18,0,0,0,0,15,0,15,0,0,0,0,12,4,16,0,0,0,0,0,0,0,3,0,0,3,48,4,55,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,6,0,0,6,4,0,10,0,0,0,0,9,3,12,0,0,0,0,27,0,27,0,0,0,0,23,5,28,0,0,0,0,20,7,27,0,0,0,0
CED201,23,131,3,157,4476,391,5024,85,142,3,230,4264,178,4672,1728,225,30,1983,5222,255,7460,4946,169,136,5251,3254,280,8785,2894,239,73,3206,6154,326,9686,316,750,8,1074,6748,295,8117,48,838,3,889,3539,300,4728,11,145,0,156,1804,270,2230,3,9,0,12,605,118,735,10054,2648,256,12958,36066,2413,51437,33,273,0,306,4246,306,4858,192,275,10,477,3768,134,4379,2746,340,152,3238,4026,174,7438,6206,280,432,6918,2620,261,9799,2606,645,98,3349,6773,270,10392,162,2068,13,2243,6014,272,8529,46,1162,3,1211,3355,339,4905,12,129,0,141,2335,382,2858,3,9,0,12,1176,256,1444,12006,5181,708,17895,34313,2394,54602,56,404,3,463,8722,697,9882,277,417,13,707,8032,312,9051,4474,565,182,5221,9248,429,14898,11152,449,568,12169,5874,541,18584,5500,884,171,6555,12927,596,20078,478,2818,21,3317,12762,567,16646,94,2000,6,2100,6894,639,9633,23,274,0,297,4139,652,5088,6,18,0,24
CED202,37,210,0,247,4427,588,5262,180,233,9,422,4039,312,4773,2463,282,67,2812,4511,421,7744,4940,242,195,5377,3192,464,9033,2473,424,72,2969,6066,519,9554,345,845,11,1201,6971,542,8714,45,653,3,701,4219,545,5465,13,106,0,119,2288,546,2953,0,8,0,8,666,226,900,10496,3003,357,13856,36379,4163,54398,74,453,4,531,4038,476,5045,505,453,29,987,3526,233,4746,3588,514,283,4385,3556,368,8309,5909,439,476,6824,2694,399,9917,2171,1040,119,3330,6427,466,10223,144,2106,18,2268,6421,480,9169,45,1044,0,1089,4184,642,5915,17,147,0,164,3029,743,3936,3,19,0,22,1412,432,1866,12456,6215,929,19600,35287,4239,59126,111,663,4,778,8465,1064,10307,685,686,38,1409,7565,545,9519,6051,796,350,7197,8067,789,16053,10849,681,671,12201,5886,863,18950,4644,1464,191,6299,12493,985,19777,489,2951,29,3469,13392,1022,17883,90,1697,3,1790,8403,1187,11380,30,253,0,283,5317,1289,6889,3,27,0,30
CED203,21,92,0,113,2731,376,3220,58,122,0,180,4605,533,5318,1687,310,23,2020,9357,1102,12479,4672,205,147,5024,5330,742,11096,2274,168,68,2510,5238,610,8358,360,341,10,711,4630,478,5819,40,532,7,579,3129,503,4211,24,228,3,255,2679,475,3409,3,9,0,12,892,214,1118,9139,2007,258,11404,38591,5033,55028,30,199,0,229,2697,335,3261,193,270,6,469,4599,354,5422,2792,648,103,3543,8455,828,12826,5698,497,385,6580,4435,618,11633,1998,549,132,2679,5459,455,8593,156,1102,11,1269,4477,464,6210,67,925,0,992,3442,552,4986,20,236,0,256,3450,600,4306,3,11,0,14,1538,410,1962,10957,4437,637,16031,38552,4616,59199,51,291,0,342,5428,711,6481,251,392,6,649,9204,887,10740,4479,958,126,5563,17812,1930,25305,10370,702,532,11604,9765,1360,22729,4272,717,200,5189,10697,1065,16951,516,1443,21,1980,9107,942,12029,107,1457,7,1571,6571,1055,9197,44,464,3,511,6129,1075,7715,6,20,0,26
CED204,41,217,0,258,4092,524,4874,291,246,8,545,3454,301,4300,2301,274,94,2669,4020,537,7226,4382,247,176,4805,3138,585,8528,2364,390,86,2840,6032,558,9430,369,910,19,1298,7505,549,9352,42,658,3,703,5055,650,6408,13,117,0,130,2877,644,3651,0,11,0,11,867,276,1154,9803,3070,386,13259,37040,4624,54923,84,386,0,470,3912,464,4846,566,420,24,1010,3124,206,4340,3516,475,289,4280,3053,319,7652,5417,420,411,6248,2538,375,9161,2083,1056,157,3296,6564,426,10286,145,2159,13,2317,6899,444,9660,26,1021,0,1047,4946,681,6674,12,159,0,171,3411,832,4414,3,16,0,19,1636,571,2226,11852,6112,894,18858,36083,4318,59259,125,603,0,728,8004,988,9720,857,666,32,1555,6578,507,8640,5817,749,383,6949,7073,856,14878,9799,667,587,11053,5676,960,17689,4447,1446,243,6136,12596,984,19716,514,3069,32,3615,14404,993,19012,68,1679,3,1750,10001,1331,13082,25,276,0,301,6288,1476,8065,3,27,0,30
CED205,30,132,0,162,3871,544,4577,88,144,3,235,4873,426,5534,1875,223,28,2126,7763,787,10676,4012,134,69,4215,4330,547,9092,2181,163,46,2390,5618,476,8484,384,581,7,972,6270,462,7704,59,949,3,1011,4463,489,5963,18,251,3,272,2601,428,3301,3,4,0,7,713,142,862,8650,2581,159,11390,40502,4301,56193,37,243,0,280,3267,456,4003,282,245,11,538,3895,309,4742,3354,342,77,3773,5221,557,9551,5129,226,187,5542,3155,440,9137,1940,456,63,2459,5866,420,8745,234,1731,15,1980,6050,431,8461,76,1377,5,1458,4203,516,6177,18,244,0,262,3104,548,3914,3,10,0,13,1339,352,1704,11073,4874,358,16305,36100,4029,56434,67,375,0,442,7138,1000,8580,370,389,14,773,8768,735,10276,5229,565,105,5899,12984,1344,20227,9141,360,256,9757,7485,987,18229,4121,619,109,4849,11484,896,17229,618,2312,22,2952,12320,893,16165,135,2326,8,2469,8666,1005,12140,36,495,3,534,5705,976,7215,6,14,0,20
CED206,45,189,3,237,5571,876,6684,177,190,5,372,5477,501,6350,3129,321,44,3494,7696,834,12024,5561,188,109,5858,5347,756,11961,2826,293,52,3171,7500,722,11393,375,689,8,1072,6335,564,7971,62,570,0,632,3582,449,4663,7,112,0,119,1693,346,2158,0,4,0,4,326,82,412,12182,2556,221,14959,43527,5130,63616,73,390,4,467,5154,820,6441,647,474,21,1142,4683,442,6267,5323,518,192,6033,5484,786,12303,7198,343,288,7829,4184,765,12778,2465,883,90,3438,7495,705,11638,180,1768,18,1966,5899,542,8407,46,795,4,845,3345,513,4703,16,104,0,120,2025,433,2578,4,9,0,13,570,164,747,15952,5284,617,21853,38839,5170,65862,118,579,7,704,10725,1696,13125,824,664,26,1514,10160,943,12617,8452,839,236,9527,13180,1620,24327,12759,531,397,13687,9531,1521,24739,5291,1176,142,6609,14995,1427,23031,555,2457,26,3038,12234,1106,16378,108,1365,4,1477,6927,962,9366,23,216,0,239,3718,779,4736,4,13,0,17
CED207,23,180,0,203,4226,433,4862,98,140,3,241,4015,189,4445,2381,279,62,2722,4929,329,7980,5215,214,166,5595,3162,366,9123,2570,317,77,2964,5987,338,9289,315,861,8,1184,6213,346,7743,36,719,3,758,3631,342,4731,9,117,0,126,1884,363,2373,3,6,0,9,576,147,732,10650,2833,319,13802,34623,2853,51278,51,293,0,344,3866,373,4583,283,313,11,607,3496,147,4250,3352,492,278,4122,3686,231,8039,6144,344,484,6972,2488,270,9730,2264,845,133,3242,6325,300,9867,127,2281,12,2420,5671,300,8391,34,1070,3,1107,3441,411,4959,8,134,3,145,2428,467,3040,0,4,0,4,1206,360,1570,12263,5776,924,18963,32607,2859,54429,74,473,0,547,8092,806,9445,381,453,14,848,7511,336,8695,5733,771,340,6844,8615,560,16019,11359,558,650,12567,5650,636,18853,4834,1162,210,6206,12312,638,19156,442,3142,20,3604,11884,646,16134,70,1789,6,1865,7072,753,9690,17,251,3,271,4312,830,5413,3,10,0,13
CED208,7,126,3,136,3982,426,4544,43,145,0,188,7299,645,8132,1431,223,17,1671,8343,758,10772,4526,133,103,4762,3765,432,8959,2820,129,60,3009,5138,415,8562,370,446,9,825,5246,305,6376,77,807,0,884,3282,317,4483,20,333,0,353,3039,457,3849,6,24,0,30,1043,256,1329,9300,2366,192,11858,41137,4011,57006,28,251,0,279,3991,325,4595,92,265,0,357,6731,406,7494,2412,321,76,2809,6455,470,9734,5886,296,316,6498,3044,354,9896,2603,351,108,3062,5814,331,9207,207,1256,13,1476,5279,316,7071,79,1445,8,1532,3754,384,5670,28,371,3,402,3894,615,4911,3,22,0,25,1960,446,2431,11338,4578,524,16440,40922,3647,61009,35,377,3,415,7973,751,9139,135,410,0,545,14030,1051,15626,3843,544,93,4480,14798,1228,20506,10412,429,419,11260,6809,786,18855,5423,480,168,6071,10952,746,17769,577,1702,22,2301,10525,621,13447,156,2252,8,2416,7036,701,10153,48,704,3,755,6933,1072,8760,9,46,0,55
CED209,20,174,0,194,4098,487,4779,115,154,3,272,3537,211,4020,2144,285,73,2502,4379,328,7209,5270,205,186,5661,3084,438,9183,2849,308,92,3249,5816,469,9534,420,939,9,1368,7456,435,9259,48,927,0,975,4799,483,6257,12,155,0,167,2910,520,3597,0,5,0,5,1000,225,1230,10878,3152,363,14393,37079,3596,55068,34,333,0,367,3516,356,4239,275,317,7,599,2997,139,3735,3126,484,251,3861,3499,256,7616,6323,403,556,7282,2415,342,10039,2481,856,129,3466,6401,376,10243,168,2417,11,2596,6678,417,9691,30,1410,0,1440,4571,493,6504,13,188,0,201,3588,727,4516,3,16,0,19,2022,375,2416,12453,6424,954,19831,35687,3481,58999,54,507,0,561,7614,843,9018,390,471,10,871,6534,350,7755,5270,769,324,6363,7878,584,14825,11593,608,742,12943,5499,780,19222,5330,1164,221,6715,12217,845,19777,588,3356,20,3964,14134,852,18950,78,2337,0,2415,9370,976,12761,25,343,0,368,6498,1247,8113,3,21,0,24
CED210,43,185,0,228,3802,545,4575,190,152,5,347,3612,361,4320,2207,266,61,2534,4911,684,8129,4390,216,132,4738,3477,676,8891,2115,339,73,2527,5629,614,8770,282,792,10,1084,6042,497,7623,37,640,6,683,3862,537,5082,6,174,0,180,2565,483,3228,0,4,0,4,807,177,988,9270,2768,287,12325,34707,4574,51606,81,367,0,448,3580,439,4467,498,376,30,904,3248,191,4343,3357,490,278,4125,3922,361,8408,5224,410,396,6030,2814,380,9224,1893,930,104,2927,5946,438,9311,142,1965,12,2119,5580,452,8151,31,1020,5,1056,4082,569,5707,12,202,0,214,3184,709,4107,4,14,0,18,1584,327,1929,11242,5774,825,17841,33940,3866,55647,124,552,0,676,7382,984,9042,688,528,35,1251,6860,552,8663,5564,756,339,6659,8833,1045,16537,9614,626,528,10768,6291,1056,18115,4008,1269,177,5454,11575,1052,18081,424,2757,22,3203,11622,949,15774,68,1660,11,1739,7944,1106,10789,18,376,0,394,5749,1192,7335,4,18,0,22
CED211,20,133,0,153,3044,333,3530,64,116,0,180,3688,219,4087,1880,241,26,2147,6273,402,8822,4919,180,153,5252,3769,376,9397,2565,146,75,2786,4825,316,7927,306,532,8,846,5083,256,6185,53,861,3,917,3583,329,4829,18,286,0,304,2699,471,3474,3,19,0,22,905,284,1211,9828,2514,265,12607,33869,2986,49462,27,218,0,245,2966,255,3466,165,269,5,439,3137,154,3730,2895,443,155,3493,5170,316,8979,5806,382,500,6688,2915,279,9882,2135,480,136,2751,5329,273,8353,153,1602,15,1770,5204,259,7233,62,1540,3,1605,3882,454,5941,20,318,3,341,3495,698,4534,3,12,4,19,1691,512,2222,11266,5264,821,17351,33789,3200,54340,47,351,0,398,6010,588,6996,229,385,5,619,6825,373,7817,4775,684,181,5640,11443,718,17801,10725,562,653,11940,6684,655,19279,4700,626,211,5537,10154,589,16280,459,2134,23,2616,10287,515,13418,115,2401,6,2522,7465,783,10770,38,604,3,645,6194,1169,8008,6,31,4,41
