region_id,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED234,42,150,3,195,3811,581,4587,230,132,3,365,2591,283,3239,2126,213,62,2401,3456,488,6345,4136,234,131,4501,3064,614,8179,2081,360,41,2482,5915,609,9006,270,736,5,1011,6806,525,8342,37,527,0,564,5091,634,6289,6,103,0,109,2912,622,3643,4,13,0,17,894,239,1150,8932,2468,245,11645,34540,4595,50780,97,329,4,430,3353,541,4324,581,293,24,898,2123,205,3226,3321,394,234,3949,2551,386,6886,5033,389,315,5737,2262,454,8453,1813,952,85,2850,5783,431,9064,106,1802,12,1920,6064,454,8438,26,864,0,890,4561,637,6088,19,151,0,170,3289,815,4274,0,11,0,11,1600,393,2004,10996,5185,674,16855,31586,4316,52757,139,479,7,625,7164,1122,8911,811,425,27,1263,4714,488,6465,5447,607,296,6350,6007,874,13231,9169,623,446,10238,5326,1068,16632,3894,1312,126,5332,11698,1040,18070,376,2538,17,2931,12870,979,16780,63,1391,0,1454,9652,1271,12377,25,254,0,279,6201,1437,7917,4,24,0,28
CED235,29,139,0,168,3973,590,4731,92,142,3,237,4516,385,5138,1989,249,30,2268,6524,657,9449,4302,159,73,4534,4184,540,9258,2083,186,28,2297,5985,500,8782,315,677,3,995,6054,457,7506,47,741,6,794,3470,404,4668,9,169,0,178,2025,363,2566,0,5,0,5,418,156,579,8866,2467,143,11476,37149,4052,52677,37,241,0,278,3711,482,4471,298,307,14,619,4021,292,4932,3472,387,102,3961,4814,504,9279,5431,261,227,5919,3199,452,9570,1882,667,47,2596,6492,472,9560,164,1838,15,2017,5410,470,7897,41,973,3,1017,3466,441,4924,18,141,0,159,2346,462,2967,3,0,0,3,770,260,1033,11346,4815,408,16569,34229,3835,54633,66,380,0,446,7684,1072,9202,390,449,17,856,8537,677,10070,5461,636,132,6229,11338,1161,18728,9733,420,300,10453,7383,992,18828,3965,853,75,4893,12477,972,18342,479,2515,18,3012,11464,927,15403,88,1714,9,1811,6936,845,9592,27,310,0,337,4371,825,5533,3,5,0,8
CED236,33,188,0,221,3819,565,4605,225,145,9,379,2640,210,3229,2068,258,62,2388,3259,457,6104,4142,200,133,4475,2733,528,7736,2231,370,73,2674,5842,616,9132,359,810,12,1181,7243,626,9050,38,490,3,531,4848,604,5983,9,133,0,142,2737,594,3473,0,8,3,11,834,206,1051,9105,2602,295,12002,33955,4406,50363,78,389,8,475,3266,413,4154,480,298,31,809,2013,139,2961,3154,384,226,3764,2276,247,6287,4841,376,381,5598,2202,322,8122,1909,942,118,2969,5968,369,9306,155,1846,5,2006,6262,457,8725,34,874,6,914,4594,596,6104,9,160,3,172,3263,817,4252,3,14,0,17,1625,454,2096,10663,5283,778,16724,31469,3814,52007,111,577,8,696,7085,978,8759,705,443,40,1188,4653,349,6190,5222,642,288,6152,5535,704,12391,8983,576,514,10073,4935,850,15858,4140,1312,191,5643,11810,985,18438,514,2656,17,3187,13505,1083,17775,72,1364,9,1445,9442,1200,12087,18,293,3,314,6000,1411,7725,3,22,3,28
CED237,20,124,3,147,3183,525,3855,69,146,0,215,5294,607,6116,1967,306,20,2293,10926,1166,14385,5005,209,121,5335,5557,741,11633,2334,172,86,2592,5735,602,8929,354,366,11,731,5069,473,6273,53,571,0,624,3245,494,4363,14,269,0,283,3157,569,4009,3,16,0,19,1112,278,1409,9819,2179,241,12239,43278,5455,60972,35,203,0,238,3040,389,3667,215,286,8,509,5042,371,5922,3262,685,109,4056,9189,835,14080,5910,493,359,6762,4504,595,11861,2115,516,136,2767,6020,521,9308,151,1187,5,1343,4902,415,6660,51,996,0,1047,3782,547,5376,16,287,0,303,4228,737,5268,3,15,0,18,1733,514,2265,11758,4668,617,17043,42440,4924,64407,55,327,3,385,6223,914,7522,284,432,8,724,10336,978,12038,5229,991,129,6349,20115,2001,28465,10915,702,480,12097,10061,1336,23494,4449,688,222,5359,11755,1123,18237,505,1553,16,2074,9971,888,12933,104,1567,0,1671,7027,1041,9739,30,556,0,586,7385,1306,9277,6,31,0,37
CED294,3,12,0,15,156,62,233,18,16,0,34,381,117,532,130,34,0,164,668,263,1095,179,22,8,209,402,286,897,64,16,0,80,369,180,629,6,18,0,24,291,87,402,4,16,0,20,178,53,251,0,4,0,4,49,21,74,0,0,0,0,15,7,22,404,138,8,550,2509,1076,4135,14,29,0,43,153,64,260,38,30,3,71,337,99,507,166,67,0,233,535,137,905,158,26,10,194,229,97,520,40,22,3,65,237,78,380,8,44,0,52,255,40,347,3,16,0,19,110,16,145,0,0,0,0,30,8,38,0,0,0,0,23,9,32,427,234,16,677,1909,548,3134,17,41,0,58,309,126,493,56,46,3,105,718,216,1039,296,101,0,397,1203,400,2000,337,48,18,403,631,383,1417,104,38,3,145,606,258,1009,14,62,0,76,546,127,749,7,32,0,39,288,69,396,0,4,0,4,79,29,112,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,8,0,0,0,0,3,0,3,3,0,0,3,6,3,12,3,0,0,3,7,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,23,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,8,0,0,0,0,3,0,3,3,0,0,3,6,3,12,3,0,0,3,7,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
CED301,70,194,3,267,4176,629,5072,443,221,13,677,3597,439,4713,3164,352,97,3613,4702,773,9088,4185,280,163,4628,3833,773,9234,1913,491,70,2474,5823,656,8953,281,800,8,1089,5819,506,7414,41,507,0,548,3812,424,4784,3,76,0,79,1822,361,2262,0,12,0,12,511,132,655,10100,2933,354,13387,34095,4693,52175,157,506,13,676,3701,506,4883,1006,420,54,1480,2830,257,4567,4581,516,322,5419,3314,503,9236,5245,415,352,6012,2945,506,9463,1577,1209,109,2895,5694,453,9042,115,1713,12,1840,5190,367,7397,16,661,0,677,3583,462,4722,5,78,0,83,2262,434,2779,4,14,0,18,952,229,1199,12706,5532,862,19100,30471,3717,53288,227,700,16,943,7877,1135,9955,1449,641,67,2157,6427,696,9280,7745,868,419,9032,8016,1276,18324,9430,695,515,10640,6778,1279,18697,3490,1700,179,5369,11517,1109,17995,396,2513,20,2929,11009,873,14811,57,1168,0,1225,7395,886,9506,8,154,0,162,4084,795,5041,4,26,0,30
CED302,24,187,0,211,4183,393,4787,129,179,8,316,4138,326,4780,2284,319,66,2669,5902,567,9138,5425,226,169,5820,3959,537,10316,2719,324,95,3138,5906,503,9547,376,784,13,1173,6032,435,7640,39,809,4,852,3522,343,4717,10,177,0,187,2188,371,2746,7,6,0,13,707,154,874,11013,3011,355,14379,36537,3629,54545,71,370,3,444,3929,337,4710,356,356,24,736,3772,236,4744,3617,500,219,4336,4787,404,9527,6574,442,470,7486,3223,387,11096,2362,800,146,3308,6275,390,9973,139,1914,16,2069,5542,350,7961,28,1235,6,1269,3568,374,5211,11,223,0,234,2970,495,3699,0,10,0,10,1569,321,1900,13158,5850,884,19892,35635,3294,58821,95,557,3,655,8112,730,9497,485,535,32,1052,7910,562,9524,5901,819,285,7005,10689,971,18665,11999,668,639,13306,7182,924,21412,5081,1124,241,6446,12181,893,19520,515,2698,29,3242,11574,785,15601,67,2044,10,2121,7090,717,9928,21,400,0,421,5158,866,6445,7,16,0,23
CED303,35,214,3,252,4481,468,5201,205,173,3,381,3577,189,4147,2389,275,89,2753,4097,351,7201,5025,226,184,5435,3183,442,9060,2588,455,74,3117,6360,453,9930,352,953,11,1316,7011,420,8747,53,706,0,759,4294,393,5446,7,109,0,116,2310,379,2805,0,5,0,5,795,171,971,10654,3116,364,14134,36108,3266,53508,71,395,7,473,4128,369,4970,488,336,29,853,3005,141,3999,3637,377,252,4266,2936,261,7463,6311,410,443,7164,2631,333,10128,2198,1104,112,3414,6964,363,10741,130,2107,9,2246,6567,385,9198,35,1039,3,1077,4189,393,5659,7,132,0,139,2790,516,3445,3,8,0,11,1434,301,1746,12880,5908,855,19643,34644,3062,57349,106,609,10,725,8609,837,10171,693,509,32,1234,6582,330,8146,6026,652,341,7019,7033,612,14664,11336,636,627,12599,5814,775,19188,4786,1559,186,6531,13324,816,20671,482,3060,20,3562,13578,805,17945,88,1745,3,1836,8483,786,11105,14,241,0,255,5100,895,6250,3,13,0,16
CED304,14,150,0,164,3107,358,3629,74,167,4,245,6483,778,7506,1587,437,35,2059,13577,1680,17316,4557,254,122,4933,6173,934,12040,2527,228,89,2844,5595,696,9135,367,428,11,806,5518,506,6830,34,469,5,508,2628,318,3454,5,122,0,127,1386,291,1804,4,10,0,14,524,117,655,9169,2265,266,11700,44991,5678,62369,26,276,0,302,3299,314,3915,154,438,11,603,7005,610,8218,2348,785,120,3253,11962,1151,16366,5340,463,381,6184,4524,611,11319,2092,484,133,2709,5527,472,8708,113,1120,7,1240,4812,395,6447,31,764,3,798,2382,286,3466,4,175,0,179,1926,311,2416,5,21,0,26,1264,274,1564,10113,4526,655,15294,42701,4424,62419,40,426,0,466,6406,672,7544,228,605,15,848,13488,1388,15724,3935,1222,155,5312,25539,2831,33682,9897,717,503,11117,10697,1545,23359,4619,712,222,5553,11122,1168,17843,480,1548,18,2046,10330,901,13277,65,1233,8,1306,5010,604,6920,9,297,0,306,3312,602,4220,9,31,0,40
CED305,53,221,3,277,4490,654,5421,377,191,9,577,3693,678,4948,3341,324,118,3783,5077,1318,10178,4929,273,170,5372,4005,1256,10633,2185,512,80,2777,6917,1254,10948,300,775,8,1083,6834,951,8868,41,395,3,439,3953,617,5009,5,78,5,88,2032,542,2662,5,7,0,12,464,191,667,11236,2776,396,14408,37465,7461,59334,144,401,6,551,3837,534,4922,898,359,48,1305,2875,316,4496,4766,484,383,5633,3387,625,9645,5685,408,398,6491,2895,586,9972,1750,1275,124,3149,6416,655,10220,103,1600,12,1715,5534,565,7814,21,603,3,627,3709,524,4860,15,104,0,119,2349,619,3087,0,7,0,7,874,429,1310,13382,5241,974,19597,31876,4853,56326,197,622,9,828,8327,1188,10343,1275,550,57,1882,6568,994,9444,8107,808,501,9416,8464,1943,19823,10614,681,568,11863,6900,1842,20605,3935,1787,204,5926,13333,1909,21168,403,2375,20,2798,12368,1516,16682,62,998,6,1066,7662,1141,9869,20,182,5,207,4381,1161,5749,5,14,0,19
CED306,54,207,3,264,4446,650,5360,305,196,15,516,4083,702,5301,3047,355,86,3488,5736,1436,10660,4986,266,175,5427,4492,1302,11221,2379,491,70,2940,7457,1232,11629,328,747,10,1085,7189,839,9113,40,424,0,464,4269,576,5309,8,90,0,98,2012,403,2513,0,4,0,4,530,133,667,11147,2780,359,14286,40214,7273,61773,112,425,7,544,3831,453,4828,745,354,44,1143,3246,355,4744,4585,508,312,5405,3775,708,9888,6090,444,400,6934,3174,651,10759,2020,1247,121,3388,6968,637,10993,100,1788,8,1896,5794,530,8220,35,667,3,705,3723,477,4905,9,110,0,119,2407,481,3007,0,12,0,12,1087,203,1302,13696,5555,895,20146,34005,4495,58646,166,632,10,808,8277,1103,10188,1050,550,59,1659,7329,1057,10045,7632,863,398,8893,9511,2144,20548,11076,710,575,12361,7666,1953,21980,4399,1738,191,6328,14425,1869,22622,428,2535,18,2981,12983,1369,17333,75,1091,3,1169,7992,1053,10214,17,200,0,217,4419,884,5520,0,16,0,16
CED307,37,246,0,283,4504,399,5186,244,181,4,429,3593,218,4240,2908,295,90,3293,4662,380,8335,5915,262,224,6401,3834,429,10664,2740,393,88,3221,5950,405,9576,339,961,11,1311,6076,300,7687,41,666,6,713,3241,275,4229,7,94,0,101,1227,223,1551,0,4,0,4,349,98,451,12231,3102,423,15756,33436,2727,51919,95,432,4,531,4156,329,5016,533,330,31,894,3020,124,4038,4217,439,291,4947,3496,302,8745,6971,428,535,7934,2922,321,11177,2347,990,124,3461,6367,330,10158,118,2137,6,2261,5454,278,7993,29,936,3,968,2858,249,4075,4,123,0,127,1486,337,1950,0,3,0,3,691,243,937,14314,5818,994,21126,30450,2513,54089,132,678,4,814,8660,728,10202,777,511,35,1323,6613,342,8278,7125,734,381,8240,8158,682,17080,12886,690,759,14335,6756,750,21841,5087,1383,212,6682,12317,735,19734,457,3098,17,3572,11530,578,15680,70,1602,9,1681,6099,524,8304,11,217,0,228,2713,560,3501,0,7,0,7
CED308,41,192,0,233,4091,515,4839,228,180,0,408,3874,383,4665,2714,296,84,3094,5449,716,9259,5118,247,178,5543,4240,709,10492,2426,372,49,2847,6078,633,9558,361,716,11,1088,6577,560,8225,56,556,3,615,4711,561,5887,3,87,6,96,2280,483,2859,0,11,0,11,675,225,911,10947,2657,331,13935,37975,4785,56695,68,330,3,401,3761,416,4578,568,306,31,905,3477,305,4687,4236,463,246,4945,4256,587,9788,6609,375,369,7353,3352,598,11303,2069,926,105,3100,6727,572,10399,137,1791,10,1938,6541,537,9016,41,828,3,872,4645,607,6124,11,94,0,105,2566,640,3311,0,9,0,9,989,433,1431,13739,5122,767,19628,36314,4695,60637,109,522,3,634,7852,931,9417,796,486,31,1313,7351,688,9352,6950,759,330,8039,9705,1303,19047,11727,622,547,12896,7592,1307,21795,4495,1298,154,5947,12805,1205,19957,498,2507,21,3026,13118,1097,17241,97,1384,6,1487,9356,1168,12011,14,181,6,201,4846,1123,6170,0,20,0,20
CED309,28,183,0,211,3643,385,4239,159,168,0,327,2736,241,3304,2056,237,65,2358,3806,389,6553,4664,233,186,5083,3164,477,8724,2527,336,99,2962,5696,480,9138,427,745,12,1184,6763,468,8415,44,576,0,620,4845,498,5963,5,115,0,120,2738,399,3257,3,4,0,7,918,200,1125,9913,2597,362,12872,34309,3537,50718,62,324,3,389,3393,314,4096,406,248,19,673,2311,136,3120,3275,350,247,3872,2933,316,7121,5916,381,444,6741,2678,355,9774,2454,886,129,3469,6507,376,10352,147,1795,13,1955,6698,383,9036,32,905,11,948,4893,469,6310,7,125,0,132,3107,552,3791,7,5,0,12,1574,289,1875,12306,5019,866,18191,34094,3190,55475,90,507,3,600,7036,699,8335,565,416,19,1000,5047,377,6424,5331,587,312,6230,6739,705,13674,10580,614,630,11824,5842,832,18498,4981,1222,228,6431,12203,856,19490,574,2540,25,3139,13461,851,17451,76,1481,11,1568,9738,967,12273,12,240,0,252,5845,951,7048,10,9,0,19
CED310,23,150,0,173,3517,438,4128,166,125,5,296,2709,242,3247,1988,206,59,2253,3531,398,6182,4213,210,168,4591,2925,553,8069,2114,370,75,2559,5045,498,8102,305,701,20,1026,6228,432,7686,51,653,0,704,5093,491,6288,16,88,0,104,3105,496,3705,3,8,0,11,868,242,1121,8879,2511,327,11717,33021,3790,48528,58,296,5,359,3307,379,4045,398,261,17,676,2433,153,3262,3134,360,202,3696,2719,277,6692,5391,330,394,6115,2396,415,8926,1960,846,129,2935,5677,391,9003,138,1733,11,1882,6326,388,8596,29,895,0,924,5355,547,6826,5,100,0,105,3354,653,4112,3,12,0,15,1376,381,1772,11116,4833,758,16707,32943,3584,53234,81,446,5,532,6824,817,8173,564,386,22,972,5142,395,6509,5122,566,261,5949,6250,675,12874,9604,540,562,10706,5321,968,16995,4074,1216,204,5494,10722,889,17105,443,2434,31,2908,12554,820,16282,80,1548,0,1628,10448,1038,13114,21,188,0,209,6459,1149,7817,6,20,0,26
CED311,42,211,0,253,4144,710,5107,371,182,15,568,3330,478,4376,3613,286,101,4000,4843,951,9794,5238,275,146,5659,4187,991,10837,2232,516,62,2810,7536,1051,11397,310,649,10,969,7717,860,9546,52,346,3,401,4556,733,5690,7,53,0,60,1803,473,2336,3,0,0,3,373,139,515,11868,2518,337,14723,38489,6386,59598,123,376,6,505,3514,515,4534,866,310,43,1219,2486,294,3999,5108,421,381,5910,3067,610,9587,6113,389,375,6877,2927,638,10442,1792,1269,93,3154,6672,681,10507,119,1382,9,1510,6030,528,8068,31,527,0,558,3668,566,4792,11,83,0,94,1643,457,2194,0,7,0,7,594,192,793,14163,4764,907,19834,30601,4481,54916,165,587,6,758,7658,1225,9641,1237,492,58,1787,5816,772,8375,8721,707,482,9910,7910,1561,19381,11351,664,521,12536,7114,1629,21279,4024,1785,155,5964,14208,1732,21904,429,2031,19,2479,13747,1388,17614,83,873,3,959,8224,1299,10482,18,136,0,154,3446,930,4530,3,7,0,10
CED312,72,265,5,342,4680,657,5679,404,229,17,650,3939,369,4958,3565,380,142,4087,5262,656,10005,5091,296,189,5576,3900,665,10141,2075,498,61,2634,5869,577,9080,319,822,11,1152,5937,462,7551,43,466,0,509,3641,418,4568,5,67,0,72,1605,284,1961,0,0,0,0,419,125,544,11574,3023,425,15022,35252,4213,54487,152,509,6,667,4030,562,5259,964,435,68,1467,3260,291,5018,5275,584,376,6235,3837,543,10615,6229,464,427,7120,3168,533,10821,1762,1242,109,3113,6090,473,9676,141,1847,14,2002,5428,416,7846,18,640,3,661,3350,462,4473,3,85,0,88,1853,449,2390,3,6,0,9,740,221,970,14547,5812,1003,21362,31756,3950,57068,224,774,11,1009,8710,1219,10938,1368,664,85,2117,7199,660,9976,8840,964,518,10322,9099,1199,20620,11320,760,616,12696,7068,1198,20962,3837,1740,170,5747,11959,1050,18756,460,2669,25,3154,11365,878,15397,61,1106,3,1170,6991,880,9041,8,152,0,160,3458,733,4351,3,6,0,9
CED313,23,159,3,185,3288,399,3872,83,179,0,262,5741,613,6616,1859,454,35,2348,11796,1284,15428,5108,285,148,5541,5673,830,12044,2436,242,87,2765,5348,632,8745,320,446,13,779,5128,485,6392,33,461,3,497,2524,347,3368,13,103,0,116,1580,315,2011,0,7,0,7,565,167,739,9875,2336,289,12500,41643,5072,59215,30,299,0,329,3133,285,3747,198,401,5,604,5819,402,6825,2941,828,143,3912,10483,885,15280,5784,512,415,6711,4340,566,11617,2040,573,146,2759,5601,465,8825,104,1192,10,1306,4734,387,6427,38,748,0,786,2484,330,3600,11,164,0,175,2194,427,2796,0,10,0,10,1182,380,1572,11146,4727,719,16592,39970,4127,60689,53,458,3,514,6421,684,7619,281,580,5,866,11560,1015,13441,4800,1282,178,6260,22279,2169,30708,10892,797,563,12252,10013,1396,23661,4476,815,233,5524,10949,1097,17570,424,1638,23,2085,9862,872,12819,71,1209,3,1283,5008,677,6968,24,267,0,291,3774,742,4807,0,17,0,17
CED314,43,247,3,293,4419,534,5246,361,225,17,603,3539,303,4445,2916,272,92,3280,4444,575,8299,4463,234,179,4876,3281,540,8697,2111,426,74,2611,5717,516,8844,293,729,13,1035,6161,460,7656,44,528,4,576,4208,509,5293,4,108,0,112,2403,483,2998,0,9,0,9,668,256,933,10235,2778,382,13395,34840,4176,52411,126,496,6,628,4059,492,5179,842,379,52,1273,2966,236,4475,4178,431,318,4927,3122,391,8440,5560,442,383,6385,2682,404,9471,1816,1115,118,3049,6077,421,9547,125,1761,11,1897,5886,426,8209,24,880,3,907,4424,505,5836,10,149,0,159,3099,720,3978,3,9,0,12,1296,530,1838,12684,5662,891,19237,33611,4125,56973,169,743,9,921,8478,1026,10425,1203,604,69,1876,6505,539,8920,7094,703,410,8207,7566,966,16739,10023,676,562,11261,5963,944,18168,3927,1541,192,5660,11794,937,18391,418,2490,24,2932,12047,886,15865,68,1408,7,1483,8632,1014,11129,14,257,0,271,5502,1203,6976,3,18,0,21
CED315,56,258,7,321,4964,708,5993,361,243,8,612,5161,603,6376,3169,405,109,3683,6561,1042,11286,4647,318,174,5139,4495,906,10540,1993,501,63,2557,6340,855,9752,262,741,5,1008,5932,683,7623,48,408,0,456,3210,440,4106,6,77,0,83,1563,333,1979,0,3,0,3,420,113,536,10542,2954,366,13862,38646,5683,58191,143,478,8,629,4574,545,5748,867,513,49,1429,4549,453,6431,4886,634,337,5857,4917,775,11549,5803,527,350,6680,3473,682,10835,1732,1203,102,3037,6176,591,9804,105,1645,13,1763,5003,454,7220,28,605,3,636,3104,434,4174,7,109,0,116,1969,432,2517,7,5,0,12,869,192,1073,13578,5719,862,20159,34634,4558,59351,199,736,15,950,9538,1253,11741,1228,756,57,2041,9710,1056,12807,8055,1039,446,9540,11478,1817,22835,10450,845,524,11819,7968,1588,21375,3725,1704,165,5594,12516,1446,19556,367,2386,18,2771,10935,1137,14843,76,1013,3,1092,6314,874,8280,13,186,0,199,3532,765,4496,7,8,0,15
CED316,44,203,0,247,3593,484,4324,292,155,13,460,2251,263,2974,2094,229,69,2392,3025,425,5842,3554,217,138,3909,2913,531,7353,1821,350,69,2240,5617,542,8399,282,658,10,950,7545,603,9098,68,454,5,527,7048,732,8307,18,95,0,113,3552,745,4410,0,3,0,3,920,286,1209,8173,2364,304,10841,36464,4611,51916,140,376,0,516,3242,404,4162,745,258,40,1043,1918,195,3156,3550,292,237,4079,2213,322,6614,4871,330,313,5514,2603,415,8532,1734,952,100,2786,6262,458,9506,102,1421,15,1538,7870,526,9934,28,660,0,688,6773,873,8334,5,99,0,104,3652,910,4666,0,7,0,7,1363,462,1832,11175,4395,705,16275,35896,4565,56736,184,579,0,763,6835,888,8486,1037,413,53,1503,4169,458,6130,5644,521,306,6471,5238,747,12456,8425,547,451,9423,5516,946,15885,3555,1302,169,5026,11879,1000,17905,384,2079,25,2488,15415,1129,19032,96,1114,5,1215,13821,1605,16641,23,194,0,217,7204,1655,9076,0,10,0,10
