region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED301,51312,52009,103321,2189,2389,4578,521,509,1030,206,177,383,7682,8133,15815,77,77,154,72,52,124,19,14,33,87,70,157,45,42,87,0,0,0,8709,9074,17783,433,470,903,177,166,343,11508,12099,23607,4001,3036,7037,66821,67144,133965
CED302,54290,57762,112052,1308,1425,2733,407,409,816,193,191,384,7134,7405,14539,51,62,113,65,81,146,42,37,79,40,43,83,41,52,93,0,0,0,7973,8280,16253,1185,1250,2435,148,157,305,10614,11112,21726,3006,2528,5534,67910,71402,139312
CED303,54472,56976,111448,2056,2195,4251,388,418,806,168,186,354,6543,6951,13494,47,60,107,87,82,169,42,36,78,21,19,40,25,32,57,0,0,0,7321,7784,15105,681,698,1379,145,132,277,10203,10809,21012,2379,2220,4599,67054,70005,137059
CED304,49120,49865,98985,1678,1684,3362,805,759,1564,372,371,743,10873,11304,22177,106,109,215,183,175,358,39,55,94,72,65,137,107,107,214,3,0,3,12560,12945,25505,2920,2932,5852,139,119,258,17297,17680,34977,5361,4045,9406,71778,71590,143368
CED305,54999,53699,108698,2899,2942,5841,461,413,874,216,181,397,8232,8242,16474,81,88,169,190,150,340,58,49,107,143,114,257,20,18,38,4,0,4,9405,9255,18660,562,496,1058,241,157,398,13107,12850,25957,6683,3969,10652,74789,70518,145307
CED306,56807,55540,112347,2749,2945,5694,724,694,1418,346,379,725,7697,7765,15462,145,138,283,199,198,397,83,74,157,124,107,231,24,28,52,0,0,0,9342,9383,18725,998,915,1913,192,172,364,13281,13415,26696,6579,3852,10431,76667,72807,149474
CED307,55505,56727,112232,1473,1545,3018,322,361,683,165,174,339,6235,6446,12681,62,48,110,92,80,172,49,43,92,48,57,105,55,52,107,0,0,0,7028,7261,14289,571,579,1150,106,113,219,9178,9498,18676,2104,1806,3910,66787,68031,134818
CED308,52907,55369,108276,2216,2426,4642,942,1034,1976,335,357,692,7995,8752,16747,114,121,235,131,129,260,71,73,144,40,38,78,55,68,123,0,0,0,9683,10572,20255,1306,1417,2723,163,159,322,13368,14574,27942,4095,3728,7823,70370,73671,144041
CED309,49513,52829,102342,2369,2662,5031,493,537,1030,318,354,672,6523,7321,13844,79,79,158,104,114,218,61,69,130,65,57,122,35,43,78,0,0,0,7678,8574,16252,667,751,1418,190,184,374,10904,12171,23075,2751,2342,5093,63168,67342,130510
CED310,46067,49190,95257,2107,2356,4463,464,474,938,234,240,474,6934,7828,14762,64,65,129,97,93,190,49,54,103,60,76,136,40,34,74,0,0,0,7942,8864,16806,674,761,1435,144,121,265,10867,12102,22969,2938,2684,5622,59872,63976,123848
CED311,56487,53222,109709,3711,3707,7418,554,480,1034,241,225,466,7593,7313,14906,102,105,207,244,197,441,45,39,84,166,144,310,21,22,43,3,3,6,8969,8528,17497,702,586,1288,228,157,385,13610,12978,26588,5655,3942,9597,75752,70142,145894
CED312,55017,56518,111535,1925,2040,3965,524,564,1088,217,211,428,7715,8330,16045,65,70,135,85,97,182,48,62,110,35,41,76,37,48,85,3,0,3,8729,9423,18152,852,904,1756,217,194,411,11723,12561,24284,3567,3279,6846,70307,72358,142665
CED313,50145,51550,101695,1365,1496,2861,653,614,1267,312,338,650,10166,10391,20557,117,116,233,146,150,296,37,45,82,69,45,114,81,67,148,6,6,12,11587,11772,23359,2214,2393,4607,153,120,273,15319,15781,31100,4535,3446,7981,69999,70777,140776
CED314,51819,55228,107047,2072,2237,4309,512,490,1002,156,138,294,8049,8713,16762,61,62,123,80,67,147,25,28,53,70,87,157,48,46,94,0,0,0,9001,9631,18632,532,560,1092,145,158,303,11750,12586,24336,3231,3014,6245,66800,70828,137628
CED315,53411,54080,107491,1957,2209,4166,776,718,1494,452,430,882,9751,10434,20185,128,135,263,169,173,342,59,65,124,234,243,477,106,89,195,0,0,0,11675,12287,23962,754,737,1491,231,181,412,14617,15414,30031,5201,4216,9417,73229,73710,146939
CED316,50113,53088,103201,2163,2498,4661,504,488,992,264,261,525,7340,8248,15588,58,83,141,123,130,253,48,58,106,102,99,201,16,28,44,3,0,3,8458,9395,17853,446,487,933,174,168,342,11241,12548,23789,3226,3005,6231,64580,68641,133221
CED317,60306,57911,118217,4222,4323,8545,429,367,796,190,164,354,5697,5878,11575,85,91,176,174,137,311,42,33,75,222,215,437,23,24,47,3,3,6,6865,6912,13777,543,490,1033,244,180,424,11874,11905,23779,6470,4544,11014,78650,74360,153010
CED318,57981,58423,116404,2866,3197,6063,632,673,1305,558,587,1145,8608,9329,17937,234,232,466,295,283,578,66,75,141,296,292,588,59,72,131,3,0,3,10751,11543,22294,1160,1255,2415,234,186,420,15011,16181,31192,6853,5440,12293,79845,80044,159889
CED319,55408,58870,114278,1258,1314,2572,408,427,835,189,189,378,7987,8336,16323,61,68,129,92,73,165,41,30,71,65,71,136,64,61,125,3,3,6,8910,9258,18168,1018,1054,2072,143,125,268,11329,11751,23080,3276,3094,6370,70013,73715,143728
CED320,53237,54975,108212,2517,2954,5471,427,451,878,211,226,437,7244,7990,15234,58,47,105,79,92,171,43,37,80,55,46,101,24,30,54,0,0,0,8141,8919,17060,530,558,1088,196,200,396,11384,12631,24015,4291,3393,7684,68912,70999,139911
CED321,57259,56580,113839,4774,5115,9889,595,644,1239,109,109,218,5293,5707,11000,65,66,131,133,96,229,24,21,45,70,75,145,8,11,19,0,0,0,6297,6729,13026,388,364,752,147,129,276,11606,12337,23943,4468,3610,8078,73333,72527,145860
CED322,51144,54811,105955,2043,2305,4348,1363,1521,2884,344,400,744,6613,7463,14076,69,78,147,135,126,261,48,53,101,59,53,112,53,67,120,0,0,0,8684,9761,18445,1097,1208,2305,160,139,299,11984,13413,25397,4026,3948,7974,67154,72172,139326
CED323,50642,52990,103632,2526,2716,5242,1059,1210,2269,412,470,882,8096,8490,16586,108,124,232,111,123,234,88,104,192,44,38,82,66,52,118,0,0,0,9984,10611,20595,1756,1914,3670,203,171,374,14469,15412,29881,6617,6027,12644,71728,74429,146157
CED324,54867,56902,111769,1524,1541,3065,394,402,796,202,182,384,8026,7940,15966,74,76,150,85,87,172,26,25,51,40,47,87,59,52,111,9,3,12,8915,8814,17729,1941,2196,4137,144,127,271,12524,12678,25202,3791,3256,7047,71182,72836,144018
CED325,54478,56530,111008,2168,2273,4441,388,435,823,190,174,364,7268,7465,14733,62,83,145,89,83,172,19,35,54,53,60,113,30,43,73,3,0,3,8102,8378,16480,1021,1094,2115,143,113,256,11434,11858,23292,4954,2999,7953,70866,71387,142253
CED326,51012,55072,106084,2360,2527,4887,559,571,1130,265,254,519,7566,8362,15928,77,73,150,102,115,217,47,40,87,59,55,114,61,59,120,3,0,3,8739,9529,18268,930,988,1918,189,201,390,12218,13245,25463,3147,2961,6108,66377,71278,137655
CED327,64189,65877,130066,1962,2090,4052,364,382,746,187,173,360,8716,9170,17886,61,85,146,85,84,169,31,31,62,43,51,94,23,22,45,14,3,17,9524,10001,19525,1404,1439,2843,233,154,387,13123,13684,26807,4337,3921,8258,81649,83482,165131
CED328,55174,57819,112993,2014,2105,4119,604,507,1111,350,358,708,8309,8489,16798,105,95,200,131,112,243,40,33,73,110,93,203,104,97,201,0,0,0,9753,9784,19537,2123,2308,4431,127,112,239,14017,14309,28326,2693,2475,5168,71884,74603,146487
CED329,52547,54129,106676,2881,3222,6103,398,471,869,256,257,513,5425,5942,11367,74,73,147,125,102,227,38,32,70,70,68,138,21,30,51,0,0,0,6407,6975,13382,381,420,801,152,121,273,9821,10738,20559,3915,3144,7059,66283,68011,134294
CED330,55244,55480,110724,2387,2598,4985,369,373,742,157,163,320,5357,5646,11003,43,53,96,50,65,115,29,33,62,42,50,92,33,29,62,3,0,3,6083,6412,12495,517,533,1050,177,144,321,9164,9687,18851,3389,2866,6255,67797,68033,135830
CED394,1477,904,2381,600,427,1027,357,310,667,212,216,428,2099,1889,3988,90,74,164,150,137,287,34,37,71,71,61,132,28,14,42,10,0,10,3051,2738,5789,562,543,1105,88,58,146,4301,3766,8067,1308,678,1986,7086,5348,12434
CED397,175,138,313,0,0,0,3,0,3,4,3,7,32,8,40,3,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,42,17,59,6,11,17,0,0,0,48,28,76,54,29,83,277,195,472
CED401,55330,57975,113305,1907,1973,3880,395,336,731,384,385,769,270,236,506,7915,8085,16000,136,116,252,43,25,68,145,117,262,55,61,116,20,0,20,9363,9361,18724,2106,2264,4370,158,106,264,13534,13704,27238,4497,3363,7860,73361,75042,148403
CED402,61037,61093,122130,3871,4120,7991,178,178,356,390,394,784,214,176,390,3581,3639,7220,116,109,225,35,30,65,101,98,199,12,6,18,6,0,6,4633,4630,9263,437,401,838,117,86,203,9058,9237,18295,3619,2593,6212,73714,72923,146637
CED403,53337,57555,110892,1063,1269,2332,195,237,432,205,208,413,128,165,293,5400,5999,11399,75,60,135,26,34,60,90,106,196,33,31,64,0,0,0,6152,6840,12992,959,1035,1994,110,91,201,8284,9235,17519,2133,2247,4380,63754,69037,132791
CED404,58831,57297,116128,4363,4653,9016,207,203,410,197,177,374,298,247,545,3739,3669,7408,252,225,477,42,34,76,219,213,432,8,7,15,0,0,0,4962,4775,9737,262,282,544,115,74,189,9702,9784,19486,4365,3126,7491,72898,70207,143105
CED405,53863,57867,111730,1449,1521,2970,224,235,459,248,245,493,173,188,361,5994,6290,12284,74,94,168,29,32,61,67,79,146,33,26,59,3,0,3,6845,7189,14034,1022,1085,2107,108,100,208,9424,9895,19319,2727,2479,5206,66014,70241,136255
CED406,60445,62387,122832,1755,1971,3726,151,166,317,145,152,297,178,206,384,6208,6708,12916,56,55,111,22,29,51,84,87,171,21,16,37,3,0,3,6868,7419,14287,436,471,907,136,104,240,9195,9965,19160,2682,2463,5145,72322,74815,147137
CED407,55569,57838,113407,891,910,1801,90,92,182,106,117,223,117,100,217,4672,5047,9719,43,41,84,7,12,19,50,53,103,14,19,33,0,0,0,5099,5481,10580,442,462,904,72,66,138,6504,6919,13423,2666,2035,4701,64739,66792,131531
CED408,57524,59550,117074,2345,2651,4996,175,191,366,188,209,397,199,180,379,4495,4794,9289,79,87,166,37,55,92,106,117,223,15,15,30,3,3,6,5297,5651,10948,311,363,674,75,82,157,8028,8747,16775,2309,2046,4355,67861,70343,138204
CED409,63860,65846,129706,1875,1870,3745,238,214,452,215,206,421,182,170,352,6713,6904,13617,110,94,204,24,22,46,189,112,301,22,26,48,0,0,0,7693,7748,15441,977,1043,2020,160,123,283,10705,10784,21489,3639,3274,6913,78204,79904,158108
CED410,55820,60546,116366,1147,1319,2466,183,196,379,185,182,367,151,170,321,5579,6176,11755,76,69,145,9,10,19,71,64,135,23,23,46,3,0,3,6280,6890,13170,1050,1159,2209,68,86,154,8545,9454,17999,2252,2178,4430,66617,72178,138795
CED411,62074,62746,124820,2147,2264,4411,233,187,420,198,182,380,228,229,457,7003,7720,14723,125,95,220,29,30,59,271,195,466,35,26,61,3,3,6,8125,8667,16792,392,403,795,188,179,367,10852,11513,22365,3506,3218,6724,76432,77477,153909
CED494,367,223,590,140,73,213,39,33,72,57,52,109,79,80,159,577,483,1060,32,38,70,8,3,11,19,11,30,12,11,23,0,0,0,823,711,1534,86,96,182,16,17,33,1065,897,1962,330,155,485,1762,1275,3037
CED497,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
CED501,57047,58413,115460,2594,2823,5417,331,308,639,343,283,626,367,386,753,94,99,193,8493,9060,17553,71,74,145,103,87,190,49,41,90,0,4,4,9851,10342,20193,1239,1236,2475,147,135,282,13831,14536,28367,5588,3955,9543,76466,76904,153370
CED502,55133,55918,111051,2311,2474,4785,190,205,395,157,165,322,253,278,531,85,59,144,8453,9071,17524,56,47,103,74,79,153,3,7,10,0,0,0,9271,9911,19182,776,834,1610,149,150,299,12507,13369,25876,4915,3711,8626,72555,72998,145553
CED503,57913,59441,117354,1423,1451,2874,123,109,232,127,115,242,133,151,284,37,37,74,5647,6033,11680,31,22,53,33,36,69,27,15,42,3,0,3,6161,6518,12679,1033,1036,2069,87,78,165,8704,9083,17787,2828,2505,5333,69445,71029,140474
CED504,50583,53539,104122,1969,2012,3981,362,323,685,364,410,774,282,281,563,89,105,194,6151,6512,12663,34,32,66,56,53,109,52,46,98,3,3,6,7393,7765,15158,2671,2779,5450,83,81,164,12116,12637,24753,4449,3731,8180,67148,69907,137055
CED505,62373,54538,116911,5042,5100,10142,741,477,1218,646,459,1105,1153,729,1882,332,200,532,10097,7617,17714,137,93,230,354,311,665,20,21,41,12,14,26,13492,9921,23413,1434,931,2365,236,171,407,20204,16123,36327,14281,7115,21396,96858,77776,174634
CED506,52835,53832,106667,3913,4144,8057,205,168,373,142,137,279,290,253,543,78,82,160,5773,6016,11789,74,55,129,70,75,145,21,19,40,0,0,0,6653,6805,13458,818,764,1582,119,116,235,11503,11829,23332,4357,3300,7657,68695,68961,137656
CED507,55582,58155,113737,1412,1486,2898,252,239,491,224,231,455,244,221,465,76,66,142,6982,7292,14274,55,42,97,65,68,133,26,20,46,0,8,8,7924,8187,16111,1448,1423,2871,113,101,214,10897,11197,22094,3589,3020,6609,70068,72372,142440
CED508,58738,59767,118505,1698,1697,3395,140,106,246,144,131,275,194,169,363,78,67,145,6514,6708,13222,21,22,43,35,44,79,10,14,24,4,7,11,7140,7268,14408,972,1087,2059,157,109,266,9967,10161,20128,4594,3994,8588,73299,73922,147221
CED509,57301,58687,115988,1476,1612,3088,207,212,419,157,172,329,222,228,450,61,56,117,6138,6446,12584,31,45,76,38,40,78,19,17,36,3,7,10,6876,7223,14099,1794,1865,3659,92,85,177,10238,10785,21023,3150,2504,5654,70689,71976,142665
CED510,57770,56153,113923,3816,4004,7820,306,243,549,290,225,515,331,312,643,152,129,281,6336,6006,12342,113,122,235,97,80,177,10,4,14,0,0,0,7635,7121,14756,860,791,1651,135,116,251,12446,12032,24478,6015,3987,10002,76231,72172,148403
CED511,59167,60452,119619,2702,2911,5613,199,188,387,115,124,239,197,185,382,83,63,146,6453,6829,13282,39,34,73,52,65,117,13,4,17,0,0,0,7151,7492,14643,842,892,1734,119,103,222,10814,11398,22212,5910,4170,10080,75891,76020,151911
CED512,54012,54242,108254,2030,2019,4049,337,297,634,319,268,587,317,273,590,111,89,200,7153,7157,14310,43,34,77,49,42,91,30,38,68,6,3,9,8365,8201,16566,2359,2244,4603,128,105,233,12882,12569,25451,5392,4132,9524,72286,70943,143229
CED513,53031,56238,109269,1475,1465,2940,229,187,416,216,212,428,229,209,438,91,95,186,6923,7048,13971,28,24,52,52,44,96,23,21,44,13,5,18,7804,7845,15649,1615,1597,3212,120,97,217,11014,11004,22018,4687,4001,8688,68732,71243,139975
CED514,56911,57674,114585,2383,2359,4742,308,328,636,400,309,709,320,326,646,118,110,228,9051,8509,17560,35,45,80,94,84,178,26,23,49,23,3,26,10375,9737,20112,3033,3048,6081,168,165,333,15959,15309,31268,6190,4902,11092,79060,77885,156945
CED515,56113,59529,115642,1463,1514,2977,211,199,410,163,178,341,181,195,376,71,67,138,5505,5699,11204,33,36,69,35,35,70,35,24,59,6,8,14,6240,6441,12681,1764,1804,3568,63,71,134,9530,9830,19360,3388,2174,5562,69031,71533,140564
CED594,771,446,1217,294,182,476,183,142,325,138,116,254,223,206,429,53,50,103,1067,903,1970,28,34,62,63,57,120,10,10,20,5,4,9,1770,1522,3292,463,360,823,32,27,59,2559,2091,4650,927,454,1381,4257,2991,7248
CED597,253,17,270,0,0,0,3,0,3,3,0,3,3,5,8,3,0,3,39,5,44,0,0,0,0,0,0,0,0,0,0,0,0,51,10,61,12,0,12,0,0,0,63,10,73,66,6,72,382,33,415
CED601,39044,41353,80397,1235,1440,2675,212,203,415,260,266,526,291,306,597,69,57,126,109,118,227,3957,4482,8439,43,35,78,20,16,36,0,0,0,4961,5483,10444,435,390,825,79,82,161,6710,7395,14105,1812,1707,3519,47566,50455,98021
CED602,39279,41098,80377,1681,1914,3595,195,188,383,246,257,503,275,302,577,75,82,157,140,169,309,3101,3475,6576,43,52,95,4,5,9,0,0,0,4079,4530,8609,153,163,316,78,62,140,5991,6669,12660,2026,1894,3920,47296,49661,96957
CED603,37367,40278,77645,1137,1181,2318,223,243,466,305,335,640,229,272,501,68,58,126,101,114,215,4920,5196,10116,41,44,85,31,41,72,3,0,3,5921,6303,12224,625,697,1322,74,51,125,7757,8232,15989,2189,1949,4138,47313,50459,97772
CED604,39062,41219,80281,1394,1462,2856,190,223,413,211,213,424,268,285,553,81,69,150,145,146,291,3347,3682,7029,44,38,82,21,32,53,5,0,5,4312,4688,9000,307,293,600,54,52,106,6067,6495,12562,2065,1609,3674,47194,49323,96517
CED605,41674,41334,83008,1854,2029,3883,197,209,406,225,208,433,320,356,676,86,76,162,132,149,281,2641,2849,5490,45,53,98,19,25,44,0,0,0,3665,3925,7590,111,123,234,71,66,137,5701,6143,11844,2148,1961,4109,49523,49438,98961
CED694,115,81,196,44,26,70,17,17,34,12,19,31,30,28,58,7,6,13,13,14,27,197,169,366,0,4,4,6,0,6,0,0,0,282,257,539,28,37,65,9,4,13,363,324,687,130,49,179,608,454,1062
CED697,43,22,65,0,0,0,3,0,3,8,7,15,0,0,0,0,0,0,0,0,0,10,5,15,3,0,3,0,0,0,0,0,0,24,12,36,3,0,3,0,0,0,27,12,39,9,0,9,79,34,113
CED701,41227,40067,81294,1644,1626,3270,596,558,1154,418,419,837,938,865,1803,321,319,640,369,375,744,59,64,123,3105,3245,6350,50,53,103,5,8,13,5861,5906,11767,613,631,1244,159,137,296,8277,8300,16577,6060,3849,9909,55564,52216,107780
CED702,34607,33152,67759,989,936,1925,849,707,1556,731,684,1415,949,890,1839,403,463,866,376,395,771,57,75,132,5610,5544,11154,149,131,280,10,10,20,9134,8899,18033,975,1039,2014,141,122,263,11239,10996,22235,7014,4498,11512,52860,48646,101506
CED794,207,139,346,105,71,176,70,59,129,71,57,128,97,112,209,33,38,71,64,71,135,10,10,20,122,100,222,5,6,11,3,0,3,475,453,928,58,70,128,13,10,23,651,604,1255,158,105,263,1016,848,1864
CED797,55,13,68,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,17,0,17,3,0,3,0,0,0,20,0,20,16,3,19,91,16,107
CED801,66913,69875,136788,971,1083,2054,1840,1918,3758,418,435,853,477,522,999,151,136,287,139,147,286,47,53,100,84,72,156,6169,6371,12540,4,0,4,9329,9654,18983,1265,1392,2657,93,108,201,11658,12237,23895,3296,2494,5790,81867,84606,166473
CED802,69053,70900,139953,1340,1317,2657,2923,2968,5891,783,781,1564,880,828,1708,237,234,471,218,189,407,98,89,187,157,158,315,9439,9481,18920,19,11,30,14754,14739,29493,2297,2455,4752,138,117,255,18529,18628,37157,4692,3958,8650,92274,93486,185760
CED894,68,46,114,20,17,37,23,38,61,13,15,28,15,16,31,3,4,7,0,7,7,3,3,6,6,0,6,91,101,192,0,0,0,154,184,338,36,32,68,3,0,3,213,233,446,46,22,68,327,301,628
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
CED994,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,0,3,0,6,6,0,0,0,3,0,3,0,3,3,0,0,0,6,15,21,0,0,0,0,0,0,6,15,21,0,0,0,6,15,21
CED997,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
