region_id,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_Tot_M_EO,C10_12F_O_E_Tot_M_O_EVWW,C10_12F_O_E_Tot_M_O_ENWNA,C10_12F_O_E_Tot_M_O_PENS,C10_12F_O_E_Tot_M_O_E_T,C10_12F_O_E_Tot_M_LPENS,C10_12F_O_E_Tot_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_TM_EO,C13_14F_O_E_TM_O_EVWW,C13_14F_O_E_TM_O_ENWNA,C13_14F_O_E_TM_O_PENS,C13_14F_O_E_TM_O_E_T,C13_14F_O_E_TM_LPENS,C13_14F_O_E_TM_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED323,4089,130,3,3,136,0,4225,298,634,32,3,669,3,970,3,114,43,0,157,3,163,6,3,0,3,6,0,12,307,751,75,6,832,6,1145,3,3,3,0,6,0,9,4399,884,81,9,974,6,5379,3604,121,0,3,124,0,3728,233,498,26,3,527,3,763,3,60,44,3,107,0,110,3,3,0,3,6,0,9,239,561,70,9,640,3,882,0,3,0,0,3,3,6,3843,685,70,12,767,6,4616,2123,58,3,0,61,3,2187,118,272,10,3,285,3,406,0,35,33,0,68,3,71,3,0,0,3,3,3,9,121,307,43,6,356,9,486,0,3,0,0,3,3,6,2244,368,46,6,420,15,2679,1472,38,3,0,41,0,1513,62,167,4,3,174,3,239,3,24,17,3,44,0,47,3,0,0,3,3,3,9,68,191,21,9,221,6,295,3,0,3,0,3,0,6,1543,229,27,9,265,6,1814,1873,36,0,3
CED324,4430,220,3,4,227,0,4657,357,1955,90,3,2048,3,2408,9,312,203,0,515,3,527,5,3,0,11,14,0,19,371,2270,293,14,2577,6,2954,3,3,0,3,6,6,15,4804,2493,296,21,2810,12,7626,3829,141,0,3,144,3,3976,242,1513,97,0,1610,0,1852,3,277,229,3,509,0,512,0,3,3,3,9,0,9,245,1793,329,6,2128,0,2373,3,8,3,3,14,5,22,4077,1942,332,12,2286,8,6371,2111,55,3,0,58,3,2172,115,878,58,0,936,0,1051,3,150,173,0,323,0,326,3,3,3,3,9,0,12,121,1031,234,3,1268,0,1389,3,3,0,3,6,3,12,2235,1089,237,6,1332,6,3573,1335,33,3,3,39,0,1374,57,523,39,0,562,3,622,3,94,123,3,220,3,226,3,3,3,3,9,0,12,63,620,165,6,791,6,860,0,3,3,3,9,0,9,1398,656,171,12,839,6,2243,1820,45,3,0
CED325,5867,267,3,7,277,0,6144,427,1799,95,3,1897,3,2327,9,328,245,0,573,3,585,8,3,0,16,19,0,27,444,2130,340,19,2489,6,2939,3,3,3,0,6,3,12,6314,2400,346,26,2772,9,9095,4937,196,3,0,199,0,5136,273,1673,113,3,1789,3,2065,3,308,286,0,594,0,597,15,3,3,7,13,3,31,291,1984,402,10,2396,6,2693,0,3,3,0,6,3,9,5228,2183,408,10,2601,9,7838,2827,75,3,3,81,3,2911,140,939,80,3,1022,3,1165,3,196,207,0,403,3,409,6,3,3,3,9,3,18,149,1138,290,6,1434,9,1592,3,3,0,0,3,3,9,2979,1216,293,9,1518,15,4512,1815,49,3,3,55,0,1870,71,589,55,0,644,0,715,3,126,133,3,262,0,265,3,3,3,3,9,3,15,77,718,191,6,915,3,995,0,3,3,0,6,3,9,1892,770,197,9,976,6,2874,2204,44,3,3
CED326,6169,180,3,3,186,3,6358,261,718,16,0,734,3,998,5,28,13,3,44,0,49,6,3,0,8,11,0,17,272,749,29,11,789,3,1064,3,3,0,0,3,3,9,6444,932,32,14,978,9,7431,5337,111,3,6,120,3,5460,191,636,20,0,656,0,847,3,27,21,0,48,0,51,4,3,0,3,6,0,10,198,666,41,3,710,0,908,3,3,0,0,3,0,6,5538,780,44,9,833,3,6374,3048,61,3,3,67,0,3115,101,382,17,0,399,0,500,3,19,9,3,31,0,34,3,0,0,3,3,0,6,107,401,26,6,433,0,540,3,0,3,0,3,3,9,3158,462,32,9,503,3,3664,1917,20,0,3,23,0,1940,61,249,10,3,262,0,323,3,12,5,0,17,0,20,3,3,3,3,9,0,12,67,264,18,6,288,0,355,3,0,0,0,0,3,6,1987,284,18,9,311,3,2301,2403,37,0,3
CED327,6774,327,3,4,334,0,7108,378,2183,127,3,2313,3,2694,5,275,212,0,487,0,492,9,3,0,36,39,0,48,392,2461,339,39,2839,3,3234,3,3,3,0,6,3,12,7169,2791,345,43,3179,6,10354,5723,233,3,11,247,0,5970,276,1814,98,3,1915,3,2194,3,221,223,0,444,0,447,10,3,0,30,33,0,43,289,2038,321,33,2392,3,2684,3,5,0,3,8,8,19,6015,2276,324,47,2647,11,8673,3251,106,3,3,112,0,3363,143,1051,65,3,1119,0,1262,3,123,167,3,293,3,299,11,0,0,21,21,0,32,157,1174,232,27,1433,3,1593,0,3,0,0,3,3,6,3408,1283,235,30,1548,6,4962,2125,75,3,3,81,0,2206,119,680,57,3,740,0,859,3,85,129,0,214,0,217,3,0,0,7,7,3,13,125,765,186,10,961,3,1089,3,3,0,0,3,3,9,2253,843,189,13,1045,6,3304,2587,57,3,3
CED328,5822,144,0,4,148,0,5970,309,805,26,3,834,0,1143,3,66,17,3,86,0,89,3,3,0,3,6,0,9,315,874,43,9,926,0,1241,0,3,3,0,6,3,9,6137,1021,46,13,1080,3,7220,6149,129,3,3,135,3,6287,227,734,37,0,771,0,998,3,49,19,0,68,0,71,7,0,0,3,3,0,10,237,783,56,3,842,0,1079,3,0,0,3,3,3,9,6389,912,59,9,980,6,7375,3496,52,3,3,58,3,3557,126,373,11,0,384,0,510,3,28,15,0,43,0,46,4,0,0,3,3,0,7,133,401,26,3,430,0,563,0,3,0,0,3,0,3,3629,456,29,6,491,3,4123,2241,35,0,0,35,3,2279,75,235,4,0,239,0,314,3,13,14,0,27,0,30,3,0,0,0,0,3,6,81,248,18,0,266,3,350,0,3,3,3,9,3,12,2322,286,21,3,310,9,2641,3092,47,0,3
CED329,5116,60,3,3,66,0,5182,121,123,0,0,123,0,244,3,0,3,3,6,0,9,6,0,0,10,10,0,16,130,123,3,13,139,0,269,0,3,0,0,3,3,6,5246,186,6,16,208,3,5457,5441,55,3,3,61,0,5502,111,123,3,3,129,3,243,0,5,3,0,8,0,8,4,3,3,8,14,3,21,115,131,9,11,151,6,272,3,0,0,0,0,0,3,5559,186,12,14,212,6,5777,3321,27,3,3,33,0,3354,56,71,3,0,74,0,130,3,3,3,0,6,0,9,3,3,0,3,6,0,9,62,77,6,3,86,0,148,3,0,0,3,3,3,9,3386,104,9,9,122,3,3511,2320,16,0,3,19,3,2342,31,45,0,3,48,3,82,0,3,0,3,6,0,6,3,3,3,3,9,0,12,34,51,3,9,63,3,100,3,3,0,0,3,0,6,2357,70,3,12,85,6,2448,2532,10,3,3
CED330,6563,82,0,3,85,3,6651,193,217,7,3,227,0,420,3,26,11,3,40,0,43,13,3,0,11,14,3,30,209,246,18,17,281,3,493,3,3,0,0,3,3,9,6775,331,18,20,369,9,7153,7389,88,3,0,91,3,7483,176,233,4,3,240,0,416,0,30,27,0,57,0,57,13,3,0,8,11,0,24,189,266,31,11,308,0,497,3,0,0,3,3,3,9,7581,354,34,14,402,6,7989,4476,40,3,3,46,3,4525,91,159,3,0,162,0,253,3,15,13,3,31,0,34,4,3,3,5,11,3,18,98,177,19,8,204,3,305,3,3,3,0,6,0,9,4577,220,25,11,256,6,4839,3108,27,3,3,33,0,3141,53,105,3,3,111,3,167,0,11,11,3,25,3,28,3,0,0,3,3,0,6,56,116,14,9,139,6,201,0,0,0,0,0,0,0,3164,143,17,12,172,6,3342,3422,29,0,3
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,3,3,0,6,0,6,0,3,0,0,3,0,3,0,0,3,3,6,0,6,0,6,6,3,15,0,15,0,0,0,0,0,0,0,0,6,6,3,15,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,6,3,0,6,0,6,0,9,0,0,0,0,0,0,0,3,0,6,0,6,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,3,0,3,6,3,0,0,3,0,9,3,0,0,0,0,3,6,9,3,0,0,3,3,15,0,0,3,0,3,3,6,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,3,6,9,0,0,0,0,3,12,0,0,0,0,0,0,0,9,0,3,0,3,6,18,0,0,0,0
CED401,4108,194,3,8,205,3,4316,292,1439,39,0,1478,3,1773,5,204,111,0,315,3,323,3,3,0,7,10,0,13,300,1646,150,7,1803,6,2109,4,12,0,0,12,3,19,4412,1852,153,15,2020,12,6444,3619,129,0,7,136,0,3755,200,1172,50,0,1222,3,1425,3,162,130,0,292,0,295,3,3,0,8,11,0,14,206,1337,180,8,1525,3,1734,3,6,0,0,6,4,13,3828,1472,180,15,1667,7,5502,1856,69,0,0,69,3,1928,97,535,27,3,565,0,662,3,92,99,0,191,0,194,3,0,0,3,3,0,6,103,627,126,6,759,0,862,4,0,0,0,0,0,4,1963,696,126,6,828,3,2794,1242,37,0,0,37,0,1279,61,335,16,0,351,0,412,0,61,60,0,121,0,121,0,0,0,8,8,0,8,61,396,76,8,480,0,541,0,0,3,0,3,0,3,1303,433,79,8,520,0,1823,1760,62,3,0
CED402,6394,69,0,6,75,3,6472,107,269,9,0,278,0,385,4,28,52,0,80,0,84,11,0,0,6,6,0,17,122,297,61,6,364,0,486,4,0,0,0,0,0,4,6520,366,61,12,439,3,6962,6171,80,0,5,85,3,6259,86,248,12,6,266,0,352,4,26,55,0,81,0,85,14,0,0,13,13,0,27,104,274,67,19,360,0,464,0,0,0,0,0,0,0,6275,354,67,24,445,3,6723,3902,40,0,7,47,3,3952,53,145,3,0,148,0,201,7,25,40,0,65,0,72,5,0,0,0,0,0,5,65,170,43,0,213,0,278,0,0,5,0,5,0,5,3967,210,48,7,265,3,4235,2594,32,0,0,32,0,2626,32,82,3,0,85,0,117,0,18,27,0,45,0,45,4,0,0,0,0,0,4,36,100,30,0,130,0,166,5,0,0,0,0,0,5,2635,132,30,0,162,0,2797,3133,40,0,0
CED403,4715,135,0,6,141,0,4856,233,741,25,0,766,3,1002,5,93,29,0,122,0,127,8,3,0,7,10,0,18,246,837,54,7,898,3,1147,5,3,0,0,3,3,11,4966,975,54,13,1042,6,6014,4645,81,4,3,88,0,4733,195,646,22,0,668,3,866,7,53,31,0,84,0,91,5,3,0,0,3,0,8,207,702,53,0,755,3,965,3,3,0,0,3,0,6,4855,786,57,3,846,3,5704,2705,52,3,3,58,0,2763,93,348,19,0,367,0,460,0,20,17,0,37,0,37,0,4,0,4,8,0,8,93,372,36,4,412,0,505,6,5,0,0,5,0,11,2804,429,39,7,475,0,3279,1831,36,3,3,42,0,1873,63,215,19,0,234,3,300,0,14,13,0,27,0,27,0,0,0,3,3,0,3,63,229,32,3,264,3,330,0,0,0,0,0,0,0,1894,265,35,6,306,3,2203,2568,54,0,8
CED404,5867,95,0,0,95,0,5962,104,323,13,0,336,3,443,0,16,8,0,24,0,24,8,0,0,20,20,0,28,112,339,21,20,380,3,495,0,0,0,0,0,3,3,5979,434,21,20,475,6,6460,5583,52,0,8,60,0,5643,95,309,6,0,315,5,415,0,23,0,0,23,0,23,4,0,0,21,21,0,25,99,332,6,21,359,5,463,3,3,0,0,3,4,10,5685,387,6,29,422,9,6116,3472,37,0,0,37,0,3509,52,150,5,0,155,0,207,0,4,3,0,7,0,7,0,0,0,11,11,0,11,52,154,8,11,173,0,225,0,0,0,0,0,0,0,3524,191,8,11,210,0,3734,2299,29,0,3,32,0,2331,37,95,3,0,98,0,135,5,4,0,0,4,0,9,0,0,0,12,12,0,12,42,99,3,12,114,0,156,0,0,0,0,0,3,3,2341,128,3,15,146,3,2490,2657,20,3,0
CED405,3823,158,0,3,161,0,3984,235,1154,40,3,1197,3,1435,3,93,40,0,133,0,136,3,5,0,5,10,0,13,241,1252,80,8,1340,3,1584,4,5,0,0,5,6,15,4068,1415,80,11,1506,9,5583,3407,116,5,5,126,0,3533,144,953,25,4,982,0,1126,5,71,51,0,122,0,127,5,3,0,3,6,0,11,154,1027,76,7,1110,0,1264,0,7,0,0,7,9,16,3561,1150,81,12,1243,9,4813,2048,61,0,0,61,0,2109,83,551,22,3,576,3,662,3,37,43,0,80,0,83,3,0,0,0,0,0,3,89,588,65,3,656,3,748,0,4,0,0,4,8,12,2137,653,65,3,721,11,2869,1337,37,0,4,41,0,1378,63,364,13,0,377,0,440,3,27,29,0,56,0,59,4,0,0,0,0,0,4,70,391,42,0,433,0,503,0,0,0,0,0,7,7,1407,428,42,4,474,7,1888,1848,58,0,0
CED406,6698,126,0,8,134,3,6835,171,380,11,0,391,0,562,5,19,12,0,31,0,36,7,0,0,12,12,0,19,183,399,23,12,434,0,617,4,6,0,0,6,0,10,6885,531,23,20,574,3,7462,5767,96,0,7,103,0,5870,147,373,5,0,378,0,525,5,23,14,0,37,0,42,7,0,3,6,9,0,16,159,396,22,6,424,0,583,3,0,0,0,0,4,7,5929,492,22,13,527,4,6460,3467,41,0,3,44,6,3517,97,206,9,3,218,0,315,4,10,11,0,21,0,25,3,0,0,0,0,0,3,104,216,20,3,239,0,343,0,0,0,0,0,0,0,3571,257,20,6,283,6,3860,2334,36,3,3,42,0,2376,52,142,0,3,145,0,197,3,11,8,0,19,0,22,3,0,0,0,0,0,3,58,153,8,3,164,0,222,0,0,0,0,0,4,4,2392,189,11,6,206,4,2602,3021,32,0,7
CED407,5075,148,3,4,155,0,5230,190,770,32,4,806,0,996,3,124,46,0,170,0,173,10,0,0,5,5,0,15,203,894,78,9,981,0,1184,3,7,0,0,7,3,13,5281,1049,81,13,1143,3,6427,4666,112,0,5,117,3,4786,133,664,35,0,699,0,832,0,72,59,0,131,0,131,3,0,0,7,7,0,10,136,736,94,7,837,0,973,0,3,0,0,3,5,8,4802,851,94,12,957,8,5767,2770,74,0,3,77,0,2847,55,421,14,0,435,3,493,0,56,58,0,114,0,114,7,0,0,0,0,0,7,62,477,72,0,549,3,614,0,5,0,0,5,0,5,2832,556,72,3,631,3,3466,1960,49,0,0,49,0,2009,42,243,11,0,254,3,299,3,37,57,0,94,0,97,0,0,0,0,0,0,0,45,280,68,0,348,3,396,0,0,0,0,0,0,0,2005,329,68,0,397,3,2405,2591,46,0,4
CED408,6081,108,3,4,115,0,6196,154,196,4,0,200,3,357,3,10,0,0,10,0,13,10,0,0,7,7,0,17,167,206,4,7,217,3,387,0,5,0,0,5,0,5,6248,319,7,11,337,3,6588,6219,86,0,9,95,0,6314,114,213,9,0,222,3,339,3,14,4,0,18,0,21,8,0,0,3,3,0,11,125,227,13,3,243,3,371,0,3,0,0,3,3,6,6344,316,13,12,341,6,6691,3894,59,0,4,63,0,3957,59,131,5,0,136,0,195,3,7,7,0,14,0,17,5,0,0,0,0,0,5,67,138,12,0,150,0,217,0,0,0,0,0,0,0,3961,197,12,4,213,0,4174,2545,46,3,0,49,0,2594,48,100,0,0,100,0,148,0,4,3,0,7,0,7,5,0,0,4,4,0,9,53,104,3,4,111,0,164,0,0,0,0,0,0,0,2598,150,6,4,160,0,2758,3244,65,0,0
CED409,4718,211,3,7,221,3,4942,274,1863,121,3,1987,0,2261,6,353,222,0,575,3,584,3,9,0,13,22,0,25,283,2225,343,16,2584,3,2870,0,7,0,0,7,11,18,5001,2443,346,23,2812,17,7830,3826,168,0,0,168,4,3998,194,1561,106,0,1667,3,1864,3,290,304,0,594,0,597,5,5,0,6,11,0,16,202,1856,410,6,2272,3,2477,4,3,4,0,7,13,24,4032,2027,414,6,2447,20,6499,2186,73,0,3,76,0,2262,133,803,54,0,857,0,990,0,166,249,0,415,3,418,0,0,0,9,9,0,9,133,969,303,9,1281,3,1417,4,5,0,0,5,11,20,2323,1047,303,12,1362,14,3699,1562,43,3,3,49,3,1614,82,512,35,0,547,0,629,0,120,183,0,303,4,307,0,0,0,3,3,0,3,82,632,218,3,853,4,939,0,0,0,3,3,5,8,1644,675,221,9,905,12,2561,2051,67,0,3
CED410,3785,211,3,3,217,3,4005,278,1454,60,3,1517,3,1798,0,125,47,0,172,0,172,5,0,0,14,14,0,19,283,1579,107,17,1703,3,1989,0,9,0,0,9,9,18,4068,1799,110,20,1929,15,6012,3740,191,0,0,191,3,3934,226,1396,57,0,1453,3,1682,0,111,66,0,177,0,177,7,0,3,8,11,3,21,233,1507,126,8,1641,6,1880,7,5,0,0,5,10,22,3980,1703,126,8,1837,19,5836,2280,90,0,0,90,4,2374,112,869,39,0,908,3,1023,0,61,56,0,117,0,117,4,0,0,3,3,0,7,116,930,95,3,1028,3,1147,5,0,0,0,0,7,12,2401,1020,95,3,1118,14,3533,1386,66,3,3,72,0,1458,60,506,33,0,539,0,599,0,41,57,0,98,0,98,0,0,0,7,7,0,7,60,547,90,7,644,0,704,0,0,0,0,0,5,5,1446,613,93,10,716,5,2167,2074,82,0,5
CED411,6553,145,0,19,164,3,6720,157,511,32,0,543,0,700,5,152,150,0,302,0,307,15,0,0,21,21,5,41,177,663,182,21,866,5,1048,5,7,0,0,7,3,15,6735,815,182,40,1037,11,7783,5820,122,0,16,138,3,5961,99,427,19,0,446,0,545,4,116,157,0,273,0,277,18,5,3,16,24,0,42,121,548,179,16,743,0,864,0,4,0,0,4,4,8,5941,674,179,32,885,7,6833,3472,65,5,8,78,0,3550,64,225,16,0,241,0,305,6,83,102,0,185,0,191,9,0,0,9,9,0,18,79,308,118,9,435,0,514,0,4,0,0,4,0,4,3551,377,123,17,517,0,4068,2432,36,0,7,43,0,2475,35,140,9,0,149,0,184,0,50,66,0,116,0,116,7,0,0,0,0,0,7,42,190,75,0,265,0,307,0,0,0,0,0,3,3,2474,226,75,7,308,3,2785,3101,48,0,9
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,7386,173,0,19,192,0,7578,276,526,10,0,536,3,815,9,55,14,0,69,0,78,19,0,0,9,9,0,28,304,581,24,9,614,3,921,3,4,0,0,4,4,11,7693,758,24,28,810,7,8510,6338,118,0,17,135,0,6473,211,505,12,0,517,0,728,10,39,18,0,57,0,67,7,0,0,12,12,0,19,228,544,30,12,586,0,814,8,3,0,0,3,8,19,6574,665,30,29,724,8,7306,3805,60,0,6,66,0,3871,101,287,8,0,295,0,396,3,21,19,0,40,0,43,6,3,0,10,13,0,19,110,311,27,10,348,0,458,3,0,0,0,0,0,3,3918,371,27,16,414,0,4332,2518,46,0,3,49,0,2567,55,155,5,0,160,0,215,5,10,10,0,20,0,25,3,0,0,9,9,0,12,63,165,15,9,189,0,252,0,0,0,0,0,0,0,2581,211,15,12,238,0,2819,2910,48,0,3
