region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
CED223,691,43,23,0,0,757,364,15,16,0,0,395,292,27,18,0,0,337,571,54,26,0,0,651,707,51,48,0,0,806,1882,158,96,0,0,2136,2064,189,143,0,0,2396,3106,328,190,0,0,3624,1917,161,97,3,0,2178,1633,146,62,0,3,1844,1006,54,24,0,0,1084,799,53,23,0,0,875,15032,1279,766,3,3,17083
CED224,644,105,75,0,0,824,171,24,28,0,0,223,132,26,35,0,0,193,197,53,67,0,0,317,267,56,77,0,0,400,733,174,223,0,0,1130,661,186,269,5,0,1121,1259,303,433,3,0,1998,744,182,265,0,0,1191,1372,272,221,6,0,1871,2753,327,127,3,3,3213,666,78,69,3,0,816,9599,1786,1889,20,3,13297
CED225,806,42,14,3,0,865,541,30,13,0,0,584,475,21,10,0,0,506,914,35,18,0,0,967,1206,55,23,0,0,1284,3523,155,90,0,3,3771,4079,209,76,0,0,4364,5666,250,108,5,0,6029,2687,93,26,0,3,2809,1742,30,14,0,0,1786,680,26,7,0,0,713,1288,39,21,0,0,1348,23607,985,420,8,6,25026
CED226,927,36,20,0,0,983,566,25,17,3,0,611,597,15,13,0,0,625,1158,47,27,0,0,1232,1622,39,36,3,0,1700,5369,218,142,0,0,5729,6933,330,161,0,3,7427,8722,293,85,0,4,9104,3326,109,18,0,3,3456,1789,80,10,0,0,1879,817,17,6,0,0,840,1705,62,16,4,0,1787,33531,1271,551,10,10,35373
CED227,918,17,8,11,0,954,755,4,9,5,0,773,782,10,12,3,0,807,1439,22,12,5,0,1478,1743,18,38,3,0,1802,3440,61,61,12,0,3574,2188,34,22,3,0,2247,1379,21,6,4,0,1410,409,0,4,0,0,413,257,4,0,3,0,264,181,0,3,4,0,188,805,8,7,7,0,827,14296,199,182,60,0,14737
CED228,498,51,41,4,0,594,277,26,37,0,0,340,276,15,26,0,0,317,456,49,40,0,0,545,606,64,64,0,0,734,1517,176,222,0,3,1918,1491,202,258,4,0,1955,1967,276,285,0,0,2528,976,161,131,0,0,1268,1015,144,85,3,3,1250,849,80,41,0,0,970,703,88,56,0,0,847,10631,1332,1286,11,6,13266
CED229,1051,27,3,5,0,1086,618,26,3,11,0,658,607,19,4,0,0,630,1082,36,13,6,0,1137,1632,39,23,3,0,1697,4266,120,42,16,0,4444,4720,228,49,5,0,5002,7131,310,40,14,3,7498,3578,121,13,3,0,3715,2233,46,6,4,0,2289,1032,18,7,3,0,1060,1680,60,12,5,0,1757,29630,1050,215,75,3,30973
CED230,784,18,17,4,0,823,614,20,9,3,0,646,601,27,3,0,0,631,1098,32,6,6,0,1142,1486,69,19,3,0,1577,3574,120,36,7,0,3737,3405,88,35,4,0,3532,3449,46,3,3,3,3504,1184,20,8,0,0,1212,716,11,3,0,0,730,398,7,3,3,3,414,1083,29,13,5,0,1130,18392,487,155,38,6,19078
CED231,203,265,244,0,0,712,82,100,72,0,0,254,50,86,75,0,0,211,107,130,141,3,3,384,129,167,212,3,0,511,400,488,692,0,4,1584,404,526,940,9,0,1879,696,970,1484,8,3,3161,507,707,856,5,0,2075,699,1055,763,3,0,2520,701,940,485,11,3,2140,245,254,234,0,3,736,4223,5688,6198,42,16,16167
CED232,320,171,336,0,4,831,68,47,98,0,0,213,63,31,124,0,0,218,128,74,189,0,0,391,132,92,274,3,0,501,404,267,819,0,0,1490,346,284,1055,3,0,1688,669,528,1843,9,0,3049,417,348,1120,4,0,1889,750,624,1091,11,3,2479,1230,875,730,6,0,2841,366,196,343,4,0,909,4893,3537,8022,40,7,16499
CED233,713,56,23,0,0,792,263,32,11,0,0,306,265,28,7,0,0,300,366,42,18,0,0,426,519,40,21,0,0,580,1401,130,51,3,0,1585,1300,176,69,0,0,1545,2217,267,123,3,0,2610,1407,175,91,0,3,1676,1758,191,66,0,0,2015,1330,110,29,0,0,1469,879,61,18,0,0,958,12418,1308,527,6,3,14262
CED234,859,8,15,5,0,887,559,5,12,5,0,581,552,3,10,3,0,568,1152,13,29,0,0,1194,1558,18,41,6,0,1623,3550,44,61,13,0,3668,2746,26,25,3,4,2804,2133,14,11,7,0,2165,667,6,0,0,0,673,430,0,5,4,0,439,298,0,3,8,3,312,981,14,12,4,0,1011,15485,151,224,58,7,15925
CED235,545,8,16,0,0,569,385,8,8,0,0,401,341,10,9,0,0,360,631,21,12,0,0,664,891,21,26,0,0,938,2312,90,83,0,3,2488,2621,134,90,0,0,2845,3562,182,81,0,0,3825,1396,66,17,0,0,1479,967,35,8,0,0,1010,545,12,5,0,0,562,906,38,24,0,0,968,15102,625,379,0,3,16109
CED236,956,9,13,7,0,985,671,8,8,8,0,695,717,5,12,0,0,734,1299,15,17,14,0,1345,1635,18,20,7,0,1680,3026,40,48,13,0,3127,2158,40,28,6,3,2235,1769,20,16,7,0,1812,591,7,0,5,3,606,356,7,3,3,0,369,375,5,3,4,0,387,844,8,5,4,0,861,14397,182,173,78,6,14836
CED237,480,90,46,3,0,619,267,46,24,0,0,337,279,41,21,0,0,341,440,58,61,0,0,559,603,94,81,4,0,782,1556,326,271,7,0,2160,1617,383,302,3,0,2305,2499,653,429,15,5,3601,1441,384,245,3,5,2078,1450,336,166,3,0,1955,760,137,53,5,0,955,711,136,62,5,0,914,12103,2684,1761,48,10,16606
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,630,9,3,0,0,642,431,11,3,3,0,448,398,5,0,3,0,406,840,14,4,0,0,858,1071,15,7,6,0,1099,2660,41,17,5,3,2726,3195,52,14,4,0,3265,3837,47,3,10,0,3897,1523,16,0,3,0,1542,869,3,3,0,0,875,301,3,0,0,0,304,860,11,3,3,0,877,16615,227,57,37,3,16939
CED302,631,40,7,0,0,678,287,16,3,3,0,309,266,19,11,3,0,299,470,31,12,0,0,513,746,41,16,3,0,806,1772,132,31,8,0,1943,2015,197,43,0,0,2255,3311,305,94,3,0,3713,2657,138,41,0,0,2836,2510,82,14,3,0,2609,1273,28,10,0,0,1311,827,39,10,0,0,876,16765,1068,292,23,0,18148
CED303,700,33,7,0,0,740,358,17,5,0,0,380,369,23,6,3,0,401,627,37,19,3,0,686,831,39,10,3,3,886,2156,115,36,3,0,2310,2431,170,29,3,0,2633,3996,193,47,3,0,4239,2982,43,21,0,0,3046,2464,33,9,0,0,2506,1017,20,4,0,0,1041,1002,29,15,3,0,1049,18933,752,208,21,3,19917
CED304,436,41,160,0,0,637,154,16,49,0,0,219,119,12,69,0,0,200,223,35,115,3,0,376,300,24,171,3,3,501,845,119,525,3,0,1492,910,112,719,0,3,1744,1543,237,1271,3,0,3054,1223,172,762,3,0,2160,1976,158,528,6,0,2668,2149,94,405,8,3,2659,532,39,190,0,3,764,10410,1059,4964,29,12,16474
CED305,657,5,8,13,0,683,316,5,9,4,0,334,337,8,0,4,0,349,677,7,10,8,0,702,902,19,14,10,0,945,2235,34,31,9,0,2309,2418,25,33,12,0,2488,3301,29,41,11,3,3385,1799,15,9,3,0,1826,1480,7,8,6,0,1501,551,3,5,5,0,564,1002,12,11,12,0,1037,15675,169,179,97,3,16123
CED306,614,11,30,9,3,667,328,4,10,4,0,346,328,10,14,4,0,356,629,14,18,6,0,667,881,13,39,5,0,938,2200,59,74,18,3,2354,2204,59,114,11,0,2388,3519,95,116,16,3,3749,2504,32,44,3,0,2583,1880,24,42,5,0,1951,812,14,19,6,3,854,1000,25,33,16,4,1078,16899,360,553,103,16,17931
CED307,733,24,10,3,0,770,431,20,8,0,0,459,384,10,10,4,0,408,728,26,6,0,0,760,958,27,15,0,0,1000,2606,93,36,3,0,2738,3043,159,52,0,0,3254,5067,155,39,3,0,5264,3225,33,16,3,0,3277,2435,19,3,4,0,2461,1053,0,3,4,0,1060,934,19,3,4,0,960,21597,585,201,28,0,22411
CED308,461,127,48,0,0,636,238,86,21,0,0,345,195,60,17,4,0,276,364,103,33,5,0,505,490,134,61,3,0,688,1331,475,159,11,3,1979,1592,626,218,9,5,2450,3133,769,283,0,3,4188,2519,268,114,0,0,2901,2254,159,64,0,3,2480,1312,107,71,0,0,1490,843,183,74,4,0,1104,14732,3097,1163,36,14,19042
CED309,671,43,46,5,0,765,350,21,19,4,0,394,314,16,21,0,0,351,623,34,40,4,0,701,794,45,58,3,0,900,1946,117,141,8,3,2215,2233,151,144,10,3,2541,3381,183,169,8,0,3741,2196,67,66,3,0,2332,1591,40,44,3,0,1678,835,4,41,6,0,886,850,37,52,5,0,944,15784,758,841,59,6,17448
CED310,596,43,43,4,0,686,317,26,16,3,0,362,237,28,14,4,0,283,470,35,26,0,0,531,624,27,45,5,0,701,1631,99,109,5,0,1844,1673,124,122,7,6,1932,2775,151,148,8,0,3082,2027,51,66,3,0,2147,1481,28,59,0,0,1568,754,8,37,7,0,806,797,33,42,4,0,876,13382,653,727,50,6,14818
CED311,800,4,8,10,0,822,437,6,4,14,0,461,471,3,3,6,0,483,799,3,5,13,0,820,919,11,6,16,0,952,2287,31,28,31,0,2377,2379,27,39,19,0,2464,3461,39,69,23,3,3595,2045,20,25,7,0,2097,1497,10,11,12,0,1530,650,4,7,7,8,676,1094,11,18,12,0,1135,16839,169,223,170,11,17412
CED312,569,21,4,0,0,594,319,24,3,3,0,349,306,17,4,0,0,327,596,42,6,0,0,644,843,52,7,0,0,902,2287,187,36,3,0,2513,2793,244,25,4,0,3066,4686,246,9,0,3,4944,2873,68,4,0,0,2945,1823,26,4,0,0,1853,694,16,0,0,0,710,1112,46,6,0,0,1164,18901,989,108,10,3,20011
CED313,489,36,92,3,0,620,203,18,36,0,0,257,198,22,36,0,0,256,332,29,87,0,0,448,407,41,100,3,0,551,1087,137,335,3,0,1562,1140,191,485,3,0,1819,2004,344,785,3,3,3139,1711,259,430,0,0,2400,2257,213,300,0,0,2770,1747,88,225,0,0,2060,645,46,120,0,0,811,12220,1424,3031,15,3,16693
CED314,705,13,22,3,0,743,445,10,14,0,0,469,368,7,14,0,0,389,819,22,35,0,0,876,1130,32,37,0,0,1199,3036,104,147,5,0,3292,3364,72,95,4,3,3538,3300,37,48,4,0,3389,1232,16,6,0,3,1257,765,13,9,0,0,787,413,4,6,0,0,423,797,16,13,3,0,829,16374,346,446,19,6,17191
CED315,545,13,40,0,0,598,302,9,16,0,0,327,247,11,21,0,0,279,644,32,31,3,0,710,820,41,57,3,0,921,2267,100,146,6,3,2522,2605,113,170,6,0,2894,4321,129,178,9,0,4637,2264,37,64,3,3,2371,1430,18,54,0,4,1506,628,15,50,5,0,698,840,24,50,3,0,917,16913,542,877,38,10,18380
CED316,669,12,14,5,0,700,503,3,13,6,0,525,422,5,11,3,0,441,884,12,13,3,0,912,1015,14,24,3,0,1056,2468,36,57,20,0,2581,2483,38,46,4,0,2571,2462,28,40,6,0,2536,934,5,6,3,0,948,525,4,15,0,0,544,275,3,10,4,0,292,825,7,8,3,0,843,13465,167,257,60,0,13949
CED317,772,6,10,15,0,803,429,7,4,9,0,449,427,4,3,10,0,444,815,4,10,17,0,846,1025,11,18,11,0,1065,2493,13,44,24,0,2574,2388,17,31,10,0,2446,2825,23,25,21,3,2897,1197,8,3,3,0,1211,867,8,4,5,5,889,405,5,7,19,3,439,1005,4,11,13,3,1036,14648,110,170,157,14,15099
CED318,484,26,52,10,0,572,294,21,36,3,0,354,283,17,42,4,0,346,539,46,89,4,4,682,814,91,146,7,3,1061,2268,243,402,10,3,2926,2518,206,324,7,5,3060,3640,125,200,12,3,3980,1839,51,78,6,0,1974,1165,39,56,5,0,1265,536,24,48,4,0,612,782,39,70,3,3,897,15162,928,1543,75,21,17729
CED319,673,42,26,6,0,747,317,16,15,0,0,348,314,17,19,0,0,350,549,40,40,0,0,629,733,50,62,4,0,849,1869,130,139,0,0,2138,2079,202,212,0,0,2493,3605,364,361,0,3,4333,2519,160,144,0,0,2823,2106,75,55,0,0,2236,940,24,23,0,0,987,822,39,41,0,0,902,16526,1159,1137,10,3,18835
CED320,716,21,13,3,0,753,409,14,5,0,0,428,324,11,7,0,0,342,688,26,4,3,0,721,878,17,11,0,0,906,2270,69,36,9,3,2387,2654,93,42,3,0,2792,4384,76,35,3,0,4498,2367,20,22,0,0,2409,1448,11,4,5,0,1468,517,8,7,0,0,532,1022,17,8,3,0,1050,17677,383,194,29,3,18286
CED321,1219,10,11,17,4,1261,585,8,0,3,0,596,614,3,4,11,0,632,1105,3,3,11,3,1125,1336,8,10,6,0,1360,2930,11,22,21,3,2987,2311,13,21,11,0,2356,2011,16,15,6,3,2051,721,3,4,11,0,739,515,3,6,3,0,527,405,7,0,13,4,429,983,10,5,7,7,1012,14735,95,101,120,24,15075
CED322,529,100,67,3,0,699,271,55,25,0,0,351,198,45,29,0,0,272,369,85,55,0,0,509,549,138,68,0,0,755,1482,362,193,3,0,2040,1579,466,253,0,0,2298,2703,727,378,3,4,3815,2093,307,155,3,0,2558,2107,179,86,4,0,2376,1014,67,64,0,0,1145,797,134,83,5,0,1019,13691,2665,1456,21,4,17837
CED323,512,118,144,0,4,778,218,38,44,0,0,300,154,56,47,0,0,257,341,78,81,0,0,500,467,101,157,0,0,725,1195,363,427,0,0,1985,1349,482,563,0,4,2398,2275,599,680,0,0,3554,1608,249,282,0,0,2139,1324,178,208,4,0,1714,1069,137,170,0,3,1379,786,124,183,3,3,1099,11298,2523,2986,7,14,16828
CED324,679,36,17,0,0,732,314,15,6,0,0,335,266,22,16,0,0,304,451,44,18,0,0,513,635,44,31,0,0,710,1703,193,82,0,0,1978,1819,297,145,0,3,2264,2968,407,200,3,0,3578,2024,166,53,0,0,2243,1867,86,39,0,0,1992,1072,42,22,6,0,1142,691,48,22,0,0,761,14489,1400,651,9,3,16552
CED325,598,20,4,0,0,622,341,9,0,0,0,350,321,11,3,0,0,335,581,30,3,0,0,614,805,21,3,0,0,829,2299,111,15,0,0,2425,2775,124,19,0,3,2921,4488,149,14,0,0,4651,2682,43,4,0,0,2729,1843,27,0,7,0,1877,716,8,0,0,0,724,794,24,6,0,0,824,18243,577,71,7,3,18901
CED326,575,30,32,0,0,637,336,26,17,0,0,379,303,11,16,0,0,330,552,28,25,0,0,605,694,39,23,0,0,756,1970,94,64,4,0,2132,2336,146,79,0,0,2561,4108,177,111,8,0,4404,2509,53,50,0,0,2612,1632,27,36,0,0,1695,658,7,25,0,0,690,826,37,27,0,0,890,16499,675,505,12,0,17691
CED327,657,30,14,0,0,701,425,25,9,0,0,459,405,26,3,0,0,434,821,57,7,0,0,885,1020,79,28,0,0,1127,2844,252,71,0,3,3170,3477,304,76,3,0,3860,5285,291,41,0,3,5620,2727,93,10,0,3,2833,1510,49,0,0,3,1562,598,35,0,0,0,633,1120,47,18,0,0,1185,20889,1288,277,3,12,22469
CED328,727,43,60,0,0,830,292,23,20,0,0,335,226,12,25,0,3,266,438,37,40,0,0,515,582,39,59,0,0,680,1576,93,192,0,0,1861,1681,94,254,3,0,2032,2874,179,425,0,0,3478,2184,112,218,0,0,2514,2607,123,130,0,0,2860,2017,51,56,0,0,2124,674,33,55,0,0,762,15878,839,1534,3,3,18257
CED329,883,15,15,11,7,931,610,4,11,9,0,634,538,4,8,10,0,560,989,17,19,5,0,1030,1198,25,20,8,0,1251,2753,59,58,39,0,2909,2407,50,64,15,0,2536,2534,47,45,8,0,2634,1221,29,20,4,0,1274,834,11,19,6,0,870,529,4,16,9,0,558,978,18,27,4,0,1027,15474,283,322,128,7,16214
CED330,739,0,6,5,0,750,484,4,8,0,0,496,390,3,3,3,3,402,790,3,3,4,0,800,1075,3,7,5,0,1090,2737,15,8,5,3,2768,3043,10,6,5,3,3067,4396,14,5,7,0,4422,2817,15,4,3,0,2839,2239,6,5,3,0,2253,970,5,0,4,0,979,1328,13,3,0,0,1344,21008,91,58,44,9,21210
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
