region_id,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005
CED128,0,3,0,10,3,0,13,0,0,0,0,0,0,0,0,29,0,0,0,0,3,5,12,12,3,3,0,0,0,3,0,41,0,4,10,33,47,31,46,33,0,9,3,5,4,9,9,243,0,7,28,17,15,37,70,40,7,11,24,22,20,5,21,324,0,5,15,84,12,13,11,0,0,0,0,0,0,0,3,143,0,9,29,18,14,8,0,0,0,0,0,0,0,0,4,82,4,3,9,20,26,30,30,4,3,0,3,0,3,3,3,141,0,3,4,38,17,4,3,5,0,0,0,3,0,0,4,81,3,136,271,146,79,95,48,35,7,3,6,7,5,3,26,870,4,12,50,69,16,0,0,3,0,3,3,0,0,0,5,165,8,7,5,18,19,20,18,14,4,3,3,0,3,0,0,122,3,12,14,71,53,40,38,24,4,8,10,17,5,3,14,316,0,7,31,12,6,6,10,10
CED129,0,4,0,68,49,55,441,76,3,3,3,0,4,0,17,723,0,0,0,0,158,815,461,99,31,30,33,40,29,10,95,1801,0,0,0,7,9,24,15,20,0,0,6,4,0,4,4,93,0,8,40,70,108,475,417,233,40,45,54,54,34,12,88,1678,0,8,120,762,256,72,169,23,0,0,0,0,0,0,61,1471,0,12,32,115,71,130,124,52,12,12,9,3,13,7,31,623,0,0,5,5,91,510,433,187,25,21,30,32,24,10,42,1415,0,0,6,114,174,46,42,13,6,0,0,0,0,0,18,419,0,128,150,92,35,43,34,10,3,3,7,4,3,0,18,530,0,5,89,230,76,19,29,19,0,3,0,5,0,0,39,514,0,0,9,7,48,100,104,16,3,3,3,4,3,0,9,309,0,3,0,61,125,206,331,329,105,117,103,60,47,17,46,1550,0,0,4,3,47,95,89,41
CED130,0,0,0,17,10,11,47,3,0,0,0,0,0,0,4,92,0,0,0,0,15,45,13,3,0,0,3,3,0,0,3,85,0,4,5,17,31,46,54,33,3,0,12,18,12,13,11,259,8,20,59,47,82,848,1213,857,135,123,150,126,98,49,123,3938,3,5,41,228,61,41,43,3,0,0,0,0,0,3,5,433,0,14,34,119,68,140,107,48,5,8,8,11,0,0,18,580,3,0,7,16,74,327,224,77,14,11,7,3,3,4,27,797,0,0,0,19,20,14,0,4,0,0,0,0,0,0,0,57,3,116,138,70,55,51,57,44,8,18,0,11,13,10,15,609,0,5,73,151,56,7,3,3,3,0,0,0,3,4,25,333,3,5,12,34,148,475,771,110,32,13,19,8,12,4,37,1683,0,18,14,124,236,585,1380,725,156,146,89,79,68,52,77,3749,3,0,15,17,59,152,210,108
CED131,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,0,3,3,17,24,23,19,11,3,0,3,11,6,3,6,132,3,0,3,5,8,23,48,59,18,21,24,33,66,47,37,395,0,0,7,8,3,0,0,3,0,0,0,0,0,0,0,21,0,3,6,3,3,0,0,3,0,3,3,0,3,3,0,30,3,0,0,3,7,15,7,15,0,3,3,3,9,10,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,127,55,42,37,35,18,4,3,3,8,4,3,15,396,0,5,11,8,3,3,0,0,0,0,0,0,0,0,3,33,0,0,0,3,13,8,10,9,0,0,3,3,8,0,7,64,3,6,0,11,11,9,29,26,26,26,22,9,10,5,9,202,0,3,11,4,6,10,16,3
CED132,0,0,0,18,8,4,69,4,3,0,0,3,0,0,4,113,0,0,0,0,7,3,4,5,0,3,0,0,0,0,3,25,0,3,0,27,22,29,42,25,10,7,9,23,17,11,7,232,0,5,8,8,15,56,63,82,47,40,69,111,149,62,54,769,0,4,13,86,16,3,9,10,0,0,0,3,0,0,9,153,0,3,12,18,15,3,5,3,0,0,4,0,3,0,3,69,0,3,0,9,9,18,29,12,0,3,4,0,0,3,0,90,0,0,70,217,96,36,23,4,0,3,3,3,3,3,26,487,0,157,128,35,20,36,24,29,6,7,6,15,11,8,34,516,5,22,144,138,25,14,4,3,0,0,0,0,0,3,25,383,0,0,0,0,24,36,22,0,5,3,9,10,8,7,10,134,0,6,9,14,28,24,51,65,25,55,62,57,45,17,26,484,0,0,4,4,6,16,19,25
CED133,0,0,3,12,3,0,20,3,0,0,0,3,0,0,0,44,0,0,0,0,4,19,4,3,3,0,0,0,0,0,0,33,0,6,9,38,95,74,89,73,28,18,23,42,37,35,20,587,15,32,102,106,190,1114,1602,1240,290,357,407,309,345,158,277,6544,0,0,82,200,51,25,33,11,0,0,0,3,0,0,18,423,5,21,53,170,39,31,9,5,6,0,0,3,8,0,6,356,4,4,15,35,52,87,61,18,6,12,7,4,8,7,9,329,0,3,11,39,26,16,11,4,0,0,0,0,0,0,8,118,30,81,93,75,61,70,80,93,40,23,34,31,31,33,16,791,9,14,123,167,33,13,4,3,0,0,0,0,0,4,12,382,6,4,53,102,358,1124,1019,259,45,54,57,85,54,26,73,3319,0,24,19,103,100,202,342,386,164,169,238,191,338,196,91,2563,0,12,14,28,67,148,278,160
CED134,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,9,3,3,0,27,32,27,25,25,3,0,4,11,4,5,3,172,0,0,9,4,9,17,21,31,6,9,21,32,43,11,6,219,0,3,7,9,5,0,0,0,0,0,0,0,0,0,3,27,0,4,7,6,4,3,0,0,0,0,3,0,0,0,0,27,3,3,12,9,14,16,9,12,0,3,5,0,0,0,4,90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,49,151,59,33,56,45,24,0,6,3,5,3,4,19,460,3,4,13,12,4,0,0,0,0,0,0,0,0,0,3,39,0,0,0,7,12,11,13,4,0,4,4,5,0,0,3,63,3,11,7,15,14,8,20,25,5,10,5,15,9,6,11,164,0,3,9,3,3,0,10,12
CED135,0,0,5,9,4,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,3,5,4,4,18,11,12,16,3,4,3,0,3,0,0,86,0,4,5,4,11,31,38,41,13,15,7,13,8,3,11,204,0,0,9,46,5,6,0,0,0,0,0,0,0,0,0,66,0,0,6,3,0,4,8,3,0,3,0,10,3,0,0,40,0,0,0,4,8,31,13,3,7,10,13,8,7,3,25,132,0,0,0,8,4,3,0,0,0,0,0,0,0,0,0,15,0,39,109,82,23,23,15,20,3,9,0,0,7,3,10,343,3,3,20,36,6,3,3,0,0,0,0,0,0,0,7,81,3,0,0,4,17,16,6,6,0,0,3,0,0,0,3,58,0,0,6,13,14,9,20,47,11,25,26,48,20,11,14,264,0,0,7,3,3,10,9,6
CED136,0,0,0,32,21,18,273,24,4,4,0,0,0,0,6,382,0,0,0,4,25,68,20,12,6,3,0,9,0,0,8,155,0,0,0,6,17,29,37,22,8,5,16,12,12,0,7,171,3,12,63,82,134,2018,3314,2819,566,677,677,561,487,179,420,12012,0,3,34,216,59,34,82,18,7,3,3,0,3,0,15,477,0,21,20,81,49,99,82,55,11,29,13,16,19,12,28,535,3,0,3,14,106,412,400,215,42,47,55,45,35,22,75,1474,0,0,0,25,16,15,20,0,0,0,0,0,0,0,5,81,3,66,89,54,30,35,40,22,6,16,8,10,11,0,14,404,9,18,136,309,78,15,14,5,0,0,0,4,0,0,42,630,3,0,7,29,159,670,859,186,40,45,35,27,32,12,52,2156,0,13,6,74,127,357,1515,3419,1717,2331,2894,1938,1345,719,499,16954,0,0,5,5,47,165,270,120
CED137,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,12,6,6,5,23,14,21,45,19,10,4,10,0,5,5,0,173,0,3,4,11,5,23,19,22,7,7,12,7,5,3,10,138,0,0,21,57,11,8,6,3,0,0,0,0,0,0,6,112,0,9,28,3,6,4,0,0,4,0,0,0,0,0,3,57,0,0,10,4,10,11,15,8,0,0,0,4,0,0,8,70,0,0,6,8,9,5,0,0,0,0,0,0,0,0,0,28,3,165,212,80,35,59,24,10,3,4,3,0,8,3,17,626,0,4,25,29,11,0,3,0,0,0,0,0,0,0,0,72,0,0,3,3,8,7,16,0,0,0,0,3,6,0,5,51,0,21,3,22,16,5,20,33,14,12,18,15,3,8,11,201,0,3,4,11,4,5,14,0
CED138,0,0,0,32,8,6,135,31,0,0,3,0,0,3,5,223,0,0,0,0,41,92,27,9,4,5,0,4,0,0,10,192,3,0,0,15,36,27,41,43,7,13,17,10,18,6,7,243,9,31,155,173,288,2231,3383,3583,857,1132,1165,1035,722,311,647,15722,3,4,81,294,77,9,19,6,4,0,0,3,0,3,24,527,0,18,62,121,80,88,53,49,16,13,9,16,16,4,27,572,3,5,12,26,75,196,132,85,12,14,17,20,7,12,37,653,0,0,10,29,28,14,9,3,0,0,0,0,0,0,13,106,3,75,78,44,25,45,60,53,21,21,14,13,17,7,20,496,3,26,284,556,75,17,5,3,0,3,8,5,4,0,54,1043,0,5,18,44,256,669,599,226,47,60,58,59,31,28,67,2167,0,7,0,69,157,326,765,1268,482,775,951,669,485,319,182,6455,0,4,10,7,50,136,308,208
CED139,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,4,0,13,38,52,45,59,48,8,7,18,17,13,4,14,340,0,7,7,6,13,19,14,29,11,16,29,33,38,9,27,258,0,0,18,19,12,0,3,0,0,0,0,0,0,0,0,52,5,0,12,17,5,3,3,0,0,0,0,0,0,0,3,48,4,5,6,17,18,11,13,9,0,6,5,0,4,0,9,107,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,10,0,84,211,83,61,171,133,67,16,10,13,13,11,7,35,915,0,7,18,10,5,4,6,0,0,0,0,0,0,0,3,53,5,0,0,12,13,16,8,0,0,4,0,0,0,0,6,64,5,11,24,33,49,49,30,28,8,18,28,25,13,3,22,346,0,4,14,8,7,18,22,18
CED140,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,5,0,6,12,11,28,21,0,0,11,11,10,0,8,127,0,0,6,5,4,38,60,55,22,29,20,75,56,11,26,407,0,3,9,25,5,5,5,0,0,0,0,0,0,0,0,52,0,6,8,0,3,6,23,34,6,0,6,6,7,0,5,110,0,3,3,11,11,46,66,39,0,7,4,16,18,7,16,247,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,0,51,116,45,26,23,12,12,0,3,4,3,5,3,15,318,0,0,15,20,9,3,3,0,0,0,0,0,0,0,4,54,0,0,0,3,7,30,10,10,3,0,4,3,3,3,7,83,0,5,4,11,27,47,201,180,82,103,218,178,84,55,51,1246,0,0,3,0,4,4,6,5
CED141,0,0,3,3,3,0,19,0,0,0,0,0,0,0,0,28,0,0,0,3,3,3,3,3,5,3,0,3,0,0,3,29,3,4,3,34,37,37,62,51,9,5,6,8,6,0,9,274,0,16,36,24,21,69,95,105,20,41,36,30,13,6,17,529,0,4,23,55,16,6,10,4,0,0,0,0,0,0,4,122,0,12,34,54,22,6,8,6,0,0,0,0,4,0,10,156,0,4,6,19,18,61,53,12,0,3,4,0,3,3,7,193,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,12,3,72,183,68,46,64,33,28,7,5,20,9,11,3,16,568,0,6,52,57,9,7,4,5,0,0,0,0,0,0,12,152,3,0,3,7,24,35,21,24,3,7,0,3,3,0,9,142,6,11,14,35,43,40,57,41,23,45,20,17,11,4,15,382,3,5,22,8,13,20,30,11
CED142,0,0,0,8,4,4,13,3,0,0,0,3,0,0,0,35,0,0,0,0,3,9,6,3,0,0,0,0,0,0,0,21,5,3,3,20,25,25,18,23,6,11,3,3,9,8,10,172,0,6,9,10,26,48,40,20,7,5,7,9,16,8,12,223,0,3,14,34,14,3,3,0,0,0,0,0,0,0,3,74,0,6,24,22,8,4,9,4,0,0,0,0,0,0,0,77,0,0,4,7,11,30,16,5,5,0,0,4,0,0,4,86,0,3,25,106,36,15,3,4,0,0,0,0,0,0,4,196,3,153,216,63,29,26,23,16,3,3,3,3,0,3,18,562,3,11,37,49,9,0,3,0,0,0,0,0,0,0,3,115,3,0,3,8,13,23,15,7,0,0,0,0,0,0,3,75,0,7,6,23,27,17,38,38,8,22,17,20,8,11,9,251,0,0,7,3,5,17,18,18
CED143,0,0,0,17,8,4,90,0,4,3,5,0,0,3,0,134,0,0,0,0,13,44,13,3,3,0,0,0,6,8,4,94,0,0,3,32,87,94,110,96,38,52,55,68,92,87,35,849,0,22,43,54,176,848,1549,1648,535,747,928,915,830,340,460,9095,0,0,20,63,28,23,32,14,0,0,5,0,3,3,9,200,0,8,23,63,22,32,13,10,4,7,5,4,3,5,7,206,0,4,7,20,79,149,60,31,8,6,0,7,9,5,10,395,0,0,9,34,19,32,12,5,0,3,4,3,6,0,3,130,12,47,82,47,71,93,107,161,47,50,66,75,88,78,57,1081,4,19,249,420,67,29,18,10,4,3,4,4,3,6,46,886,0,0,13,29,167,490,413,220,55,80,103,108,78,36,76,1868,0,6,7,59,57,141,188,277,112,155,191,186,262,146,75,1862,0,3,13,17,74,175,803,693
CED144,0,0,3,19,13,3,82,12,0,0,0,0,0,0,8,140,0,0,0,0,9,7,9,4,0,0,0,0,0,4,0,33,0,4,12,28,27,19,31,17,0,5,3,5,7,0,7,165,3,4,10,9,20,31,35,44,13,14,5,11,11,3,10,223,0,5,97,186,19,6,43,7,0,0,0,0,0,0,16,379,0,5,12,17,19,0,11,7,0,0,3,0,3,0,3,80,4,0,3,9,15,31,24,11,3,0,0,0,3,0,9,112,4,4,46,814,796,170,106,46,10,11,11,5,4,0,88,2115,0,134,557,197,66,50,25,13,5,5,4,4,0,0,36,1096,0,6,127,189,46,11,7,4,0,0,0,0,4,0,20,414,0,0,3,13,12,15,11,0,0,3,0,0,4,7,0,68,0,9,7,33,25,10,35,34,13,17,18,19,6,12,12,250,0,4,10,4,10,5,17,12
CED145,0,0,0,3,5,7,39,8,3,0,3,0,0,0,0,68,0,0,0,0,6,7,9,0,3,0,0,0,0,0,3,28,0,3,17,62,107,104,169,126,34,46,32,36,61,31,13,841,8,29,44,27,48,403,439,224,49,49,99,82,86,32,72,1691,3,3,39,119,32,22,43,4,3,3,3,3,3,3,11,294,0,17,49,81,27,25,9,7,3,3,0,3,3,0,11,238,5,0,16,28,29,54,41,10,3,0,3,3,6,3,10,211,0,0,7,3,3,18,36,7,3,3,0,0,0,0,0,80,15,70,128,96,67,118,132,174,54,68,79,50,74,35,32,1192,5,20,92,91,28,8,7,3,0,0,0,0,0,0,13,267,0,9,19,34,119,248,229,83,13,22,24,16,17,14,21,868,0,19,16,75,67,100,160,125,57,62,58,54,42,26,32,893,0,10,17,8,31,60,85,36
CED146,0,0,4,15,9,12,72,8,0,0,0,3,0,0,0,123,0,0,0,0,36,87,42,15,3,4,4,9,0,0,5,205,4,0,5,3,15,16,18,16,0,0,4,0,7,4,4,96,7,31,105,113,305,2327,3222,2025,511,581,645,615,463,205,447,11602,0,10,57,175,67,20,22,4,0,0,0,3,3,0,7,368,0,20,58,223,167,214,187,103,50,90,53,19,42,12,64,1302,3,3,6,16,149,476,375,115,23,17,24,23,22,15,71,1338,0,0,4,96,82,68,22,16,3,3,0,3,0,0,12,309,0,61,73,48,27,28,14,16,6,3,7,3,5,3,31,325,4,40,792,2087,509,122,63,21,7,4,4,3,8,4,213,3881,3,9,11,47,308,502,415,98,24,28,23,20,19,0,38,1545,0,3,0,59,159,267,594,668,368,435,502,298,236,137,113,3839,0,0,7,12,156,370,595,292
CED147,0,0,0,3,10,6,33,0,3,0,0,3,0,0,0,58,0,0,0,0,5,12,5,3,0,0,0,0,0,0,0,25,0,6,14,47,81,77,93,121,32,38,28,47,75,35,32,726,12,52,94,45,58,279,260,148,46,44,48,81,38,31,87,1323,0,3,28,61,31,24,22,3,0,0,4,3,0,3,3,185,0,34,124,81,21,23,9,5,0,3,5,0,0,0,11,316,3,4,6,15,46,79,27,18,5,5,0,5,5,3,9,230,0,0,0,11,15,12,6,0,0,0,0,0,0,0,0,44,91,122,137,118,78,122,135,200,64,78,70,61,75,41,68,1460,17,35,188,183,49,14,10,0,4,4,3,4,0,0,31,542,9,9,7,42,112,195,163,67,13,31,23,26,31,24,41,793,0,24,22,142,93,72,88,62,24,30,31,30,45,28,40,731,0,11,20,18,48,86,97,53
CED148,0,0,3,41,28,33,555,77,0,3,5,5,5,3,15,773,0,0,0,0,34,240,130,58,14,7,11,17,6,4,24,545,0,0,3,6,18,25,41,24,3,3,6,0,4,3,0,136,0,3,20,23,58,357,433,191,61,50,31,55,31,6,69,1388,5,12,74,289,107,47,230,65,0,0,3,0,0,0,26,858,0,17,33,68,65,188,258,88,34,20,25,41,12,5,21,875,0,0,0,15,154,1341,1725,823,146,128,142,106,69,54,153,4856,0,0,4,143,154,117,138,55,9,7,5,5,3,3,18,661,3,89,142,70,50,24,41,30,4,4,5,0,4,3,27,496,0,3,85,259,83,20,26,13,0,0,3,0,0,0,21,513,0,0,3,4,30,77,84,13,7,0,5,0,9,0,6,238,0,6,3,49,70,276,1098,879,281,287,393,213,112,73,100,3840,0,3,3,3,47,102,180,65
CED194,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,4,4,4,0,3,0,0,5,6,6,40,0,0,0,0,4,13,24,25,6,14,21,34,21,22,21,205,0,0,3,4,4,3,3,0,0,0,0,0,0,0,3,20,0,0,0,3,0,0,0,0,5,0,0,3,0,0,3,14,0,0,0,0,0,11,10,7,0,0,5,0,0,5,4,42,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,12,0,6,11,3,7,7,3,7,3,3,0,0,3,8,13,74,0,0,0,5,0,0,0,0,0,0,3,0,0,0,8,16,0,0,0,0,0,5,4,4,0,3,0,0,5,5,4,30,0,3,3,3,4,3,3,12,3,3,9,0,10,23,6,85,0,3,3,0,3,0,3,3
CED197,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,0,0,0,16,9,7,90,11,0,0,0,0,0,0,0,133,0,0,0,0,130,315,107,15,10,6,4,4,9,3,32,635,0,0,5,11,18,27,35,22,0,4,8,0,6,0,8,144,0,7,13,38,81,534,738,775,213,227,232,169,153,65,122,3367,0,0,35,134,68,14,35,13,0,0,3,0,0,0,0,302,0,10,56,110,85,107,92,38,9,11,6,5,4,4,13,550,0,0,0,0,23,98,80,46,7,6,0,5,0,0,12,277,0,0,6,21,16,7,7,4,0,0,0,0,0,0,7,68,0,115,412,126,56,76,56,36,3,17,9,0,3,0,71,980,4,5,203,395,105,36,13,3,0,0,0,0,3,0,27,794,0,4,3,19,91,371,457,123,18,22,31,27,13,4,19,1202,0,11,13,138,207,380,789,646,153,182,186,126,49,41,64,2985,0,4,14,18,36,54,160,90
CED202,0,0,0,3,7,0,7,0,0,0,0,0,0,0,3,20,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,3,25,20,23,32,16,3,6,3,14,4,0,4,153,0,0,3,11,6,21,34,107,37,34,45,45,62,26,23,454,3,3,51,102,38,4,5,0,0,0,0,0,4,0,4,214,0,3,8,8,3,0,3,7,3,9,3,3,0,0,0,50,0,3,0,0,5,18,10,5,8,6,0,0,0,0,4,59,0,3,4,14,10,0,4,0,0,0,0,0,0,0,0,35,0,117,235,85,37,42,17,18,0,3,0,3,5,6,22,590,0,0,30,52,18,0,5,0,0,0,0,0,0,0,3,108,0,0,0,3,10,9,9,14,0,4,0,0,5,0,0,54,0,6,7,31,27,27,32,87,62,63,77,88,35,35,21,598,0,5,8,6,6,3,5,9
CED203,0,0,0,14,14,12,98,10,0,0,0,0,0,0,6,154,0,0,0,0,14,49,22,0,0,0,4,0,3,0,3,95,0,0,3,12,34,34,42,32,18,9,10,20,11,5,17,247,0,3,0,10,27,482,779,778,239,293,426,511,428,135,223,4334,0,3,47,190,84,21,43,8,0,0,0,0,0,3,10,409,3,12,83,93,32,54,47,17,3,0,11,4,3,0,19,381,4,0,0,3,15,92,46,17,4,3,5,12,10,5,5,221,3,15,88,400,354,229,94,48,9,4,5,12,3,3,46,1313,0,47,75,39,33,42,55,43,18,9,16,24,20,17,16,454,7,60,1006,2824,586,132,67,21,6,0,3,4,22,12,252,5002,0,3,3,6,19,73,46,48,8,6,4,6,9,11,9,251,0,9,3,49,61,109,195,552,450,752,860,767,300,173,164,4444,0,0,0,3,10,41,65,53
CED204,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,3,0,0,0,0,4,0,0,13,0,5,3,11,27,5,20,16,4,3,5,6,0,5,0,110,3,3,3,0,0,11,26,59,11,25,32,42,17,3,10,245,0,0,5,43,7,0,3,0,0,0,0,0,0,0,3,61,0,0,12,3,3,9,7,10,3,0,3,8,0,4,4,66,3,3,3,0,3,13,12,8,6,0,17,0,0,0,0,68,0,0,4,7,3,0,0,0,0,0,0,0,0,0,4,18,0,78,161,71,32,41,17,6,0,4,5,0,0,0,9,424,0,3,33,35,16,6,0,0,0,0,0,0,0,0,7,100,0,0,0,3,0,6,10,5,0,4,0,0,0,0,5,33,3,12,10,21,26,14,24,50,29,42,59,44,29,5,26,394,0,3,12,3,0,8,22,10
CED205,0,0,3,71,56,39,862,229,16,6,18,9,13,4,41,1367,0,0,0,0,100,473,266,146,24,38,24,36,40,27,72,1246,0,3,3,8,11,30,32,7,3,3,6,4,3,0,5,118,0,4,31,63,96,995,1490,1229,297,398,454,520,392,183,246,6398,0,0,59,329,106,52,296,170,5,3,3,0,4,0,29,1056,0,17,74,205,80,68,80,56,12,10,32,23,18,4,23,702,0,0,3,7,19,130,153,83,22,31,19,30,7,6,18,528,0,0,8,68,71,67,47,22,3,0,11,3,0,0,8,308,3,103,278,139,54,54,52,31,3,6,10,3,4,8,27,775,3,15,392,1323,403,86,41,28,3,3,3,4,0,5,89,2398,0,3,6,20,95,374,360,105,24,27,41,29,22,8,30,1144,3,21,17,178,275,496,1009,1221,633,947,1230,1220,434,262,272,8218,0,0,6,17,41,112,204,146
