region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
CED324,2185,1598,921,334,82,21,8296,62,540,774,628,444,158,27,11,2644,2798,7947,5659,3570,2402,985,379,107,23847,1363,2219,2072,1911,1467,744,295,83,10154,174,259,275,295,232,119,47,16,1417,1761,2895,2536,2487,1870,1131,595,189,13464,383,237,186,139,86,38,15,3,1087,2318,3391,2997,2921,2188,1288,657,208,15968,137,224,215,208,219,129,93,27,1252,1880,1738,1370,1246,1130,1004,1019,849,10236,8818,18954,15272,12082,8771,4642,2552,1306,72397
CED325,1049,895,536,187,54,8,3663,30,319,437,337,228,68,24,6,1449,1036,4262,3592,2250,1439,527,195,58,13359,646,1893,2138,1808,1229,520,176,43,8453,210,346,360,308,235,110,31,19,1619,2086,3788,3621,3095,2057,1031,393,94,16165,564,392,281,187,107,40,6,3,1580,2860,4526,4262,3590,2399,1181,430,116,19364,93,228,254,216,196,129,61,16,1193,2082,2020,1953,1595,1214,946,733,428,10971,6789,14140,13685,10691,7241,3558,1673,675,58452
CED326,581,444,330,136,50,14,2024,30,265,406,327,248,78,30,6,1390,624,3086,2931,1883,1376,672,289,95,10956,604,1663,2235,1824,1420,752,297,76,8871,197,326,400,312,321,145,83,31,1815,2181,3926,4165,3770,2898,1727,841,252,19760,495,387,253,187,143,53,8,0,1526,2873,4639,4818,4269,3362,1925,932,283,23101,103,167,259,270,238,196,105,47,1385,1457,1132,1423,1331,1310,1337,1336,820,10146,5700,11412,12653,10348,8284,5096,3039,1341,57873
CED327,796,518,332,98,29,0,3082,46,295,302,268,206,51,10,3,1181,1183,4635,3158,1982,1278,461,98,35,12830,881,2188,2124,1783,1302,450,96,28,8852,258,463,477,411,320,103,31,9,2072,2826,4838,4306,3969,2969,1334,386,99,20727,762,555,382,247,132,43,5,3,2129,3846,5856,5165,4627,3421,1480,422,111,24928,130,262,257,262,243,134,53,13,1354,2587,1903,1916,1705,1634,1127,694,371,11937,8732,16389,13718,11145,8416,3801,1402,561,64164
CED328,2845,2678,2034,944,311,58,11699,93,664,1012,975,710,233,63,13,3763,3690,8205,6906,5218,3793,1858,717,186,30573,1060,1649,2291,2298,1851,1078,479,121,10827,178,207,260,274,291,173,73,29,1485,1792,2242,2138,2050,1477,837,422,130,11088,435,170,129,129,89,43,17,3,1015,2405,2619,2527,2453,1857,1053,512,162,13588,133,169,188,220,224,153,120,32,1239,1595,1111,905,938,869,725,806,761,7710,9184,17038,16674,14780,11338,6044,3008,1333,79399
CED329,280,341,400,208,55,9,1415,9,115,293,335,320,148,25,5,1250,238,1345,1974,1895,1644,954,318,71,8439,248,802,1617,1999,1796,1068,344,73,7947,183,231,342,359,357,224,50,23,1769,1792,3017,3892,4481,3920,2308,867,194,20471,659,357,263,274,168,73,17,7,1818,2634,3605,4497,5114,4445,2605,934,224,24058,66,122,198,323,355,283,153,44,1544,1367,1038,1362,1629,1742,1958,1624,1002,11722,4566,7145,10221,11636,10702,7224,3453,1428,56375
CED330,397,436,386,188,41,3,1664,15,126,306,282,228,76,10,3,1046,485,1902,2258,1776,1364,637,186,43,8651,377,1084,2013,1907,1428,674,198,43,7724,153,225,423,384,289,155,26,7,1662,1995,3442,5045,4816,3422,1692,479,82,20973,412,301,272,210,114,37,14,0,1360,2560,3968,5740,5410,3825,1884,519,89,23995,78,134,223,261,261,177,79,24,1237,1525,1025,1440,1579,1453,1234,848,409,9513,5054,8438,12377,11651,8945,4870,1881,614,53830
CED394,39,40,45,10,4,0,239,5,23,18,23,27,9,3,0,108,159,415,171,118,159,70,12,0,1104,52,124,114,137,204,76,12,3,722,18,31,24,27,48,20,3,3,174,190,332,270,303,502,265,52,0,1914,48,28,9,20,25,7,3,0,140,256,391,303,350,575,292,58,3,2228,7,31,22,30,35,28,7,6,166,340,374,348,324,377,225,71,14,2073,830,1448,1015,1022,1422,710,167,26,6640
CED397,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,6,7,3,0,0,0,27,0,8,5,9,4,0,0,0,26,0,0,3,0,3,0,3,0,9,15,20,9,20,9,7,8,0,88,3,0,3,0,3,0,0,0,9,18,20,15,20,15,7,11,0,106,0,0,0,3,0,7,0,0,10,12,14,15,22,14,11,9,6,103,36,47,41,64,36,25,20,6,275
CED401,1989,1670,1344,563,173,38,8700,58,667,785,823,758,248,38,6,3383,2918,9158,5706,4081,3343,1288,457,189,27140,997,2144,2067,2048,1785,883,302,132,10358,172,282,353,323,345,126,52,23,1676,1529,2755,2347,2397,1670,826,549,262,12335,340,334,241,148,99,39,16,8,1225,2041,3371,2941,2868,2114,991,617,293,15236,151,228,235,231,196,141,89,53,1324,1999,1965,1465,1580,1434,1132,1359,1063,11997,8348,20272,15188,13301,10974,5246,3035,1774,78138
CED402,195,188,177,71,18,0,826,13,139,260,288,277,86,10,10,1083,402,2013,1751,1312,1151,541,176,47,7393,199,844,1395,1558,1560,669,221,57,6503,175,358,481,396,348,138,46,13,1955,2229,4068,4309,4305,3107,1563,611,179,20371,600,610,434,326,160,62,12,3,2207,3004,5036,5224,5027,3615,1763,669,195,24533,53,142,218,235,230,139,86,34,1137,1447,1132,1502,1580,1725,1695,1664,891,11636,5125,9476,10545,10188,8735,4964,2844,1234,53111
CED403,1346,1374,1079,518,177,39,5667,35,373,714,779,724,228,75,11,2939,1487,5043,4649,3740,3047,1476,659,224,20325,423,1323,2068,2387,2220,1215,594,281,10511,156,232,318,396,428,253,148,49,1980,1398,2486,2725,2971,2269,1476,1007,348,14680,323,257,205,176,138,65,30,9,1203,1877,2975,3248,3543,2835,1794,1185,406,17863,68,140,215,246,242,171,142,83,1307,1073,765,829,1022,1028,1054,1496,1215,8482,5033,11683,13069,13091,11175,6456,4328,2259,67094
CED404,187,170,158,67,12,0,790,10,148,210,260,274,72,13,0,987,508,2063,1566,1187,1028,455,133,38,6978,175,702,1227,1570,1331,594,181,44,5824,143,314,387,341,285,144,44,13,1671,2098,3853,4123,4446,3375,1989,854,166,20904,492,591,362,234,143,62,8,5,1897,2733,4758,4872,5021,3803,2195,906,184,24472,73,148,220,219,196,153,86,24,1119,1672,1414,1641,1854,1872,1893,1674,688,12708,5179,9421,9923,10281,8662,5429,3005,978,52878
CED405,1014,722,513,214,73,15,4077,35,418,512,569,449,157,60,13,2213,1617,5616,3792,2729,2065,868,400,150,17237,606,1779,2047,2142,1701,865,445,174,9759,190,284,352,339,334,198,96,42,1835,1821,3185,3120,3148,2523,1581,1058,381,16817,364,284,231,175,107,57,27,9,1254,2375,3753,3703,3662,2964,1836,1181,432,19906,93,195,228,210,239,170,105,47,1287,1240,1137,1018,1202,1203,1364,1815,1442,10421,6065,14325,12314,11236,9134,5474,4079,2273,64900
CED406,377,326,287,127,24,4,1463,19,190,301,356,307,114,23,6,1316,668,2675,2301,1736,1438,587,192,47,9644,373,1490,2075,2057,1679,713,255,59,8701,228,427,529,440,416,189,75,15,2319,2495,5260,4999,4691,3946,1999,867,225,24482,621,644,376,297,180,70,16,6,2210,3344,6331,5904,5428,4542,2258,958,246,29011,114,205,253,248,248,194,83,29,1374,1388,1048,1189,1311,1416,1330,1270,741,9693,5921,12242,12400,11462,9917,5323,2805,1132,61202
CED407,450,353,261,100,23,4,1755,24,257,312,318,260,84,21,3,1279,814,3068,2308,1667,1233,534,197,31,9852,472,1432,2009,1964,1606,680,210,46,8419,212,352,418,376,359,182,60,25,1984,2041,3899,4147,3898,3227,2030,871,181,20294,486,399,319,198,122,52,15,0,1591,2739,4650,4884,4472,3708,2264,946,206,23869,78,171,204,230,203,146,83,23,1138,1318,1090,1212,1166,1166,1231,1175,685,9043,5485,11192,11379,10170,8437,5039,2655,998,55355
CED408,776,854,828,400,98,28,3295,17,195,521,601,655,233,29,6,2257,633,2371,3368,2982,2758,1296,427,124,13959,315,1034,2071,2536,2542,1388,458,111,10455,164,285,433,450,506,275,115,27,2255,1785,3143,4004,4489,3452,1961,882,208,19924,394,367,265,259,178,83,24,7,1577,2343,3795,4702,5198,4136,2319,1021,242,23756,70,138,209,274,286,209,129,36,1351,972,677,883,1143,1316,1359,1240,658,8248,4369,8502,12530,13588,12521,7204,3402,1205,63321
CED409,712,445,260,81,20,0,2609,16,304,360,332,248,56,12,0,1328,1030,4503,2929,1780,1127,350,133,25,11877,584,1868,2066,1811,1182,389,147,49,8096,218,417,435,365,251,95,35,9,1825,2294,4488,4290,4111,2787,1327,777,241,20315,540,541,300,234,138,32,16,3,1804,3052,5446,5025,4710,3176,1454,828,253,23944,107,251,254,274,196,113,58,21,1274,1940,1689,1767,1828,1673,1445,1482,940,12764,6781,15100,13113,11180,7862,3888,2680,1288,61892
CED410,1402,1266,949,468,185,45,5878,36,408,627,674,586,227,62,10,2630,1738,5942,4870,3618,2768,1439,648,223,21246,621,1459,2131,2094,1866,1211,550,203,10135,140,262,357,358,351,244,109,43,1864,1390,2309,2813,2747,2029,1418,880,245,13831,266,269,178,163,100,55,34,6,1071,1796,2840,3348,3268,2480,1717,1023,294,16766,86,166,232,212,217,196,135,48,1292,1187,840,980,1064,1107,1402,1601,1012,9193,5553,13129,13590,12196,9973,6660,4204,1835,67140
CED411,245,190,138,57,23,0,872,19,133,190,236,188,53,14,0,833,517,1696,1473,1146,913,372,140,39,6296,348,1201,1580,1721,1185,514,191,43,6783,294,440,473,431,259,135,52,13,2097,2649,4881,4460,4138,2836,1554,805,175,21498,758,709,385,263,125,45,9,3,2297,3701,6030,5318,4832,3220,1734,866,191,25892,110,188,214,223,196,110,79,28,1148,1997,1380,1565,1633,1533,1397,1502,705,11712,6707,10832,10585,9981,7373,4237,2815,1006,53536
CED494,14,11,6,6,0,0,66,0,11,3,0,10,0,0,0,24,24,106,53,23,23,11,0,0,240,12,37,31,36,22,10,0,0,148,14,11,15,10,4,4,0,0,58,48,97,60,74,79,36,3,0,397,13,12,8,6,10,0,0,0,49,75,120,83,90,93,40,3,0,504,4,8,3,6,9,0,3,4,37,57,93,90,113,82,55,64,63,617,172,404,277,279,245,122,70,67,1636
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,6
CED501,324,298,158,83,20,3,1145,26,227,321,262,157,42,16,3,1054,568,2430,2204,1447,826,431,174,39,8119,623,1726,2317,1972,1151,582,250,61,8682,252,376,459,401,280,160,67,12,2007,3473,5512,5556,4977,2994,1852,826,170,25360,707,500,306,234,138,49,17,5,1956,4432,6388,6321,5612,3412,2061,910,187,29323,182,326,426,449,404,353,184,60,2384,2184,1890,2102,1716,1372,1274,1352,590,12480,8023,13238,14015,11756,7480,4826,2906,943,63187
CED502,340,286,243,114,33,8,1337,24,190,296,291,221,102,22,6,1152,518,2118,1991,1550,1205,678,242,37,8339,583,1432,1677,1765,1532,929,346,57,8321,226,337,407,407,361,234,79,15,2066,3117,4560,4457,4696,3747,2307,1010,183,24077,519,353,278,211,163,61,27,0,1612,3862,5250,5142,5314,4271,2602,1116,198,27755,142,302,376,407,524,430,216,61,2458,1610,1421,1592,1577,1585,1440,1384,605,11214,6752,11013,11414,11190,9581,6295,3359,972,60576
CED503,578,398,250,80,23,0,1746,39,356,442,339,194,45,12,0,1427,1065,3782,3242,2090,1277,415,151,41,12063,745,1825,2294,2064,1510,553,205,50,9246,189,316,473,425,335,127,62,18,1945,2634,4171,4434,4300,2935,1421,661,231,20787,351,331,248,228,132,45,12,3,1350,3174,4818,5155,4953,3402,1593,735,252,24082,161,310,419,468,441,270,123,44,2236,1243,986,1152,1069,920,718,693,320,7101,6451,12470,13282,11381,7994,3674,1942,707,57901
CED504,2559,2519,1809,845,321,73,10455,80,756,1052,1037,690,274,81,24,3994,2685,8388,7257,6058,4235,2119,963,303,32008,648,1582,1870,2251,2001,1374,694,231,10651,97,176,224,290,258,182,110,44,1381,1198,1884,1438,1592,1109,713,442,162,8538,176,130,112,92,72,63,29,15,689,1471,2190,1774,1974,1439,958,581,221,10608,113,284,316,388,403,430,269,152,2355,1454,1939,1291,1157,1198,934,986,805,9764,6581,17338,16119,15384,11775,6934,3895,1809,79835
CED505,431,354,234,56,8,0,1523,37,414,411,335,229,52,6,0,1484,780,3856,3042,1732,1079,343,93,22,10947,463,1728,2134,1983,1308,408,127,23,8174,226,421,442,383,270,92,38,3,1875,3095,6963,6395,5506,3312,1190,377,63,26901,721,650,404,278,160,40,10,4,2267,4042,8034,7241,6167,3742,1322,425,70,31043,181,359,442,472,419,236,105,23,2237,3860,5443,4890,4066,2582,1284,794,272,23191,9389,20248,18591,15109,9593,3701,1558,410,78599
