region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
CED111,318,357,414,184,71,14,1498,8,107,266,338,395,123,32,7,1276,332,1521,2077,1973,1987,868,354,84,9196,267,810,1447,1837,1764,952,363,85,7525,179,241,332,463,523,259,103,36,2136,1610,2965,3773,4982,4022,2304,1053,318,21027,402,355,313,372,233,93,29,6,1803,2191,3561,4418,5817,4778,2656,1185,360,24966,61,124,211,359,408,306,137,49,1655,1475,999,1256,1564,1702,1840,1769,1069,11674,4342,7254,9993,12245,11448,6929,3911,1668,57790
CED112,1394,1322,1020,377,85,23,5807,63,431,474,569,497,125,28,6,2193,1679,4557,3918,2903,1995,873,326,93,16344,878,1805,2459,2271,1684,771,356,120,10344,158,269,402,535,487,264,111,45,2271,2124,3835,4114,4239,2933,1737,957,335,20274,323,326,278,251,195,95,31,6,1505,2605,4430,4794,5025,3615,2096,1099,386,24050,119,178,244,378,380,234,140,55,1728,1557,1139,1147,1349,1331,1291,1625,853,10292,7055,13972,14430,13817,10522,5767,3659,1536,70758
CED113,361,396,367,151,47,8,1549,8,142,208,325,284,102,37,5,1111,493,2063,2117,1654,1360,593,269,83,8632,457,1378,2063,1742,1391,746,386,94,8257,212,321,419,470,480,264,113,41,2320,2072,4166,4593,4457,3108,1916,1075,338,21725,410,385,343,300,204,67,32,6,1747,2694,4872,5355,5227,3792,2247,1220,385,25792,91,164,240,347,314,212,118,73,1559,1524,956,1324,1517,1538,1724,1819,1116,11518,5274,9787,11668,11208,9046,5775,3896,1764,58418
CED114,793,756,711,358,93,15,3153,13,274,457,569,601,219,44,7,2184,353,2115,2544,2388,2186,1166,411,126,11289,322,1097,1811,1971,1843,1005,407,124,8580,123,218,362,436,493,273,99,37,2041,1648,3257,4016,4543,3601,2069,931,238,20303,337,287,324,294,212,71,23,11,1559,2108,3762,4702,5273,4306,2413,1053,286,23903,84,119,228,363,389,256,126,50,1615,1428,1115,1417,1687,1827,1756,1480,756,11466,4319,8898,11952,13007,11863,7173,3614,1364,62190
CED115,298,324,240,96,23,10,1289,17,203,346,381,312,92,14,4,1369,466,2227,2042,1653,1332,565,189,60,8534,342,1051,1346,1544,1282,687,286,60,6598,148,198,312,364,328,158,57,16,1581,2192,3547,3843,4202,3186,1742,803,154,19669,422,368,292,285,211,47,22,6,1653,2762,4113,4447,4851,3725,1947,882,176,22903,80,113,176,312,312,210,95,39,1337,1523,1003,1252,1636,1822,1987,2002,1111,12336,5197,9001,9907,10701,9025,5584,3491,1460,54366
CED116,269,191,140,35,10,3,1147,28,114,86,98,60,9,3,0,398,1194,3104,1918,1268,885,253,73,17,8712,1083,2073,1728,1313,701,239,77,13,7227,179,315,385,382,180,65,30,7,1543,1639,2722,2686,2633,1719,816,351,56,12622,296,403,321,241,115,34,6,3,1419,2114,3440,3392,3256,2014,915,387,66,15584,188,358,385,444,313,166,61,18,1933,2192,1671,1843,2042,1550,1256,953,433,11940,6875,11183,9621,8612,5663,2873,1564,550,46941
CED117,391,495,534,274,83,14,2008,37,196,258,407,504,135,47,8,1592,368,1530,2057,2003,1899,998,364,98,9317,363,968,1802,1977,1798,1137,463,112,8620,168,215,325,486,484,347,139,36,2200,1885,3457,4000,4579,3704,2685,1419,358,22087,350,276,329,333,213,120,34,9,1664,2403,3948,4654,5398,4401,3152,1592,403,25951,89,115,193,390,391,319,179,53,1729,1538,1018,1217,1621,1620,1886,1906,871,11677,4813,7977,10572,12291,11147,7901,4634,1559,60894
CED118,3367,2335,1355,333,72,18,11008,59,829,1093,833,503,101,14,3,3435,2375,10560,8080,4301,2314,677,224,64,28595,1153,3077,3174,2141,1177,394,161,58,11335,118,324,419,388,261,103,52,24,1689,1083,2647,2626,2098,1326,718,370,107,10975,168,293,273,174,89,27,7,3,1034,1369,3264,3318,2660,1676,848,429,134,13698,134,378,418,485,362,193,108,52,2130,1534,2347,1994,1605,1354,1118,1179,795,11926,6798,23809,21444,14360,8741,3664,2187,1124,82127
CED119,1770,1127,569,169,35,3,6170,27,431,518,337,180,38,12,3,1546,1322,6346,5199,3048,1746,564,145,20,18390,1008,2970,3105,2026,1247,460,143,27,10986,144,344,478,447,352,153,51,15,1984,1840,4149,4177,3237,2210,1055,479,93,17240,274,368,330,274,168,51,12,3,1480,2258,4861,4985,3958,2730,1259,542,111,20704,185,479,568,540,467,200,101,26,2566,1527,1543,1388,1280,1106,920,828,389,8981,6465,18989,17533,12316,8045,3610,1806,579,69343
CED120,946,909,530,165,20,3,3458,36,305,367,394,322,70,13,3,1510,1332,4042,3613,2887,1788,447,157,31,14297,967,2208,2861,2556,1637,588,189,39,11045,193,276,500,626,605,236,77,27,2540,2112,3778,4195,4084,2951,1752,766,179,19817,264,296,291,317,221,70,7,8,1474,2569,4350,4986,5027,3777,2058,850,214,23831,143,307,421,568,573,321,162,40,2535,1284,1163,1141,1218,1181,953,850,427,8217,6418,13173,14335,13559,9808,4602,2241,757,64893
CED121,467,551,604,267,63,8,2198,15,154,346,409,434,147,27,4,1536,357,1624,2317,1997,1831,916,284,72,9398,369,1041,1761,1810,1672,860,292,76,7881,164,225,438,495,479,232,86,21,2140,2114,3564,4596,4494,3368,1860,713,155,20864,324,316,329,305,218,88,21,7,1608,2602,4105,5363,5294,4065,2180,820,183,24612,87,139,261,378,370,241,107,38,1621,1502,1089,1487,1611,1694,1778,1537,678,11376,4953,8369,12002,12050,10670,6389,3130,1059,58622
CED122,292,285,223,89,14,6,1092,6,133,224,251,194,55,15,0,878,440,1983,1687,1267,1112,479,160,43,7171,405,1204,1599,1441,1124,486,151,41,6451,162,305,364,428,335,159,59,23,1835,2818,5346,5154,4695,3142,1444,588,120,23307,426,428,353,303,187,54,16,3,1770,3406,6079,5871,5426,3664,1657,663,146,26912,85,141,196,282,261,156,72,27,1220,1686,1370,1598,1617,1719,1397,1291,525,11203,6036,11085,11467,10569,8297,4319,2366,788,54927
CED123,2847,1802,1000,400,117,29,10260,48,636,609,453,300,86,41,8,2181,3070,9730,6413,3800,2162,826,336,135,26472,973,2777,2913,2016,1378,616,354,124,11151,143,304,399,435,312,182,80,38,1893,1222,2941,2718,2524,1751,1162,674,211,13203,174,226,213,181,106,59,21,5,985,1539,3471,3330,3140,2169,1403,775,254,16081,221,426,400,492,472,355,189,79,2634,2604,2897,2331,1914,1780,1615,1358,683,15182,8751,23706,18843,13617,9261,5301,3170,1312,83961
CED124,524,462,300,92,19,9,2049,26,239,240,235,224,68,10,0,1042,821,2989,2230,1596,1109,358,138,25,9266,760,2049,2086,1560,1209,459,145,38,8306,208,378,431,417,400,156,57,16,2063,2772,5367,4581,4023,2966,1346,464,118,21637,454,492,356,309,178,46,6,6,1847,3434,6237,5368,4749,3544,1548,527,140,25547,181,349,384,486,495,264,120,49,2328,1918,1542,1463,1512,1460,1203,902,457,10457,7229,13959,12295,10600,8341,3992,1861,718,58995
CED125,265,301,347,179,63,8,1306,10,87,248,332,374,144,38,6,1239,245,1225,1801,1674,1668,926,391,108,8038,208,795,1493,1768,1700,1146,525,107,7742,157,224,321,496,496,355,142,48,2239,1598,2801,3767,4551,3673,2550,1305,310,20555,346,325,304,326,233,110,37,4,1685,2101,3350,4392,5373,4402,3015,1484,362,24479,58,111,193,350,416,330,186,61,1705,1176,597,947,1368,1674,1936,2114,1207,11019,3802,6304,9339,11166,10581,7676,4801,1859,55528
CED126,501,454,350,105,17,3,1943,40,219,252,270,194,64,13,6,1058,806,2774,2453,1514,1138,426,134,21,9266,735,1919,2138,1736,1196,451,160,43,8378,200,344,454,453,416,164,38,13,2082,2455,4569,4640,3956,3023,1260,473,122,20498,379,415,315,255,191,55,14,3,1627,3034,5328,5409,4664,3630,1479,525,138,24207,157,333,389,458,441,223,108,45,2154,1688,1141,1334,1361,1311,997,669,251,8752,6525,12162,12476,10457,8260,3745,1626,507,55758
CED127,1468,1297,898,462,137,35,5044,20,278,581,569,471,182,64,17,2182,1059,3931,5474,4157,2929,1524,590,201,19865,727,2041,3355,2918,2263,1483,666,247,13700,126,241,461,601,602,419,173,73,2696,1318,2875,3517,3363,2390,1727,850,302,16342,147,205,249,268,166,110,34,13,1192,1591,3321,4227,4232,3158,2256,1057,388,20230,67,198,329,434,394,323,211,73,2029,1025,882,1230,1292,1330,1263,1340,1329,9691,4531,11356,16664,14899,11443,7493,4065,2290,72741
CED128,863,1073,1055,428,127,20,4034,17,207,456,659,670,201,41,8,2259,687,2543,3413,3173,2613,1144,400,115,14088,598,1382,2357,2435,2095,1093,447,117,10524,192,247,411,540,522,290,127,24,2353,2445,3893,4348,4391,3086,1625,680,204,20672,347,331,301,279,206,85,18,9,1576,2984,4471,5060,5210,3814,2000,825,237,24601,125,225,334,518,604,441,200,101,2548,1386,775,1195,1397,1395,1163,942,577,8830,5855,10013,13678,14465,12246,6470,2982,1175,66884
CED129,441,400,265,62,18,3,1944,36,165,156,172,106,28,7,0,670,1270,3427,2284,1732,1241,339,85,19,10397,999,2100,2015,1683,958,337,93,16,8201,195,317,471,492,307,111,28,3,1924,1979,3267,3253,3462,2445,1196,431,84,16117,243,376,281,275,164,34,9,0,1382,2417,3960,4005,4229,2916,1341,468,87,19423,203,367,430,573,405,203,77,16,2274,1613,1119,1284,1396,1297,1151,883,306,9049,6643,11788,10615,10185,7188,3461,1631,447,51958
CED130,2009,1779,973,320,95,15,6528,38,342,557,527,438,117,23,8,2050,1624,5052,6071,4360,2925,1108,320,112,21572,794,1912,3229,2691,1936,992,317,125,11996,128,219,473,516,526,301,99,22,2284,1346,2206,3290,2843,2150,1504,580,145,14064,179,167,273,228,222,85,35,8,1197,1653,2592,4036,3587,2898,1890,714,175,17545,139,268,453,566,588,389,178,72,2653,924,615,820,807,818,726,673,647,6030,5261,12029,17175,14317,10576,5542,2320,1154,68374
CED131,483,579,538,297,77,23,2321,23,218,351,371,388,116,27,6,1500,537,2175,2158,1869,1809,792,299,122,9761,345,956,1560,1720,1420,838,322,78,7239,207,250,369,463,444,250,86,27,2096,2225,3721,3864,4326,3319,1750,675,148,20028,493,393,378,305,228,98,23,8,1926,2925,4364,4611,5094,3991,2098,784,183,24050,104,125,189,367,405,295,119,41,1645,1777,1152,1436,1636,1759,1890,1726,810,12186,5724,9301,10788,11636,10310,6326,3354,1263,58702
CED132,1040,867,642,286,97,24,3977,23,306,418,441,388,124,29,4,1733,1482,5445,3609,2507,1801,741,309,83,15977,689,1752,1908,1719,1367,591,338,78,8442,162,243,318,369,358,185,113,22,1770,2225,4118,3371,3578,2482,1441,836,267,18318,426,362,243,217,142,55,17,7,1469,2813,4723,3932,4164,2982,1681,966,296,21557,91,173,156,251,266,174,90,46,1247,1462,1321,1204,1441,1299,1384,1472,973,10556,6613,14688,12267,11390,8745,4981,3301,1504,63489
CED133,4143,2933,2115,937,307,73,14689,44,897,1007,743,628,264,91,17,3691,2460,12015,9387,6153,4198,2106,920,337,37576,723,2543,2742,2341,2015,1192,619,254,12429,87,233,296,357,399,230,124,90,1816,697,1647,1503,1344,1049,646,382,195,7463,96,134,152,142,120,64,36,21,765,880,2014,1951,1843,1568,940,542,306,10044,102,383,408,443,465,407,269,122,2599,1285,1944,1515,1184,1094,919,886,727,9554,5691,23780,21153,15640,12083,6765,3634,1836,90582
CED134,286,362,417,202,54,10,1467,13,145,248,371,427,139,29,6,1378,344,1664,2035,1938,1936,761,355,94,9127,239,779,1325,1616,1574,905,413,106,6957,154,250,305,448,491,215,98,45,2006,1779,3120,3524,4483,3594,1950,977,242,19669,461,368,315,324,238,80,29,10,1825,2394,3738,4144,5255,4323,2245,1104,297,23500,71,126,203,373,435,254,169,58,1689,1320,908,1137,1447,1576,1656,1735,917,10696,4384,7493,9378,11362,10688,6162,3859,1488,54814
CED135,287,281,244,87,34,7,1170,15,179,281,299,266,70,18,5,1133,534,2523,2177,1566,1285,538,188,69,8880,258,974,1585,1628,1172,640,257,52,6566,175,250,422,437,377,175,62,24,1922,2278,3993,4225,4328,2971,1613,636,144,20188,450,447,364,311,209,77,17,3,1878,2903,4690,5011,5076,3557,1865,715,171,23988,97,154,204,344,379,202,97,45,1522,2146,1497,1904,2012,2036,2121,1673,633,14022,5972,10228,11449,11206,8939,5523,2982,982,57281
CED136,2634,1369,667,230,50,10,10870,45,612,484,341,219,70,31,4,1806,2131,9980,5431,3436,1928,809,320,55,24090,1552,3585,2783,1990,1244,636,259,75,12124,159,325,432,396,327,171,79,21,1910,1488,3123,2815,2413,1649,999,555,193,13235,214,332,279,234,120,58,24,3,1264,1861,3780,3526,3043,2096,1228,658,217,16409,219,687,532,512,451,278,175,63,2917,2423,3095,2025,1806,1417,1161,1202,746,13875,8549,27331,17415,12497,8022,4412,2695,1170,82091
CED137,301,385,393,186,52,9,1472,6,92,230,290,295,121,26,4,1064,349,1416,1724,1501,1582,926,313,64,7875,303,959,1569,1747,1673,1051,432,108,7842,135,201,315,378,477,375,140,39,2060,1823,3497,4217,4475,3480,2608,1222,287,21609,309,338,319,297,206,105,33,3,1610,2267,4036,4851,5150,4163,3088,1395,329,25279,60,118,173,331,382,298,150,44,1556,1253,758,1120,1384,1564,1929,1761,940,10709,4246,7517,9968,10788,10052,7599,4129,1498,55797
CED138,2698,1659,987,336,89,26,10638,58,631,618,443,361,113,28,0,2252,2550,10823,6498,4000,2476,928,385,118,27778,1639,3540,2931,2187,1433,628,264,96,12718,136,279,416,403,327,183,65,43,1852,1279,2454,2290,2199,1526,876,531,167,11322,203,256,228,242,100,57,18,6,1110,1618,2989,2934,2844,1953,1116,614,216,14284,238,564,509,572,455,242,183,83,2846,2714,3757,2434,2043,1403,1095,1003,584,15033,9100,26864,18622,13748,9068,4458,2566,1123,85549
CED139,478,597,634,247,80,9,2273,12,155,395,508,506,116,39,8,1739,366,2080,3223,2724,2335,1001,321,104,12154,357,1062,1947,2270,1916,963,424,110,9049,123,252,346,435,443,210,100,28,1937,1357,2924,3892,4649,3442,1961,1119,329,19673,298,289,234,270,240,78,31,7,1447,1778,3465,4472,5354,4125,2249,1250,364,23057,73,139,227,414,433,254,158,51,1749,1252,887,1209,1624,1721,1651,1822,984,11150,3853,8001,11951,13491,11670,6481,4094,1630,61171
CED140,443,420,323,127,44,4,1660,11,186,290,329,265,83,25,0,1189,648,2713,2465,1634,1281,540,208,64,9553,321,1074,1466,1566,1202,563,241,82,6515,198,282,363,433,362,155,60,20,1873,2733,4346,4132,4247,2848,1316,557,142,20321,480,441,347,323,169,61,20,3,1844,3411,5069,4842,5003,3379,1532,637,165,24038,80,156,232,320,346,168,112,41,1455,1840,1415,1534,1711,1660,1674,1485,692,12011,6334,10889,11272,10983,8456,4687,2752,1048,56421
CED141,624,643,559,280,103,21,2578,21,185,344,398,389,145,50,9,1541,542,2473,2749,2274,1861,971,498,134,11502,486,1332,2231,2160,1664,1037,537,135,9582,181,222,415,511,524,363,124,37,2377,1939,3391,3860,4380,3113,2018,1134,381,20216,328,296,282,267,234,89,42,15,1553,2448,3909,4557,5158,3871,2470,1300,433,24146,107,145,252,346,367,253,190,77,1737,1353,968,1261,1632,1646,1841,2040,1427,12168,4974,9343,12018,12611,10357,6997,4718,2236,63254
CED142,374,486,376,162,56,10,1716,4,140,261,302,313,107,37,3,1167,459,2111,2305,1763,1442,725,232,65,9102,417,1065,1729,1751,1430,785,384,76,7637,165,223,356,443,435,280,131,28,2061,1915,3492,3976,4298,3352,2399,1316,319,21067,327,298,270,243,185,75,21,4,1423,2407,4013,4602,4984,3972,2754,1468,351,24551,84,115,173,306,292,237,107,41,1355,1210,686,1066,1283,1347,1670,1846,795,9903,4591,8372,10510,10875,9172,6440,4130,1341,55431
CED143,4391,2513,1868,723,150,18,17099,92,1225,1035,674,577,157,27,3,3790,4666,20115,9197,4335,2873,1118,355,69,42728,1824,4616,3131,1874,1381,654,242,39,13761,124,364,378,305,256,107,39,9,1582,1299,3046,2126,1549,1053,560,252,56,9941,184,312,212,136,103,37,10,3,997,1607,3722,2716,1990,1412,704,301,68,12520,250,683,525,436,333,238,116,29,2610,4230,6598,3311,2351,1925,1392,915,393,21115,13170,43894,24306,14173,10369,4986,2106,619,113623
CED144,387,450,406,235,96,8,1827,20,165,208,272,281,105,40,3,1094,415,1559,1803,1514,1364,750,336,86,7827,514,1175,1796,1681,1403,810,347,82,7808,194,257,445,481,404,254,121,19,2175,2171,4027,4198,4440,3025,1867,1013,201,20942,361,366,291,287,140,82,24,4,1555,2726,4650,4934,5208,3569,2203,1158,224,24672,93,142,223,315,294,287,117,35,1506,1312,827,1113,1400,1625,1665,1623,690,10255,5093,8750,10464,10840,8942,6055,3717,1128,54989
CED145,3275,2351,1423,751,237,68,10470,33,622,930,699,548,223,66,21,3142,1594,9282,8969,5823,3477,1787,807,276,32015,693,2662,3294,2655,2042,1361,654,224,13585,109,240,403,434,422,279,146,79,2112,852,2368,2267,2033,1384,952,570,225,10651,129,161,229,183,162,80,41,6,991,1090,2769,2899,2650,1968,1311,757,310,13754,88,313,353,375,425,362,228,97,2241,1208,2022,1762,1467,1324,1192,1014,838,10827,4798,19943,21482,16020,11207,6987,3763,1834,86034
CED146,1564,961,508,160,52,13,6136,49,333,314,225,162,62,20,3,1168,1875,6506,3835,2971,1647,612,242,65,17753,1409,3009,2433,1851,930,374,202,65,10273,159,318,416,436,241,111,66,18,1765,1397,2764,2671,2277,1405,924,540,174,12152,219,314,266,245,105,31,11,6,1197,1775,3396,3353,2958,1751,1066,617,198,15114,252,519,551,573,385,218,161,59,2718,2353,2310,1957,1926,1551,1377,1348,866,13688,7877,18787,14007,11465,6934,3869,2642,1269,66850
CED147,3757,2567,1859,882,271,82,13392,35,889,954,701,542,206,67,22,3416,2489,15121,9670,5651,3978,1873,875,314,39971,714,3380,3002,2188,1631,1019,472,187,12593,90,313,327,291,293,188,84,43,1629,819,2351,1755,1366,1173,786,451,214,8915,109,195,152,120,87,42,14,11,730,1018,2859,2234,1777,1553,1016,549,268,11274,138,483,420,472,440,388,261,154,2756,2209,4866,3248,2352,2006,1644,1318,1068,18711,6737,31438,23285,15708,12009,7028,3813,2095,102113
CED148,862,656,305,74,12,4,2821,26,206,206,191,150,31,5,0,815,1013,3522,2903,2143,1170,287,90,13,11141,852,2221,2356,1738,988,293,89,15,8552,188,390,459,458,297,107,29,0,1928,2138,3814,3865,3750,2465,1025,316,84,17457,338,410,369,288,160,37,11,4,1617,2664,4614,4693,4496,2922,1169,356,88,21002,228,382,530,545,463,176,73,25,2422,2121,1616,1582,1675,1490,1064,824,459,10831,6995,13378,13132,11444,7488,3094,1449,604,57584
CED194,78,31,40,15,3,0,344,3,35,16,32,20,7,0,0,113,182,540,226,133,139,51,11,0,1282,70,153,131,113,120,49,10,0,646,26,41,33,37,34,18,0,3,192,169,343,269,271,211,161,19,6,1449,63,36,24,19,13,8,0,0,163,258,420,326,327,258,187,19,9,1804,15,45,27,27,32,13,4,6,169,366,584,611,607,409,241,90,58,2966,910,1938,1415,1270,1018,563,137,73,7324
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,0,0,9,0,0,0,0,0,3,0,0,3,3,3,3,3,6,3,3,0,24,0,0,0,0,3,0,0,0,3,3,3,3,3,9,6,3,0,30,0,0,0,0,0,0,3,0,3,0,0,0,3,3,5,10,0,21,3,3,3,9,15,17,16,0,66
CED201,1043,954,558,172,54,13,3719,34,364,517,529,375,133,28,10,1990,1401,4360,4021,3124,2070,759,225,73,16033,824,1715,2327,2328,1799,850,330,106,10279,178,209,327,382,328,157,65,24,1670,1702,2715,3267,3515,2561,1459,643,163,16025,216,200,174,202,125,50,19,4,990,2096,3124,3768,4099,3014,1666,727,191,18685,60,126,212,263,219,159,94,37,1170,994,574,801,944,1023,1045,906,584,6871,5446,11151,12689,12241,9058,4784,2364,1014,58747
CED202,620,734,545,240,59,10,2673,37,458,664,676,587,199,46,0,2667,806,3200,2952,2258,1890,815,271,61,12253,495,1454,1893,1903,1658,836,340,89,8668,188,262,294,288,253,110,56,19,1470,2460,3875,4074,3956,2798,1513,618,170,19464,410,379,279,240,157,53,11,3,1532,3058,4516,4647,4484,3208,1676,685,192,22466,77,106,173,219,240,177,113,28,1133,1612,937,1186,1440,1656,1625,1604,847,10907,6122,11099,12135,11714,9784,5568,3118,1227,60767
CED203,2103,1232,622,143,35,6,6980,61,967,1229,851,446,75,23,3,3655,1894,8391,6002,2798,1311,332,117,50,20895,1071,2797,2290,1502,771,256,117,57,8861,127,268,316,290,138,56,28,19,1242,1358,2528,2467,2071,1288,709,492,193,11106,198,205,182,138,70,15,4,0,812,1683,3001,2965,2499,1496,780,524,212,13160,95,221,199,174,110,54,43,22,918,1663,2133,1707,1451,1281,1347,1384,754,11720,6650,20166,16495,10507,6037,2987,2243,1104,66189
CED204,482,551,540,251,50,9,2155,34,418,615,683,631,186,40,9,2616,718,2714,2611,2152,1853,933,305,72,11358,379,1043,1583,1723,1788,1003,379,131,8029,165,243,296,331,307,143,61,18,1564,2348,3765,4042,4377,3245,1781,783,188,20529,386,365,285,267,180,55,16,6,1560,2899,4373,4623,4975,3732,1979,860,212,23653,61,116,165,209,282,181,100,35,1149,1409,1013,1240,1418,1641,1841,1888,1098,11548,5518,9931,11319,11711,10467,6374,3622,1566,60508
CED205,1373,1074,642,328,84,15,5303,39,394,430,407,356,161,33,3,1823,1683,5372,3766,2741,1992,905,340,58,16857,1137,2583,2063,1777,1445,959,378,75,10417,119,220,314,312,264,170,60,10,1469,1276,2271,2363,2227,1919,1402,705,150,12313,196,205,195,164,117,59,23,4,963,1591,2696,2872,2703,2300,1631,788,164,14745,95,250,265,267,218,184,107,40,1426,1640,1547,1336,1326,1496,1518,1342,708,10913,6293,14521,12105,10295,8449,5686,3072,1063,61484
CED206,581,405,211,55,16,0,2135,40,354,369,290,200,51,17,0,1321,1164,3830,2688,1784,942,323,107,17,10855,1012,2514,2268,1879,1052,379,129,16,9249,231,380,452,354,240,86,20,7,1770,2565,4228,4234,4018,2318,1109,441,65,18978,428,447,346,230,112,34,9,0,1606,3224,5055,5032,4602,2670,1229,470,72,22354,115,252,284,249,180,103,37,7,1227,2601,1944,2022,1933,1676,1349,983,333,12841,8201,14771,13244,11142,6931,3489,1759,445,59982
CED207,532,456,417,152,42,4,1992,31,357,515,515,410,166,17,3,2014,882,3049,2682,2088,1657,723,226,67,11374,794,1948,2177,2034,1677,864,332,66,9892,173,282,384,399,348,169,79,22,1856,2439,4158,4564,4357,2932,1564,651,148,20813,300,315,196,212,133,52,12,4,1224,2912,4755,5144,4968,3413,1785,742,174,23893,61,129,194,239,259,165,73,34,1154,1134,719,896,1030,1092,1098,1157,833,7959,5844,11316,12140,11330,8925,4953,2589,1181,58278
CED208,2267,1772,943,455,167,40,9038,68,561,925,871,633,223,68,19,3368,3146,7717,6007,4425,2616,1153,696,197,25957,1896,2343,2242,2144,1529,1042,645,196,12037,106,125,228,291,245,153,114,47,1309,1126,1593,1827,1974,1312,945,835,262,9874,184,107,135,110,91,48,32,10,717,1416,1825,2190,2375,1648,1146,981,319,11900,106,193,189,253,199,182,156,51,1329,1823,1327,988,1045,917,1103,1473,1119,9795,8728,17087,14808,12885,8485,5304,4186,1941,73424
CED209,791,751,623,325,81,17,3109,38,364,655,682,618,257,62,17,2693,943,3568,3737,2782,2504,1197,470,131,15332,524,1455,2133,2228,2230,1312,601,169,10652,153,221,278,363,366,220,89,42,1732,2055,3663,4291,4249,3164,1771,895,257,20345,281,258,171,183,165,69,17,16,1160,2489,4142,4740,4795,3695,2060,1001,315,23237,62,126,190,232,254,210,120,46,1240,1147,748,1020,1263,1407,1442,1570,908,9505,5240,10887,13266,12733,11331,6803,3905,1603,65768
CED210,510,461,325,136,33,9,1921,27,342,439,393,332,105,21,8,1667,873,3232,2508,1854,1340,537,191,46,10581,546,1463,1870,1612,1368,649,282,64,7854,198,287,290,305,260,125,48,18,1531,2267,3809,3832,3609,2607,1470,812,197,18603,406,337,224,193,118,40,13,4,1335,2871,4433,4346,4107,2985,1635,873,219,21469,74,129,156,193,191,153,111,32,1039,1537,1240,1387,1505,1469,1584,1602,838,11162,5957,11257,11216,10125,8010,4799,3113,1216,55693
CED211,1466,991,641,297,97,23,5191,30,619,929,685,540,220,82,10,3115,1339,5938,5118,3117,1951,1004,483,119,19069,813,2020,2319,1906,1565,1112,580,152,10467,124,191,315,323,288,181,106,33,1561,1290,2469,2787,2495,1699,1349,859,263,13211,180,174,150,168,109,52,24,6,863,1594,2834,3252,2986,2096,1582,989,302,15635,66,164,167,183,194,172,148,57,1151,918,805,896,923,900,1164,1575,1147,8328,4841,13975,14147,10791,7887,5551,3954,1810,62956
