Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Hume;Bendick Murrell;54;35.06;5.06;100;LP;0;4
Hume;Berrima;187;34.76;3.03;351;LP;0;15
Hume;Bigga;51;28.49;6.39;128;LP;0;2
Hume;Binalong;100;33.56;0.57;198;LP;0;11
Hume;Binda;78;41.27;2.53;111;LP;0;0
Hume;Bookham;25;20.33;-7.94;98;LP;0;3
Hume;Boorowa;361;37.84;-1.56;593;LP;0;25
Hume;Bowning;78;33.62;-4.26;154;LP;0;4
Hume;Bowral;1114;32.44;3.80;2320;LP;0;113
Hume;Bowral South;730;34.75;-0.77;1371;LP;0;67
Hume;Bradfordville;842;49.91;-2.35;845;LP;0;54
Hume;Bribbaree;28;17.07;-0.62;136;LP;0;1
Hume;Bungonia;87;45.79;-1.02;103;LP;0;5
Hume;Buxton;399;48.36;-9.62;426;LP;0;46
Hume;Canyonleigh;42;35.59;-2.39;76;LP;0;2
Hume;Cawdor (Hume);72;19.78;-22.59;292;LP;0;13
Hume;Cobbitty (Hume);89;27.05;5.85;240;LP;0;20
Hume;Collector;53;32.92;2.29;108;LP;0;2
Hume;Colo Vale;346;45.29;0.81;418;LP;0;33
Hume;Crookwell;670;40.83;2.35;971;LP;0;32
Hume;Dalton;75;34.40;5.18;143;LP;0;7
Hume;Douglas Park;313;42.59;-0.12;422;LP;0;29
Hume;Frogmore;27;25.96;0.22;77;LP;0;2
Hume;Galong;32;25.00;-11.79;96;LP;0;5
Hume;Glenquarry;36;29.27;-0.81;87;LP;0;2
Hume;Goulburn;886;51.13;-3.94;847;LP;0;54
Hume;Goulburn East;344;48.73;-3.90;362;LP;0;20
Hume;Goulburn High;1095;45.62;-3.57;1305;LP;0;74
Hume;Goulburn North;805;52.55;-3.87;727;LP;0;81
Hume;Goulburn South;1249;50.94;-6.26;1203;LP;0;91
Hume;Goulburn West;775;44.36;-3.52;972;LP;0;45
Hume;Grabben Gullen;37;19.07;7.96;157;LP;0;7
Hume;Gundaroo;234;52.35;6.01;213;LP;0;8
Hume;Gunning;183;33.58;-0.66;362;LP;0;17
Hume;Harden;397;42.37;-7.47;540;LP;0;36
Hume;Hill Top;553;53.28;-1.26;485;LP;0;43
Hume;Jugiong;63;33.87;-4.76;123;LP;0;3
Hume;Kangaloon;39;29.77;-1.00;92;LP;0;5
Hume;Koorawatha;79;44.89;-5.71;97;LP;0;13
Hume;Laggan;59;22.69;7.25;201;LP;0;1
Hume;Maimuru;17;19.10;6.60;72;LP;0;1
Hume;Marulan;243;44.18;-4.02;307;LP;0;26
Hume;Menangle (Hume);95;29.60;-2.16;226;LP;0;8
Hume;Milvale;5;7.35;0.46;63;LP;0;3
Hume;Mittagong;1119;44.58;1.15;1391;LP;0;118
Hume;Mittagong South;297;34.82;0.50;556;LP;0;34
Hume;Monteagle;32;25.00;1.51;96;LP;0;3
Hume;Mount Hunter;178;30.43;1.94;407;LP;0;21
Hume;Murringo;48;28.07;-3.44;123;LP;0;5
Hume;Murrumbateman;480;43.80;4.04;616;LP;0;33
Hume;Murrumburrah;216;39.13;-2.31;336;LP;0;28
Hume;New Berrima;134;50.38;-2.26;132;LP;0;15
Hume;Oakdale;345;38.50;-4.42;551;LP;0;38
Hume;Orangeville;102;19.07;-5.59;433;LP;0;27
Hume;Picton;867;41.13;-5.14;1241;LP;0;81
Hume;Reids Flat;35;43.21;2.35;46;LP;0;2
Hume;Rugby;16;28.57;0.79;40;LP;0;0
Hume;Rye Park;35;24.48;-3.26;108;LP;0;4
Hume;Silverdale;151;30.44;-3.65;345;LP;0;17
Hume;Special Hospital Team 1;62;21.23;-28.68;230;LP;0;12
Hume;Special Hospital Team 2;58;51.79;;54;LP;0;1
Hume;Special Hospital Team 3;29;43.28;;38;LP;0;8
Hume;Special Hospital Team 4;75;46.87;;85;LP;0;7
Hume;Sutton (Hume);63;49.61;8.83;64;LP;0;0
Hume;Sydney (Hume);23;36.51;-7.24;40;LP;0;2
Hume;Tahmoor;1214;46.27;-1.11;1410;LP;0;147
Hume;Tallong;95;46.12;-5.17;111;LP;0;14
Hume;Tarago;102;35.17;-3.15;188;LP;0;10
Hume;Taralga;102;24.40;1.89;316;LP;0;13
Hume;The Oaks;569;35.99;-2.86;1012;LP;0;68
Hume;Thirlmere;937;46.76;-3.64;1067;LP;0;98
Hume;Tuena;32;39.02;11.88;50;LP;0;0
Hume;Warragamba;771;41.92;-6.89;1068;LP;0;116
Hume;Wee Jasper;25;33.78;4.71;49;LP;0;1
Hume;Welby;294;45.65;-3.51;350;LP;0;26
Hume;Wilton;272;39.02;-7.22;425;LP;0;22
Hume;Wombat;75;34.40;5.47;143;LP;0;6
Hume;Yanderra;158;51.13;-1.48;151;LP;0;7
Hume;Yass;1004;41.25;0.44;1430;LP;0;90
Hume;Yass North;450;43.90;-0.36;575;LP;0;42
Hume;Yerrinbool;243;47.93;-2.18;264;LP;0;19
Hume;Young;909;34.55;-8.04;1722;LP;0;121
Hume;Young North;639;35.74;-2.85;1149;LP;0;64
Hume;Young South;389;35.36;-2.47;711;LP;0;46
Hume;ABSENT;2046;37.17;;3458;LP;0;223
Hume;POSTAL;938;30.88;;2100;LP;0;44
Hume;PRE POLL;1684;39.10;;2623;LP;0;100
Hume;PROVISIONAL;190;46.68;;217;LP;0;23
Hunter;Aberdare;787;72.47;;299;NP;0;38
Hunter;Aberdare West;785;69.10;;351;NP;0;51
Hunter;Abermain;899;73.99;;316;NP;0;50
Hunter;Allandale Hospital;84;73.68;;30;NP;0;1
Hunter;Ashtonfield;702;48.85;;735;NP;0;47
Hunter;Bellbird;891;73.76;;317;NP;0;41
Hunter;Black Hill;48;35.04;;89;NP;0;2
Hunter;Bolwarra;343;34.72;;645;NP;0;31
Hunter;Branxton;1018;62.19;;619;NP;0;55
Hunter;Broke;159;48.04;;172;NP;0;8
Hunter;Camberwell;45;43.69;;58;NP;0;3
Hunter;Cessnock;569;67.42;;275;NP;0;45
Hunter;Cessnock East;750;75.76;;240;NP;0;50
Hunter;Cessnock Hospital;540;69.14;;241;NP;0;19
Hunter;Cessnock North;498;71.04;;203;NP;0;21
Hunter;Cessnock West;1408;71.36;;565;NP;0;71
Hunter;Denman;536;49.45;;548;NP;0;26
Hunter;East Maitland;587;56.82;;446;NP;0;45
Hunter;East Maitland Heights;779;51.93;;721;NP;0;53
Hunter;East Maitland South;859;50.26;;850;NP;0;79
Hunter;Eastville;307;67.62;;147;NP;0;13
Hunter;Elderslie;80;43.96;;102;NP;0;7
Hunter;Ellalong;306;65.95;;158;NP;0;2
Hunter;Francis Street;485;68.41;;224;NP;0;18
Hunter;Gillieston Heights;244;59.51;;166;NP;0;12
Hunter;Glendon;47;30.52;;107;NP;0;4
Hunter;Glendon Brook;43;30.07;;100;NP;0;1
Hunter;Greenlands;54;31.21;;119;NP;0;2
Hunter;Greta;814;67.95;;384;NP;0;39
Hunter;Heddon Greta;512;69.66;;223;NP;0;39
Hunter;Jerrys Plains;91;38.72;;144;NP;0;5
Hunter;Kearsley;420;69.88;;181;NP;0;21
Hunter;Kitchener;237;69.71;;103;NP;0;20
Hunter;Kurri Kurri;1280;74.51;;438;NP;0;70
Hunter;Kurri Kurri East;1168;73.69;;417;NP;0;59
Hunter;Largs;332;43.51;;431;NP;0;26
Hunter;Lochinvar;477;45.39;;574;NP;0;38
Hunter;Lorn;542;46.01;;636;NP;0;41
Hunter;Lower Belford;104;41.94;;144;NP;0;9
Hunter;Maitland;378;70.39;;159;NP;0;14
Hunter;Maitland Grossmann High;231;56.20;;180;NP;0;12
Hunter;Maitland High;611;53.74;;526;NP;0;44
Hunter;Maitland Hospital;330;55.09;;269;NP;0;26
Hunter;Maitland West;599;60.75;;387;NP;0;49
Hunter;Martindale;36;28.35;;91;NP;0;4
Hunter;Metford;1268;62.00;;777;NP;0;79
Hunter;Milbrodale;113;45.20;;137;NP;0;7
Hunter;Millfield;220;63.04;;129;NP;0;19
Hunter;Mulbring;310;52.81;;277;NP;0;11
Hunter;Muswellbrook;638;56.21;;497;NP;0;44
Hunter;Muswellbrook East;703;58.58;;497;NP;0;42
Hunter;Muswellbrook North;1182;60.49;;772;NP;0;58
Hunter;Muswellbrook South;819;66.16;;419;NP;0;67
Hunter;Neath;164;77.73;;47;NP;0;15
Hunter;North Rothbury;180;69.77;;78;NP;0;8
Hunter;Nulkaba;246;49.40;;252;NP;0;26
Hunter;Paxton;293;73.43;;106;NP;0;19
Hunter;Pelaw Main;390;77.84;;111;NP;0;14
Hunter;Pokolbin;73;34.27;;140;NP;0;7
Hunter;Prison Mobile Team 1;3;100.00;;0;NP;0;0
Hunter;Rutherford;836;62.67;;498;NP;0;51
Hunter;Rutherford North;1558;59.47;;1062;NP;0;82
Hunter;Rutherford West;390;62.60;;233;NP;0;20
Hunter;Sandy Hollow;115;48.94;;120;NP;0;10
Hunter;Singleton;709;50.32;;700;NP;0;58
Hunter;Singleton East;400;47.34;;445;NP;0;26
Hunter;Singleton Heights;1780;58.96;;1239;NP;0;85
Hunter;Singleton South;1413;60.26;;932;NP;0;65
Hunter;Special Hospital Team 1;130;87.25;;19;NP;0;8
Hunter;Special Hospital Team 2;101;47.87;;110;NP;0;3
Hunter;Special Hospital Team 3;54;49.09;;56;NP;0;3
Hunter;Stanford Merthyr;348;75.49;;113;NP;0;20
Hunter;Sydney (Hunter);16;51.61;;15;NP;0;2
Hunter;Telarah;1059;66.15;;542;NP;0;63
Hunter;Tenambit;1228;56.85;;932;NP;0;76
Hunter;Weston;1405;74.03;;493;NP;0;107
Hunter;Wollombi;199;52.23;;182;NP;0;14
Hunter;Wybong;47;40.52;;69;NP;0;2
Hunter;ABSENT;2413;57.89;;1755;NP;0;165
Hunter;POSTAL;1116;58.43;;794;NP;0;26
Hunter;PRE POLL;3479;64.63;;1904;NP;0;131
Hunter;PROVISIONAL;425;70.60;;177;NP;0;36
Kingsford Smith;Ansett;10;58.82;-2.15;7;LP;0;1
Kingsford Smith;Banksmeadow;845;66.54;-6.75;425;LP;0;87
Kingsford Smith;Botany;1281;64.40;-5.66;708;LP;0;170
Kingsford Smith;Botany East;916;53.95;-7.39;782;LP;0;111
Kingsford Smith;Bunnerong;1584;61.78;-3.80;980;LP;0;224
Kingsford Smith;Chifley;1092;59.32;-6.46;749;LP;0;85
Kingsford Smith;Clovelly Beach (Kingsford Smith);356;58.27;-0.71;255;LP;0;27
Kingsford Smith;Clovelly North (Kingsford Smith);217;50.35;-8.15;214;LP;0;23
Kingsford Smith;Coogee;972;54.76;1.34;803;LP;0;82
Kingsford Smith;Coogee Beach;1260;56.35;-1.09;976;LP;0;102
Kingsford Smith;Coogee Central;1138;56.84;-1.38;864;LP;0;98
Kingsford Smith;Coogee South;1038;47.07;-5.43;1167;LP;0;162
Kingsford Smith;Daceyville;525;65.06;-4.29;282;LP;0;55
Kingsford Smith;Daceyville South;499;62.37;-6.14;301;LP;0;45
Kingsford Smith;Eastlakes;730;71.01;-4.52;298;LP;0;79
Kingsford Smith;Eastlakes East;1663;75.76;-5.08;532;LP;0;249
Kingsford Smith;Express;0;0.00;-62.07;0;LP;0;0
Kingsford Smith;Hillsdale;1948;70.30;-6.88;823;LP;0;217
Kingsford Smith;International;56;69.14;6.06;25;LP;0;3
Kingsford Smith;Kensington;1019;59.28;-4.87;700;LP;0;108
Kingsford Smith;Kensington Park;890;53.61;-3.41;770;LP;0;110
Kingsford Smith;Kensington West;1046;50.07;-2.14;1043;LP;0;133
Kingsford Smith;Kingsford;403;65.64;-4.64;211;LP;0;39
Kingsford Smith;Kingsford South;1057;61.99;-3.99;648;LP;0;106
Kingsford Smith;La Perouse;645;58.27;-7.35;462;LP;0;61
Kingsford Smith;Malabar;1119;55.75;-4.70;888;LP;0;136
Kingsford Smith;Maroubra;818;52.98;-0.17;726;LP;0;113
Kingsford Smith;Maroubra Bay;900;58.29;-2.62;644;LP;0;95
Kingsford Smith;Maroubra East;388;37.42;-4.43;649;LP;0;46
Kingsford Smith;Maroubra Junction;2309;55.65;-4.62;1840;LP;0;328
Kingsford Smith;Mascot;1192;69.71;-5.97;518;LP;0;95
Kingsford Smith;Mascot East;1993;69.88;-5.56;859;LP;0;217
Kingsford Smith;Mascot North;606;73.19;-8.46;222;LP;0;52
Kingsford Smith;Matraville;795;59.42;-7.95;543;LP;0;82
Kingsford Smith;Nagle Park;1058;56.34;-2.85;820;LP;0;143
Kingsford Smith;Ocean View Park;1851;58.06;-4.57;1337;LP;0;269
Kingsford Smith;Peters Corner (Kingsford Smith);815;58.46;-3.06;579;LP;0;88
Kingsford Smith;Prince Henry;378;59.25;-7.42;260;LP;0;48
Kingsford Smith;Prince Of Wales;156;58.87;-11.28;109;LP;0;14
Kingsford Smith;Qantas;26;59.09;-1.62;18;LP;0;2
Kingsford Smith;Randwick Girls High;1021;54.05;-2.83;868;LP;0;114
Kingsford Smith;Special Hospital Team 1;65;56.52;6.32;50;LP;0;4
Kingsford Smith;Special Hospital Team 2;41;44.09;;52;LP;0;11
Kingsford Smith;Sydney (Kingsford Smith);111;61.33;-4.39;70;LP;0;11
Kingsford Smith;The Rainbow;659;57.01;-2.05;497;LP;0;73
Kingsford Smith;The Spot;618;57.22;1.13;462;LP;0;42
Kingsford Smith;ABSENT;2821;56.49;;2173;LP;0;337
Kingsford Smith;POSTAL;1482;54.69;;1228;LP;0;56
Kingsford Smith;PRE POLL;2193;56.04;;1720;LP;0;174
Kingsford Smith;PROVISIONAL;390;62.10;;238;LP;0;69
Lindsay;Berkshire Park;96;35.04;-12.46;178;LP;0;30
Lindsay;Blaxland (Lindsay);312;42.92;-1.33;415;LP;0;38
Lindsay;Braddock;1441;50.60;-3.74;1407;LP;0;212
Lindsay;Cambridge Gardens;1066;48.48;-3.45;1133;LP;0;174
Lindsay;Cambridge Park;1339;49.37;-5.58;1373;LP;0;255
Lindsay;Cambridge Park South;686;50.78;-1.28;665;LP;0;68
Lindsay;Castlereagh;259;32.87;0.70;529;LP;0;70
Lindsay;Claremont Meadows;927;58.01;1.97;671;LP;0;130
Lindsay;Cranebrook;1218;40.80;-3.10;1767;LP;0;201
Lindsay;Emu Heights;704;43.70;-3.11;907;LP;0;77
Lindsay;Emu Plains;1188;40.18;-3.25;1769;LP;0;164
Lindsay;Floribunda;808;35.04;-5.15;1498;LP;0;144
Lindsay;Glenbrook;929;42.52;-1.64;1256;LP;0;90
Lindsay;Glenmore Park;1567;43.03;-1.50;2075;LP;0;168
Lindsay;Jamisontown;767;44.85;-3.30;943;LP;0;95
Lindsay;Kingswood;864;53.27;-3.24;758;LP;0;95
Lindsay;Kingswood Park;800;51.35;-1.03;758;LP;0;166
Lindsay;Kingswood South;694;49.75;-5.01;701;LP;0;112
Lindsay;Lapstone;480;41.34;0.68;681;LP;0;42
Lindsay;Leonay;566;35.42;2.64;1032;LP;0;88
Lindsay;Llandilo;377;35.97;-4.70;671;LP;0;103
Lindsay;Londonderry;674;39.55;-5.31;1030;LP;0;196
Lindsay;Mulgoa;277;27.40;-2.16;734;LP;0;64
Lindsay;Nepean High;687;43.79;-3.69;882;LP;0;115
Lindsay;Nepean Hospital;238;56.94;-1.01;180;LP;0;29
Lindsay;Orchard Hills;248;27.87;-0.76;642;LP;0;82
Lindsay;Penrith;773;48.83;-6.78;810;LP;0;125
Lindsay;Penrith Central;453;52.55;-1.37;409;LP;0;51
Lindsay;Penrith East;595;42.87;-1.91;793;LP;0;88
Lindsay;Penrith North;409;46.01;-9.15;480;LP;0;55
Lindsay;Penrith South;1541;46.91;-3.75;1744;LP;0;184
Lindsay;Regentville;699;38.49;-0.14;1117;LP;0;113
Lindsay;Special Hospital Team 1;47;45.19;-4.81;57;LP;0;5
Lindsay;Stuart Street;367;39.98;-2.13;551;LP;0;62
Lindsay;Sydney (Lindsay);47;54.65;-13.30;39;LP;0;4
Lindsay;Wallacia;233;34.47;-4.13;443;LP;0;54
Lindsay;Werrington;1080;53.36;-2.24;944;LP;0;171
Lindsay;Werrington County;876;48.72;-4.96;922;LP;0;116
Lindsay;York;1399;43.50;-6.22;1817;LP;0;238
Lindsay;ABSENT;2303;46.64;;2635;LP;0;349
Lindsay;POSTAL;884;43.42;;1152;LP;0;37
Lindsay;PRE POLL;1243;43.52;;1613;LP;0;59
Lindsay;PROVISIONAL;419;50.60;;409;LP;0;66
Lowe;Abbotsford;1736;49.12;-2.51;1798;LP;0;191
Lowe;Ashfield North (Lowe);693;64.17;-1.21;387;LP;0;60
Lowe;Burwood;2216;62.55;-1.16;1327;LP;0;277
Lowe;Burwood East;1816;63.88;2.44;1027;LP;0;198
Lowe;Burwood North;218;60.39;-4.35;143;LP;0;11
Lowe;Burwood Park;537;62.37;1.41;324;LP;0;49
Lowe;Canada Bay;390;56.20;2.58;304;LP;0;47
Lowe;Chiswick;739;47.59;3.35;814;LP;0;87
Lowe;Concord;627;61.23;1.94;397;LP;0;58
Lowe;Concord Central;442;52.93;-1.17;393;LP;0;70
Lowe;Concord East;1187;51.65;-3.52;1111;LP;0;166
Lowe;Concord North;648;52.73;-5.43;581;LP;0;60
Lowe;Concord Repatriation Hospital;77;54.23;3.34;65;LP;0;4
Lowe;Concord West;947;53.93;-0.43;809;LP;0;90
Lowe;Croydon;515;61.46;-3.10;323;LP;0;35
Lowe;Croydon Park;1043;56.23;-0.58;812;LP;0;143
Lowe;Croydon South;498;60.14;-3.59;330;LP;0;69
Lowe;Dobroyd Point;792;57.60;-0.54;583;LP;0;111
Lowe;Drummoyne;1095;50.88;1.88;1057;LP;0;113
Lowe;Drummoyne East;421;37.56;2.59;700;LP;0;42
Lowe;Drummoyne North;1142;44.75;1.53;1410;LP;0;107
Lowe;Enfield;1155;62.37;0.62;697;LP;0;146
Lowe;Enfield South;402;52.69;-10.68;361;LP;0;45
Lowe;Five Dock;1118;58.63;-3.17;789;LP;0;152
Lowe;Five Dock Central;1203;56.61;-0.25;922;LP;0;120
Lowe;Flemington;781;70.74;-0.62;323;LP;0;88
Lowe;Haberfield;849;59.37;-1.82;581;LP;0;124
Lowe;Haberfield West;571;58.21;1.34;410;LP;0;79
Lowe;Homebush;1301;56.79;-0.58;990;LP;0;178
Lowe;Homebush North;295;64.84;3.64;160;LP;0;27
Lowe;Homebush South;235;39.30;-0.74;363;LP;0;24
Lowe;Infants Home;369;63.95;-4.66;208;LP;0;37
Lowe;Malvern Hill;841;54.33;-1.99;707;LP;0;115
Lowe;Mortlake;1078;50.21;-4.32;1069;LP;0;129
Lowe;Rhodes;142;47.65;1.74;156;LP;0;6
Lowe;Russell Lea;590;49.79;0.00;595;LP;0;65
Lowe;Special Hospital Team 1;48;46.15;-4.10;56;LP;0;11
Lowe;Special Hospital Team 2;42;54.55;;35;LP;0;2
Lowe;Strathfield;711;49.10;0.60;737;LP;0;88
Lowe;Strathfield Central;745;36.61;-5.07;1290;LP;0;87
Lowe;Strathfield City;199;51.82;-3.13;185;LP;0;17
Lowe;Strathfield North;1320;53.75;-0.67;1136;LP;0;156
Lowe;Strathfield South;816;55.59;-1.86;652;LP;0;118
Lowe;Strathfield West;302;33.26;-2.96;606;LP;0;54
Lowe;Sydney (Lowe);100;60.61;2.07;65;LP;0;12
Lowe;Wareemba;688;54.00;-3.31;586;LP;0;106
Lowe;Wellbank;704;46.59;-7.13;807;LP;0;112
Lowe;ABSENT;2523;53.45;;2197;LP;0;295
Lowe;POSTAL;1465;49.26;;1509;LP;0;72
Lowe;PRE POLL;1644;51.88;;1525;LP;0;108
Lowe;PROVISIONAL;255;61.59;;159;LP;0;45
Lyne;Aldavilla;495;41.18;3.72;707;NP;0;52
Lyne;Beechwood;249;33.07;0.24;504;NP;0;28
Lyne;Bonny Hills;446;41.22;-6.94;636;NP;0;52
Lyne;Burrell Creek;81;37.16;11.21;137;NP;0;6
Lyne;Byabarra;48;40.68;5.90;70;NP;0;3
Lyne;Chatham;810;46.05;6.48;949;NP;0;82
Lyne;Comboyne;48;16.67;-6.14;240;NP;0;9
Lyne;Coopernook;169;45.43;0.54;203;NP;0;10
Lyne;Crescent Head;446;54.00;1.32;380;NP;0;31
Lyne;Crowdy Head;48;48.48;-1.52;51;NP;0;4
Lyne;Cundletown;495;37.16;1.99;837;NP;0;50
Lyne;Diamond Beach;146;41.83;-1.55;203;NP;0;13
Lyne;Dunbogan;286;47.91;-1.27;311;NP;0;27
Lyne;Dyers Crossing;132;33.25;8.65;265;NP;0;10
Lyne;Elands;72;66.67;-2.33;36;NP;0;4
Lyne;Emerald Downs;424;29.86;-8.81;996;NP;0;45
Lyne;Frederickton;290;51.60;7.96;272;NP;0;24
Lyne;Ghinni Ghinni;31;31.31;1.75;68;NP;0;7
Lyne;Gladstone (Lyne);47;22.82;-17.41;159;NP;0;12
Lyne;Hallidays Point;282;39.28;-4.50;436;NP;0;26
Lyne;Hannam Vale;77;40.31;-1.09;114;NP;0;6
Lyne;Harrington;440;44.62;-5.92;546;NP;0;41
Lyne;Herons Creek;71;42.51;-9.23;96;NP;0;10
Lyne;Hibbard;382;36.14;-5.36;675;NP;0;52
Lyne;Hollisdale;52;40.31;7.99;77;NP;0;3
Lyne;Huntingdon;67;34.18;-2.82;129;NP;0;4
Lyne;Johns River;69;31.36;1.90;151;NP;0;6
Lyne;Kempsey;423;46.48;4.49;487;NP;0;42
Lyne;Kempsey East;383;39.53;3.95;586;NP;0;38
Lyne;Kempsey High;637;45.44;5.14;765;NP;0;55
Lyne;Kempsey Hospital;125;51.65;7.09;117;NP;0;7
Lyne;Kempsey South;512;51.15;2.62;489;NP;0;37
Lyne;Kempsey West;407;47.27;5.40;454;NP;0;49
Lyne;Kendall;298;40.60;-3.51;436;NP;0;24
Lyne;Kew;134;36.61;-6.51;232;NP;0;13
Lyne;Killabakh;50;40.98;13.63;72;NP;0;6
Lyne;Kings Creek;80;27.03;-8.43;216;NP;0;7
Lyne;Krambach;148;41.00;3.83;213;NP;0;11
Lyne;Kundabung;92;47.18;10.39;103;NP;0;2
Lyne;Lake Cathie;571;46.31;-3.50;662;NP;0;68
Lyne;Lansdowne;240;44.78;4.52;296;NP;0;20
Lyne;Laurieton;751;42.79;-6.63;1004;NP;0;89
Lyne;Long Flat;66;30.00;-7.10;154;NP;0;6
Lyne;Lorne;22;19.30;-5.70;92;NP;0;5
Lyne;Manning Point;95;50.80;5.21;92;NP;0;7
Lyne;Marlee;114;55.61;13.99;91;NP;0;10
Lyne;Mitchells Island;86;38.22;1.43;139;NP;0;6
Lyne;Moorland;105;35.00;-0.50;195;NP;0;20
Lyne;Mount George;77;35.48;1.08;140;NP;0;15
Lyne;North Haven;535;43.01;-8.14;709;NP;0;60
Lyne;Old Bar;1027;48.35;2.23;1097;NP;0;85
Lyne;Oxley Island;68;38.20;12.33;110;NP;0;2
Lyne;Pembrooke;46;30.46;-2.04;105;NP;0;5
Lyne;Port Macquarie Central;424;34.25;-5.96;814;NP;0;44
Lyne;Port Macquarie Civic;642;35.61;-3.37;1161;NP;0;89
Lyne;Port Macquarie East;1508;37.21;-4.42;2545;NP;0;179
Lyne;Port Macquarie Hospital;152;36.63;-1.75;263;NP;0;18
Lyne;Port Macquarie North Shore;128;39.14;-2.84;199;NP;0;17
Lyne;Port Macquarie South;833;33.92;-2.14;1623;NP;0;84
Lyne;Port Macquarie West;1402;35.72;-4.30;2523;NP;0;191
Lyne;Purfleet;92;64.79;32.11;50;NP;0;4
Lyne;Rollands Plains;51;28.98;2.36;125;NP;0;3
Lyne;Settlement Shores;458;34.96;-3.59;852;NP;0;57
Lyne;Special Hospital Team 1;72;28.92;-21.00;177;NP;0;7
Lyne;Special Hospital Team 2;34;37.78;;56;NP;0;6
Lyne;Special Hospital Team 3;35;26.92;;95;NP;0;16
Lyne;Special Hospital Team 4;22;27.16;;59;NP;0;1
Lyne;Sydney (Lyne);9;24.32;-3.80;28;NP;0;1
Lyne;Tacking Point;807;34.07;-3.75;1562;NP;0;77
Lyne;Taree;831;43.28;2.32;1089;NP;0;78
Lyne;Taree Central;391;36.71;-0.35;674;NP;0;43
Lyne;Taree Hospital;105;52.50;14.54;95;NP;0;16
Lyne;Taree North;612;50.62;0.74;597;NP;0;47
Lyne;Taree West;966;37.53;4.21;1608;NP;0;122
Lyne;Telegraph Point;230;36.68;4.34;397;NP;0;26
Lyne;Tinonee;308;36.07;1.40;546;NP;0;35
Lyne;Upper Lansdowne;62;39.49;-6.60;95;NP;0;5
Lyne;Wauchope;607;32.53;-4.11;1259;NP;0;86
Lyne;Wauchope South;500;29.19;-7.36;1213;NP;0;80
Lyne;West Haven;331;39.59;-9.88;505;NP;0;26
Lyne;Wherrol Flat;78;46.43;9.68;90;NP;0;8
Lyne;Wingham;556;38.64;0.91;883;NP;0;92
Lyne;Wingham West;885;42.90;4.94;1178;NP;0;103
Lyne;Yarras;23;29.87;3.73;54;NP;0;1
Lyne;ABSENT;1708;36.57;;2963;NP;0;180
Lyne;POSTAL;883;35.24;;1623;NP;0;42
Lyne;PRE POLL;1706;34.10;;3297;NP;0;126
Lyne;PROVISIONAL;306;40.21;;455;NP;0;31
Macarthur;Airds;646;68.00;-7.03;304;LP;0;92
Macarthur;Airds North;500;77.04;-8.29;149;LP;0;64
Macarthur;Ambarvale;1608;44.82;-10.96;1980;LP;0;248
Macarthur;Ambarvale West;1022;50.42;-5.81;1005;LP;0;130
Macarthur;Austral (Macarthur);65;37.14;2.60;110;LP;0;14
Macarthur;Badgerys Creek;102;46.36;1.97;118;LP;0;23
Macarthur;Blairmount;463;54.47;-19.26;387;LP;0;80
Macarthur;Bradbury;1639;42.13;-8.35;2251;LP;0;244
Macarthur;Bradbury South;882;52.04;-2.21;813;LP;0;104
Macarthur;Bringelly;363;30.87;-6.51;813;LP;0;123
Macarthur;Camden;425;26.63;-6.97;1171;LP;0;68
Macarthur;Camden Downs;347;33.85;-9.69;678;LP;0;45
Macarthur;Camden East;547;35.22;-7.96;1006;LP;0;77
Macarthur;Camden Hospital;63;34.43;-1.94;120;LP;0;8
Macarthur;Camden South;779;31.68;-6.62;1680;LP;0;104
Macarthur;Campbelltown;1058;52.07;-6.97;974;LP;0;141
Macarthur;Campbelltown East;1103;47.81;-12.74;1204;LP;0;198
Macarthur;Campbelltown North;393;47.99;-13.79;426;LP;0;44
Macarthur;Carrington Hospital;116;23.06;-13.58;387;LP;0;12
Macarthur;Catherine Field;240;30.57;-11.18;545;LP;0;65
Macarthur;Cawdor (Macarthur);29;25.44;-3.28;85;LP;0;4
Macarthur;Claymore;688;70.49;-11.46;288;LP;0;118
Macarthur;Cobbitty (Macarthur);127;20.75;-4.16;485;LP;0;14
Macarthur;Currans Hill;789;42.47;-9.23;1069;LP;0;98
Macarthur;Eagle Vale;973;53.61;-12.58;842;LP;0;115
Macarthur;Eschol Park;1069;45.35;-18.19;1288;LP;0;148
Macarthur;Harrington Park;351;29.20;-14.34;851;LP;0;72
Macarthur;Kentlyn;240;29.38;-11.71;577;LP;0;56
Macarthur;Leppington;400;37.84;-4.82;657;LP;0;106
Macarthur;Leumeah (Macarthur);921;53.83;-10.44;790;LP;0;141
Macarthur;Leumeah North (Macarthur);282;44.34;-15.99;354;LP;0;38
Macarthur;Luddenham;77;22.71;-8.06;262;LP;0;33
Macarthur;Menangle (Macarthur);67;27.02;-31.96;181;LP;0;8
Macarthur;Mount Annan;993;37.01;-7.12;1690;LP;0;132
Macarthur;Narellan;775;36.08;-7.60;1373;LP;0;109
Macarthur;Narellan Vale;1311;36.11;-6.39;2320;LP;0;194
Macarthur;Robert Townson (Macarthur);200;47.85;-15.69;218;LP;0;31
Macarthur;Rosemeadow;1671;55.46;-8.28;1342;LP;0;237
Macarthur;Rossmore;388;34.09;-0.54;750;LP;0;94
