Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Grey;Special Hospital Team 7;169;53.31;;148;LP;0;4
Grey;Special Hospital Team 8;69;69.00;;31;LP;0;3
Grey;Stirling North;446;49.72;-5.48;451;LP;0;51
Grey;Streaky Bay;170;22.11;-0.92;599;LP;0;41
Grey;Tarlee;50;19.92;-13.16;201;LP;0;8
Grey;Terowie;39;41.94;-6.06;54;LP;0;12
Grey;Tumby Bay;183;17.26;-2.63;877;LP;0;53
Grey;Ungarra;22;14.47;3.82;130;LP;0;3
Grey;Wangary;65;27.20;5.91;174;LP;0;8
Grey;Warramboo;7;5.38;-4.42;123;LP;0;1
Grey;Watervale;95;34.55;7.23;180;LP;0;12
Grey;Whyalla Central East;416;43.84;-1.51;533;LP;0;44
Grey;Whyalla Central West;859;49.00;-4.77;894;LP;0;88
Grey;Whyalla Norrie East;888;51.30;-6.09;843;LP;0;101
Grey;Whyalla Norrie North;831;58.56;-5.60;588;LP;0;75
Grey;Whyalla Norrie North-West;577;61.38;-1.90;363;LP;0;40
Grey;Whyalla Norrie South;824;59.07;-6.74;571;LP;0;76
Grey;Whyalla Stuart South;1172;64.82;-5.07;636;LP;0;131
Grey;Whyalla Stuart West;656;57.34;-7.46;488;LP;0;83
Grey;Willsden;624;55.76;-5.69;495;LP;0;43
Grey;Wilmington;101;26.37;-1.72;282;LP;0;14
Grey;Wirrabara;86;22.69;-0.06;293;LP;0;16
Grey;Wirrulla;8;6.84;-0.57;109;LP;0;4
Grey;Woomera;94;49.21;4.12;97;LP;0;16
Grey;Wudinna;67;11.86;-0.01;498;LP;0;24
Grey;Yacka;28;24.78;3.99;85;LP;0;1
Grey;ABSENT;1614;37.20;;2725;LP;0;180
Grey;POSTAL;772;24.78;;2343;LP;0;51
Grey;PRE POLL;1303;44.40;;1632;LP;0;103
Grey;PROVISIONAL;265;53.86;;227;LP;0;47
Hindmarsh;Adelaide (Hindmarsh);76;55.88;-1.26;60;LP;0;10
Hindmarsh;Ascot Park South;508;55.16;-1.36;413;LP;0;84
Hindmarsh;Brooklyn Park;1139;57.58;0.62;839;LP;0;145
Hindmarsh;Brooklyn Park South;565;49.09;1.94;586;LP;0;76
Hindmarsh;Camden Park;523;48.47;0.93;556;LP;0;58
Hindmarsh;Cowandilla;1237;68.00;-1.90;582;LP;0;141
Hindmarsh;Cowandilla West;381;57.99;-0.69;276;LP;0;48
Hindmarsh;Edwardstown;777;52.50;-3.54;703;LP;0;83
Hindmarsh;Flinders Park;1645;55.44;-2.93;1322;LP;0;168
Hindmarsh;Forbes;1211;53.14;-1.38;1068;LP;0;155
Hindmarsh;Fulham;707;40.70;1.23;1030;LP;0;114
Hindmarsh;Fulham Gardens;1703;52.81;-1.72;1522;LP;0;253
Hindmarsh;Glandore;554;46.83;-2.50;629;LP;0;70
Hindmarsh;Glenelg Central;630;38.91;-1.52;989;LP;0;103
Hindmarsh;Glenelg East;667;40.92;-1.44;963;LP;0;88
Hindmarsh;Glenelg North;946;37.36;0.33;1586;LP;0;140
Hindmarsh;Glenelg South;619;33.33;0.34;1238;LP;0;88
Hindmarsh;Glengowrie;617;38.25;-1.85;996;LP;0;104
Hindmarsh;Grovene;451;35.32;0.52;826;LP;0;58
Hindmarsh;Henley Beach;1036;49.01;-0.58;1078;LP;0;122
Hindmarsh;Henley South;702;48.65;-0.69;741;LP;0;69
Hindmarsh;Kidman Park;483;52.39;1.57;439;LP;0;85
Hindmarsh;Kidman Park South;1158;47.71;-2.10;1269;LP;0;193
Hindmarsh;Kurralta Park;731;53.05;-0.42;647;LP;0;82
Hindmarsh;Lockleys;638;37.35;-2.17;1070;LP;0;101
Hindmarsh;Lockleys North;577;48.12;1.50;622;LP;0;82
Hindmarsh;Mile End (Hindmarsh);484;65.67;6.77;253;LP;0;48
Hindmarsh;Morphettville;591;46.76;-2.53;673;LP;0;83
Hindmarsh;Netley;585;50.61;-4.58;571;LP;0;96
Hindmarsh;Novar Gardens;592;35.66;-2.13;1068;LP;0;95
Hindmarsh;Park Holme;775;53.74;-2.99;667;LP;0;128
Hindmarsh;Park Holme South;777;52.97;-1.73;690;LP;0;106
Hindmarsh;Plympton;933;49.84;-1.09;939;LP;0;120
Hindmarsh;Plympton Park;622;46.49;2.35;716;LP;0;82
Hindmarsh;Plympton West;668;47.48;-0.25;739;LP;0;91
Hindmarsh;Richmond;1083;56.61;-1.50;830;LP;0;136
Hindmarsh;Somerton Park East;567;42.09;1.04;780;LP;0;80
Hindmarsh;South Plympton;651;50.39;-0.44;641;LP;0;64
Hindmarsh;Special Hospital Team 1;44;37.61;-4.77;73;LP;0;7
Hindmarsh;Special Hospital Team 2;46;37.70;-6.74;76;LP;0;7
Hindmarsh;Special Hospital Team 3;83;46.37;-1.85;96;LP;0;12
Hindmarsh;Torrensville;1056;66.92;-0.97;522;LP;0;135
Hindmarsh;West Beach;1014;42.13;0.15;1393;LP;0;133
Hindmarsh;West Richmond;538;61.98;1.30;330;LP;0;76
Hindmarsh;ABSENT;2430;48.84;;2545;LP;0;264
Hindmarsh;POSTAL;1491;39.95;;2241;LP;0;68
Hindmarsh;PRE POLL;1205;44.73;;1489;LP;0;98
Hindmarsh;PROVISIONAL;203;52.73;;182;LP;0;28
Kingston;Adelaide (Kingston);49;50.00;-10.38;49;LP;0;7
Kingston;Aldinga Beach;1646;52.71;-0.22;1477;LP;0;176
Kingston;Christie Downs;1318;63.49;-0.16;758;LP;0;168
Kingston;Christies Beach;1236;56.16;1.59;965;LP;0;151
Kingston;Christies North;239;58.58;0.45;169;LP;0;25
Kingston;Hackham;1266;61.94;-0.49;778;LP;0;146
Kingston;Hackham East;1690;51.57;-1.39;1587;LP;0;224
Kingston;Hackham South;916;60.86;0.76;589;LP;0;117
Kingston;Hallett Cove;1313;46.79;-0.39;1493;LP;0;156
Kingston;Happy Valley (Kingston);536;40.12;4.26;800;LP;0;62
Kingston;Karrara;1602;46.21;0.79;1865;LP;0;158
Kingston;Lonsdale;532;61.01;0.43;340;LP;0;46
Kingston;Maslin Beach;321;59.78;2.45;216;LP;0;28
Kingston;Moana;1199;53.27;0.96;1052;LP;0;152
Kingston;Morphett Vale;1950;56.70;0.62;1489;LP;0;226
Kingston;Morphett Vale East;1276;50.88;-2.42;1232;LP;0;146
Kingston;Morphett Vale North;771;51.50;-1.49;726;LP;0;112
Kingston;Morphett Vale South;331;60.07;-3.89;220;LP;0;36
Kingston;Noarlunga Downs;739;63.54;-0.83;424;LP;0;90
Kingston;O'Halloran Hill;1351;46.38;1.54;1562;LP;0;169
Kingston;O'Sullivan Beach;822;61.43;-2.09;516;LP;0;120
Kingston;Onkaparinga Hills;774;57.80;1.84;565;LP;0;75
Kingston;Pimpala;989;50.25;-0.82;979;LP;0;127
Kingston;Port Noarlunga;840;54.79;1.71;693;LP;0;91
Kingston;Reynella;1299;48.78;0.90;1364;LP;0;141
Kingston;Reynella East;1651;48.12;0.29;1780;LP;0;192
Kingston;Reynella South;1447;51.49;-0.62;1363;LP;0;154
Kingston;Seaford;1251;55.72;-3.06;994;LP;0;133
Kingston;Seaford Rise;1083;53.91;-1.87;926;LP;0;129
Kingston;Sellicks Beach;430;55.27;2.01;348;LP;0;47
Kingston;Sheidow Park;1292;50.97;4.34;1243;LP;0;123
Kingston;Special Hospital Team 1;58;34.94;;108;LP;0;13
Kingston;Special Hospital Team 2;44;46.81;;50;LP;0;1
Kingston;Special Hospital Team 3;35;44.30;;44;LP;0;5
Kingston;Trott Park;725;50.91;2.51;699;LP;0;58
Kingston;Woodcroft;1942;45.81;0.62;2297;LP;0;253
Kingston;ABSENT;2381;52.13;;2186;LP;0;274
Kingston;POSTAL;1326;49.89;;1332;LP;0;48
Kingston;PRE POLL;1594;53.36;;1393;LP;0;94
Kingston;PROVISIONAL;354;63.78;;201;LP;0;38
Makin;Adelaide (Makin);57;41.61;-6.78;80;LP;0;12
Makin;Banksia Park;909;41.13;-1.44;1301;LP;0;113
Makin;Enfield North (Makin);325;55.75;-1.77;258;LP;0;37
Makin;Fairview Park;619;34.89;-3.61;1155;LP;0;76
Makin;Golden Grove;150;34.01;-7.25;291;LP;0;18
Makin;Golden Grove Central;1022;42.83;0.92;1364;LP;0;129
Makin;Golden Grove East;763;40.16;-2.37;1137;LP;0;67
Makin;Greenwith;1729;41.38;-2.48;2449;LP;0;201
Makin;Holden Hill North;654;47.25;-4.60;730;LP;0;85
Makin;Hope Valley;561;46.10;-0.62;656;LP;0;63
Makin;Ingle Farm;2158;56.24;-4.55;1679;LP;0;258
Makin;Ingle Farm North;619;61.96;-0.76;380;LP;0;58
Makin;Modbury Central;978;46.70;-3.64;1116;LP;0;117
Makin;Modbury Heights;1489;45.63;-3.25;1774;LP;0;153
Makin;Modbury North;1222;46.71;-1.36;1394;LP;0;151
Makin;Modbury West;1351;46.22;-3.87;1572;LP;0;159
Makin;Para Hills;1848;51.94;-3.73;1710;LP;0;259
Makin;Para Hills East;770;51.51;-1.38;725;LP;0;91
Makin;Para Hills West;911;55.96;-5.20;717;LP;0;140
Makin;Para Vista;1573;51.95;-5.37;1455;LP;0;176
Makin;Pooraka;2102;59.18;-2.38;1450;LP;0;236
Makin;Redwood Park;967;42.62;-1.07;1302;LP;0;145
Makin;Ridgehaven;1380;43.74;-4.19;1775;LP;0;165
Makin;Salisbury East;1308;50.29;-6.33;1293;LP;0;170
Makin;Salisbury East Central;1039;48.78;-3.32;1091;LP;0;167
Makin;Salisbury Heights (Makin);107;31.75;-12.02;230;LP;0;42
Makin;Special Hospital Team 1;42;42.42;;57;LP;0;8
Makin;Special Hospital Team 2;22;34.92;;41;LP;0;4
Makin;St Agnes;1162;41.18;-2.72;1660;LP;0;143
Makin;St Agnes West;661;41.65;-1.08;926;LP;0;71
Makin;Surrey Downs;998;42.52;-1.90;1349;LP;0;104
Makin;Tea Tree Gully;561;38.93;0.85;880;LP;0;64
Makin;Valley View;687;50.70;-2.89;668;LP;0;81
Makin;Wynn Vale;1862;41.92;-2.31;2580;LP;0;260
Makin;ABSENT;2258;46.01;;2650;LP;0;257
Makin;POSTAL;1134;39.46;;1740;LP;0;55
Makin;PRE POLL;1005;41.75;;1402;LP;0;61
Makin;PROVISIONAL;216;48.00;;234;LP;0;24
Mayo;Aberfoyle Park;1379;40.29;;2044;LP;0;236
Mayo;Aberfoyle Park North (Mayo);757;36.25;;1331;LP;0;99
Mayo;Aberfoyle Park South;359;39.19;;557;LP;0;40
Mayo;Adelaide (Mayo);47;44.76;;58;LP;0;4
Mayo;Aldgate;830;42.85;;1107;LP;0;59
Mayo;Athelstone;1485;40.50;;2182;LP;0;272
Mayo;Athelstone West;1386;43.23;;1820;LP;0;346
Mayo;Balhannah;428;30.38;;981;LP;0;64
Mayo;Basket Range;54;42.19;;74;LP;0;3
Mayo;Bridgewater;648;40.17;;965;LP;0;71
Mayo;Brukunga;68;38.20;;110;LP;0;15
Mayo;Callington;101;35.56;;183;LP;0;18
Mayo;Charleston;59;24.79;;179;LP;0;16
Mayo;Cherry Gardens;151;28.22;;384;LP;0;34
Mayo;Clarendon;153;34.23;;294;LP;0;18
Mayo;Coromandel Valley (Mayo);385;33.51;;764;LP;0;53
Mayo;Crafers;529;39.48;;811;LP;0;54
Mayo;Cudlee Creek;38;23.03;;127;LP;0;13
Mayo;Echunga;204;27.49;;538;LP;0;44
Mayo;Flagstaff Hill (Mayo);139;33.66;;274;LP;0;45
Mayo;Hahndorf;446;28.30;;1130;LP;0;95
Mayo;Happy Valley (Mayo);478;33.52;;948;LP;0;71
Mayo;Harrogate;41;33.33;;82;LP;0;6
Mayo;Highbury South (Mayo);752;31.93;;1603;LP;0;154
Mayo;Houghton;164;27.70;;428;LP;0;41
Mayo;Kangarilla;181;35.77;;325;LP;0;37
Mayo;Langhorne Creek;39;15.79;;208;LP;0;15
Mayo;Lenswood;122;26.35;;341;LP;0;13
Mayo;Littlehampton;556;35.17;;1025;LP;0;88
Mayo;Lobethal;348;26.91;;945;LP;0;74
Mayo;Longwood;127;38.96;;199;LP;0;16
Mayo;Macclesfield;308;40.26;;457;LP;0;51
Mayo;Magill (Mayo);577;42.55;;779;LP;0;97
Mayo;Mclaren Flat;209;31.24;;460;LP;0;46
Mayo;Mclaren Vale;673;34.35;;1286;LP;0;117
Mayo;Meadows;320;34.90;;597;LP;0;53
Mayo;Montacute;65;42.21;;89;LP;0;7
Mayo;Mount Barker;1764;37.25;;2971;LP;0;273
Mayo;Mylor;288;41.14;;412;LP;0;29
Mayo;Nairne;725;41.15;;1037;LP;0;101
Mayo;Newton;739;50.27;;731;LP;0;188
Mayo;Norton Summit;263;42.90;;350;LP;0;27
Mayo;Old Noarlunga;267;47.09;;300;LP;0;54
Mayo;Paracombe;65;23.72;;209;LP;0;13
Mayo;Paradise;798;47.30;;889;LP;0;172
Mayo;Piccadilly;173;36.27;;304;LP;0;24
Mayo;Prospect Hill;31;22.79;;105;LP;0;8
Mayo;Rostrevor;1162;41.77;;1620;LP;0;199
Mayo;Rostrevor South;321;39.00;;502;LP;0;55
Mayo;Special Hospital Team 1;36;21.95;;128;LP;0;3
Mayo;Special Hospital Team 2;47;36.15;;83;LP;0;6
Mayo;Stirling East;439;38.68;;696;LP;0;36
Mayo;Stirling West;827;39.57;;1263;LP;0;82
Mayo;Strathalbyn;707;28.42;;1781;LP;0;138
Mayo;Summertown;313;40.76;;455;LP;0;35
Mayo;Upper Sturt;226;41.39;;320;LP;0;18
Mayo;Uraidla;154;29.50;;368;LP;0;18
Mayo;Willunga;669;38.36;;1075;LP;0;95
Mayo;Woodchester;85;32.08;;180;LP;0;12
Mayo;Woodside;367;28.97;;900;LP;0;68
Mayo;ABSENT;2098;39.64;;3195;LP;0;271
Mayo;POSTAL;860;31.97;;1830;LP;0;37
Mayo;PRE POLL;861;35.40;;1571;LP;0;57
Mayo;PROVISIONAL;149;42.45;;202;LP;0;40
Port Adelaide;Adelaide (Port Adelaide);65;60.19;-4.75;43;LP;0;6
Port Adelaide;Albert Park;550;60.44;-1.99;360;LP;0;80
Port Adelaide;Allenby Gardens;838;68.35;-3.72;388;LP;0;91
Port Adelaide;Beverley;412;71.53;-1.48;164;LP;0;57
Port Adelaide;Birkenhead;1472;76.39;-1.02;455;LP;0;125
Port Adelaide;Cheltenham;893;64.43;0.53;493;LP;0;102
Port Adelaide;Croydon (Port Adelaide);642;70.94;4.57;263;LP;0;66
Port Adelaide;Croydon Park West (Port Adelaide;240;72.29;-1.92;92;LP;0;45
Port Adelaide;Ethelton;608;66.89;-4.16;301;LP;0;59
Port Adelaide;Ferryden Park;759;79.64;-5.85;194;LP;0;112
Port Adelaide;Findon;1061;64.97;-0.51;572;LP;0;203
Port Adelaide;Findon North;649;61.93;-4.61;399;LP;0;93
Port Adelaide;Grange;1645;50.77;-1.00;1595;LP;0;156
Port Adelaide;Kilkenny;681;67.49;-1.65;328;LP;0;75
Port Adelaide;Largs Bay;2140;66.94;-1.32;1057;LP;0;149
Port Adelaide;Largs Bay Central;511;62.01;0.13;313;LP;0;41
Port Adelaide;Mansfield Park;1391;83.64;-0.17;272;LP;0;188
Port Adelaide;North Haven;1432;61.46;-0.40;898;LP;0;132
Port Adelaide;Ottoway;1173;76.22;-1.03;366;LP;0;190
Port Adelaide;Pennington;1228;78.52;-2.43;336;LP;0;154
Port Adelaide;Port Adelaide;400;68.03;-3.91;188;LP;0;48
Port Adelaide;Queenstown;1121;70.55;0.36;468;LP;0;152
Port Adelaide;Rosewater;1441;71.23;-3.36;582;LP;0;167
Port Adelaide;Royal Park;1158;62.39;-3.38;698;LP;0;216
Port Adelaide;Royal Park South;1024;60.95;-3.81;656;LP;0;150
Port Adelaide;Seaton;1258;60.25;-0.20;830;LP;0;207
Port Adelaide;Seaton Park;1486;64.55;1.42;816;LP;0;179
Port Adelaide;Seaton West;710;51.19;0.53;677;LP;0;70
Port Adelaide;Semaphore;1232;67.62;0.36;590;LP;0;117
Port Adelaide;Semaphore Park;831;61.65;-2.21;517;LP;0;79
Port Adelaide;Semaphore Park South;832;71.23;-2.91;336;LP;0;58
Port Adelaide;Semaphore South;891;64.99;0.72;480;LP;0;74
Port Adelaide;Special Hospital Team 1;78;61.42;;49;LP;0;5
Port Adelaide;Special Hospital Team 2;39;68.42;;18;LP;0;3
Port Adelaide;Special Hospital Team 3;48;56.47;;37;LP;0;4
Port Adelaide;Special Hospital Team 4;40;66.67;;20;LP;0;1
Port Adelaide;Special Hospital Team 5;55;62.50;;33;LP;0;8
Port Adelaide;Taperoo;1696;66.88;-4.77;840;LP;0;149
Port Adelaide;Taperoo East;987;79.09;-3.85;261;LP;0;84
Port Adelaide;Virginia (Port Adelaide);245;50.20;-34.43;243;LP;0;56
Port Adelaide;West Croydon;1307;69.34;1.75;578;LP;0;166
Port Adelaide;West Lakes Shore;1803;41.41;0.35;2551;LP;0;234
Port Adelaide;Woodville;961;59.76;-0.97;647;LP;0;142
Port Adelaide;Woodville Gardens;2003;82.87;-2.16;414;LP;0;256
Port Adelaide;Woodville North;792;67.01;-1.88;390;LP;0;134
Port Adelaide;Woodville South;964;60.82;-0.69;621;LP;0;103
Port Adelaide;Woodville West;1061;63.12;-0.84;620;LP;0;123
Port Adelaide;ABSENT;2733;62.16;;1664;LP;0;302
Port Adelaide;POSTAL;1943;61.96;;1193;LP;0;72
Port Adelaide;PRE POLL;1470;61.20;;932;LP;0;73
Port Adelaide;PROVISIONAL;380;69.47;;167;LP;0;71
Sturt;Adelaide (Sturt);66;52.80;-5.26;59;LP;0;9
Sturt;Beaumont;541;24.27;4.26;1688;LP;0;64
Sturt;Beulah Park;724;46.32;-3.25;839;LP;0;89
Sturt;Burnside;926;26.53;1.85;2564;LP;0;180
Sturt;Campbelltown;1460;50.92;-1.53;1407;LP;0;244
Sturt;Dernancourt;691;40.08;-0.04;1033;LP;0;104
Sturt;Felixstow;639;48.74;-6.00;672;LP;0;76
Sturt;Gilles Plains;319;46.43;-1.56;368;LP;0;41
Sturt;Gilles Plains East;707;52.92;-6.44;629;LP;0;96
Sturt;Glen Osmond;230;27.95;3.25;593;LP;0;27
Sturt;Glenunga;376;28.77;1.23;931;LP;0;58
Sturt;Glenunga North;444;31.67;0.38;958;LP;0;63
Sturt;Glynde;799;51.45;2.28;754;LP;0;117
Sturt;Hectorville North;1100;53.19;-2.35;968;LP;0;253
Sturt;Highbury East;621;40.94;0.84;896;LP;0;68
Sturt;Highbury South (Sturt);722;41.98;1.89;998;LP;0;100
Sturt;Hillcrest;1242;51.86;-4.37;1153;LP;0;151
Sturt;Holden Hill;1266;53.69;1.45;1092;LP;0;177
Sturt;Kensington Gardens;458;28.79;-0.82;1133;LP;0;69
Sturt;Kensington Park;514;37.91;2.55;842;LP;0;49
Sturt;Klemzig;1232;52.56;-2.69;1112;LP;0;156
Sturt;Linden Park;415;30.03;3.24;967;LP;0;56
Sturt;Magill (Sturt);971;40.02;0.71;1455;LP;0;161
Sturt;Magill North;943;53.82;0.47;809;LP;0;134
Sturt;Marden;172;43.11;-6.48;227;LP;0;18
Sturt;Marden West (Sturt);774;47.81;-3.37;845;LP;0;155
Sturt;Marryatville;164;34.60;-3.81;310;LP;0;17
Sturt;Maylands;841;55.51;1.30;674;LP;0;110
Sturt;Norwood;940;47.26;-1.23;1049;LP;0;95
Sturt;Norwood West;895;46.88;0.46;1014;LP;0;75
Sturt;Paradise West;513;48.21;8.12;551;LP;0;61
Sturt;Rose Park;443;36.70;2.44;764;LP;0;35
Sturt;Special Hospital Team 1;123;30.37;;282;LP;0;15
Sturt;Special Hospital Team 2;58;25.22;;172;LP;0;12
Sturt;St Morris;609;50.46;1.08;598;LP;0;74
Sturt;Stonyfell;479;25.28;2.44;1416;LP;0;82
Sturt;Toorak Gardens;533;31.71;2.66;1148;LP;0;59
Sturt;Tranmere;692;39.95;-0.16;1040;LP;0;81
Sturt;Trinity Gardens;869;50.41;-0.07;855;LP;0;130
Sturt;Tusmore;604;31.51;4.28;1313;LP;0;79
Sturt;Vale Park;660;37.69;-1.52;1091;LP;0;86
Sturt;Windsor Gardens East;413;53.64;-5.44;357;LP;0;51
Sturt;Windsor Gardens West;596;53.74;-1.82;513;LP;0;69
Sturt;ABSENT;2277;44.69;;2818;LP;0;293
Sturt;POSTAL;1121;32.90;;2286;LP;0;64
Sturt;PRE POLL;1194;38.58;;1901;LP;0;74
Sturt;PROVISIONAL;192;53.63;;166;LP;0;45
Wakefield;Alford;27;21.43;4.04;99;LP;0;6
Wakefield;Angaston;523;33.53;-0.41;1037;LP;0;76
Wakefield;Ardrossan;412;38.08;4.42;670;LP;0;64
Wakefield;Arthurton;25;14.88;5.36;143;LP;0;7
Wakefield;Balaklava;337;24.71;0.55;1027;LP;0;66
Wakefield;Barmera;691;33.67;3.49;1361;LP;0;144
Wakefield;Berri;846;33.37;1.55;1689;LP;0;183
Wakefield;Birdwood;264;35.87;0.51;472;LP;0;34
Wakefield;Blanchetown;80;33.47;4.10;159;LP;0;22
Wakefield;Bute;80;24.54;2.79;246;LP;0;16
Wakefield;Cadell;63;27.75;-1.06;164;LP;0;8
Wakefield;Cobdogla;115;32.49;4.46;239;LP;0;28
Wakefield;Coobowie;106;43.09;-0.05;140;LP;0;13
Wakefield;Corny Point;38;31.93;1.80;81;LP;0;7
Wakefield;Curramulka;41;17.30;3.90;196;LP;0;6
Wakefield;Dublin;169;37.39;-2.89;283;LP;0;37
Wakefield;Eden Valley;80;35.71;8.21;144;LP;0;6
Wakefield;Edithburgh;171;43.96;4.68;218;LP;0;23
Wakefield;Evanston;561;47.06;-1.31;631;LP;0;86
Wakefield;Evanston Gardens;600;48.27;0.14;643;LP;0;102
Wakefield;Forreston;76;36.89;-1.36;130;LP;0;19
Wakefield;Freeling;285;35.01;0.41;529;LP;0;43
Wakefield;Gawler;706;41.70;1.25;987;LP;0;119
Wakefield;Gawler East;697;37.02;0.36;1186;LP;0;84
Wakefield;Gawler River;91;31.82;-0.59;195;LP;0;20
Wakefield;Gawler South;976;41.41;2.06;1381;LP;0;148
Wakefield;Gawler West;689;49.04;1.38;716;LP;0;89
Wakefield;Glossop;109;29.95;-1.78;255;LP;0;36
Wakefield;Greenock;271;33.87;3.45;529;LP;0;44
Wakefield;Gumeracha;184;30.51;-0.66;419;LP;0;29
Wakefield;Hamley Bridge;155;38.46;5.46;248;LP;0;22
Wakefield;Hardwicke Bay;31;32.29;4.09;65;LP;0;3
Wakefield;Kadina;661;33.25;1.97;1327;LP;0;97
Wakefield;Kapunda;734;41.78;5.31;1023;LP;0;85
Wakefield;Kersbrook;212;34.19;0.75;408;LP;0;28
Wakefield;Loxton;805;28.48;2.59;2022;LP;0;145
Wakefield;Loxton North;126;25.71;3.35;364;LP;0;28
Wakefield;Lyndoch;370;35.68;3.36;667;LP;0;43
Wakefield;Lyrup;66;28.70;-2.18;164;LP;0;12
Wakefield;Maitland;205;24.06;3.35;647;LP;0;57
Wakefield;Mallala;248;34.16;-1.06;478;LP;0;33
Wakefield;Marion Bay;42;45.16;10.90;51;LP;0;4
Wakefield;Minlaton;169;22.84;2.50;571;LP;0;55
Wakefield;Moculta;30;21.13;-5.19;112;LP;0;9
Wakefield;Monash;171;32.51;0.53;355;LP;0;32
Wakefield;Moonta;714;41.08;0.62;1024;LP;0;96
Wakefield;Moonta Mines;168;49.85;1.96;169;LP;0;22
Wakefield;Moorook;107;30.92;3.55;239;LP;0;16
Wakefield;Morgan;219;46.30;9.55;254;LP;0;29
Wakefield;Mount Pleasant;240;36.42;1.14;419;LP;0;36
Wakefield;Mount Torrens;112;33.04;4.42;227;LP;0;20
Wakefield;Nuriootpa;997;33.31;5.05;1996;LP;0;164
Wakefield;One Tree Hill (Wakefield);109;32.25;-0.86;229;LP;0;21
Wakefield;Owen;103;31.50;1.47;224;LP;0;19
Wakefield;Palmer;39;28.06;5.18;100;LP;0;11
Wakefield;Paringa;181;28.41;3.38;456;LP;0;32
Wakefield;Paskeville;27;15.34;-7.61;149;LP;0;12
Wakefield;Pine Point;34;23.29;-0.89;112;LP;0;5
Wakefield;Port Clinton;151;43.52;6.09;196;LP;0;22
Wakefield;Port Victoria;82;29.82;-3.08;193;LP;0;18
Wakefield;Port Vincent;114;28.43;0.69;287;LP;0;30
Wakefield;Port Wakefield;187;40.30;7.49;277;LP;0;32
Wakefield;Ramco;136;31.12;1.70;301;LP;0;23
Wakefield;Remote Mobile Team 1;96;65.75;;50;LP;0;7
Wakefield;Renmark;1114;37.45;0.19;1861;LP;0;206
Wakefield;Renmark North;159;32.52;2.54;330;LP;0;40
Wakefield;Renmark West;115;24.73;-3.67;350;LP;0;42
Wakefield;Roseworthy;208;37.75;3.05;343;LP;0;38
Wakefield;Sandy Creek;163;33.96;1.21;317;LP;0;26
Wakefield;Special Hospital Team 1;67;38.29;;108;LP;0;8
Wakefield;Special Hospital Team 2;30;32.61;;62;LP;0;8
Wakefield;Special Hospital Team 3;2;10.00;;18;LP;0;2
Wakefield;Special Hospital Team 4;99;33.11;;200;LP;0;13
Wakefield;Special Hospital Team 5;78;39.00;;122;LP;0;25
Wakefield;Springton;121;39.16;7.26;188;LP;0;12
Wakefield;Stansbury;138;30.33;0.82;317;LP;0;35
Wakefield;Stockwell;81;25.39;7.52;238;LP;0;14
Wakefield;Tanunda;787;28.32;5.09;1992;LP;0;123
Wakefield;Truro;116;30.61;0.39;263;LP;0;23
Wakefield;Two Wells;929;44.39;2.65;1164;LP;0;162
Wakefield;Waikerie;510;26.40;-0.54;1422;LP;0;110
Wakefield;Wallaroo;876;50.32;-0.69;865;LP;0;105
Wakefield;Wallaroo Mines;316;53.20;-0.24;278;LP;0;46
Wakefield;Warooka;95;23.69;-1.47;306;LP;0;28
Wakefield;Wasleys;116;40.70;-0.57;169;LP;0;14
Wakefield;Willaston - Hewett;684;41.28;1.44;973;LP;0;90
Wakefield;Williamstown;482;39.90;-1.15;726;LP;0;64
Wakefield;Winkie;50;29.76;2.54;118;LP;0;13
Wakefield;Yorketown;183;26.99;-0.78;495;LP;0;57
Wakefield;ABSENT;1750;36.70;;3018;LP;0;271
Wakefield;POSTAL;660;28.49;;1657;LP;0;53
Wakefield;PRE POLL;592;32.30;;1241;LP;0;62
Wakefield;PROVISIONAL;186;42.66;;250;LP;0;35
Bass;Blessington Upper;29;43.28;-9.88;38;LP;0;6
Bass;Branxholm;112;55.72;5.93;89;LP;0;7
Bass;Bridport;524;45.80;1.84;620;LP;0;58
Bass;Cape Barren Island;22;73.33;9.05;8;LP;0;3
Bass;Cosgrove Park;159;47.04;-7.91;179;LP;0;21
Bass;Derby;70;51.85;-4.75;65;LP;0;5
Bass;Dilston;315;47.87;3.81;343;LP;0;37
Bass;East Launceston;600;46.05;4.40;703;LP;0;34
Bass;Elphin;319;52.30;4.23;291;LP;0;30
Bass;Emita;17;36.96;9.56;29;LP;0;1
Bass;Five Ways;868;52.29;2.23;792;LP;0;80
Bass;General Hospital;275;56.35;-0.63;213;LP;0;33
Bass;George Town;1267;67.18;1.09;619;LP;0;152
Bass;George Town South;571;64.67;1.68;312;LP;0;45
Bass;Gladstone;100;59.52;-0.76;68;LP;0;6
Bass;Hillwood;185;48.81;-1.32;194;LP;0;16
Bass;Inveresk;742;69.54;5.12;325;LP;0;83
Bass;Invermay;528;60.14;1.46;350;LP;0;62
Bass;Karoola;123;47.67;-0.35;135;LP;0;17
Bass;Kings Meadows;846;53.17;1.56;745;LP;0;81
Bass;Lady Barron;61;48.80;5.94;64;LP;0;5
Bass;Launceston;400;55.10;0.96;326;LP;0;26
Bass;Launceston Central;498;49.16;-1.52;515;LP;0;40
Bass;Lebrina;113;52.56;2.95;102;LP;0;3
