region_id,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot
CED225,0,0,3,7,31,35,38,61,23,25,24,7,19,9,7,289,0,3,3,36,124,195,173,214,46,49,98,24,56,12,28,1061,0,4,26,101,37,25,19,0,0,0,0,0,0,0,7,219,0,3,5,90,101,223,311,218,64,70,66,64,31,24,22,1292,0,0,0,0,8,29,35,48,13,5,14,18,6,6,8,190,0,3,0,19,30,18,9,3,0,0,5,3,0,0,0,90,42,281,1151,2818,1741,1370,661,735,270,195,210,185,115,70,403,10247,0,4,12,34,72,64,89,101,15,18,12,25,19,5,21,491,0,0,3,0,29,64,48,20,11,0,6,3,6,0,9,199,3,105,325,537,707,979,819,562,102,128,144,133,96,82,160,4882,86,724,3371,5090,4045,4838,3823,3380,913,905,998,741,650,373,1177,31114
CED226,0,3,3,7,39,62,86,253,71,71,93,61,71,36,22,878,0,3,14,21,48,92,122,233,54,115,121,64,65,37,38,1027,0,7,30,223,128,49,70,23,3,0,3,3,3,3,26,571,0,4,12,20,26,172,328,266,81,100,136,82,93,50,34,1404,0,0,0,3,14,63,95,118,102,201,162,156,52,41,49,1056,0,0,3,33,63,29,35,25,6,0,3,6,5,0,11,219,29,140,956,2575,1284,1030,459,634,240,253,265,267,202,140,396,8870,0,0,6,14,49,59,64,98,26,26,32,25,32,15,13,459,0,0,3,3,186,469,330,121,32,37,48,55,34,20,101,1439,5,82,258,512,1128,1937,2302,2468,730,797,781,675,511,295,550,13031,71,726,3499,6347,5173,7847,9593,10999,3396,4152,4406,3455,2576,1541,2934,66715
CED227,0,0,0,5,5,0,9,7,0,0,0,0,0,0,0,26,0,0,0,7,27,17,51,44,12,17,17,6,4,0,10,212,10,6,26,33,5,3,7,0,0,0,0,0,0,0,0,90,3,0,3,10,3,10,10,13,4,17,15,13,14,4,0,119,0,0,0,3,3,7,18,21,10,11,11,28,8,4,4,128,0,0,0,70,121,71,65,24,3,3,0,21,12,3,10,403,43,149,370,715,305,150,102,66,17,22,21,34,42,27,165,2228,0,0,0,8,26,10,12,19,8,3,6,5,10,3,4,114,0,0,0,3,8,46,76,28,7,11,8,11,10,9,20,237,4,40,126,119,106,203,265,275,102,101,130,120,126,115,118,1950,112,417,1586,1612,945,929,1091,892,306,349,503,620,469,338,682,10851
CED228,0,0,0,0,20,23,16,33,7,4,8,0,4,5,4,124,0,0,3,10,20,23,27,12,3,5,3,7,12,7,5,137,0,13,69,122,62,17,34,7,0,4,6,0,0,0,3,337,0,5,10,45,51,93,90,55,31,48,61,49,68,34,23,663,0,0,4,3,8,35,43,44,16,20,14,32,30,13,20,282,0,0,0,45,79,46,33,18,3,4,4,3,3,0,7,245,25,118,376,649,360,258,151,119,41,36,64,51,43,16,116,2423,3,4,7,10,31,30,32,34,8,10,11,13,14,12,4,223,0,0,0,5,788,3323,2331,677,203,204,324,339,223,93,515,9025,3,271,486,608,936,918,782,904,296,364,447,530,447,225,265,7482,75,1221,6018,7258,4511,7030,5801,3504,1241,1719,2349,2323,1535,776,2131,47492
CED229,0,0,0,5,27,24,28,74,23,16,12,20,12,4,9,254,4,3,6,21,70,58,104,97,20,33,44,24,27,4,20,535,0,0,17,63,21,4,23,3,0,0,0,0,0,0,3,134,0,3,16,27,32,82,208,142,63,38,36,25,18,9,14,713,0,0,0,3,4,25,32,29,12,8,8,8,5,5,16,155,0,0,3,16,50,40,32,9,4,3,4,3,3,3,6,176,44,257,1058,2502,1337,946,676,627,202,220,175,121,91,74,379,8709,0,3,9,43,83,61,91,70,18,19,15,17,11,11,13,464,0,0,0,0,24,54,50,29,12,0,12,10,4,0,13,208,10,127,270,407,460,491,500,380,95,112,86,81,62,36,125,3242,78,778,3302,5056,3488,3364,3342,2799,885,827,831,629,451,320,1140,27290
CED230,0,3,3,3,9,9,3,14,3,3,0,3,0,0,3,56,3,0,0,12,52,64,44,54,25,18,26,21,13,5,10,347,0,8,19,56,26,12,9,0,0,0,0,0,0,0,3,133,0,5,4,23,25,45,44,33,12,26,32,16,11,5,14,295,0,0,0,0,4,6,23,7,4,4,8,9,3,5,6,79,0,0,3,3,9,3,0,5,0,0,0,0,0,0,3,26,72,399,1241,2148,1142,706,267,264,74,59,90,65,60,29,325,6941,0,3,5,12,57,35,46,46,12,3,15,7,13,3,6,263,0,0,0,0,4,10,12,6,0,4,8,0,5,0,4,53,3,125,170,299,245,307,197,280,97,70,73,89,68,37,96,2156,114,939,3449,3503,2207,2131,1366,1293,396,406,484,401,320,199,834,18042
CED231,3,3,3,23,37,103,157,314,94,143,177,228,217,243,96,1841,0,5,3,21,61,138,114,106,20,31,20,31,39,27,25,641,0,4,18,72,27,12,26,3,0,0,0,0,0,0,9,171,0,0,5,18,53,118,81,58,35,42,44,38,52,38,22,604,0,0,0,0,22,77,112,162,52,85,85,129,124,70,84,1002,0,0,0,70,117,75,58,35,8,13,19,18,15,4,20,452,25,119,440,869,767,864,663,663,202,239,268,324,434,320,313,6510,0,0,14,53,103,186,178,149,69,65,99,120,138,115,74,1363,0,3,0,4,670,1506,1119,344,86,114,150,174,134,82,260,4646,13,120,218,400,679,1247,2309,1852,537,610,782,950,940,702,523,11882,102,527,2746,4068,4167,7362,8757,8682,2967,3794,4688,5500,5977,4254,3269,66860
CED232,3,0,7,11,41,78,86,125,34,38,42,66,53,30,20,634,0,3,16,46,182,597,598,319,45,70,106,62,49,33,33,2159,0,0,23,65,22,20,23,3,3,0,5,0,0,0,3,167,0,0,11,33,73,105,57,53,20,11,20,16,15,14,19,447,0,0,0,3,20,38,67,88,19,35,41,44,30,16,14,415,0,0,0,30,44,39,27,17,3,3,7,5,14,5,6,200,55,179,525,1018,886,865,690,855,291,330,417,487,608,383,360,7949,0,6,15,62,160,181,245,227,83,73,100,139,193,150,72,1706,0,0,0,3,117,122,49,33,23,16,36,32,25,25,24,505,68,471,833,632,1397,1578,2106,1069,358,439,503,568,670,356,453,11501,332,1442,3198,4080,4410,6108,6661,6013,2130,2615,3114,3488,3741,2297,2075,51704
CED233,0,3,10,24,60,172,171,193,41,42,36,15,25,10,23,825,0,3,5,23,99,229,348,319,58,80,112,80,60,30,51,1497,0,7,30,66,22,9,6,0,0,0,4,0,0,0,5,149,0,4,25,67,74,210,143,78,14,26,33,18,17,10,14,733,0,3,4,0,8,25,21,18,8,5,3,3,4,3,9,114,0,3,6,29,92,31,15,16,3,0,0,3,0,0,6,204,58,182,584,907,569,514,351,316,70,85,83,51,77,23,138,4008,3,3,9,22,51,53,86,64,15,9,6,19,14,17,16,387,0,0,0,0,383,362,99,20,9,3,14,5,9,8,55,967,10,234,511,445,618,1109,1175,590,165,128,162,160,173,93,165,5738,148,1036,5283,5336,4267,7631,7141,4323,992,1117,1270,1126,1008,499,1442,42619
CED234,0,0,0,3,3,8,0,4,3,3,0,4,0,0,0,28,0,0,3,8,10,9,38,32,16,3,0,11,9,7,4,150,0,0,14,52,12,3,3,0,0,0,0,0,0,0,5,89,0,3,3,3,0,7,10,27,17,3,15,15,8,3,5,119,0,0,0,0,3,9,33,28,0,0,15,8,8,0,4,108,0,0,0,50,90,47,91,29,4,3,8,0,4,5,13,344,44,188,585,939,333,179,99,96,23,21,12,39,42,17,198,2815,3,3,0,10,26,20,18,33,3,3,3,16,4,10,6,158,0,0,0,0,3,8,3,12,0,0,0,3,4,3,8,44,12,61,128,113,84,87,335,490,242,134,134,185,160,113,124,2402,99,519,2070,2001,974,873,1510,1403,550,462,577,644,421,308,739,13150
CED235,0,0,3,5,13,28,25,38,23,11,16,3,7,5,11,188,0,0,3,7,33,35,57,42,7,5,15,12,13,6,11,246,0,0,16,85,76,11,54,6,0,0,0,0,3,0,7,258,0,0,9,19,65,332,429,222,70,70,77,81,56,37,50,1517,0,0,0,0,8,54,24,43,7,8,15,9,22,9,9,208,0,0,7,111,216,148,104,33,3,11,11,9,5,3,30,691,8,35,289,717,380,301,141,97,37,48,26,32,42,17,114,2284,0,0,0,6,17,20,29,28,9,10,0,9,9,3,7,147,0,0,3,0,268,1044,660,191,46,54,60,84,47,21,123,2601,4,65,200,488,846,1051,1090,769,169,231,247,218,189,98,225,5890,43,493,4568,9096,5549,6597,6484,4074,1196,1462,1721,1707,1138,585,2014,46727
CED236,0,0,3,3,3,0,5,10,0,0,0,0,3,0,6,33,0,0,3,7,12,21,40,36,18,24,27,25,11,8,7,239,0,0,3,19,11,3,0,0,0,0,0,0,0,0,4,40,0,0,3,4,3,11,12,14,10,17,6,9,7,3,9,108,0,0,0,0,3,3,13,9,6,3,0,7,3,3,4,54,0,0,0,4,3,4,3,3,0,0,0,0,0,0,4,21,42,184,630,1108,456,237,152,104,24,35,41,39,39,23,195,3309,0,4,3,12,35,27,19,27,10,6,7,11,13,4,7,185,0,0,0,0,3,3,10,0,4,6,4,3,0,0,7,40,6,45,84,83,99,65,100,144,52,34,35,31,36,35,89,938,51,332,1404,1593,970,878,877,853,246,296,325,319,278,219,599,9240
CED237,0,0,0,6,18,40,50,69,7,13,15,21,20,13,5,277,0,3,9,10,41,48,34,45,12,8,16,18,22,5,6,277,0,15,17,63,32,3,16,10,3,0,0,0,0,0,3,162,0,5,8,31,65,126,226,132,53,102,70,91,62,41,28,1040,0,0,0,3,10,29,44,62,20,16,17,19,14,10,11,255,0,0,0,249,531,408,304,123,30,25,32,55,19,19,90,1885,49,105,344,618,406,450,363,310,87,80,83,96,107,51,204,3353,0,4,11,26,51,58,82,88,25,28,31,21,27,33,26,511,4,0,3,3,154,358,231,55,14,20,29,30,26,19,55,1001,4,240,311,409,762,836,1034,988,392,611,932,929,582,392,319,8741,127,1033,6649,8009,4783,4898,5110,4239,1471,2069,2680,2768,1874,1272,2485,49467
CED294,0,0,3,0,0,0,3,3,0,0,0,0,3,7,3,22,0,0,4,0,3,7,8,0,0,0,0,0,0,7,0,29,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,7,4,0,3,3,0,3,4,8,3,38,0,0,0,0,0,3,0,5,3,0,0,0,4,3,4,22,0,0,0,3,0,3,3,0,0,0,0,3,3,3,3,21,0,6,30,64,45,30,19,13,3,3,6,15,39,115,38,426,0,0,0,0,4,4,8,0,0,0,0,4,5,21,8,54,0,0,0,0,4,29,17,9,3,0,9,4,8,0,10,93,0,0,6,14,22,31,41,54,14,13,19,41,54,89,77,475,3,15,80,144,130,202,209,153,48,60,103,124,223,446,293,2233
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,3,15
CED301,0,0,3,6,15,4,18,21,3,3,0,3,0,3,3,82,0,0,4,9,42,49,70,88,16,31,33,25,9,8,16,400,0,0,5,13,12,6,8,0,0,0,0,0,0,0,0,44,0,0,3,0,4,13,14,6,4,9,5,8,3,8,3,80,0,0,3,4,4,25,18,22,0,3,11,10,9,3,7,119,0,0,0,3,3,3,3,4,0,0,0,0,0,0,0,16,35,157,550,1621,1024,631,325,308,68,72,75,69,39,23,290,5287,0,3,5,27,37,33,45,31,14,12,9,13,15,9,12,265,0,0,0,0,33,104,43,23,0,9,12,10,5,3,26,268,4,29,97,209,281,426,453,426,147,134,130,130,76,54,134,2730,42,339,1240,2417,2376,2646,2407,1838,680,729,843,680,494,384,1001,18116
CED302,0,0,5,10,48,39,60,70,13,10,11,9,5,7,11,298,0,0,7,15,78,132,219,434,123,140,309,142,129,66,46,1840,0,4,9,40,17,10,44,5,0,0,3,0,0,0,0,132,3,5,4,16,43,108,126,92,49,49,47,37,30,20,25,654,0,0,0,0,15,18,49,31,17,15,23,31,8,3,9,219,0,0,0,6,11,4,5,11,3,3,4,0,3,3,3,56,41,253,650,1345,946,767,692,671,197,262,246,206,185,88,348,6897,0,5,9,30,83,71,87,104,18,13,36,35,31,21,26,569,0,0,4,0,173,253,98,29,11,11,13,25,16,0,24,657,12,107,195,388,644,853,1002,816,225,244,353,253,231,176,239,5738,96,656,1857,2869,3453,5174,5589,4702,1277,1694,2238,1774,1463,992,1536,35370
CED303,0,0,5,10,27,9,27,12,0,5,5,3,0,3,3,109,0,0,12,24,78,132,416,523,121,178,226,148,76,44,34,2012,0,5,13,29,11,5,7,0,0,0,0,0,0,0,0,70,0,4,5,9,25,25,24,35,9,5,17,3,11,0,11,183,0,0,0,0,7,19,34,39,5,7,7,9,11,3,6,147,0,0,0,9,6,12,17,8,0,0,0,0,0,0,3,55,56,294,905,2162,1477,1414,1113,1459,480,549,512,347,266,149,460,11643,0,9,11,48,77,67,69,79,18,9,19,19,19,24,15,483,0,0,0,0,33,33,21,16,8,6,0,10,0,0,9,136,7,111,259,401,502,529,508,430,124,86,115,91,67,58,140,3428,103,699,2181,3563,3511,4642,4618,4280,1203,1343,1561,1075,833,532,1262,31406
CED304,0,0,5,13,34,52,50,59,13,9,21,38,30,30,14,368,0,3,8,21,90,177,209,186,53,46,76,53,74,60,23,1079,0,4,9,21,11,6,25,5,3,0,0,0,0,0,4,88,0,0,7,22,32,52,32,31,6,19,35,14,31,15,9,305,0,0,0,4,15,41,66,87,22,45,51,47,43,17,26,464,0,0,0,6,7,4,11,4,3,0,0,5,8,0,3,51,39,111,385,922,833,907,840,722,189,226,293,313,368,300,328,6776,0,5,12,51,101,111,139,139,34,52,78,90,208,103,46,1169,0,0,0,3,107,109,36,9,5,11,11,14,25,31,17,378,6,80,119,305,506,753,797,859,264,543,718,800,895,611,407,7663,91,444,1409,2270,3031,4538,4370,4066,1294,2071,2947,2826,3207,2404,1859,36827
CED305,0,0,0,0,18,5,0,0,3,6,5,0,0,6,4,47,0,3,7,16,26,38,71,170,68,66,143,64,32,33,20,757,0,0,7,8,3,5,0,0,0,0,0,0,0,0,0,23,0,0,0,0,8,4,5,10,7,15,16,27,25,14,7,138,0,0,0,0,6,20,19,35,12,9,12,4,9,4,6,136,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,25,123,402,795,499,343,231,220,58,80,66,40,33,26,173,3114,0,3,11,25,36,29,44,36,10,15,12,12,17,17,16,283,0,0,0,0,8,20,9,50,89,77,28,15,13,5,30,344,0,22,84,163,188,198,190,282,140,152,223,154,172,80,111,2159,49,271,901,1430,1554,1612,1424,1473,672,748,957,628,607,488,729,13543
CED306,0,0,4,5,15,19,7,7,0,0,0,0,4,0,0,61,0,0,3,14,36,42,174,385,214,162,235,178,74,40,36,1593,0,4,7,15,9,0,4,0,0,0,0,0,0,0,0,39,0,0,3,4,8,23,25,19,10,17,16,17,7,3,3,155,0,0,0,0,9,24,27,45,11,13,15,8,13,10,6,181,0,0,0,3,6,4,3,0,0,0,0,0,3,0,0,19,29,165,450,1034,664,501,390,359,168,146,158,168,137,126,261,4756,0,3,6,22,44,33,30,51,7,11,21,26,46,9,20,329,0,0,0,3,14,29,23,7,7,3,16,6,10,3,9,130,20,39,132,274,280,267,239,394,142,157,214,160,144,104,158,2724,115,462,1390,2059,2024,2226,1985,2171,979,998,1324,1154,1113,807,1148,19955
CED307,0,3,5,11,30,18,13,24,4,3,7,0,0,0,4,122,4,0,8,28,56,140,445,449,114,117,193,118,54,15,31,1772,0,0,4,15,10,5,9,0,0,0,0,0,0,0,0,43,0,0,12,27,31,27,30,26,7,0,6,10,0,0,9,185,0,0,0,3,8,10,18,29,9,7,8,8,8,6,6,120,0,0,0,4,4,0,3,5,0,0,0,0,0,0,0,16,25,164,633,1567,1123,1020,931,1020,332,352,313,168,138,44,249,8079,0,4,8,41,51,71,93,67,15,23,19,15,17,8,21,453,0,0,0,0,21,11,9,5,0,0,6,15,9,4,4,84,0,40,115,306,409,518,539,390,137,168,122,83,70,32,130,3059,46,356,1299,2666,2843,3978,4073,3521,989,1197,1266,806,586,349,988,24963
CED308,0,3,3,11,32,51,76,42,5,23,19,8,3,12,10,298,0,0,12,19,100,118,444,571,138,142,268,163,75,56,46,2152,0,0,20,52,44,11,43,6,0,0,3,4,0,3,3,189,0,3,7,13,8,20,26,35,8,3,12,5,9,0,8,157,0,0,0,0,8,34,50,60,16,21,7,25,14,3,17,255,0,0,0,24,37,27,16,14,0,0,0,4,4,0,4,130,43,284,864,2095,1379,1309,1103,1181,399,543,558,420,320,156,445,11099,0,3,12,36,54,88,96,76,33,51,34,31,35,25,23,597,0,0,0,0,37,34,19,12,6,4,5,8,16,5,7,153,3,104,230,452,587,764,841,661,192,203,240,224,181,94,180,4956,79,637,2114,3771,4086,6273,7533,6153,1830,2300,2544,1991,1604,1047,1847,43809
CED309,0,0,3,18,17,10,15,19,4,3,5,5,3,0,5,107,0,3,15,43,93,110,210,255,85,109,122,77,58,22,24,1226,0,6,13,11,7,3,4,0,0,0,0,0,0,0,0,44,0,3,8,13,14,11,8,11,7,7,5,19,10,0,5,121,0,0,0,5,10,15,49,29,22,17,15,23,8,4,9,206,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,12,62,286,895,2087,1239,979,828,1192,406,425,372,252,189,77,411,9700,3,0,9,49,93,68,118,125,19,20,34,28,25,20,15,626,0,0,0,0,10,12,3,8,3,4,7,4,0,7,3,61,3,86,221,409,412,346,324,398,100,105,104,119,105,47,126,2905,108,605,1996,3530,3183,3419,3303,3342,954,1121,1084,898,736,414,1108,25801
CED310,0,3,5,13,16,16,5,12,0,3,0,0,0,3,3,79,0,0,21,23,57,86,174,190,43,49,76,58,32,21,16,846,0,5,20,17,5,3,7,0,0,0,0,0,0,0,0,57,0,0,8,17,0,14,8,7,3,0,3,3,0,4,0,67,0,0,0,4,10,7,10,27,9,8,9,10,9,6,8,117,0,0,0,3,5,0,3,5,0,3,0,0,0,0,0,19,57,328,910,1968,1165,940,766,919,379,439,461,261,212,92,361,9258,0,6,14,45,70,64,81,73,16,24,29,20,33,17,25,517,0,0,0,0,8,8,13,12,3,0,6,11,6,0,0,67,15,78,229,390,339,336,314,309,82,97,82,78,85,117,115,2666,110,648,2029,3230,2833,3262,3031,2745,846,1089,1151,831,701,563,1065,24134
CED311,0,0,0,0,18,7,7,5,4,0,0,3,0,4,7,55,0,3,6,13,32,34,97,217,117,97,143,98,54,34,27,972,0,3,4,30,9,3,6,0,0,0,0,3,0,0,0,58,0,0,3,3,0,3,3,5,11,7,18,19,12,4,0,88,0,0,0,0,0,11,21,27,14,9,4,9,4,12,3,114,0,0,0,0,4,4,3,0,0,3,0,0,0,0,0,14,21,123,475,1155,741,411,240,199,64,72,42,54,56,59,212,3924,0,3,4,29,53,44,35,56,6,22,11,6,14,57,17,357,0,0,4,0,3,6,10,6,59,23,18,16,3,7,6,161,3,39,116,220,256,218,174,218,123,129,133,71,99,108,133,2040,40,270,1094,1998,2025,2031,1578,1492,726,736,844,637,657,604,866,15598
CED312,0,0,6,10,19,27,38,33,7,7,4,4,3,3,5,166,0,3,3,17,98,156,288,310,75,98,105,80,46,21,29,1329,0,4,17,74,32,16,28,3,3,0,0,0,0,0,8,185,0,0,6,14,23,16,24,20,12,3,21,0,8,0,4,151,0,0,0,5,7,58,59,30,8,11,4,31,15,0,14,242,0,0,0,5,9,24,18,9,4,6,0,0,4,0,4,83,26,191,675,2263,1707,1453,841,691,269,295,226,132,109,45,372,9295,0,5,11,27,45,44,65,42,10,31,21,28,35,11,12,387,0,0,0,0,29,99,58,23,42,20,16,7,8,8,22,332,9,63,192,455,694,940,899,644,191,247,224,217,145,74,217,5211,47,456,1710,3727,4328,6308,5883,4388,1432,1798,1922,1363,1033,676,1626,36697
CED313,0,0,0,11,41,43,47,54,19,8,21,22,40,44,8,358,4,0,8,22,96,149,187,181,41,49,93,55,64,37,19,1005,0,5,13,37,18,11,41,6,0,0,0,3,0,0,4,138,0,3,7,21,37,85,43,44,40,61,68,62,72,50,17,610,0,0,0,0,4,38,62,70,31,24,36,31,35,14,27,372,0,0,0,9,13,8,18,11,3,4,18,17,16,3,5,125,48,148,428,964,811,846,784,731,194,216,298,268,361,223,291,6611,0,3,3,37,81,95,103,103,30,19,61,67,121,85,43,851,0,0,3,3,234,303,147,30,29,22,48,28,43,30,45,965,14,112,164,342,621,879,1030,1084,351,451,673,674,681,403,336,7815,121,523,1549,2443,3244,4862,4915,4403,1479,1883,2988,2794,2711,1717,1673,37305
CED314,0,0,6,14,17,6,11,26,5,7,3,14,12,10,7,138,0,3,5,20,38,45,138,212,57,53,101,74,17,18,25,806,0,0,3,10,0,5,6,0,0,0,0,0,0,0,0,24,0,0,0,7,7,13,14,30,8,10,25,15,23,3,3,158,0,0,0,0,0,13,12,12,5,4,12,6,6,3,12,85,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,15,31,184,487,1039,549,332,232,182,77,80,60,65,56,18,171,3563,0,3,4,74,43,42,52,41,9,11,10,9,7,16,13,334,0,0,0,0,11,16,15,3,0,4,11,0,5,4,9,78,8,43,84,189,251,247,291,741,222,185,235,301,281,238,134,3450,65,360,1040,1750,1490,1619,1545,1899,647,630,852,878,721,501,673,14670
CED315,0,0,0,7,27,14,11,9,3,5,0,5,0,3,7,91,0,3,3,18,24,52,124,142,55,54,107,38,34,19,11,684,0,0,11,14,5,4,4,0,0,0,0,0,0,0,4,42,0,0,3,13,12,11,23,18,13,19,9,12,9,3,7,152,0,3,0,0,5,29,27,47,5,7,24,32,16,13,17,225,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,21,141,483,1236,721,511,491,382,114,127,203,143,116,73,221,4983,0,3,12,18,38,55,61,72,25,18,38,47,40,43,32,502,0,0,0,0,12,22,23,15,0,4,23,17,7,3,11,137,10,47,118,290,409,419,443,500,185,218,208,263,176,193,184,3663,59,347,1187,2217,2190,2564,2463,2060,781,943,1177,1080,847,642,914,19471
CED316,0,0,3,6,8,6,3,6,0,0,0,0,3,0,3,38,0,0,5,32,50,52,102,143,37,31,63,46,46,3,8,618,0,0,18,20,13,0,3,0,0,0,0,0,0,0,3,57,0,0,5,13,11,6,10,5,15,18,25,8,7,4,12,139,0,0,0,0,5,10,16,18,7,10,0,11,10,10,22,119,0,0,0,16,14,12,24,5,0,0,7,0,4,0,0,82,51,293,902,2317,1260,715,421,452,126,113,139,73,77,63,359,7361,0,3,4,40,50,39,51,42,9,12,16,19,13,12,11,321,0,0,0,3,10,27,32,9,4,3,10,12,3,0,9,122,3,78,177,353,312,221,195,204,41,40,109,115,79,61,109,2097,90,643,2096,3633,2789,2467,1971,1511,464,404,610,526,447,353,973,18977
CED317,0,3,4,10,10,13,3,3,0,0,0,0,0,0,0,46,0,3,8,11,45,39,63,72,41,33,56,36,31,14,23,475,3,4,16,30,7,0,3,0,0,0,0,0,0,0,8,71,0,0,0,5,5,13,4,14,5,3,9,3,7,3,0,71,0,0,0,5,0,49,45,36,6,5,11,15,12,3,15,202,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,26,193,542,1114,634,369,302,194,72,58,69,41,91,25,227,3957,0,3,21,46,78,49,49,30,11,7,18,10,20,12,18,372,0,0,0,0,3,17,12,3,4,3,10,3,3,3,10,71,9,75,262,431,441,381,359,267,118,110,122,122,126,76,169,3068,207,650,2371,2708,2222,2224,1855,1290,489,577,789,624,646,379,1067,18098
