region_id,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot
CED318,0,0,0,16,31,28,16,13,0,0,3,3,3,5,7,125,0,0,4,31,87,83,89,124,25,66,71,49,37,21,17,704,3,7,15,33,13,7,0,0,3,0,0,0,0,0,0,81,0,0,13,24,25,26,22,13,10,7,19,11,9,7,221,407,0,0,0,3,18,81,104,108,22,24,14,27,35,10,41,487,0,0,0,3,7,4,3,0,7,0,6,0,0,0,3,33,16,185,641,1513,1056,1022,903,776,218,273,214,209,178,94,356,7654,0,5,7,57,93,89,125,82,19,24,23,39,33,27,20,643,0,0,0,3,17,36,16,16,18,15,15,24,8,3,19,190,3,83,198,491,815,991,1013,689,177,273,211,384,410,233,591,6562,74,480,1683,3154,3610,4730,4786,3622,1113,1391,1270,1390,1317,865,2061,31546
CED319,0,3,3,13,38,20,25,41,5,21,7,3,0,8,14,201,0,3,3,13,52,132,159,158,29,52,97,64,35,16,21,834,0,7,13,18,8,5,27,4,0,0,0,0,0,0,0,82,0,3,5,46,52,64,56,20,8,26,30,45,29,20,11,415,0,0,0,0,8,32,57,40,29,45,44,44,26,28,16,369,0,0,0,3,3,8,5,3,3,3,0,0,0,0,6,34,54,225,562,1184,784,696,601,573,156,150,163,161,132,57,334,5832,0,0,8,24,45,65,87,72,29,12,25,27,31,28,13,466,0,0,5,0,85,104,56,22,8,5,0,5,13,0,17,320,11,84,132,306,582,688,851,712,231,337,353,370,309,129,283,5378,135,614,1727,2549,3033,4519,4741,3652,1138,1727,2146,2028,1265,715,1521,31510
CED320,0,3,3,9,23,14,8,6,0,3,0,0,0,0,3,72,0,0,10,24,59,80,126,160,46,50,76,38,10,19,21,719,0,7,12,22,10,3,4,0,0,0,0,0,0,0,3,61,0,3,3,10,5,12,21,5,4,0,14,3,3,0,3,86,0,0,0,0,7,18,25,19,4,11,7,19,10,6,10,136,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,11,32,257,855,2206,1309,924,546,682,216,299,250,180,129,48,361,8294,0,7,3,55,53,42,66,58,29,5,17,6,19,6,11,377,0,3,0,0,10,43,18,12,3,3,11,3,8,0,22,136,4,63,163,290,405,402,366,280,76,87,109,66,94,71,142,2618,63,535,1786,3347,3084,3633,2940,2390,754,934,948,680,618,462,1106,23280
CED321,0,0,0,7,10,4,7,3,0,0,0,3,3,0,0,37,0,3,3,19,24,29,54,83,46,59,88,79,25,12,7,531,0,0,8,34,4,5,3,0,0,0,0,0,0,0,3,57,0,0,0,7,3,3,0,0,4,10,11,8,0,0,3,49,0,0,0,0,4,3,5,10,3,3,6,12,3,0,13,62,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,35,202,538,1062,514,296,183,116,27,38,31,41,50,26,175,3334,5,3,6,38,47,31,27,26,5,6,6,8,9,7,11,235,0,0,0,0,6,5,9,25,46,11,52,6,3,0,6,169,10,42,96,205,208,178,104,110,48,32,57,78,71,51,110,1400,73,413,1278,1873,1526,1461,1005,784,346,338,552,498,427,277,623,11474
CED322,0,0,6,9,31,27,43,27,0,4,4,8,10,0,8,177,0,0,9,27,99,102,439,411,68,88,137,143,64,28,37,1652,0,5,15,39,30,8,42,13,0,3,0,0,0,0,4,159,0,4,3,16,20,20,13,20,6,3,8,4,0,0,3,120,0,0,3,0,13,34,57,40,24,12,12,20,16,16,11,258,0,0,0,14,28,18,7,16,3,0,6,0,6,0,3,101,65,289,886,1847,1213,1026,956,901,359,323,301,250,192,62,436,9106,0,8,16,42,76,84,145,111,23,17,24,52,57,18,32,705,0,0,0,3,26,27,17,4,4,4,3,4,3,5,7,107,14,122,241,415,517,546,646,561,135,171,184,192,163,124,165,4196,115,761,2155,3421,3655,4817,6096,4553,1322,1404,1517,1428,1272,729,1518,34763
CED323,0,3,4,9,25,33,54,38,12,8,3,3,12,0,13,217,0,3,8,33,114,136,237,272,43,46,86,94,55,17,21,1165,3,9,33,60,23,25,43,0,3,0,0,0,0,0,3,202,0,4,5,15,24,21,13,16,5,5,7,13,13,7,3,151,0,0,0,0,19,50,76,70,33,35,35,64,38,22,34,476,0,0,0,17,19,20,22,15,7,0,7,10,0,0,4,121,49,328,886,1749,1081,1088,829,644,161,240,180,223,176,92,438,8164,0,4,18,38,78,102,145,82,15,36,32,36,51,42,44,723,0,0,0,6,55,45,23,9,7,9,4,11,3,10,6,188,10,170,357,533,677,810,919,691,248,343,449,441,469,321,308,6746,138,876,2576,3841,4084,6246,6794,5152,1550,2082,2416,2411,2097,1500,2268,44031
CED324,0,0,4,9,44,84,75,98,29,30,25,32,27,12,14,483,5,0,9,19,101,157,234,285,49,62,74,64,32,18,19,1128,0,6,13,58,35,11,116,11,3,3,0,0,3,0,3,262,0,4,7,33,26,79,120,87,45,46,56,38,49,47,18,655,0,0,0,0,6,45,63,49,22,7,23,26,12,4,17,274,0,3,3,6,12,16,14,9,0,0,0,0,10,0,10,83,34,185,502,1081,785,715,521,387,128,119,119,129,103,42,213,5063,0,3,5,34,78,60,97,96,15,19,23,40,29,24,18,541,0,0,3,5,449,836,406,99,38,47,72,87,77,34,101,2254,11,146,204,433,752,1725,3096,2303,616,644,633,791,767,478,524,13123,82,689,1562,2669,3713,7483,9873,8001,2466,2901,3978,3936,3031,1644,2267,54295
CED325,0,3,3,16,26,70,51,81,7,17,13,10,28,17,8,350,0,0,3,18,77,127,326,416,65,131,173,97,61,34,41,1569,0,5,22,31,39,17,59,4,0,0,0,0,0,0,0,177,0,3,0,14,38,149,288,152,46,53,56,28,28,19,22,896,0,0,0,0,18,71,45,47,10,6,8,9,10,8,14,246,0,0,3,4,5,6,14,9,0,3,0,0,0,3,6,53,22,153,526,1923,1296,1017,645,642,212,244,214,164,144,29,324,7555,0,0,13,29,54,65,86,104,14,27,31,23,34,5,22,507,3,0,0,5,777,2649,1643,455,124,150,208,200,135,49,422,6820,5,67,125,369,827,1623,2024,1683,459,450,456,517,431,171,452,9659,50,499,1461,3198,4409,8894,9275,6699,1856,2240,2721,2177,1696,777,2372,48324
CED326,0,0,3,16,31,26,18,43,7,7,10,0,5,0,3,169,0,0,9,23,68,106,192,326,107,143,287,144,100,55,36,1596,0,0,4,18,16,13,29,3,0,0,3,0,0,0,5,91,0,3,28,42,28,44,50,35,16,14,18,17,6,0,8,309,0,0,0,0,5,26,29,31,16,11,10,16,9,3,5,161,0,0,3,3,5,6,7,3,3,0,7,0,0,0,0,37,46,291,865,2090,1295,1046,688,864,438,511,460,375,274,105,441,9789,0,7,15,36,43,64,64,79,10,21,17,32,23,11,22,444,0,0,0,0,31,45,27,25,3,3,9,3,5,8,22,181,3,75,156,349,550,599,724,634,179,195,224,150,147,84,136,4205,81,608,1895,3395,3400,4544,4641,4125,1514,1881,2129,1524,1229,699,1399,33064
CED327,3,3,4,11,45,69,66,85,29,19,23,15,11,4,12,399,0,0,0,20,92,186,340,403,81,78,113,57,38,32,49,1489,0,0,15,93,73,29,114,17,0,3,0,0,0,0,11,355,0,0,3,18,37,89,109,57,19,46,55,15,25,9,10,492,0,0,0,0,10,124,100,74,25,40,43,88,49,32,52,637,0,0,0,8,15,13,23,11,4,3,0,0,0,0,10,87,17,163,628,1809,1327,1019,630,441,108,136,134,98,82,28,320,6940,0,3,4,30,50,47,53,68,13,16,14,17,23,13,9,360,0,0,0,3,171,378,190,47,15,20,22,24,24,8,53,955,0,50,196,557,967,2167,2864,2228,572,758,618,697,746,283,544,13247,34,435,1554,3530,4570,9023,11309,8417,2244,2681,3087,2609,2261,1073,2530,55357
CED328,0,5,9,15,68,61,90,150,36,40,63,114,191,183,35,1060,0,0,13,53,159,327,739,762,133,223,238,166,96,62,51,3022,0,5,0,11,7,5,3,3,0,3,3,0,0,0,5,45,0,3,12,38,50,126,122,43,19,19,40,40,15,35,5,567,0,0,0,3,13,33,36,63,29,17,16,29,24,17,14,294,0,4,0,3,3,6,18,6,0,3,4,0,3,3,3,56,43,219,545,1468,1151,1205,1352,1189,375,350,345,304,253,159,367,9325,7,8,21,80,136,121,228,205,66,35,78,76,120,99,58,1338,0,0,3,3,88,75,41,30,11,20,14,47,78,62,11,483,8,106,124,314,564,928,1113,988,290,345,458,536,541,443,213,6971,98,649,1311,2806,3520,5116,6181,5497,1620,1985,2510,2665,2749,2015,1359,40081
CED329,0,0,0,13,15,13,15,6,0,0,4,0,4,0,6,76,0,3,5,20,86,84,107,127,29,39,48,14,14,8,19,603,0,3,19,25,5,10,3,0,0,0,0,0,0,0,3,68,0,0,7,11,10,11,5,0,3,9,0,0,4,0,3,63,0,0,0,4,10,17,28,20,0,18,15,4,8,3,10,137,0,0,3,7,0,4,0,4,0,0,0,0,0,0,3,21,50,313,905,2003,1170,777,598,775,213,247,158,101,85,41,377,7813,0,7,10,68,61,59,86,83,13,30,27,20,13,3,13,493,0,3,0,3,10,4,11,8,19,0,16,9,4,0,3,90,4,95,218,356,330,285,222,223,50,62,46,38,67,19,117,2132,86,652,1997,3286,2890,2741,2182,1977,487,615,561,362,349,222,945,19352
CED330,0,0,8,7,19,19,32,16,0,4,3,9,8,14,4,143,0,3,6,26,59,94,191,240,44,62,61,58,25,11,17,897,0,5,12,45,28,6,8,0,0,0,0,0,0,0,3,107,0,0,6,20,5,9,12,0,0,0,7,0,4,0,4,67,0,0,0,0,3,37,40,14,7,6,4,10,10,6,9,146,0,0,0,9,7,0,3,0,0,3,0,0,0,0,3,25,27,193,649,1975,1479,1050,726,768,232,241,168,141,68,42,371,8130,0,3,11,48,85,66,80,81,9,29,8,18,18,11,11,478,0,3,0,0,15,89,37,11,0,9,6,4,4,10,20,208,4,57,130,368,465,504,398,294,102,73,44,77,90,100,136,2842,39,436,1503,3266,3549,4098,3393,2488,664,662,598,611,542,391,1152,23392
CED394,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,9,0,0,0,4,5,9,10,8,0,4,0,4,0,20,8,72,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,4,0,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,25,81,185,137,84,55,42,12,12,16,18,95,159,68,989,0,0,0,3,6,8,6,10,0,3,0,10,15,13,7,81,0,0,0,0,0,3,3,3,4,0,3,3,0,0,3,22,0,6,11,26,38,34,36,31,10,10,22,33,53,95,66,471,3,56,172,317,328,315,266,196,55,79,111,163,306,609,340,3316
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,4,3,0,4,0,0,0,0,0,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,13,0,0,10,16,13,9,10,4,4,3,4,0,4,10,22,109
CED401,0,0,4,19,41,51,63,81,28,20,59,51,58,55,23,553,3,4,7,38,53,60,92,100,28,34,21,29,35,14,20,538,0,20,40,73,23,11,40,9,3,0,0,0,0,0,7,226,0,0,3,10,38,42,35,38,36,30,39,54,40,48,22,435,0,0,0,3,16,82,54,55,16,21,23,28,31,17,19,365,0,3,5,13,9,5,14,14,3,3,3,3,3,3,3,84,47,206,1106,2326,1111,694,442,377,128,97,133,146,167,107,390,7477,3,0,12,39,74,85,84,81,25,21,25,32,79,44,22,626,0,0,3,4,330,857,340,102,58,69,63,78,84,34,125,2147,9,378,321,365,391,476,787,1101,445,440,643,895,871,523,397,8042,112,1140,4607,5210,3316,4085,3694,4203,1864,2245,3341,3936,3446,1976,2187,45362
CED402,0,0,0,5,6,6,0,5,0,3,3,0,0,0,0,28,0,0,5,11,9,19,39,85,15,8,18,20,23,8,16,276,0,8,23,41,11,5,0,0,0,0,0,0,0,0,8,96,0,0,4,0,7,8,0,5,0,0,3,27,20,4,4,82,0,0,0,0,9,8,26,14,0,24,14,42,5,15,4,161,0,0,3,16,23,23,19,3,0,0,0,0,0,0,3,90,45,197,909,2315,871,284,204,162,82,82,43,70,68,13,284,5629,3,0,0,10,40,25,36,35,10,8,3,7,12,0,3,192,0,0,0,0,16,43,29,0,25,5,7,0,3,0,21,149,6,96,203,178,133,78,102,174,116,106,88,202,237,108,152,1979,84,550,2656,3443,1575,1030,1042,980,528,432,439,733,628,331,889,15340
CED403,0,0,7,14,44,42,44,50,16,8,16,21,34,25,6,327,4,0,8,35,63,75,134,149,44,48,77,57,55,24,21,794,4,14,31,43,17,3,20,0,3,0,0,0,0,0,0,135,0,3,10,12,24,36,39,35,6,20,31,39,24,27,7,313,0,0,0,0,6,20,32,34,9,8,17,8,0,9,9,152,0,0,9,3,15,4,5,3,0,0,0,0,3,0,3,45,69,394,1310,2965,1480,976,776,881,462,389,323,324,233,106,446,11134,0,0,4,43,85,81,102,72,19,16,18,28,23,12,13,516,0,0,0,0,104,76,27,16,8,16,6,15,16,11,25,320,11,330,335,363,293,438,579,569,184,172,278,327,422,257,187,4745,137,1193,3700,4901,3080,3201,3058,3077,1198,1232,1381,1579,1565,889,1258,31449
CED404,0,0,0,3,5,3,0,3,0,0,0,3,0,0,3,20,0,0,3,17,40,14,23,56,53,81,75,51,32,38,21,504,0,0,30,52,12,5,0,0,0,0,0,0,0,0,5,104,0,0,0,3,3,3,8,3,8,14,23,10,12,3,3,93,0,0,0,0,3,5,18,10,4,0,8,18,5,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,213,937,3551,1225,310,138,115,44,45,72,52,56,24,417,7235,0,0,3,25,19,29,27,18,0,7,7,3,12,17,3,170,0,0,0,0,5,15,4,11,3,5,0,0,0,3,60,106,4,67,172,242,201,122,102,99,62,61,68,51,39,50,105,1445,67,468,2288,4705,2018,947,650,626,321,402,411,335,291,226,867,14622
CED405,0,0,4,8,29,26,18,32,5,18,18,5,6,5,12,186,0,0,4,18,44,65,75,97,46,33,43,42,43,23,13,546,0,7,33,57,21,6,70,8,0,0,0,0,0,0,4,206,0,0,3,12,15,30,13,9,9,20,30,24,24,13,16,218,0,0,0,3,10,47,46,50,11,9,9,19,15,8,17,244,3,3,0,8,7,3,5,0,3,0,3,3,0,3,3,44,66,235,959,2441,1053,738,448,476,231,223,196,275,232,115,374,8062,3,0,5,16,52,51,63,52,15,7,32,32,18,18,13,377,0,0,0,3,193,210,92,32,16,20,12,13,16,14,19,640,15,290,352,395,375,438,672,746,256,298,326,500,433,218,240,5554,173,1204,4841,5594,2831,3100,3101,2843,1262,1485,2024,2281,1754,878,1504,34875
CED406,0,3,0,6,25,12,12,27,7,0,3,3,0,0,3,101,3,0,5,20,57,61,114,226,83,69,54,58,71,8,25,854,0,9,20,56,37,13,29,5,0,0,0,0,0,0,5,174,0,0,3,10,22,21,8,8,0,0,21,6,0,0,10,109,0,0,0,0,11,11,20,22,12,6,6,8,9,0,4,109,0,0,0,3,6,0,0,3,0,3,0,0,3,0,3,21,37,277,1361,6272,3600,2025,1299,1265,626,642,675,583,414,142,781,19999,0,0,7,23,53,58,64,45,14,23,14,12,9,13,9,344,0,0,0,0,36,28,6,8,15,3,7,3,7,4,7,124,0,111,215,402,335,409,442,357,103,100,105,60,77,35,116,2867,65,643,3033,7940,5159,4232,3142,2650,1130,1078,1154,981,799,313,1336,33655
CED407,0,0,5,6,33,23,15,16,3,8,4,0,3,0,3,119,0,0,6,17,57,42,98,132,20,32,61,51,21,16,10,563,0,8,23,78,41,11,39,4,3,0,0,0,0,0,13,220,0,3,6,6,22,22,33,8,9,6,24,25,40,10,13,227,0,0,0,0,4,30,26,11,9,7,10,10,8,5,13,133,0,0,3,5,3,3,14,9,0,3,3,3,0,0,3,49,26,256,1664,6217,3116,1160,653,535,236,235,214,130,87,34,632,15195,0,3,6,18,58,43,44,22,10,15,7,11,14,4,10,265,0,0,3,0,183,460,198,25,19,16,16,33,11,10,66,1040,0,160,277,373,365,521,695,795,268,221,204,191,188,125,235,4618,46,834,4045,8351,4736,3707,3051,2369,967,1003,1056,892,674,381,1497,33609
CED408,0,0,5,9,26,6,17,9,0,11,3,3,3,3,4,99,0,6,12,33,61,56,118,135,44,37,41,49,15,3,11,621,0,8,22,17,10,3,0,0,0,0,0,0,0,0,0,60,3,0,3,7,13,10,8,19,5,0,0,3,7,0,83,161,0,0,0,0,4,7,25,16,11,6,0,9,0,0,11,89,0,0,0,4,5,3,0,0,0,0,0,0,0,0,3,15,49,328,1739,4903,2415,1201,818,854,338,354,247,237,117,52,566,14218,3,9,10,52,77,58,87,69,13,19,21,19,19,20,14,490,0,0,0,0,19,7,4,14,9,13,5,0,4,4,11,90,0,158,216,293,261,297,247,205,43,55,67,40,26,31,228,2167,82,794,3479,6174,3583,2551,2010,1713,592,629,524,472,298,161,1204,24266
CED409,0,0,0,7,8,19,16,33,8,11,8,9,10,9,0,138,3,0,7,7,41,37,47,109,34,46,41,38,31,7,8,456,0,26,47,171,76,25,202,25,0,3,0,5,0,3,27,610,0,0,0,6,16,23,13,12,26,22,23,35,50,17,5,248,0,0,0,0,6,224,103,57,21,10,25,14,11,9,30,510,0,3,5,10,6,5,12,7,7,3,0,6,3,0,3,70,46,193,1083,3482,1535,622,324,383,167,119,142,144,140,64,421,8865,0,0,0,14,35,31,61,39,16,4,16,19,21,12,12,280,0,0,3,3,687,2413,1480,339,130,109,165,149,137,59,300,5974,3,335,319,466,467,866,1125,1153,454,495,456,585,561,286,344,7915,94,1240,4450,6863,4087,6723,6007,3900,1618,1758,2072,2214,1786,886,2191,45889
CED410,3,0,7,31,54,84,70,76,20,28,31,15,14,9,10,452,0,3,9,34,71,66,121,126,38,35,69,75,37,32,34,750,3,20,31,40,13,12,30,3,0,0,0,0,0,0,8,160,0,3,12,11,49,85,111,87,41,46,51,61,132,33,16,738,0,0,0,0,18,41,31,31,12,5,7,6,11,4,13,179,0,3,4,79,18,3,24,9,0,4,3,5,8,0,3,163,45,275,1145,2585,1189,642,449,491,151,135,132,131,126,62,340,7898,3,5,12,42,72,58,84,77,15,17,16,23,15,21,19,479,0,0,3,0,220,215,64,21,8,12,6,16,13,18,27,623,16,440,448,363,397,555,1001,864,322,278,371,422,347,190,180,6194,162,1497,6645,6491,3404,3961,4015,3850,1550,1637,2223,2429,2037,869,1704,42474
CED411,0,0,3,9,13,10,9,6,9,10,0,3,0,0,4,76,0,0,3,17,15,10,74,63,29,16,24,13,8,13,10,295,0,13,35,56,27,3,17,6,3,0,0,0,0,0,11,171,0,0,3,5,14,10,3,3,0,0,4,4,0,0,0,46,0,0,3,0,9,67,38,28,9,8,11,0,5,4,12,194,0,0,0,12,13,7,11,3,0,0,0,0,0,0,0,46,17,207,2123,7792,2983,984,539,353,123,132,105,84,33,21,831,16327,3,0,6,26,49,28,47,46,11,6,15,19,11,3,16,286,3,0,0,3,78,338,160,44,18,19,18,28,19,11,54,793,3,110,208,288,251,448,406,675,377,492,318,277,413,215,218,4699,37,605,3995,9500,4152,2907,2062,1809,785,922,746,669,689,346,1564,30788
CED494,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,63,29,24,8,7,0,3,3,8,11,19,24,224,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,6,4,0,0,0,4,0,0,0,4,21,0,0,4,3,3,10,5,12,4,5,19,7,13,28,19,132,0,8,44,86,61,81,35,38,10,8,42,23,66,83,84,669
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,6,3,15,68,38,37,48,37,28,19,16,3,18,27,363,0,0,4,34,98,210,301,477,243,241,359,170,104,58,56,2355,0,0,10,39,29,8,53,8,0,0,3,0,0,0,0,150,0,4,4,5,5,8,14,12,15,0,11,0,12,0,10,100,0,0,0,0,11,59,59,64,20,24,13,43,30,19,23,365,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,12,101,330,991,6376,3998,3238,1993,2121,966,1146,1124,766,562,327,1032,25071,0,5,11,37,40,66,76,68,21,21,29,35,26,11,31,477,0,0,0,6,14,29,28,11,12,11,3,9,6,3,16,148,8,63,98,472,404,568,434,562,152,186,253,196,135,61,662,4254,127,631,1947,7937,5688,6052,4985,4703,2068,2511,3019,2041,1586,1107,2594,46996
CED502,0,0,8,35,60,69,74,84,25,34,27,15,18,10,16,475,0,3,6,41,123,182,257,349,147,148,255,141,53,28,64,1797,3,4,9,15,6,3,0,0,0,0,0,4,0,0,3,47,0,3,6,3,9,14,14,26,3,17,12,23,5,9,3,147,0,0,0,4,14,32,51,58,21,15,18,43,28,9,18,311,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,14,98,394,1045,5441,3814,2795,1474,1330,531,424,439,321,192,122,871,19291,0,3,12,62,70,68,53,66,4,29,24,15,26,22,15,469,0,0,0,0,20,16,23,12,3,3,3,11,0,3,18,112,9,83,125,442,375,457,394,462,196,196,203,172,113,70,308,3605,150,813,2371,7098,5697,5594,3943,3425,1366,1407,1800,1287,926,682,2024,38583
CED503,0,3,9,37,85,142,130,113,47,28,29,25,23,8,22,701,0,3,8,21,102,296,486,598,199,287,466,277,144,95,76,3058,0,8,15,26,22,21,65,8,0,0,0,0,0,0,9,174,0,4,9,25,42,88,45,15,5,4,11,13,0,3,8,272,0,0,0,4,13,72,79,45,28,32,22,44,34,13,31,417,0,3,0,6,4,4,9,0,0,0,0,0,0,0,0,26,47,192,612,3156,2498,2992,1917,1945,747,923,715,537,416,233,669,17599,0,0,4,18,54,42,67,43,22,17,15,23,17,8,13,343,0,0,0,6,227,1297,919,250,70,108,131,86,70,31,206,3401,3,59,97,590,684,1287,1619,1604,502,517,465,349,312,176,266,8530,83,545,1716,5396,5294,9586,8473,6313,2180,2575,2633,1955,1530,900,1994,51173
CED504,3,20,25,67,179,199,284,221,41,61,64,117,132,137,71,1621,3,6,14,80,214,444,505,450,71,101,182,179,162,98,66,2575,3,5,19,15,13,6,28,7,0,0,0,0,0,0,4,100,5,12,9,22,54,87,68,45,16,23,10,27,25,14,4,421,0,0,0,4,14,29,51,42,14,18,18,29,17,25,14,275,0,3,0,6,3,3,18,7,0,8,3,3,8,0,5,67,105,258,700,2096,1725,1884,1677,1311,366,406,448,428,544,425,543,12916,0,0,14,81,126,151,207,182,32,81,109,119,210,197,66,1575,0,0,0,0,121,152,45,16,12,12,20,26,21,6,19,450,28,157,138,438,526,932,936,882,260,360,503,593,577,446,255,7031,270,957,2131,4072,4548,6359,5865,4758,1422,1884,2556,2958,3245,2445,1811,45281
