region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED217,7564,8444,16008,4242,4885,9127,64,65,129,891,1028,1919,7,14,21,35259,36887,72146,127,139,266,9477,9562,19039,393,503,896,244,233,477,335,383,718,810,813,1623,423,454,877,1073,1184,2257,895,1025,1920,97,115,212,229,258,487,1362,1668,3030,1491,1589,3080,108,98,206,57527,60903,118430,2358,1976,4334,5800,5474,11274,33,37,70,3,0,3,2057,1468,3525,2060,1468,3528,11115,9656,20771,541,346,887,7493,6722,14215,94491,95026,189517
CED218,1517,2084,3601,8494,10450,18944,0,3,3,571,669,1240,4,11,15,13134,15674,28808,77,85,162,3640,3959,7599,76,91,167,56,56,112,294,404,698,94,93,187,105,127,232,184,266,450,1281,1447,2728,39,56,95,28,42,70,2251,2913,5164,715,951,1666,39,76,115,31082,37373,68455,1892,1406,3298,764,671,1435,2543,2726,5269,0,0,0,436,337,773,436,337,773,18668,17543,36211,912,502,1414,5960,5697,11657,63774,68339,132113
CED219,4261,4381,8642,9019,10221,19240,3,7,10,1472,1602,3074,29,33,62,26083,27251,53334,229,233,462,3671,3619,7290,304,378,682,561,643,1204,428,459,887,596,619,1215,347,403,750,1968,2130,4098,2236,2453,4689,186,242,428,467,506,973,2349,2845,5194,2593,2834,5427,145,176,321,52686,56654,109340,3221,3046,6267,6582,6096,12678,58,87,145,7,8,15,1597,1457,3054,1604,1465,3069,18663,16494,35157,887,550,1437,6899,6564,13463,94861,95337,190198
CED220,5121,5760,10881,5346,6597,11943,3,9,12,584,679,1263,9,5,14,16404,17983,34387,135,146,281,6396,6625,13021,212,257,469,115,93,208,272,320,592,193,176,369,146,167,313,453,567,1020,1252,1470,2722,55,98,153,128,144,272,1718,2281,3999,910,1057,1967,80,96,176,34411,38770,73181,2154,1586,3740,1315,1216,2531,2219,2264,4483,0,6,6,1748,1094,2842,1748,1100,2848,13763,12207,25970,584,334,918,4795,4344,9139,66110,67581,133691
CED221,408,468,876,11682,13300,24982,0,0,0,776,852,1628,60,46,106,16330,17435,33765,85,116,201,286,257,543,241,278,519,107,129,236,833,988,1821,4,6,10,169,172,341,448,552,1000,2478,2571,5049,192,258,450,125,147,272,4281,5327,9608,1340,1495,2835,49,46,95,39486,43975,83461,184,159,343,114,81,195,26,38,64,3,0,3,176,238,414,179,238,417,16707,14663,31370,706,383,1089,5428,4977,10405,63238,64982,128220
CED222,5110,5806,10916,8836,10522,19358,3,0,3,761,936,1697,3,7,10,20422,22367,42789,121,191,312,3179,3195,6374,249,326,575,216,258,474,387,429,816,150,164,314,147,177,324,680,803,1483,1839,2152,3991,102,133,235,154,195,349,2246,2920,5166,1149,1386,2535,90,84,174,40734,46245,86979,1423,1293,2716,3435,3179,6614,232,267,499,0,0,0,791,611,1402,791,611,1402,17401,15691,33092,840,475,1315,6452,6006,12458,76418,79573,155991
CED223,927,1256,2183,7430,8985,16415,3,0,3,987,1097,2084,100,116,216,17515,19997,37512,108,143,251,2672,2745,5417,96,131,227,88,91,179,416,454,870,83,84,167,113,127,240,358,449,807,1450,1630,3080,155,194,349,45,52,97,2300,3135,5435,954,1240,2194,41,55,96,34914,40725,75639,691,529,1220,1191,1156,2347,84,86,170,7,4,11,382,400,782,389,404,793,19143,17071,36214,825,549,1374,4755,4895,9650,62919,66671,129590
CED224,2052,2580,4632,7447,9030,16477,3,0,3,987,1186,2173,11,12,23,14786,17372,32158,97,139,236,3108,3348,6456,75,92,167,28,33,61,374,437,811,95,98,193,138,155,293,312,374,686,1284,1507,2791,65,80,145,43,44,87,2587,3616,6203,891,1195,2086,55,54,109,32386,38772,71158,1697,1217,2914,711,514,1225,666,697,1363,4,3,7,439,449,888,443,452,895,18458,17835,36293,756,422,1178,4952,4829,9781,62121,67318,129439
CED225,1154,1334,2488,9975,11564,21539,0,0,0,1342,1546,2888,160,165,325,16722,18152,34874,267,337,604,1058,1076,2134,189,258,447,185,196,381,531,636,1167,113,101,214,169,204,373,910,1087,1997,1921,2215,4136,155,229,384,169,218,387,2696,3337,6033,2021,2345,4366,147,153,300,38730,43819,82549,669,601,1270,790,744,1534,100,119,219,3,3,6,511,659,1170,514,662,1176,22892,20313,43205,924,541,1465,6225,5773,11998,71998,73906,145904
CED226,2282,2583,4865,11363,12843,24206,3,3,6,1925,2089,4014,157,146,303,32505,34631,67136,174,194,368,3693,3753,7446,432,486,918,449,483,932,785,830,1615,283,255,538,486,505,991,1131,1302,2433,2267,2637,4904,237,311,548,213,236,449,3144,3769,6913,2224,2424,4648,186,207,393,61657,67104,128761,4003,3549,7552,4729,4598,9327,75,45,120,0,3,3,1673,1394,3067,1673,1397,3070,23177,20530,43707,1060,649,1709,9769,8617,18386,108425,109072,217497
CED227,503,478,981,9228,10560,19788,3,0,3,637,670,1307,106,120,226,14201,14906,29107,456,599,1055,443,391,834,127,172,299,186,212,398,2525,2656,5181,24,19,43,151,160,311,664,714,1378,2043,2131,4174,276,404,680,203,261,464,8071,9368,17439,963,1135,2098,67,74,141,40374,44552,84926,208,137,345,680,565,1245,23,13,36,15,15,30,290,266,556,305,281,586,14969,12930,27899,461,238,699,5911,5542,11453,63434,64736,128170
CED228,4600,5249,9849,3765,4525,8290,31,24,55,759,797,1556,3,0,3,25637,28067,53704,77,97,174,4063,4268,8331,158,209,367,42,49,91,239,320,559,206,225,431,176,196,372,415,447,862,851,1019,1870,50,64,114,61,63,124,1337,1817,3154,656,791,1447,52,48,100,38578,43026,81604,1628,1152,2780,1860,1556,3416,31,29,60,0,3,3,1276,832,2108,1276,835,2111,9995,8934,18929,486,294,780,4868,4594,9462,63322,65669,128991
CED229,847,1063,1910,12927,14596,27523,8,3,11,1000,1134,2134,110,107,217,24378,25228,49606,174,185,359,2955,2930,5885,211,229,440,197,217,414,518,606,1124,104,84,188,136,133,269,599,687,1286,2444,2665,5109,207,256,463,260,329,589,3671,4667,8338,1774,2047,3821,62,103,165,51735,56206,107941,583,533,1116,945,862,1807,66,66,132,12,11,23,675,742,1417,687,753,1440,26667,23918,50585,1093,634,1727,7668,7282,14950,90291,91317,181608
CED230,449,564,1013,11543,13663,25206,0,0,0,934,1074,2008,215,239,454,15229,16346,31575,126,168,294,485,455,940,289,343,632,188,205,393,380,422,802,21,19,40,117,130,247,599,736,1335,2664,3029,5693,292,396,688,169,242,411,3863,4923,8786,1595,1814,3409,61,74,135,38770,44278,83048,193,158,351,184,181,365,34,34,68,7,5,12,254,329,583,261,334,595,20682,18533,39215,775,453,1228,6382,6009,12391,67730,70544,138274
CED231,4783,6362,11145,5302,6215,11517,12,9,21,667,751,1418,9,10,19,16416,18785,35201,82,112,194,2837,2994,5831,68,100,168,39,55,94,370,453,823,220,281,501,225,244,469,310,486,796,1035,1252,2287,84,130,214,44,53,97,1643,2183,3826,1039,1366,2405,76,79,155,30478,35558,66036,1807,1311,3118,3673,3568,7241,343,371,714,8,6,14,581,547,1128,589,553,1142,32348,31584,63932,1704,874,2578,11508,10216,21724,87233,90397,177630
CED232,1625,2194,3819,6728,7746,14474,4,3,7,418,516,934,4,6,10,13284,15216,28500,45,67,112,3017,3269,6286,99,148,247,44,39,83,396,479,875,78,79,157,96,125,221,147,222,369,1023,1228,2251,24,43,67,31,39,70,1441,1822,3263,745,964,1709,66,60,126,27690,32071,59761,1837,1232,3069,903,747,1650,9382,10181,19563,5,0,5,466,465,931,471,465,936,23374,21907,45281,1235,736,1971,9018,8078,17096,75535,77611,153146
CED233,2114,2662,4776,5832,6847,12679,10,6,16,1411,1766,3177,86,102,188,15561,16859,32420,230,289,519,5798,6061,11859,66,116,182,67,75,142,533,572,1105,343,355,698,279,294,573,680,744,1424,1338,1528,2866,123,129,252,92,81,173,2161,2893,5054,1205,1400,2605,53,68,121,35868,40185,76053,673,703,1376,1207,1203,2410,271,294,565,3,8,11,570,594,1164,573,602,1175,14393,13033,27426,443,284,727,3891,3805,7696,59433,62771,122204
CED234,307,323,630,10457,11763,22220,0,0,0,546,671,1217,102,85,187,17120,18131,35251,208,243,451,520,509,1029,168,231,399,95,96,191,324,314,638,20,16,36,84,79,163,606,656,1262,3067,3274,6341,210,266,476,69,73,142,5891,6819,12710,1074,1171,2245,43,37,80,40604,44434,85038,235,207,442,1745,1585,3330,12,21,33,18,10,28,427,442,869,445,452,897,14291,12420,26711,500,318,818,6319,5862,12181,64458,65622,130080
CED235,2296,2577,4873,4209,4801,9010,31,32,63,489,574,1063,45,58,103,21392,23203,44595,36,58,94,10615,10639,21254,175,240,415,64,74,138,194,201,395,367,370,737,141,137,278,463,546,1009,931,985,1916,117,151,268,77,99,176,1145,1443,2588,761,871,1632,37,35,72,41289,44517,85806,1595,1390,2985,4599,4467,9066,37,31,68,8,10,18,1450,1141,2591,1458,1151,2609,9175,8080,17255,463,286,749,4489,4157,8646,65401,66656,132057
CED236,300,355,655,8412,9553,17965,0,0,0,836,965,1801,125,140,265,15725,17046,32771,197,230,427,138,134,272,165,248,413,50,55,105,1586,1739,3325,9,11,20,73,78,151,340,407,747,4441,4467,8908,205,295,500,96,133,229,6095,7263,13358,1038,1112,2150,29,43,72,39560,43919,83479,93,72,165,104,88,192,20,23,43,21,10,31,125,193,318,146,203,349,15892,13761,29653,523,264,787,6265,5311,11576,62903,63996,126899
CED237,1543,1826,3369,3843,4894,8737,56,63,119,389,528,917,28,36,64,24139,27204,51343,63,62,125,5729,6077,11806,148,208,356,109,104,213,265,331,596,155,127,282,146,139,285,222,290,512,816,951,1767,91,138,229,47,30,77,1360,1882,3242,659,842,1501,33,44,77,38298,43950,82248,2091,1381,3472,7385,6396,13781,91,112,203,4,4,8,847,641,1488,851,645,1496,16435,16148,32583,913,542,1455,6216,5533,11749,73823,76533,150356
CED294,107,88,195,398,323,721,0,0,0,58,53,111,0,0,0,656,644,1300,3,16,19,65,61,126,12,14,26,24,15,39,28,20,48,17,4,21,10,14,24,25,37,62,105,74,179,12,10,22,7,4,11,104,104,208,99,109,208,3,5,8,1626,1507,3133,50,28,78,112,122,234,8,10,18,4,0,4,65,41,106,69,41,110,1307,1047,2354,99,55,154,1294,738,2032,4672,3636,8308
CED297,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,0,3,3,0,3,36,0,36
CED301,469,576,1045,12567,13652,26219,0,0,0,1714,1751,3465,99,91,190,13804,14889,28693,273,350,623,153,153,306,358,428,786,642,691,1333,2319,2383,4702,6,10,16,196,245,441,1068,1254,2322,2193,2354,4547,406,523,929,277,338,615,4760,5538,10298,1865,2014,3879,503,547,1050,43203,47211,90414,212,178,390,192,148,340,25,28,53,5,7,12,256,350,606,261,357,618,15754,13534,29288,663,395,1058,7075,5757,12832,67854,68184,136038
CED302,1141,1388,2529,11353,12823,24176,3,0,3,1532,1865,3397,158,199,357,17550,19609,37159,90,143,233,1915,1963,3878,266,340,606,287,286,573,774,894,1668,27,16,43,142,168,310,1487,1736,3223,2281,2495,4776,228,254,482,350,446,796,3788,4976,8764,2013,2199,4212,148,204,352,44392,50616,95008,890,852,1742,955,883,1838,107,89,196,7,15,22,582,479,1061,589,494,1083,14863,12966,27829,720,419,1139,5203,4605,9808,68860,72312,141172
CED303,515,724,1239,14400,16091,30491,0,0,0,1880,2082,3962,30,29,59,15414,16928,32342,110,127,237,504,544,1048,358,463,821,353,358,711,1156,1344,2500,15,9,24,162,185,347,831,957,1788,2657,2788,5445,214,276,490,217,303,520,4583,5531,10114,1794,2034,3828,225,252,477,44903,50301,95204,200,223,423,236,236,472,59,50,109,9,8,17,259,400,659,268,408,676,16005,13660,29665,567,371,938,5133,4807,9940,67886,70780,138666
CED304,1298,1786,3084,9773,11152,20925,0,0,0,858,995,1853,16,22,38,20054,21860,41914,53,59,112,678,662,1340,126,157,283,100,94,194,635,720,1355,29,28,57,123,141,264,463,618,1081,1692,1840,3532,109,124,233,66,80,146,2629,3356,5985,1127,1253,2380,112,120,232,38643,43281,81924,1133,865,1998,911,746,1657,147,166,313,3,7,10,677,513,1190,680,520,1200,21286,18275,39561,1131,642,1773,7428,6114,13542,72657,72395,145052
CED305,478,533,1011,14070,14682,28752,0,0,0,1232,1380,2612,20,39,59,19715,19858,39573,81,66,147,133,132,265,317,381,698,170,164,334,861,935,1796,10,4,14,161,191,352,627,748,1375,2979,2790,5769,320,413,733,236,257,493,5936,6813,12749,1818,1921,3739,184,170,354,48870,50944,99814,274,209,483,308,158,466,12,14,26,11,22,33,193,248,441,204,270,474,15547,12543,28090,556,295,851,9588,6614,16202,75837,71580,147417
CED306,495,585,1080,13701,14394,28095,0,0,0,880,926,1806,19,18,37,21016,21520,42536,83,93,176,309,309,618,403,490,893,111,105,216,869,915,1784,13,18,31,129,136,265,1075,1225,2300,3007,2722,5729,218,279,497,377,499,876,6144,7090,13234,1549,1694,3243,195,193,388,50098,52626,102724,245,238,483,233,197,430,28,27,55,5,0,5,199,251,450,204,251,455,16323,13282,29605,693,401,1094,9382,6206,15588,77701,73813,151514
CED307,440,556,996,12338,13811,26149,0,0,0,2192,2253,4445,22,25,47,16324,17467,33791,117,139,256,244,297,541,325,403,728,251,283,534,997,1109,2106,21,17,38,188,215,403,1134,1325,2459,2445,2513,4958,238,275,513,172,195,367,4490,5420,9910,2164,2373,4537,273,292,565,43935,48412,92347,437,417,854,151,129,280,34,30,64,4,13,17,282,349,631,286,362,648,16908,14435,31343,718,374,1092,4871,4298,9169,67780,69013,136793
CED308,830,1104,1934,15180,17181,32361,6,5,11,1075,1219,2294,10,18,28,15484,17466,32950,155,194,349,778,875,1653,376,496,872,319,362,681,1079,1151,2230,53,59,112,156,179,335,800,935,1735,2740,2882,5622,173,212,385,161,174,335,3218,3979,7197,2108,2346,4454,199,222,421,44070,49955,94025,355,321,676,902,851,1753,162,147,309,3,3,6,255,329,584,258,332,590,17351,15239,32590,778,506,1284,6664,6163,12827,71370,74618,145988
CED309,699,1101,1800,12059,14095,26154,0,0,0,1732,1946,3678,136,152,288,12089,13633,25722,123,144,267,183,219,402,469,625,1094,239,281,520,1141,1403,2544,9,6,15,110,129,239,1008,1190,2198,2287,2478,4765,193,268,461,157,202,359,3628,4629,8257,2254,2637,4891,54,81,135,37871,44118,81989,119,102,221,151,108,259,70,73,143,10,8,18,223,323,546,233,331,564,18453,16570,35023,784,589,1373,5575,5058,10633,63955,68050,132005
CED310,693,952,1645,12357,14396,26753,0,5,5,1312,1489,2801,20,19,39,11876,13371,25247,157,191,348,209,211,420,376,472,848,165,177,342,1068,1281,2349,9,6,15,92,109,201,1002,1127,2129,2225,2507,4732,145,193,338,163,184,347,3686,4760,8446,1865,2172,4037,86,110,196,36813,42780,79593,116,95,211,102,72,174,45,47,92,9,9,18,221,311,532,230,320,550,16444,14818,31262,682,503,1185,5448,5067,10515,60573,64654,125227
CED311,376,463,839,15948,15744,31692,0,0,0,1414,1524,2938,83,77,160,16240,15835,32075,150,152,302,234,199,433,337,433,770,136,156,292,1718,1636,3354,3,0,3,226,258,484,660,774,1434,3396,3199,6595,324,394,718,213,216,429,5591,6047,11638,1959,1987,3946,216,190,406,48848,48821,97669,217,181,398,188,147,335,15,19,34,7,13,20,202,279,481,209,292,501,17331,14155,31486,556,293,849,9123,6888,16011,76863,71259,148122
CED312,839,1039,1878,13467,14958,28425,5,13,18,1360,1491,2851,30,25,55,14603,15984,30587,91,83,174,592,581,1173,579,693,1272,857,898,1755,1309,1450,2759,24,19,43,212,259,471,1449,1684,3133,2342,2406,4748,177,210,387,325,404,729,3484,4252,7736,2478,2874,5352,228,245,473,43612,48529,92141,321,339,660,648,603,1251,60,57,117,7,6,13,370,476,846,377,482,859,18326,15868,34194,685,466,1151,6623,6087,12710,71491,73470,144961
CED313,1492,1964,3456,9767,10314,20081,3,0,3,859,950,1809,96,118,214,18211,20651,38862,53,73,126,2156,2174,4330,190,254,444,213,237,450,654,764,1418,50,47,97,156,146,302,638,781,1419,1899,1978,3877,101,99,200,118,147,265,2718,3628,6346,1100,1362,2462,105,124,229,39087,43847,82934,1127,885,2012,1223,1005,2228,130,134,264,12,7,19,870,655,1525,882,662,1544,19178,17089,36267,1133,617,1750,6701,5487,12188,70953,71690,142643
CED314,454,568,1022,14265,16201,30466,0,0,0,1080,1202,2282,157,149,306,16704,18238,34942,769,914,1683,131,114,245,362,448,810,192,244,436,3486,3776,7262,5,4,9,165,183,348,1249,1438,2687,2806,3060,5866,236,298,534,292,355,647,4047,5131,9178,2757,3248,6005,139,157,296,48842,55160,104002,306,220,526,539,374,913,26,26,52,5,8,13,246,334,580,251,342,593,11231,9684,20915,514,348,862,5612,5118,10730,67775,71840,139615
CED315,556,712,1268,12854,14132,26986,0,0,0,1014,1159,2173,36,50,86,20444,21860,42304,55,44,99,464,473,937,243,328,571,150,195,345,671,740,1411,31,17,48,258,301,559,1097,1340,2437,2587,2699,5286,278,364,642,221,270,491,4066,5116,9182,1649,1904,3553,110,114,224,46228,51106,97334,269,230,499,258,211,469,34,24,58,15,11,26,280,321,601,295,332,627,17887,15179,33066,926,417,1343,7917,6615,14532,74370,74826,149196
CED316,411,583,994,14451,16119,30570,3,8,11,1482,1752,3234,224,252,476,12502,14092,26594,161,202,363,170,146,316,439,583,1022,195,240,435,1780,1990,3770,15,11,26,129,165,294,655,768,1423,2682,2815,5497,271,366,637,221,272,493,5116,6375,11491,1831,2122,3953,181,218,399,42508,48496,91004,168,165,333,218,217,435,17,28,45,9,14,23,206,296,502,215,310,525,15025,13243,28268,548,421,969,6204,5868,12072,65314,69331,134645
CED317,462,575,1037,13816,14235,28051,0,0,0,1131,1269,2400,314,315,629,22225,22110,44335,98,100,198,311,291,602,589,802,1391,103,144,247,814,788,1602,9,3,12,125,140,265,1145,1342,2487,2694,2470,5164,216,229,445,431,515,946,4986,5650,10636,1588,1711,3299,76,66,142,50671,52180,102851,164,120,284,214,169,383,24,16,40,107,75,182,605,535,1140,712,610,1322,16687,13611,30298,744,411,1155,10054,7694,17748,79732,75386,155118
CED318,1094,1541,2635,14925,15782,30707,0,0,0,887,918,1805,14,14,28,17247,18719,35966,124,138,262,358,362,720,515,667,1182,188,212,400,1612,1678,3290,8,7,15,254,296,550,1815,2200,4015,2406,2568,4974,122,153,275,564,667,1231,3419,4200,7619,1659,1786,3445,162,163,325,46279,50530,96809,373,317,690,272,231,503,82,69,151,72,52,124,563,612,1175,635,664,1299,20854,18295,39149,1056,717,1773,10446,8820,19266,81091,81184,162275
CED319,837,1101,1938,10719,12383,23102,0,0,0,1648,1968,3616,25,22,47,21310,23930,45240,78,95,173,482,512,994,265,341,606,224,240,464,734,837,1571,35,43,78,226,220,446,934,1051,1985,2226,2427,4653,202,255,457,146,196,342,3944,5177,9121,1466,1738,3204,110,130,240,44774,51565,96339,938,846,1784,614,496,1110,55,58,113,11,14,25,881,767,1648,892,781,1673,16319,13846,30165,788,444,1232,5789,5508,11297,71006,74645,145651
CED320,425,639,1064,14173,15503,29676,3,0,3,1472,1639,3111,97,86,183,13865,15339,29204,119,132,251,256,279,535,475,587,1062,355,326,681,1284,1391,2675,17,10,27,145,193,338,773,892,1665,2596,2734,5330,236,349,585,372,443,815,4108,5107,9215,1955,2149,4104,266,264,530,42567,47423,89990,156,175,331,149,142,291,29,25,54,10,7,17,284,434,718,294,441,735,17828,16079,33907,641,432,1073,7728,6585,14313,69817,71941,141758
CED321,263,319,582,18368,18974,37342,0,0,0,1192,1234,2426,101,105,206,18286,19056,37342,266,296,562,84,98,182,447,604,1051,166,187,353,2225,2331,4556,5,5,10,124,131,255,822,946,1768,3656,3519,7175,308,390,698,275,293,568,5349,5964,11313,1800,1915,3715,97,103,200,53571,56151,109722,103,72,175,92,55,147,9,11,20,19,13,32,162,269,431,181,282,463,12281,10212,22493,448,267,715,7386,6128,13514,74334,73497,147831
CED322,986,1321,2307,13751,15640,29391,3,6,9,1034,1102,2136,20,19,39,16045,18428,34473,63,100,163,718,725,1443,410,517,927,258,304,562,718,885,1603,40,44,84,121,170,291,1110,1322,2432,2338,2632,4970,124,148,272,184,222,406,3292,4209,7501,2061,2441,4502,98,107,205,42388,49021,91409,277,260,537,346,300,646,160,153,313,7,5,12,293,379,672,300,384,684,16392,14784,31176,833,571,1404,6338,6256,12594,68020,73050,141070
CED323,1280,1773,3053,13304,15128,28432,0,0,0,794,912,1706,17,12,29,16779,18535,35314,124,161,285,1061,1111,2172,259,347,606,277,273,550,858,974,1832,75,53,128,147,167,314,645,784,1429,2431,2688,5119,104,165,269,111,157,268,2952,3716,6668,1918,2165,4083,117,137,254,41973,47485,89458,682,468,1150,797,660,1457,305,311,616,4,0,4,602,585,1187,606,585,1191,16903,14864,31767,929,591,1520,9071,8421,17492,72546,75158,147704
CED324,3444,3995,7439,8231,9271,17502,3,0,3,1373,1588,2961,106,110,216,15185,16931,32116,127,143,270,1654,1781,3435,204,261,465,340,399,739,870,1030,1900,113,121,234,259,303,562,1124,1362,2486,2007,2173,4180,103,126,229,286,308,594,3677,4460,8137,1856,2166,4022,172,181,353,37690,42714,80404,1752,1382,3134,2744,2550,5294,67,64,131,7,9,16,1324,980,2304,1331,989,2320,18339,16246,34585,776,399,1175,6039,5456,11495,72182,73795,145977
CED325,3843,4253,8096,9802,11222,21024,3,0,3,1673,1793,3466,36,38,74,15834,17332,33166,156,164,320,727,745,1472,329,448,777,974,997,1971,1028,1155,2183,84,71,155,341,367,708,1311,1504,2815,2120,2196,4316,211,277,488,306,346,652,3676,4337,8013,1937,2224,4161,178,206,384,40726,45422,86148,1276,1289,2565,1373,1292,2665,73,106,179,11,12,23,580,565,1145,591,577,1168,16058,13729,29787,605,350,955,7488,5475,12963,72033,72493,144526
CED326,573,785,1358,12212,14248,26460,7,5,12,1808,2155,3963,79,84,163,16165,18416,34581,79,110,189,394,436,830,502,608,1110,290,353,643,1053,1221,2274,22,17,39,217,218,435,1007,1121,2128,2345,2694,5039,251,337,588,249,319,568,3784,4878,8662,2046,2449,4495,179,195,374,42689,49864,92553,660,673,1333,351,313,664,36,40,76,6,10,16,402,451,853,408,461,869,15940,13944,29884,662,426,1088,6068,5686,11754,67387,72192,139579
CED327,2278,2602,4880,11606,12891,24497,3,0,3,2180,2258,4438,64,74,138,16622,18049,34671,177,223,400,1193,1303,2496,495,579,1074,1185,1273,2458,1102,1288,2390,160,147,307,501,565,1066,2045,2322,4367,2575,2779,5354,219,253,472,898,970,1868,3721,4644,8365,3035,3263,6298,309,319,628,48090,53200,101290,1248,1248,2496,2586,2474,5060,53,50,103,4,4,8,830,816,1646,834,820,1654,19292,16822,36114,739,461,1200,7890,7176,15066,83010,84853,167863
CED328,1247,1614,2861,11278,12995,24273,0,0,0,1623,1869,3492,29,36,65,17148,19407,36555,91,81,172,486,515,1001,143,173,316,139,163,302,1004,1153,2157,26,22,48,205,215,420,541,633,1174,2191,2311,4502,90,110,200,53,79,132,4181,5167,9348,1557,1875,3432,158,175,333,40943,46979,87922,935,828,1763,916,894,1810,226,209,435,5,7,12,438,451,889,443,458,901,21690,18834,40524,935,511,1446,5350,5080,10430,72685,75407,148092
CED329,514,813,1327,13038,14447,27485,0,0,0,1252,1357,2609,172,166,338,11442,12749,24191,142,171,313,162,169,331,587,676,1263,116,132,248,1418,1515,2933,3,4,7,402,495,897,660,786,1446,2356,2472,4828,274,334,608,189,226,415,5148,6041,11189,2075,2367,4442,91,103,194,39527,44210,83737,91,90,181,103,68,171,62,59,121,7,9,16,241,384,625,248,393,641,18418,16019,34437,681,537,1218,7383,6488,13871,67027,68677,135704
CED330,596,768,1364,14230,15189,29419,0,0,0,1628,1717,3345,19,14,33,13702,14661,28363,350,428,778,325,275,600,446,589,1035,220,267,487,2457,2588,5045,12,7,19,124,148,272,836,909,1745,2297,2268,4565,299,335,634,317,310,627,4439,4964,9403,2190,2379,4569,395,401,796,44286,47449,91735,137,124,261,259,211,470,73,73,146,9,0,9,312,427,739,321,427,748,16030,13625,29655,603,495,1098,6380,5663,12043,68685,68835,137520
CED394,77,97,174,1138,939,2077,0,0,0,99,92,191,4,3,7,1089,945,2034,16,15,31,26,20,46,20,25,45,35,18,53,81,72,153,3,0,3,33,18,51,78,78,156,221,189,410,28,24,52,15,13,28,279,279,558,202,197,399,8,12,20,3375,2939,6314,25,23,48,51,26,77,8,6,14,0,0,0,48,36,84,48,36,84,1925,1357,3282,123,50,173,1519,859,2378,7151,5393,12544
CED397,4,0,4,51,48,99,0,0,0,3,3,6,0,0,0,52,35,87,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,3,3,9,6,15,0,0,0,0,3,3,22,24,46,0,3,3,4,0,4,147,128,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,35,109,3,0,3,48,32,80,276,195,471
