region_id,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED101,71755,76005,147760,4712,4382,9094,9007,8380,17387,4744,4413,9157,5346,5234,10580,10537,11107,21644,9553,10717,20270,10132,10828,20960,7852,8365,16217,5177,5600,10777,3434,4490,7924,1261,2489,3750,69781,74168,143949,1976,1835,3811,430,488,918,29,25,54,17,12,29,476,525,1001,39661,41071,80732,28357,31265,59622,34633,36005,70638,33827,36891,70718,58894,62520,121414,989,977,1966,8056,7558,15614,3789,3625,7414,2571,2570,5141,2444,3366,5810,33402,35077,68479,2965,2767,5732,10707,11850,22557,2992,3703,6695,2939,3943,6882,690,1181,1871,68327,72239,140566,2874,3280,6154
CED102,70048,72021,142069,4726,4539,9265,8136,7599,15735,3855,3682,7537,4705,4480,9185,11557,11356,22913,10635,10903,21538,9037,9368,18405,7418,7800,15218,5104,5750,10854,3653,4207,7860,1222,2337,3559,68188,70387,138575,1859,1634,3493,354,367,721,23,15,38,5,14,19,382,396,778,36327,37053,73380,29205,30771,59976,28553,29133,57686,37520,39315,76835,56634,58955,115589,978,953,1931,7110,6696,13806,3030,2926,5956,2111,1971,4082,2834,3079,5913,32468,32493,64961,2806,2549,5355,9512,10186,19698,2452,2986,5438,3860,5084,8944,929,1416,2345,65758,67881,133639,4282,4362,8644
CED103,72395,76312,148707,4555,4261,8816,8558,7849,16407,4544,4327,8871,6097,6320,12417,11137,11212,22349,10209,11208,21417,10132,10739,20871,7906,8308,16214,4735,5452,10187,3340,4360,7700,1180,2276,3456,69977,74262,144239,2418,2050,4468,232,242,474,13,24,37,10,10,20,255,276,531,39123,40200,79323,30082,32995,63077,39402,40536,79938,30085,33008,63093,58087,60850,118937,1144,1021,2165,7921,7302,15223,3845,3724,7569,3611,3925,7536,3271,4104,7375,40004,41495,81499,2559,2633,5192,8205,9671,17876,2297,2938,5235,1966,2546,4512,494,700,1194,68030,72163,140193,4067,3893,7960
CED104,64822,66549,131371,3948,3717,7665,9537,8928,18465,5268,4908,10176,4379,4008,8387,5637,5799,11436,8498,9759,18257,10316,11137,21453,8724,8838,17562,5306,5212,10518,2429,2790,5219,780,1453,2233,62194,64489,126683,2627,2061,4688,218,228,446,11,21,32,8,8,16,237,257,494,43756,44669,88425,19267,20132,39399,49606,50377,99983,13716,14764,28480,58156,59617,117773,1186,1166,2352,9045,8465,17510,4478,4279,8757,2162,2141,4303,1730,2610,4340,32735,33563,66298,2980,3027,6007,9615,10748,20363,2438,2695,5133,1245,1334,2579,211,290,501,61877,64010,125887,1426,1741,3167
CED105,78768,79640,158408,6635,6328,12963,11816,10794,22610,5797,5335,11132,5724,5865,11589,11426,12143,23569,10248,10597,20845,10096,10054,20150,8031,7797,15828,4874,4782,9656,3062,3954,7016,1058,1993,3051,76809,77931,154740,1958,1711,3669,484,554,1038,40,45,85,9,9,18,533,608,1141,38731,39094,77825,34223,35217,69440,23772,23798,47570,49531,51155,100686,64731,66054,130785,1214,1159,2373,9808,8998,18806,4217,4053,8270,2025,2119,4144,2269,3261,5530,27931,28688,56619,3363,3267,6630,11958,11832,23790,3706,3954,7660,4953,5995,10948,1812,2665,4477,73652,74960,148612,5025,4646,9671
CED106,68427,74661,143088,4206,4015,8221,10463,10172,20635,5253,5378,10631,4190,4132,8322,6495,7144,13639,9212,10663,19875,10370,11410,21780,7885,8418,16303,5363,5860,11223,3499,4478,7977,1490,2992,4482,65623,72071,137694,2805,2588,5393,104,145,249,17,10,27,0,3,3,121,158,279,40203,43520,83723,25513,28303,53816,49196,52573,101769,16696,19473,36169,57368,62372,119740,1289,1203,2492,9843,9580,19423,4625,4829,9454,2450,2516,4966,2168,3242,5410,40360,42360,82720,2541,3202,5743,5224,7890,13114,1723,2172,3895,889,1206,2095,159,285,444,64216,69487,133703,3182,4615,7797
CED107,72472,72842,145314,5349,4998,10347,10570,9890,20460,5215,5010,10225,4726,4402,9128,7903,7998,15901,9038,9314,18352,9857,9862,19719,9131,8844,17975,6321,6315,12636,3495,4244,7739,866,1965,2831,68116,69215,137331,4354,3628,7982,3623,3519,7142,95,87,182,63,57,120,3781,3663,7444,62581,63344,125925,5591,5416,11007,65643,67271,132914,2258,2414,4672,65000,66725,131725,1177,1103,2280,9379,8723,18102,3498,3585,7083,1131,1468,2599,1519,2768,4287,17669,21431,39100,3751,3936,7687,19050,18206,37256,5722,5764,11486,4246,3639,7885,262,233,495,65040,66936,131976,7621,5446,13067
CED108,64014,67023,131037,4105,3953,8058,8814,8226,17040,4710,4339,9049,4024,3869,7893,7073,7515,14588,8296,8760,17056,8728,9273,18001,8194,8771,16965,5660,6049,11709,3235,4125,7360,1175,2143,3318,60712,64075,124787,3301,2947,6248,2046,2159,4205,53,39,92,47,26,73,2146,2224,4370,54910,57558,112468,6588,7005,13593,58946,61699,120645,3036,3356,6392,59354,62316,121670,1037,988,2025,8057,7528,15585,3183,3058,6241,1198,1285,2483,1567,2459,4026,16844,19055,35899,3755,3389,7144,18066,18629,36695,5754,6585,12339,3049,3251,6300,225,170,395,60063,63023,123086,3034,3408,6442
CED109,82100,84207,166307,7113,6548,13661,13775,12637,26412,6795,6478,13273,6012,5930,11942,11471,12367,23838,11188,12007,23195,10710,11077,21787,8113,8521,16634,4460,4816,9276,1957,2660,4617,507,1166,1673,79806,82282,162088,2295,1923,4218,2999,3118,6117,91,86,177,44,40,84,3134,3244,6378,46220,46889,93109,31292,32899,64191,46641,47145,93786,31387,33359,64746,68001,69878,137879,1351,1229,2580,11826,10909,22735,4512,4519,9031,1735,1791,3526,2264,3310,5574,27161,29033,56194,3913,3988,7901,15331,15488,30819,4849,5323,10172,4028,4772,8800,612,986,1598,78510,80615,159125,3291,3330,6621
CED110,66963,70693,137656,4670,4353,9023,8287,7915,16202,3872,3902,7774,4180,4220,8400,9077,9300,18377,9885,10334,20219,9162,9544,18706,7845,8104,15949,5233,5873,11106,3514,4751,8265,1238,2395,3633,64239,68300,132539,2724,2393,5117,539,507,1046,31,18,49,7,10,17,577,535,1112,52038,54715,106753,11780,13114,24894,56434,59195,115629,7829,9111,16940,60219,63617,123836,1215,1193,2408,7675,7322,14997,3098,3155,6253,1512,1637,3149,1714,2637,4351,28399,30054,58453,3414,3057,6471,13851,15345,29196,3053,4018,7071,1542,2026,3568,171,220,391,63192,67004,130196,2699,3018,5717
CED111,65967,68879,134846,4074,3935,8009,9090,8629,17719,4582,4309,8891,3010,3007,6017,5613,6021,11634,7384,8320,15704,9439,10484,19923,10213,10057,20270,7201,7303,14504,4035,4558,8593,1326,2257,3583,61619,64969,126588,4349,3909,8258,3799,3990,7789,75,69,144,94,64,158,3968,4123,8091,55598,57866,113464,6943,7619,14562,60321,63359,123680,2481,2897,5378,59630,62952,122582,1037,1036,2073,8091,7698,15789,3066,3082,6148,660,890,1550,1392,2961,4353,15935,18412,34347,3823,4028,7851,17577,18647,36224,6103,6276,12379,4195,3876,8071,244,212,456,60761,64045,124806,5827,5263,11090
CED112,71621,73154,144775,4566,4413,8979,9000,8425,17425,5018,4735,9753,6081,5569,11650,9376,9014,18390,9608,10006,19614,9867,10039,19906,8051,8389,16440,5414,5849,11263,3426,4483,7909,1214,2231,3445,68302,70352,138654,3320,2802,6122,1156,1195,2351,53,47,100,14,17,31,1223,1259,2482,53298,54602,107900,14793,15339,30132,57757,59363,117120,10870,11180,22050,62452,64616,127068,1247,1291,2538,8303,7764,16067,3899,3814,7713,3129,2919,6048,2915,3510,6425,27252,28173,55425,3552,3255,6807,15410,15577,30987,4246,4880,9126,3039,3694,6733,287,426,713,66777,68646,135423,4302,4024,8326
CED113,66728,71314,138042,4875,4480,9355,9784,9416,19200,5018,4805,9823,3916,3787,7703,7170,7778,14948,8679,9585,18264,8889,9629,18518,7895,8385,16280,5623,6269,11892,3561,4675,8236,1318,2505,3823,63514,68371,131885,3215,2943,6158,2059,2097,4156,69,67,136,41,47,88,2169,2211,4380,54774,58466,113240,8473,9285,17758,61017,65150,126167,2795,3258,6053,60093,64471,124564,1341,1246,2587,8758,8504,17262,3394,3359,6753,1055,1120,2175,1326,2723,4049,17733,19955,37688,3864,3796,7660,17596,19149,36745,5267,6031,11298,2881,3208,6089,223,170,393,62256,66630,128886,3382,3844,7226
CED114,67465,67924,135389,4185,3912,8097,8696,8331,17027,4480,4047,8527,3233,2951,6184,6441,6854,13295,8706,9079,17785,10133,10358,20491,10021,9866,19887,6966,6723,13689,3581,3949,7530,1023,1854,2877,62822,63853,126675,4643,4070,8713,2109,2135,4244,43,55,98,37,36,73,2189,2226,4415,53621,54132,107753,9588,9941,19529,59253,60148,119401,4390,4627,9017,60396,61295,121691,892,861,1753,7747,7506,15253,3018,2906,5924,693,730,1423,1563,2894,4457,21413,23269,44682,4107,4289,8396,15502,15437,30939,4755,4568,9323,3542,3255,6797,216,192,408,61093,62236,123329,12474,9991,22465
CED115,66793,68214,135007,4155,4161,8316,9003,8515,17518,4725,4380,9105,3588,3673,7261,6766,6993,13759,7966,8373,16339,9369,9699,19068,9463,9054,18517,6702,6754,13456,3948,4552,8500,1107,2061,3168,62209,64046,126255,4584,4169,8753,2593,2775,5368,71,54,125,39,47,86,2703,2876,5579,57927,59412,117339,4891,5076,9967,61186,62928,124114,2223,2311,4534,60723,62583,123306,915,942,1857,7940,7568,15508,3034,3106,6140,711,1187,1898,1287,2614,3901,15106,18773,33879,6008,6256,12264,16012,15008,31020,6130,5645,11775,4982,4356,9338,256,225,481,60864,62545,123409,6451,5646,12097
CED116,73188,75776,148964,5203,4893,10096,11459,10738,22197,6242,5745,11987,5359,5361,10720,9609,10441,20050,9658,10994,20652,10871,11124,21995,7644,7910,15554,4207,4522,8729,2350,3012,5362,587,1035,1622,71295,74059,145354,1894,1716,3610,823,868,1691,53,54,107,14,11,25,890,933,1823,33625,32475,66100,35072,38856,73928,21047,20230,41277,48245,51904,100149,62694,64398,127092,975,952,1927,9555,8958,18513,4598,4481,9079,1846,2095,3941,1731,2918,4649,25243,25920,51163,3555,3295,6850,11078,10572,21650,3632,3928,7560,4885,6559,11444,2766,4316,7082,69992,72530,142522,2956,3030,5986
CED117,65568,67648,133216,3903,3760,7663,8701,8227,16928,4535,4200,8735,3319,2998,6317,5809,5912,11721,7568,8181,15749,9108,9706,18814,9228,9736,18964,7639,7779,15418,4488,5076,9564,1271,2073,3344,61195,63973,125168,4375,3673,8048,2479,2506,4985,66,66,132,33,27,60,2578,2599,5177,52841,54515,107356,8875,9444,18319,58739,61196,119935,3261,3586,6847,59091,61532,120623,1099,1046,2145,7790,7383,15173,3102,3060,6162,804,843,1647,1215,2463,3678,17101,18751,35852,3686,3645,7331,17544,18757,36301,5749,6107,11856,3655,3487,7142,198,189,387,59525,62479,122004,4536,3980,8516
CED118,71921,75320,147241,4965,4855,9820,6648,6228,12876,3068,2894,5962,5088,5444,10532,14134,15074,29208,13243,13800,27043,9907,10062,19969,6984,7344,14328,4166,4522,8688,2861,3325,6186,859,1772,2631,69188,72676,141864,2734,2642,5376,756,861,1617,30,36,66,28,26,54,814,923,1737,40327,43284,83611,26314,27369,53683,43066,45242,88308,23907,25815,49722,56662,61028,117690,962,903,1865,5903,5535,11438,2396,2320,4716,2298,2613,4911,4063,5473,9536,38158,41506,79664,2722,2420,5142,7421,7302,14723,1944,1999,3943,3281,4054,7335,819,1286,2105,64851,69067,133918,6393,5634,12027
CED119,77297,77441,154738,6765,6525,13290,11449,10694,22143,4953,4701,9654,5081,4747,9828,12708,13355,26063,12576,12321,24897,9830,9760,19590,7376,7646,15022,4086,4051,8137,2018,2574,4592,455,1067,1522,75205,75766,150971,2090,1676,3766,1013,891,1904,42,37,79,31,30,61,1086,958,2044,45338,45138,90476,28797,29157,57954,46342,46441,92783,27461,28347,55808,64642,65027,129669,1555,1427,2982,10479,9786,20265,3782,3684,7466,1829,1905,3734,2443,3631,6074,31633,32812,64445,3392,3005,6397,13316,13235,26551,3300,3548,6848,2483,3060,5543,426,734,1160,73528,74714,148242,3106,2498,5604
CED120,70221,71472,141693,5232,4960,10192,9972,9580,19552,5311,4935,10246,5066,4572,9638,8901,9192,18093,9889,10660,20549,10025,10581,20606,8342,8419,16761,4640,4615,9255,2189,2783,4972,654,1176,1830,67940,69664,137604,2282,1809,4091,727,697,1424,27,28,55,16,14,30,770,739,1509,50729,51207,101936,16461,17292,33753,51522,51726,103248,16008,17160,33168,62939,63714,126653,1308,1197,2505,9139,8766,17905,4218,4007,8225,1778,1821,3599,1789,2511,4300,26983,28367,55350,3551,3092,6643,15083,14965,30048,3391,3777,7168,2083,2515,4598,345,481,826,66344,68239,134583,3237,2840,6077
CED121,69314,69824,139138,4643,4396,9039,10185,9634,19819,4837,4499,9336,3547,3305,6852,6361,6715,13076,9036,9685,18721,10133,10019,20152,9629,9522,19151,6771,6493,13264,3314,3852,7166,859,1704,2563,65368,66574,131942,3945,3250,7195,1946,1919,3865,53,44,97,28,29,57,2027,1992,4019,59047,59560,118607,6423,6692,13115,63268,64494,127762,2356,2419,4775,63021,64279,127300,1233,1161,2394,9123,8653,17776,3332,3170,6502,703,873,1576,1225,2476,3701,17185,20624,37809,3494,3752,7246,18797,18109,36906,5589,5232,10821,4153,3408,7561,224,177,401,63427,64985,128412,5264,4307,9571
CED122,69238,69150,138388,5310,4989,10299,10056,9702,19758,4876,4701,9577,4417,4163,8580,8980,8640,17620,9491,9539,19030,9443,9283,18726,8363,8137,16500,5043,5018,10061,2536,3436,5972,723,1542,2265,65813,66187,132000,3424,2962,6386,2801,2810,5611,84,80,164,65,71,136,2950,2961,5911,60509,60594,121103,4998,5077,10075,63800,64624,128424,1638,1774,3412,62576,63481,126057,1212,1145,2357,8990,8660,17650,3116,3117,6233,816,946,1762,1196,2183,3379,13909,16902,30811,4155,3885,8040,20393,18891,39284,6183,6537,12720,3804,3715,7519,236,175,411,63822,64855,128677,6106,3949,10055
CED123,77695,79788,157483,4855,4609,9464,7784,7243,15027,4464,4248,8712,7788,7479,15267,14361,14530,28891,11911,12263,24174,9718,9752,19470,7510,7912,15422,5062,5652,10714,3205,4133,7338,1038,1966,3004,74812,77215,152027,2882,2574,5456,1140,1138,2278,48,41,89,26,22,48,1214,1201,2415,41105,41746,82851,30648,32378,63026,45023,46071,91094,25919,28591,54510,57058,60819,117877,1059,968,2027,6900,6487,13387,3481,3454,6935,4458,4368,8826,3908,4453,8361,40301,42333,82634,2885,2733,5618,8754,9462,18216,2341,2741,5082,2529,3361,5890,491,765,1256,68455,72734,141189,9351,7373,16724
CED124,73357,75626,148983,5889,5603,11492,10734,10178,20912,5275,5231,10506,5426,5396,10822,10759,11459,22218,10459,10852,21311,9456,9997,19453,8321,8597,16918,4559,4583,9142,1954,2540,4494,524,1191,1715,70901,73641,144542,2455,1986,4441,2219,2344,4563,57,55,112,26,40,66,2302,2439,4741,54817,56693,111510,14764,15377,30141,60106,61936,122042,9481,10315,19796,64118,66602,130720,1371,1293,2664,9695,9158,18853,3574,3681,7255,1248,1535,2783,1684,2848,4532,20525,23368,43893,3961,3834,7795,18813,18871,37684,5070,5221,10291,3093,3327,6420,263,389,652,69185,71912,141097,3972,3646,7618
CED125,61748,65669,127417,3620,3414,7034,8117,7827,15944,4089,3813,7902,2558,2481,5039,4689,5164,9853,6813,7711,14524,8551,9470,18021,9292,9660,18952,7867,8250,16117,4715,5422,10137,1437,2457,3894,57639,61980,119619,4109,3688,7797,2497,2561,5058,67,50,117,60,58,118,2624,2669,5293,52379,55716,108095,6042,6586,12628,57763,61573,119336,1315,1550,2865,56503,60366,116869,958,908,1866,7326,7061,14387,2769,2754,5523,468,603,1071,1097,2286,3383,14528,16810,31338,3653,3670,7323,17187,18993,36180,6097,6483,12580,4074,3659,7733,142,114,256,57074,61024,118098,4275,4388,8663
CED126,69044,71444,140488,5598,5248,10846,10875,10538,21413,5550,5206,10756,4788,4822,9610,9257,9844,19101,9844,10547,20391,8979,9715,18694,7792,8116,15908,4107,4146,8253,1761,2237,3998,493,1024,1517,66667,69466,136133,2378,1979,4357,1808,1980,3788,43,35,78,30,22,52,1881,2037,3918,51911,53782,105693,13612,14243,27855,55882,57923,113805,10077,10688,20765,61239,63615,124854,1392,1313,2705,9738,9494,19232,3753,3757,7510,1244,1447,2691,1415,2452,3867,19999,22610,42609,3826,3671,7497,17374,17175,34549,4618,4992,9610,2588,2846,5434,306,427,733,65395,67975,133370,3373,3276,6649
CED127,68403,71267,139670,4877,4629,9506,9499,8689,18188,4307,3878,8185,3672,3377,7049,7197,7411,14608,10111,11105,21216,9891,10369,20260,8245,8655,16900,5979,6280,12259,3195,4222,7417,1430,2652,4082,65290,68537,133827,3114,2728,5842,308,269,577,13,16,29,12,8,20,333,293,626,48158,50158,98316,17239,18308,35547,57337,59370,116707,8246,9319,17565,59508,62209,121717,1333,1288,2621,8780,8086,16866,3475,3236,6711,1447,1482,2929,1691,2647,4338,31766,33110,64876,3371,3370,6741,11018,12607,23625,2693,3074,5767,1371,1546,2917,200,228,428,63939,66842,130781,3014,3382,6396
CED128,67717,70489,138206,4508,4431,8939,9912,9295,19207,5026,4686,9712,4241,3940,8181,7125,7204,14329,9219,10086,19305,10008,10817,20825,9106,9473,18579,5326,5748,11074,2478,3157,5635,768,1652,2420,64498,67658,132156,3220,2831,6051,1425,1407,2832,38,21,59,9,26,35,1472,1454,2926,54120,56300,110420,9804,10603,20407,61161,63720,124881,3330,3816,7146,60902,63574,124476,1213,1137,2350,8976,8470,17446,3583,3500,7083,1233,1393,2626,1812,3240,5052,22816,26095,48911,3653,3622,7275,16453,16544,32997,4114,4241,8355,2126,2026,4152,167,165,332,62264,65693,127957,4807,4142,8949
CED129,70913,72539,143452,5060,4766,9826,9714,9546,19260,5671,5302,10973,5386,5242,10628,9720,9993,19713,9452,9929,19381,9849,10584,20433,8374,8607,16981,4800,4839,9639,2348,2804,5152,539,926,1465,69128,71075,140203,1782,1465,3247,652,667,1319,36,32,68,10,18,28,698,717,1415,38372,38407,76779,29426,31015,60441,32754,32442,65196,35504,37489,72993,61586,62979,124565,999,983,1982,8454,8310,16764,4220,4177,8397,1882,1967,3849,1834,2571,4405,25035,25975,51010,3533,3170,6703,13644,13322,26966,3792,3762,7554,4541,5393,9934,1510,2415,3925,68469,70212,138681,2063,2183,4246
CED130,67648,70326,137974,5064,4688,9752,10523,9999,20522,5021,4613,9634,4232,4148,8380,7284,7982,15266,10487,11581,22068,9656,9956,19612,7768,8332,16100,4893,4869,9762,2035,2557,4592,685,1601,2286,65531,68603,134134,2118,1723,3841,234,253,487,8,8,16,10,4,14,252,265,517,44108,45523,89631,21504,22743,44247,47575,48858,96433,18226,19741,37967,59948,62130,122078,1416,1332,2748,9924,9410,19334,4226,3939,8165,1944,2037,3981,1795,2718,4513,32206,33382,65588,3018,2865,5883,10413,11865,22278,2458,2804,5262,1228,1621,2849,200,286,486,64781,67322,132103,2010,2600,4610
CED131,71090,73797,144887,4880,4717,9597,10273,9610,19883,5192,5085,10277,4241,4310,8551,7197,7573,14770,8287,9045,17332,9745,10235,19980,9621,9448,19069,6913,7182,14095,3723,4522,8245,1019,2069,3088,66270,69480,135750,4822,4315,9137,5404,5601,11005,108,123,231,100,93,193,5612,5817,11429,62320,64860,127180,4645,4792,9437,65638,68714,134352,1923,1892,3815,64638,67736,132374,1196,1195,2391,9154,8553,17707,3426,3540,6966,1089,1455,2544,1688,3076,4764,17639,21632,39271,3551,3937,7488,18319,18631,36950,6233,5948,12181,4787,4002,8789,260,205,465,64285,67429,131714,6493,5825,12318
CED132,65508,66732,132240,4115,3873,7988,7214,6764,13978,4014,3872,7886,5957,5950,11907,10291,9703,19994,8792,8813,17605,8852,8766,17618,7414,7349,14763,4772,5143,9915,2986,4241,7227,1102,2257,3359,61950,63742,125692,3558,2990,6548,1614,1648,3262,53,54,107,26,28,54,1693,1730,3423,53606,54976,108582,7896,8214,16110,57137,58586,115723,4928,5196,10124,58153,59900,118053,954,907,1861,6493,6138,12631,2858,2825,5683,2557,2947,5504,2786,3627,6413,24304,25378,49682,3312,2863,6175,14423,14586,29009,4525,5086,9611,2637,3122,5759,383,452,835,59897,61617,121514,5405,4649,10054
CED133,71591,76500,148091,4908,4669,9577,7899,7171,15070,3866,3357,7223,4298,4645,8943,13244,14258,27502,12058,12744,24802,9312,10020,19332,7572,8523,16095,4736,5238,9974,2639,3528,6167,1059,2347,3406,68540,73763,142303,3052,2737,5789,175,139,314,9,13,22,8,9,17,192,161,353,41134,42872,84006,26269,29537,55806,49492,50912,100404,18128,21803,39931,56410,60164,116574,1201,1174,2375,7361,6651,14012,3330,2914,6244,2160,2432,4592,3098,4437,7535,44353,47295,91648,2420,2698,5118,5044,6740,11784,1527,1735,3262,949,1349,2298,219,318,537,65142,70899,136041,6539,5816,12355
CED134,64773,68099,132872,4126,3787,7913,8665,8340,17005,4439,4230,8669,3431,3269,6700,5808,6189,11997,7311,8099,15410,9272,9824,19096,9611,9738,19349,6623,7042,13665,4144,5086,9230,1343,2495,3838,60906,64638,125544,3867,3460,7327,3181,3416,6597,93,84,177,82,82,164,3356,3582,6938,56426,59176,115602,4988,5539,10527,60201,63631,123832,1685,1929,3614,59518,63022,122540,983,930,1913,7706,7467,15173,2951,3007,5958,830,1051,1881,1503,2896,4399,15783,18001,33784,3576,3908,7484,17660,19246,36906,5941,6000,11941,4422,4229,8651,199,155,354,60041,63580,123621,5215,5006,10221
CED135,75648,75279,150927,5917,5550,11467,11060,10421,21481,5177,4688,9865,4048,4062,8110,7917,8495,16412,9418,9770,19188,10532,10418,20950,9773,9089,18862,7141,6763,13904,3715,4202,7917,951,1820,2771,70068,70455,140523,5581,4822,10403,10413,10951,21364,132,142,274,126,127,253,10671,11220,21891,66381,66479,132860,3998,4126,8124,69025,69680,138705,1737,1827,3564,68137,68871,137008,1320,1225,2545,9480,9092,18572,3008,2936,5944,499,846,1345,1227,2668,3895,15725,20385,36110,3796,4207,8003,19953,18444,38397,6677,6142,12819,5786,4303,10089,350,235,585,68139,68944,137083,8838,6386,15224
CED136,82848,81804,164652,6502,6077,12579,9522,8736,18258,4862,4331,9193,6456,6264,12720,17834,17020,34854,12356,11850,24206,9913,9968,19881,7280,7458,14738,4532,4835,9367,2734,3481,6215,858,1783,2641,80622,79951,160573,2226,1853,4079,643,582,1225,32,27,59,14,18,32,689,627,1316,36772,36413,73185,39940,39875,79815,32414,32332,64746,44099,44325,88424,60096,60304,120400,1151,1071,2222,8257,7614,15871,3703,3426,7129,2780,2568,5348,3852,4658,8510,39982,39417,79399,3009,2829,5838,9999,10458,20457,2859,3083,5942,2799,3555,6354,1154,1463,2617,75503,75886,151389,8228,6474,14702
CED137,62711,65270,127981,3977,3805,7782,8454,7889,16343,4107,4067,8174,3124,2983,6107,5651,6009,11660,7282,8148,15430,8539,8979,17518,8645,9273,17918,7599,7545,15144,4155,4548,8703,1178,2024,3202,58724,61842,120566,3986,3429,7415,2153,2259,4412,67,62,129,33,48,81,2253,2369,4622,52939,55277,108216,6126,6398,12524,58161,60634,118795,1552,1802,3354,57178,59644,116822,1032,1031,2063,7635,7160,14795,2710,2836,5546,703,822,1525,1072,2149,3221,15205,17063,32268,3676,3772,7448,17777,18586,36363,5826,6325,12151,3293,3188,6481,166,125,291,57860,60821,118681,3988,4050,8038
CED138,83590,82891,166481,5833,5561,11394,8838,8383,17221,4682,4514,9196,7502,6682,14184,17694,16148,33842,12393,12593,24986,10514,10715,21229,7666,8106,15772,4649,4859,9508,2876,3483,6359,943,1848,2791,81125,80819,161944,2465,2073,4538,371,313,684,23,21,44,7,7,14,401,341,742,37394,37370,74764,39723,40111,79834,32439,32502,64941,43912,45249,89161,59380,61285,120665,1072,1005,2077,7591,7359,14950,3612,3752,7364,3554,3300,6854,4251,4738,8989,43121,42530,85651,2855,2572,5427,8187,9033,17220,2283,2576,4859,3197,4121,7318,1233,1760,2993,75551,76978,152529,7969,5937,13906
