region_id,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED507,0,32,3995,4027,90,452,3532,4074,3228,2082,4029,9339,6087,1375,2518,9980,5520,919,2342,8781,4594,551,1857,7002,3052,161,954,4167,1703,33,655,2391,311,5,254,570,24585,5610,20136,50331,8,79,3885,3972,268,793,3223,4284,4517,2278,3176,9971,6677,1417,2688,10782,5705,940,3001,9646,4604,428,2610,7642,2557,108,1924,4589,1125,19,1847,2991,145,0,850,995,25606,6062,23204,54872,8,111,7880,7999,358,1245,6755,8358,7745,4360,7205,19310,12764,2792,5206,20762,11225,1859,5343,18427,9198,979,4467,14644,5609,269,2878,8756,2828,52,2502,5382,456,5,1104,1565,50191,11672,43340,105203
CED508,0,56,4960,5016,162,623,3770,4555,3272,1942,3884,9098,5305,1278,2594,9177,5466,860,2399,8725,5551,538,1794,7883,3657,158,984,4799,1821,31,547,2399,342,9,219,570,25576,5495,21151,52222,15,151,4546,4712,473,1040,3088,4601,4418,2030,2959,9407,5925,1269,2621,9815,5927,858,2641,9426,5472,424,2463,8359,3074,115,1929,5118,1244,21,1652,2917,140,0,779,919,26688,5908,22678,55274,15,207,9506,9728,635,1663,6858,9156,7690,3972,6843,18505,11230,2547,5215,18992,11393,1718,5040,18151,11023,962,4257,16242,6731,273,2913,9917,3065,52,2199,5316,482,9,998,1489,52264,11403,43829,107496
CED509,4,38,5739,5781,111,474,4226,4811,2569,1626,3066,7261,6689,1209,1638,9536,7703,741,1445,9889,6243,401,1043,7687,3184,99,494,3777,1263,27,340,1630,243,3,135,381,28009,4618,18126,50753,8,98,5315,5421,259,825,3569,4653,3705,1713,2365,7783,7798,1153,1855,10806,8256,779,2275,11310,5858,315,1857,8030,2532,69,1123,3724,901,11,993,1905,112,0,506,618,29429,4963,19858,54250,12,136,11054,11202,370,1299,7795,9464,6274,3339,5431,15044,14487,2362,3493,20342,15959,1520,3720,21199,12101,716,2900,15717,5716,168,1617,7501,2164,38,1333,3535,355,3,641,999,57438,9581,37984,105003
CED510,4,96,3820,3920,176,734,2348,3258,2757,1917,2460,7134,5073,1495,2132,8700,5740,1105,2565,9410,5314,646,2082,8042,3518,197,1272,4987,1648,53,685,2386,331,6,261,598,24561,6249,17625,48435,21,236,3298,3555,427,1063,1720,3210,3741,2029,2109,7879,5810,1495,2116,9421,6007,1150,2249,9406,5057,502,1926,7485,2900,144,1637,4681,1118,29,1497,2644,150,6,729,885,25231,6654,17281,49166,25,332,7118,7475,603,1797,4068,6468,6498,3946,4569,15013,10883,2990,4248,18121,11747,2255,4814,18816,10371,1148,4008,15527,6418,341,2909,9668,2766,82,2182,5030,481,12,990,1483,49792,12903,34906,97601
CED511,5,61,5056,5122,159,591,2916,3666,3062,1798,2392,7252,6577,1421,1767,9765,6355,1074,1738,9167,5353,559,1450,7362,3792,188,877,4857,1678,25,524,2227,316,4,199,519,27297,5721,16919,49937,10,146,4639,4795,443,964,2280,3687,4439,1975,2195,8609,7678,1565,2278,11521,6602,1064,2313,9979,5375,496,1971,7842,3240,127,1415,4782,1076,21,1122,2219,129,3,541,673,28992,6361,18754,54107,15,207,9695,9917,602,1555,5196,7353,7501,3773,4587,15861,14255,2986,4045,21286,12957,2138,4051,19146,10728,1055,3421,15204,7032,315,2292,9639,2754,46,1646,4446,445,7,740,1192,56289,12082,35673,104044
CED512,0,35,3516,3551,147,619,4283,5049,3366,2608,6173,12147,5177,1353,3214,9744,4791,885,2886,8562,4391,493,2395,7279,2864,137,1223,4224,1653,33,713,2399,425,4,303,732,22814,6167,24706,53687,19,71,3320,3410,436,991,3675,5102,4553,2726,4561,11840,5428,1198,2895,9521,4883,794,3020,8697,4288,371,2802,7461,2450,96,2035,4581,1135,16,1874,3025,189,8,978,1175,23381,6271,25160,54812,19,106,6836,6961,583,1610,7958,10151,7919,5334,10734,23987,10605,2551,6109,19265,9674,1679,5906,17259,8679,864,5197,14740,5314,233,3258,8805,2788,49,2587,5424,614,12,1281,1907,46195,12438,49866,108499
CED513,3,33,3599,3635,163,515,3951,4629,3478,2168,5293,10939,5525,1084,2712,9321,4706,591,2516,7813,4322,383,1828,6533,3314,123,1065,4502,2037,38,719,2794,514,10,300,824,24062,4945,21983,50990,25,66,3361,3452,461,906,3364,4731,4721,2239,4096,11056,5745,961,2796,9502,4795,583,2915,8293,4389,299,2864,7552,2908,72,2145,5125,1432,25,2185,3642,203,5,1105,1313,24679,5156,24831,54666,28,99,6960,7087,624,1421,7315,9360,8199,4407,9389,21995,11270,2045,5508,18823,9501,1174,5431,16106,8711,682,4692,14085,6222,195,3210,9627,3469,63,2904,6436,717,15,1405,2137,48741,10101,46814,105656
CED514,3,47,4156,4206,209,683,6386,7278,4450,2431,7149,14030,5601,1258,3194,10053,4495,760,2930,8185,4282,484,2331,7097,2731,151,1252,4134,1644,27,750,2421,440,7,365,812,23855,5848,28513,58216,20,112,3850,3982,567,1107,5301,6975,5829,2527,4856,13212,5659,1133,2895,9687,4676,740,3076,8492,4062,390,3063,7515,2311,106,2200,4617,1171,22,2244,3437,222,0,1265,1487,24517,6137,28750,59404,23,159,8006,8188,776,1790,11687,14253,10279,4958,12005,27242,11260,2391,6089,19740,9171,1500,6006,16677,8344,874,5394,14612,5042,257,3452,8751,2815,49,2994,5858,662,7,1630,2299,48372,11985,57263,117620
CED515,3,20,5576,5599,82,264,4977,5323,2431,1034,3641,7106,6133,603,1405,8141,7372,533,1215,9120,6664,329,1030,8023,3615,129,549,4293,1969,37,437,2443,475,3,241,719,28744,2952,19071,50767,4,45,5330,5379,208,434,4431,5073,3525,1046,2683,7254,7373,616,1668,9657,7965,585,2229,10779,6280,309,1991,8580,2922,73,1572,4567,1417,15,1647,3079,245,3,1028,1276,29939,3126,22579,55644,7,65,10906,10978,290,698,9408,10396,5956,2080,6324,14360,13506,1219,3073,17798,15337,1118,3444,19899,12944,638,3021,16603,6537,202,2121,8860,3386,52,2084,5522,720,6,1269,1995,58683,6078,41650,106411
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,3,66,3266,3335,110,476,2294,2880,1717,1272,2070,5059,3234,886,1572,5692,3804,622,1674,6100,3737,354,1355,5446,2566,114,824,3504,1336,32,576,1944,300,4,234,538,16807,3826,13865,34498,9,119,2944,3072,219,685,1995,2899,2250,1255,2068,5573,3675,884,1876,6435,4020,544,2038,6602,3514,278,1868,5660,2194,80,1614,3888,992,17,1561,2570,149,3,820,972,17022,3865,16784,37671,12,185,6210,6407,329,1161,4289,5779,3967,2527,4138,10632,6909,1770,3448,12127,7824,1166,3712,12702,7251,632,3223,11106,4760,194,2438,7392,2328,49,2137,4514,449,7,1054,1510,33829,7691,30649,72169
CED602,0,60,3024,3084,98,467,1589,2154,1541,1203,1597,4341,2951,995,1468,5414,3844,695,1680,6219,3987,369,1346,5702,3014,129,939,4082,1476,38,597,2111,320,7,234,561,17231,3963,12474,33668,8,147,2716,2871,235,682,1357,2274,2095,1259,1644,4998,3458,962,1740,6160,4142,686,1994,6822,3983,273,1702,5958,2578,94,1521,4193,990,26,1564,2580,143,5,751,899,17632,4134,14989,36755,8,207,5740,5955,333,1149,2946,4428,3636,2462,3241,9339,6409,1957,3208,11574,7986,1381,3674,13041,7970,642,3048,11660,5592,223,2460,8275,2466,64,2161,4691,463,12,985,1460,34863,8097,27463,70423
CED603,5,53,2857,2915,91,521,3003,3615,1531,1397,2809,5737,2922,1008,1741,5671,3362,763,1887,6012,3366,428,1500,5294,2149,160,861,3170,1292,27,565,1884,328,6,279,613,15046,4363,15502,34911,10,111,2656,2777,181,702,2738,3621,1998,1465,2564,6027,3276,949,1991,6216,3636,734,2368,6738,3227,343,2125,5695,1860,94,1692,3646,943,12,1671,2626,149,0,957,1106,15280,4410,18762,38452,15,164,5513,5692,272,1223,5741,7236,3529,2862,5373,11764,6198,1957,3732,11887,6998,1497,4255,12750,6593,771,3625,10989,4009,254,2553,6816,2235,39,2236,4510,477,6,1236,1719,30326,8773,34264,73363
CED604,6,25,2910,2941,80,361,1758,2199,1735,1144,1624,4503,3483,958,1344,5785,4061,765,1420,6246,4138,464,1279,5881,2800,196,753,3749,1475,38,497,2010,309,3,211,523,18087,3954,11796,33837,6,74,2642,2722,169,496,1490,2155,2256,1238,1615,5109,3923,994,1628,6545,4305,722,1875,6902,4055,423,1802,6280,2450,113,1430,3993,939,21,1363,2323,167,3,669,839,18270,4084,14514,36868,12,99,5552,5663,249,857,3248,4354,3991,2382,3239,9612,7406,1952,2972,12330,8366,1487,3295,13148,8193,887,3081,12161,5250,309,2183,7742,2414,59,1860,4333,476,6,880,1362,36357,8038,26310,70705
CED605,3,52,2861,2916,59,382,1421,1862,1369,1161,1471,4001,3084,1117,1435,5636,4145,911,1907,6963,4646,596,1693,6935,3288,214,1152,4654,1365,43,657,2065,237,0,206,443,18196,4476,12803,35475,5,102,2526,2633,140,598,1177,1915,1948,1283,1401,4632,3674,1130,1589,6393,4490,872,1747,7109,4585,468,1714,6767,2645,149,1409,4203,871,15,1157,2043,110,0,510,620,18468,4617,13230,36315,8,154,5387,5549,199,980,2598,3777,3317,2444,2872,8633,6758,2247,3024,12029,8635,1783,3654,14072,9231,1064,3407,13702,5933,363,2561,8857,2236,58,1814,4108,347,0,716,1063,36664,9093,26033,71790
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CED701,110,58,3372,3540,578,435,2192,3205,2622,1296,2732,6650,3400,1174,2009,6583,3254,880,1930,6064,2478,432,1536,4446,969,126,737,1832,226,19,244,489,28,4,51,83,13665,4424,14803,32892,218,133,2902,3253,803,619,1991,3413,3209,1419,2751,7379,3783,1230,2187,7200,3172,841,2027,6040,2046,349,1619,4014,612,82,786,1480,119,10,391,520,16,0,131,147,13978,4683,14785,33446,328,191,6274,6793,1381,1054,4183,6618,5831,2715,5483,14029,7183,2404,4196,13783,6426,1721,3957,12104,4524,781,3155,8460,1581,208,1523,3312,345,29,635,1009,44,4,182,230,27643,9107,29588,66338
CED702,3,54,2769,2826,188,665,2277,3130,2334,1794,3231,7359,3593,1222,1930,6745,3206,791,1752,5749,2655,449,1411,4515,1237,112,663,2012,363,20,247,630,47,0,55,102,13626,5107,14335,33068,23,134,2445,2602,385,975,1754,3114,3258,1940,2732,7930,3906,1118,1989,7013,3245,813,1825,5883,2265,343,1528,4136,849,68,852,1769,181,4,454,639,12,0,129,141,14124,5395,13708,33227,26,188,5214,5428,573,1640,4031,6244,5592,3734,5963,15289,7499,2340,3919,13758,6451,1604,3577,11632,4920,792,2939,8651,2086,180,1515,3781,544,24,701,1269,59,0,184,243,27750,10502,28043,66295
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,0,25,5590,5615,109,545,4605,5259,3605,2129,4627,10361,6696,1396,2633,10725,7629,1121,2567,11317,6671,638,1840,9149,3840,173,888,4901,1826,32,522,2380,438,5,276,719,30814,6064,23548,60426,6,77,5201,5284,346,877,3845,5068,4734,2139,3869,10742,7351,1410,3046,11807,7963,1053,3525,12541,6156,479,3015,9650,3169,118,2064,5351,1275,18,1726,3019,221,3,927,1151,31221,6174,27218,64613,6,102,10791,10899,455,1422,8450,10327,8339,4268,8496,21103,14047,2806,5679,22532,15592,2174,6092,23858,12827,1117,4855,18799,7009,291,2952,10252,3101,50,2248,5399,659,8,1203,1870,62035,12238,50766,125039
CED802,0,47,4891,4938,222,844,5632,6698,5442,3229,6529,15200,8235,1711,3166,13112,6531,998,2458,9987,5594,573,1770,7937,3296,156,869,4321,1559,33,586,2178,371,6,206,583,31250,7597,26107,64954,14,115,4574,4703,510,1258,5194,6962,7091,3248,5557,15896,8363,1582,3411,13356,6422,956,3286,10664,5328,498,2877,8703,2736,102,1900,4738,1055,14,1502,2571,170,0,792,962,31689,7773,29093,68555,14,162,9465,9641,732,2102,10826,13660,12533,6477,12086,31096,16598,3293,6577,26468,12953,1954,5744,20651,10922,1071,4647,16640,6032,258,2769,9059,2614,47,2088,4749,541,6,998,1545,62939,15370,55200,133509
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
