region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED408,4,0,6,0,4778,4788,102,7,3,3,3492,3607,2385,77,87,17,3397,5963,5776,301,586,31,2177,8871,6995,456,1281,86,1574,10392,7535,369,1412,162,739,10217,5490,148,714,251,234,6837,2681,65,206,425,95,3472,634,12,40,365,28,1079,31602,1435,4335,1340,16514,55226,3,5,0,0,4507,4515,237,12,5,6,2976,3236,3206,146,177,18,2822,6369,6491,454,945,75,1849,9814,7345,516,1833,182,1140,11016,7587,312,1710,478,571,10658,4687,120,875,989,194,6865,1874,35,259,1620,92,3880,349,8,46,1352,53,1808,31779,1608,5850,4720,14204,58161,7,5,6,0,9285,9303,339,19,8,9,6468,6843,5591,223,264,35,6219,12332,12267,755,1531,106,4026,18685,14340,972,3114,268,2714,21408,15122,681,3122,640,1310,20875,10177,268,1589,1240,428,13702,4555,100,465,2045,187,7352,983,20,86,1717,81,2887,63381,3043,10185,6060,30718,113387
CED409,12,3,3,0,5466,5484,203,11,0,13,5517,5744,4208,211,238,8,7216,11881,6276,464,917,41,3866,11564,6540,598,1764,90,2525,11517,5269,459,1681,182,1045,8636,3304,219,724,290,356,4893,2253,95,267,559,143,3317,607,17,54,453,41,1172,28672,2077,5648,1636,26175,64208,19,6,0,5,5175,5205,526,34,21,4,4733,5318,5345,371,400,30,5604,11750,6525,633,1372,109,3042,11681,6297,677,2283,325,1815,11397,4969,467,1936,764,728,8864,3060,188,852,1334,209,5643,1551,58,354,2169,109,4241,304,14,71,1826,36,2251,28596,2448,7289,6566,21451,66350,31,9,3,5,10641,10689,729,45,21,17,10250,11062,9553,582,638,38,12820,23631,12801,1097,2289,150,6908,23245,12837,1275,4047,415,4340,22914,10238,926,3617,946,1773,17500,6364,407,1576,1624,565,10536,3804,153,621,2728,252,7558,911,31,125,2279,77,3423,57268,4525,12937,8202,47626,130558
CED410,13,6,3,0,4502,4524,129,13,0,3,4760,4905,3197,91,123,9,5076,8496,5876,261,568,29,2570,9304,6017,344,1022,74,1501,8958,5588,251,1024,145,688,7696,4876,143,564,268,293,6144,3170,54,240,559,135,4158,799,17,44,502,40,1402,29665,1180,3588,1589,19565,55587,6,0,5,0,4294,4305,308,15,11,9,4469,4812,4152,175,221,13,4180,8741,6373,421,895,90,1927,9706,6241,499,1693,201,1344,9978,5790,300,1640,541,667,8938,4525,141,930,1309,273,7178,2184,61,399,2483,201,5328,398,12,109,2182,132,2833,29977,1624,5903,6828,17487,61819,19,6,8,0,8796,8829,437,28,11,12,9229,9717,7349,266,344,22,9256,17237,12249,682,1463,119,4497,19010,12258,843,2715,275,2845,18936,11378,551,2664,686,1355,16634,9401,284,1494,1577,566,13322,5354,115,639,3042,336,9486,1197,29,153,2684,172,4235,59642,2804,9491,8417,37052,117406
CED411,11,8,3,0,5747,5769,263,19,8,8,5058,5356,3442,267,197,14,6115,10035,5334,516,938,35,3481,10304,6212,623,1813,126,2164,10938,5577,402,1407,209,769,8364,3913,184,652,341,216,5306,2316,85,241,528,117,3287,458,16,61,337,37,909,27526,2120,5320,1598,23704,60268,40,6,0,9,5471,5526,588,64,16,13,4740,5421,4237,409,341,42,5143,10172,5716,721,1291,114,2679,10521,6363,715,2152,297,1332,10859,5265,396,1649,662,398,8370,3587,165,774,1274,122,5922,1606,45,275,1917,57,3900,243,10,46,1337,42,1678,27645,2531,6544,5665,19984,62369,51,14,3,9,11218,11295,851,83,24,21,9798,10777,7679,676,538,56,11258,20207,11050,1237,2229,149,6160,20825,12575,1338,3965,423,3496,21797,10842,798,3056,871,1167,16734,7500,349,1426,1615,338,11228,3922,130,516,2445,174,7187,701,26,107,1674,79,2587,55171,4651,11864,7263,43688,122637
CED494,0,0,0,0,74,74,3,0,0,0,152,155,61,25,9,0,256,351,48,38,27,0,192,305,44,34,84,8,94,264,114,34,77,6,31,262,64,14,36,8,17,139,26,0,6,10,0,42,7,0,4,18,5,34,367,145,243,50,821,1626,0,0,0,0,69,69,3,0,0,0,128,131,56,23,5,0,152,236,40,21,27,0,83,171,62,28,57,5,42,194,88,14,32,19,11,164,58,3,13,13,3,90,21,0,6,13,3,43,5,3,0,26,8,42,333,92,140,76,499,1140,0,0,0,0,143,143,6,0,0,0,280,286,117,48,14,0,408,587,88,59,54,0,275,476,106,62,141,13,136,458,202,48,109,25,42,426,122,17,49,21,20,229,47,0,12,23,3,85,12,3,4,44,13,76,700,237,383,126,1320,2766
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6
CED501,13,0,5,4,5906,5928,318,28,6,11,5065,5428,3991,284,203,16,6138,10632,6818,507,884,39,3089,11337,6733,562,1485,93,1400,10273,5113,353,1145,147,483,7241,3946,172,619,298,175,5210,2147,63,225,418,54,2907,444,11,33,263,20,771,29523,1980,4605,1289,22330,59727,13,6,5,0,5406,5430,556,65,17,5,4541,5184,5081,386,327,24,4996,10814,7285,706,1305,68,2340,11704,6525,589,1842,231,930,10117,5078,351,1402,517,264,7612,3443,141,715,995,89,5383,1583,47,231,1528,40,3429,226,3,46,927,22,1224,29790,2294,5890,4295,18628,60897,26,6,10,4,11312,11358,874,93,23,16,9606,10612,9072,670,530,40,11134,21446,14103,1213,2189,107,5429,23041,13258,1151,3327,324,2330,20390,10191,704,2547,664,747,14853,7389,313,1334,1293,264,10593,3730,110,456,1946,94,6336,670,14,79,1190,42,1995,59313,4274,10495,5584,40958,120624
CED502,12,3,0,3,5156,5174,219,20,6,0,4387,4632,3213,175,158,9,5450,9005,5448,457,754,30,2896,9585,6236,570,1466,67,1596,9935,6479,404,1481,177,642,9183,5035,255,772,340,225,6627,2399,61,280,441,95,3276,445,13,41,288,23,810,29486,1958,4958,1355,20470,58227,21,8,4,3,4872,4908,468,43,10,3,4008,4532,4054,317,318,15,4341,9045,5933,630,1067,67,2183,9880,6462,621,1862,198,1039,10182,6561,426,1692,561,349,9589,4174,176,840,1053,125,6368,1676,47,259,1585,45,3612,223,11,65,958,18,1275,29572,2279,6117,4443,16980,59391,33,11,4,6,10028,10082,687,63,16,3,8395,9164,7267,492,476,24,9791,18050,11381,1087,1821,97,5079,19465,12698,1191,3328,265,2635,20117,13040,830,3173,738,991,18772,9209,431,1612,1393,350,12995,4075,108,539,2026,140,6888,668,24,106,1246,41,2085,59058,4237,11075,5798,37450,117618
CED503,9,0,7,3,5535,5554,182,5,10,3,4748,4948,3882,147,158,7,5370,9564,7157,319,630,23,2357,10486,7271,372,1056,74,1018,9791,6033,273,903,154,336,7699,3119,114,368,178,93,3872,1461,34,108,278,39,1920,330,8,24,200,7,569,29444,1272,3264,920,19503,54403,25,3,3,3,5177,5211,425,32,10,8,4176,4651,5146,275,286,20,4098,9825,7709,459,1000,93,1845,11106,7347,495,1577,196,761,10376,5400,293,1305,529,299,7826,2515,113,621,792,76,4117,1038,31,205,1205,34,2513,182,6,29,843,27,1087,29787,1707,5036,3689,16493,56712,34,3,10,6,10712,10765,607,37,20,11,8924,9599,9028,422,444,27,9468,19389,14866,778,1630,116,4202,21592,14618,867,2633,270,1779,20167,11433,566,2208,683,635,15525,5634,227,989,970,169,7989,2499,65,313,1483,73,4433,512,14,53,1043,34,1656,59231,2979,8300,4609,35996,111115
CED504,8,3,0,0,4552,4563,93,10,4,7,5607,5721,2743,87,123,10,7536,10499,5956,207,480,15,2559,9217,6282,315,1015,54,1575,9241,5283,315,1136,116,886,7736,3608,133,654,169,422,4986,1995,68,195,343,168,2769,623,15,40,360,44,1082,26591,1153,3647,1074,23349,55814,4,3,0,0,4455,4462,243,18,6,4,5239,5510,3663,105,194,12,6156,10130,6744,303,770,52,1994,9863,6546,413,1368,157,1241,9725,5059,319,1520,391,678,7967,3127,151,880,796,351,5305,1446,41,391,1660,276,3814,345,5,96,1730,178,2354,27177,1358,5225,4802,20568,59130,12,6,0,0,9007,9025,336,28,10,11,10846,11231,6406,192,317,22,13692,20629,12700,510,1250,67,4553,19080,12828,728,2383,211,2816,18966,10342,634,2656,507,1564,15703,6735,284,1534,965,773,10291,3441,109,586,2003,444,6583,968,20,136,2090,222,3436,53768,2511,8872,5876,43917,114944
CED505,49,6,4,4,5156,5219,408,25,25,11,6348,6817,5151,338,265,22,11124,16900,9021,709,1120,48,5890,16788,8667,884,2091,141,3344,15127,6525,647,1875,248,1274,10569,3089,251,702,299,444,4785,1320,82,201,339,164,2106,224,14,21,177,29,465,34454,2956,6304,1289,33773,78776,76,6,0,3,4425,4510,548,37,17,14,4691,5307,5234,281,251,43,7337,13146,7098,531,867,108,3812,12416,6489,603,1709,287,1917,11005,4994,381,1260,611,638,7884,2379,128,431,707,186,3831,842,23,110,893,79,1947,101,4,26,542,33,706,27761,1994,4671,3208,23118,60752,125,12,4,7,9581,9729,956,62,42,25,11039,12124,10385,619,516,65,18461,30046,16119,1240,1987,156,9702,29204,15156,1487,3800,428,5261,26132,11519,1028,3135,859,1912,18453,5468,379,1133,1006,630,8616,2162,105,311,1232,243,4053,325,18,47,719,62,1171,62215,4950,10975,4497,56891,139528
CED506,10,0,5,0,4884,4899,173,13,3,0,3522,3711,2908,175,153,6,5118,8360,5928,433,709,13,2791,9874,6538,492,1370,73,1539,10012,6176,341,1366,156,634,8673,4146,136,592,212,211,5297,2022,53,163,369,105,2712,449,11,30,272,21,783,28350,1654,4391,1101,18825,54321,15,3,3,4,4340,4365,362,41,8,4,3101,3516,3836,281,250,19,3999,8385,6464,607,1049,65,2269,10454,6610,557,1729,214,988,10098,6022,314,1481,430,379,8626,3459,112,630,966,142,5309,1450,40,216,1478,64,3248,187,8,36,1097,28,1356,28405,1963,5402,4277,15310,55357,25,3,8,4,9224,9264,535,54,11,4,6623,7227,6744,456,403,25,9117,16745,12392,1040,1758,78,5060,20328,13148,1049,3099,287,2527,20110,12198,655,2847,586,1013,17299,7605,248,1222,1178,353,10606,3472,93,379,1847,169,5960,636,19,66,1369,49,2139,56755,3617,9793,5378,34135,109678
CED507,6,3,3,0,4309,4321,119,9,8,6,4653,4795,3672,153,190,9,6798,10822,6861,361,729,29,3215,11195,6137,428,1374,67,1818,9824,5095,339,1370,155,860,7819,3389,150,651,218,255,4663,1890,65,231,400,121,2707,417,17,33,270,30,767,27586,1525,4589,1154,22059,56913,13,3,3,3,4282,4304,304,19,4,3,4411,4741,4866,216,250,24,5471,10827,7090,506,1069,69,2764,11498,6056,559,1919,207,1486,10227,5009,355,1790,507,576,8237,2830,145,908,945,185,5013,1297,46,325,1704,82,3454,217,21,68,1190,55,1551,27682,1870,6336,4652,19312,59852,19,6,6,3,8591,8625,423,28,12,9,9064,9536,8538,369,440,33,12269,21649,13951,867,1798,98,5979,22693,12193,987,3293,274,3304,20051,10104,694,3160,662,1436,16056,6219,295,1559,1163,440,9676,3187,111,556,2104,203,6161,634,38,101,1460,85,2318,55268,3395,10925,5806,41371,116765
CED508,7,5,4,5,5487,5508,208,14,4,8,4986,5220,3800,204,207,13,6221,10445,6064,379,770,26,3184,10423,6139,512,1376,86,1703,9816,6174,384,1376,200,702,8836,4042,181,585,254,248,5310,1985,54,195,335,84,2653,421,4,31,235,18,709,28840,1737,4548,1162,22633,58920,22,3,3,0,5178,5206,555,42,15,6,4493,5111,4829,291,233,22,4906,10281,6359,560,1171,94,2337,10521,6419,572,1871,250,1003,10115,5958,395,1704,596,396,9049,3379,173,778,1127,133,5590,1379,51,282,1527,54,3293,209,6,60,1080,24,1379,29109,2093,6117,4702,18524,60545,29,8,7,5,10665,10714,763,56,19,14,9479,10331,8629,495,440,35,11127,20726,12423,939,1941,120,5521,20944,12558,1084,3247,336,2706,19931,12132,779,3080,796,1098,17885,7421,354,1363,1381,381,10900,3364,105,477,1862,138,5946,630,10,91,1315,42,2088,57949,3830,10665,5864,41157,119465
CED509,10,0,4,0,6111,6125,133,3,4,4,5287,5431,2870,136,122,12,5236,8376,7375,331,669,13,2204,10592,8459,425,1035,69,921,10909,6861,254,890,147,311,8463,3494,81,321,172,72,4140,1362,45,106,221,30,1764,283,5,17,158,7,470,30847,1280,3168,796,20179,56270,8,3,3,3,5761,5778,295,25,10,3,4825,5158,3996,189,231,11,3998,8425,8242,462,978,69,1607,11358,8709,564,1652,194,751,11870,6309,299,1334,442,215,8599,2740,87,517,623,76,4043,999,31,159,938,24,2151,132,4,44,699,20,899,31430,1664,4928,2982,17277,58281,18,3,7,3,11872,11903,428,28,14,7,10112,10589,6866,325,353,23,9234,16801,15617,793,1647,82,3811,21950,17168,989,2687,263,1672,22779,13170,553,2224,589,526,17062,6234,168,838,795,148,8183,2361,76,265,1159,54,3915,415,9,61,857,27,1369,62277,2944,8096,3778,37456,114551
CED510,28,5,3,6,4733,4775,252,9,11,3,4214,4489,3475,175,120,11,5812,9593,6200,429,705,38,3507,10879,7062,603,1560,102,2262,11589,6584,426,1550,195,991,9746,4214,265,798,290,397,5964,2015,87,225,426,159,2912,427,14,37,277,41,796,30257,2013,5009,1348,22116,60743,34,5,3,5,4242,4289,501,37,5,6,3343,3892,4222,229,205,30,4364,9050,6436,465,909,89,2543,10442,6876,598,1625,246,1306,10651,6053,342,1347,563,454,8759,3491,151,673,1047,130,5492,1377,42,213,1517,70,3219,211,9,40,1105,25,1390,29201,1878,5020,4608,16477,57184,62,10,6,11,8975,9064,753,46,16,9,7557,8381,7697,404,325,41,10176,18643,12636,894,1614,127,6050,21321,13938,1201,3185,348,3568,22240,12637,768,2897,758,1445,18505,7705,416,1471,1337,527,11456,3392,129,438,1943,229,6131,638,23,77,1382,66,2186,59458,3891,10029,5956,38593,117927
CED511,19,3,0,5,5672,5699,247,12,4,7,4214,4484,3589,141,172,8,5015,8925,7587,411,733,31,2827,11589,7350,476,1326,65,1517,10734,6123,358,1234,171,560,8446,4301,180,610,231,183,5505,1910,43,196,323,84,2556,378,11,26,231,33,679,31504,1635,4301,1072,20105,58617,19,0,3,0,5303,5325,504,30,19,3,3642,4198,4820,286,277,28,4069,9480,8239,602,1198,72,2306,12417,7235,597,1730,235,1042,10839,5988,346,1476,497,370,8677,3647,133,675,803,89,5347,1221,21,200,1060,44,2546,176,6,43,765,12,1002,31849,2021,5621,3463,16877,59831,38,3,3,5,10975,11024,751,42,23,10,7856,8682,8409,427,449,36,9084,18405,15826,1013,1931,103,5133,24006,14585,1073,3056,300,2559,21573,12111,704,2710,668,930,17123,7948,313,1285,1034,272,10852,3131,64,396,1383,128,5102,554,17,69,996,45,1681,63353,3656,9922,4535,36982,118448
CED512,3,3,3,3,3884,3896,206,14,7,7,5812,6046,4144,188,222,16,9964,14534,5966,403,845,24,3968,11206,5384,491,1429,53,2371,9728,4925,410,1541,149,1166,8191,3166,183,695,208,486,4738,1847,82,244,378,197,2748,503,11,46,311,52,923,26144,1785,5032,1149,27900,62010,26,5,0,3,3785,3819,507,34,19,0,5298,5858,5190,269,337,21,7662,13479,5889,481,1079,62,2803,10314,5315,519,1733,218,1613,9398,4718,390,1762,516,748,8134,2684,153,917,1008,258,5020,1293,49,328,1687,127,3484,254,12,72,1389,56,1783,25876,1912,6247,4904,22350,61289,29,8,3,6,7669,7715,713,48,26,7,11110,11904,9334,457,559,37,17626,28013,11855,884,1924,86,6771,21520,10699,1010,3162,271,3984,19126,9643,800,3303,665,1914,16325,5850,336,1612,1216,744,9758,3140,131,572,2065,324,6232,757,23,118,1700,108,2706,52020,3697,11279,6053,50250,123299
CED513,9,8,3,0,3875,3895,236,12,4,0,5088,5340,4110,142,195,9,8200,12656,6123,324,682,22,3268,10419,5196,429,1184,60,1801,8670,4721,300,1234,131,803,7189,3642,153,665,229,259,4948,2262,75,259,432,108,3136,633,16,37,357,26,1069,26932,1459,4263,1240,23428,57322,35,0,9,6,3742,3792,541,27,9,14,4659,5250,5201,259,300,24,6387,12171,6149,428,921,98,2546,10142,5181,490,1651,217,1306,8845,4759,382,1818,531,657,8147,3189,161,999,1024,216,5589,1615,67,430,1918,120,4150,281,9,107,1567,66,2030,26951,1823,6244,5399,19699,60116,44,8,12,6,7617,7687,777,39,13,14,9747,10590,9311,401,495,33,14587,24827,12272,752,1603,120,5814,20561,10377,919,2835,277,3107,17515,9480,682,3052,662,1460,15336,6831,314,1664,1253,475,10537,3877,142,689,2350,228,7286,914,25,144,1924,92,3099,53883,3282,10507,6639,43127,117438
CED514,12,3,9,0,4880,4904,295,16,13,3,8403,8730,5581,195,214,14,10414,16418,6574,362,753,25,3801,11515,5227,501,1407,69,2183,9387,4859,436,1614,139,991,8039,3063,210,768,221,429,4691,1859,81,266,412,177,2795,583,23,66,400,56,1128,28053,1827,5110,1283,31334,67607,33,4,4,5,4498,4544,692,38,16,7,7401,8154,6562,278,339,40,7414,14633,6250,459,1076,90,2695,10570,5207,477,1889,249,1462,9284,4539,441,1972,584,714,8250,2572,174,1010,1057,316,5129,1369,71,429,2041,169,4079,329,12,111,1915,106,2473,27553,1954,6846,5988,24775,67116,45,7,13,5,9378,9448,987,54,29,10,15804,16884,12143,473,553,54,17828,31051,12824,821,1829,115,6496,22085,10434,978,3296,318,3645,18671,9398,877,3586,723,1705,16289,5635,384,1778,1278,745,9820,3228,152,695,2453,346,6874,912,35,177,2315,162,3601,55606,3781,11956,7271,56109,134723
CED515,24,0,3,3,5852,5882,171,5,7,3,5842,6028,2874,94,106,0,5106,8180,6826,226,448,24,1574,9098,8041,308,780,43,843,10015,7255,226,775,109,366,8731,3950,87,361,178,130,4706,2131,36,121,326,62,2676,565,13,19,284,12,893,31837,995,2620,970,19787,56209,13,0,3,0,5670,5686,239,13,5,4,5220,5481,3826,145,159,12,3657,7799,7820,336,708,47,1208,10119,8575,411,1370,193,730,11279,6803,266,1267,437,361,9134,3236,82,632,851,145,4946,1580,36,225,1518,78,3437,315,6,56,1331,72,1780,32407,1295,4425,4393,17141,59661,37,0,6,3,11522,11568,410,18,12,7,11062,11509,6700,239,265,12,8763,15979,14646,562,1156,71,2782,19217,16616,719,2150,236,1573,21294,14058,492,2042,546,727,17865,7186,169,993,1029,275,9652,3711,72,346,1844,140,6113,880,19,75,1615,84,2673,64244,2290,7045,5363,36928,115870
CED594,3,3,0,0,117,123,6,3,3,0,326,338,138,35,20,0,725,918,182,87,71,4,387,731,197,73,152,19,240,681,407,54,160,11,93,725,218,39,88,20,23,388,26,11,14,6,8,65,0,0,3,7,0,10,1177,305,511,67,1919,3979,0,0,0,0,107,107,6,3,0,0,265,274,144,36,16,5,431,632,136,39,66,4,169,414,193,45,86,8,81,413,402,23,132,23,33,613,134,13,35,31,6,219,9,3,0,19,3,34,0,0,0,4,4,8,1024,162,335,94,1099,2714,3,3,0,0,224,230,12,6,3,0,591,612,282,71,36,5,1156,1550,318,126,137,8,556,1145,390,118,238,27,321,1094,809,77,292,34,126,1338,352,52,123,51,29,607,35,14,14,25,11,99,0,0,3,11,4,18,2201,467,846,161,3018,6693
CED597,0,3,0,0,3,6,0,0,0,0,30,30,29,4,0,0,107,140,42,3,8,0,49,102,38,3,8,0,19,68,24,0,4,0,3,31,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,140,13,20,0,211,384,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,19,32,0,3,0,0,3,6,0,0,0,0,37,37,29,4,0,0,119,152,42,3,8,0,49,102,38,3,8,4,19,72,24,0,7,0,3,34,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,146,13,23,4,230,416
CED601,8,3,3,0,3689,3703,119,5,7,4,3225,3360,1862,109,116,6,3520,5613,3480,260,480,14,1959,6193,4115,332,997,64,1155,6663,4163,255,929,133,564,6044,2948,125,481,254,218,4026,1543,43,168,401,121,2276,411,7,22,277,35,752,18649,1139,3203,1153,14486,38630,12,3,9,5,3427,3456,239,19,9,3,3002,3272,2379,197,186,18,3227,6007,3865,352,766,68,1726,6777,4305,386,1334,189,828,7042,3978,287,1258,405,361,6289,2515,124,640,951,176,4406,1172,26,207,1493,109,3007,227,9,38,1197,62,1533,18692,1403,4447,4329,12918,41789,20,6,12,5,7116,7159,358,24,16,7,6227,6632,4241,306,302,24,6747,11620,7345,612,1246,82,3685,12970,8420,718,2331,253,1983,13705,8141,542,2187,538,925,12333,5463,249,1121,1205,394,8432,2715,69,375,1894,230,5283,638,16,60,1474,97,2285,37341,2542,7650,5482,27404,80419
CED602,3,0,3,3,3449,3458,106,12,3,0,2402,2523,1682,114,88,9,3007,4900,3246,325,537,22,1903,6033,4262,351,1072,57,1181,6923,4531,258,988,139,539,6455,3492,142,501,315,266,4716,1711,58,159,390,102,2420,410,11,17,259,24,721,19443,1271,3368,1194,12873,38149,7,7,7,0,3221,3242,249,25,10,3,2277,2564,2228,189,193,22,2717,5349,3661,409,819,55,1590,6534,4445,449,1377,204,859,7334,4480,265,1099,499,305,6648,2975,84,538,1049,118,4764,1190,32,183,1523,77,3005,195,3,46,1072,37,1353,19430,1463,4272,4427,11201,40793,10,7,10,3,6670,6700,355,37,13,3,4679,5087,3910,303,281,31,5724,10249,6907,734,1356,77,3493,12567,8707,800,2449,261,2040,14257,9011,523,2087,638,844,13103,6467,226,1039,1364,384,9480,2901,90,342,1913,179,5425,605,14,63,1331,61,2074,38873,2734,7640,5621,24074,78942
CED603,5,3,3,0,3227,3238,112,14,11,3,4064,4204,1700,111,126,7,4525,6469,3137,260,463,23,2348,6231,3687,317,1029,52,1555,6640,3784,231,1034,118,753,5920,2495,122,551,227,279,3674,1505,48,166,374,103,2196,421,7,35,287,38,788,16846,1113,3418,1091,16892,39360,13,3,3,5,3155,3179,204,17,8,6,3897,4132,2178,174,168,21,4030,6571,3483,361,713,47,2032,6636,3957,423,1484,181,1183,7228,3608,253,1456,421,542,6280,2140,106,755,877,228,4106,1124,35,260,1520,155,3094,203,9,53,1300,85,1650,16910,1381,4900,4378,15307,42876,18,6,6,5,6382,6417,316,31,19,9,7961,8336,3878,285,294,28,8555,13040,6620,621,1176,70,4380,12867,7644,740,2513,233,2738,13868,7392,484,2490,539,1295,12200,4635,228,1306,1104,507,7780,2629,83,426,1894,258,5290,624,16,88,1587,123,2438,33756,2494,8318,5469,32199,82236
