region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED604,9,0,5,3,3151,3168,90,9,3,4,2471,2577,1880,101,100,8,3001,5090,3717,279,439,14,1901,6350,4385,308,933,55,1154,6835,4637,251,1020,149,505,6562,3249,118,518,231,200,4316,1684,36,142,347,81,2290,381,10,17,267,12,687,20032,1112,3177,1078,12476,37875,10,0,0,0,2952,2962,185,16,4,3,2226,2434,2379,163,175,18,2763,5498,4113,343,757,45,1665,6923,4615,404,1297,134,918,7368,4536,270,1315,414,402,6937,2831,106,610,862,131,4540,1112,28,205,1299,58,2702,211,10,54,957,45,1277,19992,1340,4417,3732,11160,40641,19,0,5,3,6103,6130,275,25,7,7,4697,5011,4259,264,275,26,5764,10588,7830,622,1196,59,3566,13273,9000,712,2230,189,2072,14203,9173,521,2335,563,907,13499,6080,224,1128,1093,331,8856,2796,64,347,1646,139,4992,592,20,71,1224,57,1964,40024,2452,7594,4810,23636,78516
CED605,5,4,0,0,3219,3228,63,4,8,4,2119,2198,1472,99,93,10,2847,4521,3341,263,488,23,2081,6196,4534,456,1117,81,1472,7660,5283,349,1352,195,683,7862,3794,172,728,317,294,5305,1556,63,195,410,121,2345,278,12,24,220,30,564,20326,1422,4005,1260,12866,39879,9,7,0,3,2937,2956,152,15,7,3,2025,2202,2054,185,132,14,2650,5035,3882,351,720,68,1771,6792,4832,430,1282,207,935,7686,5212,246,1268,553,369,7648,3043,93,618,936,134,4824,1004,25,171,1073,66,2339,146,9,25,711,31,922,20334,1361,4223,3568,10918,40404,14,11,0,3,6156,6184,215,19,15,7,4144,4400,3526,284,225,24,5497,9556,7223,614,1208,91,3852,12988,9366,886,2399,288,2407,15346,10495,595,2620,748,1052,15510,6837,265,1346,1253,428,10129,2560,88,366,1483,187,4684,424,21,49,931,61,1486,40660,2783,8228,4828,23784,80283
CED694,0,0,0,0,43,43,4,0,0,0,55,59,15,3,0,0,115,133,12,13,12,0,67,104,16,15,22,0,34,87,35,12,24,4,11,86,21,0,13,5,3,42,4,3,3,3,0,13,0,0,0,0,0,0,107,46,74,12,328,567,3,0,0,0,49,52,0,0,0,0,44,44,13,0,0,0,58,71,16,11,18,0,13,58,17,11,21,3,14,66,34,7,22,3,6,72,13,4,8,7,3,35,3,0,0,6,0,9,0,0,0,0,0,0,99,33,69,19,187,407,3,0,0,0,92,95,4,0,0,0,99,103,28,3,0,0,173,204,28,24,30,0,80,162,33,26,43,3,48,153,69,19,46,7,17,158,34,4,21,12,6,77,7,3,3,9,0,22,0,0,0,0,0,0,206,79,143,31,515,974
CED697,0,0,0,3,0,3,0,0,0,0,3,3,3,3,0,0,10,16,5,0,5,0,6,16,9,3,4,0,8,24,6,3,6,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29,9,15,3,27,83,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,6,9,3,0,3,0,3,9,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,14,29,0,0,0,3,0,3,0,0,0,0,8,8,6,3,0,0,16,25,8,0,8,0,9,25,9,3,4,0,8,24,6,3,9,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,38,9,21,3,41,112
CED701,263,17,7,3,3979,4269,952,46,16,10,3231,4255,3803,174,145,33,4821,8976,4611,331,508,44,2934,8428,4230,367,938,84,1970,7589,3309,305,974,191,785,5564,1255,140,371,186,277,2229,287,37,74,126,87,611,48,4,6,39,12,109,18758,1421,3039,716,18096,42030,452,19,4,5,3382,3862,1224,66,41,16,2692,4039,4117,255,187,77,4017,8653,4764,363,546,182,2581,8436,4003,350,940,358,1484,7135,2588,222,845,568,561,4784,780,59,254,497,179,1769,165,21,43,354,59,642,28,0,13,144,18,203,18121,1355,2873,2201,14973,39523,715,36,11,8,7361,8131,2176,112,57,26,5923,8294,7920,429,332,110,8838,17629,9375,694,1054,226,5515,16864,8233,717,1878,442,3454,14724,5897,527,1819,759,1346,10348,2035,199,625,683,456,3998,452,58,117,480,146,1253,76,4,19,183,30,312,36879,2776,5912,2917,33069,81553
CED702,22,4,6,0,3635,3667,308,13,8,4,4482,4815,3115,140,182,16,6430,9883,4474,324,643,27,2947,8415,4017,379,992,60,1670,7118,3276,310,1071,118,719,5494,1480,142,419,128,254,2423,457,32,115,108,88,800,67,3,7,57,15,149,17216,1347,3443,518,20240,42764,37,0,3,0,3083,3123,464,33,17,10,3272,3796,3780,204,271,25,5015,9295,4466,353,809,85,2303,8016,3815,382,1195,205,1228,6825,2693,266,1005,391,426,4781,991,95,379,467,87,2019,251,17,87,400,35,790,21,7,23,181,3,235,16518,1357,3789,1764,15452,38880,59,4,9,0,6718,6790,772,46,25,14,7754,8611,6895,344,453,41,11445,19178,8940,677,1452,112,5250,16431,7832,761,2187,265,2898,13943,5969,576,2076,509,1145,10275,2471,237,798,595,341,4442,708,49,202,508,123,1590,88,10,30,238,18,384,33734,2704,7232,2282,35692,81644
CED794,0,0,0,0,11,11,3,0,0,0,66,69,36,3,4,0,158,201,62,7,8,0,67,144,53,13,27,3,38,134,151,23,41,8,19,242,90,8,23,10,3,134,11,3,0,0,0,14,3,0,0,0,0,3,409,57,103,21,362,952,0,0,0,0,22,22,3,0,0,0,67,70,34,5,5,0,121,165,57,4,6,0,20,87,70,10,32,3,21,136,130,9,43,5,12,199,66,3,8,8,0,85,4,0,0,4,0,8,0,0,0,0,0,0,364,31,94,20,263,772,0,0,0,0,33,33,6,0,0,0,133,139,70,8,9,0,279,366,119,11,14,0,87,231,123,23,59,6,59,270,281,32,84,13,31,441,156,11,31,18,3,219,15,3,0,4,0,22,3,0,0,0,0,3,773,88,197,41,625,1724
CED797,0,0,0,0,3,3,3,0,0,0,13,16,6,0,0,0,25,31,8,5,5,0,3,21,3,0,4,0,4,11,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,5,9,0,48,92,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,14,0,0,0,0,6,6,3,0,0,0,13,16,6,0,0,0,29,35,8,5,5,0,3,21,7,0,4,0,7,18,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,5,9,0,58,106
CED801,16,0,5,0,6012,6033,157,13,0,7,5750,5927,4011,137,176,7,7168,11499,7240,406,752,29,3263,11690,8254,542,1462,75,1958,12291,7337,347,1368,181,795,10028,4320,166,558,255,224,5523,2072,49,177,346,81,2725,528,8,28,308,22,894,33935,1668,4526,1208,25273,66610,13,0,0,0,5666,5679,397,30,6,6,5168,5607,5078,228,311,16,5967,11600,7814,512,1303,78,2788,12495,8450,639,2238,252,1698,13277,6768,445,1977,572,668,10430,3574,133,960,1054,226,5947,1472,49,325,1548,106,3500,291,9,80,1341,55,1776,33857,2045,7200,4867,22342,70311,29,0,5,0,11678,11712,554,43,6,13,10918,11534,9089,365,487,23,13135,23099,15054,918,2055,107,6051,24185,16704,1181,3700,327,3656,25568,14105,792,3345,753,1463,20458,7894,299,1518,1309,450,11470,3544,98,502,1894,187,6225,819,17,108,1649,77,2670,67792,3713,11726,6075,47615,136921
CED802,10,0,0,3,6300,6313,284,11,7,6,9388,9696,6263,207,259,14,10721,17464,9000,472,927,30,3992,14421,7198,465,1273,63,1973,10972,6187,348,1224,152,881,8792,3697,149,568,233,248,4895,1771,59,185,346,109,2470,463,11,25,237,26,762,34873,1722,4468,1084,33638,75785,22,0,3,7,5907,5939,606,40,20,3,8807,9476,7816,313,412,17,9041,17599,8944,570,1329,94,3334,14271,6931,564,1944,223,1767,11429,5893,382,1900,582,738,9495,3095,152,870,950,234,5301,1239,42,288,1305,97,2971,263,9,70,1016,36,1394,34809,2072,6836,4197,29961,77875,32,0,3,10,12207,12252,890,51,27,9,18195,19172,14079,520,671,31,19762,35063,17944,1042,2256,124,7326,28692,14129,1029,3217,286,3740,22401,12080,730,3124,734,1619,18287,6792,301,1438,1183,482,10196,3010,101,473,1651,206,5441,726,20,95,1253,62,2156,69682,3794,11304,5281,63599,153660
CED894,0,0,0,0,30,30,3,0,0,0,36,39,12,4,0,0,65,81,12,5,10,0,35,62,9,5,11,0,14,39,13,3,8,0,10,34,5,0,6,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,57,17,35,0,190,299,0,0,0,0,29,29,0,0,0,0,45,45,21,0,5,0,44,70,10,8,10,0,21,49,9,7,5,0,17,38,6,3,14,3,0,26,3,0,3,0,3,9,3,0,0,0,0,3,0,0,0,4,0,4,52,18,37,7,159,273,0,0,0,0,59,59,3,0,0,0,81,84,33,4,5,0,109,151,22,13,20,0,56,111,18,12,16,0,31,77,19,6,22,3,10,60,8,0,9,0,3,20,3,0,0,0,0,3,3,0,0,4,0,7,109,35,72,7,349,572
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,16,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,10,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,18,24
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
