region_id,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED138,182,3784,717,4683,330,6076,1095,7501,919,14416,2361,17696,1050,9941,1403,12394,1218,8209,1087,10514,993,6008,665,7666,466,3685,498,4649,305,2164,406,2875,67,712,165,944,5530,54995,8397,68922,238,3721,554,4513,418,5599,666,6683,1277,13356,1513,16146,1634,9905,1053,12592,1914,7944,857,10715,1630,5895,582,8107,691,3697,471,4859,343,2609,532,3484,84,1419,344,1847,8229,54145,6572,68946,420,7505,1271,9196,748,11675,1761,14184,2196,27772,3874,33842,2684,19846,2456,24986,3132,16153,1944,21229,2623,11903,1247,15773,1157,7382,969,9508,648,4773,938,6359,151,2131,509,2791,13759,109140,14969,137868
CED139,171,3577,560,4308,139,2418,290,2847,375,4866,435,5676,783,6806,581,8170,1181,8055,680,9916,1359,7746,633,9738,682,5058,603,6343,381,3050,689,4120,117,959,327,1403,5188,42535,4798,52521,168,3352,413,3933,169,2350,177,2696,688,5223,375,6286,1321,7556,507,9384,2168,8224,576,10968,2175,6967,562,9704,983,4946,698,6627,463,3443,1000,4906,84,1653,528,2265,8219,43714,4836,56769,339,6929,973,8241,308,4768,467,5543,1063,10089,810,11962,2104,14362,1088,17554,3349,16279,1256,20884,3534,14713,1195,19442,1665,10004,1301,12970,844,6493,1689,9026,201,2612,855,3668,13407,86249,9634,109290
CED140,222,4438,727,5387,219,4174,487,4880,555,6920,879,8354,862,7375,852,9089,1201,7949,763,9913,1151,6847,647,8645,622,4554,636,5812,333,2540,555,3428,72,717,202,991,5237,45514,5748,56499,282,4192,606,5080,301,4059,315,4675,950,6965,475,8390,1470,7247,473,9190,1942,7272,490,9704,1920,5861,545,8326,844,4408,668,5920,396,3044,742,4182,61,1512,418,1991,8166,44560,4732,57458,504,8630,1333,10467,520,8233,802,9555,1505,13885,1354,16744,2332,14622,1325,18279,3143,15221,1253,19617,3071,12708,1192,16971,1466,8962,1304,11732,729,5584,1297,7610,133,2229,620,2982,13403,90074,10480,113957
CED141,160,3805,553,4518,164,3343,294,3801,417,5719,496,6632,764,7007,556,8327,1126,7414,683,9223,1185,6500,595,8280,684,4903,645,6232,385,2932,662,3979,142,997,354,1493,5027,42620,4838,52485,172,3538,377,4087,217,3192,218,3627,730,5815,386,6931,1261,7303,500,9064,1984,7490,580,10054,2028,6364,561,8953,976,5246,739,6961,471,3870,992,5333,108,1893,788,2789,7947,44711,5141,57799,332,7343,930,8605,381,6535,512,7428,1147,11534,882,13563,2025,14310,1056,17391,3110,14904,1263,19277,3213,12864,1156,17233,1660,10149,1384,13193,856,6802,1654,9312,250,2890,1142,4282,12974,87331,9979,110284
CED142,196,3813,506,4515,173,3100,201,3474,429,5443,312,6184,760,6643,463,7866,1155,6884,487,8526,1263,6141,484,7888,814,4943,581,6338,415,2927,672,4014,130,760,239,1129,5335,40654,3945,49934,201,3630,398,4229,229,3023,190,3442,747,5484,255,6486,1396,6673,371,8440,2013,6580,426,9019,2180,5951,449,8580,1152,5244,672,7068,476,3494,894,4864,90,1375,380,1845,8484,41454,4035,53973,397,7443,904,8744,402,6123,391,6916,1176,10927,567,12670,2156,13316,834,16306,3168,13464,913,17545,3443,12092,933,16468,1966,10187,1253,13406,891,6421,1566,8878,220,2135,619,2974,13819,82108,7980,103907
CED143,83,2268,621,2972,269,7566,1742,9577,858,21980,3756,26594,928,13576,1960,16464,1023,8029,1329,10381,834,5783,1029,7646,319,3079,741,4139,125,1408,427,1960,33,273,126,432,4472,63962,11731,80165,145,2572,473,3190,381,8770,1503,10654,1098,21142,2933,25173,1158,10824,1351,13333,1258,6410,979,8647,1280,5063,818,7161,517,2773,622,3912,197,1510,430,2137,31,642,197,870,6065,59706,9306,75077,228,4840,1094,6162,650,16336,3245,20231,1956,43122,6689,51767,2086,24400,3311,29797,2281,14439,2308,19028,2114,10846,1847,14807,836,5852,1363,8051,322,2918,857,4097,64,915,323,1302,10537,123668,21037,155242
CED144,215,3950,522,4687,230,3246,226,3702,507,5896,404,6807,906,6730,497,8133,1275,7330,538,9143,1268,6255,539,8062,770,4900,599,6269,398,2862,642,3902,80,701,209,990,5649,41870,4176,51695,251,3811,425,4487,285,3163,208,3656,926,5861,357,7144,1502,6825,432,8759,2050,7000,450,9500,2022,5966,536,8524,1013,5333,704,7050,435,3280,828,4543,67,1444,368,1879,8551,42683,4308,55542,466,7761,947,9174,515,6409,434,7358,1433,11757,761,13951,2408,13555,929,16892,3325,14330,988,18643,3290,12221,1075,16586,1783,10233,1303,13319,833,6142,1470,8445,147,2145,577,2869,14200,84553,8484,107237
CED145,118,3018,373,3509,132,3236,353,3721,416,9908,1046,11370,813,10672,870,12355,1061,8109,684,9854,1002,5762,509,7273,529,3995,422,4946,299,2140,356,2795,115,821,190,1126,4485,47661,4803,56949,122,2909,306,3337,186,3333,273,3792,673,10581,908,12162,1270,11161,796,13227,1854,7958,587,10399,1769,5729,530,8028,919,4203,509,5631,387,2781,541,3709,95,1758,476,2329,7275,50413,4926,62614,240,5927,679,6846,318,6569,626,7513,1089,20489,1954,23532,2083,21833,1666,25582,2915,16067,1271,20253,2771,11491,1039,15301,1448,8198,931,10577,686,4921,897,6504,210,2579,666,3455,11760,98074,9729,119563
CED146,244,4514,816,5574,350,5143,695,6188,943,10953,1339,13235,1096,8754,964,10814,1197,8326,978,10501,966,6148,703,7817,515,4120,602,5237,315,2447,501,3263,93,675,254,1022,5719,51080,6852,63651,332,4101,629,5062,473,4942,558,5973,1480,10278,1186,12944,1811,8476,1045,11332,2022,7802,856,10680,1508,5669,657,7834,777,3899,599,5275,371,2876,692,3939,72,1180,474,1726,8846,49223,6696,64765,576,8615,1445,10636,823,10085,1253,12161,2423,21231,2525,26179,2907,17230,2009,22146,3219,16128,1834,21181,2474,11817,1360,15651,1292,8019,1201,10512,686,5323,1193,7202,165,1855,728,2748,14565,100303,13548,128416
CED147,112,2395,472,2979,169,3703,738,4610,569,14476,2681,17726,870,11568,1751,14189,1095,7612,1196,9903,1058,5878,927,7863,492,3853,752,5097,271,2042,512,2825,91,866,294,1251,4727,52393,9323,66443,115,2421,430,2966,252,4269,710,5231,812,15382,2269,18463,1276,10514,1458,13248,1678,6714,1039,9431,1731,5444,860,8035,828,3802,748,5378,350,2485,735,3570,99,1812,629,2540,7141,52843,8878,68862,227,4816,902,5945,421,7972,1448,9841,1381,29858,4950,36189,2146,22082,3209,27437,2773,14326,2235,19334,2789,11322,1787,15898,1320,7655,1500,10475,621,4527,1247,6395,190,2678,923,3791,11868,105236,18201,135305
CED148,261,4891,801,5953,303,4434,478,5215,702,8523,798,10023,1035,8511,716,10262,1185,8311,786,10282,928,6086,637,7651,412,2925,453,3790,168,1170,327,1665,21,297,137,455,5015,45148,5133,55296,342,4571,693,5606,447,4401,440,5288,1351,8955,828,11134,1816,8582,770,11168,1911,7892,741,10544,1410,5649,652,7711,508,2824,506,3838,177,1579,517,2273,25,577,348,950,7987,45030,5495,58512,603,9462,1494,11559,750,8835,918,10503,2053,17478,1626,21157,2851,17093,1486,21430,3096,16203,1527,20826,2338,11735,1289,15362,920,5749,959,7628,345,2749,844,3938,46,874,485,1405,13002,90178,10628,113808
CED194,19,288,79,386,32,532,138,702,84,1021,391,1496,100,826,445,1371,95,661,463,1219,70,590,303,963,50,421,152,623,6,99,42,147,0,28,21,49,456,4466,2034,6956,23,280,67,370,35,491,85,611,80,888,194,1162,84,481,167,732,102,448,124,674,124,498,95,717,35,245,68,348,3,51,40,94,0,43,29,72,486,3425,869,4780,42,568,146,756,67,1023,223,1313,164,1909,585,2658,184,1307,612,2103,197,1109,587,1893,194,1088,398,1680,85,666,220,971,9,150,82,241,0,71,50,121,942,7891,2903,11736
CED197,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,5,4,9,0,11,0,11,3,7,3,13,0,7,3,10,0,0,0,0,3,40,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,13,3,16,0,15,0,15,3,7,6,16,0,0,0,0,3,44,9,56,0,0,0,0,0,3,0,3,0,3,0,3,0,10,0,10,0,8,4,12,0,24,3,27,3,22,3,28,3,14,9,26,0,0,0,0,6,84,19,109
CED201,161,4454,409,5024,172,4296,204,4672,413,6761,286,7460,714,7747,325,8786,1133,8196,359,9688,1013,6772,333,8118,552,3842,333,4727,245,1683,301,2229,51,554,129,734,4454,44305,2679,51438,177,4369,312,4858,222,4011,147,4380,639,6573,224,7436,1335,8144,323,9802,1888,8176,326,10390,1876,6308,343,8527,731,3772,401,4904,226,2187,447,2860,36,1137,271,1444,7130,44677,2794,54601,338,8823,721,9882,394,8307,351,9052,1052,13334,510,14896,2049,15891,648,18588,3021,16372,685,20078,2889,13080,676,16645,1283,7614,734,9631,471,3870,748,5089,87,1691,400,2178,11584,88982,5473,106039
CED202,212,4450,599,5261,221,4213,339,4773,540,6749,456,7745,850,7671,513,9034,1234,7745,577,9556,1204,6920,589,8713,601,4266,598,5465,278,2075,600,2953,57,605,237,899,5197,44694,4508,54399,276,4273,497,5046,352,4127,267,4746,947,6960,400,8307,1622,7826,468,9916,2110,7568,543,10221,2095,6526,550,9171,846,4328,742,5916,334,2786,815,3935,56,1371,441,1868,8638,45765,4723,59126,488,8723,1096,10307,573,8340,606,9519,1487,13709,856,16052,2472,15497,981,18950,3344,15313,1120,19777,3299,13446,1139,17884,1447,8594,1340,11381,612,4861,1415,6888,113,1976,678,2767,13835,90459,9231,113525
CED203,107,2714,399,3220,236,4517,563,5316,644,10656,1180,12480,1012,9268,817,11097,1137,6564,659,8360,781,4512,526,5819,489,3155,567,4211,381,2481,546,3408,88,796,233,1117,4875,44663,5490,55028,180,2732,350,3262,306,4726,391,5423,999,10943,883,12825,1679,9265,687,11631,1883,6176,532,8591,1294,4406,511,6211,753,3607,627,4987,406,3218,684,4308,67,1457,438,1962,7567,46530,5103,59200,287,5446,749,6482,542,9243,954,10739,1643,21599,2063,25305,2691,18533,1504,22728,3020,12740,1191,16951,2075,8918,1037,12030,1242,6762,1194,9198,787,5699,1230,7716,155,2253,671,3079,12442,91193,10593,114228
CED204,229,4093,554,4876,190,3787,322,4299,493,6157,574,7224,868,7018,644,8530,1208,7639,583,9430,1427,7294,628,9349,735,4971,702,6408,396,2569,687,3652,91,770,293,1154,5637,44298,4987,54922,251,4118,476,4845,321,3785,235,4341,890,6414,348,7652,1552,7174,433,9159,2228,7588,469,10285,2309,6824,529,9662,976,4950,749,6675,394,3103,918,4415,71,1559,596,2226,8992,45515,4753,59260,480,8211,1030,9721,511,7572,557,8640,1383,12571,922,14876,2420,14192,1077,17689,3436,15227,1052,19715,3736,14118,1157,19011,1711,9921,1451,13083,790,5672,1605,8067,162,2329,889,3380,14629,89813,9740,114182
CED205,169,3837,568,4574,258,4781,495,5534,627,9167,883,10677,855,7611,626,9092,952,6971,561,8484,982,6202,521,7705,635,4766,564,5965,354,2475,474,3303,68,638,155,861,4900,46448,4847,56195,213,3300,494,4007,333,4051,357,4741,907,7990,653,9550,1293,7278,565,9136,1554,6693,498,8745,1741,6197,523,8461,857,4715,604,6176,333,2972,608,3913,54,1273,377,1704,7285,44469,4679,56433,382,7137,1062,8581,591,8832,852,10275,1534,17157,1536,20227,2148,14889,1191,18228,2506,13664,1059,17229,2723,12399,1044,16166,1492,9481,1168,12141,687,5447,1082,7216,122,1911,532,2565,12185,90917,9526,112628
CED206,274,5494,916,6684,347,5449,554,6350,825,10266,933,12024,1274,9822,864,11960,1349,9230,815,11394,1001,6329,639,7969,525,3624,515,4664,220,1542,396,2158,22,300,89,411,5837,52056,5721,63614,353,5246,841,6440,516,5260,492,6268,1471,9935,896,12302,2151,9721,905,12777,2240,8582,816,11638,1724,6032,654,8410,665,3435,601,4701,207,1879,491,2577,24,539,186,749,9351,50629,5882,65862,627,10740,1757,13124,863,10709,1046,12618,2296,20201,1829,24326,3425,19543,1769,24737,3589,17812,1631,23032,2725,12361,1293,16379,1190,7059,1116,9365,427,3421,887,4735,46,839,275,1160,15188,102685,11603,129476
CED207,124,4299,440,4863,167,4059,218,4444,489,7118,373,7980,837,7870,413,9120,1091,7809,390,9290,1057,6317,369,7743,526,3836,369,4731,254,1720,400,2374,60,519,153,732,4605,43547,3125,51277,182,4023,377,4582,276,3814,163,4253,778,6977,285,8040,1479,7910,343,9732,1988,7535,343,9866,1909,6128,354,8391,753,3738,467,4958,244,2276,518,3038,42,1147,380,1569,7651,43548,3230,54429,306,8322,817,9445,443,7873,381,8697,1267,14095,658,16020,2316,15780,756,18852,3079,15344,733,19156,2966,12445,723,16134,1279,7574,836,9689,498,3996,918,5412,102,1666,533,2301,12256,87095,6355,105706
CED208,161,3937,446,4544,314,7144,675,8133,544,9421,807,10772,803,7703,456,8962,1141,6969,449,8559,924,5106,346,6376,558,3572,353,4483,430,2908,511,3849,131,919,280,1330,5006,47679,4323,57008,166,4089,339,4594,357,6717,418,7492,701,8501,532,9734,1358,8100,437,9895,1819,7012,377,9208,1493,5213,366,7072,928,4285,458,5671,539,3666,707,4912,92,1856,483,2431,7453,49439,4117,61009,327,8026,785,9138,671,13861,1093,15625,1245,17922,1339,20506,2161,15803,893,18857,2960,13981,826,17767,2417,10319,712,13448,1486,7857,811,10154,969,6574,1218,8761,223,2775,763,3761,12459,97118,8440,118017
CED209,158,4137,485,4780,195,3594,230,4019,436,6423,350,7209,779,7924,480,9183,1216,7806,511,9533,1416,7378,465,9259,740,4987,531,6258,385,2633,580,3598,102,882,245,1229,5427,45764,3877,55068,188,3689,363,4240,217,3356,162,3735,735,6591,291,7617,1428,8205,407,10040,2154,7665,423,10242,2377,6847,466,9690,1016,4909,579,6504,447,3275,793,4515,87,1911,418,2416,8649,46448,3902,58999,346,7826,848,9020,412,6950,392,7754,1171,13014,641,14826,2207,16129,887,19223,3370,15471,934,19775,3793,14225,931,18949,1756,9896,1110,12762,832,5908,1373,8113,189,2793,663,3645,14076,92212,7779,114067
CED210,161,3855,558,4574,186,3747,387,4320,499,6893,737,8129,889,7257,748,8894,1123,6979,666,8768,1045,6040,536,7621,549,3931,602,5082,322,2356,551,3229,76,714,199,989,4850,41772,4984,51606,212,3810,446,4468,291,3826,224,4341,886,7111,412,8409,1607,7164,451,9222,1987,6822,503,9312,1860,5765,527,8152,786,4226,695,5707,351,2981,774,4106,77,1493,359,1929,8057,43198,4391,55646,373,7665,1004,9042,477,7573,611,8661,1385,14004,1149,16538,2496,14421,1199,18116,3110,13801,1169,18080,2905,11805,1063,15773,1335,8157,1297,10789,673,5337,1325,7335,153,2207,558,2918,12907,84970,9375,107252
CED211,122,3073,334,3529,190,3660,237,4087,515,7887,418,8820,799,8186,413,9398,1010,6564,353,7927,907,4996,284,6187,617,3844,368,4829,343,2609,524,3476,101,797,313,1211,4604,41616,3244,49464,168,3041,256,3465,245,3321,164,3730,757,7867,356,8980,1455,8097,330,9882,1651,6390,313,8354,1645,5292,294,7231,870,4540,532,5942,437,3309,787,4533,76,1592,554,2222,7304,43449,3586,54339,290,6114,590,6994,435,6981,401,7817,1272,15754,774,17800,2254,16283,743,19280,2661,12954,666,16281,2552,10288,578,13418,1487,8384,900,10771,780,5918,1311,8009,177,2389,867,3433,11908,85065,6830,103803
CED212,155,3943,587,4685,168,3856,279,4303,473,6795,470,7738,798,8122,578,9498,1033,7756,584,9373,1095,6589,530,8214,650,4633,565,5848,342,2420,540,3302,96,750,262,1108,4810,44864,4395,54069,196,3858,440,4494,249,3676,263,4188,810,6949,414,8173,1452,8201,544,10197,1878,7671,523,10072,2027,6557,492,9076,950,4973,677,6600,358,3047,863,4268,87,1328,643,2058,8007,46260,4859,59126,351,7801,1027,9179,417,7532,542,8491,1283,13744,884,15911,2250,16323,1122,19695,2911,15427,1107,19445,3122,13146,1022,17290,1600,9606,1242,12448,700,5467,1403,7570,183,2078,905,3166,12817,91124,9254,113195
CED213,165,3994,555,4714,150,3339,259,3748,395,5556,401,6352,783,7501,562,8846,1136,7729,608,9473,1254,7444,575,9273,784,6055,777,7616,418,3345,848,4611,132,934,338,1404,5217,45897,4923,56037,155,3465,485,4105,211,2956,196,3363,700,5600,328,6628,1478,7691,518,9687,1954,7380,499,9833,2236,7221,622,10079,1186,6019,894,8099,468,3487,1048,5003,84,1577,656,2317,8472,45396,5246,59114,320,7459,1040,8819,361,6295,455,7111,1095,11156,729,12980,2261,15192,1080,18533,3090,15109,1107,19306,3490,14665,1197,19352,1970,12074,1671,15715,886,6832,1896,9614,216,2511,994,3721,13689,91293,10169,115151
CED214,146,3381,554,4081,254,4805,682,5741,675,11367,1377,13419,1034,10490,1046,12570,1258,8105,832,10195,896,5552,681,7129,463,3272,545,4280,323,2039,523,2885,79,690,227,996,5128,49701,6467,61296,173,3150,492,3815,326,4386,483,5195,998,10739,975,12712,1693,10016,762,12471,2013,7368,676,10057,1501,5140,586,7227,673,3309,613,4595,358,2755,667,3780,48,1312,347,1707,7783,48175,5601,61559,319,6531,1046,7896,580,9191,1165,10936,1673,22106,2352,26131,2727,20506,1808,25041,3271,15473,1508,20252,2397,10692,1267,14356,1136,6581,1158,8875,681,4794,1190,6665,127,2002,574,2703,12911,97876,12068,122855
CED215,186,4031,587,4804,179,3240,411,3830,467,5954,866,7287,795,6487,727,8009,1195,7551,677,9423,1325,7846,743,9914,704,5484,799,6987,359,2708,626,3693,74,713,225,1012,5284,44014,5661,54959,212,3802,512,4526,304,3204,239,3747,918,6103,442,7463,1553,6566,465,8584,2091,7406,515,10012,2136,7136,617,9889,917,5195,788,6900,357,3001,820,4178,66,1460,353,1879,8554,43873,4751,57178,398,7833,1099,9330,483,6444,650,7577,1385,12057,1308,14750,2348,13053,1192,16593,3286,14957,1192,19435,3461,14982,1360,19803,1621,10679,1587,13887,716,5709,1446,7871,140,2173,578,2891,13838,87887,10412,112137
CED216,145,3698,445,4288,157,3633,259,4049,329,5751,454,6534,717,8223,478,9418,1220,8131,502,9853,1248,6255,421,7924,577,3876,353,4806,343,2367,402,3112,136,1099,231,1466,4872,43033,3545,51450,138,3485,324,3947,197,3382,206,3785,512,5913,372,6797,1339,9107,513,10959,2160,8095,422,10677,2166,5831,380,8377,915,4095,489,5499,447,3167,673,4287,148,2425,530,3103,8022,45500,3909,57431,283,7183,769,8235,354,7015,465,7834,841,11664,826,13331,2056,17330,991,20377,3380,16226,924,20530,3414,12086,801,16301,1492,7971,842,10305,790,5534,1075,7399,284,3524,761,4569,12894,88533,7454,108881
CED217,238,5606,960,6804,341,5965,813,7119,933,12927,1535,15395,1323,12308,1238,14869,1281,9783,974,12038,1126,7473,754,9353,593,3823,618,5034,238,1492,348,2078,38,374,111,523,6111,59751,7351,73213,300,5196,825,6321,486,5490,597,6573,1598,12706,1223,15527,2303,12135,1150,15588,2261,9392,940,12593,1818,6893,796,9507,693,3458,642,4793,217,2013,466,2696,30,703,232,965,9706,57986,6871,74563,538,10802,1785,13125,827,11455,1410,13692,2531,25633,2758,30922,3626,24443,2388,30457,3542,19175,1914,24631,2944,14366,1550,18860,1286,7281,1260,9827,455,3505,814,4774,68,1077,343,1488,15817,117737,14222,147776
CED218,117,2905,330,3352,223,4777,507,5507,510,10989,1076,12575,711,8086,668,9465,1044,6452,536,8032,999,5254,435,6688,533,3513,395,4441,253,2006,387,2646,114,740,186,1040,4504,44722,4520,53746,108,2921,335,3364,293,5287,435,6015,746,11221,883,12850,1147,8171,540,9858,1791,6451,451,8693,1710,5258,437,7405,863,3721,461,5045,357,2565,546,3468,90,1496,402,1988,7105,47091,4490,58686,225,5826,665,6716,516,10064,942,11522,1256,22210,1959,25425,1858,16257,1208,19323,2835,12903,987,16725,2709,10512,872,14093,1396,7234,856,9486,610,4571,933,6114,204,2236,588,3028,11609,91813,9010,112432
CED219,290,6381,903,7574,308,5865,507,6680,922,12383,840,14145,1293,12506,841,14640,1262,10926,700,12888,1011,7165,612,8788,456,3531,456,4443,204,1583,355,2142,39,403,101,543,5785,60743,5315,71843,335,5765,759,6859,492,5534,397,6423,1567,12604,892,15063,2216,12114,872,15202,2092,10103,701,12896,1635,6523,667,8825,592,3444,552,4588,196,2007,486,2689,22,889,166,1077,9147,58983,5492,73622,625,12146,1662,14433,800,11399,904,13103,2489,24987,1732,29208,3509,24620,1713,29842,3354,21029,1401,25784,2646,13688,1279,17613,1048,6975,1008,9031,400,3590,841,4831,61,1292,267,1620,14932,119726,10807,145465
CED220,140,3481,466,4087,251,4410,468,5129,522,8782,801,10105,871,8432,533,9836,1044,7048,511,8603,922,5499,357,6778,537,3823,447,4807,382,2659,474,3515,98,945,214,1257,4767,45079,4271,54117,130,3095,335,3560,230,3775,286,4291,817,8234,566,9617,1395,8426,499,10320,1737,6719,424,8880,1593,5474,421,7488,848,4009,526,5383,399,3505,671,4575,90,1732,423,2245,7239,44969,4151,56359,270,6576,801,7647,481,8185,754,9420,1339,17016,1367,19722,2266,16858,1032,20156,2781,13767,935,17483,2515,10973,778,14266,1385,7832,973,10190,781,6164,1145,8090,188,2677,637,3502,12006,90048,8422,110476
CED221,176,4014,500,4690,164,2960,214,3338,414,5158,394,5966,788,6454,466,7708,1150,7460,497,9107,1263,7469,583,9315,662,4988,576,6226,312,2531,577,3420,73,766,199,1038,5002,41800,4006,50808,195,3616,375,4186,246,2509,134,2889,760,5368,269,6397,1372,6602,335,8309,2009,7347,386,9742,2080,6598,483,9161,937,4803,619,6359,394,2881,757,4032,69,1481,423,1973,8062,41205,3781,53048,371,7630,875,8876,410,5469,348,6227,1174,10526,663,12363,2160,13056,801,16017,3159,14807,883,18849,3343,14067,1066,18476,1599,9791,1195,12585,706,5412,1334,7452,142,2247,622,3011,13064,83005,7787,103856
CED222,175,4325,626,5126,220,4352,418,4990,681,9276,731,10688,985,10054,780,11819,1212,8871,689,10772,1024,6696,580,8300,506,4096,575,5177,285,2200,517,3002,82,793,207,1082,5170,50663,5123,60956,242,4080,516,4838,315,4004,327,4646,1061,9415,651,11127,1703,10158,721,12582,1889,8360,617,10866,1823,6489,620,8932,814,4216,665,5695,330,2994,741,4065,79,1674,365,2118,8256,51390,5223,64869,417,8405,1142,9964,535,8356,745,9636,1742,18691,1382,21815,2688,20212,1501,24401,3101,17231,1306,21638,2847,13185,1200,17232,1320,8312,1240,10872,615,5194,1258,7067,161,2467,572,3200,13426,102053,10346,125825
CED223,126,3699,408,4233,212,4034,269,4515,470,7020,448,7938,822,7921,423,9166,1202,7201,393,8796,1245,6065,354,7664,562,3807,363,4732,282,2025,411,2718,72,732,191,995,4993,42504,3260,50757,181,3456,327,3964,266,3793,172,4231,688,7086,389,8163,1424,8005,361,9790,2162,7176,359,9697,2199,5862,378,8439,865,3856,513,5234,355,2718,573,3646,79,1544,400,2023,8219,43496,3472,55187,307,7155,735,8197,478,7827,441,8746,1158,14106,837,16101,2246,15926,784,18956,3364,14377,752,18493,3444,11927,732,16103,1427,7663,876,9966,637,4743,984,6364,151,2276,591,3018,13212,86000,6732,105944
CED224,178,4283,445,4906,245,4935,360,5540,400,7756,687,8843,647,6614,395,7656,1234,7196,428,8858,1113,5633,346,7092,529,3442,296,4267,322,2152,285,2759,113,876,191,1180,4781,42887,3433,51101,165,4180,319,4664,274,4826,261,5361,558,7651,484,8693,1203,7546,371,9120,2176,7307,367,9850,2032,5373,309,7714,885,3553,378,4816,441,2853,487,3781,108,2102,527,2737,7842,45391,3503,56736,343,8463,764,9570,519,9761,621,10901,958,15407,1171,17536,1850,14160,766,16776,3410,14503,795,18708,3145,11006,655,14806,1414,6995,674,9083,763,5005,772,6540,221,2978,718,3917,12623,88278,6936,107837
