region_id,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED318,236,4445,858,5539,260,3863,683,4806,688,8750,1423,10861,974,10072,1379,12425,1047,9587,1216,11850,877,7645,997,9519,400,4034,642,5076,177,1465,395,2037,44,386,134,564,4703,50247,7727,62677,298,4208,703,5209,376,4210,604,5190,1092,9808,1157,12057,1496,10418,1056,12970,1663,9235,951,11849,1408,6632,752,8792,570,3390,542,4502,193,1584,396,2173,34,721,243,998,7130,50206,6404,63740,534,8653,1561,10748,636,8073,1287,9996,1780,18558,2580,22918,2470,20490,2435,25395,2710,18822,2167,23699,2285,14277,1749,18311,970,7424,1184,9578,370,3049,791,4210,78,1107,377,1562,11833,100453,14131,126417
CED319,145,4032,439,4616,186,4432,412,5030,559,9770,768,11097,883,9450,619,10952,1162,7646,501,9309,1019,6015,470,7504,491,3726,443,4660,314,2317,585,3216,100,747,330,1177,4859,48135,4567,57561,197,3671,339,4207,256,4521,321,5098,792,9716,588,11096,1404,9471,533,11408,1835,7485,447,9767,1652,5787,429,7868,848,4214,572,5634,423,3210,831,4464,88,1656,708,2452,7495,49731,4768,61994,342,7703,778,8823,442,8953,733,10128,1351,19486,1356,22193,2287,18921,1152,22360,2997,15131,948,19076,2671,11802,899,15372,1339,7940,1015,10294,737,5527,1416,7680,188,2403,1038,3629,12354,97866,9335,119555
CED320,206,4382,623,5211,200,3534,498,4232,500,6704,808,8012,827,7645,794,9266,956,7368,663,8987,1021,6668,612,8301,679,4791,623,6093,299,2097,572,2968,51,548,224,823,4739,43737,5417,53893,245,4339,514,5098,288,3613,294,4195,953,7175,553,8681,1549,7939,590,10078,1796,7173,515,9484,1839,6383,503,8725,919,4564,619,6102,279,2160,643,3082,40,883,299,1222,7908,44229,4530,56667,451,8721,1137,10309,488,7147,792,8427,1453,13879,1361,16693,2376,15584,1384,19344,2752,14541,1178,18471,2860,13051,1115,17026,1598,9355,1242,12195,578,4257,1215,6050,91,1431,523,2045,12647,87966,9947,110560
CED321,189,3908,617,4714,187,3309,333,3829,478,6532,665,7675,813,7784,821,9418,1170,8231,809,10210,1076,8092,808,9976,678,5624,881,7183,298,2671,656,3625,52,735,213,1000,4941,46886,5803,57630,204,3631,468,4303,300,3043,209,3552,862,7034,552,8448,1460,7523,675,9658,1958,7548,593,10099,1857,6842,692,9391,910,5049,779,6738,321,2775,737,3833,48,1305,311,1664,7920,44750,5016,57686,393,7539,1085,9017,487,6352,542,7381,1340,13566,1217,16123,2273,15307,1496,19076,3128,15779,1402,20309,2933,14934,1500,19367,1588,10673,1660,13921,619,5446,1393,7458,100,2040,524,2664,12861,91636,10819,115316
CED322,167,4185,472,4824,174,3857,419,4450,420,7432,711,8563,714,8205,690,9609,853,7494,648,8995,936,6548,620,8104,569,4495,586,5650,317,2366,608,3291,107,760,304,1171,4257,45342,5058,54657,201,4050,415,4666,215,4078,367,4660,737,7987,610,9334,1212,8626,655,10493,1678,7961,613,10252,1755,6592,554,8901,819,4628,663,6110,344,2857,876,4077,67,1258,588,1913,7028,48037,5341,60406,368,8235,887,9490,389,7935,786,9110,1157,15419,1321,17897,1926,16831,1345,20102,2531,15455,1261,19247,2691,13140,1174,17005,1388,9123,1249,11760,661,5223,1484,7368,174,2018,892,3084,11285,93379,10399,115063
CED323,142,3686,599,4427,231,4997,856,6084,557,9853,1574,11984,699,8352,1133,10184,898,7379,901,9178,905,6829,912,8646,587,4776,805,6168,291,2434,720,3445,106,843,318,1267,4416,49149,7818,61383,188,3588,552,4328,285,5591,799,6675,758,9564,1229,11551,1182,7862,893,9937,1531,7540,800,9871,1679,6561,843,9083,897,4832,902,6631,370,2915,935,4220,73,1487,611,2171,6963,49940,7564,64467,330,7274,1151,8755,516,10588,1655,12759,1315,19417,2803,23535,1881,16214,2026,20121,2429,14919,1701,19049,2584,13390,1755,17729,1484,9608,1707,12799,661,5349,1655,7665,179,2330,929,3438,11379,99089,15382,125850
CED324,158,4231,510,4899,277,6380,656,7313,648,10975,1003,12626,875,8748,686,10309,1123,7313,559,8995,971,5785,491,7247,511,3484,381,4376,218,1814,356,2388,74,621,205,900,4855,49351,4847,59053,208,4196,400,4804,377,6251,421,7049,902,10425,696,12023,1368,8565,610,10543,1650,7231,435,9316,1562,5642,429,7633,697,3599,455,4751,296,2387,538,3221,60,1221,501,1782,7120,49517,4485,61122,366,8427,910,9703,654,12631,1077,14362,1550,21400,1699,24649,2243,17313,1296,20852,2773,14544,994,18311,2533,11427,920,14880,1208,7083,836,9127,514,4201,894,5609,134,1842,706,2682,11975,98868,9332,120175
CED325,195,4529,708,5432,235,4233,665,5133,611,8897,1219,10727,915,8975,1132,11022,932,7765,861,9558,839,5563,544,6946,413,2845,398,3656,158,1217,276,1651,30,349,105,484,4328,44373,5908,54609,295,4514,513,5322,328,4298,344,4970,1060,9140,703,10903,1546,9142,695,11383,1575,7453,517,9545,1276,5303,401,6980,531,2986,399,3916,168,1623,350,2141,28,775,205,1008,6807,45234,4127,56168,490,9043,1221,10754,563,8531,1009,10103,1671,18037,1922,21630,2461,18117,1827,22405,2507,15218,1378,19103,2115,10866,945,13926,944,5831,797,7572,326,2840,626,3792,58,1124,310,1492,11135,89607,10035,110777
CED326,198,4028,486,4712,177,3531,340,4048,480,7375,558,8413,813,8241,674,9728,960,7256,587,8803,959,6299,501,7759,569,4197,516,5282,322,2212,493,3027,82,695,209,986,4560,43834,4364,52758,228,3831,439,4498,236,3619,246,4101,905,7772,500,9177,1393,8614,532,10539,1708,7115,466,9289,1833,6260,452,8545,865,4576,567,6008,370,2968,763,4101,55,1561,421,2037,7593,46316,4386,58295,426,7859,925,9210,413,7150,586,8149,1385,15147,1058,17590,2206,16855,1206,20267,2668,14371,1053,18092,2792,12559,953,16304,1434,8773,1083,11290,692,5180,1256,7128,137,2256,630,3023,12153,90150,8750,111053
CED327,233,5580,930,6743,287,5555,626,6468,843,11103,956,12902,1007,9617,889,11513,996,8419,726,10141,913,7053,611,8577,488,3529,484,4501,155,1146,281,1582,30,324,124,478,4952,52326,5627,62905,344,5231,720,6295,430,5422,501,6353,1342,11239,825,13406,1693,9796,848,12337,1728,8689,658,11075,1664,6743,609,9016,595,3177,489,4261,167,1400,359,1926,31,733,211,975,7994,52430,5220,65644,577,10811,1650,13038,717,10977,1127,12821,2185,22342,1781,26308,2700,19413,1737,23850,2724,17108,1384,21216,2577,13796,1220,17593,1083,6706,973,8762,322,2546,640,3508,61,1057,335,1453,12946,104756,10847,128549
CED328,158,5436,425,6019,276,7541,472,8289,451,9442,645,10538,770,8701,428,9899,1031,7564,387,8982,1092,6123,339,7554,540,3742,253,4535,251,1735,235,2221,61,551,156,768,4630,50835,3340,58805,202,5436,383,6021,301,7365,385,8051,653,9185,458,10296,1235,9082,387,10704,1780,7771,321,9872,1904,5965,299,8168,847,3614,302,4763,303,2204,444,2951,61,1230,440,1731,7286,51852,3419,62557,360,10872,808,12040,577,14906,857,16340,1104,18627,1103,20834,2005,17783,815,20603,2811,15335,708,18854,2996,12088,638,15722,1387,7356,555,9298,554,3939,679,5172,122,1781,596,2499,11916,102687,6759,121362
CED329,178,3700,538,4416,141,2419,300,2860,418,4756,572,5746,691,6685,695,8071,1085,7807,802,9694,1321,8179,688,10188,797,6197,834,7828,340,2631,695,3666,89,676,283,1048,5060,43050,5407,53517,218,3400,445,4063,210,2334,175,2719,740,5089,344,6173,1381,7112,516,9009,2058,8038,540,10636,2250,7543,627,10420,1063,5508,808,7379,394,2625,779,3798,63,1120,569,1752,8377,42769,4803,55949,396,7100,983,8479,351,4753,475,5579,1158,9845,916,11919,2072,13797,1211,17080,3143,15845,1342,20330,3571,15722,1315,20608,1860,11705,1642,15207,734,5256,1474,7464,152,1796,852,2800,13437,85819,10210,109466
CED330,195,4348,562,5105,117,2955,334,3406,394,5643,505,6542,829,8548,702,10079,1044,8584,729,10357,1027,7026,595,8648,548,4481,546,5575,214,1636,395,2245,40,398,116,554,4408,43619,4484,52511,230,4262,504,4996,225,2934,227,3386,803,6097,419,7319,1565,8790,554,10909,1879,8018,581,10478,1820,6198,502,8520,753,3732,502,4987,217,1595,386,2198,30,774,186,990,7522,42400,3861,53783,425,8610,1066,10101,342,5889,561,6792,1197,11740,924,13861,2394,17338,1256,20988,2923,16602,1310,20835,2847,13224,1097,17168,1301,8213,1048,10562,431,3231,781,4443,70,1172,302,1544,11930,86019,8345,106294
CED394,10,189,72,271,26,412,133,571,56,917,247,1220,48,676,245,969,67,701,215,983,134,1071,233,1438,55,731,144,930,11,142,47,200,3,17,3,23,410,4856,1339,6605,9,179,62,250,31,441,74,546,66,707,108,881,42,455,91,588,94,550,88,732,180,909,118,1207,57,434,62,553,7,65,22,94,0,22,6,28,486,3762,631,4879,19,368,134,521,57,853,207,1117,122,1624,355,2101,90,1131,336,1557,161,1251,303,1715,314,1980,351,2645,112,1165,206,1483,18,207,69,294,3,39,9,51,896,8618,1970,11484
CED397,0,10,0,10,3,31,4,38,0,40,8,48,0,30,9,39,3,25,18,46,6,26,8,40,0,19,3,22,0,9,7,16,0,3,0,3,12,193,57,262,3,5,0,8,0,13,3,16,0,12,3,15,0,17,4,21,6,20,5,31,4,21,7,32,3,24,8,35,3,19,5,27,0,3,3,6,19,134,38,191,3,15,0,18,3,44,7,54,0,52,11,63,0,47,13,60,9,45,23,77,10,47,15,72,3,43,11,57,3,28,12,43,0,6,3,9,31,327,95,453
CED401,168,3821,496,4485,285,6571,698,7554,746,11504,1135,13385,893,8895,794,10582,1305,7775,736,9816,1310,6309,636,8255,484,3648,470,4602,273,2219,458,2950,114,912,273,1299,5578,51654,5696,62928,193,3780,387,4360,380,6664,452,7496,981,10736,761,12478,1394,8156,547,10097,2190,7125,533,9848,2030,6102,516,8648,752,3823,514,5089,397,3108,690,4195,75,2051,594,2720,8392,51545,4994,64931,361,7601,883,8845,665,13235,1150,15050,1727,22240,1896,25863,2287,17051,1341,20679,3495,14900,1269,19664,3340,12411,1152,16903,1236,7471,984,9691,670,5327,1148,7145,189,2963,867,4019,13970,103199,10690,127859
CED402,189,4277,537,5003,180,3433,305,3918,524,6770,656,7950,814,8223,759,9796,1234,8941,712,10887,1340,8397,662,10399,704,5496,662,6862,335,2851,647,3833,84,762,247,1093,5404,49150,5187,59741,239,3897,425,4561,248,2939,162,3349,865,6714,357,7936,1433,7892,451,9776,2081,8112,455,10648,2139,7198,528,9865,922,5307,664,6893,366,3208,823,4397,68,1728,432,2228,8361,46995,4297,59653,428,8174,962,9564,428,6372,467,7267,1389,13484,1013,15886,2247,16115,1210,19572,3315,17053,1167,21535,3479,15595,1190,20264,1626,10803,1326,13755,701,6059,1470,8230,152,2490,679,3321,13765,96145,9484,119394
CED403,149,3903,356,4408,193,3952,243,4388,422,6799,384,7605,725,7476,345,8546,1228,7464,387,9079,1439,6599,376,8414,750,4438,346,5534,419,2834,441,3694,138,1156,232,1526,5463,44621,3110,53194,188,3802,299,4289,237,4023,211,4471,694,6740,287,7721,1250,7529,306,9085,2121,7315,342,9778,2321,6548,352,9221,1037,4707,478,6222,507,3819,664,4990,111,2597,446,3154,8466,47080,3385,58931,337,7705,655,8697,430,7975,454,8859,1116,13539,671,15326,1975,15005,651,17631,3349,14779,729,18857,3760,13147,728,17635,1787,9145,824,11756,926,6653,1105,8684,249,3753,678,4680,13929,91701,6495,112125
CED404,191,3922,581,4694,189,3441,420,4050,498,6676,754,7928,851,7689,849,9389,1245,8850,870,10965,1236,8152,777,10165,721,5832,796,7349,359,2826,624,3809,66,750,225,1041,5356,48138,5896,59390,191,3559,484,4234,260,3059,241,3560,894,6382,491,7767,1345,7259,486,9090,1931,7705,507,10143,1958,6882,569,9409,938,5247,718,6903,359,3116,850,4325,60,1524,347,1931,7936,44733,4693,57362,382,7481,1065,8928,449,6500,661,7610,1392,13058,1245,15695,2196,14948,1335,18479,3176,16555,1377,21108,3194,15034,1346,19574,1659,11079,1514,14252,718,5942,1474,8134,126,2274,572,2972,13292,92871,10589,116752
CED405,131,3362,378,3871,215,4644,349,5208,518,8481,621,9620,805,7909,465,9179,1233,7451,524,9208,1147,6434,427,8008,697,4438,457,5592,419,3171,600,4190,155,1223,360,1738,5320,47113,4181,56614,163,3345,287,3795,284,4535,272,5091,780,8288,455,9523,1240,7528,355,9123,2036,7078,397,9511,2160,6183,406,8749,993,5024,559,6576,539,4127,926,5592,121,2480,791,3392,8316,48588,4448,61352,294,6707,665,7666,499,9179,621,10299,1298,16769,1076,19143,2045,15437,820,18302,3269,14529,921,18719,3307,12617,833,16757,1690,9462,1016,12168,958,7298,1526,9782,276,3703,1151,5130,13636,95701,8629,117966
CED406,183,4539,479,5201,213,4274,241,4728,586,8466,470,9522,922,8807,507,10236,1148,8411,554,10113,1327,7431,461,9219,687,4386,448,5521,288,2175,429,2892,71,692,185,948,5425,49181,3774,58380,220,4265,399,4884,305,4069,203,4577,1056,8510,397,9963,1655,8417,416,10488,2161,8109,423,10693,2308,7231,467,10006,868,4473,530,5871,287,2623,575,3485,54,1284,292,1630,8914,48981,3702,61597,403,8804,878,10085,518,8343,444,9305,1642,16976,867,19485,2577,17224,923,20724,3309,16520,977,20806,3635,14662,928,19225,1555,8859,978,11392,575,4798,1004,6377,125,1976,477,2578,14339,98162,7476,119977
CED407,140,4180,465,4785,184,3889,292,4365,525,7423,624,8572,833,7902,560,9295,1091,7500,466,9057,1152,6579,373,8104,607,4321,408,5336,277,2127,394,2798,62,573,130,765,4871,44494,3712,53077,185,3891,346,4422,256,3702,187,4145,893,7085,377,8355,1460,7586,404,9450,1853,7447,385,9685,2042,6558,377,8977,802,4548,486,5836,295,2549,532,3376,38,1165,279,1482,7824,44531,3373,55728,325,8071,811,9207,440,7591,479,8510,1418,14508,1001,16927,2293,15488,964,18745,2944,14947,851,18742,3194,13137,750,17081,1409,8869,894,11172,572,4676,926,6174,100,1738,409,2247,12695,89025,7085,108805
CED408,172,4218,399,4789,168,3268,172,3608,384,5291,289,5964,815,7678,377,8870,1269,8674,447,10390,1553,8186,477,10216,863,5538,437,6838,365,2642,465,3472,86,779,213,1078,5675,46274,3276,55225,221,3956,336,4513,221,2887,129,3237,675,5431,263,6369,1432,8050,332,9814,2310,8343,362,11015,2515,7724,419,10658,1024,5327,515,6866,390,2857,634,3881,65,1442,301,1808,8853,46017,3291,58161,393,8174,735,9302,389,6155,301,6845,1059,10722,552,12333,2247,15728,709,18684,3579,17017,809,21405,4068,15910,896,20874,1887,10865,952,13704,755,5499,1099,7353,151,2221,514,2886,14528,92291,6567,113386
CED409,237,4582,662,5481,268,5047,431,5746,797,10234,851,11882,1084,9648,833,11565,1461,9318,737,11516,1130,6866,639,8635,500,3778,615,4893,346,2393,579,3318,108,832,234,1174,5931,52698,5581,64210,244,4415,548,5207,426,4549,341,5316,1286,9770,692,11748,1810,9213,657,11680,2286,8495,617,11398,1895,6364,607,8866,743,4241,660,5644,347,3178,715,4240,68,1694,488,2250,9105,51919,5325,66349,481,8997,1210,10688,694,9596,772,11062,2083,20004,1543,23630,2894,18861,1490,23245,3747,17813,1354,22914,3025,13230,1246,17501,1243,8019,1275,10537,693,5571,1294,7558,176,2526,722,3424,15036,104617,10906,130559
CED410,166,3978,379,4523,203,4410,291,4904,498,7561,439,8498,930,7966,407,9303,1233,7293,432,8958,1209,6129,358,7696,755,4957,433,6145,482,3137,538,4157,122,1043,239,1404,5598,46474,3516,55588,176,3842,288,4306,266,4321,226,4813,811,7563,366,8740,1440,7891,376,9707,2172,7454,352,9978,2216,6334,387,8937,1155,5466,555,7176,536,4013,781,5330,83,2179,571,2833,8855,49063,3902,61820,342,7820,667,8829,469,8731,517,9717,1309,15124,805,17238,2370,15857,783,19010,3405,14747,784,18936,3425,12463,745,16633,1910,10423,988,13321,1018,7150,1319,9487,205,3222,810,4237,14453,95537,7418,117408
CED411,271,4786,712,5769,279,4667,410,5356,679,8699,658,10036,1080,8503,721,10304,1315,8915,708,10938,1105,6714,544,8363,619,4140,547,5306,332,2429,526,3287,70,648,190,908,5750,49501,5016,60267,306,4649,573,5528,437,4636,347,5420,1336,8290,544,10170,1833,8100,588,10521,2158,8109,593,10860,1782,6058,531,8371,800,4464,656,5920,308,2907,685,3900,51,1310,316,1677,9011,48523,4833,62367,577,9435,1285,11297,716,9303,757,10776,2015,16989,1202,20206,2913,16603,1309,20825,3473,17024,1301,21798,2887,12772,1075,16734,1419,8604,1203,11226,640,5336,1211,7187,121,1958,506,2585,14761,98024,9849,122634
CED494,10,53,11,74,8,124,22,154,19,270,61,350,26,220,59,305,28,172,64,264,20,191,52,263,10,108,23,141,4,29,9,42,0,27,7,34,125,1194,308,1627,4,49,15,68,8,112,13,133,28,182,29,239,19,131,23,173,31,125,39,195,21,128,15,164,11,61,15,87,0,26,13,39,3,36,3,42,125,850,165,1140,14,102,26,142,16,236,35,287,47,452,90,589,45,351,82,478,59,297,103,459,41,319,67,427,21,169,38,228,4,55,22,81,3,63,10,76,250,2044,473,2767
CED497,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
CED501,206,5049,674,5929,213,4596,618,5427,528,8968,1137,10633,723,9472,1141,11336,922,8438,914,10274,733,5877,631,7241,536,4083,590,5209,269,2114,523,2906,82,502,187,771,4212,49099,6415,59726,249,4628,552,5429,297,4535,353,5185,987,9175,653,10815,1383,9515,805,11703,1568,7969,581,10118,1520,5592,499,7611,687,4091,605,5383,307,2384,739,3430,31,915,278,1224,7029,48804,5065,60898,455,9677,1226,11358,510,9131,971,10612,1515,18143,1790,21448,2106,18987,1946,23039,2490,16407,1495,20392,2253,11469,1130,14852,1223,8174,1195,10592,576,4498,1262,6336,113,1417,465,1995,11241,97903,11480,120624
CED502,169,4399,607,5175,174,4032,427,4633,481,7675,850,9006,712,7952,921,9585,892,8159,883,9934,941,7475,766,9182,620,5351,656,6627,277,2375,624,3276,65,499,246,810,4331,47917,5980,58228,201,4188,517,4906,286,3949,297,4532,855,7614,577,9046,1275,7991,614,9880,1675,7911,597,10183,1842,7111,637,9590,822,4876,670,6368,296,2550,766,3612,40,897,337,1274,7292,47087,5012,59391,370,8587,1124,10081,460,7981,724,9165,1336,15289,1427,18052,1987,15943,1535,19465,2567,16070,1480,20117,2783,14586,1403,18772,1442,10227,1326,12995,573,4925,1390,6888,105,1396,583,2084,11623,95004,10992,117619
CED503,157,4869,529,5555,178,4452,319,4949,487,8491,586,9564,729,9131,625,10485,891,8381,518,9790,882,6410,407,7699,388,3154,331,3873,175,1414,331,1920,38,396,134,568,3925,46698,3780,54403,177,4631,403,5211,245,4188,216,4649,824,8512,489,9825,1233,9331,542,11106,1683,8252,442,10377,1582,5882,362,7826,524,3205,388,4117,195,1872,447,2514,25,805,258,1088,6488,46678,3547,56713,334,9500,932,10766,423,8640,535,9598,1311,17003,1075,19389,1962,18462,1167,21591,2574,16633,960,20167,2464,12292,769,15525,912,6359,719,7990,370,3286,778,4434,63,1201,392,1656,10413,93376,7327,111116
CED504,151,4000,415,4566,195,5045,482,5722,418,8941,1141,10500,586,7896,734,9216,977,7689,573,9239,1036,6124,575,7735,509,4061,416,4986,284,2113,371,2768,105,739,240,1084,4261,46608,4947,55816,158,4012,290,4460,248,4878,383,5509,543,8782,806,10131,1091,8235,539,9865,1787,7438,502,9727,1914,5552,502,7968,859,3990,455,5304,399,2861,554,3814,92,1738,522,2352,7091,47486,4553,59130,309,8012,705,9026,443,9923,865,11231,961,17723,1947,20631,1677,16131,1273,19081,2764,15127,1075,18966,2950,11676,1077,15703,1368,8051,871,10290,683,4974,925,6582,197,2477,762,3436,11352,94094,9500,114946
CED505,235,4062,920,5217,276,5005,1538,6819,763,12375,3764,16902,992,12608,3186,16786,985,11568,2574,15127,706,8340,1525,10571,341,3787,659,4787,158,1538,408,2104,33,311,120,464,4489,59594,14694,78777,271,3517,724,4512,358,4256,692,5306,1019,10499,1627,13145,1339,9650,1428,12417,1426,8429,1149,11004,1169,5936,779,7884,480,2843,507,3830,165,1391,392,1948,25,535,146,706,6252,47056,7444,60752,506,7579,1644,9729,634,9261,2230,12125,1782,22874,5391,30047,2331,22258,4614,29203,2411,19997,3723,26131,1875,14276,2304,18455,821,6630,1166,8617,323,2929,800,4052,58,846,266,1170,10741,106650,22138,139529
CED506,164,4149,587,4900,140,3209,361,3710,389,7105,865,8359,678,8309,888,9875,932,8299,783,10014,1001,7005,666,8672,459,4328,510,5297,233,2016,464,2713,68,530,184,782,4064,44950,5308,54322,187,3765,414,4366,205,3065,247,3517,674,7176,534,8384,1214,8615,623,10452,1693,7837,566,10096,1611,6476,540,8627,669,4096,544,5309,283,2327,638,3248,35,1071,251,1357,6571,44428,4357,55356,351,7914,1001,9266,345,6274,608,7227,1063,14281,1399,16743,1892,16924,1511,20327,2625,16136,1349,20110,2612,13481,1206,17299,1128,8424,1054,10606,516,4343,1102,5961,103,1601,435,2139,10635,89378,9665,109678
CED507,163,3725,434,4322,187,4272,336,4795,495,9509,818,10822,767,9705,723,11195,1012,8148,666,9826,893,6417,508,7818,474,3726,461,4661,259,2012,436,2707,40,557,168,765,4290,48071,4550,56911,179,3688,434,4301,243,4243,257,4743,839,9429,558,10826,1402,9487,610,11499,1915,7822,490,10227,1764,5985,489,8238,686,3819,509,5014,291,2583,580,3454,51,1226,274,1551,7370,48282,4201,59853,342,7413,868,8623,430,8515,593,9538,1334,18938,1376,21648,2169,19192,1333,22694,2927,15970,1156,20053,2657,12402,997,16056,1160,7545,970,9675,550,4595,1016,6161,91,1783,442,2316,11660,96353,8751,116764
CED508,190,4688,627,5505,235,4522,464,5221,562,8998,884,10444,762,8799,864,10425,912,8143,760,9815,1022,7133,683,8838,541,4253,516,5310,260,1927,466,2653,66,482,160,708,4550,48945,5424,58919,216,4447,545,5208,308,4465,337,5110,921,8642,717,10280,1364,8455,702,10521,1684,7828,604,10116,1747,6706,596,9049,765,4253,572,5590,277,2388,627,3292,44,980,355,1379,7326,48164,5055,60545,406,9135,1172,10713,543,8987,801,10331,1483,17640,1601,20724,2126,17254,1566,20946,2596,15971,1364,19931,2769,13839,1279,17887,1306,8506,1088,10900,537,4315,1093,5945,110,1462,515,2087,11876,97109,10479,119464
CED509,146,5451,531,6128,159,4899,370,5428,334,7439,602,8375,636,9285,673,10594,900,9432,578,10910,952,7049,461,8462,381,3477,281,4139,165,1373,227,1765,47,336,87,470,3720,48741,3810,56271,188,5172,415,5775,268,4615,277,5160,586,7404,436,8426,1196,9683,478,11357,1738,9646,487,11871,1647,6560,392,8599,533,3202,309,4044,181,1648,322,2151,28,714,156,898,6365,48644,3272,58281,334,10623,946,11903,427,9514,647,10588,920,14843,1038,16801,1832,18968,1151,21951,2638,19078,1065,22781,2599,13609,853,17061,914,6679,590,8183,346,3021,549,3916,75,1050,243,1368,10085,97385,7082,114552
CED510,180,3901,694,4775,195,3685,608,4488,505,7821,1267,9593,823,8860,1196,10879,1061,9401,1128,11590,1035,7872,840,9747,542,4817,605,5964,215,2200,495,2910,59,564,173,796,4615,49121,7006,60742,218,3569,503,4290,247,3302,343,3892,805,7550,696,9051,1270,8414,757,10441,1660,8275,716,10651,1599,6582,576,8757,723,4184,585,5492,284,2345,592,3221,40,1072,278,1390,6846,45293,5046,57185,398,7470,1197,9065,442,6987,951,8380,1310,15371,1963,18644,2093,17274,1953,21320,2721,17676,1844,22241,2634,14454,1416,18504,1265,9001,1190,11456,499,4545,1087,6131,99,1636,451,2186,11461,94414,12052,117927
