region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED131,84,78,669,508,186,1476,132,960,94,4187,324,524,1107,753,516,731,275,914,52,5196,1163,1916,1746,1027,1176,875,709,1435,152,10199,2124,2370,1606,1353,1698,991,919,1540,203,12804,2705,2753,1689,1445,2087,1016,1149,1857,211,14912,2531,2050,1174,911,1377,634,885,1315,168,11045,1213,384,216,135,281,149,178,287,82,2925,362,44,28,6,35,14,21,41,29,580,42,0,0,3,6,0,0,4,10,65,10548,10119,8235,6141,7362,5886,4268,8353,1001,61913
CED132,62,98,429,585,221,1329,92,811,50,3677,355,1306,1438,1443,911,1339,338,716,102,7948,1379,4952,2396,1482,1992,1040,748,944,196,15129,1753,3864,1738,1155,1967,833,794,1047,179,13330,1598,3345,1609,1160,2053,835,984,1218,184,12986,918,2094,865,643,1256,505,625,787,92,7785,202,331,116,86,192,89,113,144,29,1302,18,52,8,11,25,19,3,19,13,168,0,0,0,3,0,0,0,0,7,10,6285,16042,8599,6568,8617,5989,3697,5686,852,62335
CED133,33,126,119,531,230,576,30,206,38,1889,393,1634,535,1161,1056,925,72,233,111,6120,3465,10897,1508,1298,2847,1393,169,442,385,22404,4879,8515,1180,790,2480,929,180,322,327,19602,3730,5960,830,712,2179,822,218,397,294,15142,2072,4224,557,463,1895,639,208,338,171,10567,553,1218,124,112,550,186,55,135,80,3013,69,147,17,23,55,17,8,12,36,384,9,24,0,0,3,0,0,3,18,57,15203,32745,4870,5090,11295,5487,940,2088,1460,79178
CED134,66,41,511,378,149,1456,94,758,62,3515,188,309,883,620,332,763,167,722,54,4038,724,1363,1366,966,872,815,495,1042,103,7746,1343,1974,1425,1419,1509,899,744,1307,150,10770,1791,2466,1664,1713,1943,1012,950,1724,175,13438,1645,1951,1100,976,1396,673,746,1233,126,9846,637,273,138,117,213,125,162,191,42,1898,196,23,7,8,16,16,11,20,30,327,22,5,3,3,3,4,0,3,9,52,6612,8405,7097,6200,6433,5763,3369,7000,751,51630
CED135,111,57,825,463,193,1224,167,846,91,3977,353,609,1165,686,506,598,448,800,75,5240,1513,2286,1839,1262,1227,824,1013,1232,162,11358,2613,2301,1708,1533,1864,933,1374,1430,228,13984,3412,2182,1685,1607,2051,1030,1493,1815,249,15524,2961,1549,1088,814,1238,653,1101,1335,205,10944,1576,313,264,154,313,172,291,315,98,3496,491,26,34,12,29,24,23,41,32,712,63,0,3,0,0,0,0,5,3,74,13093,9323,8611,6531,7421,5458,5910,7819,1143,65309
CED136,44,102,313,325,232,870,53,326,73,2338,425,1309,991,968,1296,1210,371,673,188,7431,2245,7710,2678,1822,4060,1891,1406,1777,585,24174,2058,4720,2136,1305,2792,1011,1099,1204,337,16662,1691,3070,1792,1078,2322,785,1142,1332,266,13478,838,1676,921,602,1435,459,686,903,146,7666,148,348,186,104,291,110,128,144,46,1505,17,31,13,5,19,6,3,18,22,134,0,4,0,0,0,3,0,0,7,14,7466,18970,9030,6209,12447,6345,4888,6377,1670,73402
CED137,66,55,648,537,182,1307,95,769,55,3714,187,353,1094,629,437,649,267,576,56,4248,687,1336,1883,958,1033,696,706,813,110,8222,1467,1943,2027,1234,1642,900,1019,1057,173,11462,1770,2160,2002,1367,1923,1048,1128,1326,189,12913,1258,1648,1088,663,1285,681,795,897,149,8464,433,295,166,84,205,132,124,187,60,1686,98,36,14,3,13,9,8,19,18,218,17,0,3,3,0,0,0,3,4,30,5983,7826,8925,5478,6720,5422,4142,5647,814,50957
CED138,37,110,245,408,231,801,37,257,69,2195,392,1462,1062,1189,1144,1334,215,746,228,7772,2921,8358,2441,1746,3421,1965,721,1492,569,23634,3434,5559,1834,1103,2634,1129,703,963,360,17719,2632,3779,1743,963,2473,998,906,1333,293,15120,1425,2272,940,513,1552,591,545,797,191,8826,247,474,212,93,331,145,91,141,52,1786,20,63,17,6,29,18,8,17,20,198,0,10,0,0,0,4,4,0,10,28,11108,22087,8494,6021,11815,6985,3230,5746,1792,77278
CED139,65,42,419,444,140,1362,80,732,53,3337,178,263,754,661,313,692,156,500,60,3577,843,1548,1607,1085,893,764,351,840,122,8053,1689,2908,1968,1495,1588,1036,589,1193,183,12649,2089,3149,1973,1822,2074,1180,827,1603,208,14925,1560,2292,1229,885,1274,817,637,1011,174,9879,424,319,124,88,194,135,144,205,47,1680,120,35,6,11,30,14,7,19,24,266,6,3,0,0,3,0,0,0,11,23,6974,10559,8080,6491,6509,6000,2791,6103,882,54389
CED140,108,65,1076,618,191,1580,110,941,99,4788,388,638,1715,897,571,860,291,1011,101,6472,1412,2368,2138,1297,1408,935,806,1641,198,12203,2397,2607,1777,1378,1917,945,1066,1746,215,14048,3090,2371,1851,1370,2159,1012,1365,2027,219,15464,2334,1573,1167,795,1308,635,1065,1367,180,10424,1061,281,208,111,242,122,216,273,68,2582,330,34,14,9,30,16,16,36,24,509,49,0,3,0,3,3,0,4,14,76,11169,9937,9949,6475,7829,6108,4935,9046,1118,66566
CED141,59,69,496,567,208,1347,92,722,40,3600,272,600,1198,946,670,908,179,508,72,5353,1086,2397,1800,1197,1390,832,401,729,167,9999,1911,3124,1912,1398,2072,972,587,968,214,13158,2125,3261,1946,1479,2457,1177,782,1228,225,14680,1214,2164,1182,865,1728,805,579,842,159,9538,299,437,175,118,352,172,133,154,55,1895,36,57,11,11,22,19,9,11,18,194,3,3,0,0,3,3,0,3,15,30,7005,12112,8720,6581,8902,6235,2762,5165,965,58447
CED142,58,75,726,532,210,1525,89,815,73,4103,209,485,1146,810,596,910,250,572,77,5055,864,2044,1893,992,1315,835,657,825,116,9541,1457,2520,1887,1313,1967,923,944,1115,207,12333,1521,2674,1916,1323,2234,1041,1084,1300,166,13259,900,1696,1118,690,1385,663,769,771,155,8147,144,285,150,89,258,120,114,116,38,1314,20,31,11,7,21,15,10,11,15,141,4,0,3,0,3,0,0,0,11,21,5177,9810,8850,5756,7989,6032,3917,5525,858,53914
CED143,34,119,106,488,175,513,15,177,36,1663,664,2487,855,2074,1634,1525,146,613,191,10189,5645,16665,3107,3242,4813,2537,390,1307,678,38384,5350,9137,1629,1313,2741,1216,287,604,346,22623,3074,5025,966,832,1762,694,293,495,211,13352,1604,3262,495,444,1213,441,260,396,150,8265,294,811,98,69,269,112,64,101,63,1881,42,78,9,6,25,16,0,8,21,205,6,4,3,0,0,8,0,3,0,24,16713,37588,7268,8468,12632,7062,1455,3704,1696,96586
CED144,49,61,673,498,204,1157,95,751,66,3554,257,438,1235,821,608,809,283,575,90,5116,857,1566,2095,1177,1380,921,908,999,132,10035,1380,1957,2000,1379,1974,1061,1246,1275,193,12465,1557,2260,1991,1457,2027,1054,1410,1634,219,13609,922,1591,1125,735,1139,595,993,945,140,8185,287,349,192,96,213,138,153,148,52,1628,65,37,9,12,22,9,13,16,22,205,14,6,0,0,0,0,0,0,4,24,5388,8265,9320,6175,7567,5744,5101,6343,918,54821
CED145,40,132,224,606,198,819,61,291,44,2415,364,1148,701,1197,870,869,119,280,84,5632,3209,7887,1956,1529,2306,1456,259,529,281,19412,5130,7667,1540,1108,2490,1226,271,481,335,20248,3805,5497,1187,939,2425,1023,352,538,280,16046,1868,3426,683,574,1833,708,312,394,223,10021,517,1029,179,149,572,267,95,140,72,3020,73,163,23,20,68,37,3,36,29,452,13,19,3,0,7,4,0,3,11,60,15019,26968,6496,6122,10769,6409,1472,2692,1359,77306
CED146,43,127,317,332,225,846,37,349,72,2348,307,1135,895,961,1165,1337,224,702,245,6971,1513,4186,2316,1546,2570,1657,926,1509,460,16683,1779,2947,2051,1240,2228,1014,1264,1406,383,14312,1632,2394,1935,1076,2074,917,1563,1736,343,13670,776,1346,1048,535,1170,477,867,1050,181,7450,148,278,181,100,224,97,159,203,50,1440,17,42,12,5,20,7,13,12,18,146,3,8,3,0,0,0,0,0,3,17,6218,12463,8758,5795,9676,6352,5053,6967,1755,63037
CED147,44,83,118,441,156,345,16,127,38,1368,546,1664,572,1357,1045,972,77,242,134,6609,4813,13088,2039,2096,2936,2007,213,579,472,28243,5050,8760,1327,1184,2188,1240,158,394,385,20686,3246,5745,804,848,1844,802,204,364,296,14153,1982,3922,557,520,1572,676,198,329,230,9986,646,1276,167,153,526,267,84,135,131,3385,95,221,17,20,94,66,11,18,66,608,27,26,6,4,14,13,0,0,26,116,16449,34785,5607,6623,10375,6388,961,2188,1778,85154
CED148,50,69,596,412,281,1131,146,625,79,3389,303,857,1186,869,1207,1031,479,634,145,6711,1288,2953,2194,1218,2775,1089,1398,1160,329,14404,1652,2499,2188,1313,2819,1078,1828,1451,306,15134,1571,1950,2074,1344,2809,1033,2037,1831,316,14965,813,1139,1222,666,1617,540,1167,1031,143,8338,132,145,144,72,183,85,151,140,25,1077,16,16,8,9,12,10,4,6,9,90,3,0,0,0,0,3,0,0,0,6,5828,9628,9612,5903,11703,6000,7210,6878,1352,64114
CED194,24,6,24,48,9,30,11,25,3,180,40,83,95,117,58,47,32,79,10,561,87,313,166,146,127,73,95,149,28,1184,84,148,111,72,71,33,79,96,16,710,62,111,85,58,74,29,67,86,15,587,34,76,52,17,49,22,57,48,18,373,8,6,6,7,5,3,8,8,3,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,339,743,542,465,393,237,349,491,93,3652
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,0,3,0,10,0,3,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,3,3,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,7,0,3,3,0,15,3,37
CED201,52,84,548,604,218,1686,77,676,67,4012,317,914,1318,919,1028,1555,262,537,128,6978,1311,3609,2069,849,1909,990,523,625,251,12136,2228,3606,2197,1108,2648,1146,736,927,263,14859,2611,3498,2211,1306,3256,1235,1049,1234,288,16688,1533,2150,1386,819,2101,881,836,967,195,10868,215,361,235,121,331,158,137,204,48,1810,24,20,8,10,13,8,6,24,9,122,0,0,0,3,0,3,0,0,3,9,8291,14242,9972,5739,11504,7662,3626,5194,1252,67482
CED202,75,66,793,609,198,1555,56,856,63,4271,314,732,1525,1103,722,1085,276,730,90,6577,1107,2824,2286,1161,1665,917,708,1008,214,11890,1931,3240,2210,1360,2021,1025,1023,1287,285,14382,2122,3167,1977,1481,2357,1063,1195,1544,273,15179,1457,2202,1203,897,1422,686,889,1117,216,10089,410,307,175,111,221,134,147,174,64,1743,91,20,9,12,23,4,9,24,40,232,18,0,0,3,3,3,0,0,7,34,7525,12558,10178,6737,8632,6472,4303,6740,1252,64397
CED203,29,53,197,349,142,853,32,309,45,2009,300,897,877,1074,907,1250,227,590,133,6255,1846,6425,2261,1822,2742,1296,758,1233,447,18830,2557,5749,1995,1163,2546,973,714,932,414,17043,1724,3494,1398,972,1993,733,804,1024,301,12443,708,1505,772,496,921,389,514,695,171,6171,89,194,125,55,111,69,104,147,40,934,11,20,20,5,8,11,4,19,17,115,3,0,3,0,3,0,0,0,3,12,7267,18337,7648,5936,9373,5574,3157,4949,1571,63812
CED204,74,54,751,558,183,1676,61,1045,75,4477,292,613,1347,866,577,1017,256,861,79,5908,1101,2469,2033,985,1301,873,623,1163,172,10720,1754,2939,1968,1320,1844,985,870,1328,264,13272,2093,3093,1934,1644,2131,1049,1109,1815,290,15158,1587,2253,1178,1029,1453,696,812,1142,213,10363,515,333,190,106,226,134,149,223,60,1936,122,31,18,8,22,15,10,25,28,279,13,3,3,3,0,0,0,3,12,37,7551,11788,9422,6519,7737,6445,3890,7605,1193,62150
CED205,41,80,250,346,168,888,57,359,75,2264,275,877,933,805,884,1214,355,645,162,6150,1160,3589,2137,1191,2028,1099,1158,1441,402,14205,1553,2951,1850,1023,1919,845,1126,1284,331,12882,1629,2465,1639,941,1920,769,1228,1485,286,12362,1011,1806,1131,654,1508,621,811,995,224,8761,225,414,256,111,364,131,164,208,58,1931,23,44,14,3,28,17,8,22,19,178,0,3,0,0,3,0,0,0,8,14,5917,12229,8210,5074,8822,5584,4907,6439,1565,58747
CED206,45,48,687,466,276,1580,98,679,105,3984,362,799,1701,1035,1275,1411,500,814,253,8150,1347,2865,3148,1424,2759,1305,1512,1528,450,16338,1863,2357,2824,1545,2881,1154,1872,1868,474,16838,1701,1925,2364,1499,2943,1152,2111,1842,457,15994,887,1030,1094,803,1512,561,1181,1083,208,8359,126,149,169,83,181,62,175,175,50,1170,19,15,0,9,10,7,0,13,11,84,0,0,4,0,0,3,0,3,0,10,6350,9188,11991,6864,11837,7235,7449,8005,2008,70927
CED207,63,67,839,695,224,1620,72,806,75,4461,337,760,1812,1013,860,1178,234,635,120,6949,1307,2763,2904,1137,1861,1037,588,969,221,12787,2178,2825,2741,1280,2633,1096,889,1167,317,15126,2387,2759,2585,1464,2939,1235,1023,1304,306,16002,1418,1999,1453,892,1946,848,799,1011,203,10569,279,405,257,148,264,165,136,244,44,1942,35,28,13,6,22,8,6,27,15,160,4,4,0,0,0,3,0,4,12,27,8008,11610,12604,6635,10749,7190,3747,6167,1313,68023
CED208,44,107,172,571,199,1106,32,449,53,2733,332,1340,874,1296,1043,1695,205,646,179,7610,1470,5594,1740,1130,2148,1176,440,939,296,14933,2553,5150,1523,910,2166,898,379,669,248,14496,2390,4502,1394,979,2277,833,491,823,238,13927,1134,2564,849,565,1449,479,368,533,152,8093,223,588,193,141,332,138,80,154,49,1898,27,79,20,11,37,20,8,27,25,254,5,15,8,0,5,4,0,0,12,49,8178,19939,6773,5603,9656,6349,2003,4240,1252,63993
CED209,83,56,619,729,129,1444,58,877,81,4076,316,595,1264,998,474,994,210,700,85,5636,1234,2928,2271,1096,1321,944,539,968,211,11512,2368,3721,2359,1468,1958,1090,776,1214,281,15235,2521,3554,2191,1699,2241,1170,871,1374,334,15955,1846,2592,1333,1002,1547,822,703,1062,204,11111,649,427,196,123,284,146,143,218,75,2261,118,40,15,3,23,11,8,30,25,273,20,6,3,0,0,0,0,3,3,35,9155,13919,10251,7118,7977,6621,3308,6446,1299,66094
CED210,53,28,612,558,143,1267,105,694,73,3533,270,624,1373,1006,577,1051,325,721,99,6046,1061,2698,2352,1191,1479,1053,823,1152,244,12053,1549,2553,2240,1348,1864,1021,1109,1432,281,13397,1528,2444,1876,1531,1877,975,1379,1684,305,13599,890,1531,1130,884,1230,567,868,1160,190,8450,176,217,181,93,156,96,133,217,54,1323,23,31,14,6,15,9,10,21,19,148,5,0,0,0,3,0,0,0,9,17,5555,10126,9778,6617,7344,6039,4752,7081,1274,58566
CED211,41,59,289,512,158,1166,45,429,31,2730,270,850,944,774,774,1124,164,452,107,5459,1493,4823,2024,1121,2071,1060,501,698,277,14068,2412,4806,1944,1152,2448,1012,506,769,258,15307,1965,3537,1608,1094,2291,839,633,905,225,13097,1047,2217,918,698,1632,607,462,633,140,8354,221,477,236,160,375,169,105,189,42,1974,22,67,24,13,22,17,6,30,22,223,0,3,3,0,3,3,0,3,4,19,7471,16839,7990,5524,9774,5997,2422,4108,1106,61231
CED212,55,57,625,588,216,1474,72,703,87,3877,302,567,1615,902,758,1174,230,621,110,6279,1215,2634,2498,1170,1630,1070,611,962,217,12007,2211,3054,2480,1341,2250,1225,872,1190,326,14949,2140,2937,2207,1414,2582,1202,1006,1297,307,15092,1366,2130,1384,919,1853,845,783,882,231,10393,294,456,262,146,358,215,148,208,68,2155,25,43,21,7,27,18,8,22,24,195,7,6,0,0,3,0,0,0,0,16,7615,11884,11092,6487,9677,7223,3730,5885,1370,64963
CED213,79,51,988,666,152,1390,72,765,87,4250,284,372,1718,892,450,832,189,612,115,5464,987,1625,2542,1017,1047,838,509,966,182,9713,2068,2274,2824,1311,1874,1141,859,1375,248,13974,2239,2512,2614,1488,2154,1229,1085,1553,323,15197,1761,1981,1579,925,1555,927,820,1135,233,10916,615,492,285,153,341,231,171,273,84,2645,104,48,23,6,36,22,14,24,40,317,12,6,0,3,4,0,0,0,4,29,8149,9361,12573,6461,7613,6610,3719,6703,1316,62505
CED214,28,58,257,411,165,927,50,370,58,2324,276,857,1037,1073,1048,1237,314,699,161,6702,2194,6073,2366,1602,2943,1369,931,1477,468,19423,3080,5583,2110,1370,2833,1072,1150,1237,440,18875,2201,3616,1814,1187,2414,842,1241,1286,363,14964,855,1597,979,574,1260,422,839,852,169,7547,133,211,129,68,153,81,101,166,43,1085,14,13,12,6,12,6,6,16,28,113,0,0,4,0,0,0,0,0,9,13,8781,18008,8708,6291,10828,5956,4632,6103,1739,71046
CED215,89,57,763,513,162,1445,56,760,84,3929,330,507,1356,657,519,737,226,608,97,5037,1035,1984,1981,940,1224,807,680,1131,194,9976,1635,1974,1972,1317,1657,926,889,1332,242,11944,2158,2359,2169,1540,1965,966,1244,1744,280,14425,1917,1801,1421,1027,1348,681,930,1322,189,10636,668,292,211,145,220,111,187,260,71,2165,205,17,18,8,17,8,17,33,22,345,37,3,4,0,0,0,0,0,10,54,8074,8994,9895,6147,7112,5681,4229,7190,1189,58511
CED216,36,84,174,808,213,1122,43,372,62,2914,252,930,683,1013,769,1302,111,350,93,5503,1483,3907,1128,775,1439,866,227,419,220,10464,3934,5962,1209,843,2136,1092,194,316,359,16045,3903,6049,1304,988,2451,1046,257,398,386,16782,2106,3705,771,620,1755,761,296,392,234,10640,468,890,186,148,433,278,68,130,109,2710,58,105,15,14,47,20,6,22,48,335,3,9,0,0,8,7,0,4,15,46,12243,21641,5470,5209,9251,6494,1202,2403,1526,65439
CED217,59,64,524,537,258,1737,100,615,109,4003,420,1058,1508,1092,1533,1712,576,838,254,8991,1997,4629,3328,1767,3916,1741,2046,1930,664,22018,2439,3745,3157,1752,3806,1550,2454,2348,632,21883,1867,2041,2462,1536,2820,1246,2500,2495,522,17489,843,1035,1384,760,1345,558,1426,1672,260,9283,101,137,157,69,139,80,163,207,54,1107,14,8,6,7,7,0,5,15,4,66,3,3,3,0,3,3,0,3,3,21,7743,12720,12529,7520,13827,8627,9270,10123,2502,84861
CED218,34,81,106,627,174,744,28,246,30,2070,443,1606,623,1346,1261,1420,129,394,131,7353,2839,9070,1630,1409,2719,1593,230,603,369,20462,3693,6235,922,748,1901,894,170,327,306,15196,3140,5180,761,639,1814,775,187,320,312,13128,1913,3689,483,430,1383,583,156,301,228,9166,535,1115,129,109,390,196,58,102,114,2748,87,141,19,22,47,23,5,28,37,409,18,19,0,0,12,4,0,0,13,66,12702,27136,4673,5330,9701,6232,963,2321,1540,70598
CED219,62,83,850,537,272,1729,153,918,129,4733,443,776,1855,959,1433,1701,608,999,237,9011,1883,3863,3967,1663,3480,1807,2081,2086,548,21378,2275,3109,3760,2003,3645,1664,2642,2565,548,22211,2048,2187,2996,1740,3281,1293,2976,2563,491,19575,905,1131,1508,818,1695,672,1557,1462,278,10026,126,166,200,87,173,84,183,230,42,1291,15,18,10,4,14,0,9,25,15,110,0,3,6,0,0,0,0,5,3,17,7757,11336,15152,7811,13993,8950,10209,10853,2291,88352
CED220,35,69,244,398,150,1065,56,407,52,2476,261,770,1050,838,825,1318,312,599,141,6114,1459,4213,2014,1214,2199,1224,933,1186,388,14830,2435,4282,2035,1106,2437,1133,849,1043,356,15676,1863,2806,1856,1030,2333,881,1094,1314,293,13470,911,1480,1124,651,1543,582,742,963,191,8187,147,260,242,108,238,144,128,201,66,1534,22,21,13,9,30,13,10,28,21,167,0,7,0,0,0,0,0,5,11,23,7133,13908,8578,5354,9755,6360,4124,5746,1519,62477
CED221,79,68,810,576,163,1430,106,867,70,4169,270,344,1288,703,373,603,294,667,81,4623,988,1794,1860,961,947,737,706,992,171,9156,1976,2248,1875,1276,1572,927,994,1291,232,12391,2569,2708,1945,1527,2067,1001,1280,1767,278,15142,2379,1981,1183,977,1415,718,990,1356,226,11225,1058,313,238,112,232,137,172,286,78,2626,317,23,17,9,15,18,9,21,27,456,46,0,3,3,3,0,0,3,11,69,9682,9479,9219,6144,6787,5571,4551,7250,1174,59857
CED222,42,74,493,513,207,1455,85,591,93,3553,356,797,1349,895,972,1248,325,672,171,6785,1828,3989,2842,1373,2488,1280,1076,1314,401,16591,2782,4059,2749,1456,2989,1336,1328,1533,439,18671,2357,2928,2288,1380,2838,1189,1630,1697,410,16717,1226,1698,1308,804,1886,731,934,1136,257,9980,202,350,217,142,330,171,149,212,72,1845,16,35,21,7,24,12,5,32,16,168,3,0,3,0,8,0,0,0,15,29,8812,13930,11270,6570,11742,7422,5532,7187,1874,74339
CED223,38,86,421,583,202,1309,41,479,48,3207,275,945,1153,1051,833,1298,199,462,108,6324,1332,4680,1880,1054,1736,871,354,569,286,12762,2506,4992,1916,1195,2343,891,388,591,285,15107,2531,4520,1640,1302,2705,900,522,704,330,15154,1516,3302,1051,791,1992,667,440,550,188,10497,283,597,221,140,344,164,106,134,68,2057,33,68,13,9,34,14,5,20,9,205,3,6,3,0,0,4,0,0,8,24,8517,19196,8298,6125,10189,6118,2055,3509,1330,65337
CED224,37,121,111,839,265,1044,35,357,51,2860,411,1531,574,1346,1129,1544,114,435,140,7224,1769,6135,1190,971,1908,1070,180,468,299,13990,3191,5423,761,571,1731,744,115,247,262,13045,3442,6364,811,707,2061,803,200,357,340,15085,2029,4464,464,455,1476,539,127,239,234,10027,497,1203,147,110,391,189,38,91,80,2746,65,193,13,23,48,40,4,19,27,432,6,10,0,3,3,3,0,0,18,43,11447,25444,4071,5025,9012,5976,813,2213,1451,65452
CED225,55,57,792,758,248,1564,82,799,87,4442,309,734,1642,982,955,1194,285,677,111,6889,1492,3429,2884,1154,2200,1062,706,883,255,14065,2727,3930,3141,1465,3093,1314,1097,1233,351,18351,2692,3351,2735,1543,3170,1242,1264,1314,304,17615,1573,2180,1497,882,2011,774,861,973,198,10949,304,345,251,97,273,129,155,217,56,1827,45,40,9,4,9,11,8,33,23,182,6,3,3,0,7,0,0,0,7,26,9203,14069,12954,6885,11966,7290,4458,6129,1392,74346
CED226,87,57,910,609,304,2004,144,966,100,5181,496,916,2213,1304,1645,1708,804,1115,224,10425,2678,6022,4285,2481,4763,2206,2533,2231,660,27859,3087,4685,3583,2432,4471,1826,2869,2216,649,25818,2384,2711,2773,2015,3751,1464,2679,2129,497,20403,1185,1414,1499,1011,2133,773,1554,1293,312,11174,163,205,178,101,219,90,222,167,59,1404,17,10,6,10,10,4,12,13,21,103,3,3,0,3,3,0,0,0,6,18,10100,16023,15447,9966,17299,10075,10817,10130,2528,102385
CED227,123,57,671,365,163,1405,75,749,77,3685,379,540,1067,505,455,558,252,647,81,4484,1404,1768,1486,772,970,728,620,1107,165,9020,2398,1937,1365,1125,1414,919,839,1330,222,11549,3232,2076,1512,1389,1708,959,1090,1731,253,13950,2531,1436,962,845,1127,603,888,1190,186,9768,1178,213,183,145,198,123,162,246,81,2529,333,17,26,11,23,15,13,54,32,524,49,3,0,3,0,0,0,5,5,65,11627,8047,7272,5160,6058,5310,3939,7059,1102,55574
CED228,28,50,258,432,161,1003,43,363,67,2405,282,861,948,854,933,1150,288,616,144,6076,1304,3884,2020,1246,2229,1132,929,1319,384,14447,2069,3223,1708,1028,2172,973,966,1080,376,13595,1763,2668,1452,942,2180,780,1007,1193,322,12307,874,1574,892,546,1391,513,710,834,185,7519,147,246,175,90,213,83,132,186,57,1329,18,25,13,6,8,4,8,18,18,118,5,0,0,3,3,0,0,0,3,14,6490,12531,7466,5147,9290,5638,4083,5609,1556,57810
CED229,72,59,1073,852,274,1680,113,966,117,5206,363,719,2093,1184,989,1179,367,850,142,7886,1815,3515,3634,1594,2532,1226,1084,1313,303,17016,3198,4213,3825,2148,3531,1490,1561,1699,427,22092,3330,3986,3163,2167,3488,1506,1632,1860,420,21552,2145,2582,1794,1166,2053,904,1097,1231,267,13239,669,521,307,159,329,165,199,258,91,2698,135,42,15,9,23,10,10,28,14,286,25,6,3,0,0,0,3,0,6,43,11752,15643,15907,9279,13219,8160,6066,8205,1787,90018
CED230,93,42,896,502,154,1370,82,872,93,4104,352,469,1655,711,605,766,274,797,89,5718,1288,1953,2371,998,1533,979,878,1357,201,11558,2076,1971,2280,1215,1828,982,1193,1599,293,13437,2241,2171,2102,1437,1952,996,1333,1795,273,14300,1926,1713,1270,816,1174,667,982,1188,201,9937,805,316,207,133,222,123,188,208,70,2272,248,22,15,9,17,12,9,32,32,396,30,6,3,0,3,0,0,0,7,49,9059,8663,10799,5821,7488,5895,4939,7848,1259,61771
CED231,36,91,122,633,220,685,24,316,40,2167,657,3078,1012,2640,1910,2012,166,699,226,12400,4721,18606,2915,2935,4938,2194,430,987,722,38448,3906,8458,1374,1164,2277,899,380,606,424,19488,2477,4971,906,738,1685,596,357,575,275,12580,1503,3366,471,421,1079,384,237,402,188,8051,327,791,96,76,224,90,48,118,53,1823,32,70,14,3,17,9,12,12,16,185,5,4,0,0,0,3,4,0,9,25,13664,39435,6910,8610,12350,6872,1658,3715,1953,95167
