region_id,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED212,5,194,1022,819,895,627,132,63,26,3783,4,27,465,545,600,353,66,25,12,2097,3,15,319,534,594,375,64,24,9,1937,3,5,127,275,274,174,65,29,22,974,411,275,463,595,598,527,480,573,598,4520,4496,4186,8173,10196,10074,9077,6601,4265,2057,59125,3331,546,732,955,846,1222,375,131,51,8189,3117,876,816,1103,768,859,656,282,98,8575,618,962,988,1204,1171,1717,2567,1769,407,11403,450,874,900,1212,1369,1678,2784,2064,793,12124,433,1397,1775,2217,2231,2246,2251,1429,562,14541,183,1614,2230,2408,2343,2045,1083,441,179,12526,54,869,2192,2076,2252,1740,620,211,98,10112,24,513,2306,2222,2154,1564,451,149,65,9448,7,165,1386,1624,1606,990,262,59,31,6130,8,82,1100,1890,1901,1176,220,56,31,6464,6,36,521,1544,1570,964,263,72,37,5013,949,557,965,1240,1234,1089,916,905,814,8669,9180,8491,15911,19695,19445,17290,12448,7568,3166,113194
CED213,0,122,621,685,823,523,170,58,29,3031,3,21,320,418,476,327,107,23,13,1708,3,10,186,378,472,325,75,37,9,1495,3,0,68,232,275,216,102,51,19,966,437,227,364,642,603,696,681,735,632,5017,4106,3362,6625,9689,9832,10080,8099,5004,2318,59115,2845,363,577,843,840,1368,530,227,112,7705,2744,628,846,1138,792,1122,786,367,88,8511,599,693,810,1244,1115,2222,3520,2246,473,12922,567,722,816,1285,1462,2045,3306,2488,980,13671,551,1317,1591,2393,2537,2720,2886,1791,680,16466,402,1466,1934,2308,2613,2319,1270,500,217,13029,89,739,1581,1945,2168,1644,701,256,109,9232,23,418,1654,2008,2073,1538,500,162,68,8444,16,137,1046,1402,1451,978,298,71,30,5429,11,77,812,1587,1657,1074,269,86,29,5602,7,35,464,1104,1277,980,360,126,38,4391,967,516,847,1277,1321,1342,1289,1294,898,9751,8821,7111,12978,18534,19306,19352,15715,9614,3722,115153
CED214,3,244,1539,1144,926,447,60,19,11,4393,0,58,1123,944,672,289,25,9,10,3130,0,23,896,1090,840,293,24,12,3,3181,0,6,538,932,526,149,27,16,8,2202,446,451,924,749,674,567,464,462,308,5045,3815,5195,12713,12470,10056,7226,4596,3781,1707,61559,3255,1573,1900,1405,1066,1043,382,181,72,10877,2482,1334,1116,1216,891,808,610,384,96,8937,478,1330,1457,1407,1483,2147,2555,1961,482,13300,245,998,1328,1236,1234,1497,2041,1976,958,11513,256,1429,2434,2240,1884,1524,1118,849,363,12097,120,1400,3097,2464,2185,1438,517,263,121,11605,36,850,3092,2342,2003,1171,278,80,47,9899,18,532,3207,2591,2066,1173,196,54,22,9859,4,212,2382,2141,1657,774,91,28,13,7302,3,96,2239,3004,2159,856,90,31,10,8488,7,45,1634,3214,2098,728,107,38,15,7886,991,1135,2247,1781,1526,1196,890,821,504,11091,7895,10934,26133,25041,20252,14355,8875,6666,2703,122854
CED215,6,162,676,625,732,459,97,41,15,2813,0,27,265,364,411,262,45,17,10,1401,0,18,176,277,442,284,34,10,4,1245,3,11,77,135,194,134,31,21,12,618,489,255,485,514,519,635,580,525,398,4400,4526,3747,7463,8584,10014,9890,6900,4176,1878,57178,3090,493,647,707,1017,1422,387,150,32,7945,3064,644,886,1043,974,1228,736,291,64,8930,721,826,1193,1358,1568,2798,3819,2087,477,14847,648,716,1105,1385,1678,2360,3167,2221,929,14209,496,1414,1843,2156,2523,2654,2397,1347,517,15347,164,1327,2071,2069,2524,2177,988,446,134,11900,54,687,1611,1601,1890,1546,469,185,66,8109,30,430,1624,1573,1769,1382,330,105,38,7281,8,170,922,1076,1170,853,157,34,15,4405,0,103,841,1273,1611,1039,133,27,14,5041,16,98,636,1059,1479,959,156,47,21,4471,1040,668,1371,1293,1233,1385,1146,930,585,9651,9331,7576,14750,16593,19436,19803,13885,7870,2892,112136
CED216,4,183,978,938,1065,720,249,131,83,4351,5,47,623,795,849,541,150,91,64,3165,3,13,599,1098,1113,653,153,74,57,3763,3,6,396,1442,1246,578,182,96,50,3999,317,215,380,554,513,463,406,589,803,4240,3947,3785,6796,10960,10678,8376,5499,4287,3103,57431,3878,1047,940,1495,1011,952,454,211,110,10098,2729,1380,526,967,731,699,528,340,147,8047,346,1001,540,757,770,985,1373,1242,455,7469,215,764,616,848,941,1075,1517,1488,920,8384,202,976,1131,1377,1556,1686,1729,1350,832,10839,91,931,1427,1414,1668,1641,1085,593,343,9193,24,632,1506,1347,1598,1353,694,362,215,7731,8,408,1814,1676,1853,1454,616,289,159,8277,5,133,1333,1512,1616,1186,388,182,111,6466,3,50,1352,2476,2517,1564,432,177,99,8670,10,34,1290,5441,5200,2771,764,243,113,15866,725,479,856,1068,1068,934,724,923,1064,7841,8236,7835,13331,20378,20529,16300,10304,7400,4568,108881
CED217,3,303,1761,1268,869,398,33,9,5,4649,3,68,928,762,503,214,13,8,0,2499,0,22,553,633,414,158,13,9,0,1802,0,10,204,358,191,61,12,7,4,847,746,592,1171,1112,928,714,478,343,210,6294,6322,6573,15525,15587,12591,9508,4793,2697,966,74562,5335,1679,2482,1950,1719,1790,561,183,44,15743,4206,1642,1646,1777,1216,1173,667,278,58,12663,852,1502,1783,2144,2135,3504,3532,1664,360,17476,425,1148,1512,1833,1692,1822,1977,1270,494,12173,394,1864,3005,3095,2702,2055,1123,564,155,14957,196,2113,4426,3837,3477,2101,403,134,46,16733,68,1275,4164,3494,2877,1548,234,44,13,13717,17,691,4003,3521,2516,1362,179,15,13,12317,9,228,2436,2373,1675,803,84,8,0,7616,5,115,1879,2461,1652,770,61,15,3,6961,8,39,876,1606,1051,506,68,15,7,4176,1611,1395,2709,2366,1916,1428,939,584,294,13242,13126,13691,30921,30457,24628,18862,9828,4774,1487,147774
CED218,6,403,2019,934,812,690,266,118,69,5317,0,119,1548,847,734,526,197,116,42,4129,3,52,1425,1134,1012,737,206,107,59,4735,8,28,926,1666,1394,833,326,213,95,5489,296,412,887,579,505,482,428,436,441,4466,3366,6015,12851,9857,8694,7403,5044,3467,1989,58686,3244,1832,1500,1153,800,764,379,207,98,9977,1977,1492,677,753,573,532,415,273,105,6797,346,1352,813,656,624,794,1146,979,318,7028,173,1039,825,678,717,821,1203,1162,543,7161,194,1285,1638,1056,1114,1257,1335,875,435,9189,98,1319,2495,1290,1185,1126,900,491,238,9142,20,1059,3008,1338,1153,1081,650,271,174,8754,14,752,3703,1646,1343,1201,571,245,120,9595,4,272,2991,1587,1293,981,434,217,80,7859,12,136,3076,2430,2017,1471,517,200,104,9963,14,79,2742,5479,4853,3114,1141,452,192,18066,620,904,1958,1256,1053,951,795,740,623,8900,6716,11521,25426,19322,16725,14093,9486,6112,3030,112431
CED219,4,267,1461,1137,985,457,36,7,6,4360,5,45,726,613,514,191,15,7,0,2116,6,18,400,472,392,171,19,8,3,1489,9,3,112,220,170,85,12,4,0,615,646,390,832,858,722,559,376,325,220,4928,6859,6423,15063,15202,12894,8823,4588,2690,1078,73620,5985,1392,2123,1836,1628,1632,500,206,33,15335,4320,1505,1620,1830,1155,967,601,265,116,12379,1012,1360,1883,1926,1795,2393,2751,1428,282,14830,618,1102,1613,1762,1611,1733,2048,1487,604,12578,591,2057,3058,3363,2969,2060,1275,626,189,16188,291,2421,4825,4409,4131,2310,494,150,41,19072,65,1290,4257,3959,3566,1749,265,41,26,15218,23,712,3831,3505,2999,1566,175,28,12,12851,12,221,2224,2276,1896,805,74,15,4,7527,12,104,1551,2059,1578,750,78,17,3,6152,12,26,588,1161,990,486,62,9,4,3338,1491,914,1634,1756,1465,1161,709,559,306,9995,14432,13104,29207,29842,25783,17612,9032,4831,1620,145463
CED220,0,175,1114,922,796,469,82,24,23,3605,0,33,667,703,569,262,39,19,12,2304,0,11,534,749,572,241,25,11,11,2154,0,7,255,513,302,129,17,22,11,1256,309,268,491,487,440,421,378,452,428,3674,3559,4291,9617,10320,8880,7488,5382,4576,2246,56359,3412,1541,1836,1234,1055,1147,526,242,102,11095,2515,1259,940,1060,765,867,713,439,134,8692,436,1040,1091,1165,1156,1900,2979,2360,641,12768,238,901,1124,1113,1184,1405,2152,2272,995,11384,182,1309,2064,1990,2032,1802,1499,1269,590,12737,101,1319,2813,2367,2246,1703,657,420,214,11840,27,761,2336,2036,1886,1310,340,152,91,8939,8,415,2371,2100,1825,1192,259,68,60,8298,0,100,1567,1684,1314,750,144,38,35,5632,3,61,1456,2107,1632,779,123,31,27,6219,3,26,902,2294,1432,612,80,48,23,5420,720,689,1221,1006,956,800,717,753,589,7451,7645,9421,19721,20156,17483,14267,10189,8092,3501,110475
CED221,6,89,611,626,875,542,96,38,8,2891,3,27,268,384,486,317,49,17,13,1564,0,7,148,308,525,290,42,15,8,1343,3,5,42,162,214,131,32,22,6,617,355,136,306,384,447,467,445,449,372,3361,4185,2888,6397,8308,9742,9162,6361,4030,1972,53045,2809,251,437,545,697,1079,365,131,58,6372,3126,539,741,886,803,1184,737,321,110,8447,628,618,916,1195,1318,2268,3200,1859,436,12438,554,623,831,1237,1606,2085,2847,2193,1009,12985,521,1199,1694,2150,2527,2728,2250,1325,559,14953,308,1363,2118,2443,2808,2396,1069,403,165,13073,94,725,1711,1895,2289,1723,523,187,68,9215,20,349,1623,1728,2151,1551,322,96,32,7872,8,136,796,1205,1336,899,158,51,21,4610,5,41,526,1179,1476,920,134,42,14,4337,6,25,247,655,843,606,126,60,19,2587,797,357,723,899,994,1037,856,782,520,6965,8876,6226,12363,16017,18848,18476,12587,7450,3011,103854
CED222,3,229,1346,1025,938,601,89,29,18,4278,3,46,852,736,599,328,44,21,6,2635,3,21,524,763,632,287,38,18,7,2293,4,9,246,465,313,155,28,19,6,1245,470,310,619,723,610,573,468,580,550,4903,4837,4647,11126,12582,10867,8932,5696,4067,2115,64869,4072,1031,1455,1418,1223,1378,468,187,61,11293,3231,1127,1103,1359,962,955,626,333,148,9844,614,1042,1181,1419,1308,2046,2664,1773,432,12479,373,866,1034,1359,1319,1666,2423,1946,893,11879,356,1371,2189,2481,2446,2063,1785,1124,526,14341,173,1672,3047,2994,2870,2136,752,355,158,14157,60,965,2915,2633,2545,1627,461,161,79,11446,17,549,3013,2634,2362,1503,285,84,40,10487,6,162,2028,1974,1641,944,178,44,18,6995,3,99,1637,2407,1950,967,173,40,21,7297,7,30,856,2194,1717,847,135,41,15,5842,1052,724,1354,1529,1296,1099,922,981,808,9765,9964,9638,21812,24401,21639,17231,10872,7069,3199,125825
CED223,3,257,1218,902,1050,674,142,50,19,4315,0,54,795,735,773,510,65,29,14,2975,3,12,611,747,932,497,71,24,8,2905,0,5,274,563,560,335,66,27,16,1846,300,201,420,432,417,411,377,397,449,3404,3963,4231,8164,9789,9698,8439,5233,3647,2024,55188,3472,925,860,969,793,952,383,191,156,8701,2835,1336,744,1075,728,861,572,265,94,8510,463,1091,776,998,870,1276,1848,1428,434,9184,292,907,778,993,1020,1221,1766,1651,778,9406,260,1247,1417,1705,1780,1907,1868,1206,536,11926,141,1195,1781,1754,1853,1781,1014,424,195,10138,64,759,2029,1718,1839,1502,576,214,87,8788,13,547,2426,2005,2015,1512,479,129,44,9170,4,166,1819,1792,1635,1202,280,66,32,6996,10,67,1607,2380,2484,1479,247,65,24,8363,0,26,974,2661,2623,1638,273,69,33,8297,643,480,891,906,853,771,661,655,607,6467,8197,8746,16102,18956,18493,16102,9967,6363,3020,105946
CED224,9,353,1324,750,1005,788,310,165,93,4797,3,85,991,726,788,587,206,104,80,3570,3,40,899,964,1125,764,181,99,74,4149,3,20,549,1522,1484,760,244,177,107,4866,311,289,477,407,451,354,339,458,651,3737,4665,5361,8695,9119,9848,7715,4815,3779,2738,56735,4960,1662,1187,1278,1047,874,418,203,80,11709,2887,1857,590,799,679,619,449,315,136,8331,463,1463,642,598,621,712,883,907,364,6653,212,1050,752,574,712,781,998,1147,800,7026,180,1172,1306,1048,1321,1330,1380,1085,587,9409,93,1147,1706,1150,1319,1248,972,570,252,8457,19,847,2088,1073,1327,1151,726,383,199,7813,15,676,2486,1297,1584,1388,682,331,175,8634,6,224,1943,1247,1353,1074,459,237,135,6678,7,109,2047,1939,2228,1599,498,247,132,8806,7,60,1653,4950,5589,3317,992,400,203,17171,721,633,1138,822,929,714,625,714,855,7151,9570,10900,17538,16775,18709,14807,9082,6539,3918,107838
CED225,0,220,1180,1027,1054,615,98,28,11,4233,0,49,612,716,661,329,47,7,8,2429,0,10,363,655,677,371,39,14,6,2135,0,7,143,370,318,153,43,25,5,1064,427,236,436,583,579,515,393,320,253,3742,5344,4384,9100,11888,10942,8667,4927,2703,1320,59275,4337,689,854,1132,991,1333,386,152,80,9954,3422,992,968,1447,872,950,571,212,70,9504,677,890,907,1195,1023,1450,2098,1181,285,9706,542,873,870,1234,1183,1352,2068,1422,644,10188,482,1536,1662,2305,2287,2051,1782,847,321,13273,192,1654,2430,2546,2659,2077,743,254,104,12659,51,967,2477,2537,2603,1816,441,127,61,11080,16,558,2729,2751,2576,1657,333,72,30,10722,3,198,1712,2275,1813,1117,179,29,22,7348,4,89,1426,2499,2309,1235,145,29,16,7752,3,26,696,1895,1889,924,166,63,12,5674,932,529,938,1260,1230,1024,715,567,358,7553,10661,9001,17669,23076,21435,16986,9627,4955,2003,115413
CED226,15,316,2189,1532,1158,582,55,15,6,5868,0,82,1141,1034,687,283,25,8,0,3260,6,20,751,810,533,251,24,3,5,2403,9,16,270,404,300,108,21,3,4,1135,721,554,1247,1070,877,739,428,355,219,6210,7215,7626,19932,17412,13665,10182,4808,2609,1081,84530,5783,1407,2937,2075,1673,1958,535,147,96,16611,4478,1528,2080,1902,1193,1135,593,216,36,13161,1020,1574,2190,1987,1714,2540,2668,1350,333,15376,706,1311,1935,1851,1644,1967,2085,1300,447,13246,595,2408,3789,3378,2930,2197,1473,688,240,17698,303,2755,5344,4252,3555,2166,622,177,59,19233,94,1671,5211,4145,3308,1975,324,48,21,16797,39,909,5235,4137,3117,1813,249,30,11,15540,4,332,3293,3017,2174,1041,125,21,4,10011,10,166,2661,3219,2328,1147,110,15,8,9664,17,69,1322,2335,1634,775,91,11,8,6262,1565,1296,2862,2548,1870,1569,871,610,331,13522,14614,15426,38859,34846,27140,20283,9746,4613,1594,167121
CED227,10,167,591,519,670,424,118,42,8,2549,0,29,283,340,423,232,45,23,8,1383,0,14,140,260,383,214,36,16,9,1072,0,5,59,109,158,118,51,21,11,532,489,226,429,499,506,562,520,571,387,4189,4266,3140,6558,8120,9112,8164,6179,4596,2266,52401,2749,318,563,585,755,977,324,171,76,6518,2965,506,728,873,846,946,651,362,140,8017,654,702,1106,1377,1437,2407,3176,2278,590,13727,622,702,1048,1400,1751,2079,2858,2358,1105,13923,478,1240,1861,2300,2581,2522,2157,1414,680,15233,190,1376,2079,2493,2919,2193,867,456,169,12742,58,602,1598,1737,2245,1443,406,154,65,8308,26,408,1471,1500,1722,1186,304,98,22,6737,3,98,730,974,1050,661,129,65,11,3721,0,56,432,817,1090,620,104,40,15,3174,7,27,252,532,612,478,179,51,19,2157,1020,495,920,1133,1143,1184,1029,984,588,8496,8772,6530,12788,15721,18151,16696,12184,8431,3480,102753
CED228,3,210,1215,804,733,423,70,18,19,3495,3,47,738,617,524,248,40,11,7,2235,4,22,568,624,653,267,19,10,3,2170,4,7,218,512,364,134,26,18,8,1291,394,311,705,618,539,521,510,544,412,4554,3737,4399,9677,9587,8552,7504,5602,4124,1908,55090,3108,1085,1532,1224,948,1121,436,257,107,9818,2613,1192,859,1081,700,862,697,387,109,8500,479,1137,1300,1292,1286,2233,3281,2182,546,13736,220,829,1166,1092,1191,1429,2231,2109,938,11205,234,1256,1967,1790,1840,1630,1496,1016,370,11599,92,1320,2534,2021,1894,1524,653,281,124,10443,23,840,2424,1797,1670,1213,311,100,53,8431,15,467,2479,1915,1608,1096,249,57,32,7918,3,156,1654,1465,1179,709,134,28,20,5348,4,72,1389,1754,1668,802,108,21,12,5830,4,45,847,1963,1642,785,113,47,20,5466,833,740,1599,1280,1103,1048,930,926,583,9042,7628,9139,19750,18674,16729,14452,10639,7411,2914,107336
CED229,7,264,1363,1169,1183,663,137,25,6,4817,0,54,690,767,760,426,65,18,5,2785,3,20,401,687,833,462,51,16,3,2476,5,3,167,414,423,196,66,14,3,1291,579,289,564,821,757,681,475,379,262,4807,6273,4934,11409,14632,13585,10909,5813,2889,1248,71692,5191,733,1075,1393,1350,1739,487,126,46,12140,3935,1148,1364,1847,1182,1285,711,278,82,11832,732,988,1147,1537,1527,2259,2710,1359,321,12580,659,890,1069,1683,1705,1986,2530,1447,560,12529,617,1726,2220,3027,3005,2739,2029,936,322,16621,293,1896,3025,3286,3200,2534,1006,314,101,15655,74,1092,2940,2950,3011,2002,600,127,47,12843,37,792,3365,3272,2975,1907,420,83,26,12877,13,249,2081,2454,2201,1295,252,43,16,8604,6,122,1621,2842,2771,1464,204,41,8,9079,11,48,785,2161,2198,1119,293,53,11,6679,1242,643,1183,1668,1616,1393,938,652,393,9728,12810,10327,21875,28120,26741,21722,12180,5459,1933,141167
CED230,3,175,760,617,711,456,84,39,17,2862,4,41,364,345,427,272,52,22,5,1532,0,13,166,315,383,233,35,10,8,1163,8,4,70,156,177,143,41,15,9,623,438,194,420,501,564,616,461,465,387,4046,4565,3836,8109,9158,9527,9062,6497,4139,1920,56813,3163,391,681,747,884,1231,363,168,62,7690,2962,631,989,1081,835,1151,710,292,100,8751,625,762,1080,1282,1314,2325,3367,2087,421,13263,651,722,1041,1400,1619,1992,2996,2200,989,13610,587,1476,1901,2371,2472,2485,2297,1272,500,15361,213,1571,2334,2397,2510,2017,918,405,154,12519,60,856,2123,1893,2028,1535,474,154,59,9182,25,480,2028,1903,1856,1339,332,87,33,8083,4,184,1210,1294,1317,854,171,46,14,5094,9,102,837,1355,1459,833,132,35,14,4776,11,91,519,950,1127,749,148,40,19,3654,974,455,903,1070,1184,1216,917,846,581,8146,9284,7721,15646,17743,18605,17727,12825,7632,2946,110129
CED231,15,699,3884,1204,762,619,157,31,16,7387,3,194,3023,1112,681,450,105,23,10,5601,8,108,2704,1554,961,611,117,24,12,6099,9,29,1581,1894,1231,680,139,33,9,5605,542,1264,2285,1123,775,614,469,390,182,7644,4821,13780,25805,12664,8744,7233,4109,2700,1226,81082,3778,6090,3105,1189,823,715,333,155,99,16287,2343,2806,1383,900,636,630,395,283,95,9471,773,2992,2052,1369,1185,1442,1463,1310,408,12994,358,2126,1976,1181,1064,1199,1436,1207,535,11082,388,2630,3672,1659,1268,1236,980,561,224,12618,187,2436,4623,1790,1329,1159,580,210,90,12404,63,1856,5295,1837,1225,969,405,112,35,11797,26,1334,7157,2355,1459,1144,337,84,39,13935,6,475,5844,2233,1352,883,253,55,19,11120,15,259,6071,3511,2069,1231,292,52,20,13520,19,134,4570,5532,3559,2153,559,98,23,16647,1111,2728,5181,2659,1817,1379,987,712,296,16870,9067,25866,50929,26215,17786,14140,8020,4839,1883,158745
CED232,4,460,3147,1230,886,744,242,77,56,6846,5,153,2470,1205,772,541,151,66,25,5388,3,58,2266,1655,1070,692,160,71,24,5999,0,37,1630,2464,1473,788,193,82,45,6712,297,545,1499,994,777,646,494,538,592,6382,2785,6705,19461,12980,9269,7837,4441,3007,1882,68367,2664,1998,1935,1236,747,826,350,152,89,9997,1465,1292,835,711,537,531,378,243,131,6123,280,1192,1058,879,793,1041,1130,1000,319,7692,143,968,1092,820,916,1084,1331,1153,623,8130,192,1393,2196,1474,1311,1459,1144,759,374,10302,91,1600,3409,1689,1347,1313,835,350,154,10788,42,1339,4354,1911,1329,1162,565,209,88,10999,16,915,5743,2313,1611,1425,545,172,83,12823,8,396,4710,2347,1432,1103,364,133,51,10544,7,190,5228,3531,2212,1480,417,149,50,13264,5,111,4561,6964,4574,2863,849,219,101,20247,678,1225,3403,2265,1663,1412,1004,894,843,13387,5591,12619,38524,26140,18472,15699,8912,5433,2906,134296
CED233,3,236,841,762,872,646,192,94,36,3682,3,50,591,596,652,432,125,39,19,2507,5,23,504,671,761,463,105,45,12,2589,3,13,238,613,555,271,85,36,18,1832,266,159,241,353,370,404,390,406,497,3086,4003,3921,6251,8706,9536,8300,6555,3845,1737,52854,3983,1157,952,1153,1190,1325,621,272,105,10758,2717,1360,621,1031,869,916,852,397,87,8850,424,979,577,833,907,1292,2359,1736,415,9522,245,769,569,817,1018,1136,1975,1601,577,8707,204,979,1077,1426,1853,1846,2250,1292,392,11319,104,1016,1441,1538,1878,1605,1375,562,138,9657,16,716,1522,1362,1662,1331,759,285,97,7750,13,511,1740,1572,1782,1377,584,208,67,7854,8,143,1254,1378,1492,1055,365,102,42,5839,5,77,1292,1939,2032,1274,369,90,34,7112,8,32,864,2663,2769,1595,427,106,41,8505,580,346,541,723,739,753,721,684,675,5762,8307,8085,12450,16435,18191,15505,12657,7335,2670,101635
CED234,3,151,618,551,670,446,99,31,12,2581,0,24,270,361,385,223,40,18,6,1327,3,7,139,295,390,232,34,23,8,1131,3,10,51,123,151,110,36,18,11,513,493,243,458,562,549,557,516,587,411,4376,4323,3225,6885,8454,9063,8439,6090,4273,2003,52755,2732,332,546,579,744,1045,386,179,92,6635,3105,467,739,911,800,1014,640,321,119,8116,613,692,1128,1331,1448,2294,3392,2073,466,13437,557,617,1016,1387,1657,2051,2894,2228,956,13363,565,1323,1861,2348,2505,2624,2118,1379,581,15304,172,1331,2190,2537,2678,2000,844,369,176,12297,51,623,1695,1934,2200,1517,401,146,66,8633,23,371,1551,1616,1809,1241,294,77,33,7015,6,90,750,1070,1134,673,119,45,16,3903,6,48,504,1058,1191,658,114,45,19,3643,6,33,231,567,653,484,120,36,16,2146,1073,538,1019,1293,1250,1179,1058,1019,614,9043,8909,6465,13230,16631,18069,16780,12380,7917,3154,103535
