region_id,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED320,6,189,740,827,793,417,82,23,6,3083,0,46,397,537,470,226,28,11,0,1715,3,12,249,437,426,226,24,7,6,1390,4,9,70,160,169,79,30,11,8,540,452,293,601,664,573,511,463,407,305,4269,5099,4195,8682,10078,9483,8724,6102,3083,1222,56668,3159,424,708,823,953,1335,322,107,32,7863,3186,626,898,1009,820,1072,700,297,137,8745,923,800,1245,1200,1218,2500,3361,1641,322,13210,732,771,1059,1195,1290,1820,2880,1589,509,11845,809,1552,2060,2311,2209,2252,2180,1120,395,14888,328,1711,2541,2663,2617,1978,780,278,100,12996,90,879,2115,2276,2145,1458,434,125,42,9564,35,517,2024,2187,2088,1338,312,79,17,8597,10,182,1203,1604,1401,785,113,24,9,5331,10,112,970,1604,1491,807,89,20,11,5114,11,64,395,942,945,549,120,26,11,3063,1018,789,1475,1531,1292,1130,904,746,461,9346,10311,8427,16693,19345,18469,17024,12195,6052,2046,110562
CED321,19,240,662,627,727,407,108,38,11,2839,3,63,381,379,451,228,57,15,8,1585,0,30,305,399,425,253,52,26,9,1499,3,15,127,169,183,160,77,23,9,766,453,226,584,741,678,696,618,513,313,4822,4302,3553,8448,9658,10099,9390,6737,3834,1665,57686,2246,297,613,827,1104,1413,515,162,67,7244,2622,407,1015,998,960,1251,810,316,100,8479,710,590,1139,1434,1647,2891,3850,2015,435,14711,705,575,1158,1468,1819,2306,3145,2140,897,14213,910,1324,2060,2568,2627,2585,2085,1184,455,15798,484,1537,2453,2723,2884,2237,900,303,98,13619,170,915,1751,2049,2215,1639,445,145,45,9374,60,623,1740,1787,1906,1300,333,95,20,7864,31,256,1114,1153,1285,741,163,36,12,4791,15,195,1068,1431,1376,797,141,54,20,5097,24,97,736,972,902,640,218,61,21,3671,1039,564,1275,1667,1583,1565,1317,947,495,10452,9016,7380,16122,19077,20308,19365,13922,7458,2665,115313
CED322,4,144,953,873,869,557,115,44,19,3578,0,46,522,602,611,328,58,23,21,2211,4,26,362,558,605,319,44,23,10,1951,3,7,167,300,295,175,59,33,7,1046,384,357,616,671,624,596,497,525,498,4768,4668,4658,9334,10493,10253,8900,6110,4078,1912,60406,3120,907,926,1037,907,1246,360,178,91,8772,3182,861,778,932,759,837,609,264,90,8312,866,1102,1115,1188,1165,1861,2690,1836,388,12211,576,818,1000,1156,1241,1691,2541,2010,840,11873,610,1538,2049,2352,2411,2385,2186,1281,552,15364,198,1590,2830,2627,2700,2133,979,416,187,13660,51,762,2374,2321,2286,1566,523,195,88,10166,23,421,2233,2141,2025,1397,342,120,49,8751,12,175,1408,1689,1493,863,196,54,44,5934,7,103,1150,1806,1656,955,162,49,20,5908,12,66,697,1445,1320,831,221,73,18,4683,834,766,1337,1408,1283,1240,952,891,717,9428,9491,9109,17897,20102,19246,17005,11761,7367,3084,115062
CED323,7,255,1091,795,846,632,190,71,28,3915,4,55,598,535,515,360,97,38,19,2221,0,21,437,512,552,410,106,41,24,2103,9,15,194,379,366,268,143,72,19,1465,518,778,1226,923,852,831,689,649,542,7008,4329,6675,11552,9937,9869,9082,6629,4220,2172,64465,2893,1263,1399,1108,1072,1267,480,182,70,9734,2586,990,853,861,674,809,662,325,128,7888,794,1415,1402,1240,1258,1846,2379,1535,444,12313,518,1167,1346,1187,1238,1704,2650,1966,923,12699,555,1982,2805,2256,2277,2267,2110,1264,549,16065,200,2240,3654,2630,2517,2076,1047,491,238,15093,48,1021,2987,2207,2125,1547,602,223,100,10860,26,621,2530,1991,1868,1460,520,188,61,9265,14,232,1554,1476,1278,841,267,79,39,5780,6,122,1376,1586,1415,1056,297,85,38,5981,23,93,834,1497,1496,1118,468,161,54,5744,1092,1613,2794,2083,1831,1737,1317,1165,794,14426,8755,12759,23534,20122,19049,17728,12799,7664,3438,125848
CED324,6,365,1328,987,932,531,123,30,14,4316,0,115,988,774,703,376,73,31,4,3064,0,37,895,959,835,491,69,23,12,3321,5,13,344,625,518,240,49,28,11,1833,347,375,644,556,407,408,333,400,517,3987,4804,7048,12022,10544,9319,7632,4750,3221,1783,61123,3834,3134,2417,1323,1108,1231,459,200,86,13792,2992,1577,1112,1043,779,829,551,256,91,9230,873,1771,1360,1095,1037,1397,1850,1228,374,10985,454,1260,1358,1052,1049,1205,1793,1481,676,10328,461,1697,2375,1863,1850,1731,1562,1006,438,12983,193,1636,3181,2165,1984,1587,807,349,127,12029,86,1106,2816,2078,1847,1370,458,174,70,10005,13,749,2917,2165,1932,1263,348,92,37,9516,6,301,2204,1741,1548,944,184,61,20,7009,4,134,2167,2567,2100,1226,219,47,17,8481,9,50,1174,2521,2128,1225,266,61,26,7460,777,948,1570,1239,950,872,629,654,720,8359,9702,14363,24651,20852,18312,14880,9126,5609,2682,120177
CED325,6,280,1161,1141,920,510,66,19,5,4108,4,80,810,737,607,278,36,9,5,2566,6,34,583,769,624,288,31,14,3,2352,5,11,173,332,302,117,23,5,6,974,452,330,654,644,478,405,282,283,300,3828,5323,4970,10902,11382,9545,6980,3917,2141,1009,56169,3883,864,1230,1158,1065,1038,323,129,57,9747,3259,946,1039,1020,775,756,410,168,50,8423,857,989,1230,1248,1191,1643,1933,967,199,10257,577,809,1081,1191,1183,1314,1676,1121,420,9372,607,1491,2090,2136,1888,1515,1148,610,208,11693,302,1742,2951,2656,2452,1537,522,151,54,12367,88,1168,2776,2538,2122,1277,315,78,43,10405,33,698,2800,2683,2111,1287,247,34,17,9910,9,228,2044,2008,1544,834,131,27,8,6833,9,123,1732,2328,1868,974,117,19,6,7176,9,55,782,1672,1595,788,154,18,9,5082,1121,990,1875,1765,1310,961,598,469,422,9511,10754,10103,21630,22403,19104,13924,7574,3791,1493,110776
CED326,6,236,1025,1001,979,566,97,50,19,3979,0,76,650,663,535,294,41,15,5,2279,0,27,468,672,524,303,26,9,4,2033,3,6,146,314,242,137,33,21,9,911,410,234,496,540,495,472,399,479,401,3926,4494,4103,9177,10541,9287,8547,6009,4101,2034,58293,2929,487,847,984,914,1177,271,110,51,7770,2842,647,756,973,644,865,573,225,63,7588,857,747,963,1082,1045,1822,2718,1715,399,11348,632,727,946,1149,1252,1723,2791,2169,953,12342,621,1307,1775,2070,1884,2039,2138,1369,683,13886,290,1727,2558,2610,2295,1960,859,397,154,12850,92,975,2523,2305,2295,1628,433,138,68,10457,33,586,2362,2411,2215,1478,307,95,47,9534,12,222,1588,1731,1402,895,147,39,12,6048,4,112,1409,2125,1677,1007,119,35,14,6502,7,52,782,1622,1344,744,151,43,16,4761,889,561,1082,1206,1124,967,784,794,559,7966,9208,8150,17591,20268,18091,16305,11291,7129,3019,111052
CED327,5,304,1391,1082,1014,551,61,3,10,4421,5,107,811,698,604,331,23,3,0,2582,8,30,545,590,548,253,12,5,0,1991,7,17,149,230,200,85,19,8,0,715,640,469,803,857,656,577,340,256,226,4824,6294,6354,13405,12339,11075,9017,4260,1927,974,65645,4520,1274,1510,1204,1161,1531,394,117,22,11733,3712,1166,1262,1215,874,982,544,186,44,9985,1097,1234,1701,1514,1391,2119,2339,942,218,12555,767,1032,1412,1382,1368,1642,2074,1091,452,11220,871,1928,2848,2502,2330,2017,1236,486,243,14461,412,2439,4199,3405,3111,2218,597,154,105,16640,102,1321,3703,3014,2724,1800,319,48,21,13052,30,827,3399,2867,2446,1593,255,18,16,11451,12,330,2127,1978,1638,1001,113,10,4,7213,15,143,1742,1907,1759,910,108,8,0,6592,13,52,651,1120,1033,588,93,14,3,3567,1486,1075,1753,1743,1382,1193,691,436,323,10082,13037,12821,26307,23851,21217,17594,8763,3510,1451,128551
CED328,15,522,1366,1015,1031,772,237,84,30,5072,4,193,1105,964,938,592,158,49,18,4021,4,76,1083,1190,1306,750,132,68,22,4631,3,19,504,1067,1098,584,156,80,33,3544,329,354,449,415,348,340,254,328,466,3283,6018,8051,10295,10707,9871,8168,4764,2951,1732,62557,4689,2422,1501,1344,891,938,371,153,51,12360,3840,1971,829,979,691,804,498,194,60,9866,1166,2237,891,718,564,895,1126,782,228,8607,628,1763,955,784,702,909,1325,1148,631,8845,579,2037,1862,1461,1314,1427,1683,972,439,11774,245,1736,1986,1530,1434,1443,1091,482,190,10137,98,1338,2189,1494,1487,1249,707,280,94,8936,53,1245,2792,1906,1775,1419,587,209,60,10046,8,499,2399,2009,1729,1234,391,109,34,8412,14,229,2547,3066,2892,1756,391,142,41,11078,7,75,1813,4452,4615,2951,679,178,70,14840,712,789,1071,862,759,697,449,521,602,6462,12039,16341,20835,20605,18853,15722,9298,5170,2500,121363
CED329,5,95,408,597,769,485,133,34,12,2538,4,17,186,347,494,268,67,26,8,1417,0,12,129,339,436,266,62,20,11,1275,3,9,46,158,173,166,67,25,4,651,417,177,363,561,614,613,570,513,540,4368,4062,2720,6175,9009,10637,10418,7379,3797,1753,55950,2543,254,476,729,1098,1493,419,107,47,7166,2801,477,737,942,1092,1325,814,296,68,8552,755,677,1132,1564,1942,3525,4191,1997,370,16153,554,618,1022,1403,1982,2591,3478,2071,824,14543,594,1055,1898,2499,2864,2989,2475,1228,492,16094,198,1046,1942,2429,2731,2231,1039,344,112,12072,45,458,1270,1720,2015,1562,548,169,58,7845,21,283,1083,1560,1812,1321,370,94,26,6570,7,92,592,1111,1232,727,223,66,13,4063,3,80,522,1125,1247,801,195,51,20,4044,12,45,285,708,835,705,262,68,11,2931,945,495,961,1290,1480,1337,1193,971,760,9432,8478,5580,11920,17080,20330,20607,15207,7462,2801,109465
CED330,3,123,608,864,834,459,86,21,6,3004,0,27,349,555,512,286,37,7,5,1778,3,11,233,532,545,272,45,10,3,1654,0,3,76,251,226,121,49,15,4,745,445,223,466,653,643,565,375,243,219,3832,4997,3385,7318,10910,10478,8520,4987,2199,990,53784,3392,490,659,945,1191,1400,409,107,29,8622,3044,607,862,1170,952,1035,650,248,53,8621,793,745,998,1254,1300,2078,2954,1279,298,11699,672,648,965,1325,1381,1800,2174,1223,515,10703,744,1213,1734,2528,2508,2181,1663,644,202,13417,330,1250,1992,2689,2657,1962,747,217,68,11912,94,652,1739,2402,2531,1568,390,89,22,9487,24,367,1549,2415,2369,1407,296,62,10,8499,7,140,1072,1771,1574,915,145,19,10,5653,6,94,841,1864,1752,917,158,31,13,5676,3,46,438,1195,1157,668,170,42,4,3723,994,540,1010,1429,1463,1237,805,482,319,8279,10103,6792,13859,20987,20835,17168,10561,4443,1543,106291
CED394,0,24,59,26,39,32,0,0,0,180,0,11,36,21,23,14,3,0,0,108,0,0,36,26,18,16,3,0,0,99,0,3,28,17,22,9,5,0,0,84,27,61,93,69,81,103,50,20,9,513,252,545,881,588,731,1208,554,94,27,4880,131,174,209,133,155,268,50,10,3,1133,135,100,101,89,99,173,72,10,4,783,69,117,198,183,238,512,425,68,9,1819,47,80,175,169,200,396,368,82,13,1530,47,158,233,135,179,365,263,46,6,1432,6,146,233,124,152,204,75,19,0,959,10,65,161,104,106,148,31,3,3,631,4,55,156,94,93,105,16,0,0,523,0,27,105,68,73,58,14,0,0,345,4,11,113,92,69,46,6,0,3,344,0,15,118,107,98,72,14,3,0,427,67,170,297,258,252,299,152,53,12,1560,520,1118,2099,1556,1714,2646,1486,294,53,11486
CED397,0,0,3,3,7,0,0,0,0,13,0,3,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,6,7,7,0,35,9,18,16,22,33,32,31,23,3,187,6,4,0,5,3,3,0,3,0,24,3,3,0,0,0,6,6,3,0,21,0,0,0,6,0,3,11,8,0,28,3,0,3,3,5,3,9,8,3,37,0,12,3,3,7,10,8,7,3,53,0,14,11,7,8,8,0,3,0,51,3,3,10,9,8,7,0,0,0,40,0,5,10,6,11,4,3,0,0,39,0,6,5,3,0,7,0,0,0,21,0,0,7,4,7,0,3,0,0,21,0,0,4,4,9,6,3,0,0,26,6,7,13,13,19,12,10,10,3,93,21,54,66,63,77,69,53,42,9,454
CED401,3,339,1456,939,1052,754,180,62,37,4822,5,98,1165,822,766,549,116,34,24,3579,5,42,890,931,1109,772,126,52,22,3949,11,23,381,781,867,519,149,67,37,2835,344,425,735,564,553,494,409,558,678,4760,4361,7496,12479,10095,9847,8646,5089,4196,2721,64930,3476,3089,1981,1040,757,793,285,155,81,11657,2836,1884,1143,893,689,717,486,312,138,9098,726,2062,1543,1235,1229,1563,1755,1616,590,12319,367,1357,1431,1181,1408,1532,1859,1933,1065,12133,360,1827,2653,1873,1767,1685,1451,1085,660,13361,130,1512,3292,2180,1912,1634,832,410,213,12115,47,1051,2986,1868,1757,1433,539,241,110,10032,17,722,3066,1966,1916,1487,446,127,75,9822,8,263,2455,1763,1563,1147,304,90,42,7635,8,127,2173,2417,2412,1707,339,107,59,9349,16,65,1299,2904,2974,2105,602,163,74,10202,855,1091,1842,1357,1280,1099,794,906,912,10136,8846,15050,25864,20677,19664,16902,9692,7145,4019,127859
CED402,4,182,555,634,809,489,108,27,16,2824,0,20,335,373,424,300,74,20,6,1552,0,12,180,331,437,308,57,15,7,1347,0,4,61,143,197,126,54,20,11,616,401,162,377,503,495,541,476,451,360,3766,4560,3348,7936,9779,10649,9865,6893,4396,2227,59653,2868,295,579,628,919,1254,363,146,77,7129,3244,567,998,1140,1039,1228,763,306,95,9380,760,753,1410,1573,1757,2875,3678,2302,491,15599,707,680,1213,1636,1928,2419,3213,2496,1270,15562,707,1533,2210,2841,2954,2831,2427,1344,585,17432,285,1607,2841,3059,3393,2483,972,438,146,15224,58,719,2113,2288,2644,1967,491,159,51,10490,19,406,1645,1970,2170,1578,330,90,31,8239,10,125,916,1265,1316,898,202,45,19,4796,5,64,658,1184,1317,909,172,43,18,4370,7,37,273,675,862,619,154,52,14,2693,894,480,1030,1314,1238,1203,989,809,523,8480,9564,7266,15886,19573,21537,20264,13754,8230,3320,119394
CED403,6,206,1061,933,1111,815,176,82,49,4439,8,40,693,703,826,559,89,57,26,3001,5,16,505,745,1019,640,91,44,31,3096,0,10,151,414,534,301,70,49,30,1559,273,207,278,343,351,338,327,547,783,3447,4288,4474,7721,9086,9777,9221,6222,4989,3154,58932,3283,885,872,794,656,901,281,120,50,7842,3049,1293,763,852,678,970,675,352,136,8768,711,1302,915,907,913,1501,2151,1845,542,10787,418,931,869,925,1050,1466,2365,2302,1158,11484,414,1351,1602,1867,1912,2119,2304,1646,905,14120,136,1155,1931,1938,1993,1843,1167,708,351,11222,51,763,1974,1819,1960,1784,792,315,194,9652,12,482,2149,2011,2155,1825,540,216,107,9497,11,136,1549,1649,1735,1341,294,118,61,6894,9,75,1329,2175,2597,1724,288,102,59,8358,4,38,704,1990,2438,1457,314,110,56,7111,598,449,670,705,769,704,586,850,1059,6390,8696,8860,15327,17632,18856,17635,11757,8684,4678,112125
CED404,11,276,596,625,757,470,80,27,6,2848,0,82,422,405,508,280,54,22,9,1782,3,42,287,376,474,290,41,14,3,1530,4,21,116,174,196,124,36,20,6,697,434,271,512,542,560,542,503,508,368,4240,4233,3561,7766,9092,10141,9408,6902,4327,1931,57361,2638,323,574,640,937,1190,309,129,64,6804,2930,549,991,1032,958,1161,731,297,114,8763,742,870,1374,1670,2034,3257,4375,2331,463,17116,588,693,1201,1560,2004,2498,3418,2403,1062,15427,610,1216,1993,2364,2639,2472,2308,1357,502,15461,247,1182,1973,2234,2503,1997,892,391,129,11548,82,679,1489,1786,2145,1601,456,139,50,8427,55,658,1577,1707,1913,1409,302,70,18,7709,23,328,1189,1268,1540,956,149,43,15,5511,15,293,1161,1487,1738,1008,127,27,11,5867,11,138,875,1249,1204,742,136,46,14,4415,987,681,1298,1484,1492,1283,1048,901,530,9704,8928,7610,15695,18481,21107,19574,14251,8134,2972,116752
CED405,5,226,1250,857,1053,722,147,63,37,4360,3,60,786,653,677,400,84,32,16,2711,3,20,611,666,756,485,48,34,18,2641,0,7,197,383,320,239,64,34,23,1267,240,246,411,367,390,363,385,572,686,3660,3796,5090,9522,9123,9512,8749,6576,5591,3393,61352,2634,1128,1148,831,693,879,306,141,64,7824,2803,1157,784,834,694,915,701,428,138,8454,586,1278,1090,1108,1113,1771,2634,2378,873,12831,411,1053,1054,1136,1228,1686,2772,2764,1485,13589,406,1577,1905,1968,2007,2036,2294,1777,944,14914,155,1646,2719,2141,2388,1883,1058,660,315,12965,40,1022,2679,2083,2136,1647,584,290,149,10630,21,552,2579,2038,2198,1629,433,171,89,9710,6,182,1773,1605,1572,1010,230,77,37,6492,7,84,1631,2060,2151,1409,198,73,42,7655,7,69,772,1665,1623,1121,263,86,57,5663,590,552,1006,831,918,773,696,937,936,7239,7666,10300,19140,18300,18721,16759,12169,9782,5129,117966
CED406,0,208,998,851,987,581,54,14,6,3699,3,34,496,513,565,315,30,5,5,1966,0,12,279,358,437,266,17,5,4,1378,3,3,61,123,120,69,23,13,3,418,382,226,406,433,449,468,343,358,345,3410,4885,4577,9962,10485,10695,10006,5871,3485,1629,61595,3180,456,677,761,861,1224,256,133,88,7636,3599,931,1050,1099,902,1196,611,257,68,9713,883,1084,1409,1424,1490,2726,3292,1829,446,14583,614,941,1210,1486,1572,2129,2864,1911,829,13556,669,1771,2505,2627,2648,2564,2054,1125,405,16368,218,1851,3283,3143,2950,2332,772,307,127,14983,66,1005,2945,2780,2835,2013,378,76,46,12144,15,533,2597,2537,2531,1650,251,38,29,10181,8,141,1458,1645,1667,1003,101,20,11,6054,3,78,1068,1551,1603,1005,92,15,10,5425,6,38,394,697,749,479,86,32,3,2484,825,477,889,973,1000,902,635,633,515,6849,10086,9306,19485,20723,20808,19223,11392,6376,2577,119976
CED407,5,201,949,840,948,598,68,12,7,3628,0,63,522,521,554,269,20,0,4,1953,0,8,326,466,461,282,25,6,0,1574,5,3,64,154,172,78,16,9,3,504,311,178,377,425,387,388,328,360,275,3029,4421,4145,8356,9449,9686,8977,5836,3376,1483,55729,3047,598,749,698,773,1126,261,81,21,7354,3249,895,882,1010,743,1130,660,210,59,8838,783,971,1038,1129,1122,2289,3119,1767,379,12597,525,803,959,1204,1231,1584,2686,1942,840,11774,543,1401,1870,2083,2162,2035,2057,1063,387,13601,219,1541,2585,2624,2659,2010,753,304,101,12796,62,987,2483,2404,2521,1862,439,126,41,10925,20,563,2406,2389,2407,1726,293,41,16,9861,6,177,1493,1587,1509,994,119,10,12,5907,5,53,1122,1713,1739,1042,118,15,5,5812,11,28,357,882,1004,558,69,16,6,2931,737,493,985,1020,871,724,598,599,384,6411,9207,8510,16929,18743,18741,17080,11172,6174,2251,108807
CED408,5,120,613,835,1068,703,115,55,8,3522,0,37,410,539,773,474,83,23,5,2344,3,18,260,547,714,536,84,22,8,2192,3,7,95,325,367,260,53,28,13,1151,320,124,265,389,422,444,376,391,379,3110,4515,3236,6368,9813,11017,10659,6864,3881,1808,58161,3241,382,504,738,863,1373,384,167,112,7764,3252,870,768,1071,907,1345,816,279,84,9392,678,840,797,1107,1209,2369,3067,1857,484,12408,576,748,812,1127,1428,1954,2913,2034,815,12407,546,1224,1454,2268,2635,2683,2677,1363,487,15337,179,1167,1794,2459,2848,2328,1248,505,170,12698,58,689,1724,2035,2457,2014,594,198,80,9849,24,399,1548,2106,2400,1783,479,117,35,8891,7,133,1071,1542,1799,1346,266,58,25,6247,3,70,814,1883,2136,1500,278,53,16,6753,6,26,452,1524,1790,1244,264,62,25,5393,732,295,594,825,936,936,716,660,554,6248,9302,6843,12332,18685,21408,20875,13702,7353,2887,113387
CED409,3,236,1201,970,978,509,51,16,6,3970,5,64,744,626,553,251,28,4,0,2275,3,19,454,555,499,257,23,17,4,1831,6,6,124,194,166,88,15,13,8,620,499,343,661,626,592,503,431,451,382,4488,5207,5317,11750,11681,11396,8864,5644,4239,2251,66349,3476,1038,1362,1120,1080,1079,280,117,38,9590,3855,1200,1136,1230,1023,998,535,359,210,10546,872,1378,1658,1759,2284,3004,3311,2357,630,17253,547,1006,1486,1721,1993,2274,2852,2415,1279,15573,529,1779,2715,2798,2726,2125,1528,1088,534,15822,181,1861,3737,3346,3241,1973,561,238,105,15243,70,1031,3292,2781,2815,1579,257,79,48,11952,21,647,2917,2614,2441,1368,174,42,17,10241,12,207,1896,1737,1478,813,93,20,5,6261,8,97,1342,1820,1592,814,75,29,4,5781,6,51,557,907,942,407,60,27,8,2965,1110,766,1534,1412,1299,1066,810,787,547,9331,10687,11061,23632,23245,22914,17500,10536,7558,3425,130558
CED410,5,223,1111,896,1042,770,174,96,49,4366,0,48,725,676,742,481,112,52,50,2886,0,31,575,703,860,579,98,59,37,2942,0,11,217,439,528,304,130,83,56,1768,247,204,333,411,397,387,410,492,533,3414,4305,4812,8740,9707,9978,8939,7178,5329,2833,61821,3720,1449,1241,1001,828,976,419,173,75,9882,2948,1419,826,993,710,910,793,442,153,9194,636,1222,1047,1080,1120,1630,2857,2236,684,12512,399,971,978,1160,1295,1466,2538,2595,1089,12491,330,1319,1737,1972,1998,1929,2406,1603,752,14046,113,1296,2315,2288,2151,1795,1159,621,264,12002,34,766,2276,1979,1924,1478,755,339,161,9712,18,497,2304,2069,2102,1694,557,201,101,9543,5,159,1607,1647,1603,1133,303,138,80,6675,4,90,1448,2017,2192,1472,329,113,66,7731,4,35,729,1961,2182,1420,468,191,98,7088,619,494,729,843,830,731,739,834,713,6532,8830,9717,17237,19010,18935,16634,13323,9486,4236,117408
