CED_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
CED401,524,1210,1735,207,415,623,299,1482,1785,262,2061,2317,897,3282,4178,974,1962,2934,2208,1768,3977,2041,2020,4063,2792,2140,4928,2781,1626,4410,2161,1522,3691,2170,1159,3328,4468,1670,6135,3313,274,3584,2333,181,2509,1893,848,2739,5093,162,5249,3616,908,4525,362,782,1144,38394,25467,63864
CED402,276,374,653,248,254,505,316,1279,1597,363,1921,2281,1575,4237,5811,1427,1815,3235,4312,1653,5968,3196,1696,4899,3985,1449,5435,3875,819,4695,2757,559,3317,2747,353,3099,4330,451,4778,2423,79,2497,1189,32,1224,613,231,843,1218,40,1257,3613,214,3829,687,1034,1724,39157,18489,57640
CED403,270,356,626,172,254,423,232,882,1113,189,1300,1490,832,2761,3594,867,1761,2630,2411,1379,3792,2287,1461,3753,3130,1469,4600,3144,962,4109,2455,819,3274,2508,584,3092,5004,711,5718,3830,128,3955,2591,51,2644,1611,264,1874,3527,39,3566,3760,361,4121,317,590,908,39146,16122,55275
CED404,289,414,706,233,319,551,377,1557,1932,375,2218,2597,1652,4237,5887,1400,1686,3087,4154,1449,5604,2858,1439,4302,3396,1337,4726,3075,911,3990,2034,705,2741,2132,497,2629,3731,619,4354,2363,64,2420,1345,40,1383,745,229,969,1351,26,1373,3904,200,4102,853,1215,2070,36254,19160,55417
CED405,296,579,882,162,337,498,292,1273,1564,229,2073,2301,1027,3946,4970,1032,2210,3240,2978,1857,4831,2596,2095,4687,3345,2005,5354,3048,1309,4359,2475,1143,3618,2451,770,3219,4896,1045,5935,3563,139,3705,2342,111,2455,1425,379,1806,2921,91,3010,3513,556,4064,411,958,1366,39006,22869,61881
CED406,205,329,530,171,179,354,281,970,1247,325,1433,1757,1200,3305,4499,1574,1683,3254,3983,1321,5300,3251,1658,4907,4064,1536,5608,3906,907,4809,3138,650,3784,2916,382,3297,5185,387,5571,2998,59,3055,1520,18,1539,690,120,813,926,13,939,3550,237,3787,541,650,1188,40401,15831,56230
CED407,312,345,659,158,170,325,261,755,1019,249,1223,1476,1044,2795,3837,1190,1391,2578,3474,1215,4691,2916,1460,4369,3832,1518,5347,3693,907,4605,3033,697,3730,2987,470,3459,5517,535,6047,3542,85,3625,1993,40,2032,1110,136,1242,1578,19,1595,3447,262,3705,455,555,1015,40794,14574,55363
CED408,207,290,500,204,198,401,265,743,1011,232,1242,1481,1038,2994,4029,1099,1679,2770,3546,1204,4745,2799,1312,4113,3667,1130,4795,3335,661,3999,2451,504,2953,2582,375,2951,4495,409,4907,3037,44,3084,1805,22,1825,1198,202,1395,2401,8,2407,4079,167,4248,467,616,1088,38904,13804,52708
CED409,393,462,854,247,269,518,459,1426,1882,415,2151,2572,1540,3741,5279,1686,1637,3323,3945,1554,5498,3324,1825,5148,4058,1851,5912,3892,1125,5014,3014,813,3826,2896,557,3453,5165,610,5772,3201,105,3307,1654,55,1708,880,149,1033,1096,47,1147,3731,353,4092,637,874,1511,42239,19600,61833
CED410,429,563,993,215,237,451,289,982,1270,269,1592,1862,1005,3394,4400,954,1798,2748,2808,1465,4275,2513,1586,4095,3316,1652,4968,2972,1098,4068,2376,915,3292,2437,677,3114,4822,783,5609,3370,101,3468,2357,51,2408,1546,388,1933,3690,39,3733,3692,317,4015,405,695,1095,39463,18334,57793
CED411,313,349,662,225,243,467,408,1331,1739,488,1912,2398,1614,3675,5283,2003,1657,3653,4355,1573,5933,3463,1784,5247,4304,1587,5897,4125,838,4962,3136,579,3720,2980,397,3379,4966,378,5337,2714,46,2760,1489,24,1519,763,136,904,1087,24,1111,3947,263,4207,683,922,1608,43063,17719,60781
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,399,378,779,176,130,305,334,676,1001,317,999,1308,1062,2051,3108,1183,1071,2254,2717,817,3537,2230,1048,3279,2937,1248,4183,2896,945,3841,2728,775,3497,2748,577,3323,5785,822,6609,3833,108,3947,2338,54,2394,1672,247,1921,2775,53,2834,5789,351,6139,507,602,1110,42423,12944,55369
CED502,475,395,872,201,170,368,355,652,1004,307,846,1150,1010,1912,2920,1157,961,2112,2644,858,3499,2319,1151,3468,3335,1261,4595,3459,994,4450,3011,763,3772,2872,530,3402,6189,697,6892,4059,130,4193,2478,80,2559,1743,200,1940,2802,73,2873,4682,361,5042,559,476,1035,43653,12514,56159
CED503,425,410,833,230,167,398,322,670,994,340,1086,1429,1176,2625,3801,1109,1292,2405,3379,924,4301,2315,975,3289,3005,1039,4041,2735,673,3413,2148,573,2721,2275,463,2738,4553,684,5242,3086,78,3160,1904,39,1941,1566,271,1837,2910,36,2940,5209,278,5491,600,748,1342,39291,13025,52321
CED504,343,269,613,184,128,310,320,498,822,255,732,989,876,1684,2566,912,817,1731,2266,684,2950,2027,788,2811,2764,1000,3768,2836,744,3581,2603,546,3152,2664,471,3136,5428,610,6041,3800,110,3909,2440,76,2518,1604,165,1765,2591,62,2649,4201,274,4481,479,442,922,38602,10108,48709
CED505,368,592,956,160,255,412,190,754,941,154,1096,1253,434,2000,2434,498,1357,1854,1102,1119,2215,1118,1225,2342,1650,1479,3125,1719,1119,2835,1365,1092,2459,1559,916,2475,3347,1636,4983,2768,208,2981,2209,140,2350,2806,1182,3994,9785,257,10043,4266,686,4955,323,594,917,35821,17705,53527
CED506,335,453,786,218,228,449,356,879,1236,324,1223,1546,1094,1908,3006,1003,1007,2006,2275,973,3251,1754,1171,2922,2291,1348,3634,2240,1072,3309,1880,985,2866,2173,871,3045,4810,1614,6424,3344,151,3491,2481,109,2589,2065,680,2748,4429,158,4584,5173,400,5571,872,874,1746,39111,16101,55216
CED507,324,348,680,186,177,370,282,734,1018,317,1186,1504,1072,2435,3512,1162,1300,2466,3061,1071,4129,2379,1183,3570,2891,1142,4034,2972,747,3712,2451,606,3058,2603,427,3028,4735,710,5442,3207,111,3309,2015,58,2071,1275,283,1562,2313,68,2381,5027,365,5392,541,661,1203,38821,13614,52427
CED508,323,422,740,170,177,351,288,866,1150,228,1210,1440,818,2190,3008,798,1131,1931,2082,875,2960,1668,1191,2856,2341,1299,3644,2305,1035,3343,2072,956,3025,2304,750,3054,4976,1150,6130,3977,186,4164,2737,129,2866,2217,500,2720,4481,144,4627,4624,521,5141,427,622,1044,38837,15349,54191
CED509,317,383,695,161,193,350,271,658,925,242,928,1173,850,2051,2899,879,1028,1908,2378,847,3223,2015,1026,3037,2777,1197,3977,2671,874,3546,2307,744,3052,2396,500,2894,4938,727,5661,3456,98,3557,2139,58,2204,1658,234,1892,3060,72,3131,4497,313,4819,491,541,1030,37511,12469,49978
CED510,284,297,582,152,139,286,193,407,606,157,545,709,580,1357,1938,628,814,1440,1711,650,2356,1633,774,2409,2258,857,3110,2174,656,2827,1976,581,2564,2097,483,2580,5024,702,5724,4070,93,4157,2877,63,2943,2555,246,2800,5770,47,5814,4750,231,4982,434,312,744,39315,9261,48576
CED511,297,421,714,215,240,450,321,904,1231,351,1464,1807,1165,2965,4131,1133,1389,2518,3057,1249,4305,2277,1298,3571,3026,1373,4402,2881,948,3832,2249,805,3058,2441,692,3133,4596,1043,5643,3155,111,3269,2026,44,2073,1363,385,1745,2591,94,2681,4581,327,4910,762,954,1717,38485,16704,55185
CED512,418,367,785,210,197,399,346,572,919,336,764,1107,1057,1649,2702,1262,862,2126,2679,798,3480,2315,1060,3376,3126,1307,4428,3395,998,4391,3035,813,3849,3236,585,3818,6957,843,7799,4585,134,4715,2765,72,2838,2029,247,2271,3245,45,3289,6261,314,6580,579,455,1031,47832,12076,59909
CED513,400,748,1148,167,277,446,253,926,1179,203,1440,1647,781,2475,3255,722,1411,2133,1900,1243,3144,1643,1601,3243,2224,1854,4075,2201,1542,3744,1923,1487,3404,1993,1207,3203,4565,2252,6819,3464,369,3828,2624,233,2864,2291,1181,3471,5563,346,5910,3837,970,4804,351,670,1020,37097,22229,59326
CED514,382,502,887,195,238,434,286,844,1134,258,1453,1712,951,2660,3610,997,1443,2435,2407,1249,3657,2035,1511,3549,2761,1767,4528,2652,1404,4056,2185,1179,3360,2178,904,3085,4640,1350,5991,3241,212,3454,2333,140,2477,1863,497,2364,4309,165,4477,3868,589,4460,479,719,1201,38026,18831,56856
CED515,503,872,1375,203,351,548,355,1088,1443,302,1480,1782,855,2795,3649,885,1513,2396,2057,1328,3386,1950,1615,3567,2689,2036,4724,2529,1493,4022,2189,1368,3562,2294,1092,3387,4802,1782,6580,3454,371,3825,2524,231,2752,2038,797,2831,4465,258,4723,3979,1057,5041,382,735,1117,38452,22261,60718
CED516,446,386,828,188,197,384,271,561,833,201,801,1000,686,1862,2550,715,1051,1771,1725,861,2591,1621,886,2502,2374,912,3284,2142,732,2875,1852,628,2480,1904,513,2417,4095,871,4966,3220,116,3344,2359,79,2433,2296,394,2696,6075,74,6150,4074,321,4396,354,455,811,36597,11706,48299
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,172,299,474,107,164,269,240,1028,1268,280,1345,1624,929,2912,3843,1062,1421,2487,2722,1184,3910,1990,1205,3193,2527,1083,3608,2336,644,2978,1774,518,2296,1690,325,2020,2909,341,3250,1757,55,1810,924,26,950,531,140,669,1007,21,1029,2331,266,2600,387,622,1012,25688,13607,39289
CED602,157,230,386,121,167,282,218,901,1123,256,1447,1706,1118,3169,4285,1101,1344,2439,3117,1000,4123,2182,1072,3252,2607,921,3529,2445,512,2958,1699,382,2083,1635,302,1940,2683,255,2938,1499,40,1541,795,12,800,419,126,537,685,18,700,2462,160,2620,475,722,1199,25677,12772,38452
CED603,175,331,507,83,214,297,199,837,1033,204,1289,1491,663,2588,3248,844,1527,2365,1853,1260,3118,1665,1387,3055,2172,1466,3643,2171,976,3144,1645,782,2423,1614,561,2173,3055,655,3709,2019,118,2136,1325,59,1383,907,241,1145,1878,42,1921,2335,471,2810,271,621,888,25073,15416,40488
CED604,158,178,335,105,135,242,180,607,791,204,1041,1245,758,2295,3058,904,1206,2110,2276,1002,3284,2051,1052,3103,2634,1039,3673,2518,618,3137,2042,529,2567,1957,316,2274,3728,349,4078,2353,49,2397,1421,26,1446,832,132,965,1318,15,1330,2625,183,2806,344,541,884,28417,11312,39726
CED605,167,237,405,163,149,314,267,872,1143,286,1390,1681,1216,2933,4149,1222,1219,2445,3384,982,4366,2437,1113,3549,2927,819,3748,2680,461,3143,1903,326,2223,1739,215,1953,2694,213,2906,1514,21,1534,719,8,729,435,103,539,623,15,638,2785,134,2916,546,694,1247,27720,11901,39625
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,131,181,308,143,102,243,298,338,637,155,442,596,653,513,1168,478,375,852,877,490,1369,1022,632,1653,1213,779,1991,1306,711,2019,1069,579,1652,1172,520,1695,2577,726,3304,1981,113,2093,1424,72,1491,996,232,1232,1997,92,2083,2775,242,3020,778,429,1204,21040,7558,28604
CED702,132,195,326,61,82,144,115,260,370,132,578,707,343,659,1004,360,430,791,668,463,1134,722,670,1396,1155,927,2086,1323,885,2203,1345,796,2138,1538,732,2274,3735,1225,4953,2949,265,3212,2340,205,2541,2061,594,2661,4384,327,4706,3056,541,3592,355,383,740,26774,10213,36987
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,222,442,666,110,240,347,195,715,911,210,1164,1378,587,1918,2510,676,1255,1933,1451,1274,2722,1602,1602,3206,2364,1956,4324,2672,1883,4553,2457,1791,4246,2613,1367,3985,6275,2829,9104,5303,333,5631,4371,197,4570,3660,1115,4772,9646,234,9879,4821,531,5350,364,567,936,49600,21421,71018
CED802,277,482,755,135,225,357,259,682,936,258,1077,1332,656,1665,2320,729,1250,1975,1461,1278,2734,1656,1574,3229,2670,2085,4757,2997,1987,4984,2814,1991,4804,2935,1298,4234,6971,2627,9602,6079,429,6506,4765,248,5013,3979,711,4698,7934,261,8198,4359,852,5207,337,499,836,51265,21203,72475
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
