CED_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
CED502,5269,4554,2366,1440,2029,1186,612,17457,924,887,502,269,407,159,55,3197,941,774,391,235,348,138,59,2878,3704,3378,1816,1047,1277,387,134,11748,58,37,19,27,22,10,3,172,10899,9630,5088,3009,4086,1882,860,35452,328,491,310,232,381,180,135,2059,221,266,137,100,144,48,11,930,117,201,113,93,137,43,20,727,1044,1226,730,483,571,126,53,4232,75,76,38,11,18,10,0,231,1787,2260,1324,927,1257,402,230,8183,12688,11886,6412,3936,5343,2284,1089,43634
CED503,1271,1499,945,599,855,320,120,5610,719,720,405,273,379,112,36,2644,823,736,383,214,309,119,35,2613,4174,4299,2270,1432,1718,438,175,14506,38,48,31,8,14,3,0,143,7021,7306,4033,2524,3271,991,367,25516,115,182,140,112,177,43,28,798,187,176,126,91,126,21,17,741,115,170,104,85,113,22,10,624,932,1311,759,515,569,102,42,4230,56,48,40,24,20,0,0,191,1398,1886,1171,825,1010,203,96,6582,8425,9193,5203,3350,4280,1192,466,32094
CED504,3414,3585,2126,1441,2040,1140,589,14340,984,887,479,307,424,131,61,3280,911,790,380,262,329,122,58,2853,3483,3306,1656,981,1233,459,186,11311,57,54,31,12,17,3,3,182,8852,8622,4674,3005,4050,1859,903,31964,289,419,349,262,419,243,147,2129,157,213,134,104,131,59,33,826,97,143,94,61,112,31,19,559,601,822,511,348,452,152,49,2928,57,66,32,20,16,7,3,194,1205,1661,1113,791,1135,487,246,6636,10053,10283,5790,3797,5176,2343,1151,38605
CED505,1953,2138,1280,823,1100,624,334,8261,810,933,551,374,483,276,133,3563,877,886,542,319,422,251,129,3417,2791,3286,1983,1192,1621,869,460,12205,13,15,9,11,14,8,3,73,6446,7256,4367,2715,3636,2031,1060,27508,98,188,161,150,236,134,86,1052,66,150,128,84,113,61,37,638,53,107,101,81,100,47,36,526,176,400,303,238,367,178,120,1777,8,13,12,11,10,3,3,66,397,864,709,561,819,424,282,4056,6843,8122,5069,3274,4457,2457,1335,31566
CED506,1087,1086,576,363,480,53,11,3658,553,540,238,138,179,12,0,1651,814,711,348,166,186,18,0,2242,6973,7066,3496,1842,1898,134,32,21435,78,63,45,21,13,0,0,214,9500,9454,4700,2529,2761,218,38,29207,54,101,72,52,63,7,3,353,87,112,76,44,58,11,0,397,72,90,68,40,64,3,0,331,1616,2023,1263,799,678,50,14,6450,116,96,73,44,22,3,0,348,1952,2424,1553,977,881,70,23,7883,11446,11878,6255,3502,3648,286,63,37088
CED507,1008,1170,682,447,597,95,26,4026,706,734,391,276,357,41,12,2514,795,705,411,235,322,29,8,2506,4915,5287,3004,1841,2340,220,65,17675,47,37,23,14,16,4,0,137,7465,7935,4519,2819,3624,386,115,26860,57,109,75,79,124,20,4,468,115,186,99,116,140,11,4,669,95,156,124,78,123,9,9,595,944,1390,870,653,774,84,26,4740,29,46,31,16,25,3,3,151,1240,1889,1206,940,1187,121,47,6625,8703,9823,5720,3756,4811,508,159,33483
CED508,2491,2090,1131,697,1056,522,314,8297,1007,908,443,280,382,166,87,3268,1044,890,415,251,328,153,52,3131,3736,3599,1828,1136,1499,581,266,12649,27,32,18,16,13,11,0,120,8315,7519,3837,2378,3275,1428,720,27471,155,249,183,99,213,119,79,1093,144,198,149,119,171,50,34,863,90,170,102,71,112,54,18,614,567,806,515,355,466,166,80,2964,33,30,38,22,13,3,0,142,986,1461,976,670,977,387,210,5664,9304,8976,4816,3049,4253,1820,926,33136
CED509,2260,2085,1135,665,1010,517,235,7916,721,775,420,289,422,135,79,2834,782,687,358,219,350,126,71,2589,3395,3590,2036,1278,1717,480,189,12683,26,28,18,7,18,3,0,107,7185,7161,3971,2459,3513,1264,573,26127,171,208,143,117,200,84,51,982,136,184,142,99,155,53,20,788,80,171,96,86,109,40,20,608,685,1006,614,439,545,138,59,3483,48,35,32,15,25,12,6,173,1114,1609,1027,764,1031,334,158,6039,8302,8773,5001,3221,4543,1596,729,32166
CED510,2047,2815,1824,1206,1888,1001,522,11303,1000,970,621,350,483,186,106,3726,915,990,504,314,468,227,109,3521,2976,3330,1801,1072,1510,767,371,11821,21,32,15,14,14,3,3,90,6957,8133,4761,2959,4365,2185,1112,30468,107,229,211,162,298,144,86,1228,85,159,95,78,134,48,22,617,91,163,101,79,111,39,19,601,294,525,353,266,385,135,85,2047,22,22,23,14,9,7,5,98,592,1096,771,608,934,379,212,4593,7547,9235,5530,3565,5294,2569,1319,35057
CED511,921,1027,599,439,502,64,14,3559,563,571,331,185,251,27,5,1935,687,647,310,186,246,13,3,2090,5296,5629,3170,1718,2052,139,20,18017,58,69,36,31,21,0,0,216,7521,7936,4448,2554,3065,240,40,25815,75,118,100,71,83,17,3,453,118,159,105,75,95,9,0,568,70,111,94,59,76,5,0,410,1068,1474,868,602,645,54,12,4734,66,70,42,31,14,0,0,225,1397,1929,1208,835,915,77,18,6383,8920,9866,5661,3392,3981,316,63,32197
CED512,3758,3892,2428,1488,2163,874,354,14959,1306,1037,492,322,433,96,38,3734,1250,1072,532,316,411,108,30,3722,4950,4501,2314,1430,1663,382,140,15378,59,69,40,35,29,6,0,237,11320,10569,5816,3596,4697,1470,553,38031,342,555,405,295,482,179,87,2333,282,319,178,128,170,46,18,1139,202,247,142,119,173,45,20,955,1055,1413,867,512,594,113,44,4606,87,98,67,28,32,5,6,313,1961,2630,1654,1087,1443,394,175,9346,13285,13203,7466,4677,6143,1868,729,47373
CED513,2349,1776,849,555,816,488,275,7098,817,733,367,227,292,170,70,2672,869,652,322,170,272,150,66,2485,2774,2611,1308,760,994,498,225,9176,28,17,15,10,0,3,4,75,6832,5779,2856,1722,2375,1314,635,21510,190,226,163,139,229,139,76,1160,85,146,100,63,90,55,29,574,80,119,66,52,68,39,21,444,299,462,330,225,290,133,70,1810,31,30,15,14,9,3,3,106,686,987,671,503,682,373,197,4099,7514,6767,3531,2217,3060,1681,836,25609
CED514,3641,2712,1346,845,1187,803,428,10960,825,651,401,229,308,119,72,2613,800,682,322,189,248,140,67,2443,2657,2491,1341,736,1017,512,201,8966,49,46,13,12,10,6,7,138,7975,6580,3418,2013,2778,1581,771,25115,315,402,260,188,286,203,118,1771,157,178,111,79,108,43,25,705,74,137,74,57,82,38,18,484,401,538,358,241,351,124,62,2070,51,63,20,20,14,8,8,186,998,1322,827,588,837,414,234,5211,8973,7902,4241,2595,3614,1997,1008,30330
CED515,3985,2817,1302,786,1027,666,347,10926,665,568,304,163,248,124,45,2114,802,619,301,157,209,110,54,2242,2607,2235,1204,685,883,400,195,8219,30,30,12,12,10,7,0,101,8091,6276,3114,1806,2378,1304,641,23605,269,358,211,154,289,183,124,1592,101,164,101,62,112,52,30,612,83,129,83,57,72,44,24,492,444,647,428,253,355,128,66,2328,47,43,31,27,18,5,0,164,936,1343,853,553,844,413,250,5185,9021,7612,3968,2358,3224,1716,894,28787
CED516,2240,2857,1843,1254,1922,1218,611,11950,626,740,420,288,416,208,105,2797,638,731,408,269,414,250,116,2825,2316,2820,1613,1026,1438,783,387,10381,12,17,16,10,13,8,3,69,5839,7156,4300,2848,4200,2468,1222,28034,128,281,236,204,339,214,132,1532,68,137,112,90,111,58,27,603,52,113,105,100,110,48,27,551,255,407,300,245,355,137,72,1762,17,17,12,10,16,3,4,75,522,954,762,637,928,464,265,4527,6356,8113,5055,3490,5130,2932,1486,32558
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,406,381,217,144,186,81,39,1457,236,264,141,74,155,36,23,933,269,241,111,78,93,25,11,827,3269,3513,2029,1291,1732,513,136,12484,22,22,9,13,4,0,0,74,4209,4418,2505,1596,2181,661,206,15773,34,46,33,29,59,15,12,224,35,71,53,47,61,17,5,298,37,62,45,30,38,14,5,223,948,1220,720,489,671,180,55,4277,47,37,20,21,9,3,0,134,1100,1436,863,609,834,226,76,5155,5303,5858,3368,2206,3013,888,282,20929
CED602,161,126,95,74,100,15,0,583,167,199,103,64,88,25,3,650,171,179,91,53,70,13,9,587,3434,3667,2158,1333,1761,354,76,12776,23,21,14,12,6,4,0,84,3956,4197,2461,1537,2019,409,85,14669,8,9,6,4,22,9,0,65,54,70,34,31,44,17,0,248,29,47,29,33,43,17,3,195,981,1329,754,523,742,124,19,4478,63,61,37,25,13,7,0,199,1126,1515,859,618,862,171,24,5183,5083,5713,3326,2154,2878,578,113,19851
CED603,638,537,303,183,275,131,64,2131,330,358,208,141,177,75,44,1335,329,327,146,105,144,63,27,1152,2777,2900,1631,1031,1382,559,225,10497,22,14,5,3,9,0,0,53,4092,4133,2295,1470,1982,827,368,15169,61,115,71,55,98,43,26,478,70,96,71,52,71,32,20,413,24,51,44,45,52,27,6,253,690,994,632,444,594,197,72,3625,39,44,18,16,12,3,0,136,890,1301,845,611,834,304,127,4900,4981,5433,3141,2077,2818,1136,489,20069
CED604,275,301,181,105,169,83,42,1160,354,363,207,148,198,63,23,1350,317,332,191,108,140,66,27,1179,3947,4069,2253,1365,1859,621,208,14315,21,30,14,16,6,6,3,92,4912,5090,2848,1738,2369,836,300,18106,7,38,36,24,33,14,16,171,63,104,57,59,63,18,12,378,22,46,39,36,51,25,6,217,790,1093,693,485,665,199,74,3997,38,34,18,20,17,8,0,141,922,1317,842,625,825,265,110,4902,5832,6408,3694,2360,3199,1102,409,23006
CED605,85,118,77,55,74,27,7,444,155,166,125,61,95,31,7,644,186,199,107,73,83,18,8,672,3482,3915,2315,1436,1835,457,119,13556,27,26,23,16,18,0,0,109,3939,4413,2646,1643,2109,525,142,15421,10,8,4,8,6,11,0,48,47,65,56,36,48,6,0,265,14,39,18,17,39,13,3,140,1029,1360,814,544,611,128,32,4523,64,72,26,21,16,3,0,204,1169,1551,918,633,724,152,39,5186,5105,5963,3562,2271,2829,683,187,20608
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,662,569,295,189,227,45,11,2001,247,231,93,58,81,5,3,723,359,288,122,98,103,8,5,979,4762,5067,2731,1622,1331,151,31,15702,73,68,29,36,7,0,3,220,6098,6220,3272,2003,1749,217,61,19623,20,44,36,26,38,3,0,174,32,46,35,17,19,0,0,149,25,52,31,30,34,0,0,176,1332,1733,1033,671,499,40,14,5328,60,77,49,40,8,3,3,238,1473,1957,1177,784,596,48,22,6058,7568,8175,4456,2791,2346,263,82,25681
CED702,2024,1624,900,576,723,263,100,6224,488,441,228,154,204,44,17,1580,702,538,265,151,225,48,19,1951,3632,3099,1484,884,1022,180,64,10361,41,42,24,8,8,0,0,124,6884,5738,2906,1779,2192,536,206,20234,103,146,94,85,139,46,27,645,85,93,63,40,59,10,7,356,68,102,68,54,62,20,4,373,661,851,501,357,399,40,18,2825,61,51,35,20,8,0,0,177,980,1242,763,552,676,118,55,4386,7865,6979,3672,2331,2869,649,261,24620
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,2000,1895,1029,636,896,496,271,7218,856,869,535,296,491,207,110,3361,932,922,475,302,459,191,114,3386,5693,5667,3052,1919,2730,1092,518,20672,29,41,24,9,7,3,3,115,9507,9392,5112,3166,4587,1983,1006,34752,122,211,174,113,201,125,60,999,157,169,131,95,145,55,38,792,56,138,99,73,127,50,18,564,812,1132,791,512,805,272,121,4450,48,43,25,15,13,3,6,147,1197,1689,1222,811,1289,504,240,6950,10708,11079,6334,3978,5870,2493,1249,41703
CED802,3901,3240,1494,863,1137,700,331,11664,1029,962,507,297,404,178,84,3467,1183,1036,503,316,420,165,80,3700,6991,6031,3041,1825,2300,836,372,21390,57,42,21,15,17,10,0,158,13162,11305,5561,3322,4281,1880,880,40381,263,348,225,164,248,151,83,1479,152,217,160,79,125,56,19,808,69,129,84,56,92,31,17,489,740,1114,773,526,697,227,99,4169,54,55,30,22,16,8,0,181,1280,1858,1268,840,1176,481,214,7127,14440,13164,6831,4160,5454,2361,1092,47508
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
