CED_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
CED235,4549,3649,1900,1085,1628,1228,661,14701,845,752,403,245,428,247,118,3044,734,596,304,189,287,168,95,2374,3834,3599,2113,1392,1894,999,462,14302,70,75,36,21,17,7,6,230,10035,8672,4760,2938,4259,2648,1343,34647,281,420,284,245,298,226,164,1917,137,175,126,92,128,55,38,744,76,95,86,52,83,43,22,448,604,876,574,388,512,217,107,3278,57,55,37,44,23,8,3,235,1148,1615,1099,823,1039,556,336,6616,11188,10284,5854,3761,5299,3198,1678,41260
CED236,250,265,165,100,143,27,3,966,245,239,128,93,86,20,3,818,252,269,156,99,102,24,5,905,4694,5160,3076,1976,2723,622,146,18399,30,32,25,12,14,3,0,116,5467,5970,3549,2282,3073,701,159,21201,21,27,40,21,17,4,0,134,72,83,64,49,51,17,5,333,15,53,35,30,29,14,0,180,919,1259,799,610,810,188,39,4620,43,58,28,25,24,5,0,186,1071,1486,965,730,921,231,45,5451,6541,7456,4511,3014,3998,929,202,26655
CED237,2864,2154,966,608,769,586,338,8288,1087,933,465,278,390,218,114,3493,953,698,336,187,257,142,70,2645,4186,3644,1848,1057,1365,696,355,13156,56,41,19,13,18,10,3,160,9150,7479,3637,2147,2794,1652,879,27731,148,257,205,134,248,142,87,1218,129,172,123,102,118,83,36,764,96,120,70,37,73,51,26,467,309,482,388,250,351,207,92,2083,33,30,18,18,14,6,4,134,720,1059,801,542,805,487,250,4668,9872,8538,4439,2691,3597,2138,1124,32397
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,1252,1285,745,463,515,152,64,4472,666,567,317,183,261,61,24,2080,591,524,283,174,197,55,25,1855,5889,5692,3018,1833,2298,611,221,19566,46,59,40,24,19,4,0,185,8446,8126,4395,2671,3298,882,334,28156,218,284,199,124,161,57,17,1058,234,301,179,101,113,22,3,957,112,157,101,66,91,31,16,571,1905,2353,1355,837,965,200,73,7695,84,94,38,23,26,3,0,275,2553,3184,1869,1157,1358,314,107,10543,10996,11316,6267,3824,4660,1199,446,38698
CED302,2194,2102,1230,789,1119,605,268,8310,920,898,454,277,333,178,63,3115,852,824,399,211,323,155,54,2831,3888,4180,2415,1475,2001,954,409,15325,40,29,19,13,16,9,0,126,7891,8035,4512,2767,3793,1907,805,29719,170,322,188,190,224,129,80,1301,151,211,139,89,117,44,17,771,72,161,83,68,83,43,15,527,481,801,549,393,539,184,86,3040,36,47,24,14,20,5,0,144,908,1539,992,748,988,409,207,5793,8798,9579,5505,3524,4777,2316,1009,35509
CED303,889,1281,944,642,925,378,171,5228,709,828,481,305,391,143,72,2921,680,702,395,235,353,113,49,2524,4190,4616,2605,1698,2251,770,304,16436,28,27,16,12,13,3,0,100,6495,7453,4433,2891,3934,1412,586,27207,77,153,120,92,169,65,26,693,132,214,155,89,122,31,14,757,107,198,131,64,112,24,12,651,777,1128,789,561,673,196,80,4197,39,54,29,18,13,3,0,147,1127,1742,1216,817,1091,319,133,6449,7624,9192,5656,3704,5026,1736,719,33657
CED304,1612,1223,523,304,360,211,106,4334,785,664,355,218,305,143,64,2538,803,654,311,185,248,142,65,2406,3462,3539,2086,1262,1590,944,443,13315,27,14,3,9,10,0,0,62,6687,6093,3278,1974,2514,1445,672,22660,102,128,121,110,156,94,47,764,87,125,78,56,81,60,23,511,47,116,59,41,83,40,25,410,264,399,315,228,324,206,98,1834,19,26,13,10,5,3,4,75,522,799,585,446,649,401,200,3598,7204,6885,3860,2423,3166,1845,874,26258
CED305,571,626,367,235,320,57,24,2194,331,347,155,102,137,33,9,1110,406,376,206,118,135,30,5,1276,6351,6506,3438,2202,2656,396,105,21668,23,38,28,22,9,0,0,136,7695,7893,4193,2679,3260,511,143,26380,42,32,42,39,41,6,3,211,88,125,63,48,62,6,0,392,40,82,60,41,55,7,3,297,1360,1769,1071,707,849,98,33,5883,48,58,30,17,21,0,0,173,1582,2063,1271,845,1028,123,38,6957,9276,9960,5470,3531,4285,634,186,33339
CED306,771,842,561,328,444,112,54,3116,413,391,242,149,196,42,15,1441,624,497,263,157,202,31,15,1789,5464,5854,3416,2123,2772,376,129,20128,33,27,22,10,15,0,0,108,7312,7612,4506,2765,3626,553,212,26581,47,87,56,48,76,19,7,336,109,114,76,48,83,8,0,439,88,114,78,58,62,5,3,401,1275,1782,1081,713,817,79,34,5780,79,64,33,16,14,3,0,208,1597,2161,1324,878,1042,118,47,7169,8907,9772,5830,3641,4667,671,261,33745
CED307,1095,1314,852,535,747,334,140,5022,896,968,528,321,412,153,54,3325,754,778,415,233,350,125,52,2722,5414,5911,3269,1998,2545,1011,380,20524,50,48,22,14,24,4,4,156,8207,9019,5082,3102,4075,1625,631,31750,83,140,130,83,114,50,35,638,135,223,154,99,103,31,15,767,81,129,97,59,83,30,10,497,779,1181,756,508,690,223,87,4236,34,42,22,16,18,3,0,132,1116,1715,1169,772,1004,336,147,6264,9318,10731,6253,3873,5082,1968,783,38010
CED308,2219,2288,1378,938,1245,506,234,8808,985,919,484,295,382,113,49,3231,920,844,422,261,335,130,48,2959,3976,3900,2223,1295,1765,530,217,13903,44,32,24,17,19,6,0,146,8146,7989,4526,2804,3750,1287,553,29052,242,405,277,203,337,136,72,1669,243,319,178,108,145,41,23,1058,172,246,143,98,153,39,16,864,976,1322,769,500,634,151,78,4427,53,61,27,11,15,3,0,173,1684,2349,1388,922,1288,365,190,8190,9837,10342,5922,3723,5034,1645,739,37239
CED309,849,1096,641,444,617,152,70,3855,723,780,469,280,373,87,43,2748,764,734,446,240,317,72,28,2595,4470,5000,2880,1717,2101,480,193,16838,24,30,18,10,10,3,0,103,6823,7633,4451,2694,3421,789,329,26142,45,116,116,91,116,29,29,543,128,253,150,111,143,25,10,826,90,184,104,88,118,30,11,621,784,1315,865,624,764,136,69,4556,23,39,27,17,8,0,3,121,1073,1906,1271,932,1145,224,118,6672,7896,9540,5724,3627,4568,1016,451,32816
CED310,670,839,586,407,478,146,53,3184,559,660,358,213,250,70,26,2130,640,641,353,209,284,56,20,2204,3812,4362,2561,1637,2131,484,149,15142,28,21,14,20,10,0,8,102,5707,6529,3872,2486,3154,753,257,22763,39,96,86,71,130,35,11,474,130,208,153,98,123,26,3,744,63,138,98,76,107,26,13,520,729,1247,812,583,743,129,70,4308,33,31,35,21,25,3,0,145,992,1731,1174,850,1125,224,98,6189,6704,8258,5043,3339,4277,978,352,28949
CED311,765,860,460,302,379,49,12,2829,336,401,216,138,161,15,0,1260,518,453,234,125,161,13,6,1505,6798,7082,4022,2391,2718,140,63,23207,46,51,31,28,16,3,0,173,8472,8849,4955,2974,3439,217,79,28977,50,103,66,41,45,3,4,309,95,125,64,48,55,0,0,397,46,98,38,34,48,4,3,267,1385,1745,1010,658,716,60,12,5596,74,60,32,25,22,0,0,208,1655,2121,1222,805,882,69,18,6778,10123,10974,6175,3785,4320,287,99,35762
CED312,2196,2468,1423,898,1232,414,209,8833,1096,978,474,284,361,102,27,3329,969,881,442,279,325,88,35,3021,5092,4919,2582,1617,1946,490,191,16840,71,73,34,20,17,3,0,222,9423,9321,4955,3099,3888,1098,462,32239,261,408,250,194,257,84,46,1494,322,363,170,129,153,42,17,1197,194,273,144,91,125,29,14,873,1461,1758,981,648,774,171,65,5859,81,91,50,26,27,3,0,282,2314,2888,1597,1088,1334,334,140,9704,11730,12210,6554,4188,5222,1427,604,41939
CED313,1773,1368,737,437,589,302,151,5351,858,837,425,258,294,179,67,2928,861,747,362,226,258,124,60,2642,3925,3777,2170,1336,1757,898,411,14275,22,27,16,8,5,3,3,81,7440,6754,3710,2276,2900,1503,693,25275,132,189,192,140,188,101,63,1015,128,145,120,82,104,53,34,661,82,127,77,65,91,39,17,504,322,560,395,309,423,174,121,2305,21,25,18,8,11,0,4,80,693,1040,803,606,813,372,236,4560,8131,7800,4512,2881,3720,1876,925,29839
CED314,972,847,493,308,378,114,46,3153,331,384,227,149,200,30,12,1326,405,378,231,143,211,26,18,1415,5715,6185,3403,2174,2692,450,176,20795,37,31,17,12,8,0,4,108,7460,7826,4373,2783,3486,621,251,26801,87,149,88,89,129,48,28,615,88,151,75,62,68,9,4,455,54,76,47,30,55,6,3,276,1254,1715,1048,734,918,129,53,5855,50,33,17,14,18,5,0,138,1538,2128,1270,924,1191,202,88,7344,8997,9953,5644,3704,4682,826,340,34143
CED315,829,816,492,350,424,169,74,3152,536,464,286,169,226,56,28,1767,615,509,294,168,214,70,17,1886,6247,5774,3011,1967,2368,579,243,20190,31,28,20,13,4,0,0,102,8264,7595,4107,2665,3237,875,358,27098,107,160,108,78,122,67,31,664,137,216,87,100,107,29,8,689,88,158,93,63,103,18,14,528,1740,2187,1270,876,955,207,80,7321,56,65,39,33,24,0,0,212,2119,2787,1590,1146,1310,325,131,9403,10381,10380,5691,3808,4543,1204,492,36505
CED316,395,436,275,164,250,45,5,1571,304,350,233,128,197,22,10,1252,345,401,202,153,179,17,11,1309,3840,4441,2630,1667,2109,225,58,14967,32,32,21,19,22,0,0,125,4911,5660,3361,2134,2761,310,82,19223,22,42,38,39,49,10,8,209,129,175,120,80,102,19,9,635,65,133,84,56,99,13,3,460,1413,2026,1263,805,910,105,35,6554,56,66,34,18,19,4,0,192,1681,2444,1541,995,1184,145,58,8044,6594,8098,4903,3129,3943,463,146,27269
CED317,517,596,328,206,258,33,18,1951,340,333,197,117,136,10,6,1146,507,484,280,149,199,16,8,1640,5435,5919,3475,2073,2389,187,59,19545,60,60,54,24,18,5,0,218,6865,7390,4335,2573,3002,246,93,24506,56,85,56,36,53,4,3,297,94,114,81,51,68,3,3,414,64,109,58,48,66,8,0,356,1604,2172,1351,866,876,55,27,6947,70,89,56,34,16,0,0,269,1898,2570,1604,1040,1075,72,29,8289,8760,9963,5938,3615,4078,322,123,32789
CED318,1406,1323,812,519,684,144,66,4948,594,687,376,226,290,18,11,2212,949,916,497,280,353,36,24,3053,5099,5434,2950,1693,1916,231,99,17418,63,62,30,25,18,3,0,212,8114,8430,4659,2747,3266,435,197,27844,148,249,203,151,207,43,25,1027,142,243,125,113,138,18,4,781,162,297,169,99,151,14,11,896,1810,2339,1339,819,835,99,46,7283,97,107,47,46,28,3,0,330,2355,3236,1876,1221,1364,178,90,10317,10473,11667,6535,3965,4629,612,280,38160
CED319,1949,1695,907,544,754,400,188,6434,879,798,378,232,248,123,48,2711,924,743,367,201,264,120,44,2665,4348,4132,2349,1402,1859,820,366,15287,49,39,22,12,7,3,3,135,8149,7414,4025,2391,3137,1466,654,27228,122,209,159,102,175,108,44,919,138,221,131,93,120,50,23,773,97,138,110,61,108,39,16,567,555,838,612,418,550,205,113,3293,59,50,27,10,14,6,0,167,972,1464,1033,681,968,408,196,5720,9123,8872,5051,3066,4104,1881,852,32949
CED320,702,1004,627,415,579,199,64,3593,620,675,397,252,279,79,30,2341,600,658,362,238,293,75,23,2241,5520,5683,3119,1964,2454,606,189,19530,36,41,28,18,17,3,0,137,7480,8060,4529,2880,3624,962,313,27845,101,163,141,108,119,41,19,697,199,235,174,92,120,34,17,871,134,175,128,76,129,22,14,690,1626,2159,1227,771,948,185,71,6981,60,62,39,27,22,3,0,219,2125,2805,1715,1076,1337,284,127,9454,9599,10866,6246,3953,4961,1241,442,37306
CED321,337,339,205,153,163,29,4,1225,221,231,158,98,128,6,0,844,331,309,149,87,115,14,3,998,5943,6651,3686,2105,2455,142,58,21040,30,49,19,25,14,0,0,139,6859,7578,4223,2467,2876,184,68,24255,25,27,22,15,30,4,0,126,75,110,62,53,56,0,5,359,53,62,42,34,43,0,3,239,1495,1841,1129,701,716,50,14,5958,70,65,35,23,22,4,0,218,1717,2103,1290,826,871,59,25,6896,8581,9685,5515,3296,3744,243,86,31155
CED322,1231,1365,847,582,772,338,137,5274,904,847,451,274,358,119,40,2992,868,873,446,269,327,115,56,2958,4023,3955,2129,1316,1729,558,225,13934,26,18,8,5,9,0,3,77,7052,7063,3891,2452,3198,1131,462,25240,108,230,212,170,250,96,52,1116,187,329,183,117,172,47,16,1041,119,189,151,100,140,43,28,773,575,1029,748,551,762,202,100,3969,36,43,26,25,21,0,0,153,1030,1822,1318,961,1343,382,192,7052,8076,8880,5212,3410,4540,1516,655,32290
CED323,1584,1389,721,480,697,297,141,5317,675,589,316,203,279,98,35,2194,814,730,358,205,271,93,40,2508,2675,2610,1488,966,1316,478,185,9708,38,28,23,17,13,0,0,111,5787,5348,2898,1864,2569,964,407,19836,191,330,264,201,293,115,79,1470,183,241,147,127,145,52,26,921,126,203,140,103,127,49,14,759,619,862,543,400,490,157,78,3149,46,56,30,12,12,3,3,162,1166,1696,1115,838,1072,377,200,6465,6954,7044,4012,2704,3643,1339,608,26298
CED324,3944,3303,1644,975,1427,964,533,12789,781,722,386,209,255,121,69,2538,820,714,327,214,273,125,64,2544,2937,2888,1591,972,1351,713,313,10761,39,42,21,16,6,4,0,126,8515,7663,3967,2383,3311,1930,981,28760,382,463,329,240,388,309,179,2283,94,160,95,61,92,44,31,579,77,151,87,71,85,37,23,534,326,518,374,266,341,166,96,2087,44,36,20,7,14,8,0,128,922,1328,902,645,917,565,333,5607,9434,8995,4873,3026,4232,2494,1312,34363
CED325,4064,4070,2271,1505,2025,1059,558,15556,906,821,413,278,331,116,55,2921,920,786,368,233,279,97,49,2725,4008,3625,1809,1144,1456,507,207,12759,69,62,29,23,20,3,0,205,9963,9371,4892,3182,4101,1785,872,34165,587,750,546,375,551,307,159,3275,218,286,163,100,128,29,23,940,160,202,116,78,97,29,18,701,909,1183,688,458,581,152,68,4037,85,100,71,40,33,13,6,336,1951,2524,1570,1043,1391,534,275,9289,11917,11888,6463,4222,5494,2322,1141,43452
CED326,2269,2375,1317,844,1081,439,171,8493,897,774,442,215,309,86,24,2754,848,699,319,195,256,72,36,2431,4637,4336,2285,1399,1810,547,222,15229,42,57,40,14,18,8,0,178,8692,8245,4402,2663,3471,1152,464,29090,183,279,236,170,236,78,18,1206,236,282,182,105,151,17,17,1004,127,180,141,93,92,34,12,693,1184,1644,1041,658,836,193,94,5645,65,63,38,20,18,0,3,211,1795,2456,1647,1054,1336,330,142,8757,10487,10701,6049,3720,4806,1485,607,37847
CED327,5307,4696,2510,1530,2052,1046,555,17698,990,886,456,276,355,114,41,3126,956,818,378,218,265,86,43,2759,3753,3654,1930,1123,1441,413,158,12480,80,59,39,25,23,6,4,237,11081,10115,5312,3174,4136,1670,795,36295,610,843,586,417,579,290,151,3469,310,363,218,121,160,38,13,1228,187,244,167,97,119,27,14,852,1237,1656,974,613,696,138,51,5366,104,107,58,41,34,9,10,357,2449,3209,2000,1290,1588,500,235,11271,13534,13331,7312,4462,5726,2163,1033,47564
CED328,1764,2107,1181,710,1073,626,342,7797,989,1083,560,363,416,238,96,3743,881,994,495,311,411,238,97,3425,3735,4320,2597,1564,2116,1149,528,16013,19,20,11,10,10,5,4,70,7387,8528,4846,2957,4017,2250,1064,31051,80,207,154,125,205,139,71,974,85,148,105,86,138,57,33,652,37,99,77,64,85,64,44,478,273,596,482,345,485,241,127,2555,24,13,16,9,11,8,6,81,496,1058,830,631,928,512,281,4739,7885,9582,5679,3587,4945,2764,1351,35794
CED329,307,450,305,210,295,64,15,1658,358,451,311,195,231,29,10,1584,374,496,270,183,219,31,15,1584,3896,4520,2892,1859,2176,257,90,15686,49,26,29,13,11,0,0,129,4983,5944,3803,2460,2919,383,138,20644,33,70,73,59,85,4,4,334,99,175,118,84,97,7,6,590,68,129,90,68,111,12,3,481,1219,1669,1080,746,859,86,50,5713,57,61,36,18,28,0,0,212,1482,2107,1405,981,1182,116,61,7335,6470,8052,5211,3443,4103,502,202,27975
CED330,661,957,659,483,634,207,85,3690,668,811,518,332,407,108,34,2879,657,795,489,279,353,103,38,2718,5329,6277,3704,2321,2805,605,207,21251,37,43,39,15,17,0,0,156,7356,8892,5412,3437,4214,1021,368,30694,55,108,107,80,101,30,15,494,137,179,112,70,106,14,10,626,86,143,99,78,98,20,10,541,1120,1504,918,594,717,114,40,5020,51,54,29,26,23,0,0,191,1453,1992,1268,851,1047,180,80,6871,8808,10882,6675,4283,5261,1200,449,37560
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,2582,2043,1021,524,737,488,299,7700,547,522,315,192,269,169,118,2129,587,473,243,142,194,126,83,1841,3352,3461,1992,1209,1599,917,546,13079,21,29,19,6,5,3,0,86,7081,6533,3580,2080,2807,1711,1052,24837,184,282,200,170,270,176,109,1381,95,111,76,65,101,61,40,538,58,87,62,43,68,38,36,393,385,668,426,320,460,241,154,2656,33,34,11,16,8,6,3,112,745,1171,781,612,907,532,334,5083,7825,7706,4359,2690,3718,2242,1388,29924
CED402,474,473,308,177,250,67,26,1772,217,222,138,97,146,29,4,864,294,264,161,104,123,25,9,972,5360,5779,3376,2173,2840,461,105,20095,49,25,23,11,16,0,0,121,6392,6766,4004,2565,3371,581,142,23822,50,60,41,39,48,22,3,259,63,98,66,36,53,10,0,330,32,55,46,38,52,16,3,235,1114,1635,1003,737,929,146,40,5604,48,76,33,28,18,3,3,203,1301,1922,1189,876,1101,196,54,6636,7699,8690,5197,3436,4470,778,196,30460
CED403,1480,1362,819,534,813,488,257,5760,604,645,381,246,348,189,115,2527,565,555,340,198,303,164,96,2218,4033,4327,2431,1516,2193,1120,629,16251,23,12,9,10,8,0,0,61,6707,6906,3973,2504,3668,1959,1098,26815,85,127,94,79,147,90,61,694,76,142,95,77,125,69,40,619,40,85,54,46,99,47,21,393,392,736,525,405,539,234,149,2974,37,26,22,11,9,3,0,111,628,1122,790,620,923,438,276,4798,7339,8022,4761,3124,4584,2403,1378,31612
CED404,319,288,161,122,145,33,9,1066,141,200,117,77,138,20,0,696,247,201,95,72,124,15,3,751,5275,5472,3076,1954,2366,283,45,18468,73,63,47,24,16,0,0,222,6053,6220,3495,2241,2789,351,60,21209,19,33,37,30,26,3,3,153,61,65,56,52,69,14,4,323,19,43,42,25,52,13,3,205,1337,1666,1070,753,889,121,22,5856,88,93,69,29,24,4,0,305,1526,1905,1269,884,1069,150,29,6837,7579,8125,4763,3127,3853,497,94,28043
CED405,1967,1427,696,397,613,405,228,5725,422,420,263,166,240,137,81,1724,561,411,233,128,192,118,74,1717,3691,3631,1953,1269,1865,955,501,13864,25,32,20,5,9,0,0,91,6666,5909,3159,1966,2921,1615,879,23119,122,164,133,85,134,108,72,821,89,138,92,66,102,55,27,564,45,82,42,40,66,43,22,347,441,717,505,349,553,267,145,2973,32,39,17,10,12,3,6,119,726,1138,789,547,866,478,283,4824,7389,7048,3954,2517,3782,2091,1162,27939
CED406,842,1008,709,488,728,375,166,4312,657,624,324,230,327,112,65,2339,579,508,288,198,260,95,40,1970,5181,4573,2285,1363,1816,618,281,16110,34,34,17,17,14,5,0,117,7297,6747,3627,2292,3144,1203,547,24858,50,107,85,89,128,68,39,567,181,255,136,99,172,42,27,904,102,155,110,70,138,49,30,654,1320,1751,1055,734,899,254,89,6100,54,69,51,39,29,3,3,244,1705,2328,1439,1024,1372,416,182,8464,9005,9068,5065,3317,4520,1616,732,33325
CED407,2011,1758,906,549,861,550,315,6949,530,526,305,239,353,167,86,2202,469,456,234,194,271,142,76,1847,4319,4303,2394,1479,1952,806,308,15561,23,28,15,8,13,7,3,94,7355,7067,3858,2470,3453,1665,784,26652,138,202,160,112,206,144,101,1063,116,137,114,90,129,55,27,667,54,90,70,65,109,53,27,465,815,1191,736,536,709,245,109,4339,33,38,34,16,13,5,3,147,1157,1662,1114,819,1164,498,261,6681,8509,8726,4974,3290,4622,2167,1048,33331
CED408,274,449,335,257,386,211,83,1995,441,580,359,240,324,127,73,2148,465,482,291,194,280,104,53,1872,4749,5388,3017,1865,2579,863,381,18841,21,23,21,14,14,9,0,102,5956,6930,4020,2571,3582,1313,590,24960,17,50,57,44,59,31,19,277,58,112,85,81,107,46,18,503,37,83,86,55,91,22,8,383,554,935,693,495,691,196,83,3652,21,35,21,17,11,3,0,113,684,1219,938,691,956,298,132,4927,6644,8144,4962,3265,4540,1608,728,29890
CED409,2904,2656,1420,915,1308,906,498,10611,518,437,244,176,224,122,67,1789,506,458,219,150,196,101,47,1673,4040,3659,1886,1241,1564,644,249,13278,45,40,32,17,19,4,0,153,8019,7243,3805,2494,3311,1775,864,27514,359,484,344,272,393,260,145,2258,171,204,133,101,147,59,25,845,101,127,84,64,88,46,21,532,1176,1531,917,638,843,295,114,5523,84,70,53,23,37,16,9,280,1889,2418,1526,1094,1504,674,320,9432,9911,9662,5330,3595,4818,2447,1180,36943
CED410,2460,2141,1201,758,1038,664,332,8587,482,525,333,249,346,219,120,2274,524,465,280,150,249,154,105,1929,3355,3633,2074,1417,1992,1110,550,14133,25,24,12,8,11,4,0,86,6847,6792,3904,2580,3636,2154,1100,27012,149,216,174,147,273,179,101,1252,86,127,115,69,126,68,59,653,53,90,45,43,86,48,28,385,394,694,482,330,510,259,164,2831,26,20,17,14,8,8,3,97,703,1151,834,598,1010,559,355,5217,7555,7946,4741,3181,4637,2712,1456,32231
CED411,1356,1249,707,497,658,404,167,5028,395,435,296,230,305,135,44,1835,399,431,230,160,262,120,61,1669,6235,5912,3130,1949,2399,691,216,20527,64,68,33,23,17,8,4,212,8445,8101,4394,2854,3646,1349,487,29273,270,281,190,124,203,108,50,1226,177,192,120,105,140,55,25,812,70,127,83,66,115,42,22,529,2218,2488,1348,896,1139,284,89,8463,112,127,76,34,30,9,0,388,2854,3213,1814,1231,1627,496,185,11416,11297,11316,6211,4081,5272,1842,670,40694
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,2778,2855,1650,1156,1498,540,226,10692,1112,954,492,267,391,119,35,3384,1154,969,425,255,356,126,41,3332,4803,4548,2254,1325,1593,389,124,15029,61,62,25,21,17,3,0,180,9905,9389,4849,3017,3850,1178,428,32614,262,399,273,186,266,86,59,1531,242,318,162,135,149,45,17,1073,163,222,151,100,106,31,20,800,1217,1569,806,512,639,151,62,4958,57,64,42,29,20,3,0,212,1937,2575,1444,962,1178,317,159,8573,11849,11961,6290,3982,5022,1494,586,41185
