CED_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED205,64,166,545,637,724,1185,1993,2026,946,8279,10,217,544,545,504,527,450,474,188,3469,432,680,1571,1205,1159,1176,1195,1174,836,9438,3994,11926,24115,20712,19505,17058,14204,9199,3808,124524
CED206,117,200,766,1104,1464,2026,3066,2030,650,11428,25,70,279,360,559,755,751,615,221,3637,661,767,1727,1392,1512,1332,1245,826,385,9844,5370,12805,23528,21189,23448,18554,12133,5796,1887,124701
CED207,57,82,259,297,356,593,1350,1103,674,4762,10,26,71,78,116,71,71,74,39,559,361,421,892,949,1135,1120,1159,904,561,7504,3665,8543,18119,18652,20135,18050,13754,6323,2545,109787
CED208,45,76,131,155,279,595,1479,1957,1146,5861,19,60,167,150,188,251,283,377,144,1634,471,872,1508,1014,957,921,884,1069,838,8533,5971,18452,26437,20432,20187,15947,11977,9537,4782,133729
CED209,68,67,144,207,244,496,1319,1414,1109,5058,11,25,49,52,73,77,54,41,31,403,442,526,969,1107,1209,1358,1459,1171,807,9038,3780,8901,17267,19755,19886,19659,16037,8206,3975,117458
CED210,100,135,319,387,552,1090,2137,2100,1254,8074,19,38,107,139,137,122,171,188,77,998,486,736,1655,1444,1666,1662,1800,1511,926,11889,3809,9675,19272,18362,19753,19053,15393,8819,3961,118089
CED211,89,80,277,281,357,525,1070,1303,1016,4997,10,48,179,145,212,245,193,182,71,1291,266,322,904,885,841,757,870,1047,858,6754,3087,8422,20135,21441,19382,15844,13335,8570,4363,114579
CED212,65,84,228,252,356,546,1309,1186,778,4810,10,26,41,63,69,49,69,73,28,430,476,572,1205,1223,1402,1369,1460,1322,809,9837,3459,8408,17274,19110,20449,18209,15358,8727,3703,114700
CED213,91,85,218,209,378,709,1777,1700,1031,6195,12,11,36,61,70,72,91,90,38,485,476,486,947,1186,1479,1726,2061,1723,1065,11152,3728,7488,14596,17680,20957,21606,20307,10922,4542,121819
CED214,52,108,388,444,708,1285,2513,2641,1323,9453,16,68,278,255,332,446,482,616,294,2780,441,841,2167,1774,1511,1363,1293,1202,784,11377,3452,11343,30338,26523,21565,16796,11312,7465,3547,132341
CED215,68,128,283,297,517,1023,2273,2036,1028,7651,10,19,53,45,80,79,90,91,36,496,609,798,1651,1572,1925,2147,2220,1746,882,13550,3358,7489,15649,15596,18807,21178,18134,9335,3620,113165
CED216,39,25,59,88,128,271,650,924,943,3122,8,10,46,48,70,81,75,118,66,517,339,410,933,1003,1210,1043,980,852,768,7536,3020,8076,15017,19511,23353,18327,13607,7570,5114,113599
CED217,98,123,472,725,1202,2032,2682,1269,446,9049,15,58,218,339,521,576,431,340,120,2613,673,1064,2463,2256,1873,1547,1351,679,220,12122,5402,12777,30393,31750,24267,18904,11817,4320,1332,140972
CED218,23,41,68,75,126,267,744,1082,640,3068,8,16,74,40,63,79,117,231,80,715,351,864,2655,1450,1181,1040,962,940,540,9987,3073,13535,32798,21335,19017,15309,11727,7206,3571,127572
CED219,123,237,714,870,1008,1435,1871,1361,671,8292,32,174,609,798,630,503,356,255,87,3438,670,870,1954,1727,1574,1477,1191,951,560,10965,5470,14123,32583,29883,24830,19635,11683,5590,2100,145901
CED220,36,73,307,446,781,1231,2263,2290,1225,8645,10,90,284,313,552,667,585,552,268,3319,352,554,1135,1040,972,922,1004,1022,769,7774,3524,10443,21870,21410,20206,16604,12464,8283,4146,118947
CED221,73,79,196,229,382,844,1857,1788,1102,6551,8,16,45,52,77,63,75,61,26,414,577,619,1165,1377,1652,1980,1946,1411,829,11558,3369,6830,14013,16107,19331,20952,17092,8494,3746,109948
CED222,67,106,360,526,713,949,1490,1375,877,6462,19,106,290,342,411,414,323,257,111,2272,380,531,1281,1270,1230,1218,1229,1142,909,9192,3767,9774,22069,23845,22265,17619,12670,7017,3453,122490
CED223,32,40,116,127,222,392,1144,1434,981,4484,7,23,55,63,115,100,103,140,66,671,310,371,876,894,987,940,913,863,675,6834,3107,8498,17425,19875,19774,17829,13045,6886,3364,109806
CED224,27,18,58,57,104,201,570,862,692,2596,4,16,76,44,110,88,96,168,75,681,381,589,1261,926,1064,885,843,762,698,7404,3706,11918,20331,17734,20556,16341,12250,7183,4371,114382
CED225,58,48,175,194,317,607,1024,927,540,3889,8,28,83,107,109,87,105,73,27,622,450,455,913,1013,1166,1016,893,731,463,7093,4529,9796,18362,23320,23789,18017,11400,5285,2082,116579
CED226,120,186,564,641,784,1254,1943,1350,580,7423,28,51,268,349,364,361,298,227,97,2045,701,1033,3032,2412,1804,1456,1199,719,280,12625,5609,14414,43633,38644,27278,19567,11540,4895,1608,167194
CED227,83,121,318,381,596,1173,2419,2565,1614,9270,19,42,111,142,185,149,127,142,58,970,616,674,1467,1256,1837,2097,2149,1736,1070,12893,3379,7253,15127,14822,18510,19661,15744,9525,4460,108476
CED228,42,101,359,551,916,1511,2932,3096,1383,10893,15,83,261,284,571,628,571,710,350,3468,551,871,2160,1602,1422,1442,1521,1296,802,11674,4043,12824,27579,22539,21552,18311,13418,8742,3823,132829
CED229,91,105,383,433,592,1078,2018,1359,650,6711,20,34,123,132,147,179,193,165,58,1044,727,778,1883,1868,1864,1633,1444,875,417,11487,5672,12606,31514,31601,27985,21483,14377,5900,2156,153296
CED230,123,128,317,309,550,932,2157,2003,1309,7819,12,21,70,81,97,61,92,77,36,550,591,672,1362,1419,1769,1918,2064,1628,820,12237,4249,9055,20471,19803,21511,21207,18171,9417,3858,127745
CED231,52,139,324,308,449,654,849,1027,567,4363,18,117,229,219,245,290,261,407,224,2014,1162,3348,6832,3145,2225,1789,1277,835,516,21138,9990,34290,64286,27987,18636,14520,9502,4796,2232,186248
CED232,12,40,139,102,175,294,634,777,617,2787,6,25,82,54,72,76,97,157,90,652,462,1365,4586,2661,1982,1718,1385,837,613,15608,2751,12910,41643,26174,19542,15796,11184,5304,2968,138259
CED233,22,32,78,105,203,578,1552,2016,1059,5640,5,19,72,67,100,167,222,376,180,1217,273,290,630,613,828,831,925,1037,765,6194,3354,8687,15014,16621,20190,17371,13950,9482,4010,108680
CED234,74,142,378,428,573,1194,2516,2400,1368,9080,17,46,151,170,158,121,145,147,71,1016,661,570,1426,1495,1860,2133,2316,1872,1068,13401,3703,7162,15191,16098,19387,20261,17058,9972,4180,113008
CED235,36,81,337,470,748,1823,3409,2746,1043,10706,5,38,172,219,327,456,579,696,237,2726,425,670,1607,1238,1165,1218,1239,858,340,8760,4412,12029,26436,23137,22046,18618,12960,7081,2427,129157
CED236,72,98,201,260,437,1015,2241,2264,1428,8018,9,5,56,59,79,65,63,32,16,381,510,565,1187,1440,1818,1979,2121,1683,876,12171,3303,6716,12901,14732,18725,19906,16422,8991,3925,105624
CED237,44,64,209,315,516,1047,2588,3740,1905,10423,10,33,131,132,222,353,549,787,374,2589,419,832,2534,1769,1317,1129,1056,1179,790,11027,3433,13284,36479,26775,20173,14590,10086,8810,4424,138061
CED294,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
CED301,56,79,275,326,556,1044,2630,2002,947,7916,8,18,49,92,141,130,98,67,23,612,697,861,1806,1569,1647,1564,1285,966,368,10757,5438,10646,22419,19833,19865,17303,12207,6141,2218,116061
CED302,23,37,102,155,274,462,1592,1614,871,5129,7,30,57,64,76,82,68,76,43,493,375,515,1066,1028,1099,952,879,893,669,7468,4997,9943,19532,21766,21069,16504,11955,6867,3160,115794
CED303,32,38,103,160,285,533,1751,1388,791,5083,4,14,38,25,34,55,44,38,29,275,283,315,697,826,996,1094,1117,990,812,7121,4709,8178,15757,18458,21185,19862,15356,7545,3276,114326
CED304,13,58,106,115,185,267,656,712,512,2616,3,44,93,54,61,53,51,71,40,465,485,1466,3592,2183,1883,1432,1022,636,592,13293,5171,18080,38681,24664,20824,14982,9187,4296,2279,138170
CED305,46,56,202,275,483,884,2574,2174,828,7527,5,21,60,59,64,74,46,47,26,408,715,1019,2374,2238,2413,2086,1526,1182,759,14312,4908,9112,20342,19546,20815,18599,12285,6476,2493,114580
CED306,33,54,142,243,443,908,2396,2028,942,7175,10,12,42,51,66,49,74,68,33,398,643,1129,2565,2209,2330,1991,1614,1079,529,14094,4753,9801,21162,20640,22467,19797,13198,6630,2513,120958
CED307,32,31,101,150,210,377,1543,1054,481,3974,0,12,37,43,47,43,44,40,9,276,321,399,848,922,1012,863,769,577,450,6163,4754,8853,17722,21435,21252,16754,12151,4594,1794,109311
CED308,24,45,159,199,321,586,1292,1088,580,4301,3,24,79,69,76,95,66,57,38,508,665,888,1868,1712,1864,1573,1653,1246,755,12230,5600,11265,21843,22955,23282,19462,16566,7991,3052,132007
CED309,27,28,89,138,258,469,1315,1287,739,4348,11,7,31,23,43,51,43,32,15,258,439,551,1109,1235,1417,1356,1459,1203,925,9689,4232,7910,16607,19706,21904,20356,16873,8898,3750,120243
CED310,13,28,120,132,238,452,1627,1568,966,5146,6,19,16,18,45,38,36,31,27,241,413,536,974,1064,1262,1248,1354,1175,821,8848,4359,7349,14532,17281,19042,18192,16908,9392,3947,111002
CED311,34,48,210,268,613,1091,2873,1930,680,7751,9,16,45,42,50,55,84,62,33,403,774,880,2078,2081,2438,2079,1611,997,373,13311,4643,8646,20582,20504,22495,19402,12941,5635,1694,116547
CED312,34,71,252,320,501,805,1771,1188,642,5581,12,33,99,123,150,142,134,71,30,791,643,690,1627,1484,1518,1321,1210,805,358,9665,5834,11123,23308,23002,20961,17475,13105,5790,2132,122736
CED313,19,36,94,127,224,338,858,1042,701,3458,8,31,84,51,66,82,92,105,39,564,466,1085,2705,1662,1462,1128,754,582,459,10311,4542,14751,33668,25077,20171,14476,8599,4621,2513,128422
CED314,57,86,193,249,433,723,2489,2224,1032,7490,9,13,66,88,114,102,70,55,36,553,626,690,1327,1226,1345,1395,1450,1340,1019,10421,4850,9686,18801,17790,18843,17638,13956,8030,3512,113110
CED315,72,71,198,278,461,789,1674,1358,622,5525,6,28,65,92,90,73,62,60,29,506,791,1361,2100,1666,1751,1540,1259,829,436,11727,6422,13848,24493,21025,20459,17074,11384,5381,1987,122069
CED316,35,60,177,295,518,1016,3312,2769,1193,9381,4,13,52,46,75,81,86,84,24,468,514,548,1038,1114,1490,1811,2192,1813,858,11383,4007,6600,13393,14878,17764,20293,20917,11333,3823,113014
CED317,74,91,232,317,666,1336,3039,2559,1113,9436,11,26,59,64,112,120,165,141,84,780,840,1076,2359,2150,2514,2441,2065,1344,517,15310,4859,8457,18287,18418,21375,20993,15927,7928,2701,118937
CED318,92,101,292,385,556,1006,1654,1108,540,5728,18,43,158,171,176,150,120,94,34,957,1051,1303,2918,2635,2796,2449,1802,987,476,16405,5607,10494,24341,25086,25307,21448,13753,5522,1999,133569
CED319,25,36,122,196,352,498,1647,1793,1061,5734,4,27,72,101,113,133,76,82,50,657,320,698,1518,1156,1137,977,931,1020,1042,8804,4245,10746,25040,22832,20503,16615,11867,7622,3963,123438
CED320,62,88,207,311,480,857,2530,1734,665,6936,6,30,78,56,63,69,85,51,16,458,564,818,1659,1517,1464,1591,1692,1189,928,11421,5496,10022,19471,19896,20931,19340,16898,7667,2798,122523
CED321,40,66,219,325,698,1418,3638,2677,1206,10279,7,6,21,33,73,85,137,115,45,530,702,708,1596,1728,2037,2215,2212,1548,785,13520,4382,7690,16323,17091,19996,20483,17138,8694,3126,114931
CED322,16,26,90,133,226,434,974,1022,698,3611,8,15,34,37,46,44,61,52,32,321,453,622,1400,1372,1304,1409,1345,1245,1101,10254,4635,9071,19028,20870,20385,18384,14806,8150,3983,119308
CED323,33,59,167,181,306,550,1165,1081,618,4164,10,26,93,77,69,81,67,66,46,526,818,1322,2634,1931,2061,1963,1982,1424,951,15085,4840,12676,25678,20974,20987,19057,16637,8988,3975,133818
CED324,27,92,274,329,439,614,1223,1246,863,5114,10,76,247,204,275,272,155,154,93,1497,433,854,1659,1190,1086,900,889,716,654,8370,5193,14905,28691,22236,18922,15554,11063,5927,3038,125530
CED325,48,84,337,521,714,852,1330,880,422,5181,9,36,203,255,428,427,190,149,75,1775,753,1256,2769,2278,1836,1265,1086,731,462,12434,5765,11463,24691,23978,21669,16101,10198,4671,1767,120296
CED326,30,67,149,226,398,727,2065,1747,930,6343,6,16,61,68,96,93,78,64,28,503,450,556,1319,1401,1421,1199,1379,1346,1116,10175,4895,9598,21365,22767,21309,17832,15209,8484,3899,125356
CED327,63,173,520,591,699,1056,1787,1016,489,6401,17,105,357,381,386,319,222,163,64,2010,742,884,1859,1628,1518,1386,1118,709,373,10216,6472,12745,28423,25260,21714,18307,12088,4617,1738,131353
CED328,20,25,57,74,87,160,524,586,474,1999,0,14,38,43,41,45,30,28,18,257,402,917,1195,926,860,798,694,618,583,6984,7095,16642,20672,21166,20091,15614,11929,5840,2871,121920
