CED_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
CED402,2273,1047,1106,2152,1072,1084,2151,1108,1047,2153,1040,978,2014,5392,5356,10751,1136,1058,2193,1072,998,2071,1053,992,2050,1072,1056,2127,1019,986,2000,5351,5091,10440,1011,1040,2055,1028,1016,2041,1063,928,1988,962,922,1877,1064,1034,2100,5125,4932,10055,828,837,1666,819,829,1651,760,733,1495,693,650,1351,673,652,1324,3770,3709,7483,615,632,1245,526,576,1106,574,611,1187,458,515,977,457,553,1017,2640,2890,5529,1748,2045,3797,1079,1528,2604,374,771,1142,79,211,289,3,22,27,75467,74031,149502
CED403,2029,964,1040,2009,887,1071,1955,974,1063,2030,917,1000,1914,4779,5166,9946,856,981,1835,876,934,1809,851,961,1816,793,988,1779,881,921,1805,4261,4788,9050,869,907,1781,799,944,1745,776,890,1661,796,837,1633,820,964,1788,4062,4548,8609,678,773,1451,679,723,1407,614,678,1298,602,603,1210,542,614,1160,3125,3394,6516,478,550,1028,431,564,997,419,570,988,416,484,900,398,447,852,2141,2616,4759,1611,2081,3692,1146,1780,2921,478,1095,1567,102,280,379,11,30,37,70246,75585,145836
CED404,2304,1103,1112,2217,1157,1007,2164,1081,1039,2122,1057,1043,2100,5552,5349,10906,1085,1004,2088,1068,948,2015,1052,940,1988,1100,993,2088,1015,978,1989,5315,4854,10175,985,930,1909,995,949,1946,980,915,1893,904,851,1762,1018,985,2004,4880,4635,9515,819,785,1602,859,858,1723,808,761,1571,734,703,1441,705,649,1351,3926,3753,7681,622,578,1205,585,578,1162,541,562,1098,517,520,1038,425,445,867,2690,2678,5372,1632,1945,3576,960,1378,2335,350,639,992,56,203,255,5,20,29,72947,70571,143526
CED405,2067,924,1070,1995,971,1032,2005,895,958,1849,824,996,1822,4604,5132,9736,888,951,1833,861,930,1788,853,971,1826,788,951,1741,828,915,1740,4219,4713,8937,796,897,1696,800,915,1719,760,866,1623,714,885,1601,877,951,1827,3947,4514,8464,684,779,1469,657,723,1377,665,764,1431,561,657,1216,509,648,1155,3075,3573,6646,513,609,1114,476,624,1103,453,587,1041,441,639,1081,451,612,1058,2330,3066,5394,1967,2593,4561,1291,2145,3439,580,1224,1806,115,292,405,9,32,50,73267,77977,151243
CED406,1945,900,996,1899,904,1069,1970,865,998,1862,900,983,1887,4525,5036,9558,854,966,1818,866,942,1813,854,1009,1865,877,1018,1891,837,922,1755,4283,4859,9140,780,977,1759,907,910,1819,778,858,1639,841,918,1760,845,886,1732,4158,4546,8703,670,734,1401,637,692,1331,543,646,1192,514,563,1078,470,539,1006,2835,3178,6015,426,460,882,392,472,858,417,424,838,376,367,744,312,373,685,1923,2090,4008,1288,1571,2859,745,1114,1863,295,537,832,58,146,204,6,13,20,72306,75606,147908
CED407,1922,884,971,1858,916,957,1879,876,965,1845,817,949,1764,4382,4879,9262,808,902,1707,765,918,1679,824,896,1724,782,905,1688,768,918,1686,3950,4533,8484,794,897,1692,803,893,1701,773,821,1597,772,858,1627,857,944,1802,4006,4409,8410,654,735,1389,594,721,1320,600,706,1298,529,655,1179,545,614,1152,2921,3427,6345,450,534,987,462,478,942,469,496,966,391,477,865,401,391,791,2172,2376,4549,1364,1707,3069,814,1150,1961,282,568,846,51,134,185,6,14,18,73851,75662,149513
CED408,2268,1036,1129,2164,1013,1131,2142,1009,1030,2042,1047,1111,2162,5255,5516,10774,1031,1085,2117,1012,1067,2074,959,1128,2085,990,1071,2061,1033,1082,2117,5027,5425,10453,1076,1168,2247,1011,1052,2062,1019,1102,2120,1036,1057,2090,1116,1151,2264,5256,5529,10785,921,926,1842,871,872,1744,800,862,1665,733,723,1451,691,738,1426,4010,4116,8126,601,652,1256,605,560,1166,509,537,1040,478,495,975,460,454,912,2653,2690,5341,1682,1835,3519,998,1292,2292,342,656,1001,81,180,264,9,18,30,68768,71592,140367
CED409,2354,1146,1134,2282,1092,1108,2198,1028,1063,2093,1092,981,2071,5498,5496,10994,883,1032,1922,942,1016,1959,850,888,1738,834,909,1742,809,870,1676,4318,4716,9041,811,834,1645,783,780,1561,751,769,1521,696,698,1393,699,773,1467,3730,3855,7590,619,658,1278,518,610,1125,427,521,946,462,522,985,436,467,906,2461,2779,5240,397,518,916,372,532,907,372,493,864,358,501,851,342,451,789,1836,2486,4324,1386,1854,3240,878,1343,2219,357,781,1136,58,170,227,6,27,34,81238,83849,165086
CED410,1923,815,958,1773,856,1010,1868,818,886,1703,756,1013,1763,4157,4879,9038,791,905,1690,770,873,1642,740,855,1593,784,849,1639,691,858,1549,3773,4343,8111,687,883,1572,689,836,1529,713,924,1641,737,902,1646,819,986,1799,3650,4534,8188,685,842,1524,605,794,1401,659,738,1395,571,781,1353,569,705,1277,3083,3861,6946,543,647,1192,532,682,1216,529,677,1205,539,636,1174,519,589,1108,2665,3226,5893,1898,2591,4490,1275,2096,3370,557,1168,1719,109,304,411,12,33,46,71450,77712,149164
CED411,2284,1176,1113,2283,1053,1084,2139,1123,1019,2144,995,1011,2009,5527,5330,10855,1021,1016,2039,948,881,1828,841,933,1776,884,855,1736,850,842,1691,4549,4518,9068,794,822,1620,786,763,1550,782,763,1552,750,783,1535,767,816,1585,3884,3951,7834,654,691,1346,636,664,1299,543,625,1166,519,592,1112,541,557,1098,2891,3128,6015,458,517,975,404,515,921,408,490,897,406,490,894,390,467,856,2061,2478,4541,1533,1818,3346,842,1240,2078,314,567,881,76,137,213,10,13,23,83654,84558,168212
CED494,38,31,23,60,25,13,38,19,17,31,21,15,37,122,81,207,25,16,41,31,18,46,17,14,38,19,25,41,23,10,37,114,82,198,32,27,56,16,15,34,19,10,27,13,10,23,22,9,36,108,68,183,9,6,21,13,6,22,10,3,17,15,7,17,9,5,16,59,27,85,10,3,10,3,0,3,11,3,15,6,0,6,0,3,5,27,8,37,9,11,23,10,4,16,3,3,6,0,0,3,0,0,0,1734,1129,2863
CED497,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
CED501,1870,959,893,1853,878,859,1744,831,782,1616,748,792,1539,4381,4244,8619,758,829,1587,660,760,1418,684,716,1402,668,704,1374,608,708,1313,3383,3717,7100,591,662,1251,616,610,1222,590,602,1196,616,642,1258,619,655,1272,3027,3169,6192,525,534,1058,481,543,1022,506,524,1030,393,442,833,451,427,874,2355,2468,4825,379,437,815,364,390,751,346,372,716,291,324,620,307,340,645,1684,1866,3549,1105,1300,2406,575,826,1399,183,306,492,50,94,141,0,8,5,82002,82028,164031
CED502,1897,863,976,1842,804,858,1663,814,905,1719,807,872,1680,4206,4590,8797,840,886,1727,794,851,1645,721,875,1597,799,777,1576,760,762,1517,3909,4147,8063,702,709,1409,653,706,1355,635,670,1300,655,649,1303,667,666,1338,3309,3398,6710,503,533,1035,460,478,941,433,473,905,373,412,786,365,392,754,2132,2291,4420,358,369,725,308,381,691,312,335,651,305,326,634,262,292,560,1546,1713,3256,897,1176,2074,525,695,1225,166,313,484,28,96,127,0,0,0,84529,84254,168783
CED503,1993,929,993,1928,866,923,1783,934,970,1903,821,915,1735,4473,4868,9344,915,1002,1913,831,905,1734,827,898,1722,854,939,1796,893,943,1839,4319,4687,9002,845,849,1692,850,917,1767,898,912,1803,976,933,1910,1004,1018,2020,4561,4634,9190,772,719,1495,711,782,1496,732,749,1476,682,698,1376,677,620,1298,3572,3567,7135,643,605,1248,587,580,1163,556,585,1144,515,519,1031,459,477,934,2759,2759,5517,1603,1852,3452,894,1098,1990,307,492,795,66,114,183,0,8,10,72126,73891,146019
CED504,1837,858,921,1776,838,903,1741,807,858,1665,786,797,1580,4199,4407,8613,712,800,1513,759,791,1551,712,742,1458,660,656,1313,641,663,1305,3482,3651,7137,641,699,1344,589,659,1244,599,612,1212,622,608,1226,627,657,1281,3071,3234,6308,461,488,950,420,438,856,419,477,891,388,395,779,360,417,784,2044,2213,4261,323,376,697,285,353,639,271,334,602,260,298,562,239,288,531,1384,1651,3036,832,1127,1963,483,720,1202,154,363,519,35,82,115,3,11,13,73346,74189,147538
CED505,1704,875,877,1756,763,907,1668,810,864,1675,831,858,1688,4100,4394,8493,812,845,1660,688,825,1509,704,775,1476,733,827,1554,744,712,1461,3681,3981,7660,694,734,1430,630,698,1329,616,693,1310,625,681,1309,649,753,1400,3209,3561,6771,562,617,1176,541,579,1118,533,607,1144,452,544,993,495,580,1075,2587,2920,5503,431,531,958,421,441,859,371,481,856,363,474,837,368,419,791,1953,2344,4298,1306,1916,3227,867,1405,2271,363,833,1193,83,249,326,3,24,30,69528,73563,143086
CED506,2606,1342,1144,2489,1305,1044,2349,1295,923,2218,1184,976,2161,6616,5200,11816,1209,1009,2216,1121,818,1936,1000,813,1812,967,753,1726,902,788,1693,5196,4190,9386,897,685,1582,775,664,1437,706,580,1292,733,573,1309,711,581,1291,3823,3082,6908,548,483,1034,523,433,954,519,451,973,445,382,829,481,396,877,2512,2147,4662,378,325,707,348,305,654,328,286,613,274,289,565,248,252,498,1578,1454,3037,951,985,1944,532,566,1097,164,250,416,33,80,117,3,10,14,98704,83060,181764
CED507,2073,933,1029,1957,992,1037,2026,878,1103,1984,977,952,1929,4762,5208,9970,997,995,1997,883,1005,1886,916,907,1827,865,925,1792,805,873,1680,4467,4712,9187,920,933,1849,819,881,1699,828,819,1653,821,788,1604,930,882,1807,4313,4303,8610,689,669,1354,646,655,1306,646,599,1239,509,536,1049,571,551,1120,3057,3011,6076,449,483,932,448,505,957,428,452,880,392,386,771,349,424,777,2063,2254,4313,1250,1584,2835,725,1051,1777,287,503,787,45,129,166,0,10,10,72885,74891,147768
CED508,1905,901,961,1856,838,950,1794,851,888,1743,764,900,1665,4281,4680,8961,828,829,1653,758,827,1585,740,766,1505,715,794,1506,703,743,1448,3744,3961,7703,674,714,1388,687,684,1375,576,717,1290,617,647,1263,587,667,1249,3128,3433,6565,464,538,1001,482,498,983,457,436,889,397,447,840,423,455,872,2216,2370,4585,360,419,774,355,375,726,348,388,732,311,399,714,289,329,620,1663,1904,3566,1195,1487,2685,634,1032,1666,202,493,695,47,127,171,3,5,10,72863,75880,148744
CED509,1961,938,949,1885,916,898,1812,891,857,1750,866,820,1692,4589,4505,9096,863,832,1689,768,854,1623,800,857,1656,757,817,1576,813,758,1574,4005,4114,8124,767,819,1580,759,821,1581,717,733,1455,776,740,1516,780,758,1540,3791,3875,7667,595,608,1201,576,560,1138,514,580,1095,480,494,975,477,477,952,2645,2716,5367,416,451,867,419,424,841,367,415,778,339,379,714,309,354,657,1845,2020,3863,1206,1426,2632,656,879,1535,197,411,614,42,126,165,0,7,9,72879,70743,143626
CED510,2160,998,1081,2081,1031,1082,2114,942,978,1916,938,1091,2030,4986,5316,10301,940,949,1891,886,922,1804,864,915,1780,853,873,1723,830,849,1675,4366,4505,8875,832,814,1643,755,804,1561,733,744,1479,686,705,1392,736,718,1454,3743,3781,7528,553,526,1083,503,494,992,485,468,953,393,385,772,356,354,712,2292,2224,4513,306,369,673,296,325,620,280,257,540,240,276,513,193,280,476,1316,1506,2824,857,1203,2058,504,755,1265,187,361,552,33,97,130,0,6,13,69543,70718,140258
CED511,2501,1147,1121,2266,1180,1150,2332,1159,1047,2205,1117,1002,2116,5882,5539,11426,1103,1032,2134,996,1001,2002,1045,974,2014,1011,947,1954,1032,973,1999,5183,4927,10108,1035,927,1961,936,865,1801,964,850,1813,911,805,1719,925,828,1752,4776,4271,9048,746,687,1432,699,635,1333,670,603,1273,576,595,1169,601,600,1204,3287,3118,6407,540,475,1012,484,554,1035,451,485,941,456,426,884,367,380,750,2303,2323,4620,1393,1634,3029,812,1004,1810,272,491,761,48,151,202,4,9,13,79764,76555,156323
CED512,2143,941,985,1928,917,1003,1918,838,894,1739,820,871,1696,4531,4885,9421,810,836,1651,775,819,1590,721,780,1503,741,794,1534,743,757,1499,3789,3987,7780,744,778,1520,673,761,1430,698,645,1339,663,704,1366,756,721,1479,3537,3603,7140,522,584,1108,528,515,1039,517,519,1041,443,445,894,439,444,881,2460,2504,4966,375,382,761,405,386,787,331,361,690,321,342,663,312,274,585,1743,1747,3482,1031,1077,2111,479,655,1130,171,269,437,37,84,116,3,3,6,89974,91795,181763
CED513,1792,872,901,1779,881,812,1684,872,883,1752,820,799,1617,4300,4325,8626,859,820,1682,784,821,1611,763,797,1561,716,742,1455,717,716,1437,3847,3895,7734,708,695,1406,681,650,1334,616,647,1265,643,636,1277,621,676,1296,3260,3305,6569,513,542,1058,505,476,987,497,464,962,376,407,779,402,429,830,2291,2318,4609,362,415,780,368,402,774,330,406,734,315,404,719,273,362,634,1653,1992,3640,1194,1525,2720,756,1276,2028,326,694,1017,48,170,218,4,20,22,75460,75634,151089
CED514,1680,798,885,1684,813,793,1607,743,841,1586,790,848,1641,3983,4217,8193,719,811,1530,697,821,1524,696,802,1497,671,837,1503,677,734,1416,3464,4003,7465,644,715,1356,631,708,1342,625,762,1386,622,752,1380,634,796,1426,3158,3736,6892,504,620,1121,474,617,1096,534,571,1104,485,557,1040,466,552,1019,2456,2920,5374,381,507,886,445,545,986,447,460,909,406,511,909,347,464,815,2024,2482,4505,1453,1897,3352,830,1283,2111,302,569,875,54,145,201,3,3,6,72601,75389,147992
CED515,1890,851,901,1751,844,870,1708,793,839,1623,792,890,1685,4199,4458,8652,769,860,1625,758,807,1564,742,820,1562,698,777,1481,709,767,1473,3682,4032,7710,717,708,1425,668,669,1338,622,697,1319,613,657,1265,604,654,1263,3229,3385,6606,528,546,1077,425,496,917,433,521,957,413,459,875,401,452,852,2196,2473,4678,367,509,877,358,425,782,330,405,737,310,399,711,320,386,702,1688,2119,3809,1151,1713,2866,803,1441,2245,354,827,1181,59,231,295,4,21,21,82159,81047,163202
CED516,1799,933,975,1910,865,937,1802,808,976,1784,854,889,1743,4306,4724,9027,890,904,1791,800,949,1757,822,922,1749,761,953,1709,779,831,1609,4050,4565,8618,797,840,1640,723,784,1512,712,803,1512,723,716,1438,721,780,1504,3680,3925,7604,617,548,1165,535,549,1086,568,578,1147,458,486,948,457,536,994,2636,2701,5344,407,481,884,336,457,796,372,486,858,370,454,829,321,407,730,1806,2291,4095,1354,1861,3214,920,1495,2422,387,845,1229,84,232,315,3,13,20,66123,69914,136038
CED594,128,48,44,88,53,31,85,55,46,105,62,38,103,287,216,500,60,53,109,42,49,89,54,46,103,49,44,92,51,36,84,256,218,474,60,25,88,70,57,124,51,37,95,46,26,72,40,28,63,273,176,442,26,23,51,23,21,41,30,18,42,22,16,37,9,8,18,108,83,191,19,6,23,12,5,17,9,6,14,3,3,9,6,3,5,43,24,72,9,15,22,7,8,8,3,6,4,0,3,3,0,0,0,3532,2415,5950
CED597,7,6,0,5,4,0,4,7,0,7,0,0,5,27,0,27,4,0,3,5,0,5,3,0,3,0,0,0,3,3,3,17,3,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,408,26,434
CED601,1409,650,744,1396,660,728,1384,694,701,1398,644,673,1315,3310,3589,6895,688,689,1383,579,664,1243,596,673,1270,574,680,1254,600,628,1226,3040,3326,6365,582,657,1238,564,623,1189,578,609,1183,542,577,1124,655,640,1287,2918,3103,6024,495,556,1051,460,550,1013,503,481,982,415,420,832,387,466,852,2263,2476,4734,321,416,741,351,402,750,309,346,658,302,349,650,256,331,591,1539,1843,3382,1012,1393,2404,628,1019,1648,226,516,742,35,112,148,0,11,11,49289,52099,101390
CED602,1572,646,752,1404,706,717,1424,721,715,1438,627,751,1380,3488,3728,7210,669,687,1359,685,691,1381,648,734,1382,649,684,1336,676,624,1306,3329,3429,6755,661,674,1333,600,675,1271,606,642,1247,595,688,1283,671,667,1335,3136,3340,6479,518,552,1068,512,564,1080,513,518,1034,464,450,920,414,467,874,2423,2548,4975,410,434,844,379,404,781,348,381,727,325,367,693,282,355,633,1752,1939,3687,1129,1426,2558,593,888,1484,209,456,662,48,91,138,3,3,8,47253,49808,97058
CED603,1471,653,720,1375,674,754,1432,654,703,1357,649,707,1356,3338,3647,6984,656,667,1319,593,656,1248,524,609,1136,632,653,1284,609,630,1238,3016,3213,6228,579,611,1187,552,582,1138,516,518,1031,471,558,1033,535,602,1137,2651,2869,5520,411,483,890,414,488,901,405,483,887,302,425,733,328,371,701,1861,2252,4115,336,353,697,336,347,687,274,322,595,265,326,593,230,332,562,1444,1685,3129,984,1395,2376,655,1018,1676,242,579,820,49,134,186,0,19,22,49817,52758,102573
CED604,1601,774,832,1607,715,788,1496,753,738,1491,713,835,1549,3694,4057,7745,711,764,1481,674,691,1359,687,751,1432,700,730,1429,664,779,1442,3436,3714,7142,642,695,1344,662,696,1361,614,678,1290,697,679,1373,725,733,1456,3338,3476,6818,563,627,1189,477,538,1008,443,511,960,451,438,887,427,471,900,2356,2587,4943,399,474,867,349,394,740,371,375,748,319,383,700,294,343,635,1730,1961,3693,1096,1333,2433,628,905,1530,227,458,685,43,114,163,3,13,13,50828,53619,104446
CED605,1769,872,882,1757,844,867,1708,841,814,1655,806,792,1594,4218,4265,8481,880,846,1727,847,792,1637,768,819,1584,810,807,1622,846,803,1651,4150,4077,8223,855,793,1644,815,821,1640,744,800,1541,822,725,1548,845,814,1664,4090,3953,8043,655,595,1251,612,579,1192,653,528,1183,552,483,1033,508,473,979,2976,2663,5642,452,429,878,403,399,801,360,381,745,336,342,678,321,289,606,1867,1839,3711,1117,1105,2218,538,693,1237,178,297,474,28,74,111,0,3,10,51723,51790,103510
CED694,11,9,10,15,7,3,8,4,3,12,0,4,4,28,25,55,5,6,8,0,6,13,5,7,9,7,3,17,5,7,12,24,30,58,8,8,13,11,10,22,5,9,8,3,3,7,6,3,12,34,31,62,9,6,10,0,3,3,0,0,3,7,0,5,0,0,3,12,13,22,0,0,0,4,3,6,0,3,6,0,0,0,0,0,0,4,3,7,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,524,393,912
CED697,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,21,68
CED701,1526,677,638,1314,664,650,1319,637,667,1303,666,584,1247,3458,3249,6704,685,629,1316,600,539,1133,557,451,1003,526,450,977,477,407,886,2837,2477,5309,454,412,867,434,341,772,394,306,702,334,255,588,351,247,601,1972,1559,3530,267,264,529,257,183,444,201,174,377,190,166,354,196,154,344,1117,940,2052,178,130,310,161,135,299,100,66,166,87,75,168,79,81,160,613,482,1089,242,331,573,117,163,273,27,51,81,7,12,24,0,0,0,60055,54495,114545
CED702,1385,688,643,1332,634,574,1208,580,564,1141,524,572,1099,3130,3029,6162,580,517,1095,557,472,1028,484,529,1009,526,445,975,491,426,921,2640,2387,5029,433,429,858,434,377,812,388,346,727,387,313,704,379,306,688,2015,1773,3788,297,248,545,257,208,470,225,215,437,195,181,376,202,186,389,1181,1035,2214,209,182,398,172,160,326,111,122,235,130,139,263,88,112,201,713,717,1423,336,369,701,179,218,398,52,82,132,11,16,31,0,0,0,58527,55594,114120
CED794,38,23,31,51,20,31,51,24,16,40,22,10,25,110,100,215,19,26,48,19,21,42,21,23,45,29,26,54,22,16,46,118,107,223,29,10,43,21,24,47,23,6,36,12,21,32,29,4,32,119,67,189,16,15,28,12,6,22,11,6,14,8,0,8,13,8,17,56,30,86,6,9,8,5,0,5,4,3,8,8,0,8,0,0,5,24,8,30,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1332,1157,2489
CED797,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,70
CED801,2688,1263,1345,2609,1193,1293,2493,1210,1322,2532,1126,1153,2282,6135,6467,12601,1118,1231,2348,992,1126,2114,1034,1059,2091,1024,1012,2043,1014,1098,2106,5187,5523,10710,919,998,1920,972,972,1943,923,984,1910,886,996,1875,933,1043,1976,4627,4990,9622,825,854,1677,647,737,1386,613,738,1350,589,680,1268,588,643,1231,3262,3656,6919,510,589,1096,497,556,1050,467,541,1005,428,495,923,349,476,831,2244,2654,4905,1429,1942,3370,914,1375,2293,369,785,1151,89,180,275,12,26,37,96420,99615,196037
CED802,2109,997,1041,2041,930,1036,1969,910,961,1871,890,1024,1911,4734,5167,9896,845,959,1803,818,922,1735,804,875,1676,797,973,1772,716,860,1574,3980,4585,8563,743,884,1631,723,815,1544,689,826,1521,714,807,1516,755,828,1585,3632,4164,7797,595,625,1220,543,634,1180,503,584,1085,438,497,935,440,496,938,2521,2835,5353,359,482,837,363,397,762,346,374,719,330,383,711,302,368,671,1692,2002,3699,1131,1383,2511,651,890,1539,254,487,741,45,108,153,3,11,20,100046,102909,202955
CED894,3,7,5,10,3,0,6,0,4,3,7,8,12,20,22,41,3,0,3,4,3,7,4,7,13,4,4,12,3,0,3,26,15,36,3,0,3,3,3,3,3,0,3,3,0,3,0,0,4,13,5,18,0,3,3,0,0,0,5,0,5,0,0,0,0,0,0,4,7,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,3,3,0,0,0,0,0,0,0,0,0,312,228,538
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,7,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,55
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
