CED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
CED197,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,11,0,11,..,3,0,3,0,3,..,28,26,54,0,55,..,0,0,3,30,33,154,30,26,58,27,239,279,..,..,..,..,279,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,3,3,4,0,4,..,7,19,22,0,22,..,0,3,5,0,5,..,14,22,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
CED201,3,360,..,48,6,58,0,57,..,39,0,43,0,43,..,268,56,326,5,329,..,265,51,309,0,309,..,118,7,128,3,132,..,19,0,21,0,21,..,123,18,141,5,148,..,244,10,253,0,255,..,272,16,285,0,286,..,338,5,348,4,350,..,126,3,130,0,130,..,983,34,1015,9,1022,..,315,38,358,7,362,..,504,26,532,8,535,..,147,30,180,0,179,..,65,12,76,0,76,..,454,169,623,3,621,..,1618,365,1980,47,2029,..,16044,3227,19268,175,19445,..,156,23,181,2313,2493,47714,16199,3252,19451,2488,69652,94024,..,..,..,..,94024,..,177,0,177,0,185,..,1016,103,1118,5,1123,..,3,0,3,0,3,..,3631,1062,4698,32,4728,..,5743,2040,7785,48,7837,..,646,135,774,8,786,..,10018,3235,13255,89,13343,..,262,20,280,9,287,..,259,4,261,3,265,..,310,8,314,3,317,..,823,25,846,10,857
CED202,0,26,..,21,8,28,0,28,..,117,3,120,0,121,..,29,4,31,0,31,..,60,4,71,0,71,..,40,3,45,0,45,..,14,0,9,0,9,..,53,0,54,0,59,..,94,3,101,0,101,..,28,0,30,0,30,..,120,9,131,0,131,..,33,0,40,0,36,..,281,10,298,0,297,..,96,7,105,0,106,..,37,4,44,0,44,..,74,12,84,0,88,..,16,3,13,0,13,..,66,14,86,3,89,..,661,94,758,23,778,..,3594,467,4067,52,4120,..,210,10,221,4837,5055,70399,3806,482,4283,4888,79575,136633,..,..,..,..,136633,..,103,3,107,0,107,..,188,15,205,3,209,..,23,5,27,0,31,..,154,40,193,0,194,..,733,210,947,7,955,..,64,18,81,0,81,..,944,272,1213,9,1221,..,204,33,234,3,242,..,263,3,268,3,269,..,197,10,205,0,211,..,322,10,327,3,330
CED203,0,93,..,991,283,1276,9,1286,..,145,15,167,3,164,..,187,57,241,3,244,..,123,16,135,0,140,..,77,3,78,0,83,..,44,3,49,0,50,..,136,43,176,3,181,..,197,8,202,0,206,..,164,13,179,0,177,..,271,4,276,3,280,..,96,8,104,0,103,..,728,31,763,8,766,..,584,65,652,0,652,..,235,9,243,3,245,..,202,67,268,0,268,..,178,31,209,0,209,..,1354,531,1884,20,1906,..,1831,386,2219,55,2266,..,23243,6568,29811,318,30126,..,182,41,219,5310,5531,47878,23423,6611,30031,5624,83533,92630,..,..,..,..,92630,..,50,4,52,0,52,..,3688,940,4623,55,4682,..,25,0,25,0,25,..,1268,647,1916,20,1929,..,4010,2058,6067,44,6109,..,296,151,444,3,452,..,5578,2856,8431,63,8490,..,524,95,616,10,626,..,136,7,143,4,149,..,621,17,639,6,652,..,511,17,531,8,533
CED204,0,30,..,8,0,8,0,8,..,23,0,28,3,27,..,19,0,21,0,21,..,36,4,45,0,45,..,27,7,34,0,34,..,10,0,7,0,7,..,12,4,14,0,19,..,97,0,101,0,102,..,71,0,71,0,71,..,125,0,125,0,125,..,25,0,26,0,28,..,315,3,314,7,322,..,64,8,74,0,74,..,42,3,46,0,46,..,51,4,58,3,60,..,16,3,18,0,18,..,44,12,55,3,56,..,650,358,1008,30,1038,..,2767,662,3435,66,3501,..,202,4,205,5268,5471,68073,2969,674,3642,5335,77047,132424,..,..,..,..,132424,..,84,3,83,0,83,..,155,17,172,0,173,..,16,0,16,0,16,..,121,37,157,0,156,..,411,246,660,9,663,..,30,13,39,0,39,..,558,289,852,8,858,..,53,8,63,0,63,..,141,3,144,4,148,..,170,7,174,0,174,..,295,3,297,3,303
CED205,4,600,..,138,25,163,3,163,..,70,3,71,0,71,..,362,127,488,0,492,..,368,84,452,9,461,..,227,54,281,5,292,..,216,25,242,8,246,..,726,256,977,10,987,..,298,16,308,6,314,..,452,32,477,4,483,..,387,17,397,3,401,..,175,15,192,0,189,..,1303,77,1374,11,1385,..,512,104,619,3,623,..,1567,225,1791,12,1801,..,180,37,214,3,222,..,250,96,341,4,343,..,1925,1090,3019,21,3039,..,5307,2003,7309,107,7412,..,34249,9720,43972,383,44351,..,222,94,312,3691,4008,29598,34468,9809,44278,4074,77956,60016,..,..,..,..,60016,..,120,0,125,0,125,..,2108,389,2499,20,2516,..,3,0,3,0,3,..,4957,1473,6431,23,6450,..,10677,4232,14909,73,14984,..,936,363,1298,4,1308,..,16572,6072,22638,105,22746,..,682,143,822,14,841,..,158,11,172,3,168,..,750,31,779,8,788,..,483,10,489,12,501
CED206,0,41,..,715,170,882,9,890,..,795,70,866,11,877,..,99,53,158,0,158,..,253,36,286,9,288,..,65,8,72,0,74,..,606,49,654,12,665,..,353,64,417,3,422,..,492,13,505,9,510,..,119,8,127,4,127,..,679,29,713,5,714,..,170,23,191,0,199,..,1459,79,1531,21,1548,..,609,111,717,4,722,..,227,20,245,4,248,..,133,34,165,0,165,..,4480,1538,6022,56,6078,..,1070,601,1668,10,1677,..,5561,2295,7853,128,7982,..,33406,8653,42059,485,42547,..,251,103,351,4299,4652,35639,33654,8753,42411,4787,82835,71801,..,..,..,..,71801,..,29,0,33,0,33,..,12604,2991,15596,165,15757,..,7,0,9,0,9,..,689,230,914,4,924,..,805,308,1118,12,1126,..,207,70,281,0,281,..,1702,605,2310,17,2327,..,1709,289,1997,23,2020,..,47,0,47,0,45,..,190,8,198,3,203,..,203,12,221,3,227
CED207,0,33,..,32,5,38,0,38,..,19,0,25,0,25,..,71,7,82,3,87,..,129,21,150,0,150,..,53,3,59,0,59,..,14,0,14,0,15,..,36,0,37,0,38,..,93,3,96,3,98,..,59,4,63,4,69,..,125,0,128,0,132,..,27,0,26,0,26,..,314,9,321,6,333,..,164,20,182,0,184,..,33,0,29,0,29,..,80,14,97,0,97,..,21,5,24,0,24,..,82,29,108,0,107,..,905,453,1360,31,1389,..,4975,1012,5988,77,6066,..,162,21,179,3271,3445,63043,5132,1037,6173,3344,72559,124376,..,..,..,..,124376,..,171,4,179,0,179,..,216,21,238,3,238,..,37,0,36,0,37,..,296,73,370,0,370,..,771,286,1049,10,1062,..,56,11,74,0,74,..,1125,369,1492,10,1501,..,104,15,126,0,126,..,691,17,704,3,707,..,222,8,223,4,229,..,753,17,764,8,770
CED208,7,980,..,77,8,83,0,84,..,31,0,38,0,38,..,276,74,346,0,346,..,269,39,308,0,312,..,259,58,320,4,326,..,25,0,23,0,23,..,106,12,117,0,117,..,224,3,232,0,233,..,731,58,789,3,792,..,300,3,303,0,303,..,205,3,210,3,209,..,1459,71,1531,6,1540,..,407,44,453,4,459,..,604,35,636,5,638,..,276,60,336,0,342,..,41,11,50,0,50,..,941,259,1202,9,1209,..,1907,343,2246,55,2303,..,30925,7809,38731,265,38994,..,186,59,246,3602,3848,41660,31113,7868,38978,3868,84500,82193,..,..,..,..,82193,..,149,0,153,0,153,..,752,91,843,5,852,..,7,0,7,0,7,..,6012,1883,7897,27,7927,..,18944,6656,25595,126,25717,..,1381,590,1967,9,1974,..,26334,9124,35464,161,35626,..,218,31,244,4,254,..,199,4,207,9,215,..,617,26,646,3,645,..,567,20,583,6,596
CED209,0,48,..,58,10,67,5,71,..,37,7,45,5,48,..,90,14,105,0,107,..,72,10,76,0,76,..,49,10,57,0,57,..,7,0,7,0,7,..,50,3,52,3,53,..,84,3,85,0,85,..,83,0,83,0,83,..,99,3,98,0,99,..,40,0,40,0,40,..,310,8,311,0,312,..,146,4,156,5,156,..,31,0,39,0,39,..,69,10,88,0,88,..,17,0,20,0,25,..,77,15,88,0,88,..,664,97,760,16,776,..,4163,494,4651,69,4717,..,167,12,180,3996,4174,68934,4331,506,4834,4058,77827,135047,..,..,..,..,135047,..,113,0,114,0,117,..,325,44,365,4,366,..,11,0,11,0,11,..,202,56,254,3,258,..,804,213,1014,11,1028,..,50,18,73,0,73,..,1050,287,1341,17,1355,..,213,22,233,0,233,..,266,4,267,3,271,..,261,13,268,0,269,..,511,15,522,8,530
CED210,0,39,..,371,114,485,8,496,..,89,3,93,0,93,..,80,35,115,0,115,..,198,36,237,3,243,..,75,27,104,0,104,..,13,0,13,0,13,..,270,96,362,5,364,..,201,7,208,0,208,..,67,3,73,0,73,..,234,5,244,3,247,..,54,0,53,0,56,..,559,19,573,5,581,..,176,49,229,3,232,..,41,3,46,0,46,..,102,28,131,0,131,..,115,24,137,0,137,..,178,102,278,3,284,..,1357,569,1934,45,1978,..,7425,1818,9243,133,9375,..,211,17,233,4573,4807,62943,7643,1831,9477,4706,77125,121509,..,..,..,..,121509,..,72,0,72,3,72,..,294,97,391,9,393,..,16,0,16,0,16,..,194,32,224,3,223,..,683,203,877,14,889,..,56,24,76,0,76,..,928,255,1182,17,1199,..,1615,331,1947,16,1964,..,320,8,328,6,331,..,211,10,222,4,226,..,505,13,520,6,528
CED211,3,364,..,51,0,51,0,51,..,31,0,33,0,33,..,409,111,523,0,520,..,190,30,215,0,220,..,127,16,143,0,143,..,8,0,8,0,14,..,97,28,127,0,127,..,155,0,159,0,161,..,268,15,284,0,288,..,189,4,196,0,200,..,69,3,71,0,71,..,686,26,706,3,711,..,311,28,342,7,341,..,187,6,199,3,199,..,213,23,239,3,241,..,48,6,59,0,59,..,461,186,646,8,657,..,1769,995,2759,41,2798,..,15673,4308,19982,144,20124,..,194,50,244,2898,3138,52744,15863,4357,20217,3039,76001,102335,..,..,..,..,102335,..,164,0,164,0,164,..,421,53,474,7,477,..,16,3,17,0,17,..,3599,1087,4685,29,4716,..,7483,2753,10233,44,10284,..,451,130,578,3,580,..,11531,3970,15498,76,15574,..,196,29,225,0,225,..,278,6,283,0,283,..,332,16,345,3,344,..,639,15,654,6,660
CED212,0,39,..,13,0,14,0,17,..,36,0,32,0,38,..,33,3,37,0,37,..,153,9,167,0,167,..,224,43,268,0,268,..,54,7,58,0,58,..,109,12,120,0,120,..,133,0,133,3,137,..,78,4,82,0,81,..,180,5,188,0,189,..,44,0,43,0,49,..,433,14,443,4,454,..,272,39,303,3,308,..,49,8,53,0,53,..,157,36,192,0,190,..,39,0,45,0,41,..,70,26,88,3,93,..,1212,207,1422,40,1460,..,5947,843,6788,101,6887,..,215,17,229,4216,4443,64376,6157,859,7019,4312,75708,124945,..,..,..,..,124945,..,160,3,161,0,161,..,313,54,369,10,374,..,10,0,10,0,10,..,292,83,377,3,378,..,769,279,1042,12,1049,..,56,11,66,0,66,..,1114,370,1483,16,1496,..,238,28,271,6,271,..,362,13,375,0,374,..,387,4,392,3,392,..,696,18,712,8,719
CED213,0,7,..,29,3,32,0,32,..,56,3,61,0,61,..,5,0,5,0,5,..,66,6,73,0,73,..,42,3,43,4,49,..,8,0,13,0,13,..,35,3,37,3,43,..,73,3,78,0,83,..,42,0,48,0,43,..,98,0,101,0,101,..,19,0,19,0,19,..,234,6,244,3,246,..,137,13,153,0,153,..,13,0,13,0,11,..,92,19,116,0,113,..,22,3,25,0,27,..,38,7,47,0,49,..,502,83,586,19,602,..,3579,435,4019,58,4074,..,178,3,185,4775,4955,69407,3764,436,4196,4835,78445,135943,..,..,..,..,135943,..,109,0,108,0,112,..,146,9,156,3,159,..,11,0,11,0,18,..,97,24,118,0,116,..,239,74,311,3,315,..,25,3,26,0,26,..,354,98,453,7,463,..,222,15,238,9,243,..,312,5,315,10,325,..,287,8,296,3,295,..,532,18,551,8,557
CED214,0,90,..,763,321,1085,6,1088,..,955,130,1086,9,1098,..,106,34,136,3,139,..,393,90,483,11,489,..,95,12,104,0,104,..,162,4,164,3,171,..,372,115,484,9,487,..,423,21,442,4,441,..,204,22,232,7,234,..,491,13,507,3,511,..,101,3,102,0,102,..,1216,66,1276,18,1293,..,626,130,752,10,757,..,169,43,214,7,218,..,231,56,292,3,290,..,267,85,356,4,362,..,4035,2357,6391,44,6433,..,2857,876,3732,88,3822,..,23123,7214,30335,331,30668,..,195,76,273,4815,5088,47398,23324,7288,30612,5142,83151,94607,..,..,..,..,94607,..,93,3,95,0,95,..,3174,532,3707,58,3765,..,7,0,7,0,7,..,1730,783,2516,15,2533,..,2024,714,2739,22,2762,..,274,116,393,3,394,..,4032,1613,5648,38,5687,..,1080,252,1329,5,1338,..,170,7,174,0,174,..,418,34,445,4,451,..,580,29,610,3,615
CED215,0,23,..,6,0,6,0,6,..,60,5,67,0,63,..,12,0,12,0,12,..,80,11,95,3,96,..,20,5,24,0,24,..,3,0,3,0,3,..,20,6,26,0,26,..,129,10,138,0,137,..,31,3,35,0,35,..,153,3,159,0,164,..,46,0,49,0,49,..,359,21,382,3,384,..,78,10,85,0,88,..,32,7,34,0,37,..,64,18,88,0,89,..,3,0,3,0,3,..,73,40,115,0,115,..,478,96,573,9,583,..,3086,529,3613,56,3675,..,197,10,204,5639,5840,62829,3283,535,3819,5692,72339,123696,..,..,..,..,123696,..,122,0,122,0,127,..,157,29,189,13,200,..,25,0,25,0,20,..,124,36,161,3,167,..,343,155,500,4,504,..,39,13,52,0,52,..,511,205,717,7,722,..,75,6,83,0,83,..,272,7,276,4,278,..,129,8,133,4,137,..,354,5,359,6,364
CED216,0,200,..,46,4,53,0,53,..,35,3,43,0,43,..,59,13,72,0,72,..,447,47,492,0,495,..,1376,257,1626,10,1643,..,10,0,10,0,10,..,178,16,190,0,190,..,69,4,72,0,77,..,98,3,95,0,95,..,109,0,113,0,113,..,35,5,38,0,39,..,316,9,328,3,326,..,419,18,440,0,441,..,113,6,118,0,117,..,117,10,126,0,126,..,85,19,101,0,105,..,191,43,234,3,231,..,1945,204,2151,30,2181,..,13519,2201,15725,123,15847,..,165,14,178,3517,3697,57453,13687,2219,15904,3642,76996,110991,..,..,..,..,110991,..,255,4,259,0,256,..,418,26,444,3,449,..,4,0,4,0,4,..,798,189,983,4,993,..,3465,1213,4676,23,4702,..,245,84,329,0,329,..,4511,1480,5990,32,6022,..,237,19,257,0,254,..,290,0,292,4,299,..,980,46,1025,5,1028,..,1009,20,1030,9,1037
CED217,0,126,..,1693,326,2020,26,2045,..,1846,123,1971,31,2006,..,99,27,128,0,128,..,425,76,496,7,503,..,85,14,98,0,100,..,715,50,767,18,779,..,623,118,742,10,751,..,1396,45,1438,9,1452,..,225,25,250,3,256,..,1971,67,2036,24,2065,..,213,22,231,3,235,..,3805,160,3964,39,3997,..,1336,216,1554,13,1569,..,359,38,400,5,406,..,213,48,260,5,270,..,851,181,1036,8,1046,..,4126,2521,6645,56,6699,..,4870,1264,6135,123,6255,..,33189,7454,40641,472,41113,..,353,72,425,5560,5985,51384,33548,7524,41071,6024,98479,102399,..,..,..,..,102399,..,102,0,102,0,102,..,3222,494,3718,48,3763,..,16,0,16,0,16,..,1500,622,2123,15,2139,..,1480,673,2162,19,2175,..,1041,477,1521,16,1535,..,4025,1784,5802,47,5844,..,1718,248,1963,19,1986,..,95,3,95,0,99,..,251,15,271,0,267,..,290,13,300,0,303
CED218,5,348,..,43,5,47,0,53,..,22,0,24,0,24,..,193,20,210,4,207,..,273,38,309,0,315,..,653,294,944,5,955,..,6,0,6,0,6,..,124,7,139,0,139,..,105,5,111,0,111,..,334,18,358,4,358,..,158,4,160,3,167,..,90,0,90,0,90,..,685,29,715,3,720,..,567,48,611,6,615,..,233,13,251,3,253,..,247,59,309,3,312,..,124,36,157,0,160,..,489,67,565,0,563,..,1728,232,1955,33,1992,..,17913,3213,21128,171,21302,..,147,22,176,4710,4887,54002,18064,3236,21304,4882,80188,104736,..,..,..,..,104736,..,134,0,133,0,136,..,460,50,511,7,516,..,6,0,6,0,6,..,2082,335,2419,16,2432,..,7104,1650,8754,49,8799,..,484,141,627,4,631,..,9670,2126,11800,64,11863,..,193,16,215,0,211,..,206,7,215,4,214,..,1077,42,1118,6,1131,..,647,12,660,5,665
CED219,0,115,..,144,23,172,0,171,..,110,8,118,3,120,..,308,115,427,10,437,..,461,98,560,10,565,..,222,56,273,4,277,..,1094,87,1175,31,1205,..,865,228,1093,15,1105,..,778,17,799,9,806,..,361,36,400,3,400,..,975,28,996,17,1015,..,249,18,263,5,269,..,2359,98,2456,39,2493,..,1064,205,1270,7,1278,..,1346,200,1547,17,1558,..,194,45,238,8,245,..,550,134,683,13,698,..,677,377,1057,4,1065,..,9628,3102,12731,186,12914,..,34452,7436,41883,521,42403,..,264,101,361,4877,5244,52294,34714,7536,42250,5395,99939,104713,..,..,..,..,104713,..,274,4,274,3,280,..,2903,443,3341,45,3392,..,3,0,3,0,3,..,954,360,1315,3,1326,..,2367,1217,3581,33,3615,..,691,213,907,4,914,..,4011,1791,5808,38,5845,..,855,123,970,7,982,..,267,5,269,3,274,..,1519,63,1579,8,1588,..,400,12,411,3,410
CED220,4,418,..,54,9,61,0,61,..,72,9,81,0,79,..,84,14,103,5,109,..,312,52,362,0,364,..,1148,229,1378,12,1384,..,69,3,70,0,70,..,170,44,209,3,211,..,252,7,257,3,261,..,238,42,275,0,275,..,378,15,392,0,396,..,117,14,125,0,124,..,982,74,1056,5,1059,..,493,72,564,14,578,..,362,29,391,3,396,..,235,104,334,0,334,..,237,82,321,4,330,..,2984,2271,5256,31,5295,..,3957,1758,5722,93,5816,..,25751,9104,34850,293,35147,..,167,74,247,3162,3409,38259,25918,9179,35098,3457,76814,76205,..,..,..,..,76205,..,151,0,157,0,157,..,1174,266,1440,8,1450,..,3,0,3,0,3,..,2658,1311,3968,33,3998,..,5167,2139,7304,36,7338,..,880,437,1319,0,1322,..,8700,3888,12591,73,12661,..,374,60,430,3,436,..,131,3,136,0,135,..,761,29,784,6,797,..,460,13,470,3,475
CED221,0,15,..,11,0,12,0,12,..,11,0,11,0,11,..,13,3,19,0,19,..,44,10,45,0,48,..,24,0,21,0,21,..,10,0,10,0,10,..,47,5,51,0,51,..,85,4,92,0,90,..,24,3,28,0,31,..,119,5,121,0,121,..,34,0,33,0,33,..,266,15,276,0,281,..,71,6,76,0,73,..,16,0,20,0,20,..,60,13,77,3,77,..,3,4,4,0,4,..,22,3,23,0,23,..,455,118,569,5,575,..,2862,464,3324,57,3385,..,160,11,170,4928,5096,62702,3029,469,3494,4981,71186,123437,..,..,..,..,123437,..,77,3,81,0,81,..,88,8,100,0,102,..,25,0,25,0,26,..,83,27,117,0,118,..,250,88,340,3,343,..,15,3,26,0,24,..,355,123,480,10,487,..,158,28,178,0,182,..,151,3,159,0,157,..,189,6,197,5,200,..,523,12,535,5,542
CED222,3,85,..,63,18,80,0,80,..,77,4,76,0,82,..,102,27,129,0,134,..,302,49,352,3,354,..,485,132,619,0,615,..,136,14,150,4,155,..,304,80,384,3,390,..,326,7,338,3,344,..,119,9,126,0,126,..,420,15,435,5,440,..,115,18,130,0,130,..,984,49,1036,12,1040,..,474,79,557,7,563,..,482,47,531,3,534,..,181,37,225,0,227,..,454,105,562,4,563,..,1687,928,2616,18,2635,..,4176,1698,5871,81,5959,..,18439,5046,23486,235,23722,..,239,43,284,3897,4176,52961,18673,5092,23766,4132,80861,104097,..,..,..,..,104097,..,290,4,294,3,299,..,951,108,1058,15,1072,..,3,0,5,0,5,..,1253,491,1741,9,1752,..,2555,1141,3699,29,3728,..,570,234,809,8,816,..,4386,1862,6246,40,6289,..,385,59,448,0,449,..,255,25,283,9,293,..,779,36,809,11,824,..,559,20,574,5,587
CED223,4,138,..,347,36,382,3,384,..,64,3,68,0,68,..,285,41,326,3,330,..,167,10,177,0,183,..,153,20,174,0,172,..,31,0,38,0,38,..,123,28,149,0,149,..,92,4,96,0,96,..,103,8,112,0,112,..,114,6,118,0,122,..,59,3,63,0,63,..,374,24,391,4,392,..,311,26,335,4,343,..,174,6,176,3,179,..,134,17,148,3,153,..,54,9,67,0,71,..,360,76,437,6,445,..,1521,327,1848,53,1899,..,11737,1906,13647,150,13793,..,181,29,206,3049,3259,55593,11914,1931,13851,3197,72644,108939,..,..,..,..,108939,..,176,3,177,0,181,..,937,162,1096,8,1102,..,6,0,5,0,5,..,1024,243,1258,3,1268,..,2983,958,3944,14,3953,..,206,72,272,0,272,..,4211,1273,5481,16,5496,..,450,45,498,3,503,..,227,3,230,0,235,..,447,20,463,3,469,..,598,20,617,7,626
