CED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED214,28128,18625,29176,25551,20827,16194,10786,7089,3372,159744,21,36,29,18,35,18,19,11,12,197,12,24,36,35,38,37,37,7,3,239,433,568,715,560,401,429,352,230,156,3850,7,13,25,18,37,28,40,9,0,175,7,6,20,20,17,22,14,3,0,110,4,3,18,15,6,14,9,0,0,74,0,7,7,0,5,15,10,0,0,41,0,3,0,4,3,3,0,0,0,16,0,5,4,0,3,8,10,0,0,29,0,0,0,0,0,0,0,0,0,0,467,624,825,653,520,561,469,256,162,4535,491,658,847,672,549,577,492,271,176,4732,28620,19278,30026,26226,21376,16770,11277,7360,3545,164479
CED215,24343,14464,14633,14734,17634,19443,15898,8494,3407,133043,31,33,16,16,32,32,27,24,7,211,7,23,65,27,47,70,50,20,4,313,534,924,855,609,632,819,615,352,173,5518,14,26,75,22,36,46,19,3,0,237,3,6,10,8,9,25,14,4,0,83,7,15,25,12,17,22,19,3,0,118,7,5,0,6,15,18,26,6,0,74,0,0,5,3,0,3,3,0,0,16,0,3,11,8,7,0,6,3,0,36,0,0,0,0,0,0,0,0,0,0,576,1010,1043,693,758,996,754,389,185,6400,602,1041,1056,707,791,1027,783,408,192,6609,24948,15502,15689,15444,18429,20469,16680,8905,3596,139658
CED216,27087,16716,14301,18716,22393,17417,12648,6960,4778,141014,5,12,7,4,15,7,10,19,12,92,16,14,29,29,24,40,37,11,8,194,304,407,489,304,297,362,272,206,176,2829,12,13,22,11,18,18,17,8,3,124,0,10,5,3,8,13,11,3,0,65,4,5,9,8,10,11,17,3,3,65,0,3,3,0,12,4,3,7,0,29,0,0,4,0,3,3,0,0,0,16,0,0,3,0,0,9,3,0,0,24,0,0,0,0,0,0,0,0,0,0,338,457,559,361,372,453,355,250,192,3338,344,472,563,367,384,458,365,266,211,3429,27433,17179,14864,19081,22782,17878,13017,7229,4982,144443
CED217,45291,24746,29411,30983,23750,18354,11291,4103,1262,189184,24,48,23,28,19,16,6,8,7,181,7,15,23,29,22,16,4,3,0,124,620,588,775,539,352,343,248,148,58,3677,7,11,20,16,19,21,7,3,0,106,4,7,5,5,3,10,7,5,0,48,3,7,14,12,10,11,4,0,0,54,7,5,10,3,0,7,0,0,0,32,0,0,4,0,3,0,0,0,0,11,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,646,632,849,599,422,403,268,165,66,4055,671,684,871,626,439,422,276,168,68,4237,45961,25424,30285,31611,24197,18778,11569,4271,1325,193426
CED218,21308,20183,31235,20424,18203,14515,10962,6625,3319,146774,3,15,14,10,3,16,8,4,5,86,18,40,129,96,104,83,53,10,3,543,328,596,917,519,425,443,391,288,187,4092,7,25,50,31,38,42,20,3,0,213,8,12,39,16,22,29,15,9,0,145,3,9,35,19,28,30,27,3,0,150,0,6,8,4,8,12,13,3,0,56,4,7,4,0,4,8,0,0,0,25,0,5,13,4,3,11,3,3,0,39,0,0,0,0,0,0,0,0,0,0,360,700,1186,692,633,653,531,317,190,5265,367,710,1204,702,638,668,540,322,198,5350,21672,20899,32436,21125,18842,15184,11503,6947,3517,152127
CED219,45033,26654,31571,29298,24297,19009,11064,5261,2006,194195,28,29,38,26,15,23,12,14,6,196,10,17,21,24,31,36,16,5,0,151,536,662,738,443,342,286,221,136,80,3442,20,16,17,22,33,27,10,10,0,145,12,14,4,12,15,13,7,0,0,68,3,5,10,8,5,6,3,3,0,44,0,0,3,3,3,4,8,0,0,26,0,0,4,4,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,581,714,809,507,417,373,265,160,80,3909,608,747,848,534,435,394,278,174,84,4100,45646,27402,32419,29833,24733,19402,11342,5436,2089,198298
CED220,26442,18640,21110,20747,19634,16040,11905,7867,3907,146299,30,13,19,27,25,14,22,17,3,164,7,11,27,14,23,26,12,4,3,131,336,416,553,408,371,279,269,214,161,3011,5,11,12,17,18,21,8,5,4,106,3,3,9,3,0,5,3,0,0,33,0,8,13,9,3,3,9,3,0,56,0,3,8,7,3,16,0,3,0,39,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,8,5,0,0,15,0,0,0,0,0,0,0,0,0,0,354,450,624,459,428,357,316,233,174,3392,390,466,640,482,452,371,332,246,181,3564,26827,19108,21754,21226,20084,16416,12243,8116,4088,149854
CED221,24429,13912,12987,15198,18192,19169,15062,7742,3492,130173,21,35,22,21,17,31,30,25,12,218,295,335,290,258,271,259,138,47,28,1916,1893,1689,1453,1472,1367,1206,931,282,164,10460,283,234,246,232,197,139,70,8,0,1419,132,203,188,143,111,107,62,17,0,963,37,85,80,53,69,62,18,3,0,409,33,14,44,21,33,34,30,10,0,218,28,35,33,9,5,4,4,0,0,115,8,22,30,16,19,11,3,0,0,108,0,0,0,0,0,0,0,0,0,0,2705,2623,2366,2199,2068,1824,1252,376,197,15605,2727,2660,2387,2218,2085,1855,1282,397,210,15826,27157,16570,15372,17419,20282,21021,16341,8143,3700,146003
CED222,29718,18494,21273,23110,21585,16885,11885,6528,3227,152706,22,12,16,31,16,16,17,11,8,149,10,16,18,16,26,23,20,3,4,138,409,492,620,378,345,267,235,147,101,2995,6,13,13,7,12,26,25,3,3,111,3,6,3,3,4,9,8,0,0,33,7,6,5,6,9,5,5,3,0,51,0,4,5,8,0,4,6,3,0,30,0,3,3,0,0,0,0,0,0,7,8,3,3,5,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,441,545,671,430,400,336,299,159,108,3383,463,559,687,456,410,353,310,175,113,3534,30181,19052,21961,23567,21995,17243,12196,6703,3348,156234
CED223,25591,16334,16587,19178,19025,17008,12115,6417,3168,135430,11,16,8,10,13,12,11,14,8,103,0,10,39,8,18,31,24,7,3,138,360,496,568,376,391,406,341,337,211,3491,10,28,38,16,22,19,26,9,4,175,3,4,8,5,9,4,13,0,0,44,7,4,8,7,5,13,8,0,0,52,0,0,3,4,14,6,13,9,0,46,3,6,12,0,7,3,0,0,0,29,0,4,4,0,3,4,0,5,0,18,0,0,0,0,0,0,0,0,0,0,389,554,671,418,469,491,417,366,217,3988,400,572,681,426,487,505,425,378,226,4095,25989,16907,17263,19605,19510,17516,12539,6798,3394,139519
CED224,23612,21529,19340,16993,19792,15589,11393,6712,4097,139050,7,17,4,12,15,10,8,6,10,88,11,33,51,40,38,33,29,17,0,250,333,554,611,335,294,331,271,224,125,3079,6,26,35,29,38,26,26,0,5,188,3,11,10,9,14,16,13,3,0,78,0,12,14,15,15,6,15,7,0,90,3,5,7,3,4,14,9,0,0,49,5,7,0,0,0,0,3,0,0,14,0,10,6,4,3,5,5,3,0,34,0,3,0,0,0,0,0,0,0,3,365,665,726,430,410,443,362,256,132,3789,375,674,733,443,419,448,367,266,149,3875,23985,22210,20067,17437,20211,16038,11761,6977,4245,142928
CED225,32656,20622,17612,22682,23043,17158,10500,4955,1971,151202,20,18,16,5,18,13,7,5,10,105,14,10,12,17,11,23,21,3,3,105,394,598,578,353,276,279,227,174,127,3003,3,3,11,3,19,18,10,4,0,79,3,0,3,4,5,6,7,0,0,34,3,5,5,4,6,15,3,3,0,45,3,3,3,0,0,8,4,0,0,20,0,3,0,0,0,0,0,0,0,9,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,417,621,617,386,319,345,265,186,133,3300,435,641,631,396,334,358,275,197,137,3408,33094,21267,18243,23073,23383,17513,10778,5145,2107,154607
CED226,55643,27097,42465,37784,26528,18846,10890,4596,1511,225359,44,42,19,28,19,17,14,9,0,194,33,15,48,35,29,38,25,5,0,223,674,663,915,542,432,349,254,180,80,4081,7,19,33,16,26,32,25,0,0,158,6,14,11,17,7,7,11,0,0,79,13,3,10,16,9,4,0,3,0,63,3,6,13,4,10,13,13,0,0,59,5,3,3,4,0,4,0,0,0,19,0,3,3,9,8,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,736,736,1049,639,520,441,328,188,84,4715,776,774,1063,671,541,466,338,197,85,4912,56421,27871,43530,38453,27063,19304,11229,4788,1597,230271
CED227,24133,14553,14105,14114,17476,18257,14206,8830,4251,129933,41,34,28,27,21,27,28,23,6,232,30,88,73,54,97,112,76,27,15,561,476,850,805,509,574,694,556,286,151,4896,14,17,39,11,29,51,53,8,0,225,35,69,88,81,118,165,151,60,9,776,6,3,10,11,8,35,14,6,0,97,3,9,4,11,12,18,27,9,0,89,0,5,3,0,4,5,4,0,0,27,0,0,4,0,5,9,5,0,0,22,0,0,0,0,0,0,0,0,0,0,571,1036,1021,674,848,1081,889,395,172,6695,616,1071,1048,701,869,1112,916,418,181,6926,24751,15627,15156,14813,18343,19370,15127,9248,4432,136855
CED228,27221,21766,26567,21745,20958,17590,12799,8271,3623,160532,20,34,32,26,26,10,17,13,11,193,13,13,33,28,27,23,19,3,0,164,494,614,903,543,478,378,300,271,151,4134,16,24,30,23,49,23,25,6,0,198,22,11,21,17,13,15,6,6,3,106,6,19,22,25,7,13,16,3,0,104,0,3,3,6,8,16,15,4,3,57,0,0,5,0,3,0,0,0,0,9,0,3,4,0,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,546,687,1012,644,584,469,381,291,161,4781,567,727,1049,669,614,477,399,307,169,4978,27786,22486,27608,22414,21574,18074,13199,8574,3793,165507
CED229,48171,25260,30326,30740,27095,20477,13249,5494,2020,202842,31,24,23,8,15,15,9,12,5,140,22,52,42,35,25,46,38,9,3,277,556,777,781,485,409,406,331,185,105,4033,10,69,79,24,28,38,20,3,0,275,3,11,16,8,14,10,19,3,0,93,9,9,6,13,22,24,8,3,3,98,3,4,5,0,9,16,9,5,0,51,4,12,10,0,5,0,3,0,0,33,3,3,3,4,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,605,940,952,579,520,540,425,212,117,4880,632,967,966,591,532,549,441,217,119,5017,48809,26224,31291,31332,27629,21030,13691,5715,2142,207860
CED230,32891,17962,19407,19044,20527,19699,16275,8610,3604,158018,19,43,28,17,22,21,32,25,13,213,10,12,18,7,21,15,30,8,0,131,593,905,843,440,529,540,477,234,152,4711,21,17,24,23,33,33,23,6,3,176,10,3,8,14,9,7,11,8,0,60,17,3,11,9,9,12,8,0,0,78,0,3,3,3,11,9,3,0,0,32,0,7,4,4,0,7,0,0,0,15,0,0,3,0,0,7,7,0,0,16,0,0,0,0,0,0,0,0,0,0,653,949,917,502,609,625,553,258,159,5226,672,992,945,517,629,651,586,282,164,5437,33565,18951,20352,19560,21153,20352,16859,8893,3771,163455
CED231,18800,45466,61362,26804,17805,13728,8909,4516,2106,199501,29,84,71,22,17,14,9,8,4,248,105,405,964,1125,1309,983,397,81,13,5390,866,2262,2852,1695,1458,1370,1008,543,217,12270,104,253,464,456,685,513,235,45,4,2757,63,173,227,276,353,302,143,35,7,1577,49,174,268,303,363,307,177,36,4,1680,53,187,83,147,182,253,139,30,3,1066,27,35,30,29,23,29,11,0,0,174,9,45,98,88,103,73,35,0,0,460,0,6,0,0,0,0,0,0,0,11,1271,3545,4989,4114,4480,3824,2136,771,253,25387,1297,3627,5058,4138,4497,3832,2146,776,259,25634,20099,49088,66422,30944,22298,17564,11054,5298,2367,225134
CED232,18705,17978,39707,24924,18587,14876,10445,4902,2748,152883,6,19,28,11,5,14,13,3,4,106,68,135,429,552,635,393,149,37,6,2411,470,813,1320,903,833,763,537,314,249,6200,34,90,183,211,310,230,98,25,3,1184,17,23,80,87,121,130,59,8,0,531,23,67,83,131,200,159,72,32,0,756,5,26,29,42,56,67,36,10,0,277,4,13,8,7,7,10,13,0,0,57,3,6,35,28,35,19,14,0,0,138,0,0,0,0,0,0,0,0,0,0,620,1183,2164,1956,2203,1762,973,433,262,11555,633,1203,2191,1970,2206,1779,989,435,261,11663,19336,19182,41898,26895,20796,16652,11432,5341,3015,164544
CED233,22408,17440,14377,16115,19623,16650,13104,8832,3804,132352,4,11,10,6,4,9,10,12,5,71,7,9,15,16,16,24,15,7,3,102,274,350,495,253,236,256,229,208,123,2421,9,17,17,8,8,19,15,3,3,105,0,5,3,5,3,0,6,0,0,29,6,0,6,11,3,8,3,3,0,44,0,0,3,0,3,3,3,0,0,16,0,0,4,0,4,0,0,0,0,5,0,4,3,0,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,299,389,544,289,273,315,272,224,137,2746,306,398,549,299,273,320,283,242,141,2818,22716,17839,14929,16411,19898,16971,13386,9073,3946,135171
CED234,26041,15162,14227,15327,18470,18723,15106,9036,3952,136058,42,35,37,36,28,28,20,26,14,267,33,74,48,55,62,95,65,25,7,478,554,819,756,526,573,661,599,360,145,4998,16,13,18,16,31,48,51,13,0,198,8,13,17,34,26,21,17,11,0,149,4,8,14,3,16,24,14,6,0,94,0,0,3,8,3,24,5,6,0,53,4,6,3,0,10,3,0,0,0,30,0,3,6,3,0,4,11,3,0,25,0,0,0,0,0,0,0,0,0,0,620,941,858,660,725,875,773,418,153,6028,662,975,901,692,752,901,787,446,168,6297,26707,16142,15128,16022,19220,19626,15898,9488,4117,142351
CED235,32085,21826,25553,22573,21550,18040,12324,6715,2291,162956,23,32,24,9,17,13,18,9,0,152,12,16,13,25,16,10,5,5,5,103,473,541,737,480,364,345,294,236,99,3575,4,14,19,12,3,16,5,3,0,77,0,7,0,3,3,6,7,0,0,20,3,6,3,6,8,5,0,0,0,28,0,3,0,0,8,3,3,0,0,15,0,0,3,0,3,0,0,0,0,5,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,496,588,784,524,400,386,315,250,99,3832,514,615,803,531,414,403,331,256,102,3990,32602,22442,26359,23109,21967,18444,12658,6969,2393,166946
CED236,22679,13635,12073,14017,17700,18368,14659,8239,3660,125026,41,30,18,19,23,30,20,20,12,215,14,13,31,21,39,50,39,7,5,227,424,783,735,481,556,604,458,215,156,4411,11,20,24,19,32,34,13,4,3,155,31,45,50,40,63,70,46,11,3,359,7,9,17,16,7,16,8,3,0,91,0,3,9,3,5,18,13,6,0,62,0,7,13,4,7,5,0,0,0,36,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,486,877,877,585,710,805,592,252,162,5353,530,913,895,605,735,834,607,268,180,5575,23209,14547,12970,14617,18433,19203,15269,8506,3832,130593
CED237,26729,20067,35058,25788,19470,14055,9588,8393,4190,163342,19,19,33,19,20,12,25,18,5,163,10,27,34,30,27,46,26,7,5,212,372,558,798,428,439,375,264,251,143,3626,4,21,21,15,15,27,15,7,0,134,5,13,22,9,7,13,11,0,0,91,8,13,18,0,11,22,20,5,0,96,0,11,5,0,10,18,9,3,0,53,0,3,6,5,0,0,3,0,0,20,5,3,11,0,3,0,11,0,0,34,0,0,0,0,0,0,0,0,0,0,406,639,913,491,513,499,367,274,145,4257,428,659,944,505,531,512,393,289,156,4422,27157,20730,36003,26297,20003,14563,9982,8687,4348,167763
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,4,3,6,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,4,0,0,18,0,9,53,74,74,49,5,3,0,274,0,0,0,3,3,3,0,0,0,18,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,62,85,87,58,14,3,0,328,0,16,62,85,87,58,14,3,0,328,0,16,66,94,91,63,14,3,3,349
CED301,34308,19865,21174,19013,19023,16411,11486,5891,2110,149290,44,35,30,23,15,26,20,13,4,220,9,44,48,26,57,64,72,34,11,363,5,13,19,16,27,45,71,21,3,212,642,901,834,532,496,485,379,205,113,4583,0,5,6,5,13,12,11,3,0,57,0,3,3,0,7,6,12,4,0,36,0,4,0,0,0,17,9,0,0,33,10,9,15,11,4,5,0,0,0,50,0,0,0,10,5,7,8,0,0,32,0,0,0,0,0,0,0,0,0,0,673,978,929,598,607,644,564,261,122,5370,715,1011,956,620,624,672,582,270,131,5587,35024,20875,22131,19632,19649,17085,12072,6162,2238,154874
CED302,28168,18810,18450,20831,20162,15616,11338,6594,3037,142994,18,18,15,18,9,13,12,8,11,128,19,32,43,43,55,86,105,47,18,449,10,22,38,18,35,53,78,32,4,295,446,615,593,392,382,381,309,141,67,3332,4,5,10,3,6,8,21,3,0,54,5,10,3,6,8,13,12,0,0,50,3,12,3,3,10,5,22,9,0,64,0,3,8,0,0,0,5,0,0,23,3,0,3,3,5,13,8,5,0,42,0,0,0,0,0,0,0,0,0,0,494,693,709,473,500,564,546,234,94,4306,518,710,729,490,511,573,563,244,106,4435,28681,19517,19175,21321,20672,16193,11896,6833,3139,147430
CED303,26890,17149,14890,17659,20158,18661,14388,7183,3139,140128,22,15,17,8,22,9,17,20,8,131,17,32,35,17,44,92,109,39,17,392,14,11,16,17,19,44,73,34,9,226,522,613,607,431,410,403,334,159,93,3577,8,3,4,4,7,13,23,4,0,68,6,9,3,7,3,10,10,3,0,52,3,0,0,3,3,7,12,11,0,41,5,3,6,3,8,3,0,0,0,33,0,4,0,3,0,6,7,0,0,26,0,0,0,0,0,0,0,0,0,0,575,677,663,481,500,575,560,246,122,4406,600,694,677,492,521,585,576,268,128,4541,27493,17851,15570,18149,20684,19251,14960,7450,3267,144665
CED304,21503,25207,36267,23307,19558,14028,8598,4062,2153,154689,6,23,42,15,22,12,9,4,0,135,64,172,411,337,411,342,229,78,17,2067,25,96,271,283,260,193,195,56,8,1392,738,1600,1643,1135,1092,1130,935,361,153,8786,11,28,55,68,74,98,68,21,9,430,14,32,102,93,105,110,52,20,3,530,8,10,19,21,30,30,30,3,0,153,3,12,34,13,15,17,4,0,0,100,10,4,41,42,46,29,10,0,0,183,0,0,0,3,0,0,3,0,0,6,862,1963,2583,1992,2036,1943,1527,553,192,13651,869,1988,2625,2006,2059,1954,1533,555,195,13786,22370,27193,38894,25314,21613,15984,10136,4623,2346,168473
CED305,30365,17451,18469,17998,18987,16792,11326,6118,2364,139863,25,34,37,34,20,30,17,16,6,223,27,49,156,122,165,355,449,130,20,1482,36,34,61,65,78,286,545,203,31,1351,682,1488,3146,2945,3181,2363,975,337,126,15241,3,3,22,20,33,66,151,42,3,346,8,4,18,21,34,45,48,8,0,191,0,0,7,12,22,49,83,27,0,201,3,5,0,7,3,8,3,4,0,37,0,0,3,6,9,18,30,13,0,78,0,0,0,0,0,0,0,0,0,0,765,1596,3419,3194,3524,3184,2290,770,184,18919,788,1626,3456,3228,3542,3214,2312,788,187,19137,31150,19072,21926,21229,22528,20001,13634,6905,2553,159005
CED306,29772,17916,19121,18905,20365,17952,12179,6263,2380,144848,28,32,29,23,35,22,17,15,3,208,153,120,238,237,276,523,827,256,41,2667,199,121,221,207,303,607,947,287,39,2931,715,1223,1236,906,1037,1337,1181,410,116,8164,17,35,54,36,48,141,234,52,5,620,19,8,40,35,50,86,89,15,3,338,14,3,8,21,40,123,128,27,7,372,3,5,13,3,8,10,3,0,0,50,22,18,27,22,34,29,51,14,0,213,0,0,0,0,0,0,0,0,0,3,1136,1524,1832,1472,1791,2853,3460,1057,214,15353,1167,1558,1860,1490,1829,2878,3481,1074,218,15559,30936,19473,20984,20394,22191,20830,15661,7338,2600,160409
CED307,31000,17887,16836,20616,20315,15855,11456,4388,1689,140042,22,24,6,11,16,11,4,6,0,98,5,18,21,19,16,52,66,21,4,231,7,15,16,10,6,25,44,22,6,159,494,666,469,334,271,288,282,113,54,2972,0,4,5,0,0,14,13,0,5,49,11,4,13,10,4,9,12,3,3,59,0,0,0,6,3,10,16,13,0,43,3,13,5,7,5,6,0,0,0,28,3,0,3,0,4,3,9,0,0,22,0,0,0,0,0,0,0,0,0,3,520,718,531,385,316,401,434,180,79,3558,541,737,536,400,329,411,443,184,76,3655,31535,18621,17373,21010,20648,16269,11896,4570,1767,143700
CED308,31644,21105,20777,22086,22284,18452,15671,7677,2904,162602,15,39,16,22,24,18,11,15,7,171,95,92,83,87,91,181,272,112,33,1045,94,48,71,49,70,147,282,157,27,943,551,685,663,487,392,459,374,149,65,3831,27,4,21,22,15,48,74,32,8,260,18,13,24,13,18,20,17,3,0,128,20,8,6,19,11,19,48,32,3,177,5,6,3,3,6,6,0,0,0,27,0,0,3,0,3,15,19,10,0,53,0,0,0,0,0,0,0,0,0,5,818,858,877,690,612,898,1087,486,144,6469,831,896,898,711,630,913,1104,501,155,6636,32480,22003,21673,22799,22921,19357,16773,8182,3059,169240
CED309,27856,15819,15476,18664,20701,18973,15614,8423,3592,145122,29,13,24,18,22,24,16,24,4,167,70,43,77,78,81,189,404,176,33,1142,58,28,71,62,92,358,1003,576,106,2363,596,838,809,597,562,715,643,357,148,5273,15,21,3,11,19,60,179,78,7,400,10,0,9,10,13,29,31,9,0,116,6,8,3,10,25,81,183,78,11,396,4,3,11,3,5,9,4,0,0,45,0,3,0,4,3,21,57,9,0,104,0,0,0,0,0,3,0,0,0,3,751,942,996,783,802,1463,2507,1293,308,9830,784,956,1019,798,819,1486,2522,1312,311,9996,28640,16774,16490,19466,21524,20460,18136,9734,3905,155119
CED310,24231,15166,13636,16355,17957,16952,15647,8938,3772,132655,21,27,17,16,13,21,26,18,12,180,68,38,80,69,119,204,377,188,18,1164,87,24,93,97,114,390,914,633,132,2486,618,895,821,651,649,855,683,300,142,5614,33,9,23,30,27,75,143,91,18,454,9,4,14,10,15,34,19,7,0,111,3,3,3,8,18,79,188,114,11,430,5,8,4,3,6,4,11,0,0,48,10,8,8,6,11,28,44,19,3,140,0,0,0,0,0,0,0,0,0,3,834,994,1052,881,971,1676,2377,1349,324,10451,859,1021,1073,894,985,1696,2404,1367,334,10628,25091,16185,14713,17248,18941,18649,18050,10301,4107,143282
