CED_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED294,534,315,849,155,88,242,121,100,227,1182,1019,2207,121,122,237,30,29,65,49,49,99,20,21,40,21,18,40,7,12,17,0,0,0,1557,1366,2915,459,487,945,62,48,110,2233,1988,4223,1355,772,2128,4117,3073,7193
CED297,12,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,16,0,13,3,0,3,28,4,29
CED301,34811,34984,69795,4453,4859,9312,1600,1706,3307,498,522,1024,19991,21596,41584,268,249,515,218,265,486,115,122,237,351,270,619,100,92,200,0,0,0,23145,24815,47960,1950,2160,4117,784,691,1471,30334,32521,62856,5949,5622,11571,71098,73124,144223
CED302,35511,37932,73446,2881,3203,6080,1224,1207,2434,494,528,1015,18799,19690,38495,214,208,418,234,245,484,59,87,149,115,101,213,118,134,249,0,0,0,21258,22205,43463,4129,4748,8876,551,498,1051,28813,30656,59473,3642,3717,7359,67966,72310,140280
CED303,36534,37845,74377,4364,4618,8981,1298,1442,2736,523,567,1089,18294,19486,37782,165,146,311,231,246,478,109,119,223,88,112,203,113,108,228,0,0,0,20830,22223,43056,1997,2273,4273,530,541,1078,27716,29660,57378,3512,3645,7160,67766,71141,138907
CED304,27326,28083,55407,2881,2848,5732,2246,2255,4500,1134,1105,2242,24972,24839,49818,309,257,570,434,365,799,127,147,278,225,188,410,282,254,532,6,4,13,29739,29422,59156,9868,10571,20436,859,672,1528,43334,43518,86857,7102,6620,13723,77765,78219,155982
CED305,35523,33638,69160,6127,6252,12373,870,902,1771,418,467,886,17613,18573,36181,183,172,357,258,239,497,99,119,212,153,141,296,41,48,88,7,0,7,19644,20654,40299,1396,1569,2970,517,590,1105,27678,29070,56745,8502,6051,14552,71701,68761,140460
CED306,37033,35646,72684,5772,5780,11555,1530,1451,2986,816,882,1702,16821,17911,34734,285,257,538,468,455,924,185,179,367,265,275,539,115,123,237,4,6,5,20485,21533,42020,2107,2550,4664,554,490,1040,28927,30353,59281,8353,6273,14627,74313,72274,146585
CED307,38638,39366,78008,3194,3427,6622,1044,1071,2112,475,500,974,17369,18366,35734,176,169,344,219,246,464,116,126,244,179,160,338,118,126,246,0,0,0,19697,20763,40461,1819,2067,3886,475,462,931,25180,26719,51902,3263,3171,6436,67089,69258,136348
CED308,32208,33676,65885,4750,5161,9913,3496,3923,7420,1247,1338,2586,21850,23940,45790,336,364,709,398,404,807,272,322,591,165,182,350,212,220,436,3,5,7,27987,30706,58697,4712,5121,9834,821,795,1610,38273,41781,80055,6307,6561,12870,76784,82024,158803
CED309,32067,34048,66115,5015,5516,10525,1970,2221,4189,1197,1360,2562,19726,22035,41765,303,322,622,487,494,977,218,248,465,230,275,509,162,180,347,0,0,0,24293,27133,51422,2656,3106,5762,698,622,1319,32655,36374,69026,4843,5022,9861,69559,75448,145002
CED310,29789,31690,61473,4435,4730,9164,1613,1810,3424,848,966,1812,18974,20789,39760,230,237,463,357,373,730,190,233,422,205,209,415,144,174,316,4,4,8,22559,24788,47343,2304,2624,4923,540,541,1073,29830,32672,62509,4421,4588,9008,64044,68950,132992
CED311,37419,34296,71717,7056,7003,14055,1328,1232,2561,583,540,1119,16300,16611,32903,261,241,502,491,475,967,160,163,320,333,328,663,38,39,77,0,0,5,19495,19623,39121,1916,2074,3986,554,506,1064,29015,29207,58220,7754,6517,14271,74181,70026,144210
CED312,36014,36842,72858,4461,4680,9143,1737,1908,3641,698,719,1419,21690,23303,44994,220,238,460,324,328,650,140,161,303,122,131,254,114,118,230,3,4,6,25053,26905,51961,3222,3508,6728,859,804,1659,33593,35895,69490,5137,5409,10546,74751,78142,152894
CED313,29102,30538,59636,2650,2692,5344,1960,1986,3939,859,883,1739,23749,24309,48052,279,271,550,394,393,781,120,133,247,138,117,254,213,233,445,7,4,11,27702,28320,56025,7508,8102,15604,806,760,1567,38670,39872,78541,5419,5187,10603,73187,75598,148782
CED314,32753,34887,67642,4155,4442,8605,1277,1438,2712,343,367,712,19862,21935,41799,183,181,363,186,199,388,84,103,190,213,193,407,87,82,163,0,0,0,22240,24495,46737,2340,2237,4574,502,484,988,29244,31660,60901,5190,5424,10620,67185,71978,139160
CED315,33142,33201,66348,3827,4094,7921,2036,1810,3843,1297,1275,2575,21730,23728,45458,387,400,788,495,498,985,239,250,493,629,584,1205,243,223,462,0,0,0,27050,28761,55807,2253,2514,4767,770,686,1453,33897,36049,69950,6690,5688,12372,73730,74937,148663
CED316,32662,34077,66739,4154,4695,8851,1543,1730,3280,822,848,1675,17376,19346,36719,219,235,454,338,350,685,160,194,356,287,262,544,87,84,172,0,0,4,20836,23047,43884,1322,1531,2846,592,550,1144,26899,29830,56722,5462,5593,11054,65018,69500,134516
CED317,40650,38715,79370,7645,7950,15592,898,851,1750,531,522,1052,12563,12729,25294,208,207,416,361,311,672,111,91,201,509,498,1002,36,43,81,0,3,3,15207,15259,30469,1468,1732,3202,488,483,966,24810,25419,50230,8719,7208,15931,74182,71348,145526
CED318,38240,38112,76356,5328,5668,10999,1713,1755,3469,1425,1522,2946,18262,19486,37744,546,576,1120,818,834,1653,223,237,454,829,855,1680,132,161,293,4,5,10,23948,25435,49384,3647,4290,7942,917,781,1702,33847,36174,70021,8786,8426,17213,80875,82714,163589
CED319,35628,38285,73914,2662,2822,5479,1370,1331,2699,745,722,1462,20574,21513,42081,207,204,411,263,256,526,103,117,213,196,163,357,163,165,329,3,3,5,23623,24473,48090,4031,4598,8628,642,555,1197,30947,32450,63398,3966,4438,8406,70539,75172,145719
CED320,35707,36446,72156,5216,6021,11236,1419,1588,3005,615,668,1284,20846,22280,43129,214,214,432,247,276,521,162,164,324,211,207,420,133,137,273,5,5,16,23856,25547,49407,1915,2224,4138,724,649,1369,31712,34437,66149,6228,5653,11882,73650,76538,150189
CED321,38153,36843,74995,8820,9262,18081,1459,1393,2854,301,304,606,12206,12959,25161,163,170,328,207,229,435,48,48,97,185,184,368,23,34,57,0,0,4,14601,15311,29909,1042,1243,2289,430,417,845,24892,26229,51125,7156,6440,13588,70197,69510,139711
CED322,32150,34417,66563,4244,4559,8805,4031,4467,8499,1013,1161,2173,16593,18433,35026,248,297,544,366,418,789,194,246,444,123,121,240,190,226,414,0,7,4,22759,25377,48139,3481,4007,7482,708,679,1389,31196,34619,65815,4963,5507,10464,68312,74539,142851
CED323,30544,31982,62525,4123,4107,8225,3265,3524,6788,1278,1309,2585,19014,20261,39274,345,345,694,378,369,747,242,285,526,123,134,261,177,192,370,4,4,7,24822,26432,51251,6556,7396,13952,828,773,1606,36326,38713,75040,7814,7710,15523,74684,78398,153082
CED324,34321,36365,70686,3141,3078,6219,1212,1170,2381,568,531,1096,18597,18275,36868,243,216,459,243,205,447,78,82,151,112,102,215,131,119,251,5,4,10,21183,20706,41893,9662,9723,19384,612,518,1133,34602,34029,68630,4327,4404,8736,73249,74799,148054
CED325,36493,37900,74391,4349,4578,8928,1260,1296,2552,544,545,1086,18565,19424,37989,264,292,553,248,254,497,86,110,194,165,155,323,163,166,322,7,0,12,21295,22245,43538,4572,5003,9575,603,531,1133,30818,32355,63170,7427,5316,12744,74734,75570,150304
CED326,33857,36322,70175,4768,5436,10210,1802,1929,3731,793,906,1697,21417,23411,44828,262,278,540,297,314,603,137,160,298,199,213,415,185,196,379,5,3,5,25086,27411,52500,3602,4087,7695,830,839,1671,34295,37777,72068,4701,5074,9776,72846,79175,152021
CED327,41480,42314,83790,3806,4202,8012,1084,1117,2203,470,447,923,21003,21750,42755,209,209,420,204,188,388,91,100,192,120,127,247,76,81,156,3,0,3,23267,24016,47281,6298,6711,13005,788,692,1481,34161,35619,69780,5489,5510,10992,81121,83438,164561
CED328,34556,36582,71142,3410,3538,6950,1882,1751,3627,899,823,1723,18696,19421,38119,338,333,670,354,331,690,104,87,195,224,193,418,298,280,579,0,0,0,22801,23230,46029,7007,8040,15039,501,431,929,33709,35236,68947,3461,3484,6943,71727,75302,147027
CED329,35424,35763,71195,5768,6177,11945,1569,1659,3228,858,917,1779,14997,16132,31121,207,228,441,368,410,781,120,145,267,221,216,438,90,92,184,0,0,0,18438,19806,38242,1191,1442,2635,550,521,1068,25942,27946,53890,6365,5598,11967,67738,69313,137046
CED330,39211,38654,77866,5291,5650,10942,1544,1659,3204,508,518,1020,17336,18490,35823,159,172,332,249,243,499,91,103,188,160,159,317,72,67,136,0,3,3,20110,21411,41527,1674,1801,3475,563,511,1081,27643,29383,57020,6201,5827,12028,73052,73868,146915
CED394,1044,637,1684,262,153,423,425,419,841,254,247,499,1987,1703,3689,85,88,165,146,127,276,57,58,117,42,40,82,24,23,48,0,0,0,3015,2704,5724,628,764,1394,103,52,159,4011,3681,7693,1703,1097,2804,6759,5414,12175
CED397,33,49,84,0,0,0,4,0,3,0,0,0,12,12,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,31,9,5,14,0,0,0,25,21,45,4,17,24,66,81,150
CED401,36060,38087,74146,3694,3715,7411,1028,901,1930,928,1022,1950,606,573,1175,18087,18542,36631,339,307,649,90,92,181,283,277,564,165,155,319,10,0,10,21530,21876,43404,9365,9136,18497,486,403,889,35074,35129,70209,5619,5099,10720,76758,78319,155077
CED402,42499,41418,83920,7676,8163,15842,476,480,954,1146,1131,2279,546,538,1089,9883,10549,20431,372,336,704,93,81,171,273,285,560,23,20,39,0,3,4,12815,13428,26242,1628,1468,3092,340,292,637,22458,23351,45807,6327,5149,11481,71291,69922,141210
CED403,39812,42792,82609,2582,2835,5421,540,596,1136,485,559,1042,329,415,743,14683,16258,30943,226,232,455,38,61,102,226,250,476,89,89,170,0,3,3,16609,18457,35065,3595,4124,7714,352,356,705,23140,25776,48910,3185,3394,6577,66133,71960,138097
CED404,41365,39598,80956,8887,9359,18242,451,409,859,397,345,747,577,508,1087,8095,8300,16392,434,417,856,82,76,155,366,371,739,17,21,35,3,3,3,10415,10459,20875,636,804,1444,366,310,682,20308,20935,41237,7001,5971,12974,68666,66503,135168
CED405,38504,41565,80067,3302,3517,6824,655,691,1347,708,699,1406,489,498,991,15847,16821,32666,183,208,392,76,88,168,216,220,440,59,67,126,0,0,0,18239,19295,37537,4773,5155,9932,453,419,871,26768,28394,55160,3893,4264,8154,69166,74219,143383
CED406,40351,41471,81823,3694,4043,7739,448,459,905,375,433,807,412,452,863,15440,16930,32370,197,202,398,73,72,137,200,230,428,42,51,94,0,0,0,17182,18827,36007,1725,1881,3607,439,448,889,23039,25205,48246,4026,4221,8244,67421,70894,138311
CED407,43071,44201,87271,2395,2580,4974,460,458,916,404,367,775,390,352,740,14823,15867,30691,171,152,318,50,54,104,176,148,322,92,77,174,3,4,3,16570,17478,34048,2884,2972,5854,339,327,664,22191,23356,45542,3985,3741,7722,69250,71292,140543
CED408,39462,40331,79787,5174,5675,10852,542,590,1130,488,579,1069,546,569,1119,12865,13910,26776,302,307,610,88,101,192,307,331,642,56,56,112,3,0,3,15200,16454,31657,942,1064,2011,301,323,624,21621,23517,45138,4080,4221,8304,65168,68070,133229
CED409,44846,46257,91106,3684,3953,7639,563,502,1058,530,531,1058,406,413,821,16154,17110,33263,203,166,367,50,62,110,203,199,403,62,61,120,7,0,8,18174,19040,37214,3857,4290,8153,487,388,876,26206,27673,53875,4738,4850,9583,75784,78783,154568
CED410,39097,42897,81999,2829,3077,5908,514,546,1062,502,504,1010,341,391,731,15088,16522,31613,186,204,389,60,73,137,138,147,284,87,74,167,0,0,0,16914,18468,35386,5204,5638,10837,286,292,573,25232,27480,52704,3093,3459,6548,67419,73836,141256
CED411,43492,42896,86385,4657,5106,9763,692,664,1355,562,522,1086,575,555,1129,18096,19654,37755,280,263,545,92,105,194,351,363,722,81,82,166,0,0,4,20740,22203,42945,1924,2053,3977,604,519,1125,27924,29880,57806,5917,5846,11766,77342,78618,155957
CED494,251,122,372,66,31,100,38,28,70,39,38,74,61,68,130,534,373,907,30,26,58,3,11,13,13,16,32,3,3,6,0,0,0,721,568,1288,151,111,263,23,10,30,958,720,1680,480,243,722,1688,1083,2774
CED497,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,6,0,3
CED501,33005,33262,66270,5247,5562,10810,975,860,1836,780,710,1491,957,912,1871,279,306,581,20716,21901,42614,205,205,411,257,240,499,84,65,150,12,8,25,24276,25199,49477,4966,5556,10520,538,411,953,35016,36737,71759,7443,5754,13196,75470,75757,151227
CED502,38973,39286,78265,3601,3774,7374,516,482,996,518,466,985,480,496,976,296,271,566,20251,20664,40914,86,74,156,122,103,224,49,51,97,24,19,42,22331,22622,44958,6548,7138,13686,525,429,958,33011,33972,66983,5691,4405,10094,77678,77664,155340
CED503,32038,32157,64193,4697,5083,9785,485,487,970,459,485,941,607,653,1258,182,190,376,19628,21282,40910,126,157,282,198,203,401,36,31,71,6,5,11,21724,23486,45210,2788,3227,6014,475,457,933,29682,32258,61944,5689,5058,10747,67408,69480,136886
CED504,40238,40772,81010,3315,3365,6688,342,324,669,310,287,605,267,276,548,138,124,258,14832,15360,30189,65,70,139,88,71,164,37,33,68,3,4,6,16090,16556,32644,4147,4443,8598,386,375,757,23947,24737,48685,3761,3488,7249,67942,68996,136940
CED505,30402,33216,63617,4145,4171,8320,878,890,1771,817,879,1699,584,566,1147,234,234,471,16111,16996,33108,81,90,171,106,87,195,101,92,196,5,7,12,18923,19846,38764,7391,7754,15145,379,361,736,30841,32121,62969,4421,4683,9099,65661,70020,135682
CED506,37488,32504,69991,10330,10141,20471,1538,1040,2574,1228,976,2199,2527,1613,4138,626,453,1081,18930,16048,34980,270,208,478,595,513,1104,48,46,97,12,16,28,25779,20900,46681,3941,3463,7400,883,746,1628,40934,35250,76182,13468,8908,22378,91888,76663,168547
CED507,33960,34415,68372,7705,8255,15963,389,420,810,427,468,894,507,558,1067,190,200,393,15387,16839,32223,131,134,271,171,166,338,27,14,45,13,14,30,17249,18821,36071,2482,2768,5252,417,470,887,27857,30312,58168,6090,5554,11651,67911,70284,138192
CED508,34451,36191,70644,3111,3270,6383,616,662,1275,547,618,1161,554,552,1101,165,186,354,17433,18506,35942,107,113,215,127,130,254,75,84,162,14,11,18,19634,20849,40481,5087,5275,10366,473,423,891,28305,29817,58119,5097,4915,10008,67851,70917,138774
CED509,36847,36877,73727,3320,3410,6726,338,345,688,331,334,661,377,388,765,148,142,284,16318,16241,32562,71,60,129,126,121,241,34,47,81,5,3,14,17745,17681,35425,3577,3890,7468,402,369,773,25045,25343,50391,6348,4236,10590,68250,66462,134707
CED510,39339,40469,79804,2634,2708,5339,406,421,828,383,401,784,420,400,820,116,106,228,14024,14418,28437,52,71,116,63,65,128,49,47,97,4,8,17,15518,15941,31461,4672,4779,9452,303,247,552,23126,23672,46798,3005,2749,5753,65466,66887,132356
CED511,38929,37367,76294,7860,8087,15946,519,434,952,503,455,959,666,639,1303,387,314,700,13951,14152,28103,213,202,416,160,169,336,28,31,54,4,3,8,16434,16407,32836,2267,2341,4611,537,475,1010,27091,27315,54407,8559,7038,15597,74576,71717,146291
CED512,35214,35223,70437,6067,6596,12657,719,710,1432,554,601,1151,736,773,1518,270,259,536,25163,26348,51515,99,111,212,180,188,365,60,68,136,3,3,10,27795,29066,56866,5857,6495,12351,524,461,987,40246,42621,82863,7123,6947,14074,82588,84787,167374
CED513,31913,32936,64851,3758,3641,7399,824,764,1588,818,832,1654,707,604,1311,244,203,446,17114,16890,34010,99,85,187,125,131,255,98,110,209,8,12,18,20037,19636,39671,8368,8682,17045,661,590,1252,32823,32548,65371,6484,6225,12709,71224,71707,142929
CED514,33509,36037,69544,3267,3289,6558,507,501,1005,496,480,981,410,401,815,182,167,351,16872,17419,34285,63,69,135,101,85,184,60,68,126,0,0,4,18694,19187,37889,6957,6971,13926,455,389,840,29370,29846,59214,4751,4889,9646,67634,70768,138404
CED515,31682,33134,64817,4375,4248,8622,726,612,1346,772,655,1420,627,575,1209,284,232,519,18880,18387,37271,94,83,177,152,144,297,64,54,119,16,10,32,21625,20764,42381,11529,10726,22254,660,517,1177,38186,36257,74439,7253,6886,14138,77123,76277,153404
CED516,35860,38608,74465,3082,3227,6308,438,461,903,470,482,953,391,413,804,180,166,350,13374,13990,27364,47,54,107,90,89,178,49,65,107,12,9,28,15051,15729,30784,5496,5715,11210,257,241,496,23890,24918,48800,2977,3144,6126,62731,66669,129394
CED594,493,234,725,99,64,166,138,128,265,99,102,201,209,192,399,50,55,102,915,594,1516,25,20,48,31,24,60,10,10,15,3,0,3,1484,1123,2609,309,278,593,45,32,77,1945,1495,3440,1023,611,1631,3452,2339,5795
CED597,143,9,147,4,0,4,5,0,12,0,0,3,13,0,11,4,3,5,99,6,100,3,0,3,0,0,0,0,0,0,0,0,0,129,12,140,56,3,63,0,0,0,187,18,206,73,8,80,408,26,434
CED601,26090,27379,53463,2751,2977,5734,598,557,1161,663,655,1320,698,745,1447,172,162,341,392,412,801,9450,10689,20140,80,94,177,36,33,71,0,0,0,12097,13351,25454,1475,1434,2911,236,205,439,16569,17971,34535,3687,3927,7613,46344,49276,95618
CED602,26821,27582,54406,3786,4255,8035,491,556,1050,519,562,1084,773,802,1573,167,173,338,421,439,852,7318,8277,15596,66,74,137,29,31,58,3,5,7,9793,10914,20709,476,534,1011,268,249,513,14319,15950,30265,3376,3544,6925,44520,47076,91594
CED603,24925,26826,51755,2194,2322,4514,722,747,1468,876,1002,1881,667,718,1389,181,175,355,346,351,700,10493,11024,21517,97,91,191,103,111,215,4,3,11,13488,14233,27717,2722,2968,5688,320,303,623,18725,19825,38551,3403,3490,6897,47053,50149,97198
CED604,28109,29590,57702,3298,3515,6814,714,779,1494,616,675,1287,813,924,1733,178,208,392,432,456,882,8952,10052,19003,129,124,258,82,97,180,3,0,7,11920,13311,25230,831,933,1759,263,235,497,16304,17994,34296,3260,2957,6221,47678,50542,98220
CED605,30161,29213,59376,3969,4412,8381,655,716,1374,661,668,1332,817,902,1722,184,198,387,474,478,950,6925,7510,14434,100,80,186,47,41,90,3,3,10,9864,10604,20471,356,430,787,212,213,423,14404,15658,30063,4236,4241,8479,48797,49116,97918
CED694,89,45,133,37,17,46,12,18,38,11,12,20,22,23,48,3,5,6,24,14,38,133,134,264,0,0,3,4,0,4,0,0,0,208,210,418,30,27,57,7,3,15,284,258,541,127,74,200,499,376,870
CED697,21,13,37,0,0,0,3,0,3,5,0,4,0,3,4,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,16,10,24,7,0,7,0,0,0,25,8,29,3,0,5,49,21,68
CED701,29017,28132,57153,2598,2548,5150,1225,1111,2333,1088,1060,2150,2079,1624,3701,835,779,1612,940,770,1712,128,145,274,5429,5320,10745,106,96,203,4,4,7,11831,10920,22748,1772,1923,3696,609,649,1262,16815,16045,32859,9687,6038,15721,55517,50212,105732
CED702,19361,18647,38011,1586,1548,3135,2119,1782,3905,1884,1733,3611,3122,2666,5787,1157,1070,2226,1624,1437,3055,240,205,454,10646,10532,21171,279,212,485,13,0,16,21080,19638,40714,5050,5264,10315,642,477,1118,28349,26930,55276,6304,5642,11946,54016,51219,105235
CED794,231,159,395,48,34,79,98,92,188,78,91,176,126,124,242,48,31,82,60,69,135,5,8,16,121,106,223,0,11,13,0,0,0,541,528,1074,71,95,166,9,3,13,666,657,1326,389,307,691,1286,1118,2406
CED797,39,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,8,0,0,0,4,4,8,14,3,19,61,14,70
CED801,46787,49447,96232,2293,2384,4675,6134,6375,12510,1726,1683,3406,1854,1731,3590,579,583,1159,497,517,1020,198,198,400,276,277,555,17432,17811,35246,15,12,24,28716,29193,57907,6010,6576,12585,496,441,941,37517,38592,76106,6200,5968,12173,90502,94007,184509
CED802,42142,44732,86878,2604,2578,5186,7311,7807,15123,1616,1684,3297,1751,1826,3578,538,532,1075,574,557,1132,188,215,404,351,371,718,20869,20769,41640,11,14,31,33218,33786,66999,8124,8672,16795,671,545,1216,44614,45579,90191,5256,5261,10521,92012,95574,187584
CED894,35,29,64,14,10,25,33,30,64,7,10,18,6,11,22,3,0,4,6,3,4,0,0,0,4,3,6,71,51,125,0,0,0,134,116,243,29,27,61,7,4,8,180,155,336,90,38,130,306,223,528
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,6,4,14,0,0,0,0,3,3,0,3,5,4,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,14,21,0,9,11,0,0,0,8,21,29,3,7,5,21,32,52
CED997,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6
