CED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
CED111,4,0,0,0,0,9,0,4,3,205,3,232,3,4,0,0,0,0,0,10,3,124,4,145,0,5,0,0,0,7,0,34,0,67,0,113,0,0,0,0,0,3,0,16,4,43,0,63,0,16,0,6,0,13,0,54,0,573,11,669,0,14,0,0,0,34,3,79,11,226,0,374,11,42,0,12,0,55,3,127,18,1755,24,2055,14,52,3,40,0,106,5,142,8,697,12,1068,39,79,0,126,3,168,9,143,29,774,6,1375,99,76,0,189,13,140,9,114,13,538,6,1192,110,41,3,176,15,125,7,66,8,146,0,699,212,40,0,177,23,108,10,56,11,146,3,778,569,77,15,328,31,210,15,79,27,224,6,1579,567,39,8,267,40,77,13,32,7,80,0,1122,434,18,4,141,21,43,10,15,4,36,0,728,264,5,4,33,11,82,0,14,9,21,0,447,380,19,5,162,17,88,8,30
CED112,0,0,0,5,0,0,0,6,4,186,6,208,4,3,0,0,0,0,0,16,3,84,3,117,0,3,0,0,0,3,0,24,4,59,0,95,0,0,0,0,0,5,0,13,3,29,0,60,0,14,0,4,0,5,0,32,4,575,9,649,3,19,0,3,0,23,4,87,5,205,4,347,9,50,7,15,0,67,3,138,19,2108,41,2457,23,51,3,46,5,157,6,173,16,775,14,1269,57,98,9,136,8,195,8,139,30,783,17,1473,147,88,14,243,15,187,11,112,26,540,6,1393,173,40,15,213,10,137,5,69,9,124,0,791,245,41,8,232,11,115,3,59,6,131,3,857,700,60,20,370,37,200,11,46,6,158,3,1611,487,23,7,222,14,53,11,28,0,59,0,907,279,12,9,91,14,22,5,14,0,32,0,463,137,6,3,30,3,62,6,8,3,17,0,281,185,26,3,83,14,35,4,14
CED113,21,3,3,7,0,0,0,0,0,116,8,166,5,0,0,4,0,3,0,19,0,92,3,133,5,0,0,4,0,11,0,20,0,73,0,118,0,0,0,0,0,0,0,20,0,46,0,67,23,34,8,22,0,19,0,55,10,543,9,729,11,23,0,22,7,34,8,91,9,204,4,413,33,64,9,52,0,68,3,153,25,1649,34,2101,44,96,4,94,7,139,9,195,20,695,8,1312,147,143,20,226,13,189,20,170,24,784,11,1748,243,144,7,325,22,138,24,113,22,562,13,1612,166,43,7,233,10,148,15,76,21,208,6,935,301,49,8,209,29,118,10,63,13,190,3,1001,778,84,28,381,36,206,13,94,30,239,12,1902,548,39,10,244,47,95,15,47,14,120,4,1178,402,20,8,137,27,61,10,29,6,57,4,758,296,10,7,60,11,68,4,9,10,25,3,503,534,42,19,159,42,104,6,27
CED114,29,4,0,6,0,9,0,7,7,196,3,260,15,9,3,4,0,6,0,14,3,97,7,153,5,5,0,6,0,4,0,19,6,63,0,117,0,3,0,3,0,4,0,23,0,44,0,80,27,25,9,17,0,19,3,76,7,682,23,888,18,23,3,22,0,45,0,110,18,206,0,442,54,60,4,66,3,118,10,191,30,2025,45,2617,57,88,10,106,8,207,7,194,34,667,18,1395,164,142,22,313,27,255,24,178,24,779,20,1951,340,122,17,435,21,210,39,115,29,462,15,1799,264,61,9,329,19,161,15,62,11,98,0,1035,388,47,14,319,30,125,11,43,14,141,3,1132,891,66,26,449,53,172,17,69,19,152,10,1926,502,44,21,260,34,64,17,25,9,59,0,1036,288,20,6,118,16,24,0,12,0,28,5,509,148,7,6,42,4,40,0,5,3,24,0,280,231,25,4,129,21,55,3,16
CED115,0,0,0,3,0,3,3,9,4,404,4,428,0,0,0,3,0,3,0,6,0,124,0,146,0,3,0,0,0,9,0,25,3,101,0,148,0,0,0,0,0,3,0,28,0,71,3,111,0,3,0,3,0,14,3,53,3,738,3,825,3,14,3,3,0,62,0,80,11,221,5,390,8,45,4,8,0,136,5,120,9,1641,21,2003,14,47,5,48,3,232,0,102,18,301,8,765,43,60,6,103,3,227,6,87,19,315,4,892,113,50,5,149,14,192,9,55,8,183,10,791,122,24,3,114,6,135,8,31,11,38,0,483,184,19,6,88,12,77,3,17,4,40,3,452,412,22,4,126,20,108,5,19,12,52,13,790,298,13,0,63,12,34,0,11,0,20,0,450,151,10,3,33,11,16,4,0,0,7,0,239,87,3,0,13,5,13,3,0,4,3,0,133,104,5,4,24,4,23,0,4
CED116,3,0,0,0,0,3,0,0,0,228,4,245,5,3,0,3,0,3,0,12,3,145,5,172,3,3,0,3,0,4,0,33,0,101,0,150,0,0,0,0,0,4,0,15,0,77,0,100,13,14,5,12,0,16,4,79,7,945,12,1114,3,26,0,11,3,35,7,148,13,369,3,622,18,87,8,34,3,67,7,232,29,3237,47,3782,43,103,3,75,3,163,8,263,34,1263,20,1979,96,162,6,199,10,184,18,241,24,1476,12,2426,182,154,11,314,14,189,14,152,23,968,8,2032,142,59,10,229,8,133,10,91,21,305,8,1016,239,65,8,199,12,96,7,61,15,286,7,1010,454,76,21,348,32,183,16,93,30,330,9,1601,330,40,9,199,14,69,11,42,11,144,3,870,203,31,3,86,14,43,3,20,6,59,0,471,106,11,0,37,3,42,0,17,7,31,0,255,181,41,11,105,8,36,6,32
CED117,3,0,0,3,0,3,0,3,0,174,3,193,0,0,0,0,0,0,0,5,0,67,0,81,3,3,0,0,0,0,5,15,5,35,0,58,0,0,0,0,0,0,0,8,0,16,0,23,4,8,3,0,0,9,0,31,4,269,4,332,0,16,0,5,0,27,0,47,3,73,0,176,6,58,0,16,0,59,6,65,6,613,10,835,18,68,3,38,5,94,4,92,3,204,4,537,35,125,5,119,5,133,12,92,12,258,5,802,101,105,11,194,8,144,17,69,13,173,9,835,130,51,4,181,16,99,3,52,4,71,0,618,229,43,4,158,16,143,0,48,8,84,0,732,869,73,18,407,42,272,14,73,10,119,0,1894,951,30,14,307,43,110,12,40,8,72,0,1579,867,22,10,184,24,69,3,24,9,34,0,1254,750,12,14,94,13,131,0,16,6,27,0,1068,2027,46,35,379,61,216,8,52
CED118,5,3,0,0,0,0,0,7,4,469,3,490,3,0,0,0,0,0,0,8,3,104,3,119,0,4,0,0,0,0,0,22,3,54,0,79,0,0,0,0,0,6,0,18,3,38,0,70,0,4,0,0,0,6,0,50,3,386,6,454,0,15,0,4,0,33,0,71,3,152,3,282,3,20,0,12,0,102,3,94,18,972,13,1235,11,41,0,27,0,194,0,91,8,325,8,707,29,70,0,115,9,249,9,93,20,361,3,950,109,63,6,183,15,212,10,43,8,213,8,878,155,31,3,176,8,147,3,34,9,72,0,645,266,30,7,165,14,136,0,13,8,59,0,696,864,42,21,284,32,212,13,29,17,72,0,1585,735,16,11,212,31,74,5,10,5,24,3,1118,491,10,3,93,18,26,4,5,3,17,0,668,285,3,8,32,10,51,3,3,3,3,0,403,390,4,4,85,12,49,0,10
CED119,0,0,0,3,0,0,0,3,4,180,0,194,0,0,0,3,0,0,0,8,0,78,0,92,0,0,0,0,0,3,0,17,0,41,0,66,0,0,0,0,0,0,0,14,3,28,0,41,0,13,0,3,0,10,0,17,3,377,4,417,0,9,0,6,0,17,3,59,3,143,0,255,5,25,0,11,3,54,0,89,9,969,11,1173,11,36,0,26,0,95,3,108,7,526,3,814,16,65,0,77,0,114,13,143,17,687,11,1141,80,59,6,135,4,126,11,104,16,511,0,1045,77,35,3,132,9,133,0,69,10,153,0,631,164,42,3,151,11,125,4,56,10,144,0,706,696,52,18,302,33,232,15,81,13,180,0,1616,616,30,13,228,28,68,12,34,11,64,3,1102,502,19,3,136,17,48,3,15,4,33,0,776,333,4,3,55,16,86,0,8,0,15,3,521,472,23,10,172,26,91,4,25
CED120,12,0,0,5,0,0,0,3,0,163,3,192,4,3,0,3,0,0,0,5,0,68,0,92,0,4,0,3,0,0,0,25,0,51,0,87,0,0,0,0,0,0,0,7,0,34,0,50,20,17,8,6,0,12,3,44,4,493,14,628,12,19,0,17,3,24,0,75,12,150,4,313,23,50,0,29,4,69,0,126,21,1465,25,1814,36,57,5,66,7,152,5,187,10,592,9,1138,74,77,10,154,13,207,11,153,14,610,8,1342,150,84,8,249,17,197,12,106,16,382,8,1240,160,32,6,221,24,157,5,60,10,137,3,813,285,30,8,233,20,139,7,41,15,103,0,894,837,71,20,412,47,243,21,57,21,136,8,1866,670,28,11,283,48,77,13,23,3,48,0,1204,429,9,8,132,18,30,10,11,4,24,3,684,250,11,3,42,15,63,3,8,9,19,0,418,311,25,6,157,18,61,7,19
CED121,4,6,0,3,0,3,0,9,0,142,3,168,0,3,0,0,0,3,0,15,0,99,0,119,0,3,0,0,0,4,0,19,0,77,3,106,0,0,0,0,0,9,0,19,0,51,0,81,13,20,3,9,0,14,4,43,0,616,13,735,5,18,0,3,0,28,0,81,6,257,3,407,18,43,3,27,3,63,4,157,17,2208,29,2589,21,62,0,42,3,154,13,204,28,847,12,1382,63,105,5,154,11,202,11,184,29,843,15,1623,155,89,4,301,9,188,17,110,21,575,9,1476,141,47,6,228,17,180,5,80,19,160,4,884,261,35,7,232,10,139,6,49,12,143,3,903,696,60,13,391,58,266,23,58,29,193,15,1806,540,43,10,249,37,83,15,34,8,59,3,1083,348,17,8,124,16,16,8,5,3,28,0,576,171,0,6,40,9,73,4,12,6,16,0,325,287,28,12,134,20,61,5,25
CED122,3,3,0,0,0,0,0,7,0,400,0,424,0,3,0,0,0,0,0,8,0,104,4,125,3,0,0,0,0,0,0,29,3,74,0,112,0,0,0,0,0,6,0,20,0,33,0,59,4,15,0,0,0,6,3,51,8,418,12,515,3,24,0,0,0,42,3,79,8,129,0,280,9,41,0,13,0,61,3,85,3,903,12,1133,8,75,3,38,0,113,3,103,7,367,4,727,47,105,4,95,8,156,5,102,10,420,11,956,115,97,7,185,11,158,6,90,13,274,11,967,116,58,3,181,7,161,4,50,0,102,3,691,239,44,4,179,11,117,7,29,6,126,3,773,968,60,17,342,35,222,15,76,17,149,8,1906,890,38,9,265,36,94,15,26,8,92,4,1490,744,23,17,147,26,51,8,12,3,32,3,1064,601,7,3,58,20,91,0,12,0,30,0,813,1248,37,21,226,51,121,11,35
CED123,3,0,0,3,0,3,0,5,0,209,3,236,0,0,0,0,0,0,0,5,0,59,0,70,0,0,0,0,0,3,0,20,0,59,5,86,0,0,0,0,0,4,0,6,0,38,0,50,3,10,0,4,0,7,0,50,4,405,8,506,0,5,3,3,0,28,3,60,5,143,0,253,5,22,0,14,0,88,4,124,12,1300,15,1579,7,36,0,40,5,184,3,123,22,483,5,915,51,58,0,138,9,267,4,131,18,458,4,1145,189,66,3,242,21,222,12,64,25,292,11,1146,196,33,8,241,14,187,11,49,18,84,7,846,377,34,4,229,18,182,3,24,6,79,0,958,1206,55,8,334,51,225,15,44,18,98,8,2064,765,27,5,230,43,86,8,10,3,31,6,1215,478,12,4,103,18,16,5,0,8,11,0,661,250,0,0,40,17,39,0,9,0,7,0,359,271,10,4,65,17,40,0,14
CED124,9,4,3,6,0,5,0,7,3,196,5,240,4,8,0,4,0,0,0,14,0,159,7,200,4,8,0,0,0,3,0,32,3,85,0,144,0,3,0,3,0,3,0,20,3,64,0,96,21,24,9,15,3,22,6,86,5,1018,15,1213,4,27,4,10,3,42,7,154,18,409,3,683,45,100,11,46,7,90,13,280,24,3574,46,4235,46,117,16,66,12,164,11,278,34,1247,21,2004,95,175,10,214,12,224,23,204,32,1344,17,2358,195,146,14,340,21,178,25,146,14,819,10,1902,163,62,3,219,13,147,16,60,15,211,9,919,234,61,16,249,21,111,17,39,14,219,3,988,438,68,13,300,34,143,14,55,25,282,0,1381,264,36,13,215,13,54,11,26,12,107,0,738,186,13,7,92,15,21,4,14,7,34,0,394,111,4,3,36,5,36,0,7,5,25,3,228,160,27,5,109,13,42,3,23
CED125,4,0,0,3,0,4,0,7,0,238,3,258,0,3,0,0,0,3,0,13,0,71,3,94,0,7,0,0,0,0,0,16,0,47,3,82,0,0,0,0,0,4,0,18,0,44,0,62,4,11,0,0,0,12,0,44,3,423,4,512,3,12,0,7,0,37,0,61,8,187,4,322,3,30,3,16,0,88,3,127,16,1264,9,1560,7,42,0,34,3,206,3,108,13,404,14,851,40,62,4,121,9,289,9,91,15,431,4,1078,160,46,8,220,12,231,10,86,23,262,9,1061,182,34,6,216,4,209,15,53,9,88,6,823,317,34,4,205,23,143,4,28,15,72,5,851,948,46,18,319,47,216,8,35,10,95,3,1746,712,18,11,188,27,62,4,13,5,20,3,1060,353,13,6,80,14,15,0,5,0,8,0,499,193,3,3,26,4,44,0,5,0,3,0,294,205,8,3,57,7,25,3,11
CED126,3,0,0,4,0,4,0,3,0,182,5,197,0,3,0,0,0,0,0,13,0,83,3,105,0,4,0,3,0,4,0,16,0,51,0,81,0,0,0,0,0,0,0,14,0,33,0,42,3,12,0,0,0,3,0,51,3,340,5,416,3,15,0,7,0,13,0,62,3,118,0,223,3,58,0,17,0,45,5,89,9,787,16,1029,8,72,0,31,4,72,5,128,8,537,3,860,30,115,0,102,8,101,3,170,9,759,11,1317,97,117,7,149,12,94,10,109,10,551,10,1163,94,60,3,174,12,101,11,84,5,220,4,762,210,53,7,171,11,94,10,81,6,267,3,917,614,82,13,322,27,162,13,114,16,344,5,1721,533,56,10,283,17,82,7,62,7,178,5,1242,398,34,9,130,8,36,0,28,0,84,3,726,295,18,3,61,19,104,0,28,0,74,0,598,672,77,12,314,28,141,13,99
CED127,5,3,0,7,0,0,0,4,0,121,3,147,4,0,0,3,0,3,0,4,0,73,3,91,0,3,0,0,0,3,0,26,0,47,0,79,0,0,0,0,0,0,0,15,3,30,0,51,3,13,0,4,0,15,0,33,3,386,6,469,3,18,3,7,0,22,0,91,11,154,6,307,12,54,3,33,0,49,3,140,17,1144,11,1465,24,75,8,52,5,117,11,160,11,602,5,1069,47,112,9,112,9,183,8,180,17,755,8,1433,118,109,4,222,5,180,19,116,16,468,4,1263,133,64,6,196,9,157,6,94,14,180,4,858,238,59,7,207,14,139,10,62,11,173,3,920,667,67,15,382,31,256,16,72,9,191,3,1723,576,47,9,284,32,87,15,29,9,81,0,1171,378,18,12,139,16,59,6,21,3,32,0,694,241,8,6,49,13,80,6,14,0,20,0,448,380,22,5,144,24,73,10,13
CED128,0,0,3,0,0,3,0,0,3,306,3,330,0,0,0,0,0,0,0,7,0,106,3,122,0,0,0,0,0,0,0,32,0,74,0,115,0,0,0,0,0,4,0,17,0,61,0,78,3,7,0,3,0,9,0,53,3,665,3,755,6,6,0,3,0,26,0,77,9,221,3,355,14,24,0,10,0,112,4,100,13,1510,26,1803,16,24,3,41,3,209,0,91,20,438,3,847,46,53,6,112,4,252,7,94,15,417,12,1019,125,38,8,160,3,175,9,72,9,218,7,833,129,28,3,156,15,166,3,31,3,76,0,610,223,13,11,126,13,130,3,30,5,62,7,617,688,34,13,214,38,136,11,31,4,74,3,1245,427,10,7,119,18,44,3,17,3,24,0,672,259,11,4,50,8,11,0,0,0,11,0,363,140,4,0,19,5,25,0,0,0,9,3,208,158,7,9,34,9,20,3,3
CED129,4,0,0,3,0,0,0,0,3,428,3,445,0,3,0,0,0,0,3,7,0,128,0,150,0,0,0,0,0,0,0,18,0,79,0,108,0,0,0,0,0,0,0,14,0,25,0,44,3,13,0,0,0,3,0,32,5,384,3,447,3,13,0,7,0,25,0,60,5,126,0,238,3,37,0,7,0,36,7,81,0,865,13,1049,6,36,4,36,0,74,3,95,11,561,7,831,30,77,3,72,3,123,0,120,13,673,5,1125,64,61,3,106,3,118,11,114,9,430,7,924,69,30,4,109,6,120,7,72,7,182,3,600,115,43,0,126,7,105,3,66,13,168,0,641,497,58,8,240,31,223,9,63,13,181,0,1327,511,44,11,216,20,87,4,38,8,82,0,1021,456,20,13,111,17,44,3,19,0,38,0,730,325,9,3,42,15,82,4,10,3,19,0,512,667,41,11,194,26,113,7,24
CED130,36,5,0,15,0,7,0,4,0,153,11,227,16,4,0,3,0,5,0,9,3,67,0,117,3,5,0,10,0,7,0,33,3,69,3,137,3,0,0,0,0,11,0,14,0,35,0,63,38,33,4,24,7,25,3,74,10,652,14,881,14,24,3,21,0,47,0,119,12,246,7,489,71,96,9,59,5,123,13,190,24,2090,41,2731,95,90,11,128,14,216,9,208,24,636,24,1442,194,151,13,277,18,245,15,175,19,656,8,1773,321,127,19,413,28,173,18,110,18,443,18,1684,249,53,13,253,19,126,11,43,9,101,4,881,381,59,7,256,15,104,16,46,13,134,7,1030,743,62,24,413,40,186,14,54,17,158,5,1719,431,34,12,237,28,63,10,24,7,61,0,907,268,14,6,103,16,20,7,12,3,31,0,475,132,8,8,36,5,34,3,3,0,9,0,235,246,19,10,136,16,35,0,17
CED131,0,0,0,3,0,0,0,8,3,137,0,155,0,0,0,0,0,0,0,6,0,57,3,70,0,4,0,0,0,4,0,20,0,51,0,83,0,0,0,0,0,3,0,16,0,27,3,52,3,13,0,0,0,5,0,49,5,416,6,497,0,14,0,4,0,26,3,82,4,180,0,318,8,60,4,13,6,51,5,132,15,1438,13,1744,15,59,0,46,4,141,4,152,23,538,4,988,42,99,6,117,9,180,16,144,17,667,3,1294,123,100,0,244,11,154,10,121,24,424,8,1214,148,42,3,232,11,135,3,65,9,174,3,824,242,52,5,261,16,120,8,51,11,142,0,912,849,61,14,434,46,237,10,67,17,181,5,1922,729,37,17,268,36,84,11,40,9,72,0,1310,481,24,8,145,26,44,11,20,4,34,3,802,247,5,7,52,12,55,0,20,8,28,0,428,444,37,13,189,23,72,3,32
CED132,3,0,4,0,0,4,0,5,4,287,0,310,0,3,0,3,0,0,0,4,3,82,0,97,0,0,0,0,0,6,0,16,0,49,0,70,0,0,0,0,0,0,0,11,0,14,0,31,3,9,0,0,0,6,0,31,4,220,4,277,4,5,0,3,0,23,0,43,8,88,0,182,3,51,3,3,0,39,4,65,5,424,3,604,3,41,0,26,3,77,4,90,3,285,0,540,23,92,0,72,3,133,0,100,9,335,4,778,73,85,0,138,4,127,3,86,6,284,3,820,95,46,0,140,8,132,3,73,0,139,0,642,187,43,4,142,17,151,3,51,7,198,0,805,858,91,18,331,35,350,17,104,13,333,4,2149,1024,69,11,285,29,115,6,84,10,204,0,1837,969,45,12,187,35,69,9,50,3,119,5,1487,836,25,10,89,21,247,3,43,4,74,0,1353,2472,158,34,574,77,404,14,177
CED133,18,4,3,0,0,4,0,8,4,154,4,198,9,11,0,5,0,7,0,3,0,102,0,139,6,4,0,4,0,3,3,19,3,87,3,131,0,3,0,0,0,7,0,10,0,51,0,80,23,34,3,7,0,14,3,81,16,846,25,1062,7,27,3,19,0,42,3,174,24,319,3,624,53,96,4,56,0,123,10,280,31,2798,55,3515,53,135,11,106,12,223,7,319,28,993,20,1906,133,177,16,261,16,244,19,227,39,1011,26,2164,278,170,16,378,26,175,17,130,23,638,10,1867,185,80,4,290,17,154,10,67,12,158,3,994,287,89,10,288,16,123,19,72,20,175,3,1103,563,90,21,407,28,164,20,56,15,207,8,1580,293,33,8,224,21,72,7,16,3,74,3,754,182,20,4,93,10,25,9,11,6,24,0,371,93,9,0,36,4,26,3,3,4,10,0,187,136,17,7,98,13,37,6,18
CED134,49,3,8,8,0,13,0,3,0,114,6,213,13,3,3,10,6,3,0,6,0,73,7,118,15,3,0,7,0,3,4,14,9,48,0,97,0,3,0,4,0,3,0,17,0,30,0,62,27,18,0,16,3,16,3,58,6,598,15,774,17,18,4,20,5,43,0,89,3,185,0,376,76,65,10,47,3,122,10,178,25,1747,33,2308,120,68,5,110,4,202,7,177,19,437,14,1162,192,111,11,216,21,216,17,138,27,525,16,1488,327,84,22,321,22,170,7,81,21,333,17,1398,234,30,16,260,18,143,16,25,10,62,4,813,399,40,14,239,21,122,11,33,9,85,10,985,865,52,27,384,46,176,17,38,17,129,13,1763,610,23,12,222,25,54,9,7,6,36,3,1000,353,15,7,116,23,24,3,11,0,15,0,575,191,4,7,28,6,50,0,3,0,7,0,298,314,29,13,124,17,60,6,20
CED135,0,0,0,3,0,4,0,0,8,643,8,672,0,3,0,0,0,0,0,8,0,146,0,156,0,0,0,3,0,3,0,27,3,93,3,132,0,0,0,0,0,6,0,41,3,50,0,105,5,15,0,0,0,20,0,67,11,527,0,651,0,17,3,3,3,52,0,98,12,184,0,377,14,59,5,19,0,133,3,106,16,999,17,1368,9,78,0,48,3,236,3,104,22,314,4,829,46,133,3,189,4,351,12,101,15,356,8,1216,175,82,11,256,15,319,13,68,9,227,3,1177,196,53,3,229,3,287,3,48,6,73,3,914,334,45,3,212,23,197,11,37,4,71,3,931,1006,39,14,317,32,322,9,48,9,104,0,1908,783,25,10,202,36,83,8,19,5,27,3,1196,561,17,7,88,26,35,3,9,0,21,0,769,338,6,0,41,11,66,0,3,0,16,0,478,400,5,3,81,23,57,3,13
CED136,5,0,0,0,0,0,0,0,0,157,3,167,0,3,0,0,0,3,0,12,0,107,0,128,0,3,0,0,0,6,0,19,0,69,0,95,3,0,0,0,0,0,0,15,3,42,0,64,4,11,5,14,0,8,4,67,3,709,12,834,4,18,3,6,0,26,3,99,3,292,3,456,20,38,0,23,0,61,0,160,23,2382,21,2728,23,57,0,51,7,166,10,210,19,929,11,1489,47,118,5,153,17,222,14,163,29,985,5,1759,163,92,9,286,23,182,17,107,22,610,16,1529,176,41,8,268,12,187,10,76,10,168,3,955,278,42,11,237,24,142,12,44,18,158,3,964,777,55,11,402,39,257,15,51,10,190,3,1815,528,27,17,249,31,63,18,12,6,55,3,1008,306,18,7,114,20,19,3,6,3,27,0,532,123,7,3,15,11,67,4,8,9,10,0,246,167,21,5,103,18,33,4,19
