CED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED407,0,0,0,31,18,8,0,5,0,74,21,111,173,550,279,183,60,20,0,1387,0,3,16,134,97,208,102,59,42,667,3,12,37,115,215,309,343,223,70,1326,3,11,17,54,24,31,18,9,0,159,3,50,100,199,148,67,39,25,4,645,0,0,3,29,43,44,48,40,14,224,8,48,37,244,54,33,26,13,0,461,0,7,17,104,7,4,3,0,0,139,5,20,15,147,22,12,5,0,0,223,0,0,0,8,6,17,15,9,0,63,0,0,9,15,14,5,0,3,0,49,7,35,27,95,58,49,43,12,6,333,3,21,82,564,310,356,87,46,13,1479,0,4,15,41,49,84,67,68,15,345,0,6,22,47,26,25,3,5,0,139,28,242,481,1209,568,529,392,282,109,3844,303,529,622,1752,920,846,826,545,280,6624,8975,17796,18925,40541,20136,17752,14758,7620,3013,149513
CED408,0,0,0,31,35,15,3,3,0,87,7,43,54,153,80,37,13,7,0,399,0,0,3,46,26,42,23,14,11,156,0,42,22,93,155,236,281,108,56,996,3,6,8,28,13,20,15,7,0,95,0,67,98,165,129,105,55,24,10,664,0,0,0,3,12,12,15,11,3,51,0,7,0,37,9,15,11,0,0,78,3,3,3,8,6,3,0,0,0,31,8,14,19,59,26,5,0,0,0,127,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,10,7,46,53,102,82,101,86,29,9,508,0,12,19,49,23,10,3,0,0,119,0,6,18,38,56,67,84,47,10,332,0,0,9,22,28,29,5,9,0,99,9,58,73,335,233,248,265,172,72,1473,314,745,735,1797,1236,1537,1339,723,320,8751,7135,17423,15003,28174,20052,21226,18915,8858,3578,140367
CED409,0,3,7,30,21,9,4,0,0,71,26,236,347,1045,446,291,104,34,13,2534,0,3,11,171,91,223,141,125,149,921,0,19,25,87,167,226,223,137,57,937,0,18,11,50,20,14,12,3,0,121,0,20,56,131,60,41,25,4,0,344,0,0,7,91,70,107,107,77,33,480,3,18,21,152,31,14,7,7,0,257,0,3,47,142,14,5,3,0,0,212,8,28,50,395,60,22,4,3,0,575,0,0,4,12,22,17,11,15,0,83,0,3,10,21,18,7,3,3,3,61,8,26,21,89,53,39,17,3,0,264,34,161,519,2372,1482,1337,523,218,95,6735,0,3,9,31,30,42,31,32,11,194,0,16,17,57,19,10,0,0,0,117,86,601,869,2369,980,716,548,402,240,6811,515,860,1063,2500,1460,1333,970,652,362,9705,10516,19650,21450,46355,23055,20034,12835,7564,3618,165086
CED410,0,3,3,23,29,8,7,6,0,76,9,83,132,428,142,118,58,21,3,987,0,6,10,127,85,133,103,84,71,616,3,19,24,79,108,158,191,123,67,782,19,72,83,183,69,55,74,17,5,589,3,57,104,194,151,91,57,24,15,702,0,0,0,16,22,31,30,30,23,149,25,190,116,520,204,68,46,30,11,1207,7,22,42,114,41,24,26,5,0,278,3,19,27,117,32,11,8,3,0,219,0,3,0,4,0,0,5,0,0,9,0,3,7,24,20,28,18,27,6,135,6,83,77,132,80,64,43,11,8,513,0,33,60,298,151,156,61,17,11,787,0,6,10,16,47,30,37,27,13,187,3,15,12,67,26,22,11,3,0,154,53,337,443,1412,599,490,436,435,269,4471,236,490,557,1506,914,761,804,675,431,6363,7909,16593,18481,38002,19962,17149,15135,10377,5555,149164
CED411,0,3,0,20,21,7,3,3,0,60,13,109,109,425,175,119,57,10,0,1011,0,3,6,60,16,47,34,17,20,214,0,10,18,89,250,408,359,298,90,1524,4,4,4,30,23,14,3,0,0,80,7,35,68,123,80,33,25,3,0,384,0,0,0,7,12,22,29,21,5,100,5,8,11,114,15,4,3,0,0,157,0,4,5,33,3,3,0,0,0,57,3,16,24,105,31,7,4,0,0,193,0,0,0,9,0,7,6,0,0,20,0,3,3,13,9,7,0,4,0,37,3,35,24,101,49,45,30,5,7,308,3,21,35,319,182,167,50,17,4,802,0,6,5,18,58,63,51,60,18,277,0,31,44,70,42,25,0,3,0,206,56,583,750,1706,585,441,293,172,102,4691,710,1249,1407,2974,1726,1593,1222,818,353,12047,12250,23193,22512,42627,22759,19924,13852,7894,3201,168212
CED494,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,22,0,0,0,0,0,21,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,11,0,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,18,35,3,7,4,0,0,75,12,21,41,115,94,60,29,6,0,374,91,129,439,978,474,403,271,59,22,2863
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3
CED501,0,11,14,44,28,7,3,0,0,107,63,500,433,1219,439,186,39,6,0,2890,3,4,12,80,22,37,17,8,3,188,16,196,171,576,511,458,365,233,62,2587,12,37,49,144,86,56,39,16,3,432,24,293,490,1053,575,267,127,43,16,2886,0,0,0,25,30,28,28,6,3,116,0,24,14,108,23,10,11,0,0,198,4,0,6,66,3,3,0,0,0,88,9,50,53,208,79,36,14,0,0,441,0,0,3,20,3,9,6,0,0,42,0,0,0,7,5,4,0,0,0,24,8,69,64,172,71,74,33,11,3,493,0,19,49,141,36,24,7,0,0,274,3,39,49,141,149,120,90,57,23,669,0,73,118,341,140,78,25,10,0,782,35,245,374,1381,604,402,302,170,44,3567,776,1329,1726,3946,1739,1274,1004,642,217,12660,12804,23792,21896,48960,21851,15721,11015,5955,2037,164031
CED502,8,54,37,83,32,12,4,0,0,231,52,471,528,1278,509,215,63,18,3,3133,0,9,9,80,38,49,11,13,13,227,8,46,65,303,277,351,286,158,37,1525,28,227,376,790,416,422,191,70,10,2532,13,334,515,1009,631,325,128,47,16,3019,0,0,0,14,10,20,17,12,3,70,15,180,139,828,215,108,58,28,3,1573,5,0,33,316,18,10,6,0,0,399,12,169,137,325,89,40,7,4,0,788,0,0,0,3,6,0,4,0,0,16,3,0,12,39,21,10,7,0,0,95,12,57,42,135,87,72,35,4,3,446,0,16,40,243,106,71,17,11,4,500,0,6,4,67,74,73,69,34,15,342,3,102,145,400,155,86,19,9,3,907,89,567,746,2100,762,507,309,141,54,5267,648,1012,1105,2961,1306,1105,805,541,308,9798,13438,23368,22539,52956,21317,16860,11129,5331,1842,168783
CED503,0,17,23,44,27,3,0,3,0,123,13,178,196,473,208,95,35,6,0,1199,0,3,3,52,18,32,26,12,10,153,8,81,91,251,320,326,350,199,47,1673,3,27,35,75,59,53,20,15,4,303,7,218,364,648,443,200,124,62,6,2079,0,0,0,3,9,4,13,9,3,35,10,36,6,104,15,5,16,5,0,190,0,0,0,29,0,4,3,0,0,47,9,49,43,167,71,42,8,7,0,391,0,0,0,3,0,5,0,0,0,11,0,3,0,3,5,3,3,0,0,13,8,32,45,100,77,96,71,23,0,449,5,8,10,60,11,14,6,0,0,111,3,38,34,117,107,83,95,65,13,555,3,34,64,222,103,75,30,19,0,556,25,160,163,631,399,297,291,125,65,2153,508,1016,977,2469,1476,1502,1390,964,403,10713,9133,18985,16934,34575,19755,18346,16328,8972,2976,146019
CED504,0,12,4,38,22,6,4,0,0,92,22,260,301,739,353,185,72,17,3,1958,0,4,12,126,53,149,72,30,16,470,4,85,121,354,326,290,254,147,34,1628,3,35,86,182,156,133,73,31,9,712,11,333,463,1027,544,252,142,46,11,2826,0,0,8,65,56,65,42,19,3,264,0,14,27,103,56,92,66,22,3,380,0,3,30,166,9,10,0,0,0,216,25,140,139,271,86,49,14,3,0,713,0,8,36,357,205,165,142,44,8,969,0,0,6,24,3,5,3,3,0,40,7,43,50,104,35,51,20,13,0,323,34,134,386,1964,1065,799,292,114,31,4800,3,12,16,87,75,46,45,26,17,328,3,52,102,296,151,101,41,10,0,764,32,411,925,2316,1023,721,394,158,72,6052,427,762,976,2168,1144,927,690,388,170,7657,10596,20733,20011,42778,20253,15747,10569,4999,1850,147538
CED505,0,0,9,52,37,14,3,0,0,118,10,46,63,260,73,38,23,5,4,532,0,18,10,155,34,98,41,30,24,410,14,108,110,372,288,266,193,124,59,1534,16,144,379,432,189,180,128,64,10,1551,19,198,452,931,510,356,209,94,39,2806,0,0,3,19,16,35,22,15,4,126,9,30,28,141,78,54,59,34,23,464,7,12,26,140,33,30,28,3,0,267,6,31,48,107,45,25,14,5,0,283,0,0,0,15,13,15,12,7,6,72,0,3,7,30,4,3,4,0,0,54,47,249,206,393,183,194,103,25,21,1419,0,25,46,177,73,61,25,13,4,428,0,13,29,98,65,71,56,25,11,366,0,11,79,232,123,131,46,17,4,641,99,478,568,2708,720,560,292,184,95,5697,392,667,952,2992,1151,1070,902,665,433,9221,7402,17655,18980,40200,19069,16151,12270,7523,3824,143086
CED506,0,24,9,87,50,30,8,0,0,213,64,364,305,1217,504,178,50,4,0,2695,0,0,0,44,8,14,16,3,7,94,0,9,27,200,216,196,112,61,15,834,0,3,8,56,47,28,14,7,0,160,22,142,202,676,372,170,54,21,5,1661,0,0,0,4,3,15,10,4,0,43,4,39,9,121,41,19,9,0,0,230,0,3,30,222,0,3,0,0,0,254,20,48,74,246,111,39,3,5,0,546,0,0,0,17,7,16,10,3,3,57,0,3,0,13,11,6,3,0,0,30,12,26,12,172,80,61,38,9,3,415,7,18,19,168,64,47,14,3,0,343,0,3,12,60,46,34,31,8,0,190,3,58,63,288,121,75,12,3,0,632,19,87,109,879,386,260,175,75,28,2026,1178,2070,2100,8390,3772,2844,1449,674,240,22722,13214,24378,19477,58753,26557,21203,11573,4975,1639,181764
CED507,0,3,3,26,26,11,0,0,0,78,37,251,164,641,199,74,29,0,0,1402,0,7,6,44,6,32,29,17,16,158,0,27,44,162,173,219,204,108,27,964,4,14,11,60,34,23,17,10,0,170,11,239,280,697,439,211,152,58,18,2103,0,0,0,9,3,7,9,4,3,32,3,13,7,52,20,11,3,3,0,116,0,0,38,239,0,0,0,0,0,284,6,35,26,85,50,19,6,0,3,227,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,14,9,35,36,123,74,91,64,22,6,466,3,14,23,75,24,10,8,0,0,161,0,10,3,44,58,60,46,20,7,256,5,30,79,208,124,130,47,7,3,633,25,127,101,583,314,251,187,102,40,1724,586,1213,1081,2897,1740,1708,1356,811,331,11721,9578,20870,15906,37081,20602,19154,14687,7150,2742,147768
CED508,0,0,3,32,26,11,0,0,0,73,65,398,406,1135,450,131,40,7,5,2635,0,9,10,146,39,113,59,21,9,404,12,65,94,413,347,332,276,139,34,1705,10,74,139,328,158,160,67,26,3,974,11,161,294,900,442,260,148,39,15,2269,0,0,4,66,41,64,66,47,18,303,0,30,24,158,47,41,22,10,4,339,0,3,18,159,10,9,7,0,0,205,11,39,51,167,57,30,10,3,0,367,0,0,0,3,4,8,7,12,0,37,0,0,0,17,17,6,7,5,0,59,14,71,66,263,109,78,75,18,0,694,3,16,27,109,58,32,10,3,3,260,3,14,17,116,80,51,57,24,5,366,0,31,63,242,98,91,15,7,6,559,66,295,408,2098,966,885,624,304,106,5743,518,812,1023,3365,1527,1262,925,684,438,10549,9970,17798,17586,46063,20718,16661,11152,6250,2544,148744
CED509,4,15,16,53,29,14,0,0,0,130,58,404,454,1119,449,179,63,14,9,2749,0,3,4,82,20,73,41,31,33,291,0,28,40,173,222,307,264,169,59,1272,3,33,31,147,86,115,51,26,5,508,3,98,146,453,267,160,102,55,12,1298,0,0,0,7,13,22,22,26,10,99,4,60,25,264,64,27,28,20,6,506,3,7,17,144,11,3,0,0,0,181,7,77,92,208,57,43,15,3,0,481,0,0,9,24,6,5,4,0,0,50,0,3,6,51,13,6,3,0,0,91,9,42,43,112,88,95,68,21,8,485,0,8,30,187,71,49,13,3,0,369,0,11,8,51,63,76,77,33,8,325,3,54,87,232,138,113,44,18,3,679,43,238,365,1166,576,460,363,200,77,3487,438,754,969,2414,1325,1172,1009,619,343,9044,8916,18177,18316,38911,20220,17223,13032,6501,2322,143626
CED510,0,8,5,34,39,17,0,0,0,105,9,48,52,223,94,107,52,10,0,595,0,19,14,150,53,191,92,25,21,568,13,225,249,627,637,687,410,170,58,3078,6,46,75,139,135,140,80,35,15,679,35,593,996,1553,1168,599,240,89,31,5316,0,0,0,20,18,29,13,11,0,88,0,3,13,48,25,22,30,6,3,138,0,5,7,79,9,4,10,0,0,117,16,20,54,134,55,22,6,0,0,317,0,0,3,13,33,35,16,7,3,107,0,3,0,18,3,5,5,3,0,32,23,89,78,153,103,76,50,8,6,582,0,3,8,125,52,49,28,6,4,279,7,69,81,192,181,143,107,45,11,833,0,31,168,351,334,231,100,26,8,1248,34,232,426,1245,741,639,367,184,60,3937,248,549,699,1575,888,891,580,314,178,5924,7903,19058,19191,34333,21724,19177,12039,4880,1954,140258
CED511,0,49,35,82,49,13,0,0,0,230,34,244,223,730,278,152,53,12,0,1722,0,5,4,28,13,17,23,27,24,143,0,20,17,140,157,203,191,116,36,881,0,10,11,43,26,24,9,3,0,130,15,195,242,530,364,171,96,36,6,1651,0,0,0,4,3,12,10,8,10,49,0,5,6,49,13,11,8,3,3,102,3,0,3,57,0,0,0,0,0,63,13,86,73,130,55,17,3,0,0,388,0,0,0,0,3,6,12,15,3,39,0,0,0,8,6,0,3,0,0,17,3,25,30,118,59,70,67,9,5,392,0,9,15,52,22,11,3,0,0,115,0,3,8,42,44,59,57,25,7,240,7,45,57,212,120,92,42,0,4,576,11,109,88,536,279,293,236,113,47,1714,815,1611,1484,4166,2407,2432,1709,1015,434,16071,10024,21021,17026,38533,22291,21533,15458,7652,2787,156323
CED512,0,10,9,42,16,13,4,3,0,93,28,375,326,990,360,125,42,7,0,2249,0,9,22,146,52,94,64,20,15,424,29,274,309,878,620,402,315,155,38,3016,4,60,76,234,126,113,43,13,3,674,49,663,916,1926,1058,363,178,55,14,5231,0,0,0,32,18,21,26,8,3,108,4,31,17,157,37,24,23,5,0,299,7,0,34,170,9,10,0,0,0,227,13,46,65,189,57,23,4,0,0,397,0,0,3,33,15,16,16,3,0,87,0,3,0,12,6,0,0,0,0,27,10,38,62,155,96,83,53,14,5,515,3,19,51,304,94,46,20,5,0,557,0,66,98,222,179,90,53,33,10,761,6,105,271,604,314,158,47,21,3,1527,37,505,816,2208,852,481,325,166,43,5440,1002,1774,1678,4349,2083,1588,1121,626,267,14481,14389,27265,24015,54598,24907,17194,12101,5602,1691,181763
CED513,0,5,5,46,24,11,0,3,0,96,29,157,192,724,228,123,52,6,0,1521,0,8,13,217,57,175,88,66,74,696,4,20,46,533,266,237,189,125,41,1452,21,36,96,460,143,172,93,48,12,1087,0,41,184,671,252,228,116,42,19,1548,0,0,7,61,42,71,55,45,24,297,3,24,50,232,54,51,53,27,17,516,13,7,80,565,17,8,11,0,0,700,15,34,100,337,92,57,15,6,0,654,0,3,12,53,44,64,66,49,19,303,5,0,14,75,12,10,4,7,3,132,31,60,98,357,120,87,52,18,4,826,22,52,261,999,557,527,215,106,39,2779,0,7,19,125,56,46,36,16,7,315,0,15,53,204,65,50,20,10,0,411,85,242,707,3309,682,502,394,228,125,6273,516,668,1484,5207,1478,1334,974,682,536,12882,8163,13286,17869,55534,19045,16362,11175,6360,3289,151089
CED514,0,5,3,26,31,9,0,0,0,74,17,185,214,695,211,130,54,14,0,1537,0,5,8,162,65,153,83,66,45,597,4,26,52,252,177,186,179,117,44,1040,5,28,54,256,119,126,62,31,8,691,17,122,335,880,474,415,214,97,39,2587,0,0,5,64,39,63,44,34,15,271,7,40,26,213,54,51,33,26,13,460,3,3,18,313,14,9,3,0,0,368,20,117,116,257,63,32,20,3,0,630,0,11,45,242,218,274,229,153,27,1195,7,5,39,95,22,11,4,4,0,186,11,74,58,175,82,66,45,23,4,533,27,98,291,1176,697,574,227,111,48,3249,0,3,14,69,53,28,38,14,14,225,3,12,56,213,82,71,32,3,0,480,130,615,1092,4012,955,631,426,250,103,8209,551,851,915,3362,1149,1023,890,713,441,9895,9591,15755,16788,48782,18110,15664,12267,7856,3184,147992
CED515,4,33,25,79,33,12,3,4,0,204,61,405,476,1401,461,187,76,12,0,3074,0,10,15,132,54,92,70,60,54,488,3,28,63,311,226,258,205,134,57,1282,14,50,253,699,169,257,152,60,19,1676,7,56,250,575,240,200,106,56,23,1505,0,0,0,19,11,24,23,16,7,108,13,54,114,563,97,78,55,22,12,1004,3,6,73,610,18,18,11,0,0,729,21,48,127,425,80,61,18,3,5,790,0,0,0,19,3,14,4,3,0,42,0,9,27,151,88,28,20,5,0,327,19,67,61,221,80,79,51,13,4,603,15,40,199,518,146,126,51,23,6,1113,0,3,21,67,48,33,52,31,18,272,3,35,143,310,86,67,35,4,0,680,149,562,1019,3561,805,469,310,168,117,7161,684,950,1792,4986,1538,1357,1039,750,592,13688,9800,15234,24194,57286,18626,16365,11282,6677,3741,163202
CED516,0,8,13,20,22,14,0,0,0,85,10,134,128,385,129,77,37,15,4,923,3,3,4,69,33,66,28,35,14,258,3,56,108,229,274,338,278,167,78,1540,22,261,479,660,408,465,278,107,23,2700,5,153,333,581,418,332,207,106,37,2169,0,0,0,4,15,25,13,17,5,81,11,154,139,386,276,170,88,44,16,1277,4,12,48,317,46,45,25,3,0,503,10,35,58,125,70,49,23,4,0,373,0,0,0,11,3,3,4,4,3,24,0,7,4,24,19,5,5,0,0,64,20,120,87,148,83,71,67,10,8,615,5,17,40,189,105,93,36,9,7,504,0,8,15,67,80,61,73,36,27,364,0,13,68,164,134,122,45,14,7,569,41,387,456,1245,636,572,401,228,115,4076,210,477,577,1419,783,749,607,545,454,5816,6640,17338,18913,32404,18847,17647,12941,7313,3979,136038
CED594,0,0,0,0,0,0,0,0,0,3,0,0,0,14,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,9,0,0,6,12,3,12,4,0,0,43,0,0,0,3,0,3,0,0,0,12,0,0,5,22,6,9,5,0,0,44,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,10,18,0,0,0,0,0,31,3,3,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,8,11,3,3,3,0,0,29,0,0,3,3,0,0,0,0,0,8,0,0,0,4,0,4,0,0,0,7,0,0,0,3,4,0,4,0,0,9,0,0,23,79,25,25,13,0,0,164,28,36,113,352,151,160,100,13,5,956,161,237,656,2216,957,977,633,98,23,5950
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,16,0,0,3,44,15,8,0,0,0,67,0,0,20,250,105,43,8,3,3,434
CED601,0,0,0,23,20,9,9,0,0,66,3,19,27,151,67,60,24,3,0,356,0,0,0,19,8,22,9,8,28,93,0,9,8,39,69,98,136,69,34,456,5,15,42,58,14,11,3,6,0,147,0,21,38,81,50,43,28,9,3,264,0,0,0,0,0,0,0,6,3,9,4,4,3,40,10,8,5,0,0,81,3,3,0,28,4,0,0,0,0,39,0,13,23,36,13,3,0,0,0,86,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,10,6,26,22,77,35,42,29,10,5,247,0,12,16,52,12,7,0,0,0,91,0,0,3,13,11,18,34,11,13,95,0,4,8,12,14,5,5,0,0,48,19,99,176,573,238,181,159,87,56,1582,337,605,842,1721,1061,1120,1095,605,313,7702,5775,12304,13567,23717,13665,13259,10759,5790,2552,101390
CED602,0,4,0,23,16,10,3,0,0,51,6,29,26,111,61,65,40,11,3,349,0,0,0,4,3,7,15,6,4,43,0,0,7,26,56,82,149,65,18,397,3,3,0,10,3,10,3,0,0,39,0,11,23,61,45,40,27,14,3,222,0,0,0,0,0,3,11,6,0,22,0,23,5,31,17,4,6,0,0,92,0,0,14,61,0,0,0,0,0,77,3,10,11,36,13,7,0,0,0,84,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,7,10,18,18,45,31,28,33,9,3,192,4,3,3,17,5,3,0,0,0,34,0,3,4,12,9,15,28,19,3,98,0,0,3,19,11,8,9,3,0,52,10,31,23,125,80,115,101,96,31,608,234,537,606,1442,1047,1250,1123,708,267,7214,5463,11977,11192,20913,13553,13964,11456,6242,2295,97058
CED603,0,0,9,20,25,10,4,0,0,64,3,37,60,153,77,62,27,9,3,436,3,3,5,53,27,38,60,44,51,275,0,16,11,70,87,74,105,84,26,486,3,14,123,82,24,18,12,9,0,271,0,15,33,145,76,66,52,19,5,414,0,0,0,3,3,13,4,8,0,32,0,5,14,61,19,21,11,8,0,140,0,8,12,74,5,3,0,0,0,107,8,48,46,115,20,11,3,0,0,251,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,5,3,3,0,20,9,38,55,159,83,81,58,12,10,503,8,8,35,105,16,26,3,0,0,203,0,5,0,14,23,24,12,14,8,109,0,5,5,12,8,17,3,0,0,53,37,174,276,904,307,265,191,154,89,2400,271,496,738,1785,951,1009,794,577,315,6939,5371,11428,13971,27210,13537,13210,9635,5509,2701,102573
CED604,0,0,3,26,24,13,3,3,0,76,3,9,25,99,45,38,17,3,0,236,0,0,0,27,14,24,21,7,9,99,0,8,14,42,82,105,154,95,35,532,0,6,6,18,16,17,5,3,0,79,0,29,30,147,64,59,60,33,11,425,0,0,0,0,3,0,3,3,0,14,0,4,3,26,8,7,10,8,0,61,3,0,8,42,0,3,0,0,0,60,3,15,11,55,17,9,3,0,0,117,0,0,0,3,0,0,0,0,0,5,0,4,0,3,3,3,3,0,0,16,7,37,18,85,75,80,79,29,3,425,3,4,4,33,4,7,0,0,0,51,0,3,3,12,23,31,41,17,7,135,0,3,6,19,28,17,7,3,0,87,9,71,76,330,185,191,164,102,35,1171,237,494,472,1268,872,1009,891,589,211,6029,6222,13178,11190,24398,14289,14888,11760,6124,2394,104446
