CED_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED137,213,3820,372,4410,333,6893,924,8147,932,17314,2340,20579,1097,10876,1393,13363,1303,8138,910,10354,1262,6690,663,8621,717,4486,486,5687,323,2606,295,3220,112,1092,156,1351,6285,61920,7532,75739,218,3962,306,4490,351,6781,656,7792,1195,16628,1762,19585,1610,10479,1027,13114,2170,8497,789,11456,1968,6851,637,9453,1079,4637,484,6195,471,3088,381,3938,94,1944,257,2296,9148,62874,6294,78308,428,7781,677,8898,681,13672,1581,15934,2118,33940,4097,40163,2700,21358,2423,26475,3475,16638,1700,21809,3230,13546,1303,18076,1791,9120,967,11880,793,5693,672,7162,205,3035,407,3644,15428,124787,13830,154050
CED138,177,3487,548,4211,155,2742,343,3238,449,5663,738,6847,749,6891,830,8464,1092,7733,998,9824,1564,8521,1193,11275,1039,7442,1114,9600,491,3748,858,5099,162,1483,533,2173,5876,47718,7151,60746,181,3313,504,4000,198,2567,302,3058,747,5997,670,7423,1382,7351,828,9558,2036,8059,1005,11099,2693,8556,1175,12426,1500,7136,1132,9761,563,4305,1144,6017,104,2345,935,3391,9410,49626,7703,66735,359,6799,1057,8212,351,5309,641,6301,1194,11665,1410,14273,2134,14241,1660,18028,3128,15794,2007,20930,4258,17076,2370,23705,2541,14575,2249,19363,1056,8055,2000,11113,265,3829,1472,5565,15287,97337,14855,127476
CED139,215,4230,683,5133,257,4012,543,4810,588,7129,978,8697,877,6876,982,8732,1172,7526,1026,9717,1357,7637,1092,10080,915,6320,1056,8292,442,3217,794,4446,118,1105,310,1535,5930,48045,7461,61443,283,4011,585,4886,355,3991,360,4707,1010,7233,659,8904,1499,6674,657,8835,1934,7214,827,9977,2256,6922,894,10065,1294,5913,1037,8245,521,3809,998,5333,91,2046,562,2703,9249,47816,6591,63652,502,8243,1274,10014,608,8003,901,9515,1593,14362,1646,17599,2375,13545,1640,17561,3104,14738,1848,19692,3606,14561,1983,20150,2209,12234,2095,16545,965,7022,1793,9775,209,3151,879,4237,15180,95864,14054,125092
CED140,183,3657,394,4235,199,3442,259,3908,490,6402,515,7410,824,7094,574,8498,1148,7641,600,9390,1358,7108,634,9097,922,6247,692,7858,456,3244,531,4226,171,1291,326,1786,5749,46128,4523,56400,200,3609,332,4141,216,3121,257,3591,788,6365,447,7600,1320,7120,518,8962,1936,7649,579,10172,2320,7156,597,10077,1395,6536,757,8694,548,3974,876,5400,140,2125,697,2960,8868,47668,5064,61599,380,7273,732,8376,417,6565,515,7499,1285,12763,962,15008,2147,14217,1094,17459,3088,15291,1179,19553,3674,14269,1230,19177,2316,12789,1448,16549,1005,7215,1402,9626,308,3417,1022,4747,14616,93793,9583,117999
CED141,209,4110,305,4625,221,3677,235,4141,550,6631,392,7581,792,6976,462,8222,1265,7619,544,9430,1521,7104,541,9165,1078,6116,622,7818,523,3420,560,4500,131,1028,297,1463,6294,46688,3953,56937,196,3796,267,4255,304,3350,210,3869,912,6651,391,7956,1403,6972,396,8773,2165,7330,496,9997,2476,6870,548,9887,1517,6621,717,8857,540,3997,777,5316,106,1749,519,2373,9616,47341,4320,61273,404,7905,570,8882,528,7030,442,8006,1467,13285,780,15533,2194,13947,858,17000,3426,14955,1042,19421,3992,13972,1088,19055,2596,12739,1339,16678,1067,7413,1336,9814,239,2785,818,3838,15909,94030,8277,118216
CED142,143,3029,580,3752,347,10705,2044,13100,1037,28319,4895,34256,967,14772,2477,18214,1088,8933,1705,11727,911,5926,1203,8038,488,3718,811,5012,161,1565,401,2128,47,428,123,599,5188,77408,14240,96831,142,3825,587,4554,429,12896,1858,15181,1225,26960,3989,32168,1093,11402,1644,14139,1221,6449,1071,8744,1208,4968,922,7099,620,3348,639,4599,187,1694,420,2301,26,626,203,856,6150,72155,11335,89643,286,6856,1164,8310,774,23605,3900,28283,2261,55280,8883,66424,2060,26173,4117,32353,2308,15384,2775,20469,2124,10898,2123,15144,1104,7067,1448,9616,348,3260,827,4433,74,1053,327,1456,11338,149565,25571,186472
CED143,99,3421,300,3815,154,3078,281,3509,367,8762,850,9983,680,10202,853,11731,1071,8593,676,10334,1131,5861,528,7526,673,4553,430,5660,301,2289,305,2890,114,942,242,1299,4580,47705,4455,56742,109,3340,244,3696,160,3054,254,3476,555,9969,858,11385,1168,10533,808,12514,1788,8666,656,11111,1775,5736,555,8058,1063,4894,494,6449,414,2810,429,3649,120,1606,513,2238,7161,50607,4806,62578,206,6760,545,7518,319,6129,536,6981,923,18729,1704,21365,1849,20737,1661,24241,2860,17255,1331,21450,2906,11602,1079,15582,1737,9450,924,12107,712,5099,730,6545,236,2552,755,3536,11745,98314,9262,119324
CED144,287,4807,530,5622,421,5802,523,6744,1064,12717,1299,15081,1375,9799,950,12130,1441,8448,868,10752,1095,6933,612,8639,621,4637,503,5765,367,2695,354,3415,118,1031,168,1317,6793,56868,5803,69464,339,4475,453,5266,536,5274,508,6313,1653,11659,1097,14407,2005,8998,874,11874,2287,8097,811,11195,1782,6576,654,9013,888,4424,554,5862,439,3188,452,4079,75,1774,272,2117,10004,54457,5668,70134,629,9279,985,10896,954,11073,1031,13064,2720,24377,2400,29494,3378,18795,1825,24001,3732,16542,1674,21946,2880,13510,1260,17647,1513,9058,1054,11626,804,5886,802,7494,195,2807,435,3434,16800,111324,11470,139594
CED145,97,2475,299,2875,140,3119,433,3690,472,11970,1796,14238,750,9947,1250,11945,947,7230,952,9128,1031,5019,686,6733,620,4282,649,5542,264,2171,457,2891,129,1027,266,1427,4445,47242,6783,58467,119,2518,260,2893,159,3640,480,4282,676,13945,1998,16623,1080,9962,1221,12260,1652,6810,885,9343,1618,4933,737,7284,1029,4448,730,6206,404,2647,657,3708,89,1853,549,2492,6830,50750,7516,65092,219,4997,566,5772,300,6756,916,7972,1151,25910,3795,30859,1830,19904,2466,24204,2604,14038,1832,18477,2650,9953,1421,14023,1645,8725,1378,11753,664,4817,1117,6598,220,2887,817,3919,11274,97988,14296,123563
CED146,335,5846,688,6870,421,5287,515,6219,895,9384,923,11203,1292,9387,848,11525,1451,9140,898,11487,1055,7199,690,8950,554,4042,516,5109,258,1694,365,2308,31,474,128,641,6292,52449,5568,64307,411,5320,598,6334,539,5157,454,6147,1617,9768,886,12269,2194,9556,906,12655,2255,8614,845,11725,1735,6671,739,9143,759,3875,595,5233,238,2125,476,2842,48,825,286,1156,9810,51922,5783,67510,749,11164,1287,13198,962,10446,963,12370,2514,19154,1811,23480,3481,18947,1750,24179,3706,17758,1742,23207,2791,13871,1427,18094,1317,7916,1108,10341,494,3822,840,5151,80,1301,414,1801,16101,104371,11344,131818
CED147,240,4372,464,5074,225,3813,272,4305,580,6970,543,8092,915,7309,601,8823,1345,7645,692,9682,1478,7073,619,9173,1066,6197,733,7999,518,3330,666,4507,126,1008,267,1400,6500,47707,4850,59060,268,4338,428,5026,359,3562,253,4167,1069,7025,453,8545,1692,7279,529,9500,2333,7517,623,10470,2425,7003,678,10111,1378,6526,857,8767,544,3983,803,5331,99,1692,455,2240,10156,48932,5070,64155,499,8710,891,10102,578,7376,521,8474,1651,13996,992,16638,2613,14588,1124,18323,3678,15159,1309,20148,3907,14074,1302,19278,2445,12728,1595,16766,1062,7314,1466,9841,222,2704,718,3641,16657,96635,9922,123212
CED194,8,198,78,285,31,544,171,746,74,1032,507,1615,76,690,505,1269,98,588,466,1148,85,582,323,986,57,477,186,719,8,103,47,162,0,18,17,32,433,4229,2297,6958,17,164,54,232,31,450,135,615,72,734,292,1091,64,375,192,629,100,365,180,646,114,466,149,732,58,316,100,477,6,72,40,120,3,31,15,48,457,2981,1146,4590,26,358,130,517,58,1002,303,1358,138,1765,799,2703,134,1069,695,1900,193,956,647,1798,203,1046,468,1722,121,797,282,1196,14,176,89,282,3,47,25,78,888,7214,3448,11545
CED197,0,5,0,3,0,3,0,9,0,8,0,11,0,8,4,18,3,18,0,25,5,14,4,22,0,38,5,48,0,9,9,16,0,3,0,3,12,105,33,157,0,7,0,7,3,0,0,4,3,13,5,24,0,12,3,14,0,19,9,31,11,33,9,53,6,43,14,60,0,11,12,24,0,3,0,7,28,137,54,220,0,12,0,12,0,4,0,9,3,23,7,32,3,21,8,34,6,39,7,50,13,45,18,74,10,73,22,108,0,25,20,42,0,9,0,10,40,247,91,374
CED201,180,4140,256,4576,208,4299,237,4741,556,7876,433,8863,796,7572,452,8824,1112,7720,453,9287,1181,6859,425,8467,690,4562,363,5617,310,2140,324,2771,77,728,131,936,5112,45905,3068,54086,207,3932,226,4372,285,4064,166,4515,847,7840,441,9126,1340,7652,399,9391,1940,7904,432,10270,2002,6736,424,9165,978,4822,436,6241,335,2577,443,3359,56,1355,257,1669,8001,46882,3219,58110,390,8070,485,8953,493,8362,401,9257,1409,15715,866,17992,2131,15222,856,18208,3056,15620,879,19554,3187,13594,844,17628,1671,9385,802,11857,650,4720,767,6138,133,2081,382,2603,13119,92788,6287,112194
CED202,182,4348,495,5030,243,4427,410,5077,600,7624,640,8866,967,7515,658,9144,1286,7916,784,9990,1385,7290,759,9442,910,5821,841,7575,392,2575,564,3531,99,833,233,1158,6067,48353,5394,59807,236,4087,468,4788,368,4269,375,5012,1046,7636,641,9323,1605,7762,645,10008,2246,7866,796,10904,2405,7140,812,10353,1332,5909,911,8153,453,3116,791,4361,84,1781,396,2251,9764,49556,5831,65149,417,8430,968,9818,606,8694,786,10086,1647,15261,1283,18191,2566,15281,1309,19151,3528,15779,1581,20892,3787,14432,1570,19794,2245,11724,1751,15729,841,5694,1351,7893,179,2608,625,3412,15826,97906,11227,124957
CED203,168,3320,380,3865,273,5281,505,6056,834,13259,1357,15445,1034,10249,1029,12304,1396,7925,795,10116,1181,5635,597,7411,567,3862,536,4970,455,2760,499,3713,118,1087,280,1482,6025,53379,5967,65370,154,3218,363,3742,362,5587,520,6470,1145,13544,1248,15939,1628,10349,910,12887,2372,7741,795,10910,1907,5436,649,7989,970,4257,626,5851,545,3544,631,4722,80,1830,561,2475,9157,55519,6313,70983,322,6539,747,7604,629,10872,1025,12524,1976,26803,2605,31381,2659,20596,1941,25189,3772,15670,1583,21025,3089,11074,1244,15403,1539,8117,1159,10818,997,6306,1138,8437,198,2924,843,3953,15181,108895,12279,136350
CED204,183,3951,572,4700,243,3906,413,4560,576,6802,880,8259,868,6953,830,8658,1222,7558,934,9712,1492,7446,932,9869,882,6096,889,7864,420,2845,681,3951,138,927,311,1365,6017,46485,6441,58947,263,3754,517,4537,304,3977,312,4591,1045,6964,652,8664,1510,7187,724,9423,2159,7523,781,10472,2503,7177,862,10539,1279,6042,955,8279,468,3237,851,4558,112,1653,618,2389,9661,47512,6274,63446,445,7710,1090,9240,544,7881,723,9155,1627,13769,1535,16921,2386,14141,1554,18082,3382,15082,1718,20184,3997,14617,1791,20411,2163,12136,1844,16144,891,6078,1532,8506,247,2583,927,3757,15674,94000,12714,122395
CED205,224,4460,372,5056,382,5806,465,6655,857,10861,964,12682,1020,8833,752,10599,1189,7887,646,9722,1067,6562,568,8200,864,5301,530,6700,522,3272,511,4301,127,1091,220,1436,6258,54071,5019,65359,248,4015,320,4583,377,4651,339,5365,1071,9603,821,11494,1457,8102,596,10152,1724,7552,558,9841,1753,6582,562,8898,1199,5754,585,7534,516,3806,595,4912,80,1867,431,2376,8422,51930,4809,65166,473,8473,696,9642,763,10459,799,12019,1925,20469,1785,24185,2475,16933,1347,20751,2919,15443,1205,19564,2822,13143,1127,17092,2064,11055,1110,14233,1034,7076,1102,9220,209,2958,650,3812,14683,106004,9833,130519
CED206,311,5309,573,6198,462,5799,538,6800,922,10018,1101,12039,1231,8373,815,10418,1548,9029,879,11450,1285,7160,686,9131,696,4668,571,5935,319,2024,363,2710,55,545,127,731,6825,52927,5660,65414,389,5168,542,6097,547,5112,411,6071,1434,9211,913,11558,1963,8112,748,10825,2616,8623,814,12050,1959,6809,699,9464,987,4578,651,6221,287,2376,434,3098,38,903,229,1162,10212,50895,5438,66542,696,10473,1115,12292,1009,10912,950,12877,2357,19225,2011,23598,3195,16489,1564,21246,4161,17649,1694,23501,3244,13969,1385,18597,1691,9243,1217,12150,601,4398,803,5806,89,1448,357,1893,17042,103822,11101,131960
CED207,184,4124,400,4710,202,3940,269,4416,566,7777,501,8847,869,7710,529,9113,1247,7925,568,9745,1232,6976,516,8726,768,5320,567,6654,302,2237,381,2919,77,720,163,965,5449,46742,3906,56095,208,3916,358,4487,296,3623,225,4154,947,7839,493,9276,1511,7552,490,9553,2179,7629,594,10398,2205,6578,555,9334,1086,5388,629,7104,328,2552,521,3404,56,1232,295,1586,8815,46313,4166,59291,395,8037,763,9196,502,7571,496,8569,1514,15614,996,18127,2384,15259,1021,18660,3425,15556,1160,20147,3430,13556,1073,18057,1849,10712,1196,13756,623,4791,907,6326,138,1952,458,2548,14269,93050,8069,115387
CED208,193,5080,352,5630,377,8673,523,9580,746,11921,848,13515,935,8400,590,9925,1374,7742,532,9649,1192,5868,434,7493,722,4262,378,5365,524,3151,434,4108,189,1368,289,1843,6255,56471,4382,67115,216,5217,334,5767,411,8091,439,8937,936,11229,786,12951,1434,8600,505,10534,2134,7907,506,10556,1964,6034,476,8469,1149,4999,483,6631,704,4078,659,5446,141,2239,557,2942,9086,58404,4739,72227,413,10297,681,11393,786,16768,961,18523,1685,23153,1632,26469,2363,16997,1088,20452,3513,15657,1041,20204,3157,11900,912,15963,1870,9265,861,11994,1231,7229,1087,9552,327,3611,850,4788,15342,114875,9126,139344
CED209,159,4152,410,4722,181,4229,348,4760,486,7368,577,8429,852,8131,616,9605,1198,7682,649,9528,1519,7346,666,9533,923,6126,715,7769,416,2799,512,3727,130,1032,224,1393,5869,48869,4729,59465,203,3885,399,4494,256,3653,247,4162,814,7522,509,8851,1458,8142,571,10165,2145,7632,578,10360,2426,7027,677,10128,1359,6156,759,8273,458,3327,693,4483,92,2049,438,2588,9217,49401,4881,63504,365,8037,809,9214,439,7884,599,8919,1298,14891,1090,17281,2307,16272,1187,19771,3347,15312,1229,19893,3948,14376,1347,19665,2283,12285,1479,16039,867,6126,1206,8209,228,3087,668,3978,15090,98269,9612,122969
CED210,197,4059,477,4733,250,4153,450,4845,614,7813,1064,9491,900,7206,919,9018,1241,7384,900,9525,1351,6908,772,9036,880,5577,821,7279,455,2869,611,3938,116,1062,324,1497,6003,47019,6334,59364,248,3862,408,4517,331,4179,372,4886,1100,8025,666,9797,1628,7129,595,9350,2168,7353,725,10253,2294,6939,795,10027,1339,5907,880,8124,462,3584,840,4885,105,1830,532,2467,9679,48812,5817,64305,451,7923,884,9253,584,8328,821,9727,1715,15838,1731,19286,2524,14338,1513,18372,3414,14739,1627,19774,3650,13845,1569,19062,2225,11482,1699,15404,920,6453,1449,8824,214,2890,851,3961,15684,95832,12149,123675
CED211,154,3906,231,4295,207,3988,206,4395,569,8689,500,9760,922,9044,523,10484,1219,7680,476,9377,1210,5911,368,7490,842,4790,380,6011,437,2882,356,3675,133,1136,262,1528,5687,48035,3291,57011,180,3723,219,4115,262,3600,193,4050,877,8998,518,10397,1529,8950,486,10968,2013,7570,431,10018,1979,5999,401,8375,1282,5544,510,7339,537,3703,660,4898,132,2193,518,2841,8791,50281,3932,63002,327,7632,453,8412,463,7587,391,8448,1446,17685,1023,20153,2453,17996,1004,21451,3235,15252,911,19401,3181,11912,767,15861,2127,10330,887,13342,973,6587,1015,8576,267,3326,777,4369,14476,98314,7225,120018
CED212,148,3782,403,4333,203,3707,317,4224,508,7229,668,8408,862,7695,674,9229,1125,7988,740,9854,1224,6738,695,8650,822,5575,660,7055,440,2948,523,3910,126,1023,230,1374,5455,46682,4905,57044,185,3791,358,4341,300,3572,325,4199,910,7340,631,8878,1433,7826,635,9900,1973,7922,705,10605,2090,6802,668,9569,1296,6208,819,8324,452,3600,774,4822,104,1832,388,2323,8745,48893,5315,62952,336,7579,758,8675,496,7277,647,8419,1420,14575,1295,17284,2296,15516,1308,19126,3106,15907,1445,20458,3317,13541,1366,18222,2112,11784,1483,15381,890,6550,1298,8734,231,2855,618,3702,14198,95581,10217,119996
CED213,157,3938,484,4577,147,3506,306,3965,419,6012,501,6930,794,7103,629,8521,1217,8112,790,10120,1398,8087,823,10306,1056,7711,997,9760,509,3941,855,5306,153,1305,415,1873,5844,49714,5803,61363,169,3484,414,4072,223,3055,262,3539,831,6331,506,7675,1369,7142,651,9163,2129,7983,737,10851,2552,7877,871,11300,1600,7877,1073,10547,585,3989,1042,5618,138,1875,651,2671,9601,49621,6210,65436,324,7421,902,8643,374,6568,565,7498,1252,12344,1011,14605,2157,14247,1278,17685,3346,16095,1528,20969,3947,15967,1690,21612,2657,15586,2069,20310,1094,7928,1901,10923,290,3181,1068,4541,15445,99333,12018,126797
CED214,188,3540,370,4102,289,5266,516,6068,873,13337,1282,15500,1138,11218,1039,13395,1422,8502,811,10742,1140,6491,673,8309,617,4202,567,5385,361,2407,503,3272,115,978,240,1332,6143,55944,5996,68087,178,3334,344,3854,318,4586,427,5335,1229,12498,1160,14896,1784,10481,888,13154,2170,7949,750,10861,1870,5994,649,8513,968,4338,633,5942,439,3187,591,4224,76,1758,397,2230,9033,54126,5844,69009,366,6876,711,7953,607,9853,947,11400,2104,25839,2446,30389,2921,21698,1926,26545,3589,16454,1560,21606,3016,12484,1323,16824,1587,8545,1198,11333,797,5602,1094,7489,188,2738,631,3558,15182,110073,11842,137098
CED215,189,3398,580,4170,221,3168,485,3873,563,6122,993,7679,788,5937,936,7658,1076,7006,970,9057,1368,7909,1047,10322,974,7139,1124,9235,419,3239,787,4446,102,968,341,1409,5703,44887,7259,57849,191,3230,509,3930,294,2976,371,3634,956,6331,701,7982,1324,5961,664,7945,1927,6958,873,9759,2289,7578,998,10866,1296,6546,1069,8911,453,3418,1034,4900,63,1590,562,2213,8789,44570,6775,60139,380,6629,1092,8105,516,6143,853,7512,1516,12453,1694,15661,2114,11897,1604,15605,3005,13966,1844,18811,3656,15486,2043,21189,2266,13681,2193,18142,871,6652,1820,9345,174,2551,896,3623,14496,89454,14037,117989
CED216,164,4310,319,4796,202,3710,242,4153,386,6338,511,7234,674,7864,556,9094,1361,9052,659,11068,1479,6823,517,8822,857,5134,432,6417,401,2531,349,3276,164,1344,224,1736,5678,47108,3812,56596,157,3981,262,4403,224,3499,219,3945,545,6763,482,7786,1236,8653,548,10429,2400,9251,639,12289,2383,6630,509,9521,1351,5317,534,7200,549,3270,478,4299,157,2686,540,3387,8995,50062,4205,63266,326,8292,577,9201,420,7212,459,8093,930,13105,995,15026,1907,16518,1103,19527,3754,18304,1301,23363,3866,13454,1021,18340,2200,10446,967,13616,950,5800,828,7583,322,4036,761,5121,14675,97166,8014,119860
CED217,308,5598,616,6526,356,5506,640,6502,993,12176,1456,14625,1503,12834,1323,15658,1407,9550,1002,11960,1068,7275,757,9102,680,4622,621,5922,250,1483,293,2032,31,370,70,462,6604,59416,6775,72792,337,5317,555,6207,501,5240,598,6342,1775,12788,1253,15811,2616,12354,1171,16146,2255,9145,977,12374,1935,7107,779,9829,886,4341,690,5917,217,1726,354,2296,21,720,125,870,10542,58744,6498,75785,642,10922,1173,12732,858,10747,1234,12841,2765,24966,2704,30439,4120,25188,2498,31806,3666,18691,1974,24335,3004,14382,1541,18932,1567,8963,1316,11840,469,3212,648,4329,54,1091,191,1332,17144,118162,13271,148579
CED218,108,3318,263,3682,244,5496,447,6190,616,13881,1389,15885,775,8998,804,10572,1170,7409,656,9229,1198,5527,508,7229,659,4324,440,5422,366,2411,377,3150,148,990,167,1305,5276,52352,5040,62669,139,3412,257,3811,306,6555,522,7375,876,14642,1409,16925,1148,8903,721,10771,1894,7324,568,9791,1926,5618,551,8091,1130,4667,515,6307,510,3035,528,4070,91,1815,366,2274,8020,55964,5435,69414,242,6728,517,7492,551,12051,966,13562,1492,28525,2793,32810,1918,17906,1526,21348,3068,14733,1227,19024,3118,11145,1058,15318,1791,8986,955,11729,872,5442,904,7216,240,2803,536,3576,13299,108309,10476,132082
CED219,352,5955,611,6919,441,6393,590,7426,1139,13508,1160,15799,1408,12859,1040,15306,1336,10176,850,12359,1174,7773,710,9659,628,4532,543,5704,255,1876,405,2536,45,586,120,751,6785,63651,6031,76461,425,5425,514,6364,586,5724,485,6790,1930,13786,1129,16855,2254,11508,889,14651,2169,9503,848,12521,1871,7399,734,10006,803,4553,647,5999,261,2337,465,3060,35,1124,202,1356,10323,61358,5921,77600,775,11379,1129,13280,1025,12113,1081,14217,3069,27300,2287,32657,3663,24364,1926,29957,3502,19681,1701,24879,3050,15172,1446,19661,1433,9077,1196,11702,517,4209,866,5595,76,1709,319,2108,17108,125007,11953,154064
CED220,162,3986,309,4452,253,5002,382,5635,647,9633,695,10971,929,9003,582,10513,1279,7979,574,9825,1177,6422,481,8082,673,4621,491,5787,418,2823,431,3676,144,1212,250,1600,5678,50680,4187,60542,189,3728,286,4206,289,4275,291,4857,916,9381,646,10949,1467,8903,566,10934,1922,7941,561,10420,1849,6232,466,8553,1085,5053,555,6695,510,3489,618,4619,97,1947,511,2551,8326,50956,4499,63781,351,7713,599,8662,544,9275,672,10492,1565,19008,1342,21917,2390,17905,1148,21443,3198,15917,1133,20246,3029,12656,952,16631,1762,9678,1037,12479,931,6312,1054,8294,241,3157,760,4156,14006,101635,8689,124324
CED221,190,3564,568,4324,163,3152,352,3671,503,5603,652,6764,784,6188,750,7723,1176,7379,827,9389,1418,7891,971,10270,935,6668,992,8596,392,2968,664,4027,110,959,343,1411,5673,44380,6109,56165,214,3279,531,4020,240,2645,299,3184,858,5829,578,7264,1380,6357,653,8393,1884,7283,783,9955,2388,7403,897,10684,1294,6224,992,8507,480,3176,826,4483,95,1717,525,2343,8836,43912,6080,58829,403,6848,1097,8349,402,5798,648,6854,1365,11439,1227,14024,2163,12547,1405,16112,3060,14670,1617,19338,3810,15292,1861,20960,2234,12891,1986,17106,869,6145,1487,8505,207,2676,867,3755,14510,88296,12187,114998
CED222,177,4250,369,4790,262,4539,365,5172,683,9362,737,10785,998,9931,754,11681,1273,8964,733,10966,1142,6863,600,8604,680,4710,552,5945,313,2283,468,3064,81,909,246,1244,5610,51814,4820,62239,236,4015,304,4554,318,4054,274,4644,1038,9591,688,11317,1652,9853,708,12214,2058,8665,622,11343,1862,6593,588,9047,1013,5075,653,6744,336,3003,625,3961,79,1661,483,2218,8581,52512,4953,66041,412,8263,672,9346,577,8590,645,9815,1723,18961,1420,22099,2649,19784,1467,23895,3330,17627,1354,22302,3004,13452,1187,17648,1690,9790,1207,12693,646,5290,1089,7023,163,2567,728,3458,14189,104326,9770,128284
CED223,145,3914,270,4330,199,3912,255,4365,497,7583,488,8564,872,8211,497,9584,1310,7605,560,9478,1458,6591,455,8497,881,4951,404,6243,348,2355,332,3036,137,878,214,1225,5849,45988,3487,55326,169,3599,271,4040,272,3673,216,4158,730,7645,499,8872,1480,8352,464,10296,2235,7570,508,10312,2423,6480,448,9343,1274,5014,528,6818,486,2848,523,3863,101,1613,421,2142,9171,46797,3871,59838,317,7513,539,8365,466,7589,472,8520,1228,15225,988,17438,2354,16560,964,19883,3548,15170,1072,19791,3875,13066,907,17847,2154,9962,938,13056,835,5205,859,6897,236,2493,636,3368,15015,92788,7359,115161
CED224,204,4710,296,5202,268,5457,352,6074,468,8875,674,10014,645,7039,484,8168,1328,7663,583,9578,1371,5960,429,7751,776,4541,344,5668,385,2449,281,3110,177,1142,183,1496,5612,47829,3627,57065,224,4682,283,5190,286,5254,326,5875,687,8995,645,10329,1170,7896,513,9581,2279,8170,554,11002,2245,5892,469,8607,1267,4860,475,6595,580,3054,444,4071,144,2370,365,2877,8864,51177,4071,64116,428,9388,576,10388,553,10718,677,11947,1154,17868,1324,20340,1816,14938,995,17749,3608,15837,1132,20576,3610,11850,899,16356,2042,9397,819,12264,956,5499,723,7178,318,3505,548,4377,14481,99008,7692,121182
