CED_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED304,1359,1849,3212,7998,9197,17200,0,0,3,776,942,1718,3,8,17,19122,21188,40307,30,42,69,663,662,1320,130,158,284,86,65,147,385,457,837,49,34,80,178,222,400,527,704,1233,1482,1564,3048,104,96,206,92,79,173,1986,2634,4619,1296,1490,2790,95,97,188,35003,39641,74643,1856,1481,3334,1144,912,2057,158,158,314,3,8,7,353,241,599,304,302,606,659,551,1211,31027,27763,58790,490,390,877,177,205,377,31698,28352,60049,9962,9107,19066,81839,82052,163886
CED305,442,636,1080,12731,13496,26228,0,3,3,1200,1311,2507,17,24,41,19686,20347,40038,76,76,144,89,115,202,314,402,713,174,191,369,560,626,1184,9,11,20,255,313,569,854,1021,1873,2631,2628,5257,258,365,625,197,219,422,5327,6097,11422,2030,2080,4111,168,141,309,46584,49473,96048,413,326,739,365,226,589,8,13,24,22,19,40,76,75,154,181,229,409,277,325,602,18615,15485,34099,212,179,394,95,102,198,18927,15767,34692,9906,7030,16938,76924,73797,150720
CED306,529,795,1323,12170,13059,25231,0,0,0,848,892,1741,3,7,7,20664,21552,42214,63,71,138,277,320,594,381,486,865,112,120,235,569,684,1250,28,26,50,278,290,569,1008,1215,2218,2712,2457,5171,168,222,399,377,482,860,5231,6210,11441,1847,2013,3858,171,198,370,46906,50299,97213,420,416,834,226,216,440,31,30,61,3,5,7,135,108,245,142,188,338,282,307,590,20914,17445,38358,227,180,402,90,138,222,21226,17764,38986,9702,7170,16867,79330,76985,156313
CED307,467,726,1187,10625,11983,22609,0,0,0,2269,2372,4637,14,15,22,15697,17262,32960,96,125,221,231,256,489,311,378,682,247,252,502,675,825,1502,31,34,66,445,468,913,1259,1389,2648,2196,2290,4489,173,261,437,196,234,426,3594,4531,8125,2530,2767,5294,228,264,493,40808,45692,86498,584,582,1159,180,177,355,46,48,93,9,7,15,174,132,303,189,275,465,372,416,785,23605,20723,44322,270,190,454,120,143,264,23993,21057,45050,5765,5314,11077,72211,74003,146217
CED308,916,1402,2320,13374,15752,29125,11,12,19,1019,1156,2173,6,9,11,15682,18138,33819,149,193,341,755,829,1582,387,497,880,477,530,1004,724,794,1519,111,92,200,299,369,674,1120,1314,2438,2434,2753,5189,143,172,316,173,188,361,2847,3683,6530,2439,2900,5339,154,194,344,42314,49569,91876,532,521,1044,1104,1027,2139,143,151,290,9,5,10,210,158,373,223,293,516,442,456,896,27741,25130,52874,231,207,440,131,229,354,28100,25570,53666,8739,8626,17363,82274,87324,169600
CED309,691,1134,1819,11097,13391,24486,0,0,0,1711,1950,3658,88,86,177,12732,14770,27501,101,147,254,180,245,428,509,685,1203,288,322,611,877,1138,2017,15,24,40,277,327,606,1231,1387,2618,2223,2425,4647,154,229,388,151,171,324,3416,4416,7825,2524,2920,5441,87,90,175,37653,44735,82388,280,276,557,201,171,373,80,87,166,9,11,17,109,86,194,196,301,494,313,397,708,27085,25385,52470,293,286,572,185,362,553,27568,26039,53605,7032,6806,13835,73821,79645,153463
CED310,679,1001,1684,11172,13228,24402,4,0,3,1400,1566,2964,10,8,21,12271,13968,26234,143,171,313,187,209,400,391,520,913,139,158,293,746,891,1635,22,11,36,233,259,490,1027,1280,2313,2015,2401,4413,137,199,338,128,175,303,3373,4529,7895,2181,2529,4712,90,126,222,35662,42233,77895,283,259,544,122,97,219,47,42,85,5,3,12,90,81,172,169,242,407,270,322,594,24004,21698,45702,238,211,458,157,273,430,24404,22192,46591,6273,6280,12556,67747,72424,140166
CED311,543,674,1215,14826,15005,29831,0,0,0,1457,1476,2935,35,27,68,16750,16780,33526,128,140,270,187,176,369,317,406,726,166,185,353,1172,1254,2427,8,0,12,446,466,914,933,1039,1976,3170,2950,6123,256,359,615,249,265,516,4961,5480,10442,2183,2276,4457,179,197,375,47441,48490,95928,410,357,763,290,234,524,21,29,48,20,29,52,98,85,191,171,271,447,297,389,687,21066,17183,38243,239,193,440,96,128,222,21406,17503,38907,9515,7897,17414,79916,75568,155488
CED312,958,1358,2313,11776,13818,25592,13,16,25,1446,1625,3073,12,22,36,14825,16415,31243,64,95,158,576,605,1180,587,741,1328,986,1023,2011,935,1112,2043,32,24,50,431,503,938,1768,1983,3755,2122,2430,4549,172,211,386,368,467,835,3049,3758,6810,3072,3421,6491,260,298,558,42502,48566,91072,592,528,1121,1052,1015,2063,66,50,109,9,3,17,255,219,471,309,405,712,578,624,1201,27291,24295,51582,268,208,476,137,193,325,27694,24694,52387,7718,7546,15269,81157,84380,165538
CED313,1476,2072,3555,7929,8699,16632,0,0,0,754,879,1639,53,66,124,17627,20374,38003,31,51,83,1953,2034,3986,174,217,384,192,198,392,437,554,993,58,65,125,218,223,441,682,822,1500,1459,1663,3118,56,92,152,129,135,270,2044,2844,4891,1315,1632,2942,76,99,178,35180,40652,75836,1687,1399,3086,1205,1008,2207,126,117,244,3,5,8,481,407,886,258,288,548,734,701,1438,28410,25849,54255,449,336,784,115,227,343,28978,26418,55394,8259,7584,15843,77648,79957,157602
CED314,557,680,1237,12892,15198,28093,0,0,0,1067,1274,2342,143,120,260,16581,18327,34905,665,741,1407,119,135,250,358,455,810,193,210,404,2684,3083,5769,32,27,64,329,343,677,1264,1443,2703,2539,2897,5433,187,278,466,292,363,649,3749,4693,8440,3219,3787,7006,134,158,295,46435,53536,99966,731,486,1211,857,726,1586,34,25,56,13,18,33,150,111,265,209,293,499,372,420,792,16009,13948,29957,227,180,405,77,105,190,16312,14242,30553,6846,6616,13462,72144,76722,148866
CED315,579,765,1340,11287,12740,24022,0,0,0,1005,1124,2127,21,22,43,20585,22411,42993,36,42,85,406,459,861,245,341,585,149,189,336,455,545,998,59,37,98,427,492,920,1189,1462,2648,2344,2548,4898,304,341,642,245,311,552,3383,4374,7759,1810,1980,3793,93,106,194,44034,49517,93556,399,365,762,459,404,861,39,27,62,37,30,66,111,99,205,212,286,499,351,417,771,24581,21165,45752,313,236,546,101,126,226,24995,21537,46530,8791,7327,16121,79638,80362,159998
CED316,487,723,1216,13066,14871,27934,0,0,0,1562,1783,3341,155,145,298,12184,14120,26301,149,176,320,156,146,305,429,583,1015,184,211,398,1287,1497,2785,18,21,44,368,417,785,750,897,1639,2579,2807,5384,256,357,604,198,271,472,4516,5776,10294,1900,2228,4126,155,189,347,39906,46488,86389,235,242,477,235,193,434,24,36,64,22,17,41,39,38,82,145,250,396,207,311,516,20303,18002,38300,199,156,351,103,161,265,20594,18317,38910,7031,6683,13711,68723,72991,141716
CED317,403,647,1050,12083,12608,24695,0,0,0,1326,1429,2749,208,225,438,20851,21082,41935,51,54,113,249,260,513,561,785,1348,175,177,349,474,526,1004,3,0,4,282,272,550,1147,1256,2410,2270,2247,4520,142,216,358,402,481,879,4134,4763,8899,1650,1777,3425,44,49,99,46062,48215,94275,218,199,417,190,160,344,26,16,44,97,101,202,478,404,884,215,279,494,793,777,1576,20985,17238,38221,158,108,268,105,131,240,21245,17487,38732,10374,8583,18960,79306,76089,155394
CED318,1206,1738,2946,12834,13813,26646,0,0,0,786,851,1636,4,6,14,16692,18586,35282,80,116,202,337,351,685,513,640,1156,161,214,378,1107,1201,2305,35,19,56,352,415,768,1997,2459,4458,2109,2327,4438,94,143,239,497,601,1096,3000,3650,6648,2397,2706,5104,73,85,161,43093,48169,91263,688,631,1319,295,253,548,96,79,181,187,181,367,414,364,781,349,477,819,948,1019,1967,28729,25332,54061,278,217,489,177,201,380,29187,25745,54930,11508,10788,22300,87018,88427,175449
CED319,859,1270,2133,8363,10251,18616,0,0,5,1568,1817,3382,13,11,24,20542,23234,43772,67,84,152,456,480,936,242,330,570,192,207,400,493,594,1087,63,77,140,334,360,691,930,1128,2063,1851,2152,4004,160,224,380,131,177,306,2892,3948,6836,1706,2067,3776,105,105,213,40110,47243,87354,1649,1561,3214,617,561,1173,62,56,121,25,13,35,1117,893,2002,223,316,537,1358,1214,2573,23928,21015,44945,327,273,604,124,169,294,24387,21461,45846,6498,6472,12968,75537,79842,155375
CED320,571,819,1395,13076,14631,27703,0,0,0,1661,1855,3510,101,77,179,14440,16546,30990,110,134,249,215,235,453,504,620,1123,415,428,841,870,941,1814,13,13,27,411,477,892,888,1010,1905,2397,2558,4954,239,293,531,408,531,937,3732,4587,8320,2511,2745,5249,263,265,526,42246,47958,90207,238,258,501,151,150,302,35,39,74,12,18,30,48,42,90,254,432,687,313,490,804,26529,23819,50345,277,235,512,125,190,323,26932,24247,51176,8531,7611,16145,79019,81576,160594
CED321,295,377,673,16146,16976,33124,0,0,0,1038,1180,2219,94,87,186,17486,18185,35667,233,265,496,99,95,198,412,564,981,153,189,342,1661,1765,3424,5,3,12,288,255,549,851,976,1823,3388,3275,6664,254,332,591,278,290,565,4769,5314,10082,2117,2198,4323,131,120,253,49417,52072,101490,192,165,357,94,102,195,26,23,51,22,16,34,96,83,178,168,263,429,291,358,644,16047,13346,29398,166,110,272,92,105,199,16303,13565,29866,8491,7500,15986,75110,74157,149266
CED322,941,1422,2363,11093,13401,24497,0,4,4,918,1051,1972,5,9,15,15467,18016,33479,53,93,151,643,652,1292,372,454,823,277,303,578,437,551,993,55,54,109,223,243,464,1306,1562,2863,2034,2280,4316,97,126,222,181,234,420,2879,3668,6546,2180,2601,4780,92,87,179,38314,45391,83697,404,403,803,313,267,581,134,152,287,6,8,11,110,77,189,218,344,563,335,430,761,24970,23107,48073,208,181,392,136,272,408,25318,23556,48877,6994,7210,14202,72748,78829,151581
CED323,1279,1985,3259,10945,12907,23859,5,0,8,733,806,1536,3,7,7,15915,18298,34213,113,138,256,937,1065,1996,282,342,619,273,270,540,467,631,1098,85,79,167,258,278,530,726,954,1683,1986,2196,4181,86,128,215,130,165,294,2545,3274,5820,1962,2315,4271,92,128,223,37548,43967,81521,974,800,1769,798,574,1378,267,281,550,9,8,16,494,342,837,245,337,582,746,690,1436,26679,24093,50772,282,221,499,159,232,384,27119,24546,51658,9870,9296,19167,78597,82137,160734
CED324,3020,3874,6886,6301,7298,13598,3,4,7,1301,1485,2786,36,40,73,13560,15482,29045,78,83,164,1431,1510,2944,171,251,427,317,353,667,498,660,1158,164,140,306,612,635,1245,985,1206,2193,1839,1935,3768,59,87,144,258,302,555,2803,3499,6305,2211,2600,4807,146,151,296,32772,37720,70491,2288,1862,4146,3631,3230,6860,84,69,153,3,4,6,1608,1193,2795,342,364,703,1955,1557,3509,27224,24419,51650,294,210,504,117,150,267,27636,24784,52412,6992,6614,13607,78365,79706,158071
CED325,3708,4480,8191,8009,9390,17398,0,0,0,1722,1931,3654,4,5,10,15697,17438,33134,110,131,239,659,731,1392,333,426,752,1012,1084,2094,628,781,1414,225,228,446,611,717,1333,1539,1784,3327,1805,1883,3683,181,216,393,377,367,745,2837,3426,6265,2951,3096,6050,153,174,327,38867,43811,82676,1955,1903,3853,2136,2087,4222,68,84,154,5,7,19,561,432,994,294,407,708,865,853,1721,23399,20646,44040,228,207,433,112,155,260,23736,21002,44744,10030,7629,17657,81369,81842,163208
CED326,745,1065,1812,10899,13050,23955,0,0,3,1978,2279,4256,21,27,51,16807,19664,36468,83,111,188,415,435,845,459,582,1045,346,445,791,709,905,1607,44,49,94,592,676,1261,1266,1413,2683,2212,2583,4795,243,350,593,265,317,580,3199,4341,7547,2582,2998,5582,144,174,324,42269,50395,92664,1453,1453,2907,471,404,877,51,45,100,5,8,19,504,434,935,260,370,626,765,808,1580,25144,22803,47948,270,216,490,125,193,318,25533,23217,48748,7273,7313,14588,78562,84709,163268
CED327,2287,2845,5126,8913,10020,18930,3,3,6,2302,2377,4681,17,15,27,15033,16758,31791,116,152,264,1049,1099,2143,464,627,1086,1190,1357,2549,627,799,1426,215,222,433,791,887,1679,2111,2346,4456,2225,2502,4726,161,201,356,811,945,1760,2849,3591,6439,3674,4108,7785,225,281,511,42758,48286,91048,1861,1790,3656,4584,4098,8677,45,45,94,8,10,14,1033,823,1851,369,481,846,1405,1309,2708,26690,23541,50235,238,181,413,110,160,272,27037,23882,50919,8647,8293,16935,88626,90544,179170
CED328,1152,1634,2784,9100,10869,19965,0,0,0,1560,1758,3320,3,6,14,15861,17969,33833,61,67,130,431,514,947,104,144,245,95,126,219,679,796,1479,28,22,53,358,392,748,618,762,1387,1859,2051,3907,71,99,172,77,82,162,3447,4340,7791,1531,1858,3391,138,135,275,36032,41999,78029,1240,1167,2411,1007,1081,2085,186,190,372,4,0,7,156,138,291,250,299,548,405,438,847,28755,26045,54800,432,296,734,130,212,344,29318,26557,55881,6584,6353,12936,75924,79422,155349
CED329,536,863,1396,11936,13404,25340,0,3,3,1116,1227,2349,147,137,285,11296,12718,24009,122,160,286,152,169,325,539,627,1167,125,147,271,968,1148,2117,7,3,14,660,720,1379,765,899,1663,2280,2353,4630,251,317,564,203,236,439,4537,5464,10006,2133,2369,4501,98,95,195,37327,42206,79534,122,129,249,52,51,111,50,60,104,28,22,51,45,29,75,231,369,604,309,421,728,24177,21243,45415,250,214,464,157,253,414,24587,21709,46293,8356,7327,15685,71334,72763,144098
CED330,640,860,1496,13343,14519,27864,0,0,0,1617,1758,3376,12,16,24,14684,15863,30549,348,380,733,307,272,584,433,574,1009,289,290,580,1948,2111,4056,17,8,26,270,286,554,1063,1162,2222,2118,2178,4295,248,280,526,339,386,724,4109,4618,8732,2553,2876,5432,389,391,776,44088,47966,92056,223,208,430,344,274,625,66,61,122,19,14,25,70,56,118,263,419,683,348,489,832,23571,20674,44241,266,196,464,142,205,347,23982,21085,45061,8266,7547,15815,77955,78484,156437
CED394,93,82,179,854,785,1639,0,0,0,81,69,149,0,0,3,884,768,1651,7,12,19,17,18,37,31,30,61,22,17,41,48,44,86,0,0,0,29,28,61,57,65,118,177,150,329,23,18,41,21,20,44,229,232,462,183,197,380,6,9,15,2682,2458,5143,33,27,65,41,20,69,6,10,12,6,3,7,7,7,13,23,33,60,34,45,82,2148,1665,3817,21,19,39,28,25,44,2191,1707,3905,1846,1220,3063,6937,5572,12510
CED397,0,0,0,11,10,27,0,0,0,3,3,6,0,0,0,13,27,44,0,0,0,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,37,55,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,33,0,0,0,0,0,0,20,16,33,8,12,22,66,87,150
CED401,2113,2709,4823,6010,7312,13325,0,0,0,929,1073,2007,13,15,30,14040,16141,30175,109,150,261,3793,4097,7893,115,174,293,77,96,172,1345,1550,2894,99,92,186,243,308,560,425,565,984,522,604,1129,82,118,200,54,71,126,2777,3995,6778,1476,1744,3224,117,159,279,32235,38285,70522,2664,2322,4985,3651,2424,6071,85,87,177,6,9,21,911,768,1676,289,337,624,1209,1114,2325,30423,27661,58076,354,305,659,137,191,328,30913,28161,59068,8194,7281,15474,81061,82378,163442
CED402,446,536,988,6689,7454,14140,0,0,0,867,913,1777,63,58,118,9987,10884,20872,259,303,558,746,691,1438,271,330,603,87,136,225,6505,7169,13673,13,12,23,228,251,478,750,859,1612,1862,1963,3827,212,247,465,151,180,339,6531,7937,14470,1928,2071,3994,157,140,296,37296,41612,78914,159,116,279,697,313,1007,12,14,26,17,25,37,326,295,619,137,210,354,479,532,1010,27995,23991,51991,206,169,380,98,149,243,28301,24318,52614,8076,6587,14663,75467,74031,149502
CED403,788,1041,1827,7025,9077,16104,0,0,0,1516,1709,3224,166,188,349,10992,12995,23984,287,377,666,1742,1880,3624,112,131,241,98,115,211,1318,1683,3006,65,60,125,232,231,467,625,724,1349,620,668,1284,91,122,210,71,89,160,4550,6305,10853,1876,2296,4171,233,254,489,31615,38910,70524,821,884,1704,1214,1166,2380,81,83,157,10,4,20,208,192,394,333,362,697,551,564,1109,28971,26743,55718,286,238,521,124,190,317,29383,27176,56553,5808,5770,11573,70246,75585,145836
CED404,342,445,790,7386,8145,15529,0,0,0,783,822,1605,44,44,83,11599,12380,23977,133,176,310,513,391,902,193,295,486,114,123,239,2967,3279,6247,3,3,4,242,238,481,694,879,1576,792,867,1657,266,357,627,108,132,239,8698,10120,18814,1743,1816,3557,33,44,82,36311,40114,76429,195,169,364,164,140,311,14,12,23,122,128,254,79,68,150,127,206,335,335,409,745,26586,21886,48467,218,182,396,80,106,184,26888,22169,49054,8705,7118,15816,72947,70571,143526
CED405,1029,1388,2414,5915,7506,13419,0,0,0,866,1036,1908,7,5,14,16510,19027,35536,178,254,436,4589,4782,9374,151,191,347,99,109,205,1225,1586,2806,173,195,369,239,284,529,582,701,1288,516,686,1199,84,99,185,41,43,85,3606,5135,8741,1526,1895,3425,98,112,215,36410,43663,80073,1645,1465,3108,1554,1385,2938,48,58,102,8,6,17,873,749,1623,245,266,512,1125,1020,2151,24838,22344,47176,250,217,469,112,191,303,25201,22758,47950,6260,6245,12506,73267,77977,151243
CED406,527,824,1352,7751,9420,17166,0,0,0,1197,1445,2646,13,22,37,9931,11533,21460,160,258,418,674,682,1354,328,413,742,182,243,424,1156,1439,2594,84,85,167,298,354,654,692,889,1578,684,841,1527,113,176,293,132,142,269,3734,4958,8691,2559,2921,5478,176,227,404,29864,36043,65905,349,333,682,348,325,669,33,26,54,10,13,24,109,96,206,300,417,715,426,526,949,33646,30487,64133,318,256,576,128,204,335,34098,30955,65053,6665,6584,13254,72306,75606,147908
CED407,1213,1427,2641,7175,8593,15764,0,0,0,1556,1808,3366,12,4,13,12947,14563,27512,138,206,342,1344,1363,2707,261,352,614,169,203,370,1628,2095,3722,61,60,124,324,381,709,1196,1399,2591,656,749,1406,263,356,617,217,233,454,4187,5538,9728,2079,2435,4514,309,325,630,34516,40669,75181,1352,1233,2582,2243,2022,4263,31,38,70,4,3,7,582,542,1121,324,406,728,911,946,1857,26868,23342,50210,255,184,443,91,141,233,27218,23667,50885,6362,5671,12036,73851,75662,149513
CED408,505,756,1267,7735,9404,17142,0,0,0,1288,1372,2668,54,52,112,7522,8468,15996,286,388,674,351,344,692,263,355,616,156,171,324,2648,3253,5904,13,12,26,240,235,479,765,946,1714,724,744,1467,142,165,301,110,125,233,5701,7067,12764,2276,2634,4914,313,337,651,30585,36072,66662,112,114,229,80,52,138,56,50,101,5,6,13,33,23,54,225,346,574,263,378,638,29954,27167,57116,277,207,487,155,232,387,30385,27606,57995,6771,6561,13334,68768,71592,140367
CED409,4205,5051,9255,5530,6601,12136,0,0,0,1061,1251,2310,10,9,17,17586,19374,36960,90,137,230,3428,3439,6863,254,308,561,131,153,286,939,1152,2089,201,209,410,384,439,822,1020,1167,2183,529,620,1150,166,241,411,101,144,247,3111,4153,7262,2034,2285,4316,102,93,193,36670,41776,78446,1891,1669,3556,2884,2638,5522,21,28,49,24,23,49,679,567,1251,264,374,637,966,968,1934,27414,24739,52155,253,233,485,104,162,270,27772,25141,52908,6830,6578,13411,81238,83849,165086
CED410,1615,1928,3544,5365,7189,12559,0,0,0,1060,1266,2331,9,5,16,18145,20530,38676,150,201,348,2276,2480,4758,237,329,564,180,198,381,1180,1576,2758,142,106,253,233,274,509,762,930,1697,696,873,1565,135,190,320,102,131,232,3468,4889,8354,1574,1982,3560,155,172,327,35876,43324,79196,2120,1930,4057,1350,1314,2666,110,118,225,10,8,16,782,691,1474,418,496,919,1209,1191,2397,23249,21755,45001,259,233,494,126,158,278,23633,22147,45773,5538,5759,11293,71450,77712,149164
CED411,1143,1201,2341,9303,10861,20162,0,0,0,1249,1362,2617,14,8,22,12225,13360,25583,263,347,612,799,783,1583,333,422,755,148,197,342,2758,3194,5949,22,17,34,419,478,900,1126,1309,2440,740,811,1546,187,285,467,176,186,363,5326,6340,11660,2540,2743,5283,169,172,341,37779,42870,80649,713,638,1355,1346,1213,2557,18,20,40,16,10,24,126,97,223,329,533,865,471,639,1112,33487,29732,63218,283,228,513,103,187,286,33866,30145,64014,8310,7828,16134,83654,84558,168212
CED494,28,21,48,122,89,209,0,0,0,14,13,27,0,0,0,157,135,295,0,3,3,14,6,23,3,3,5,10,3,14,28,31,57,0,3,3,0,5,8,16,6,22,15,7,23,8,0,5,0,0,0,69,53,121,52,51,101,3,3,5,517,410,927,14,13,27,20,14,31,0,3,3,0,3,5,9,3,12,6,12,19,16,13,31,654,394,1047,5,3,14,9,6,14,674,407,1074,475,249,722,1734,1129,2863
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
CED501,659,1100,1761,12580,14439,27012,0,0,0,1197,1333,2527,0,4,8,14202,15397,29592,210,267,475,433,461,893,522,678,1194,332,384,715,328,391,719,36,37,72,532,566,1102,823,975,1796,1609,1665,3274,208,264,469,163,203,361,1434,1920,3354,2963,3226,6186,136,150,288,37710,42342,80049,806,745,1549,599,558,1159,30,30,63,12,6,19,394,304,698,261,412,674,661,726,1388,31169,28218,59390,294,246,540,124,192,312,31584,28656,60241,9941,7875,17817,82002,82028,164031
CED502,2524,3142,5667,9550,11012,20565,3,0,0,1824,2069,3891,119,106,227,14954,16190,31151,166,201,371,294,293,587,298,382,680,255,305,559,191,215,408,209,195,408,667,788,1452,1408,1522,2932,1938,2137,4080,134,185,317,365,442,813,1203,1585,2787,3623,4116,7738,213,211,430,37425,41955,79374,3188,2920,6108,4555,4102,8662,36,26,65,23,16,40,1270,1067,2335,291,439,732,1578,1527,3104,26543,23574,50119,245,202,445,88,147,233,26878,23917,50795,8338,6670,15007,84529,84254,168783
CED503,604,936,1543,13817,16073,29882,0,0,0,1347,1474,2823,48,49,101,12621,13899,26518,135,200,332,175,197,373,427,567,992,279,282,563,237,326,565,14,14,29,378,444,825,585,665,1248,1874,1975,3848,157,207,366,172,265,435,1539,2128,3663,2406,2732,5141,73,95,168,36278,41592,77872,398,384,785,324,321,641,31,45,82,7,6,18,248,213,462,178,342,520,437,563,998,26113,23161,49265,257,175,436,96,192,289,26464,23530,49993,7601,6512,14108,72126,73891,146019
CED504,2894,3428,6325,8295,9727,18016,3,3,5,1603,1685,3286,4,3,8,16597,18130,34728,215,274,491,1626,1617,3247,288,363,651,203,262,472,134,187,314,192,189,386,500,569,1066,1236,1466,2704,953,1088,2038,135,191,324,150,193,348,1068,1478,2547,2829,3138,5966,78,90,169,36119,40649,76773,1696,1539,3239,3285,2955,6239,93,98,195,6,0,6,322,267,589,367,417,784,698,687,1385,22219,19157,41374,224,150,379,82,130,208,22524,19436,41959,6033,5397,11435,73346,74189,147538
CED505,1273,1741,3015,10363,12607,22972,0,0,0,581,660,1239,0,7,11,14186,16824,31011,175,224,397,954,1100,2053,118,148,264,48,74,122,188,261,442,51,52,107,355,438,790,346,442,791,1058,1357,2410,40,67,110,39,46,85,1687,2367,4049,1402,1728,3130,54,70,127,31648,38467,70118,1255,1228,2490,687,672,1364,257,265,529,3,9,7,128,129,256,270,311,582,402,447,846,26492,23333,49830,300,224,524,136,163,295,26931,23719,50652,7068,7015,14084,69528,73563,143086
CED506,924,1109,2036,12906,12328,25231,0,0,0,1188,1093,2280,114,90,209,20919,19445,40363,264,299,565,236,187,423,336,381,719,171,170,346,338,361,702,21,13,34,1192,1230,2422,954,1086,2034,1386,1120,2503,137,161,295,598,648,1247,2470,2612,5079,2781,2785,5561,113,109,224,46130,44109,90239,528,360,894,824,677,1502,40,29,67,375,305,679,56,33,91,190,240,437,621,583,1203,33175,24949,58125,240,143,381,99,135,233,33510,25228,58738,16111,10965,27079,98704,83060,181764
CED507,590,891,1485,12569,14707,27277,0,0,0,1164,1224,2392,4,3,7,13459,14856,28315,219,301,520,184,206,383,435,575,1012,291,318,605,205,279,479,4,7,11,282,295,577,441,526,968,1212,1286,2499,123,172,293,233,271,504,1845,2539,4384,2198,2471,4676,92,115,209,34965,40152,75116,267,223,492,362,324,684,42,52,90,11,11,18,92,77,171,188,323,510,289,413,709,27967,25160,53130,259,208,472,115,182,296,28340,25557,53894,8027,7278,15300,72885,74891,147768
CED508,1049,1472,2523,7724,9394,17115,0,0,0,895,1087,1980,38,41,78,19644,21705,41354,90,137,230,661,748,1410,193,254,450,77,81,158,152,184,340,38,53,89,365,403,771,751,848,1601,1096,1187,2279,63,85,153,72,91,163,995,1517,2514,1799,2106,3898,75,96,173,34739,40018,74762,824,754,1574,727,693,1423,88,96,184,10,13,20,210,155,366,295,367,665,514,527,1041,26989,24764,51758,290,203,489,165,226,386,27440,25195,52635,7482,7116,14601,72863,75880,148744
